** /proj/evolang2022/tiago/ST2022/data-surprise/bantubvd/solutions-0.10.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
** /proj/evolang2022/tiago/ST2022/data/castrosui/solutions-0.20.tsv
Language                  ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
AntangWesternSandong         0.1429        0.0350       0.9564         0.9415       0.1571        0.0388       0.9422         0.9353
BanliangYangAn               0.3286        0.0850       0.8911         0.8617       0.3048        0.0779       0.9005         0.8762
DujiangEasternSandong        0.0762        0.0186       0.9796         0.9680       0.0857        0.0213       0.9702         0.9628
JiaoliPandong                0.4524        0.1093       0.8494         0.8306       0.4000        0.0954       0.8539         0.8555
JiarongSouthernSandong       0.2048        0.0514       0.9302         0.9150       0.2714        0.0671       0.9116         0.8889
JiuqianSouthernSandong       0.1286        0.0301       0.9590         0.9481       0.1905        0.0458       0.9445         0.9219
Pandong                      0.3095        0.0684       0.8838         0.8916       0.3143        0.0737       0.8806         0.8796
RenliEasternSandong          0.1429        0.0324       0.9530         0.9446       0.1381        0.0319       0.9507         0.9473
SanjiangEasternSandong       0.1190        0.0290       0.9603         0.9526       0.1000        0.0240       0.9613         0.9609
ShuigenCentralSandong        0.1143        0.0280       0.9625         0.9550       0.1571        0.0392       0.9477         0.9359
ShuiweiSouthernSandong       0.1571        0.0394       0.9446         0.9399       0.2667        0.0681       0.9301         0.8886
ShuiyaoSouthernSandong       0.2190        0.0531       0.9211         0.9121       0.3095        0.0753       0.9093         0.8762
TangnianYangAn               0.3048        0.0775       0.9027         0.8745       0.2762        0.0696       0.9078         0.8878
TangzhouWesternSandong       0.1476        0.0356       0.9521         0.9413       0.1667        0.0398       0.9446         0.9333
TingpaiWesternSandong        0.1667        0.0397       0.9438         0.9325       0.1905        0.0463       0.9308         0.9234
ZhongheCentralSandong        0.0810        0.0200       0.9714         0.9654       0.1190        0.0306       0.9580         0.9474
TOTAL                        0.1935        0.0470       0.9351         0.9234       0.2155        0.0528       0.9277         0.9138


** /proj/evolang2022/tiago/ST2022/data/castrosui/solutions-0.30.tsv
Language                  ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
AntangWesternSandong         0.1561        0.0385       0.9460         0.9379       0.1783        0.0476       0.9391         0.9226
BanliangYangAn               0.3151        0.0821       0.8845         0.8661       0.3408        0.0883       0.8808         0.8577
DujiangEasternSandong        0.1369        0.0372       0.9587         0.9391       0.1847        0.0503       0.9486         0.9157
JiaoliPandong                0.4397        0.1041       0.8423         0.8409       0.5440        0.1350       0.8191         0.7969
JiarongSouthernSandong       0.2244        0.0572       0.9199         0.9080       0.3942        0.1030       0.8856         0.8338
JiuqianSouthernSandong       0.1529        0.0383       0.9451         0.9389       0.2548        0.0664       0.9175         0.8935
Pandong                      0.4125        0.0918       0.8563         0.8559       0.4983        0.1205       0.8313         0.8036
RenliEasternSandong          0.1369        0.0340       0.9540         0.9426       0.1815        0.0459       0.9493         0.9234
SanjiangEasternSandong       0.1146        0.0291       0.9600         0.9532       0.1624        0.0424       0.9433         0.9316
ShuigenCentralSandong        0.1083        0.0280       0.9635         0.9552       0.1975        0.0530       0.9393         0.9139
ShuiweiSouthernSandong       0.1821        0.0483       0.9329         0.9249       0.3259        0.0865       0.9005         0.8619
ShuiyaoSouthernSandong       0.2500        0.0611       0.9073         0.9005       0.3910        0.1002       0.8785         0.8398
TangnianYangAn               0.3077        0.0792       0.8881         0.8704       0.3590        0.0935       0.8774         0.8486
TangzhouWesternSandong       0.1592        0.0399       0.9453         0.9333       0.2325        0.0618       0.9153         0.8997
TingpaiWesternSandong        0.2293        0.0594       0.9213         0.9018       0.2898        0.0753       0.9027         0.8785
ZhongheCentralSandong        0.0987        0.0250       0.9656         0.9572       0.1975        0.0538       0.9361         0.9100
TOTAL                        0.2140        0.0533       0.9244         0.9141       0.2958        0.0765       0.9040         0.8770


** /proj/evolang2022/tiago/ST2022/data/castrosui/solutions-0.40.tsv
Language                  ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
AntangWesternSandong         0.2542        0.0647       0.9231         0.8937       0.3381        0.0932       0.9027         0.8484
BanliangYangAn               0.3152        0.0812       0.8848         0.8658       0.5194        0.1367       0.8371         0.7816
DujiangEasternSandong        0.2201        0.0588       0.9370         0.9034       0.2656        0.0719       0.9246         0.8843
JiaoliPandong                0.4471        0.1062       0.8371         0.8345       0.8122        0.2030       0.7481         0.7006
JiarongSouthernSandong       0.3580        0.0936       0.8861         0.8488       0.5136        0.1349       0.8461         0.7906
JiuqianSouthernSandong       0.2542        0.0673       0.9212         0.8888       0.3837        0.1032       0.8913         0.8376
Pandong                      0.3834        0.0891       0.8583         0.8570       0.7292        0.1790       0.7641         0.7234
RenliEasternSandong          0.2019        0.0526       0.9398         0.9119       0.3269        0.0844       0.9011         0.8599
SanjiangEasternSandong       0.1894        0.0501       0.9413         0.9162       0.3765        0.0974       0.8861         0.8416
ShuigenCentralSandong        0.1289        0.0333       0.9575         0.9455       0.2840        0.0783       0.9233         0.8731
ShuiweiSouthernSandong       0.2899        0.0795       0.9037         0.8766       0.4396        0.1192       0.8811         0.8104
ShuiyaoSouthernSandong       0.4065        0.1042       0.8657         0.8332       0.5212        0.1371       0.8545         0.7898
TangnianYangAn               0.3170        0.0793       0.8875         0.8688       0.4820        0.1255       0.8479         0.7995
TangzhouWesternSandong       0.2560        0.0659       0.9220         0.8899       0.4522        0.1206       0.8678         0.8035
TingpaiWesternSandong        0.2892        0.0735       0.9134         0.8776       0.3976        0.1056       0.8868         0.8307
ZhongheCentralSandong        0.1487        0.0379       0.9583         0.9368       0.2758        0.0762       0.9202         0.8756
TOTAL                        0.2787        0.0711       0.9085         0.8843       0.4448        0.1166       0.8677         0.8157


** /proj/evolang2022/tiago/ST2022/data/castrosui/solutions-0.50.tsv
Language                  ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
AntangWesternSandong         0.4137        0.1112       0.8905         0.8204       0.5725        0.1563       0.8262         0.7470
BanliangYangAn               0.3863        0.0997       0.8644         0.8374       0.9051        0.2444       0.7363         0.6334
DujiangEasternSandong        0.3670        0.0990       0.9125         0.8362       0.6816        0.1798       0.8016         0.7212
JiaoliPandong                0.4977        0.1201       0.8303         0.8188       1.0069        0.2642       0.7020         0.6119
JiarongSouthernSandong       0.4145        0.1071       0.8779         0.8274       0.8333        0.2163       0.7651         0.6650
JiuqianSouthernSandong       0.3414        0.0902       0.8951         0.8545       0.7129        0.1808       0.7918         0.7197
Pandong                      0.4881        0.1163       0.8366         0.8149       0.9714        0.2452       0.7048         0.6303
RenliEasternSandong          0.2334        0.0602       0.9331         0.9024       0.7123        0.1776       0.7913         0.7232
SanjiangEasternSandong       0.2446        0.0641       0.9301         0.8962       0.5286        0.1377       0.8316         0.7788
ShuigenCentralSandong        0.2514        0.0662       0.9297         0.8915       0.5739        0.1553       0.8358         0.7576
ShuiweiSouthernSandong       0.3361        0.0904       0.8923         0.8565       0.7505        0.1985       0.7821         0.6897
ShuiyaoSouthernSandong       0.5076        0.1285       0.8409         0.7914       0.8655        0.2271       0.7612         0.6450
TangnianYangAn               0.4289        0.1104       0.8599         0.8183       0.6586        0.1801       0.7860         0.7276
TangzhouWesternSandong       0.4681        0.1242       0.8722         0.7963       0.6054        0.1651       0.8268         0.7366
TingpaiWesternSandong        0.5088        0.1357       0.8676         0.7830       0.8094        0.2222       0.7778         0.6618
ZhongheCentralSandong        0.2340        0.0619       0.9301         0.8965       0.7021        0.1895       0.7939         0.7026
TOTAL                        0.3826        0.0991       0.8852         0.8401       0.7431        0.1963       0.7821         0.6970


** /proj/evolang2022/tiago/ST2022/data/davletshinaztecan/solutions-0.10.tsv
Language              ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
------------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
ClassicalNahuatl         2.1667        0.3563       0.6160         0.4584       2.1667        0.3369       0.6208         0.4710
JalupaNahuat             1.5833        0.2989       0.6842         0.5579       1.6667        0.3636       0.7003         0.5012
MecayapanNahuat          2.0833        0.3012       0.6479         0.5326       1.6667        0.2997       0.6890         0.5798
NorthPueblaNahuatl       1.5833        0.2140       0.7013         0.6580       2.0833        0.2838       0.6390         0.5361
PajapanNahuat            1.7500        0.2837       0.6601         0.5717       2.1667        0.3814       0.5914         0.4815
Pipil                    1.6667        0.2494       0.7124         0.6433       1.0833        0.2361       0.7593         0.6285
Pochutec                 3.1667        0.5506       0.5038         0.3160       2.3636        0.4920       0.5572         0.3602
ProtoAztecan             2.2500        0.3802       0.6590         0.4879       2.1667        0.4208       0.6017         0.4194
TetelcingoNahuatl        2.4167        0.3450       0.6082         0.4532       2.0833        0.3158       0.6365         0.5039
TOTAL                    2.0741        0.3310       0.6436         0.5199       1.9386        0.3478       0.6439         0.4980


** /proj/evolang2022/tiago/ST2022/data/davletshinaztecan/solutions-0.20.tsv
Language              ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
------------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
ClassicalNahuatl         1.5417        0.2756       0.6790         0.5801       1.4167        0.2453       0.7228         0.6149
JalupaNahuat             1.7083        0.3315       0.6393         0.5128       1.6250        0.3361       0.6819         0.5345
MecayapanNahuat          1.7500        0.2710       0.6519         0.5950       1.5417        0.2626       0.6796         0.6318
NorthPueblaNahuatl       1.1250        0.1798       0.7494         0.7189       1.2917        0.1924       0.7433         0.6936
PajapanNahuat            1.2917        0.2350       0.7152         0.6207       1.4167        0.2657       0.7068         0.5843
Pipil                    1.5000        0.2705       0.6840         0.5964       1.2917        0.2729       0.7573         0.6065
Pochutec                 2.7500        0.5177       0.5084         0.2807       2.5000        0.4747       0.5304         0.3213
ProtoAztecan             1.8333        0.3359       0.6563         0.5089       1.9583        0.3637       0.6326         0.4523
TetelcingoNahuatl        2.1667        0.3297       0.6104         0.5144       1.7083        0.2786       0.6436         0.5767
TOTAL                    1.7407        0.3052       0.6549         0.5476       1.6389        0.2991       0.6776         0.5573


** /proj/evolang2022/tiago/ST2022/data/davletshinaztecan/solutions-0.30.tsv
Language              ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
------------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
ClassicalNahuatl         1.4286        0.2550       0.6840         0.6053       1.3143        0.2444       0.7174         0.6189
JalupaNahuat             1.7143        0.3163       0.6176         0.5421       1.6286        0.3164       0.6588         0.5305
MecayapanNahuat          1.5143        0.2214       0.6620         0.6375       1.5429        0.2756       0.6614         0.5947
NorthPueblaNahuatl       1.1143        0.1860       0.7186         0.7166       1.2571        0.2082       0.7390         0.6738
PajapanNahuat            1.3143        0.2473       0.6931         0.6235       1.5714        0.3150       0.6835         0.5111
Pipil                    1.5714        0.2679       0.6588         0.5943       1.3714        0.2963       0.6887         0.5548
Pochutec                 2.2571        0.4583       0.5563         0.3481       3.1212        0.6478       0.4013         0.1609
ProtoAztecan             1.8571        0.3432       0.6263         0.4794       2.0286        0.3719       0.5985         0.4578
TetelcingoNahuatl        2.4571        0.3674       0.5471         0.4733       1.9714        0.3174       0.5947         0.5313
TOTAL                    1.6921        0.2959       0.6404         0.5578       1.7563        0.3326       0.6381         0.5149


** /proj/evolang2022/tiago/ST2022/data/davletshinaztecan/solutions-0.40.tsv
Language              ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
------------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
ClassicalNahuatl         1.6809        0.2894       0.6466         0.5709       1.4043        0.2671       0.6991         0.5874
JalupaNahuat             2.3043        0.4333       0.5279         0.3646       1.7174        0.3395       0.6297         0.4920
MecayapanNahuat          1.6170        0.2618       0.6372         0.5950       1.6170        0.3010       0.6645         0.5517
NorthPueblaNahuatl       1.1778        0.2083       0.7096         0.6791       1.1778        0.2103       0.7295         0.6446
PajapanNahuat            1.3404        0.2620       0.6649         0.6203       1.7447        0.3734       0.6228         0.4499
Pipil                    1.5319        0.2831       0.6476         0.5726       1.6170        0.3366       0.6545         0.5177
Pochutec                 2.4000        0.4959       0.5244         0.2933       3.2778        0.6913       0.3754         0.1401
ProtoAztecan             2.3404        0.3982       0.5885         0.4044       2.5106        0.4627       0.5573         0.3467
TetelcingoNahuatl        2.3913        0.3666       0.5566         0.4797       1.9130        0.3307       0.6132         0.5270
TOTAL                    1.8649        0.3332       0.6115         0.5089       1.8866        0.3681       0.6162         0.4730


** /proj/evolang2022/tiago/ST2022/data/davletshinaztecan/solutions-0.50.tsv
Language              ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
------------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
ClassicalNahuatl         2.2373        0.3300       0.6050         0.5128       2.0678        0.3547       0.5933         0.4497
JalupaNahuat             2.3214        0.4226       0.5197         0.3877       2.5185        0.5172       0.4927         0.3020
MecayapanNahuat          2.0517        0.3201       0.6038         0.5186       1.8621        0.3599       0.6237         0.4785
NorthPueblaNahuatl       1.3509        0.2288       0.6949         0.6435       1.5789        0.2699       0.6634         0.5726
PajapanNahuat            1.4237        0.2731       0.6750         0.6020       2.2542        0.4894       0.5477         0.3100
Pipil                    1.5172        0.2787       0.6633         0.5542       2.1379        0.4297       0.5683         0.3923
Pochutec                 2.4773        0.5155       0.5096         0.2764       4.0000        0.8238       0.2515         0.0448
ProtoAztecan             2.6780        0.4295       0.5259         0.3738       2.9322        0.5468       0.4997         0.2602
TetelcingoNahuatl        2.7414        0.4179       0.5316         0.4118       2.2586        0.3787       0.5686         0.4742
TOTAL                    2.0888        0.3574       0.5921         0.4756       2.4011        0.4634       0.5343         0.3649


** /proj/evolang2022/tiago/ST2022/data/felekesemitic/solutions-0.10.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Amharic          1.0909        0.2053       0.7237         0.6753       1.4848        0.3348       0.6404         0.4720
Argobba          1.7879        0.3291       0.6467         0.4879       1.9697        0.4142       0.5951         0.3494
Chaha            0.5000        0.0964       0.8719         0.8436       0.6176        0.1143       0.8550         0.8069
Endegagn         2.0769        0.4101       0.5680         0.4247       1.9231        0.3968       0.5918         0.4321
Ezha             0.7647        0.1514       0.8306         0.7508       0.7059        0.1379       0.8415         0.7595
Geez             2.3548        0.4161       0.5425         0.4058       2.9032        0.5524       0.4389         0.2170
Gumer            0.8529        0.1671       0.8341         0.7275       0.7647        0.1403       0.8365         0.7569
Gura             0.5588        0.0988       0.8599         0.8312       0.5588        0.1006       0.8712         0.8180
Gyeto            1.1562        0.2118       0.7327         0.6633       1.1250        0.2100       0.7645         0.6425
Harari           2.6452        0.4882       0.5125         0.3452       2.9355        0.6084       0.4261         0.1918
Inor             1.2727        0.2388       0.7198         0.6376       1.4545        0.2920       0.6656         0.5652
Kistane          1.3235        0.2430       0.6890         0.6314       1.2647        0.2379       0.7133         0.6292
Mesqan           0.9706        0.1859       0.7623         0.7235       1.0588        0.2059       0.7476         0.6643
Muher            1.2353        0.2144       0.7316         0.6901       1.2353        0.2373       0.7351         0.6450
Silte            1.3939        0.2905       0.6916         0.5703       1.6061        0.3325       0.6206         0.4680
Tigre            2.5000        0.4652       0.5047         0.3489       2.3333        0.4498       0.5329         0.3319
Tigrigna         2.4688        0.4197       0.5500         0.3692       2.7500        0.5233       0.4976         0.2276
Wolane           1.3235        0.2691       0.7013         0.5942       1.5000        0.3222       0.6709         0.4983
Zway             1.5000        0.2999       0.6854         0.5475       1.7059        0.3668       0.6121         0.4118
TOTAL            1.4619        0.2737       0.6925         0.5931       1.5735        0.3146       0.6661         0.5204


** /proj/evolang2022/tiago/ST2022/data/felekesemitic/solutions-0.20.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Amharic          1.4286        0.2677       0.6458         0.6095       2.0893        0.4370       0.5434         0.3343
Argobba          2.0566        0.3730       0.5501         0.4355       2.4151        0.4884       0.5063         0.2735
Chaha            0.6716        0.1423       0.8208         0.7662       0.9104        0.1860       0.7959         0.6897
Endegagn         2.0000        0.4040       0.5479         0.4488       2.0408        0.4256       0.5319         0.4059
Ezha             1.0000        0.2059       0.7676         0.6709       1.1385        0.2373       0.7541         0.6134
Geez             2.7826        0.4690       0.4703         0.3503       2.4130        0.4610       0.4810         0.3221
Gumer            1.1912        0.2447       0.7465         0.6211       0.8971        0.1984       0.8023         0.6782
Gura             0.7206        0.1511       0.8158         0.7584       0.8235        0.1713       0.8285         0.7254
Gyeto            1.5077        0.2774       0.6416         0.5834       1.6154        0.3154       0.6241         0.5423
Harari           3.5306        0.6271       0.3868         0.1952       3.2857        0.6904       0.3523         0.1289
Inor             1.5077        0.2736       0.6687         0.5901       1.4923        0.2895       0.6527         0.5672
Kistane          1.4462        0.2731       0.6632         0.5739       1.6615        0.3181       0.6151         0.4932
Mesqan           1.1970        0.2215       0.7182         0.6544       1.5455        0.3111       0.6536         0.5178
Muher            1.4328        0.2646       0.6728         0.6015       1.6269        0.3126       0.6493         0.5145
Silte            1.6935        0.3266       0.6088         0.5306       2.2419        0.4601       0.5240         0.3193
Tigre            2.9545        0.5378       0.4409         0.2755       2.6364        0.5119       0.4495         0.2699
Tigrigna         2.6136        0.4356       0.5193         0.3518       2.7727        0.5170       0.4893         0.2535
Wolane           1.8636        0.3390       0.5660         0.5163       2.2273        0.4651       0.5314         0.3331
Zway             1.7692        0.3299       0.6199         0.5080       2.0462        0.4396       0.5337         0.3513
TOTAL            1.7562        0.3244       0.6248         0.5285       1.8884        0.3808       0.5957         0.4386


** /proj/evolang2022/tiago/ST2022/data/felekesemitic/solutions-0.30.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Amharic          1.8421        0.3445       0.5777         0.4992       2.4868        0.5058       0.4627         0.2659
Argobba          2.1714        0.4114       0.5113         0.4094       2.3143        0.4665       0.4913         0.3370
Chaha            0.8913        0.1813       0.7873         0.7040       1.2283        0.2432       0.7239         0.5949
Endegagn         2.3000        0.4496       0.4978         0.4090       2.6000        0.5281       0.4225         0.2785
Ezha             1.2903        0.2550       0.7138         0.5795       1.8925        0.3708       0.6037         0.4113
Geez             2.5410        0.4400       0.4717         0.3741       2.6721        0.5158       0.4480         0.2662
Gumer            1.3763        0.2603       0.7278         0.5865       1.2688        0.2561       0.7192         0.5757
Gura             0.8804        0.1795       0.7922         0.7113       1.2717        0.2609       0.7231         0.5823
Gyeto            1.5714        0.2809       0.6279         0.5725       1.9341        0.3676       0.5565         0.4582
Harari           3.1897        0.5867       0.4087         0.2303       3.4737        0.7371       0.3072         0.0848
Inor             2.2667        0.3755       0.5553         0.4413       1.9111        0.3561       0.5753         0.4611
Kistane          1.6966        0.3344       0.6069         0.4881       2.2921        0.4591       0.4927         0.3273
Mesqan           1.4946        0.2882       0.6774         0.5500       1.9570        0.3841       0.5586         0.4246
Muher            1.5824        0.2881       0.6271         0.5844       2.1209        0.4020       0.5283         0.3965
Silte            1.8588        0.3473       0.5779         0.4907       2.4941        0.5204       0.4512         0.2488
Tigre            3.2712        0.5994       0.3977         0.2146       2.8814        0.5265       0.4067         0.2639
Tigrigna         2.6964        0.4505       0.4969         0.3277       2.8929        0.5098       0.4392         0.2677
Wolane           2.4000        0.4327       0.5266         0.3890       2.8000        0.5795       0.4285         0.1882
Zway             1.8537        0.3386       0.5895         0.5037       2.7927        0.6018       0.3786         0.1706
TOTAL            1.9565        0.3602       0.5880         0.4771       2.2781        0.4522       0.5114         0.3476


** /proj/evolang2022/tiago/ST2022/data/felekesemitic/solutions-0.40.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Amharic          1.7640        0.3307       0.5963         0.5037       2.9775        0.6162       0.3837         0.1626
Argobba          2.0125        0.3763       0.5457         0.4558       2.6875        0.5499       0.4290         0.2735
Chaha            1.4786        0.2955       0.6848         0.5300       1.7521        0.3500       0.6447         0.4551
Endegagn         2.4944        0.4634       0.4751         0.3744       3.1685        0.6023       0.3400         0.2316
Ezha             1.6500        0.3243       0.6767         0.4865       2.7333        0.5477       0.4785         0.2413
Geez             2.4776        0.4174       0.4825         0.4047       2.7612        0.5187       0.4515         0.2682
Gumer            1.7479        0.3381       0.6785         0.4877       1.7059        0.3389       0.6117         0.4715
Gura             1.2174        0.2433       0.7327         0.6040       1.8261        0.3701       0.6254         0.4483
Gyeto            2.0261        0.3720       0.5849         0.4662       2.5739        0.5033       0.4567         0.3073
Harari           3.1538        0.5645       0.3804         0.2725       3.5538        0.7558       0.3028         0.0634
Inor             2.6396        0.4279       0.5165         0.3782       3.0000        0.5431       0.4119         0.2488
Kistane          2.2636        0.4400       0.5063         0.3649       3.4091        0.6751       0.3329         0.1026
Mesqan           1.6148        0.3122       0.6483         0.5094       2.4180        0.4779       0.4731         0.3173
Muher            2.1597        0.4002       0.5627         0.3837       3.2521        0.6289       0.3572         0.1587
Silte            1.9239        0.3576       0.5598         0.4773       2.4444        0.4938       0.4587         0.2895
Tigre            3.0769        0.5502       0.4038         0.2570       2.8000        0.5061       0.4309         0.3013
Tigrigna         2.5738        0.4330       0.5073         0.3456       2.9344        0.4906       0.4477         0.2937
Wolane           1.8384        0.3607       0.5575         0.4836       2.7938        0.5837       0.4048         0.2010
Zway             2.1538        0.4131       0.5167         0.4198       3.3636        0.7350       0.3159         0.0984
TOTAL            2.1193        0.3905       0.5588         0.4318       2.7450        0.5414       0.4398         0.2597


** /proj/evolang2022/tiago/ST2022/data/felekesemitic/solutions-0.50.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Amharic          2.2233        0.4108       0.5192         0.4145       3.1942        0.5992       0.3317         0.1902
Argobba          2.5824        0.4652       0.4658         0.3636       2.8352        0.5258       0.4040         0.2388
Chaha            3.2941        0.6353       0.4245         0.1746       3.1985        0.6251       0.3300         0.1765
Endegagn         2.8298        0.5203       0.4227         0.3094       3.5213        0.6668       0.2744         0.1688
Ezha             2.9778        0.5609       0.4526         0.2497       4.4000        0.6856       0.2553         0.1595
Geez             2.5789        0.4621       0.4463         0.3639       3.0000        0.5204       0.4079         0.2730
Gumer            4.2014        0.7359       0.3145         0.0648       4.0000        0.7638       0.2556         0.0525
Gura             2.5522        0.5069       0.5475         0.2512       3.2388        0.5889       0.3582         0.1725
Gyeto            2.8425        0.5420       0.4645         0.2570       4.0630        0.7642       0.2227         0.0790
Harari           3.3333        0.5958       0.3675         0.2272       3.9189        0.8072       0.2352         0.0788
Inor             3.1463        0.5193       0.4315         0.2831       4.0244        0.6744       0.2681         0.1307
Kistane          2.4833        0.4784       0.4729         0.3251       3.7167        0.7022       0.2497         0.1184
Mesqan           3.2536        0.5979       0.4423         0.2010       3.7246        0.6750       0.2686         0.1516
Muher            3.0970        0.5680       0.4505         0.2345       3.8582        0.6619       0.2621         0.1667
Silte            2.2041        0.4181       0.5272         0.4050       2.6495        0.5409       0.4247         0.2183
Tigre            3.5200        0.6186       0.3436         0.1907       3.1200        0.5755       0.3719         0.2287
Tigrigna         3.0429        0.5068       0.4581         0.2469       3.3714        0.5165       0.4008         0.2837
Wolane           2.4057        0.4545       0.4955         0.3785       2.6038        0.5317       0.4143         0.2640
Zway             2.4757        0.4694       0.4760         0.3436       3.7245        0.8076       0.2745         0.0722
TOTAL            2.8971        0.5298       0.4486         0.2781       3.4823        0.6438       0.3163         0.1697


** /proj/evolang2022/tiago/ST2022/data/hantganbangime/solutions-0.10.tsv
Language         ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
-------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Bankan_Tey          1.4048        0.3255       0.6085         0.5561       1.4167        0.3595       0.5759         0.4941
Ben_Tey             1.2391        0.3006       0.6047         0.5620       1.4674        0.3808       0.5690         0.4490
Bunoge              1.7347        0.3815       0.5641         0.4547       1.6939        0.4093       0.5320         0.4532
Jamsay              0.9750        0.2743       0.6746         0.5992       1.1125        0.3235       0.6681         0.5223
Mombo               1.3548        0.3462       0.6031         0.5118       1.3226        0.3296       0.6029         0.5431
Najamba             1.3030        0.3389       0.6262         0.5011       1.6212        0.4303       0.5636         0.3904
Nanga               1.2353        0.3111       0.6276         0.5468       1.2353        0.3141       0.6118         0.5382
Penange             1.5088        0.3806       0.6015         0.4632       1.1404        0.3019       0.6608         0.5759
Perge_Tegu          0.9565        0.2474       0.6873         0.6463       1.1630        0.3243       0.6562         0.5331
Tebul_Ure           1.1758        0.3103       0.6313         0.5675       1.3956        0.3676       0.5767         0.4618
Tiranige_Diga       1.5303        0.3969       0.5610         0.4565       1.8030        0.4326       0.4847         0.4062
Togo_Kan            1.0267        0.2768       0.6488         0.6174       1.0800        0.3277       0.6605         0.5650
Tommo_So            1.3457        0.3112       0.6573         0.5721       0.9506        0.2491       0.7046         0.6320
Toro_Tegu           1.7313        0.4110       0.5358         0.4398       1.3433        0.3710       0.5892         0.4665
Yanda_Dom           1.4937        0.3378       0.6161         0.5246       1.3038        0.3366       0.6343         0.5128
Yorno_So            0.9529        0.2644       0.6859         0.6189       0.8941        0.2594       0.7155         0.6182
TOTAL               1.3105        0.3259       0.6209         0.5399       1.3090        0.3448       0.6129         0.5101


** /proj/evolang2022/tiago/ST2022/data/hantganbangime/solutions-0.20.tsv
Language         ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
-------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Bankan_Tey          1.8478        0.4169       0.5315         0.4367       1.4783        0.3735       0.5418         0.4948
Ben_Tey             1.4459        0.3379       0.5390         0.5186       1.4662        0.3677       0.5570         0.4656
Bunoge              1.8333        0.4032       0.5325         0.4315       1.4167        0.3438       0.5674         0.5057
Jamsay              1.0571        0.2696       0.6498         0.6107       1.3714        0.3720       0.5914         0.4718
Mombo               1.4624        0.3715       0.5628         0.4837       1.5269        0.3920       0.5478         0.4680
Najamba             1.4563        0.3598       0.5734         0.4755       1.8932        0.4498       0.4865         0.3597
Nanga               1.4762        0.3655       0.5508         0.4831       1.7483        0.4250       0.5161         0.4047
Penange             1.4824        0.3716       0.5374         0.4861       1.3059        0.3292       0.5887         0.5582
Perge_Tegu          1.0127        0.2573       0.6649         0.6320       1.1783        0.3191       0.6341         0.5434
