COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
5361-16																k ɛ d ɛ
5425-16																j ɔ g ɔ
5847-16																o ɲ o
5963-16																dʒ i b e
6008-16																ɔː l ɔ
62-16																k l a
144-16																t u ŋ ɔ
283-16																k ɔ
334-16																dʒ a dʒ a j
572-16																ɲ iː n i
618-16																u dʒ ɔ
936-16																b ɛ j a
1033-16																k i g i
1109-16																p ɛ j eː
1192-16																tʃ i m
1417-16																k ɔ
