ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	LATITUDE	LONGITUDE	LANGUAGE_FAMILY	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS
870	405_tortoise	tortoise	2	Bukusu E.31c	xùtʰù	xùtʰù	x ù/u tʰ ù/u	buku1249	0.68043	34.7719	Atlantic-Congo	3 7 1 7	AXBZ	GYTY	3	3.G.C 3.Y.V 3.T.C 3.Y.V	2.0 1.5 1.75 0.8	xù/utʰù/u	0	4397
1259	405_tortoise	tortoise	3	Koyo C.24	kúsù	kúsù	k ú/u s ù/u	koyo1242	-0.69688	15.7508	Atlantic-Congo	1 7 3 7	AXBZ	KYSY	4	4.K.C 4.Y.V 4.S.C 4.Y.V	2.0 1.5 1.75 0.8	kú/usù/u	0	4398
1674	405_tortoise	tortoise	4	Bemba M.42	fúlwè	fúlwè	f ú/u l w è/e	bemb1257	-10.6122	29.2993	Atlantic-Congo	3 7 5 6 7	AXBCZ	BYLWE	5	5.B.C 5.Y.V 5.L.C 5.W.C 5.E.V	2.0 1.5 1.75 1.5 0.8	fú/ulwè/e	0	4399
2075	405_tortoise	tortoise	5	Basaa A.43a	kúl	kúl	k ú/u l	basa1284	3.80765	10.4213	Atlantic-Congo	1 7 5	AXN	KYL	6	6.K.C 6.Y.V 6.L.c	2.0 1.5 0.8	kú/ul	0	4400
2561	405_tortoise	tortoise	6	Asu G.22	ŋgúrù	ŋgúrù	ŋ g ú/u r ù/u	asut1235	-4.17978	37.8323	Atlantic-Congo	4 1 7 5 7	ACYBZ	NKYRY	7	7.N.C 7.K.C 7.Y.V 7.R.C 7.Y.V	2.0 1.5 1.3 1.75 0.8	ŋgú/urù/u	0	4401
3001	405_tortoise	tortoise	7	Rumanyo (Gciriku) K.38	ǀûrù	ǀûrù	ǀ û/u r ù/u	diri1252	-18.1681	20.6678	Atlantic-Congo	1 7 5 7	AXBZ	!YRY	8	8.!.C 8.Y.V 8.R.C 8.Y.V	2.0 1.5 1.75 0.8	ǀû/urù/u	0	4402
3373	405_tortoise	tortoise	8	Lega D.25	kúlù	kúlù	k ú/u l ù/u	lega1249	-3.83196	27.1424	Atlantic-Congo	1 7 5 7	AXBZ	KYLY	9	9.K.C 9.Y.V 9.L.C 9.Y.V	2.0 1.5 1.75 0.8	kú/ulù/u	0	4400
3788	405_tortoise	tortoise	9	Tswana S.30	kʰúdú	kʰúdú	kʰ ú/u d ú/u	tswa1253	-24.368	24.7587	Atlantic-Congo	1 7 1 7	AXBZ	KYTY	10	10.K.C 10.Y.V 10.T.C 10.Y.V	2.0 1.5 1.75 0.8	kʰú/udú/u	0	4397
4229	405_tortoise	tortoise	10	Yao P.21	góŋò	góŋò	g ó/o ŋ ò/o	yaoo1241	-13.6119	35.2387	Atlantic-Congo	1 7 4 7	AXBZ	KUNU	2	2.K.C 2.U.V 2.N.C 2.U.V	2.0 1.5 1.75 0.8	gó/oŋò/o	0	4396
437	406_tree	tree	1	Kinyamwezi F22	tɩ̀ɩ́	tɩ̀ɩ́	t ɩ̀/i ɩ́/i	nyam1276	-5.08559	32.94452	Atlantic-Congo	1 7 7	AXZ	TII	1	1.T.C 1.I.V 1.I.V	2.0 1.5 0.8	tɩ̀/iɩ́/i	0	4406
871	406_tree	tree	2	Bukusu E.31c	sààlà	sààlà	s à/a à/a l à/a	buku1249	0.68043	34.7719	Atlantic-Congo	3 7 7 5 7	AXYBZ	SAALA	3	3.S.C 3.A.V 3.A.V 3.L.C 3.A.V	2.0 1.5 1.3 1.75 0.8	sà/aà/alà/a	1	4408
1260	406_tree	tree	3	Koyo C.24	búà	búà	b ú/u à/a	koyo1242	-0.69688	15.7508	Atlantic-Congo	1 7 7	AXZ	PYA	4	4.P.C 4.Y.V 4.A.V	2.0 1.5 0.8	bú/uà/a	0	4409
1675	406_tree	tree	4	Bemba M.42	tí	tí	t í/i	bemb1257	-10.6122	29.2993	Atlantic-Congo	1 7	AX	TI	5	5.T.C 5.I.V	2.0 1.5	tí/i	1	4406
2076	406_tree	tree	5	Basaa A.43a	ɛ́ɛ́	ɛ́ɛ́	ɛ́/ɛ ɛ́/ɛ	basa1284	3.80765	10.4213	Atlantic-Congo	7 7	XZ	EE	6	6.E.V 6.E.V	1.5 0.8	ɛ́/ɛɛ́/ɛ	0	4410
2562	406_tree	tree	6	Asu G.22	tí	tí	t í/i	asut1235	-4.17978	37.8323	Atlantic-Congo	1 7	AX	TI	7	7.T.C 7.I.V	2.0 1.5	tí/i	0	4406
3002	406_tree	tree	7	Rumanyo (Gciriku) K.38	tôndò	tôndò	t ô n d ò/o	diri1252	-18.1681	20.6678	Atlantic-Congo	1 7 4 1 7	AXMBZ	TUNTU	8	8.T.C 8.U.V 8.N.c 8.T.C 8.U.V	2.0 1.5 1.1 1.75 0.8	tôndò/o	1	4411
3374	406_tree	tree	8	Lega D.25	rɩ́	rɩ́	r ɩ́/i	lega1249	-3.83196	27.1424	Atlantic-Congo	5 7	AX	RI	9	9.R.C 9.I.V	2.0 1.5	rɩ́/i	1	4412
3789	406_tree	tree	9	Tswana S.30	tɬʰàrɩ̀	tɬʰàrɩ̀	t ɬʰ à/a r ɩ̀/i	tswa1253	-24.368	24.7587	Atlantic-Congo	1 5 7 5 7	ACXBZ	TLARI	10	10.T.C 10.L.C 10.A.V 10.R.C 10.I.V	2.0 1.5 1.5 1.75 0.8	tɬʰà/arɩ̀/i	1	4413
4230	406_tree	tree	10	Yao P.21	téélá	téélá	t é/e é/e l á/a	yaoo1241	-13.6119	35.2387	Atlantic-Congo	1 7 7 5 7	AXYBZ	TEELA	2	2.T.C 2.E.V 2.E.V 2.L.C 2.A.V	2.0 1.5 1.3 1.75 0.8	té/eé/elá/a	0	4407
438	407_try	try	1	Kinyamwezi F22	gɛ̀mà	gɛ̀mà	g ɛ̀/ɛ m à/a	nyam1276	-5.08559	32.94452	Atlantic-Congo	1 7 4 7	AXBZ	KEMA	1	1.K.C 1.E.V 1.M.C 1.A.V	2.0 1.5 1.75 0.8	gɛ̀/ɛmà/a	0	4417
872	407_try	try	2	Bukusu E.31c	xàkà	xàkà	x à/a k à/a	buku1249	0.68043	34.7719	Atlantic-Congo	3 7 1 7	AXBZ	GAKA	3	3.G.C 3.A.V 3.K.C 3.A.V	2.0 1.5 1.75 0.8	xà/akà/a	0	4419
1261	407_try	try	3	Koyo C.24	mègà	mègà	m è/e g à/a	koyo1242	-0.69688	15.7508	Atlantic-Congo	4 7 1 7	AXBZ	MEKA	4	4.M.C 4.E.V 4.K.C 4.A.V	2.0 1.5 1.75 0.8	mè/egà/a	1	4420
1676	407_try	try	4	Bemba M.42	èʃ	èʃ	è/e ʃ	bemb1257	-10.6122	29.2993	Atlantic-Congo	7 3	XN	ES	5	5.E.V 5.S.c	1.5 0.8	è/eʃ	0	4421
2077	407_try	try	5	Basaa A.43a	hɛ́ŋ	hɛ́ŋ	h ɛ́/ɛ ŋ	basa1284	3.80765	10.4213	Atlantic-Congo	3 7 4	AXN	HEN	6	6.H.C 6.E.V 6.N.c	2.0 1.5 0.8	hɛ́/ɛŋ	0	4422
2563	407_try	try	6	Asu G.22	ɣèʃà	ɣèʃà	ɣ è/e ʃ à/a	asut1235	-4.17978	37.8323	Atlantic-Congo	3 7 3 7	AXBZ	GESA	7	7.G.C 7.E.V 7.S.C 7.A.V	2.0 1.5 1.75 0.8	ɣè/eʃà/a	0	4423
3003	407_try	try	7	Rumanyo (Gciriku) K.38	kónàkònà	kónàkònà	k ó/o n à/a k ò/o n à/a	diri1252	-18.1681	20.6678	Atlantic-Congo	1 7 4 7 1 7 4 7	AXBYBYBZ	KUNAKUNA	8	8.K.C 8.U.V 8.N.C 8.A.V 8.K.C 8.U.V 8.N.C 8.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	kó/onà/akò/onà/a	0	4424
3375	407_try	try	8	Lega D.25	sòndà	sòndà	s ò/o n d à/a	lega1249	-3.83196	27.1424	Atlantic-Congo	3 7 4 1 7	AXMBZ	SUNTA	9	9.S.C 9.U.V 9.N.c 9.T.C 9.A.V	2.0 1.5 1.1 1.75 0.8	sò/ondà/a	0	4425
3376	407_try	try	8	Lega D.25	gèlèkà	gèlèkà	g è/e l è/e k à/a	lega1249	-3.83196	27.1424	Atlantic-Congo	1 7 5 7 1 7	AXBYBZ	KELEKA	9	9.K.C 9.E.V 9.L.C 9.E.V 9.K.C 9.A.V	2.0 1.5 1.75 1.3 1.75 0.8	gè/elè/ekà/a	0	4427
3790	407_try	try	9	Tswana S.30	lɩ́kɛ́lɛ́là	lɩ́kɛ́lɛ́là	l ɩ́/i k ɛ́/ɛ l ɛ́/ɛ l à/a	tswa1253	-24.368	24.7587	Atlantic-Congo	5 7 1 7 5 7 5 7	AXBYBYBZ	LIKELELA	10	10.L.C 10.I.V 10.K.C 10.E.V 10.L.C 10.E.V 10.L.C 10.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	lɩ́/ikɛ́/ɛlɛ́/ɛlà/a	0	4426
4231	407_try	try	10	Yao P.21	diiŋga	diiŋga	d i/i i ŋ g a	yaoo1241	-13.6119	35.2387	Atlantic-Congo	1 7 7 4 1 7	AXYMBZ	TIINKA	2	2.T.C 2.I.V 2.I.V 2.N.c 2.K.C 2.A.V	2.0 1.5 1.3 1.1 1.75 0.8	di/iiŋga	0	4418
439	408_twins	twins	1	Kinyamwezi F22	βàsá	βàsá	β à/a s á/a	nyam1276	-5.08559	32.94452	Atlantic-Congo	3 7 3 7	AXBZ	BASA	1	1.B.C 1.A.V 1.S.C 1.A.V	2.0 1.5 1.75 0.8	βà/asá/a	0	4429
873	408_twins	twins	2	Bukusu E.31c	lòòŋgò	lòòŋgò	l ò/o ò/o ŋ g ò/o	buku1249	0.68043	34.7719	Atlantic-Congo	5 7 7 4 1 7	AXYMBZ	LUUNKU	3	3.L.C 3.U.V 3.U.V 3.N.c 3.K.C 3.U.V	2.0 1.5 1.3 1.1 1.75 0.8	lò/oò/oŋgò/o	0	4431
1262	408_twins	twins	3	Koyo C.24	kɛ́rà	kɛ́rà	k ɛ́/ɛ r à/a	koyo1242	-0.69688	15.7508	Atlantic-Congo	1 7 5 7	AXBZ	KERA	4	4.K.C 4.E.V 4.R.C 4.A.V	2.0 1.5 1.75 0.8	kɛ́/ɛrà/a	0	4432
1677	408_twins	twins	4	Bemba M.42	pásà	pásà	p á s à/a	bemb1257	-10.6122	29.2993	Atlantic-Congo	1 7 3 7	AXBZ	PASA	5	5.P.C 5.A.V 5.S.C 5.A.V	2.0 1.5 1.75 0.8	pásà/a	0	4429
2078	408_twins	twins	5	Basaa A.43a	hás	hás	h á s	basa1284	3.80765	10.4213	Atlantic-Congo	3 7 3	AXN	HAS	6	6.H.C 6.A.V 6.S.c	2.0 1.5 0.8	hás	0	4433
2564	408_twins	twins	6	Asu G.22	aza	aza	a z a	asut1235	-4.17978	37.8323	Atlantic-Congo	7 3 7	XBZ	ASA	7	7.A.V 7.S.C 7.A.V	1.5 1.75 0.8	aza	0	4429
3004	408_twins	twins	7	Rumanyo (Gciriku) K.38	pâŋgè	pâŋgè	p â/a ŋ g è/e	diri1252	-18.1681	20.6678	Atlantic-Congo	1 7 4 1 7	AXMBZ	PANKE	8	8.P.C 8.A.V 8.N.c 8.K.C 8.E.V	2.0 1.5 1.1 1.75 0.8	pâ/aŋgè/e	0	4434
3377	408_twins	twins	8	Lega D.25	ǎsà	ǎsà	ǎ/a s à/a	lega1249	-3.83196	27.1424	Atlantic-Congo	7 3 7	XBZ	ASA	9	9.A.V 9.S.C 9.A.V	1.5 1.75 0.8	ǎ/asà/a	0	4429
3791	408_twins	twins	9	Tswana S.30	fátɬʰá	fátɬʰá	f á tɬʰ á/a	tswa1253	-24.368	24.7587	Atlantic-Congo	3 7 1 7	AXBZ	BATA	10	10.B.C 10.A.V 10.T.C 10.A.V	2.0 1.5 1.75 0.8	fátɬʰá/a	0	4435
4232	408_twins	twins	10	Yao P.21	vílá	vílá	v í/i l á/a	yaoo1241	-13.6119	35.2387	Atlantic-Congo	3 7 5 7	AXBZ	BILA	2	2.B.C 2.I.V 2.L.C 2.A.V	2.0 1.5 1.75 0.8	ví/ilá/a	0	4430
440	409_two	two	1	Kinyamwezi F22	βɩ́lɩ́	βɩ́lɩ́	β ɩ́/i l ɩ́/i	nyam1276	-5.08559	32.94452	Atlantic-Congo	3 7 5 7	AXBZ	BILI	1	1.B.C 1.I.V 1.L.C 1.I.V	2.0 1.5 1.75 0.8	βɩ́/ilɩ́/i	0	4440
441	409_two	two	1	Kinyamwezi F22	βɩ̀ɩ̀lɩ́	βɩ̀ɩ̀lɩ́	β ɩ̀/i ɩ̀/i l ɩ́/i	nyam1276	-5.08559	32.94452	Atlantic-Congo	3 7 7 5 7	AXYBZ	BIILI	1	1.B.C 1.I.V 1.I.V 1.L.C 1.I.V	2.0 1.5 1.3 1.75 0.8	βɩ̀/iɩ̀/ilɩ́/i	0	4440
874	409_two	two	2	Bukusu E.31c	-ßìlì	-ßìlì	β ì/i l ì/i	buku1249	0.68043	34.7719	Atlantic-Congo	3 7 5 7	AXBZ	BILI	3	3.B.C 3.I.V 3.L.C 3.I.V	2.0 1.5 1.75 0.8	βì/ilì/i	1	4440
1263	409_two	two	3	Koyo C.24	bàá	bàá	b à/a á/a	koyo1242	-0.69688	15.7508	Atlantic-Congo	1 7 7	AXZ	PAA	4	4.P.C 4.A.V 4.A.V	2.0 1.5 0.8	bà/aá/a	0	4442
2079	409_two	two	5	Basaa A.43a	mâà	mâà	m â/a à/a	basa1284	3.80765	10.4213	Atlantic-Congo	4 7 7	AXZ	MAA	6	6.M.C 6.A.V 6.A.V	2.0 1.5 0.8	mâ/aà/a	0	4443
2565	409_two	two	6	Asu G.22	ìrí	ìrí	ì/i r í/i	asut1235	-4.17978	37.8323	Atlantic-Congo	7 5 7	XBZ	IRI	7	7.I.V 7.R.C 7.I.V	1.5 1.75 0.8	ì/irí/i	0	4444
3005	409_two	two	7	Rumanyo (Gciriku) K.38	ßírì	ßírì	β í/i r ì/i	diri1252	-18.1681	20.6678	Atlantic-Congo	3 7 5 7	AXBZ	BIRI	8	8.B.C 8.I.V 8.R.C 8.I.V	2.0 1.5 1.75 0.8	βí/irì/i	0	4440
3378	409_two	two	8	Lega D.25	bɩ́lɩ́	bɩ́lɩ́	b ɩ́/i l ɩ́/i	lega1249	-3.83196	27.1424	Atlantic-Congo	1 7 5 7	AXBZ	PILI	9	9.P.C 9.I.V 9.L.C 9.I.V	2.0 1.5 1.75 0.8	bɩ́/ilɩ́/i	0	4440
3792	409_two	two	9	Tswana S.30	bèdí	bèdí	b è/e d í/i	tswa1253	-24.368	24.7587	Atlantic-Congo	1 7 1 7	AXBZ	PETI	10	10.P.C 10.E.V 10.T.C 10.I.V	2.0 1.5 1.75 0.8	bè/edí/i	0	4445
4233	409_two	two	10	Yao P.21	vìdì	vìdì	v ì/i d ì/i	yaoo1241	-13.6119	35.2387	Atlantic-Congo	3 7 1 7	AXBZ	BITI	2	2.B.C 2.I.V 2.T.C 2.I.V	2.0 1.5 1.75 0.8	vì/idì/i	0	4441
442	410_unripe	unripe	1	Kinyamwezi F22	βɩ̀sɩ́	βɩ̀sɩ́	β ɩ̀/i s ɩ́/i	nyam1276	-5.08559	32.94452	Atlantic-Congo	3 7 3 7	AXBZ	BISI	1	1.B.C 1.I.V 1.S.C 1.I.V	2.0 1.5 1.75 0.8	βɩ̀/isɩ́/i	0	4451
875	410_unripe	unripe	2	Bukusu E.31c	-ßìsì	-ßìsì	β ì/i s ì/i	buku1249	0.68043	34.7719	Atlantic-Congo	3 7 3 7	AXBZ	BISI	3	3.B.C 3.I.V 3.S.C 3.I.V	2.0 1.5 1.75 0.8	βì/isì/i	0	4451
1264	410_unripe	unripe	3	Koyo C.24	bìsì	bìsì	b ì/i s ì/i	koyo1242	-0.69688	15.7508	Atlantic-Congo	1 7 3 7	AXBZ	PISI	4	4.P.C 4.I.V 4.S.C 4.I.V	2.0 1.5 1.75 0.8	bì/isì/i	0	4451
1678	410_unripe	unripe	4	Bemba M.42	pòmpò	pòmpò	p ò/o m p ò/o	bemb1257	-10.6122	29.2993	Atlantic-Congo	1 7 4 1 7	AXMBZ	PUMPU	5	5.P.C 5.U.V 5.M.c 5.P.C 5.U.V	2.0 1.5 1.1 1.75 0.8	pò/ompò/o	0	4452
1679	410_unripe	unripe	4	Bemba M.42	ßòòßò	ßòòßò	β ò/o ò/o β ò/o	bemb1257	-10.6122	29.2993	Atlantic-Congo	3 7 7 3 7	AXYBZ	BUUBU	5	5.B.C 5.U.V 5.U.V 5.B.C 5.U.V	2.0 1.5 1.3 1.75 0.8	βò/oò/oβò/o	0	4454
2080	410_unripe	unripe	5	Basaa A.43a	sùá	sùá	s ù/u á/a	basa1284	3.80765	10.4213	Atlantic-Congo	3 7 7	AXZ	SYA	6	6.S.C 6.Y.V 6.A.V	2.0 1.5 0.8	sù/uá/a	0	4453
2566	410_unripe	unripe	6	Asu G.22	vísì	vísì	v í/i s ì/i	asut1235	-4.17978	37.8323	Atlantic-Congo	3 7 3 7	AXBZ	BISI	7	7.B.C 7.I.V 7.S.C 7.I.V	2.0 1.5 1.75 0.8	ví/isì/i	0	4451
3006	410_unripe	unripe	7	Rumanyo (Gciriku) K.38	ßîʃù	ßîʃù	β î/i ʃ ù/u	diri1252	-18.1681	20.6678	Atlantic-Congo	3 7 3 7	AXBZ	BISY	8	8.B.C 8.I.V 8.S.C 8.Y.V	2.0 1.5 1.75 0.8	βî/iʃù/u	0	4451
3379	410_unripe	unripe	8	Lega D.25	bɩ́sɩ̀	bɩ́sɩ̀	b ɩ́/i s ɩ̀/i	lega1249	-3.83196	27.1424	Atlantic-Congo	1 7 3 7	AXBZ	PISI	9	9.P.C 9.I.V 9.S.C 9.I.V	2.0 1.5 1.75 0.8	bɩ́/isɩ̀/i	0	4451
4234	410_unripe	unripe	10	Yao P.21	vísí	vísí	v í/i s í/i	yaoo1241	-13.6119	35.2387	Atlantic-Congo	3 7 3 7	AXBZ	BISI	2	2.B.C 2.I.V 2.S.C 2.I.V	2.0 1.5 1.75 0.8	ví/isí/i	0	4451
443	411_upabove	up, above	1	Kinyamwezi F22	gʊ́ljǎ	gʊ́ljǎ	g ʊ́/ʊ l j ǎ/a	nyam1276	-5.08559	32.94452	Atlantic-Congo	1 7 5 6 7	AXBCZ	KYLJA	1	1.K.C 1.Y.V 1.L.C 1.J.C 1.A.V	2.0 1.5 1.75 1.5 0.8	gʊ́/ʊljǎ/a	0	4462
876	411_upabove	up, above	2	Bukusu E.31c	ŋgààkì	ŋgààkì	ŋ g à/a à/a k ì/i	buku1249	0.68043	34.7719	Atlantic-Congo	4 1 7 7 1 7	ACYYBZ	NKAAKI	3	3.N.C 3.K.C 3.A.V 3.A.V 3.K.C 3.I.V	2.0 1.5 1.3 1.3 1.75 0.8	ŋgà/aà/akì/i	0	4464
1265	411_upabove	up, above	3	Koyo C.24	kòó	kòó	k ò/o ó/o	koyo1242	-0.69688	15.7508	Atlantic-Congo	1 7 7	AXZ	KUU	4	4.K.C 4.U.V 4.U.V	2.0 1.5 0.8	kò/oó/o	1	4465
1680	411_upabove	up, above	4	Bemba M.42	mpákà	mpákà	m p á k à/a	bemb1257	-10.6122	29.2993	Atlantic-Congo	4 1 7 1 7	ACYBZ	MPAKA	5	5.M.C 5.P.C 5.A.V 5.K.C 5.A.V	2.0 1.5 1.3 1.75 0.8	mpákà/a	0	4466
2081	411_upabove	up, above	5	Basaa A.43a	gìí	gìí	g ì/i í/i	basa1284	3.80765	10.4213	Atlantic-Congo	1 7 7	AXZ	KII	6	6.K.C 6.I.V 6.I.V	2.0 1.5 0.8	gì/ií/i	0	4467
2567	411_upabove	up, above	6	Asu G.22	wàŋgà	wàŋgà	w à/a ŋ g à/a	asut1235	-4.17978	37.8323	Atlantic-Congo	6 7 4 1 7	AXMBZ	WANKA	7	7.W.C 7.A.V 7.N.c 7.K.C 7.A.V	2.0 1.5 1.1 1.75 0.8	wà/aŋgà/a	0	4468
3007	411_upabove	up, above	7	Rumanyo (Gciriku) K.38	kùwîrù	kùwîrù	k ù/u w î r ù/u	diri1252	-18.1681	20.6678	Atlantic-Congo	1 7 6 7 5 7	AXBYBZ	KYWIRY	8	8.K.C 8.Y.V 8.W.C 8.I.V 8.R.C 8.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	kù/uwîrù/u	0	4469
3380	411_upabove	up, above	8	Lega D.25	tàrà	tàrà	t à/a r à/a	lega1249	-3.83196	27.1424	Atlantic-Congo	1 7 5 7	AXBZ	TARA	9	9.T.C 9.A.V 9.R.C 9.A.V	2.0 1.5 1.75 0.8	tà/arà/a	0	4470
3793	411_upabove	up, above	9	Tswana S.30	χʊ̀dímʊ́	χʊ̀dímʊ́	χ ʊ̀/ʊ d í/i m ʊ́/ʊ	tswa1253	-24.368	24.7587	Atlantic-Congo	3 7 1 7 4 7	AXBYBZ	GYTIMY	10	10.G.C 10.Y.V 10.T.C 10.I.V 10.M.C 10.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	χʊ̀/ʊdí/imʊ́/ʊ	0	4471
4235	411_upabove	up, above	10	Yao P.21	pàʧàáɲà	pàʧàáɲà	p à/a tʃ à/a á ɲ à/a	yaoo1241	-13.6119	35.2387	Atlantic-Congo	1 7 1 7 7 4 7	AXBYYBZ	PATAANA	2	2.P.C 2.A.V 2.T.C 2.A.V 2.A.V 2.N.C 2.A.V	2.0 1.5 1.75 1.3 1.3 1.75 0.8	pà/atʃà/aáɲà/a	0	4463
444	412_urinate	urinate	1	Kinyamwezi F22	sùβààlà	sùβààlà	s ù/u β à/a à/a l à/a	nyam1276	-5.08559	32.94452	Atlantic-Congo	3 7 3 7 7 5 7	AXBYYBZ	SYBAALA	1	1.S.C 1.Y.V 1.B.C 1.A.V 1.A.V 1.L.C 1.A.V	2.0 1.5 1.75 1.3 1.3 1.75 0.8	sù/uβà/aà/alà/a	0	4473
877	412_urinate	urinate	2	Bukusu E.31c	ʧ̑ùxà	ʧ̑ùxà	tʃ ù/u x à/a	buku1249	0.68043	34.7719	Atlantic-Congo	1 7 3 7	AXBZ	TYGA	3	3.T.C 3.Y.V 3.G.C 3.A.V	2.0 1.5 1.75 0.8	tʃù/uxà/a	1	4475
1266	412_urinate	urinate	3	Koyo C.24	síɲà	síɲà	s í/i ɲ à/a	koyo1242	-0.69688	15.7508	Atlantic-Congo	3 7 4 7	AXBZ	SINA	4	4.S.C 4.I.V 4.N.C 4.A.V	2.0 1.5 1.75 0.8	sí/iɲà/a	0	4476
1681	412_urinate	urinate	4	Bemba M.42	sùnd	sùnd	s ù/u n d	bemb1257	-10.6122	29.2993	Atlantic-Congo	3 7 4 1	AXLN	SYNT	5	5.S.C 5.Y.V 5.N.c 5.T.c	2.0 1.5 1.1 0.8	sù/und	0	4477
2082	412_urinate	urinate	5	Basaa A.43a	sàj	sàj	s à/a j	basa1284	3.80765	10.4213	Atlantic-Congo	3 7 6	AXN	SAJ	6	6.S.C 6.A.V 6.J.c	2.0 1.5 0.8	sà/aj	0	4478
2568	412_urinate	urinate	6	Asu G.22	kwèzùà	kwèzùà	k w è/e z ù/u à/a	asut1235	-4.17978	37.8323	Atlantic-Congo	1 6 7 3 7 7	ACXBYZ	KWESYA	7	7.K.C 7.W.C 7.E.V 7.S.C 7.Y.V 7.A.V	2.0 1.5 1.5 1.75 1.3 0.8	kwè/ezù/uà/a	0	4479
3008	412_urinate	urinate	7	Rumanyo (Gciriku) K.38	ʃúʃà	ʃúʃà	ʃ ú/u ʃ à/a	diri1252	-18.1681	20.6678	Atlantic-Congo	3 7 3 7	AXBZ	SYSA	8	8.S.C 8.Y.V 8.S.C 8.A.V	2.0 1.5 1.75 0.8	ʃú/uʃà/a	0	4480
3381	412_urinate	urinate	8	Lega D.25	sʊ̀bàlà	sʊ̀bàlà	s ʊ̀/ʊ b à/a l à/a	lega1249	-3.83196	27.1424	Atlantic-Congo	3 7 1 7 5 7	AXBYBZ	SYPALA	9	9.S.C 9.Y.V 9.P.C 9.A.V 9.L.C 9.A.V	2.0 1.5 1.75 1.3 1.75 0.8	sʊ̀/ʊbà/alà/a	0	4473
3794	412_urinate	urinate	9	Tswana S.30	rʊ̀tà	rʊ̀tà	r ʊ̀/ʊ t à/a	tswa1253	-24.368	24.7587	Atlantic-Congo	5 7 1 7	AXBZ	RYTA	10	10.R.C 10.Y.V 10.T.C 10.A.V	2.0 1.5 1.75 0.8	rʊ̀/ʊtà/a	0	4481
3795	412_urinate	urinate	9	Tswana S.30	tɬʰàpʊ̀lʊ̀χà	tɬʰàpʊ̀lʊ̀χà	t ɬʰ à/a p ʊ̀/ʊ l ʊ̀/ʊ χ à/a	tswa1253	-24.368	24.7587	Atlantic-Congo	1 5 7 1 7 5 7 3 7	ACXBYBYBZ	TLAPYLYGA	10	10.T.C 10.L.C 10.A.V 10.P.C 10.Y.V 10.L.C 10.Y.V 10.G.C 10.A.V	2.0 1.5 1.5 1.75 1.3 1.75 1.3 1.75 0.8	tɬʰà/apʊ̀/ʊlʊ̀/ʊχà/a	0	4482
4236	412_urinate	urinate	10	Yao P.21	koʤola	koʤola	k o dʒ o l a	yaoo1241	-13.6119	35.2387	Atlantic-Congo	1 7 1 7 5 7	AXBYBZ	KUTULA	2	2.K.C 2.U.V 2.T.C 2.U.V 2.L.C 2.A.V	2.0 1.5 1.75 1.3 1.75 0.8	kodʒola	0	4474
445	413_urine	urine	1	Kinyamwezi F22	sù	sù	s ù/u	nyam1276	-5.08559	32.94452	Atlantic-Congo	3 7	AX	SY	1	1.S.C 1.Y.V	2.0 1.5	sù/u	0	4485
878	413_urine	urine	2	Bukusu E.31c	èèɲì	èèɲì	è/e è/e ɲ ì/i	buku1249	0.68043	34.7719	Atlantic-Congo	7 7 4 7	XYBZ	EENI	3	3.E.V 3.E.V 3.N.C 3.I.V	1.5 1.3 1.75 0.8	è/eè/eɲì/i	0	4487
1267	413_urine	urine	3	Koyo C.24	nʤ̑íɲɛ̀	nʤ̑íɲɛ̀	n dʒ í/i ɲ ɛ̀/ɛ	koyo1242	-0.69688	15.7508	Atlantic-Congo	4 1 7 4 7	ACYBZ	NTINE	4	4.N.C 4.T.C 4.I.V 4.N.C 4.E.V	2.0 1.5 1.3 1.75 0.8	ndʒí/iɲɛ̀/ɛ	1	4488
1682	413_urine	urine	4	Bemba M.42	sù	sù	s ù/u	bemb1257	-10.6122	29.2993	Atlantic-Congo	3 7	AX	SY	5	5.S.C 5.Y.V	2.0 1.5	sù/u	1	4485
2083	413_urine	urine	5	Basaa A.43a	sàj	sàj	s à/a j	basa1284	3.80765	10.4213	Atlantic-Congo	3 7 6	AXN	SAJ	6	6.S.C 6.A.V 6.J.c	2.0 1.5 0.8	sà/aj	1	4489
2569	413_urine	urine	6	Asu G.22	kòzó	kòzó	k ò/o z ó/o	asut1235	-4.17978	37.8323	Atlantic-Congo	1 7 3 7	AXBZ	KUSU	7	7.K.C 7.U.V 7.S.C 7.U.V	2.0 1.5 1.75 0.8	kò/ozó/o	0	4490
3009	413_urine	urine	7	Rumanyo (Gciriku) K.38	ʃú	ʃú	ʃ ú/u	diri1252	-18.1681	20.6678	Atlantic-Congo	3 7	AX	SY	8	8.S.C 8.Y.V	2.0 1.5	ʃú/u	0	4485
