index	index_p	rindex	rindex_p	cogid	id_dutch	segment_dutch	segment_dutch_L1	segment_dutch_L2	segment_dutch_L3	segment_dutch_R1	segment_dutch_R2	segment_dutch_R3	SC_dutch	SC_dutch_L1	SC_dutch_L2	SC_dutch_L3	SC_dutch_R1	SC_dutch_R2	SC_dutch_R3	PROSODY_dutch	PROSODY_dutch_L1	PROSODY_dutch_L2	PROSODY_dutch_L3	PROSODY_dutch_R1	PROSODY_dutch_R2	PROSODY_dutch_R3	id_english	segment_english	segment_english_L1	segment_english_L2	segment_english_L3	segment_english_R1	segment_english_R2	segment_english_R3	SC_english	SC_english_L1	SC_english_L2	SC_english_L3	SC_english_R1	SC_english_R2	SC_english_R3	PROSODY_english	PROSODY_english_L1	PROSODY_english_L2	PROSODY_english_L3	PROSODY_english_R1	PROSODY_english_R2	PROSODY_english_R3	id_french	segment_french	segment_french_L1	segment_french_L2	segment_french_L3	segment_french_R1	segment_french_R2	segment_french_R3	SC_french	SC_french_L1	SC_french_L2	SC_french_L3	SC_french_R1	SC_french_R2	SC_french_R3	PROSODY_french	PROSODY_french_L1	PROSODY_french_L2	PROSODY_french_L3	PROSODY_french_R1	PROSODY_french_R2	PROSODY_french_R3	id_german	segment_german	segment_german_L1	segment_german_L2	segment_german_L3	segment_german_R1	segment_german_R2	segment_german_R3	SC_german	SC_german_L1	SC_german_L2	SC_german_L3	SC_german_R1	SC_german_R2	SC_german_R3	PROSODY_german	PROSODY_german_L1	PROSODY_german_L2	PROSODY_german_L3	PROSODY_german_R1	PROSODY_german_R2	PROSODY_german_R3
4	0.8000	2	0.4000	1821	409	-	x	ʉ	r	-	∅	∅	_	G	Y	R	_	∅	∅	0	3	7	5	0	∅	∅																																													410	ə	k	ʏ	r	n	∅	∅	E	K	Y	R	N	∅	∅	7	1	7	5	4	∅	∅
5	1.0000	1	0.2000	1821	409	-	-	x	ʉ	∅	∅	∅	_	_	G	Y	∅	∅	∅	0	0	3	7	∅	∅	∅																																													410	n	ə	k	ʏ	∅	∅	∅	N	E	K	Y	∅	∅	∅	4	7	1	7	∅	∅	∅
1	0.2500	4	1.0000	1828	411	s	∅	∅	∅	x	œy	m	S	∅	∅	∅	G	U	M	3	∅	∅	∅	3	7	4																																													412	ʃ	∅	∅	∅	-	au	m	S	∅	∅	∅	_	A	M	3	∅	∅	∅	0	7	4
2	0.5000	3	0.7500	1828	411	x	s	∅	∅	œy	m	∅	G	S	∅	∅	U	M	∅	3	3	∅	∅	7	4	∅																																													412	-	ʃ	∅	∅	au	m	∅	_	S	∅	∅	A	M	∅	0	3	∅	∅	7	4	∅
3	0.7500	2	0.5000	1828	411	œy	x	s	∅	m	∅	∅	U	G	S	∅	M	∅	∅	7	3	3	∅	4	∅	∅																																													412	au	-	ʃ	∅	m	∅	∅	A	_	S	∅	M	∅	∅	7	0	3	∅	4	∅	∅
4	1.0000	1	0.2500	1828	411	m	œy	x	s	∅	∅	∅	M	U	G	S	∅	∅	∅	4	7	3	3	∅	∅	∅																																													412	m	au	-	ʃ	∅	∅	∅	M	A	_	S	∅	∅	∅	4	7	0	3	∅	∅	∅
1	0.2500	4	1.0000	1836	413	k	∅	∅	∅	ɑ	l	m	K	∅	∅	∅	A	L	M	1	∅	∅	∅	7	5	4	414	k	∅	∅	∅	ɑː	-	m	K	∅	∅	∅	A	_	M	1	∅	∅	∅	7	0	4																																												
2	0.5000	3	0.7500	1836	413	ɑ	k	∅	∅	l	m	∅	A	K	∅	∅	L	M	∅	7	1	∅	∅	5	4	∅	414	ɑː	k	∅	∅	-	m	∅	A	K	∅	∅	_	M	∅	7	1	∅	∅	0	4	∅																																												
3	0.7500	2	0.5000	1836	413	l	ɑ	k	∅	m	∅	∅	L	A	K	∅	M	∅	∅	5	7	1	∅	4	∅	∅	414	-	ɑː	k	∅	m	∅	∅	_	A	K	∅	M	∅	∅	0	7	1	∅	4	∅	∅																																												
4	1.0000	1	0.2500	1836	413	m	l	ɑ	k	∅	∅	∅	M	L	A	K	∅	∅	∅	4	5	7	1	∅	∅	∅	414	m	-	ɑː	k	∅	∅	∅	M	_	A	K	∅	∅	∅	4	0	7	1	∅	∅	∅																																												
1	0.1429	7	1.0000	1848	415	r	∅	∅	∅	ʉ	n	t	R	∅	∅	∅	Y	N	T	5	∅	∅	∅	7	4	1																																													416	r	∅	∅	∅	ɪ	n	t	R	∅	∅	∅	I	N	T	5	∅	∅	∅	7	4	1
2	0.2857	6	0.8571	1848	415	ʉ	r	∅	∅	n	t	-	Y	R	∅	∅	N	T	_	7	5	∅	∅	4	1	0																																													416	ɪ	r	∅	∅	n	t	+	I	R	∅	∅	N	T	_	7	5	∅	∅	4	1	0
3	0.4286	5	0.7143	1848	415	n	ʉ	r	∅	t	-	-	N	Y	R	∅	T	_	_	4	7	5	∅	1	0	0																																													416	n	ɪ	r	∅	t	+	f	N	I	R	∅	T	_	B	4	7	5	∅	1	0	3
4	0.5714	4	0.5714	1848	415	t	n	ʉ	r	-	-	-	T	N	Y	R	_	_	_	1	4	7	5	0	0	0																																													416	t	n	ɪ	r	+	f	iː	T	N	I	R	_	B	I	1	4	7	5	0	3	7
5	0.7143	3	0.4286	1848	415	-	t	n	ʉ	-	-	∅	_	T	N	Y	_	_	∅	0	1	4	7	0	0	∅																																													416	+	t	n	ɪ	f	iː	∅	_	T	N	I	B	I	∅	0	1	4	7	3	7	∅
6	0.8571	2	0.2857	1848	415	-	-	t	n	-	∅	∅	_	_	T	N	_	∅	∅	0	0	1	4	0	∅	∅																																													416	f	+	t	n	iː	∅	∅	B	_	T	N	I	∅	∅	3	0	1	4	7	∅	∅
7	1.0000	1	0.1429	1848	415	-	-	-	t	∅	∅	∅	_	_	_	T	∅	∅	∅	0	0	0	1	∅	∅	∅																																													416	iː	f	+	t	∅	∅	∅	I	B	_	T	∅	∅	∅	7	3	0	1	∅	∅	∅
1	0.1667	6	1.0000	1851																							417	f	∅	∅	∅	l	əʊ	-	B	∅	∅	∅	L	E	_	3	∅	∅	∅	5	7	0																							418	f	∅	∅	∅	l	iː	s	B	∅	∅	∅	L	I	S	3	∅	∅	∅	5	7	3
2	0.3333	5	0.8333	1851																							417	l	f	∅	∅	əʊ	-	-	L	B	∅	∅	E	_	_	5	3	∅	∅	7	0	0																							418	l	f	∅	∅	iː	s	ə	L	B	∅	∅	I	S	E	5	3	∅	∅	7	3	7
3	0.5000	4	0.6667	1851																							417	əʊ	l	f	∅	-	-	-	E	L	B	∅	_	_	_	7	5	3	∅	0	0	0																							418	iː	l	f	∅	s	ə	n	I	L	B	∅	S	E	N	7	5	3	∅	3	7	4
4	0.6667	3	0.5000	1851																							417	-	əʊ	l	f	-	-	∅	_	E	L	B	_	_	∅	0	7	5	3	0	0	∅																							418	s	iː	l	f	ə	n	∅	S	I	L	B	E	N	∅	3	7	5	3	7	4	∅
5	0.8333	2	0.3333	1851																							417	-	-	əʊ	l	-	∅	∅	_	_	E	L	_	∅	∅	0	0	7	5	0	∅	∅																							418	ə	s	iː	l	n	∅	∅	E	S	I	L	N	∅	∅	7	3	7	5	4	∅	∅
6	1.0000	1	0.1667	1851																							417	-	-	-	əʊ	∅	∅	∅	_	_	_	E	∅	∅	∅	0	0	0	7	∅	∅	∅																							418	n	ə	s	iː	∅	∅	∅	N	E	S	I	∅	∅	∅	4	7	3	7	∅	∅	∅
1	0.1667	6	1.0000	1861	419	s	∅	∅	∅	x	eː	d	S	∅	∅	∅	G	E	T	3	∅	∅	∅	3	7	1																																													420	ʃ	∅	∅	∅	-	ɛː	d	S	∅	∅	∅	_	E	T	3	∅	∅	∅	0	7	1
2	0.3333	5	0.8333	1861	419	x	s	∅	∅	eː	d	ə	G	S	∅	∅	E	T	E	3	3	∅	∅	7	1	7																																													420	-	ʃ	∅	∅	ɛː	d	ə	_	S	∅	∅	E	T	E	0	3	∅	∅	7	1	7
3	0.5000	4	0.6667	1861	419	eː	x	s	∅	d	ə	l	E	G	S	∅	T	E	L	7	3	3	∅	1	7	5																																													420	ɛː	-	ʃ	∅	d	ə	l	E	_	S	∅	T	E	L	7	0	3	∅	1	7	5
4	0.6667	3	0.5000	1861	419	d	eː	x	s	ə	l	∅	T	E	G	S	E	L	∅	1	7	3	3	7	5	∅																																													420	d	ɛː	-	ʃ	ə	l	∅	T	E	_	S	E	L	∅	1	7	0	3	7	5	∅
5	0.8333	2	0.3333	1861	419	ə	d	eː	x	l	∅	∅	E	T	E	G	L	∅	∅	7	1	7	3	5	∅	∅																																													420	ə	d	ɛː	-	l	∅	∅	E	T	E	_	L	∅	∅	7	1	7	0	5	∅	∅
6	1.0000	1	0.1667	1861	419	l	ə	d	eː	∅	∅	∅	L	E	T	E	∅	∅	∅	5	7	1	7	∅	∅	∅																																													420	l	ə	d	ɛː	∅	∅	∅	L	E	T	E	∅	∅	∅	5	7	1	7	∅	∅	∅
1	0.1429	7	1.0000	1865	421	x	∅	∅	∅	ə	+	z	G	∅	∅	∅	E	_	S	3	∅	∅	∅	7	0	3																																													422	g	∅	∅	∅	e	+	z	K	∅	∅	∅	E	_	S	1	∅	∅	∅	7	0	3
2	0.2857	6	0.8571	1865	421	ə	x	∅	∅	+	z	ɪ	E	G	∅	∅	_	S	I	7	3	∅	∅	0	3	7																																													422	e	g	∅	∅	+	z	ɪ	E	K	∅	∅	_	S	I	7	1	∅	∅	0	3	7
3	0.4286	5	0.7143	1865	421	+	ə	x	∅	z	ɪ	x	_	E	G	∅	S	I	G	0	7	3	∅	3	7	3																																													422	+	e	g	∅	z	ɪ	x	_	E	K	∅	S	I	G	0	7	1	∅	3	7	3
4	0.5714	4	0.5714	1865	421	z	+	ə	x	ɪ	x	t	S	_	E	G	I	G	T	3	0	7	3	7	3	1																																													422	z	+	e	g	ɪ	x	t	S	_	E	K	I	G	T	3	0	7	1	7	3	1
5	0.7143	3	0.4286	1865	421	ɪ	z	+	ə	x	t	∅	I	S	_	E	G	T	∅	7	3	0	7	3	1	∅																																													422	ɪ	z	+	e	x	t	∅	I	S	_	E	G	T	∅	7	3	0	7	3	1	∅
6	0.8571	2	0.2857	1865	421	x	ɪ	z	+	t	∅	∅	G	I	S	_	T	∅	∅	3	7	3	0	1	∅	∅																																													422	x	ɪ	z	+	t	∅	∅	G	I	S	_	T	∅	∅	3	7	3	0	1	∅	∅
7	1.0000	1	0.1429	1865	421	t	x	ɪ	z	∅	∅	∅	T	G	I	S	∅	∅	∅	1	3	7	3	∅	∅	∅																																													422	t	x	ɪ	z	∅	∅	∅	T	G	I	S	∅	∅	∅	1	3	7	3	∅	∅	∅
1	0.2500	4	1.0000	1872	423	w	∅	∅	∅	ɑ	ŋ	-	W	∅	∅	∅	A	N	_	6	∅	∅	∅	7	4	0																																													424	v	∅	∅	∅	a	ŋ	ə	B	∅	∅	∅	A	N	E	3	∅	∅	∅	7	4	7
2	0.5000	3	0.7500	1872	423	ɑ	w	∅	∅	ŋ	-	∅	A	W	∅	∅	N	_	∅	7	6	∅	∅	4	0	∅																																													424	a	v	∅	∅	ŋ	ə	∅	A	B	∅	∅	N	E	∅	7	3	∅	∅	4	7	∅
3	0.7500	2	0.5000	1872	423	ŋ	ɑ	w	∅	-	∅	∅	N	A	W	∅	_	∅	∅	4	7	6	∅	0	∅	∅																																													424	ŋ	a	v	∅	ə	∅	∅	N	A	B	∅	E	∅	∅	4	7	3	∅	7	∅	∅
4	1.0000	1	0.2500	1872	423	-	ŋ	ɑ	w	∅	∅	∅	_	N	A	W	∅	∅	∅	0	4	7	6	∅	∅	∅																																													424	ə	ŋ	a	v	∅	∅	∅	E	N	A	B	∅	∅	∅	7	4	7	3	∅	∅	∅
1	0.2500	4	1.0000	1892	425	x	∅	∅	∅	ɪ	f	-	G	∅	∅	∅	I	B	_	3	∅	∅	∅	7	3	0																																													426	ɡ	∅	∅	∅	ɪ	f	t	K	∅	∅	∅	I	B	T	1	∅	∅	∅	7	3	1
2	0.5000	3	0.7500	1892	425	ɪ	x	∅	∅	f	-	∅	I	G	∅	∅	B	_	∅	7	3	∅	∅	3	0	∅																																													426	ɪ	ɡ	∅	∅	f	t	∅	I	K	∅	∅	B	T	∅	7	1	∅	∅	3	1	∅
3	0.7500	2	0.5000	1892	425	f	ɪ	x	∅	-	∅	∅	B	I	G	∅	_	∅	∅	3	7	3	∅	0	∅	∅																																													426	f	ɪ	ɡ	∅	t	∅	∅	B	I	K	∅	T	∅	∅	3	7	1	∅	1	∅	∅
4	1.0000	1	0.2500	1892	425	-	f	ɪ	x	∅	∅	∅	_	B	I	G	∅	∅	∅	0	3	7	3	∅	∅	∅																																													426	t	f	ɪ	ɡ	∅	∅	∅	T	B	I	K	∅	∅	∅	1	3	7	1	∅	∅	∅
1	0.2000	5	1.0000	1895																							427	h	∅	∅	∅	iː	l	-	H	∅	∅	∅	I	L	_	3	∅	∅	∅	7	5	0																							428	h	∅	∅	∅	ai	l	ə	H	∅	∅	∅	A	L	E	3	∅	∅	∅	7	5	7
2	0.4000	4	0.8000	1895																							427	iː	h	∅	∅	l	-	-	I	H	∅	∅	L	_	_	7	3	∅	∅	5	0	0																							428	ai	h	∅	∅	l	ə	n	A	H	∅	∅	L	E	N	7	3	∅	∅	5	7	4
3	0.6000	3	0.6000	1895																							427	l	iː	h	∅	-	-	∅	L	I	H	∅	_	_	∅	5	7	3	∅	0	0	∅																							428	l	ai	h	∅	ə	n	∅	L	A	H	∅	E	N	∅	5	7	3	∅	7	4	∅
4	0.8000	2	0.4000	1895																							427	-	l	iː	h	-	∅	∅	_	L	I	H	_	∅	∅	0	5	7	3	0	∅	∅																							428	ə	l	ai	h	n	∅	∅	E	L	A	H	N	∅	∅	7	5	7	3	4	∅	∅
5	1.0000	1	0.2000	1895																							427	-	-	l	iː	∅	∅	∅	_	_	L	I	∅	∅	∅	0	0	5	7	∅	∅	∅																							428	n	ə	l	ai	∅	∅	∅	N	E	L	A	∅	∅	∅	4	7	5	7	∅	∅	∅
1	0.3333	3	1.0000	1900	429	z	∅	∅	∅	iː	k	∅	S	∅	∅	∅	I	K	∅	3	∅	∅	∅	7	1	∅	430	s	∅	∅	∅	ɪ	k	∅	S	∅	∅	∅	I	K	∅	3	∅	∅	∅	7	1	∅																																												
2	0.6667	2	0.6667	1900	429	iː	z	∅	∅	k	∅	∅	I	S	∅	∅	K	∅	∅	7	3	∅	∅	1	∅	∅	430	ɪ	s	∅	∅	k	∅	∅	I	S	∅	∅	K	∅	∅	7	3	∅	∅	1	∅	∅																																												
3	1.0000	1	0.3333	1900	429	k	iː	z	∅	∅	∅	∅	K	I	S	∅	∅	∅	∅	1	7	3	∅	∅	∅	∅	430	k	ɪ	s	∅	∅	∅	∅	K	I	S	∅	∅	∅	∅	1	7	3	∅	∅	∅	∅																																												
1	0.2500	4	1.0000	1906	431	z	∅	∅	∅	w	ɑ	k	S	∅	∅	∅	W	A	K	3	∅	∅	∅	6	7	1																																													432	ʃ	∅	∅	∅	v	a	x	S	∅	∅	∅	B	A	G	3	∅	∅	∅	3	7	3
2	0.5000	3	0.7500	1906	431	w	z	∅	∅	ɑ	k	∅	W	S	∅	∅	A	K	∅	6	3	∅	∅	7	1	∅																																													432	v	ʃ	∅	∅	a	x	∅	B	S	∅	∅	A	G	∅	3	3	∅	∅	7	3	∅
3	0.7500	2	0.5000	1906	431	ɑ	w	z	∅	k	∅	∅	A	W	S	∅	K	∅	∅	7	6	3	∅	1	∅	∅																																													432	a	v	ʃ	∅	x	∅	∅	A	B	S	∅	G	∅	∅	7	3	3	∅	3	∅	∅
4	1.0000	1	0.2500	1906	431	k	ɑ	w	z	∅	∅	∅	K	A	W	S	∅	∅	∅	1	7	6	3	∅	∅	∅																																													432	x	a	v	ʃ	∅	∅	∅	G	A	B	S	∅	∅	∅	3	7	3	3	∅	∅	∅
1	0.1429	7	1.0000	1909	433	x	∅	∅	∅	ə	+	z	G	∅	∅	∅	E	_	S	3	∅	∅	∅	7	0	3																																													434	ɡ	∅	∅	∅	ə	+	z	K	∅	∅	∅	E	_	S	1	∅	∅	∅	7	0	3
2	0.2857	6	0.8571	1909	433	ə	x	∅	∅	+	z	ɔ	E	G	∅	∅	_	S	U	7	3	∅	∅	0	3	7																																													434	ə	ɡ	∅	∅	+	z	ʊ	E	K	∅	∅	_	S	Y	7	1	∅	∅	0	3	7
3	0.4286	5	0.7143	1909	433	+	ə	x	∅	z	ɔ	n	_	E	G	∅	S	U	N	0	7	3	∅	3	7	4																																													434	+	ə	ɡ	∅	z	ʊ	n	_	E	K	∅	S	Y	N	0	7	1	∅	3	7	4
4	0.5714	4	0.5714	1909	433	z	+	ə	x	ɔ	n	t	S	_	E	G	U	N	T	3	0	7	3	7	4	1																																													434	z	+	ə	ɡ	ʊ	n	t	S	_	E	K	Y	N	T	3	0	7	1	7	4	1
5	0.7143	3	0.4286	1909	433	ɔ	z	+	ə	n	t	∅	U	S	_	E	N	T	∅	7	3	0	7	4	1	∅																																													434	ʊ	z	+	ə	n	t	∅	Y	S	_	E	N	T	∅	7	3	0	7	4	1	∅
6	0.8571	2	0.2857	1909	433	n	ɔ	z	+	t	∅	∅	N	U	S	_	T	∅	∅	4	7	3	0	1	∅	∅																																													434	n	ʊ	z	+	t	∅	∅	N	Y	S	_	T	∅	∅	4	7	3	0	1	∅	∅
7	1.0000	1	0.1429	1909	433	t	n	ɔ	z	∅	∅	∅	T	N	U	S	∅	∅	∅	1	4	7	3	∅	∅	∅																																													434	t	n	ʊ	z	∅	∅	∅	T	N	Y	S	∅	∅	∅	1	4	7	3	∅	∅	∅
1	0.2000	5	1.0000	1912	435	s	∅	∅	∅	t	ɛ	r	S	∅	∅	∅	T	E	R	3	∅	∅	∅	1	7	5																																													436	ʃ	∅	∅	∅	t	a	r	S	∅	∅	∅	T	A	R	3	∅	∅	∅	1	7	5
2	0.4000	4	0.8000	1912	435	t	s	∅	∅	ɛ	r	k	T	S	∅	∅	E	R	K	1	3	∅	∅	7	5	1																																													436	t	ʃ	∅	∅	a	r	k	T	S	∅	∅	A	R	K	1	3	∅	∅	7	5	1
3	0.6000	3	0.6000	1912	435	ɛ	t	s	∅	r	k	∅	E	T	S	∅	R	K	∅	7	1	3	∅	5	1	∅																																													436	a	t	ʃ	∅	r	k	∅	A	T	S	∅	R	K	∅	7	1	3	∅	5	1	∅
4	0.8000	2	0.4000	1912	435	r	ɛ	t	s	k	∅	∅	R	E	T	S	K	∅	∅	5	7	1	3	1	∅	∅																																													436	r	a	t	ʃ	k	∅	∅	R	A	T	S	K	∅	∅	5	7	1	3	1	∅	∅
5	1.0000	1	0.2000	1912	435	k	r	ɛ	t	∅	∅	∅	K	R	E	T	∅	∅	∅	1	5	7	1	∅	∅	∅																																													436	k	r	a	t	∅	∅	∅	K	R	A	T	∅	∅	∅	1	5	7	1	∅	∅	∅
1	0.1000	10	1.0000	1918	437	d	∅	∅	∅	oː	r	+	T	∅	∅	∅	U	R	_	1	∅	∅	∅	7	5	0																																													438	-	∅	∅	∅	-	-	-	_	∅	∅	∅	_	_	_	0	∅	∅	∅	0	0	0
2	0.2000	9	0.9000	1918	437	oː	d	∅	∅	r	+	s	U	T	∅	∅	R	_	S	7	1	∅	∅	5	0	3																																													438	-	-	∅	∅	-	-	ʃ	_	_	∅	∅	_	_	S	0	0	∅	∅	0	0	3
3	0.3000	8	0.8000	1918	437	r	oː	d	∅	+	s	n	R	U	T	∅	_	S	N	5	7	1	∅	0	3	4																																													438	-	-	-	∅	-	ʃ	n	_	_	_	∅	_	S	N	0	0	0	∅	0	3	4
4	0.4000	7	0.7000	1918	437	+	r	oː	d	s	n	ɛɪ	_	R	U	T	S	N	E	0	5	7	1	3	4	7																																													438	-	-	-	-	ʃ	n	ai	_	_	_	_	S	N	A	0	0	0	0	3	4	7
5	0.5000	6	0.6000	1918	437	s	+	r	oː	n	ɛɪ	d	S	_	R	U	N	E	T	3	0	5	7	4	7	1																																													438	ʃ	-	-	-	n	ai	d	S	_	_	_	N	A	T	3	0	0	0	4	7	1
6	0.6000	5	0.5000	1918	437	n	s	+	r	ɛɪ	d	ə	N	S	_	R	E	T	E	4	3	0	5	7	1	7																																													438	n	ʃ	-	-	ai	d	ə	N	S	_	_	A	T	E	4	3	0	0	7	1	7
7	0.7000	4	0.4000	1918	437	ɛɪ	n	s	+	d	ə	-	E	N	S	_	T	E	_	7	4	3	0	1	7	0																																													438	ai	n	ʃ	-	d	ə	n	A	N	S	_	T	E	N	7	4	3	0	1	7	4
8	0.8000	3	0.3000	1918	437	d	ɛɪ	n	s	ə	-	∅	T	E	N	S	E	_	∅	1	7	4	3	7	0	∅																																													438	d	ai	n	ʃ	ə	n	∅	T	A	N	S	E	N	∅	1	7	4	3	7	4	∅
9	0.9000	2	0.2000	1918	437	ə	d	ɛɪ	n	-	∅	∅	E	T	E	N	_	∅	∅	7	1	7	4	0	∅	∅																																													438	ə	d	ai	n	n	∅	∅	E	T	A	N	N	∅	∅	7	1	7	4	4	∅	∅
10	1.0000	1	0.1000	1918	437	-	ə	d	ɛɪ	∅	∅	∅	_	E	T	E	∅	∅	∅	0	7	1	7	∅	∅	∅																																													438	n	ə	d	ai	∅	∅	∅	N	E	T	A	∅	∅	∅	4	7	1	7	∅	∅	∅
1	0.1667	6	1.0000	1921	439	s	∅	∅	∅	l	aː	-	S	∅	∅	∅	L	A	_	3	∅	∅	∅	5	7	0																																													440	ʃ	∅	∅	∅	l	aː	ɡ	S	∅	∅	∅	L	A	K	3	∅	∅	∅	5	7	1
2	0.3333	5	0.8333	1921	439	l	s	∅	∅	aː	-	-	L	S	∅	∅	A	_	_	5	3	∅	∅	7	0	0																																													440	l	ʃ	∅	∅	aː	ɡ	ə	L	S	∅	∅	A	K	E	5	3	∅	∅	7	1	7
3	0.5000	4	0.6667	1921	439	aː	l	s	∅	-	-	n	A	L	S	∅	_	_	N	7	5	3	∅	0	0	4																																													440	aː	l	ʃ	∅	ɡ	ə	n	A	L	S	∅	K	E	N	7	5	3	∅	1	7	4
4	0.6667	3	0.5000	1921	439	-	aː	l	s	-	n	∅	_	A	L	S	_	N	∅	0	7	5	3	0	4	∅																																													440	ɡ	aː	l	ʃ	ə	n	∅	K	A	L	S	E	N	∅	1	7	5	3	7	4	∅
5	0.8333	2	0.3333	1921	439	-	-	aː	l	n	∅	∅	_	_	A	L	N	∅	∅	0	0	7	5	4	∅	∅																																													440	ə	ɡ	aː	l	n	∅	∅	E	K	A	L	N	∅	∅	7	1	7	5	4	∅	∅
6	1.0000	1	0.1667	1921	439	n	-	-	aː	∅	∅	∅	N	_	_	A	∅	∅	∅	4	0	0	7	∅	∅	∅																																													440	n	ə	ɡ	aː	∅	∅	∅	N	E	K	A	∅	∅	∅	4	7	1	7	∅	∅	∅
1	0.2500	4	1.0000	1939	441	v	∅	∅	∅	l	uː	r	B	∅	∅	∅	L	Y	R	3	∅	∅	∅	5	7	5	442	f	∅	∅	∅	l	ɔː	r	B	∅	∅	∅	L	U	R	3	∅	∅	∅	5	7	5																																												
2	0.5000	3	0.7500	1939	441	l	v	∅	∅	uː	r	∅	L	B	∅	∅	Y	R	∅	5	3	∅	∅	7	5	∅	442	l	f	∅	∅	ɔː	r	∅	L	B	∅	∅	U	R	∅	5	3	∅	∅	7	5	∅																																												
3	0.7500	2	0.5000	1939	441	uː	l	v	∅	r	∅	∅	Y	L	B	∅	R	∅	∅	7	5	3	∅	5	∅	∅	442	ɔː	l	f	∅	r	∅	∅	U	L	B	∅	R	∅	∅	7	5	3	∅	5	∅	∅																																												
4	1.0000	1	0.2500	1939	441	r	uː	l	v	∅	∅	∅	R	Y	L	B	∅	∅	∅	5	7	5	3	∅	∅	∅	442	r	ɔː	l	f	∅	∅	∅	R	U	L	B	∅	∅	∅	5	7	5	3	∅	∅	∅																																												
1	0.2500	4	1.0000	1948	443	s	∅	∅	∅	l	ɔ	t	S	∅	∅	∅	L	U	T	3	∅	∅	∅	5	7	1																																													444	ʃ	∅	∅	∅	l	ɔ	s	S	∅	∅	∅	L	U	S	3	∅	∅	∅	5	7	3
2	0.5000	3	0.7500	1948	443	l	s	∅	∅	ɔ	t	∅	L	S	∅	∅	U	T	∅	5	3	∅	∅	7	1	∅																																													444	l	ʃ	∅	∅	ɔ	s	∅	L	S	∅	∅	U	S	∅	5	3	∅	∅	7	3	∅
3	0.7500	2	0.5000	1948	443	ɔ	l	s	∅	t	∅	∅	U	L	S	∅	T	∅	∅	7	5	3	∅	1	∅	∅																																													444	ɔ	l	ʃ	∅	s	∅	∅	U	L	S	∅	S	∅	∅	7	5	3	∅	3	∅	∅
4	1.0000	1	0.2500	1948	443	t	ɔ	l	s	∅	∅	∅	T	U	L	S	∅	∅	∅	1	7	5	3	∅	∅	∅																																													444	s	ɔ	l	ʃ	∅	∅	∅	S	U	L	S	∅	∅	∅	3	7	5	3	∅	∅	∅
1	0.3333	3	1.0000	1972	445	d	∅	∅	∅	eː	l	∅	T	∅	∅	∅	E	L	∅	1	∅	∅	∅	7	5	∅																																													446	t	∅	∅	∅	ai	l	∅	T	∅	∅	∅	A	L	∅	1	∅	∅	∅	7	5	∅
2	0.6667	2	0.6667	1972	445	eː	d	∅	∅	l	∅	∅	E	T	∅	∅	L	∅	∅	7	1	∅	∅	5	∅	∅																																													446	ai	t	∅	∅	l	∅	∅	A	T	∅	∅	L	∅	∅	7	1	∅	∅	5	∅	∅
3	1.0000	1	0.3333	1972	445	l	eː	d	∅	∅	∅	∅	L	E	T	∅	∅	∅	∅	5	7	1	∅	∅	∅	∅																																													446	l	ai	t	∅	∅	∅	∅	L	A	T	∅	∅	∅	∅	5	7	1	∅	∅	∅	∅
1	0.2500	4	1.0000	2000	447	b	∅	∅	∅	l	ɑ	t	P	∅	∅	∅	L	A	T	1	∅	∅	∅	5	7	1																																													448	b	∅	∅	∅	l	a	t	P	∅	∅	∅	L	A	T	1	∅	∅	∅	5	7	1
2	0.5000	3	0.7500	2000	447	l	b	∅	∅	ɑ	t	∅	L	P	∅	∅	A	T	∅	5	1	∅	∅	7	1	∅																																													448	l	b	∅	∅	a	t	∅	L	P	∅	∅	A	T	∅	5	1	∅	∅	7	1	∅
3	0.7500	2	0.5000	2000	447	ɑ	l	b	∅	t	∅	∅	A	L	P	∅	T	∅	∅	7	5	1	∅	1	∅	∅																																													448	a	l	b	∅	t	∅	∅	A	L	P	∅	T	∅	∅	7	5	1	∅	1	∅	∅
4	1.0000	1	0.2500	2000	447	t	ɑ	l	b	∅	∅	∅	T	A	L	P	∅	∅	∅	1	7	5	1	∅	∅	∅																																													448	t	a	l	b	∅	∅	∅	T	A	L	P	∅	∅	∅	1	7	5	1	∅	∅	∅
1	0.3333	3	1.0000	2001																							449	l	∅	∅	∅	iː	f	∅	L	∅	∅	∅	I	B	∅	5	∅	∅	∅	7	3	∅																							450	l	∅	∅	∅	au	p	∅	L	∅	∅	∅	A	P	∅	5	∅	∅	∅	7	1	∅
2	0.6667	2	0.6667	2001																							449	iː	l	∅	∅	f	∅	∅	I	L	∅	∅	B	∅	∅	7	5	∅	∅	3	∅	∅																							450	au	l	∅	∅	p	∅	∅	A	L	∅	∅	P	∅	∅	7	5	∅	∅	1	∅	∅
3	1.0000	1	0.3333	2001																							449	f	iː	l	∅	∅	∅	∅	B	I	L	∅	∅	∅	∅	3	7	5	∅	∅	∅	∅																							450	p	au	l	∅	∅	∅	∅	P	A	L	∅	∅	∅	∅	1	7	5	∅	∅	∅	∅
1	0.3333	3	1.0000	2006	451	p	∅	∅	∅	ɔ	t	∅	P	∅	∅	∅	U	T	∅	1	∅	∅	∅	7	1	∅	452	p	∅	∅	∅	ɔ	t	∅	P	∅	∅	∅	U	T	∅	1	∅	∅	∅	7	1	∅																																												
