index	index_p	rindex	rindex_p	cogid	id_Achang	segment_Achang	segment_Achang_L1	segment_Achang_L2	segment_Achang_L3	segment_Achang_R1	segment_Achang_R2	segment_Achang_R3	SC_Achang	SC_Achang_L1	SC_Achang_L2	SC_Achang_L3	SC_Achang_R1	SC_Achang_R2	SC_Achang_R3	PROSODY_Achang	PROSODY_Achang_L1	PROSODY_Achang_L2	PROSODY_Achang_L3	PROSODY_Achang_R1	PROSODY_Achang_R2	PROSODY_Achang_R3	id_Bela	segment_Bela	segment_Bela_L1	segment_Bela_L2	segment_Bela_L3	segment_Bela_R1	segment_Bela_R2	segment_Bela_R3	SC_Bela	SC_Bela_L1	SC_Bela_L2	SC_Bela_L3	SC_Bela_R1	SC_Bela_R2	SC_Bela_R3	PROSODY_Bela	PROSODY_Bela_L1	PROSODY_Bela_L2	PROSODY_Bela_L3	PROSODY_Bela_R1	PROSODY_Bela_R2	PROSODY_Bela_R3	id_Lashi	segment_Lashi	segment_Lashi_L1	segment_Lashi_L2	segment_Lashi_L3	segment_Lashi_R1	segment_Lashi_R2	segment_Lashi_R3	SC_Lashi	SC_Lashi_L1	SC_Lashi_L2	SC_Lashi_L3	SC_Lashi_R1	SC_Lashi_R2	SC_Lashi_R3	PROSODY_Lashi	PROSODY_Lashi_L1	PROSODY_Lashi_L2	PROSODY_Lashi_L3	PROSODY_Lashi_R1	PROSODY_Lashi_R2	PROSODY_Lashi_R3	id_Maru	segment_Maru	segment_Maru_L1	segment_Maru_L2	segment_Maru_L3	segment_Maru_R1	segment_Maru_R2	segment_Maru_R3	SC_Maru	SC_Maru_L1	SC_Maru_L2	SC_Maru_L3	SC_Maru_R1	SC_Maru_R2	SC_Maru_R3	PROSODY_Maru	PROSODY_Maru_L1	PROSODY_Maru_L2	PROSODY_Maru_L3	PROSODY_Maru_R1	PROSODY_Maru_R2	PROSODY_Maru_R3	id_Phon	segment_Phon	segment_Phon_L1	segment_Phon_L2	segment_Phon_L3	segment_Phon_R1	segment_Phon_R2	segment_Phon_R3	SC_Phon	SC_Phon_L1	SC_Phon_L2	SC_Phon_L3	SC_Phon_R1	SC_Phon_R2	SC_Phon_R3	PROSODY_Phon	PROSODY_Phon_L1	PROSODY_Phon_L2	PROSODY_Phon_L3	PROSODY_Phon_R1	PROSODY_Phon_R2	PROSODY_Phon_R3	id_WrittenBurmese	segment_WrittenBurmese	segment_WrittenBurmese_L1	segment_WrittenBurmese_L2	segment_WrittenBurmese_L3	segment_WrittenBurmese_R1	segment_WrittenBurmese_R2	segment_WrittenBurmese_R3	SC_WrittenBurmese	SC_WrittenBurmese_L1	SC_WrittenBurmese_L2	SC_WrittenBurmese_L3	SC_WrittenBurmese_R1	SC_WrittenBurmese_R2	SC_WrittenBurmese_R3	PROSODY_WrittenBurmese	PROSODY_WrittenBurmese_L1	PROSODY_WrittenBurmese_L2	PROSODY_WrittenBurmese_L3	PROSODY_WrittenBurmese_R1	PROSODY_WrittenBurmese_R2	PROSODY_WrittenBurmese_R3	id_Zaiwa	segment_Zaiwa	segment_Zaiwa_L1	segment_Zaiwa_L2	segment_Zaiwa_L3	segment_Zaiwa_R1	segment_Zaiwa_R2	segment_Zaiwa_R3	SC_Zaiwa	SC_Zaiwa_L1	SC_Zaiwa_L2	SC_Zaiwa_L3	SC_Zaiwa_R1	SC_Zaiwa_R2	SC_Zaiwa_R3	PROSODY_Zaiwa	PROSODY_Zaiwa_L1	PROSODY_Zaiwa_L2	PROSODY_Zaiwa_L3	PROSODY_Zaiwa_R1	PROSODY_Zaiwa_R2	PROSODY_Zaiwa_R3
4	1.0000	1	0.2500	492	709	⁵	-	ɔ	g	∅	∅	∅	_	_	U	K	∅	∅	∅	0	0	7	1	∅	∅	∅																							710	³	-	ɔ	g	∅	∅	∅	_	_	U	K	∅	∅	∅	0	0	7	1	∅	∅	∅	711	³	ŋ	au	g	∅	∅	∅	_	N	A	K	∅	∅	∅	0	4	7	1	∅	∅	∅																																																																		
1	0.2500	4	1.0000	493	712	-	∅	∅	∅	j	i	⁵	_	∅	∅	∅	J	I	_	0	∅	∅	∅	6	7	0																							713	-	∅	∅	∅	j	i	³	_	∅	∅	∅	J	I	_	0	∅	∅	∅	6	7	0	714	-	∅	∅	∅	ɣ	i	³⁵	_	∅	∅	∅	G	I	_	0	∅	∅	∅	3	7	0																																													715	β	∅	∅	∅	w	i	⁴	B	∅	∅	∅	W	I	_	3	∅	∅	∅	6	7	0
2	0.5000	3	0.7500	493	712	j	-	∅	∅	i	⁵	∅	J	_	∅	∅	I	_	∅	6	0	∅	∅	7	0	∅																							713	j	-	∅	∅	i	³	∅	J	_	∅	∅	I	_	∅	6	0	∅	∅	7	0	∅	714	ɣ	-	∅	∅	i	³⁵	∅	G	_	∅	∅	I	_	∅	3	0	∅	∅	7	0	∅																																													715	w	β	∅	∅	i	⁴	∅	W	B	∅	∅	I	_	∅	6	3	∅	∅	7	0	∅
3	0.7500	2	0.5000	493	712	i	j	-	∅	⁵	∅	∅	I	J	_	∅	_	∅	∅	7	6	0	∅	0	∅	∅																							713	i	j	-	∅	³	∅	∅	I	J	_	∅	_	∅	∅	7	6	0	∅	0	∅	∅	714	i	ɣ	-	∅	³⁵	∅	∅	I	G	_	∅	_	∅	∅	7	3	0	∅	0	∅	∅																																													715	i	w	β	∅	⁴	∅	∅	I	W	B	∅	_	∅	∅	7	6	3	∅	0	∅	∅
4	1.0000	1	0.2500	493	712	⁵	i	j	-	∅	∅	∅	_	I	J	_	∅	∅	∅	0	7	6	0	∅	∅	∅																							713	³	i	j	-	∅	∅	∅	_	I	J	_	∅	∅	∅	0	7	6	0	∅	∅	∅	714	³⁵	i	ɣ	-	∅	∅	∅	_	I	G	_	∅	∅	∅	0	7	3	0	∅	∅	∅																																													715	⁴	i	w	β	∅	∅	∅	_	I	W	B	∅	∅	∅	0	7	6	3	∅	∅	∅
1	0.2500	4	1.0000	497																																																																																																															716	t	∅	∅	∅	u	t	-	T	∅	∅	∅	Y	T	_	1	∅	∅	∅	7	1	0	717	d	∅	∅	∅	ɔ	t	⁵⁴	T	∅	∅	∅	U	T	_	1	∅	∅	∅	7	1	0
2	0.5000	3	0.7500	497																																																																																																															716	u	t	∅	∅	t	-	∅	Y	T	∅	∅	T	_	∅	7	1	∅	∅	1	0	∅	717	ɔ	d	∅	∅	t	⁵⁴	∅	U	T	∅	∅	T	_	∅	7	1	∅	∅	1	0	∅
3	0.7500	2	0.5000	497																																																																																																															716	t	u	t	∅	-	∅	∅	T	Y	T	∅	_	∅	∅	1	7	1	∅	0	∅	∅	717	t	ɔ	d	∅	⁵⁴	∅	∅	T	U	T	∅	_	∅	∅	1	7	1	∅	0	∅	∅
4	1.0000	1	0.2500	497																																																																																																															716	-	t	u	t	∅	∅	∅	_	T	Y	T	∅	∅	∅	0	1	7	1	∅	∅	∅	717	⁵⁴	t	ɔ	d	∅	∅	∅	_	T	U	T	∅	∅	∅	0	1	7	1	∅	∅	∅
1	0.2000	5	1.0000	498	718	d	∅	∅	∅	j	u	ŋ	T	∅	∅	∅	J	Y	N	1	∅	∅	∅	6	7	4	719	-	∅	∅	∅	l	a	ŋ	_	∅	∅	∅	L	A	N	0	∅	∅	∅	5	7	4	720	-	∅	∅	∅	l	ə	ŋ	_	∅	∅	∅	L	E	N	0	∅	∅	∅	5	7	4	721	-	∅	∅	∅	l	a	ŋ	_	∅	∅	∅	L	A	N	0	∅	∅	∅	5	7	4																																																																		
2	0.4000	4	0.8000	498	718	j	d	∅	∅	u	ŋ	³	J	T	∅	∅	Y	N	_	6	1	∅	∅	7	4	0	719	l	-	∅	∅	a	ŋ	²³	L	_	∅	∅	A	N	_	5	0	∅	∅	7	4	0	720	l	-	∅	∅	ə	ŋ	⁴	L	_	∅	∅	E	N	_	5	0	∅	∅	7	4	0	721	l	-	∅	∅	a	ŋ	³⁴	L	_	∅	∅	A	N	_	5	0	∅	∅	7	4	0																																																																		
3	0.6000	3	0.6000	498	718	u	j	d	∅	ŋ	³	∅	Y	J	T	∅	N	_	∅	7	6	1	∅	4	0	∅	719	a	l	-	∅	ŋ	²³	∅	A	L	_	∅	N	_	∅	7	5	0	∅	4	0	∅	720	ə	l	-	∅	ŋ	⁴	∅	E	L	_	∅	N	_	∅	7	5	0	∅	4	0	∅	721	a	l	-	∅	ŋ	³⁴	∅	A	L	_	∅	N	_	∅	7	5	0	∅	4	0	∅																																																																		
4	0.8000	2	0.4000	498	718	ŋ	u	j	d	³	∅	∅	N	Y	J	T	_	∅	∅	4	7	6	1	0	∅	∅	719	ŋ	a	l	-	²³	∅	∅	N	A	L	_	_	∅	∅	4	7	5	0	0	∅	∅	720	ŋ	ə	l	-	⁴	∅	∅	N	E	L	_	_	∅	∅	4	7	5	0	0	∅	∅	721	ŋ	a	l	-	³⁴	∅	∅	N	A	L	_	_	∅	∅	4	7	5	0	0	∅	∅																																																																		
5	1.0000	1	0.2000	498	718	³	ŋ	u	j	∅	∅	∅	_	N	Y	J	∅	∅	∅	0	4	7	6	∅	∅	∅	719	²³	ŋ	a	l	∅	∅	∅	_	N	A	L	∅	∅	∅	0	4	7	5	∅	∅	∅	720	⁴	ŋ	ə	l	∅	∅	∅	_	N	E	L	∅	∅	∅	0	4	7	5	∅	∅	∅	721	³⁴	ŋ	a	l	∅	∅	∅	_	N	A	L	∅	∅	∅	0	4	7	5	∅	∅	∅																																																																		
1	0.2500	4	1.0000	504	722	g	∅	∅	∅	j	i	⁵	K	∅	∅	∅	J	I	_	1	∅	∅	∅	6	7	0																							723	g	∅	∅	∅	-	i	⁴	K	∅	∅	∅	_	I	_	1	∅	∅	∅	0	7	0																																																																			724	g	∅	∅	∅	-	i	⁴³	K	∅	∅	∅	_	I	_	1	∅	∅	∅	0	7	0
2	0.5000	3	0.7500	504	722	j	g	∅	∅	i	⁵	∅	J	K	∅	∅	I	_	∅	6	1	∅	∅	7	0	∅																							723	-	g	∅	∅	i	⁴	∅	_	K	∅	∅	I	_	∅	0	1	∅	∅	7	0	∅																																																																			724	-	g	∅	∅	i	⁴³	∅	_	K	∅	∅	I	_	∅	0	1	∅	∅	7	0	∅
3	0.7500	2	0.5000	504	722	i	j	g	∅	⁵	∅	∅	I	J	K	∅	_	∅	∅	7	6	1	∅	0	∅	∅																							723	i	-	g	∅	⁴	∅	∅	I	_	K	∅	_	∅	∅	7	0	1	∅	0	∅	∅																																																																			724	i	-	g	∅	⁴³	∅	∅	I	_	K	∅	_	∅	∅	7	0	1	∅	0	∅	∅
4	1.0000	1	0.2500	504	722	⁵	i	j	g	∅	∅	∅	_	I	J	K	∅	∅	∅	0	7	6	1	∅	∅	∅																							723	⁴	i	-	g	∅	∅	∅	_	I	_	K	∅	∅	∅	0	7	0	1	∅	∅	∅																																																																			724	⁴³	i	-	g	∅	∅	∅	_	I	_	K	∅	∅	∅	0	7	0	1	∅	∅	∅
1	0.2500	4	1.0000	508	725	b	∅	∅	∅	u	-	³¹	P	∅	∅	∅	Y	_	_	1	∅	∅	∅	7	0	0																							726	b	∅	∅	∅	ɔ	-	⁴	P	∅	∅	∅	U	_	_	1	∅	∅	∅	7	0	0																																													727	p	∅	∅	∅	a	k	-	P	∅	∅	∅	A	K	_	1	∅	∅	∅	7	1	0																						
2	0.5000	3	0.7500	508	725	u	b	∅	∅	-	³¹	∅	Y	P	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅																							726	ɔ	b	∅	∅	-	⁴	∅	U	P	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅																																													727	a	p	∅	∅	k	-	∅	A	P	∅	∅	K	_	∅	7	1	∅	∅	1	0	∅																						
3	0.7500	2	0.5000	508	725	-	u	b	∅	³¹	∅	∅	_	Y	P	∅	_	∅	∅	0	7	1	∅	0	∅	∅																							726	-	ɔ	b	∅	⁴	∅	∅	_	U	P	∅	_	∅	∅	0	7	1	∅	0	∅	∅																																													727	k	a	p	∅	-	∅	∅	K	A	P	∅	_	∅	∅	1	7	1	∅	0	∅	∅																						
4	1.0000	1	0.2500	508	725	³¹	-	u	b	∅	∅	∅	_	_	Y	P	∅	∅	∅	0	0	7	1	∅	∅	∅																							726	⁴	-	ɔ	b	∅	∅	∅	_	_	U	P	∅	∅	∅	0	0	7	1	∅	∅	∅																																													727	-	k	a	p	∅	∅	∅	_	K	A	P	∅	∅	∅	0	1	7	1	∅	∅	∅																						
1	0.2500	4	1.0000	513																																													728	g	∅	∅	∅	o	ŋ	⁵	K	∅	∅	∅	U	N	_	1	∅	∅	∅	7	4	0	729	k	∅	∅	∅	au	ŋ	³	K	∅	∅	∅	A	N	_	1	∅	∅	∅	7	4	0																																																																		
2	0.5000	3	0.7500	513																																													728	o	g	∅	∅	ŋ	⁵	∅	U	K	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅	729	au	k	∅	∅	ŋ	³	∅	A	K	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅																																																																		
3	0.7500	2	0.5000	513																																													728	ŋ	o	g	∅	⁵	∅	∅	N	U	K	∅	_	∅	∅	4	7	1	∅	0	∅	∅	729	ŋ	au	k	∅	³	∅	∅	N	A	K	∅	_	∅	∅	4	7	1	∅	0	∅	∅																																																																		
4	1.0000	1	0.2500	513																																													728	⁵	ŋ	o	g	∅	∅	∅	_	N	U	K	∅	∅	∅	0	4	7	1	∅	∅	∅	729	³	ŋ	au	k	∅	∅	∅	_	N	A	K	∅	∅	∅	0	4	7	1	∅	∅	∅																																																																		
1	0.3333	3	1.0000	514	730	w	∅	∅	∅	i	³⁴	∅	W	∅	∅	∅	I	_	∅	6	∅	∅	∅	7	0	∅																																																																																									731	w	∅	∅	∅	a	-	∅	W	∅	∅	∅	A	_	∅	6	∅	∅	∅	7	0	∅																						
2	0.6667	2	0.6667	514	730	i	w	∅	∅	³⁴	∅	∅	I	W	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅																																																																																									731	a	w	∅	∅	-	∅	∅	A	W	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅																						
3	1.0000	1	0.3333	514	730	³⁴	i	w	∅	∅	∅	∅	_	I	W	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅																																																																																									731	-	a	w	∅	∅	∅	∅	_	A	W	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅																						
1	0.3333	3	1.0000	518	732	n	∅	∅	∅	i	³	∅	N	∅	∅	∅	I	_	∅	4	∅	∅	∅	7	0	∅																																																																			733	n	∅	∅	∅	e	³¹	∅	N	∅	∅	∅	E	_	∅	4	∅	∅	∅	7	0	∅	734	n	∅	∅	∅	iː	-	∅	N	∅	∅	∅	I	_	∅	4	∅	∅	∅	7	0	∅																						
2	0.6667	2	0.6667	518	732	i	n	∅	∅	³	∅	∅	I	N	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅																																																																			733	e	n	∅	∅	³¹	∅	∅	E	N	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅	734	iː	n	∅	∅	-	∅	∅	I	N	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅																						
3	1.0000	1	0.3333	518	732	³	i	n	∅	∅	∅	∅	_	I	N	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅																																																																			733	³¹	e	n	∅	∅	∅	∅	_	E	N	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅	734	-	iː	n	∅	∅	∅	∅	_	I	N	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅																						
1	0.2500	4	1.0000	519	735	h	∅	∅	∅	ai	-	³	H	∅	∅	∅	A	_	_	3	∅	∅	∅	7	0	0																							736	h	∅	∅	∅	ɛ	-	³	H	∅	∅	∅	E	_	_	3	∅	∅	∅	7	0	0																							737	h	∅	∅	∅	ai	ŋ	⁵⁵	H	∅	∅	∅	A	N	_	3	∅	∅	∅	7	4	0																																												
2	0.5000	3	0.7500	519	735	ai	h	∅	∅	-	³	∅	A	H	∅	∅	_	_	∅	7	3	∅	∅	0	0	∅																							736	ɛ	h	∅	∅	-	³	∅	E	H	∅	∅	_	_	∅	7	3	∅	∅	0	0	∅																							737	ai	h	∅	∅	ŋ	⁵⁵	∅	A	H	∅	∅	N	_	∅	7	3	∅	∅	4	0	∅																																												
3	0.7500	2	0.5000	519	735	-	ai	h	∅	³	∅	∅	_	A	H	∅	_	∅	∅	0	7	3	∅	0	∅	∅																							736	-	ɛ	h	∅	³	∅	∅	_	E	H	∅	_	∅	∅	0	7	3	∅	0	∅	∅																							737	ŋ	ai	h	∅	⁵⁵	∅	∅	N	A	H	∅	_	∅	∅	4	7	3	∅	0	∅	∅																																												
4	1.0000	1	0.2500	519	735	³	-	ai	h	∅	∅	∅	_	_	A	H	∅	∅	∅	0	0	7	3	∅	∅	∅																							736	³	-	ɛ	h	∅	∅	∅	_	_	E	H	∅	∅	∅	0	0	7	3	∅	∅	∅																							737	⁵⁵	ŋ	ai	h	∅	∅	∅	_	N	A	H	∅	∅	∅	0	4	7	3	∅	∅	∅																																												
1	0.2500	4	1.0000	520																							738	tʃʰ	∅	∅	∅	-	ḛ	³	T	∅	∅	∅	_	E	_	1	∅	∅	∅	0	7	0	739	d	∅	∅	∅	z	i	⁵¹	T	∅	∅	∅	S	I	_	1	∅	∅	∅	3	7	0	740	tʃʰ	∅	∅	∅	-	e	⁴¹	T	∅	∅	∅	_	E	_	1	∅	∅	∅	0	7	0																																													741	-	∅	∅	∅	ʃ	i	⁵³	_	∅	∅	∅	S	I	_	0	∅	∅	∅	3	7	0
2	0.5000	3	0.7500	520																							738	-	tʃʰ	∅	∅	ḛ	³	∅	_	T	∅	∅	E	_	∅	0	1	∅	∅	7	0	∅	739	z	d	∅	∅	i	⁵¹	∅	S	T	∅	∅	I	_	∅	3	1	∅	∅	7	0	∅	740	-	tʃʰ	∅	∅	e	⁴¹	∅	_	T	∅	∅	E	_	∅	0	1	∅	∅	7	0	∅																																													741	ʃ	-	∅	∅	i	⁵³	∅	S	_	∅	∅	I	_	∅	3	0	∅	∅	7	0	∅
3	0.7500	2	0.5000	520																							738	ḛ	-	tʃʰ	∅	³	∅	∅	E	_	T	∅	_	∅	∅	7	0	1	∅	0	∅	∅	739	i	z	d	∅	⁵¹	∅	∅	I	S	T	∅	_	∅	∅	7	3	1	∅	0	∅	∅	740	e	-	tʃʰ	∅	⁴¹	∅	∅	E	_	T	∅	_	∅	∅	7	0	1	∅	0	∅	∅																																													741	i	ʃ	-	∅	⁵³	∅	∅	I	S	_	∅	_	∅	∅	7	3	0	∅	0	∅	∅
4	1.0000	1	0.2500	520																							738	³	ḛ	-	tʃʰ	∅	∅	∅	_	E	_	T	∅	∅	∅	0	7	0	1	∅	∅	∅	739	⁵¹	i	z	d	∅	∅	∅	_	I	S	T	∅	∅	∅	0	7	3	1	∅	∅	∅	740	⁴¹	e	-	tʃʰ	∅	∅	∅	_	E	_	T	∅	∅	∅	0	7	0	1	∅	∅	∅																																													741	⁵³	i	ʃ	-	∅	∅	∅	_	I	S	_	∅	∅	∅	0	7	3	0	∅	∅	∅
1	0.3333	3	1.0000	526																							742	p	∅	∅	∅	a	²³	∅	P	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅	743	b	∅	∅	∅	ɔ	⁴	∅	P	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅	744	b	∅	∅	∅	o	³⁵	∅	P	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅																																																																		
2	0.6667	2	0.6667	526																							742	a	p	∅	∅	²³	∅	∅	A	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	743	ɔ	b	∅	∅	⁴	∅	∅	U	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	744	o	b	∅	∅	³⁵	∅	∅	U	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																																																		
3	1.0000	1	0.3333	526																							742	²³	a	p	∅	∅	∅	∅	_	A	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	743	⁴	ɔ	b	∅	∅	∅	∅	_	U	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	744	³⁵	o	b	∅	∅	∅	∅	_	U	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																																																		
1	0.2500	4	1.0000	527	745	tʃʰ	∅	∅	∅	ɔ	ʔ	⁵⁴	T	∅	∅	∅	U	H	_	1	∅	∅	∅	7	1	0																							746	tʃʰ	∅	∅	∅	ɔ	ʔ	⁵³	T	∅	∅	∅	U	H	_	1	∅	∅	∅	7	1	0																																																																			747	tʃʰ	∅	∅	∅	a	-	⁵	T	∅	∅	∅	A	_	_	1	∅	∅	∅	7	0	0
2	0.5000	3	0.7500	527	745	ɔ	tʃʰ	∅	∅	ʔ	⁵⁴	∅	U	T	∅	∅	H	_	∅	7	1	∅	∅	1	0	∅																							746	ɔ	tʃʰ	∅	∅	ʔ	⁵³	∅	U	T	∅	∅	H	_	∅	7	1	∅	∅	1	0	∅																																																																			747	a	tʃʰ	∅	∅	-	⁵	∅	A	T	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅
3	0.7500	2	0.5000	527	745	ʔ	ɔ	tʃʰ	∅	⁵⁴	∅	∅	H	U	T	∅	_	∅	∅	1	7	1	∅	0	∅	∅																							746	ʔ	ɔ	tʃʰ	∅	⁵³	∅	∅	H	U	T	∅	_	∅	∅	1	7	1	∅	0	∅	∅																																																																			747	-	a	tʃʰ	∅	⁵	∅	∅	_	A	T	∅	_	∅	∅	0	7	1	∅	0	∅	∅
4	1.0000	1	0.2500	527	745	⁵⁴	ʔ	ɔ	tʃʰ	∅	∅	∅	_	H	U	T	∅	∅	∅	0	1	7	1	∅	∅	∅																							746	⁵³	ʔ	ɔ	tʃʰ	∅	∅	∅	_	H	U	T	∅	∅	∅	0	1	7	1	∅	∅	∅																																																																			747	⁵	-	a	tʃʰ	∅	∅	∅	_	_	A	T	∅	∅	∅	0	0	7	1	∅	∅	∅
1	0.2500	4	1.0000	528	748	l	∅	∅	∅	au	ʔ	³¹	L	∅	∅	∅	A	H	_	5	∅	∅	∅	7	1	0	749	l	∅	∅	∅	u	-	²³	L	∅	∅	∅	Y	_	_	5	∅	∅	∅	7	0	0																							750	l	∅	∅	∅	a̰	k	⁵³	L	∅	∅	∅	A	K	_	5	∅	∅	∅	7	1	0																																																																		
2	0.5000	3	0.7500	528	748	au	l	∅	∅	ʔ	³¹	∅	A	L	∅	∅	H	_	∅	7	5	∅	∅	1	0	∅	749	u	l	∅	∅	-	²³	∅	Y	L	∅	∅	_	_	∅	7	5	∅	∅	0	0	∅																							750	a̰	l	∅	∅	k	⁵³	∅	A	L	∅	∅	K	_	∅	7	5	∅	∅	1	0	∅																																																																		
3	0.7500	2	0.5000	528	748	ʔ	au	l	∅	³¹	∅	∅	H	A	L	∅	_	∅	∅	1	7	5	∅	0	∅	∅	749	-	u	l	∅	²³	∅	∅	_	Y	L	∅	_	∅	∅	0	7	5	∅	0	∅	∅																							750	k	a̰	l	∅	⁵³	∅	∅	K	A	L	∅	_	∅	∅	1	7	5	∅	0	∅	∅																																																																		
4	1.0000	1	0.2500	528	748	³¹	ʔ	au	l	∅	∅	∅	_	H	A	L	∅	∅	∅	0	1	7	5	∅	∅	∅	749	²³	-	u	l	∅	∅	∅	_	_	Y	L	∅	∅	∅	0	0	7	5	∅	∅	∅																							750	⁵³	k	a̰	l	∅	∅	∅	_	K	A	L	∅	∅	∅	0	1	7	5	∅	∅	∅																																																																		
1	0.2500	4	1.0000	531	751	tsʰ	∅	∅	∅	au	-	⁵	C	∅	∅	∅	A	_	_	2	∅	∅	∅	7	0	0																							752	tsʰ	∅	∅	∅	au	-	³	C	∅	∅	∅	A	_	_	2	∅	∅	∅	7	0	0	753	tsʰ	∅	∅	∅	o	ʔ	⁵⁴	C	∅	∅	∅	U	H	_	2	∅	∅	∅	7	1	0																																																																		
2	0.5000	3	0.7500	531	751	au	tsʰ	∅	∅	-	⁵	∅	A	C	∅	∅	_	_	∅	7	2	∅	∅	0	0	∅																							752	au	tsʰ	∅	∅	-	³	∅	A	C	∅	∅	_	_	∅	7	2	∅	∅	0	0	∅	753	o	tsʰ	∅	∅	ʔ	⁵⁴	∅	U	C	∅	∅	H	_	∅	7	2	∅	∅	1	0	∅																																																																		
3	0.7500	2	0.5000	531	751	-	au	tsʰ	∅	⁵	∅	∅	_	A	C	∅	_	∅	∅	0	7	2	∅	0	∅	∅																							752	-	au	tsʰ	∅	³	∅	∅	_	A	C	∅	_	∅	∅	0	7	2	∅	0	∅	∅	753	ʔ	o	tsʰ	∅	⁵⁴	∅	∅	H	U	C	∅	_	∅	∅	1	7	2	∅	0	∅	∅																																																																		
4	1.0000	1	0.2500	531	751	⁵	-	au	tsʰ	∅	∅	∅	_	_	A	C	∅	∅	∅	0	0	7	2	∅	∅	∅																							752	³	-	au	tsʰ	∅	∅	∅	_	_	A	C	∅	∅	∅	0	0	7	2	∅	∅	∅	753	⁵⁴	ʔ	o	tsʰ	∅	∅	∅	_	H	U	C	∅	∅	∅	0	1	7	2	∅	∅	∅																																																																		
1	0.2000	5	1.0000	532	754	tʃʰ	∅	∅	∅	w	a	t	T	∅	∅	∅	W	A	T	1	∅	∅	∅	6	7	1																							755	tʃʰ	∅	∅	∅	-	oi	ʔ	T	∅	∅	∅	_	U	H	1	∅	∅	∅	0	7	1																																																																			756	tʃʰ	∅	∅	∅	-	u	t	T	∅	∅	∅	_	Y	T	1	∅	∅	∅	0	7	1
2	0.4000	4	0.8000	532	754	w	tʃʰ	∅	∅	a	t	⁵⁴	W	T	∅	∅	A	T	_	6	1	∅	∅	7	1	0																							755	-	tʃʰ	∅	∅	oi	ʔ	⁵³	_	T	∅	∅	U	H	_	0	1	∅	∅	7	1	0																																																																			756	-	tʃʰ	∅	∅	u	t	⁵⁴	_	T	∅	∅	Y	T	_	0	1	∅	∅	7	1	0
3	0.6000	3	0.6000	532	754	a	w	tʃʰ	∅	t	⁵⁴	∅	A	W	T	∅	T	_	∅	7	6	1	∅	1	0	∅																							755	oi	-	tʃʰ	∅	ʔ	⁵³	∅	U	_	T	∅	H	_	∅	7	0	1	∅	1	0	∅																																																																			756	u	-	tʃʰ	∅	t	⁵⁴	∅	Y	_	T	∅	T	_	∅	7	0	1	∅	1	0	∅
4	0.8000	2	0.4000	532	754	t	a	w	tʃʰ	⁵⁴	∅	∅	T	A	W	T	_	∅	∅	1	7	6	1	0	∅	∅																							755	ʔ	oi	-	tʃʰ	⁵³	∅	∅	H	U	_	T	_	∅	∅	1	7	0	1	0	∅	∅																																																																			756	t	u	-	tʃʰ	⁵⁴	∅	∅	T	Y	_	T	_	∅	∅	1	7	0	1	0	∅	∅
5	1.0000	1	0.2000	532	754	⁵⁴	t	a	w	∅	∅	∅	_	T	A	W	∅	∅	∅	0	1	7	6	∅	∅	∅																							755	⁵³	ʔ	oi	-	∅	∅	∅	_	H	U	_	∅	∅	∅	0	1	7	0	∅	∅	∅																																																																			756	⁵⁴	t	u	-	∅	∅	∅	_	T	Y	_	∅	∅	∅	0	1	7	0	∅	∅	∅
1	0.2000	5	1.0000	533																																													757	-	∅	∅	∅	m	au	-	_	∅	∅	∅	M	A	_	0	∅	∅	∅	4	7	0																																													758	h	∅	∅	∅	m	au	ŋ	H	∅	∅	∅	M	A	N	3	∅	∅	∅	4	7	4	759	-	∅	∅	∅	m	a	-	_	∅	∅	∅	M	A	_	0	∅	∅	∅	4	7	0
