index	index_p	rindex	rindex_p	cogid	id_Achang	segment_Achang	segment_Achang_L1	segment_Achang_L2	segment_Achang_L3	segment_Achang_R1	segment_Achang_R2	segment_Achang_R3	SC_Achang	SC_Achang_L1	SC_Achang_L2	SC_Achang_L3	SC_Achang_R1	SC_Achang_R2	SC_Achang_R3	PROSODY_Achang	PROSODY_Achang_L1	PROSODY_Achang_L2	PROSODY_Achang_L3	PROSODY_Achang_R1	PROSODY_Achang_R2	PROSODY_Achang_R3	id_Bela	segment_Bela	segment_Bela_L1	segment_Bela_L2	segment_Bela_L3	segment_Bela_R1	segment_Bela_R2	segment_Bela_R3	SC_Bela	SC_Bela_L1	SC_Bela_L2	SC_Bela_L3	SC_Bela_R1	SC_Bela_R2	SC_Bela_R3	PROSODY_Bela	PROSODY_Bela_L1	PROSODY_Bela_L2	PROSODY_Bela_L3	PROSODY_Bela_R1	PROSODY_Bela_R2	PROSODY_Bela_R3	id_Lashi	segment_Lashi	segment_Lashi_L1	segment_Lashi_L2	segment_Lashi_L3	segment_Lashi_R1	segment_Lashi_R2	segment_Lashi_R3	SC_Lashi	SC_Lashi_L1	SC_Lashi_L2	SC_Lashi_L3	SC_Lashi_R1	SC_Lashi_R2	SC_Lashi_R3	PROSODY_Lashi	PROSODY_Lashi_L1	PROSODY_Lashi_L2	PROSODY_Lashi_L3	PROSODY_Lashi_R1	PROSODY_Lashi_R2	PROSODY_Lashi_R3	id_Maru	segment_Maru	segment_Maru_L1	segment_Maru_L2	segment_Maru_L3	segment_Maru_R1	segment_Maru_R2	segment_Maru_R3	SC_Maru	SC_Maru_L1	SC_Maru_L2	SC_Maru_L3	SC_Maru_R1	SC_Maru_R2	SC_Maru_R3	PROSODY_Maru	PROSODY_Maru_L1	PROSODY_Maru_L2	PROSODY_Maru_L3	PROSODY_Maru_R1	PROSODY_Maru_R2	PROSODY_Maru_R3	id_Phon	segment_Phon	segment_Phon_L1	segment_Phon_L2	segment_Phon_L3	segment_Phon_R1	segment_Phon_R2	segment_Phon_R3	SC_Phon	SC_Phon_L1	SC_Phon_L2	SC_Phon_L3	SC_Phon_R1	SC_Phon_R2	SC_Phon_R3	PROSODY_Phon	PROSODY_Phon_L1	PROSODY_Phon_L2	PROSODY_Phon_L3	PROSODY_Phon_R1	PROSODY_Phon_R2	PROSODY_Phon_R3	id_WrittenBurmese	segment_WrittenBurmese	segment_WrittenBurmese_L1	segment_WrittenBurmese_L2	segment_WrittenBurmese_L3	segment_WrittenBurmese_R1	segment_WrittenBurmese_R2	segment_WrittenBurmese_R3	SC_WrittenBurmese	SC_WrittenBurmese_L1	SC_WrittenBurmese_L2	SC_WrittenBurmese_L3	SC_WrittenBurmese_R1	SC_WrittenBurmese_R2	SC_WrittenBurmese_R3	PROSODY_WrittenBurmese	PROSODY_WrittenBurmese_L1	PROSODY_WrittenBurmese_L2	PROSODY_WrittenBurmese_L3	PROSODY_WrittenBurmese_R1	PROSODY_WrittenBurmese_R2	PROSODY_WrittenBurmese_R3	id_Zaiwa	segment_Zaiwa	segment_Zaiwa_L1	segment_Zaiwa_L2	segment_Zaiwa_L3	segment_Zaiwa_R1	segment_Zaiwa_R2	segment_Zaiwa_R3	SC_Zaiwa	SC_Zaiwa_L1	SC_Zaiwa_L2	SC_Zaiwa_L3	SC_Zaiwa_R1	SC_Zaiwa_R2	SC_Zaiwa_R3	PROSODY_Zaiwa	PROSODY_Zaiwa_L1	PROSODY_Zaiwa_L2	PROSODY_Zaiwa_L3	PROSODY_Zaiwa_R1	PROSODY_Zaiwa_R2	PROSODY_Zaiwa_R3
4	0.6667	3	0.5000	538	1953	au	-	tʃʰ	-	-	³	∅	A	_	T	_	_	_	∅	7	0	1	0	0	0	∅																							1954	au	-	tʃʰ	-	-	³¹	∅	A	_	T	_	_	_	∅	7	0	1	0	0	0	∅	1955	o	-	tʃʰ	-	k	⁵⁴	∅	U	_	T	_	K	_	∅	7	0	1	0	1	0	∅	1956	a	w	ʃ	-	-	⁵⁵	∅	A	W	S	_	_	_	∅	7	6	3	0	0	0	∅	1957	i	w	j	kʰ	-	-	∅	I	W	J	K	_	_	∅	7	6	6	1	0	0	∅	1958	i	w	tʃʰ	-	-	⁵³	∅	I	W	T	_	_	_	∅	7	6	1	0	0	0	∅
5	0.8333	2	0.3333	538	1953	-	au	-	tʃʰ	³	∅	∅	_	A	_	T	_	∅	∅	0	7	0	1	0	∅	∅																							1954	-	au	-	tʃʰ	³¹	∅	∅	_	A	_	T	_	∅	∅	0	7	0	1	0	∅	∅	1955	k	o	-	tʃʰ	⁵⁴	∅	∅	K	U	_	T	_	∅	∅	1	7	0	1	0	∅	∅	1956	-	a	w	ʃ	⁵⁵	∅	∅	_	A	W	S	_	∅	∅	0	7	6	3	0	∅	∅	1957	-	i	w	j	-	∅	∅	_	I	W	J	_	∅	∅	0	7	6	6	0	∅	∅	1958	-	i	w	tʃʰ	⁵³	∅	∅	_	I	W	T	_	∅	∅	0	7	6	1	0	∅	∅
6	1.0000	1	0.1667	538	1953	³	-	au	-	∅	∅	∅	_	_	A	_	∅	∅	∅	0	0	7	0	∅	∅	∅																							1954	³¹	-	au	-	∅	∅	∅	_	_	A	_	∅	∅	∅	0	0	7	0	∅	∅	∅	1955	⁵⁴	k	o	-	∅	∅	∅	_	K	U	_	∅	∅	∅	0	1	7	0	∅	∅	∅	1956	⁵⁵	-	a	w	∅	∅	∅	_	_	A	W	∅	∅	∅	0	0	7	6	∅	∅	∅	1957	-	-	i	w	∅	∅	∅	_	_	I	W	∅	∅	∅	0	0	7	6	∅	∅	∅	1958	⁵³	-	i	w	∅	∅	∅	_	_	I	W	∅	∅	∅	0	0	7	6	∅	∅	∅
1	0.2000	5	1.0000	539	1959	dʒ	∅	∅	∅	j	ɛ	n	T	∅	∅	∅	J	E	N	1	∅	∅	∅	6	7	4																							1960	dʒ	∅	∅	∅	-	e	ŋ	T	∅	∅	∅	_	E	N	1	∅	∅	∅	0	7	4	1961	dʒ	∅	∅	∅	-	ɪ	n	T	∅	∅	∅	_	I	N	1	∅	∅	∅	0	7	4	1962	-	∅	∅	∅	ʃ	ei	-	_	∅	∅	∅	S	E	_	0	∅	∅	∅	3	7	0	1963	kʰ	∅	∅	∅	j	a	ɲ	K	∅	∅	∅	J	A	N	1	∅	∅	∅	6	7	4	1964	dʒ	∅	∅	∅	-	ɪ	n	T	∅	∅	∅	_	I	N	1	∅	∅	∅	0	7	4
2	0.4000	4	0.8000	539	1959	j	dʒ	∅	∅	ɛ	n	³	J	T	∅	∅	E	N	_	6	1	∅	∅	7	4	0																							1960	-	dʒ	∅	∅	e	ŋ	³²	_	T	∅	∅	E	N	_	0	1	∅	∅	7	4	0	1961	-	dʒ	∅	∅	ɪ	n	³²	_	T	∅	∅	I	N	_	0	1	∅	∅	7	4	0	1962	ʃ	-	∅	∅	ei	-	⁵⁵	S	_	∅	∅	E	_	_	3	0	∅	∅	7	0	0	1963	j	kʰ	∅	∅	a	ɲ	-	J	K	∅	∅	A	N	_	6	1	∅	∅	7	4	0	1964	-	dʒ	∅	∅	ɪ	n	³¹	_	T	∅	∅	I	N	_	0	1	∅	∅	7	4	0
3	0.6000	3	0.6000	539	1959	ɛ	j	dʒ	∅	n	³	∅	E	J	T	∅	N	_	∅	7	6	1	∅	4	0	∅																							1960	e	-	dʒ	∅	ŋ	³²	∅	E	_	T	∅	N	_	∅	7	0	1	∅	4	0	∅	1961	ɪ	-	dʒ	∅	n	³²	∅	I	_	T	∅	N	_	∅	7	0	1	∅	4	0	∅	1962	ei	ʃ	-	∅	-	⁵⁵	∅	E	S	_	∅	_	_	∅	7	3	0	∅	0	0	∅	1963	a	j	kʰ	∅	ɲ	-	∅	A	J	K	∅	N	_	∅	7	6	1	∅	4	0	∅	1964	ɪ	-	dʒ	∅	n	³¹	∅	I	_	T	∅	N	_	∅	7	0	1	∅	4	0	∅
4	0.8000	2	0.4000	539	1959	n	ɛ	j	dʒ	³	∅	∅	N	E	J	T	_	∅	∅	4	7	6	1	0	∅	∅																							1960	ŋ	e	-	dʒ	³²	∅	∅	N	E	_	T	_	∅	∅	4	7	0	1	0	∅	∅	1961	n	ɪ	-	dʒ	³²	∅	∅	N	I	_	T	_	∅	∅	4	7	0	1	0	∅	∅	1962	-	ei	ʃ	-	⁵⁵	∅	∅	_	E	S	_	_	∅	∅	0	7	3	0	0	∅	∅	1963	ɲ	a	j	kʰ	-	∅	∅	N	A	J	K	_	∅	∅	4	7	6	1	0	∅	∅	1964	n	ɪ	-	dʒ	³¹	∅	∅	N	I	_	T	_	∅	∅	4	7	0	1	0	∅	∅
5	1.0000	1	0.2000	539	1959	³	n	ɛ	j	∅	∅	∅	_	N	E	J	∅	∅	∅	0	4	7	6	∅	∅	∅																							1960	³²	ŋ	e	-	∅	∅	∅	_	N	E	_	∅	∅	∅	0	4	7	0	∅	∅	∅	1961	³²	n	ɪ	-	∅	∅	∅	_	N	I	_	∅	∅	∅	0	4	7	0	∅	∅	∅	1962	⁵⁵	-	ei	ʃ	∅	∅	∅	_	_	E	S	∅	∅	∅	0	0	7	3	∅	∅	∅	1963	-	ɲ	a	j	∅	∅	∅	_	N	A	J	∅	∅	∅	0	4	7	6	∅	∅	∅	1964	³¹	n	ɪ	-	∅	∅	∅	_	N	I	_	∅	∅	∅	0	4	7	0	∅	∅	∅
1	0.3333	3	1.0000	540	1965	kʰ	∅	∅	∅	ɔ	⁵	∅	K	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅	1966	kʰ	∅	∅	∅	a	²³	∅	K	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅	1967	kʰ	∅	∅	∅	ɔ	⁴	∅	K	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅	1968	kʰ	∅	∅	∅	o	⁵	∅	K	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅	1969	kʰ	∅	∅	∅	a	³¹	∅	K	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅	1970	kʰ	∅	∅	∅	aː	-	∅	K	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅	1971	kʰ	∅	∅	∅	ɔ	⁵³	∅	K	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	540	1965	ɔ	kʰ	∅	∅	⁵	∅	∅	U	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	1966	a	kʰ	∅	∅	²³	∅	∅	A	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	1967	ɔ	kʰ	∅	∅	⁴	∅	∅	U	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	1968	o	kʰ	∅	∅	⁵	∅	∅	U	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	1969	a	kʰ	∅	∅	³¹	∅	∅	A	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	1970	aː	kʰ	∅	∅	-	∅	∅	A	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	1971	ɔ	kʰ	∅	∅	⁵³	∅	∅	U	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅
3	1.0000	1	0.3333	540	1965	⁵	ɔ	kʰ	∅	∅	∅	∅	_	U	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	1966	²³	a	kʰ	∅	∅	∅	∅	_	A	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	1967	⁴	ɔ	kʰ	∅	∅	∅	∅	_	U	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	1968	⁵	o	kʰ	∅	∅	∅	∅	_	U	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	1969	³¹	a	kʰ	∅	∅	∅	∅	_	A	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	1970	-	aː	kʰ	∅	∅	∅	∅	_	A	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	1971	⁵³	ɔ	kʰ	∅	∅	∅	∅	_	U	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅
1	0.2000	5	1.0000	541																																													1972	pʰ	∅	∅	∅	j	ə	k	P	∅	∅	∅	J	E	K	1	∅	∅	∅	6	7	1	1973	-	∅	∅	∅	j	a	k	_	∅	∅	∅	J	A	K	0	∅	∅	∅	6	7	1																							1974	p	∅	∅	∅	r	a	ɲˀ	P	∅	∅	∅	R	A	N	1	∅	∅	∅	5	7	4	1975	pʰ	∅	∅	∅	j	ɪ	k	P	∅	∅	∅	J	I	K	1	∅	∅	∅	6	7	1
2	0.4000	4	0.8000	541																																													1972	j	pʰ	∅	∅	ə	k	⁵³	J	P	∅	∅	E	K	_	6	1	∅	∅	7	1	0	1973	j	-	∅	∅	a	k	³	J	_	∅	∅	A	K	_	6	0	∅	∅	7	1	0																							1974	r	p	∅	∅	a	ɲˀ	-	R	P	∅	∅	A	N	_	5	1	∅	∅	7	4	0	1975	j	pʰ	∅	∅	ɪ	k	⁵	J	P	∅	∅	I	K	_	6	1	∅	∅	7	1	0
3	0.6000	3	0.6000	541																																													1972	ə	j	pʰ	∅	k	⁵³	∅	E	J	P	∅	K	_	∅	7	6	1	∅	1	0	∅	1973	a	j	-	∅	k	³	∅	A	J	_	∅	K	_	∅	7	6	0	∅	1	0	∅																							1974	a	r	p	∅	ɲˀ	-	∅	A	R	P	∅	N	_	∅	7	5	1	∅	4	0	∅	1975	ɪ	j	pʰ	∅	k	⁵	∅	I	J	P	∅	K	_	∅	7	6	1	∅	1	0	∅
4	0.8000	2	0.4000	541																																													1972	k	ə	j	pʰ	⁵³	∅	∅	K	E	J	P	_	∅	∅	1	7	6	1	0	∅	∅	1973	k	a	j	-	³	∅	∅	K	A	J	_	_	∅	∅	1	7	6	0	0	∅	∅																							1974	ɲˀ	a	r	p	-	∅	∅	N	A	R	P	_	∅	∅	4	7	5	1	0	∅	∅	1975	k	ɪ	j	pʰ	⁵	∅	∅	K	I	J	P	_	∅	∅	1	7	6	1	0	∅	∅
5	1.0000	1	0.2000	541																																													1972	⁵³	k	ə	j	∅	∅	∅	_	K	E	J	∅	∅	∅	0	1	7	6	∅	∅	∅	1973	³	k	a	j	∅	∅	∅	_	K	A	J	∅	∅	∅	0	1	7	6	∅	∅	∅																							1974	-	ɲˀ	a	r	∅	∅	∅	_	N	A	R	∅	∅	∅	0	4	7	5	∅	∅	∅	1975	⁵	k	ɪ	j	∅	∅	∅	_	K	I	J	∅	∅	∅	0	1	7	6	∅	∅	∅
1	0.2000	5	1.0000	542	1976	b	∅	∅	∅	w	ɔ	p	P	∅	∅	∅	W	U	P	1	∅	∅	∅	6	7	1																							1977	b	∅	∅	∅	w	ɛ	p	P	∅	∅	∅	W	E	P	1	∅	∅	∅	6	7	1	1978	b	∅	∅	∅	-	a	p	P	∅	∅	∅	_	A	P	1	∅	∅	∅	0	7	1																							1979	p	∅	∅	∅	-	u	p	P	∅	∅	∅	_	Y	P	1	∅	∅	∅	0	7	1	1980	b	∅	∅	∅	-	ʊ	p	P	∅	∅	∅	_	Y	P	1	∅	∅	∅	0	7	1
2	0.4000	4	0.8000	542	1976	w	b	∅	∅	ɔ	p	³¹	W	P	∅	∅	U	P	_	6	1	∅	∅	7	1	0																							1977	w	b	∅	∅	ɛ	p	²	W	P	∅	∅	E	P	_	6	1	∅	∅	7	1	0	1978	-	b	∅	∅	a	p	³⁴	_	P	∅	∅	A	P	_	0	1	∅	∅	7	1	0																							1979	-	p	∅	∅	u	p	-	_	P	∅	∅	Y	P	_	0	1	∅	∅	7	1	0	1980	-	b	∅	∅	ʊ	p	³	_	P	∅	∅	Y	P	_	0	1	∅	∅	7	1	0
3	0.6000	3	0.6000	542	1976	ɔ	w	b	∅	p	³¹	∅	U	W	P	∅	P	_	∅	7	6	1	∅	1	0	∅																							1977	ɛ	w	b	∅	p	²	∅	E	W	P	∅	P	_	∅	7	6	1	∅	1	0	∅	1978	a	-	b	∅	p	³⁴	∅	A	_	P	∅	P	_	∅	7	0	1	∅	1	0	∅																							1979	u	-	p	∅	p	-	∅	Y	_	P	∅	P	_	∅	7	0	1	∅	1	0	∅	1980	ʊ	-	b	∅	p	³	∅	Y	_	P	∅	P	_	∅	7	0	1	∅	1	0	∅
4	0.8000	2	0.4000	542	1976	p	ɔ	w	b	³¹	∅	∅	P	U	W	P	_	∅	∅	1	7	6	1	0	∅	∅																							1977	p	ɛ	w	b	²	∅	∅	P	E	W	P	_	∅	∅	1	7	6	1	0	∅	∅	1978	p	a	-	b	³⁴	∅	∅	P	A	_	P	_	∅	∅	1	7	0	1	0	∅	∅																							1979	p	u	-	p	-	∅	∅	P	Y	_	P	_	∅	∅	1	7	0	1	0	∅	∅	1980	p	ʊ	-	b	³	∅	∅	P	Y	_	P	_	∅	∅	1	7	0	1	0	∅	∅
5	1.0000	1	0.2000	542	1976	³¹	p	ɔ	w	∅	∅	∅	_	P	U	W	∅	∅	∅	0	1	7	6	∅	∅	∅																							1977	²	p	ɛ	w	∅	∅	∅	_	P	E	W	∅	∅	∅	0	1	7	6	∅	∅	∅	1978	³⁴	p	a	-	∅	∅	∅	_	P	A	_	∅	∅	∅	0	1	7	0	∅	∅	∅																							1979	-	p	u	-	∅	∅	∅	_	P	Y	_	∅	∅	∅	0	1	7	0	∅	∅	∅	1980	³	p	ʊ	-	∅	∅	∅	_	P	Y	_	∅	∅	∅	0	1	7	0	∅	∅	∅
1	0.2500	4	1.0000	543	1981	j	∅	∅	∅	a	m	³	J	∅	∅	∅	A	M	_	6	∅	∅	∅	7	4	0																							1982	j	∅	∅	∅	æ̰	m	³	J	∅	∅	∅	E	M	_	6	∅	∅	∅	7	4	0																																													1983	r	∅	∅	∅	a	m	-	R	∅	∅	∅	A	M	_	5	∅	∅	∅	7	4	0																						
2	0.5000	3	0.7500	543	1981	a	j	∅	∅	m	³	∅	A	J	∅	∅	M	_	∅	7	6	∅	∅	4	0	∅																							1982	æ̰	j	∅	∅	m	³	∅	E	J	∅	∅	M	_	∅	7	6	∅	∅	4	0	∅																																													1983	a	r	∅	∅	m	-	∅	A	R	∅	∅	M	_	∅	7	5	∅	∅	4	0	∅																						
3	0.7500	2	0.5000	543	1981	m	a	j	∅	³	∅	∅	M	A	J	∅	_	∅	∅	4	7	6	∅	0	∅	∅																							1982	m	æ̰	j	∅	³	∅	∅	M	E	J	∅	_	∅	∅	4	7	6	∅	0	∅	∅																																													1983	m	a	r	∅	-	∅	∅	M	A	R	∅	_	∅	∅	4	7	5	∅	0	∅	∅																						
4	1.0000	1	0.2500	543	1981	³	m	a	j	∅	∅	∅	_	M	A	J	∅	∅	∅	0	4	7	6	∅	∅	∅																							1982	³	m	æ̰	j	∅	∅	∅	_	M	E	J	∅	∅	∅	0	4	7	6	∅	∅	∅																																													1983	-	m	a	r	∅	∅	∅	_	M	A	R	∅	∅	∅	0	4	7	5	∅	∅	∅																						
1	0.2000	5	1.0000	544	1984	k	∅	∅	∅	j	ṵ	k	K	∅	∅	∅	J	Y	K	1	∅	∅	∅	6	7	1																							1985	k	∅	∅	∅	j	o̰	ʔ	K	∅	∅	∅	J	U	H	1	∅	∅	∅	6	7	1	1986	k	∅	∅	∅	j	a̰u	ʔ	K	∅	∅	∅	J	A	H	1	∅	∅	∅	6	7	1	1987	x	∅	∅	∅	-	o	ʔ	G	∅	∅	∅	_	U	H	3	∅	∅	∅	0	7	1	1988	kʰ	∅	∅	∅	r	au	k	K	∅	∅	∅	R	A	K	1	∅	∅	∅	5	7	1	1989	k	∅	∅	∅	j	ṵ	ʔ	K	∅	∅	∅	J	Y	H	1	∅	∅	∅	6	7	1
2	0.4000	4	0.8000	544	1984	j	k	∅	∅	ṵ	k	⁵⁴	J	K	∅	∅	Y	K	_	6	1	∅	∅	7	1	0																							1985	j	k	∅	∅	o̰	ʔ	⁵³	J	K	∅	∅	U	H	_	6	1	∅	∅	7	1	0	1986	j	k	∅	∅	a̰u	ʔ	⁵³	J	K	∅	∅	A	H	_	6	1	∅	∅	7	1	0	1987	-	x	∅	∅	o	ʔ	³¹	_	G	∅	∅	U	H	_	0	3	∅	∅	7	1	0	1988	r	kʰ	∅	∅	au	k	-	R	K	∅	∅	A	K	_	5	1	∅	∅	7	1	0	1989	j	k	∅	∅	ṵ	ʔ	⁵⁴	J	K	∅	∅	Y	H	_	6	1	∅	∅	7	1	0
3	0.6000	3	0.6000	544	1984	ṵ	j	k	∅	k	⁵⁴	∅	Y	J	K	∅	K	_	∅	7	6	1	∅	1	0	∅																							1985	o̰	j	k	∅	ʔ	⁵³	∅	U	J	K	∅	H	_	∅	7	6	1	∅	1	0	∅	1986	a̰u	j	k	∅	ʔ	⁵³	∅	A	J	K	∅	H	_	∅	7	6	1	∅	1	0	∅	1987	o	-	x	∅	ʔ	³¹	∅	U	_	G	∅	H	_	∅	7	0	3	∅	1	0	∅	1988	au	r	kʰ	∅	k	-	∅	A	R	K	∅	K	_	∅	7	5	1	∅	1	0	∅	1989	ṵ	j	k	∅	ʔ	⁵⁴	∅	Y	J	K	∅	H	_	∅	7	6	1	∅	1	0	∅
4	0.8000	2	0.4000	544	1984	k	ṵ	j	k	⁵⁴	∅	∅	K	Y	J	K	_	∅	∅	1	7	6	1	0	∅	∅																							1985	ʔ	o̰	j	k	⁵³	∅	∅	H	U	J	K	_	∅	∅	1	7	6	1	0	∅	∅	1986	ʔ	a̰u	j	k	⁵³	∅	∅	H	A	J	K	_	∅	∅	1	7	6	1	0	∅	∅	1987	ʔ	o	-	x	³¹	∅	∅	H	U	_	G	_	∅	∅	1	7	0	3	0	∅	∅	1988	k	au	r	kʰ	-	∅	∅	K	A	R	K	_	∅	∅	1	7	5	1	0	∅	∅	1989	ʔ	ṵ	j	k	⁵⁴	∅	∅	H	Y	J	K	_	∅	∅	1	7	6	1	0	∅	∅
5	1.0000	1	0.2000	544	1984	⁵⁴	k	ṵ	j	∅	∅	∅	_	K	Y	J	∅	∅	∅	0	1	7	6	∅	∅	∅																							1985	⁵³	ʔ	o̰	j	∅	∅	∅	_	H	U	J	∅	∅	∅	0	1	7	6	∅	∅	∅	1986	⁵³	ʔ	a̰u	j	∅	∅	∅	_	H	A	J	∅	∅	∅	0	1	7	6	∅	∅	∅	1987	³¹	ʔ	o	-	∅	∅	∅	_	H	U	_	∅	∅	∅	0	1	7	0	∅	∅	∅	1988	-	k	au	r	∅	∅	∅	_	K	A	R	∅	∅	∅	0	1	7	5	∅	∅	∅	1989	⁵⁴	ʔ	ṵ	j	∅	∅	∅	_	H	Y	J	∅	∅	∅	0	1	7	6	∅	∅	∅
1	0.2000	5	1.0000	545	1990	dʒ	∅	∅	∅	w	ɛ	ʔ	T	∅	∅	∅	W	E	H	1	∅	∅	∅	6	7	1																							1991	dʒ	∅	∅	∅	-	ø	m	T	∅	∅	∅	_	U	M	1	∅	∅	∅	0	7	4	1992	dʒ	∅	∅	∅	-	o	-	T	∅	∅	∅	_	U	_	1	∅	∅	∅	0	7	0																							1993	tsʷ	∅	∅	∅	-	a	t	C	∅	∅	∅	_	A	T	2	∅	∅	∅	0	7	1																						
2	0.4000	4	0.8000	545	1990	w	dʒ	∅	∅	ɛ	ʔ	⁵²	W	T	∅	∅	E	H	_	6	1	∅	∅	7	1	0																							1991	-	dʒ	∅	∅	ø	m	³²	_	T	∅	∅	U	M	_	0	1	∅	∅	7	4	0	1992	-	dʒ	∅	∅	o	-	⁵	_	T	∅	∅	U	_	_	0	1	∅	∅	7	0	0																							1993	-	tsʷ	∅	∅	a	t	-	_	C	∅	∅	A	T	_	0	2	∅	∅	7	1	0																						
3	0.6000	3	0.6000	545	1990	ɛ	w	dʒ	∅	ʔ	⁵²	∅	E	W	T	∅	H	_	∅	7	6	1	∅	1	0	∅																							1991	ø	-	dʒ	∅	m	³²	∅	U	_	T	∅	M	_	∅	7	0	1	∅	4	0	∅	1992	o	-	dʒ	∅	-	⁵	∅	U	_	T	∅	_	_	∅	7	0	1	∅	0	0	∅																							1993	a	-	tsʷ	∅	t	-	∅	A	_	C	∅	T	_	∅	7	0	2	∅	1	0	∅																						
4	0.8000	2	0.4000	545	1990	ʔ	ɛ	w	dʒ	⁵²	∅	∅	H	E	W	T	_	∅	∅	1	7	6	1	0	∅	∅																							1991	m	ø	-	dʒ	³²	∅	∅	M	U	_	T	_	∅	∅	4	7	0	1	0	∅	∅	1992	-	o	-	dʒ	⁵	∅	∅	_	U	_	T	_	∅	∅	0	7	0	1	0	∅	∅																							1993	t	a	-	tsʷ	-	∅	∅	T	A	_	C	_	∅	∅	1	7	0	2	0	∅	∅																						
5	1.0000	1	0.2000	545	1990	⁵²	ʔ	ɛ	w	∅	∅	∅	_	H	E	W	∅	∅	∅	0	1	7	6	∅	∅	∅																							1991	³²	m	ø	-	∅	∅	∅	_	M	U	_	∅	∅	∅	0	4	7	0	∅	∅	∅	1992	⁵	-	o	-	∅	∅	∅	_	_	U	_	∅	∅	∅	0	0	7	0	∅	∅	∅																							1993	-	t	a	-	∅	∅	∅	_	T	A	_	∅	∅	∅	0	1	7	0	∅	∅	∅																						
1	0.2500	4	1.0000	546	1994	ŋ	∅	∅	∅	-	ɛ	⁵	N	∅	∅	∅	_	E	_	4	∅	∅	∅	0	7	0																																																																																																															1995	n	∅	∅	∅	j	ɛ	³²	N	∅	∅	∅	J	E	_	4	∅	∅	∅	6	7	0
2	0.5000	3	0.7500	546	1994	-	ŋ	∅	∅	ɛ	⁵	∅	_	N	∅	∅	E	_	∅	0	4	∅	∅	7	0	∅																																																																																																															1995	j	n	∅	∅	ɛ	³²	∅	J	N	∅	∅	E	_	∅	6	4	∅	∅	7	0	∅
3	0.7500	2	0.5000	546	1994	ɛ	-	ŋ	∅	⁵	∅	∅	E	_	N	∅	_	∅	∅	7	0	4	∅	0	∅	∅																																																																																																															1995	ɛ	j	n	∅	³²	∅	∅	E	J	N	∅	_	∅	∅	7	6	4	∅	0	∅	∅
4	1.0000	1	0.2500	546	1994	⁵	ɛ	-	ŋ	∅	∅	∅	_	E	_	N	∅	∅	∅	0	7	0	4	∅	∅	∅																																																																																																															1995	³²	ɛ	j	n	∅	∅	∅	_	E	J	N	∅	∅	∅	0	7	6	4	∅	∅	∅
1	0.2500	4	1.0000	547																																													1996	l	∅	∅	∅	o	ŋ	⁵¹	L	∅	∅	∅	U	N	_	5	∅	∅	∅	7	4	0	1997	l	∅	∅	∅	au	ŋ	³	L	∅	∅	∅	A	N	_	5	∅	∅	∅	7	4	0																							1998	l	∅	∅	∅	au	ŋ	-	L	∅	∅	∅	A	N	_	5	∅	∅	∅	7	4	0																						
2	0.5000	3	0.7500	547																																													1996	o	l	∅	∅	ŋ	⁵¹	∅	U	L	∅	∅	N	_	∅	7	5	∅	∅	4	0	∅	1997	au	l	∅	∅	ŋ	³	∅	A	L	∅	∅	N	_	∅	7	5	∅	∅	4	0	∅																							1998	au	l	∅	∅	ŋ	-	∅	A	L	∅	∅	N	_	∅	7	5	∅	∅	4	0	∅																						
3	0.7500	2	0.5000	547																																													1996	ŋ	o	l	∅	⁵¹	∅	∅	N	U	L	∅	_	∅	∅	4	7	5	∅	0	∅	∅	1997	ŋ	au	l	∅	³	∅	∅	N	A	L	∅	_	∅	∅	4	7	5	∅	0	∅	∅																							1998	ŋ	au	l	∅	-	∅	∅	N	A	L	∅	_	∅	∅	4	7	5	∅	0	∅	∅																						
