** /proj/evolang2022/tiago/ST2022/data-surprise/bantubvd/solutions-0.10.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
Argobba          1.7879        0.3291       0.6467         0.4879       2.7879        0.5620       0.4583         0.2214
Chaha            0.5000        0.0964       0.8719         0.8436       1.1765        0.2360       0.7328         0.6245
Endegagn         2.0769        0.4101       0.5680         0.4247       2.2692        0.4492       0.5130         0.3748
Ezha             0.7647        0.1514       0.8306         0.7508       1.5294        0.3195       0.6644         0.5358
Geez             2.3548        0.4161       0.5425         0.4058       3.3226        0.5922       0.3943         0.1831
Gumer            0.8529        0.1671       0.8341         0.7275       1.1176        0.2295       0.7660         0.6287
Gura             0.5588        0.0988       0.8599         0.8312       1.2059        0.2528       0.7175         0.6140
Gyeto            1.1562        0.2118       0.7327         0.6633       1.6875        0.3265       0.6118         0.4931
Harari           2.6452        0.4882       0.5125         0.3452       3.6452        0.7179       0.3214         0.1189
Inor             1.2727        0.2388       0.7198         0.6376       2.2727        0.4409       0.5058         0.4141
Kistane          1.3235        0.2430       0.6890         0.6314       2.3529        0.4457       0.4902         0.3411
Mesqan           0.9706        0.1859       0.7623         0.7235       1.4412        0.2907       0.6877         0.5273
Muher            1.2353        0.2144       0.7316         0.6901       1.7941        0.3628       0.6317         0.4353
Silte            1.3939        0.2905       0.6916         0.5703       2.4848        0.5018       0.4813         0.2876
Tigre            2.5000        0.4652       0.5047         0.3489       3.3667        0.6383       0.3782         0.1207
Tigrigna         2.4688        0.4197       0.5500         0.3692       3.2812        0.6167       0.3786         0.1372
Wolane           1.3235        0.2691       0.7013         0.5942       2.1176        0.4409       0.5566         0.3686
Zway             1.5000        0.2999       0.6854         0.5475       2.5588        0.5468       0.4463         0.2657
TOTAL            1.4619        0.2737       0.6925         0.5931       2.2306        0.4415       0.5405         0.3713


** /proj/evolang2022/tiago/ST2022/data/felekesemitic/solutions-0.20.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Amharic          1.4286        0.2677       0.6458         0.6095       3.0000        0.6030       0.3579         0.2113
Argobba          2.0566        0.3730       0.5501         0.4355       3.6038        0.7179       0.3162         0.1000
Chaha            0.6716        0.1423       0.8208         0.7662       1.5821        0.3211       0.6069         0.5159
Endegagn         2.0000        0.4040       0.5479         0.4488       2.9184        0.5569       0.4102         0.2723
Ezha             1.0000        0.2059       0.7676         0.6709       1.9385        0.3857       0.5529         0.4297
Geez             2.7826        0.4690       0.4703         0.3503       3.6087        0.6472       0.3025         0.1837
Gumer            1.1912        0.2447       0.7465         0.6211       1.6471        0.3487       0.6259         0.4872
Gura             0.7206        0.1511       0.8158         0.7584       1.7941        0.3794       0.5929         0.4295
Gyeto            1.5077        0.2774       0.6416         0.5834       2.5385        0.4778       0.4377         0.3379
Harari           3.5306        0.6271       0.3868         0.1952       4.2653        0.7949       0.2619         0.0834
Inor             1.5077        0.2736       0.6687         0.5901       2.9538        0.5359       0.3780         0.3057
Kistane          1.4462        0.2731       0.6632         0.5739       3.3077        0.6161       0.3386         0.1993
Mesqan           1.1970        0.2215       0.7182         0.6544       2.1667        0.4307       0.5138         0.3977
Muher            1.4328        0.2646       0.6728         0.6015       2.8358        0.5461       0.4245         0.2599
Silte            1.6935        0.3266       0.6088         0.5306       3.3226        0.6279       0.3511         0.1958
Tigre            2.9545        0.5378       0.4409         0.2755       3.6364        0.6271       0.3411         0.1487
Tigrigna         2.6136        0.4356       0.5193         0.3518       3.5000        0.6175       0.3511         0.1259
Wolane           1.8636        0.3390       0.5660         0.5163       3.1970        0.6264       0.3475         0.2147
Zway             1.7692        0.3299       0.6199         0.5080       3.2769        0.6495       0.3184         0.1925
TOTAL            1.7562        0.3244       0.6248         0.5285       2.8996        0.5531       0.4121         0.2680


** /proj/evolang2022/tiago/ST2022/data/felekesemitic/solutions-0.30.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Amharic          1.8421        0.3445       0.5777         0.4992       3.4868        0.6587       0.2899         0.1579
Argobba          2.1714        0.4114       0.5113         0.4094       4.3143        0.8211       0.2359         0.0434
Chaha            0.8913        0.1813       0.7873         0.7040       2.7065        0.5241       0.4057         0.2823
Endegagn         2.3000        0.4496       0.4978         0.4090       3.4000        0.6549       0.3031         0.2015
Ezha             1.2903        0.2550       0.7138         0.5795       2.7849        0.5269       0.4116         0.2697
Geez             2.5410        0.4400       0.4717         0.3741       4.5902        0.8208       0.2329         0.0848
Gumer            1.3763        0.2603       0.7278         0.5865       2.6452        0.5221       0.4210         0.3052
Gura             0.8804        0.1795       0.7922         0.7113       2.5978        0.5078       0.4196         0.3037
Gyeto            1.5714        0.2809       0.6279         0.5725       3.1978        0.5828       0.3505         0.2276
Harari           3.1897        0.5867       0.4087         0.2303       4.4118        0.9539       0.1834         0.0002
Inor             2.2667        0.3755       0.5553         0.4413       3.7444        0.6575       0.3067         0.1640
Kistane          1.6966        0.3344       0.6069         0.4881       3.7528        0.6947       0.2544         0.1349
Mesqan           1.4946        0.2882       0.6774         0.5500       3.0645        0.5829       0.3482         0.2273
Muher            1.5824        0.2881       0.6271         0.5844       3.3077        0.5926       0.3376         0.2260
Silte            1.8588        0.3473       0.5779         0.4907       4.3412        0.8136       0.2416         0.0907
Tigre            3.2712        0.5994       0.3977         0.2146       4.2881        0.7190       0.2735         0.0921
Tigrigna         2.6964        0.4505       0.4969         0.3277       4.0000        0.6930       0.2808         0.1242
Wolane           2.4000        0.4327       0.5266         0.3890       3.9556        0.7657       0.2240         0.1011
Zway             1.8537        0.3386       0.5895         0.5037       4.1585        0.7847       0.2247         0.1160
TOTAL            1.9565        0.3602       0.5880         0.4771       3.6183        0.6777       0.3024         0.1659


** /proj/evolang2022/tiago/ST2022/data/felekesemitic/solutions-0.40.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Amharic          1.7640        0.3307       0.5963         0.5037       3.8427        0.7514       0.2446         0.0936
Argobba          2.0125        0.3763       0.5457         0.4558       4.5750        0.8795       0.1995         0.0251
Chaha            1.4786        0.2955       0.6848         0.5300       3.1709        0.5894       0.3256         0.2288
Endegagn         2.4944        0.4634       0.4751         0.3744       4.1573        0.8128       0.1631         0.0637
Ezha             1.6500        0.3243       0.6767         0.4865       3.5750        0.6476       0.2846         0.1856
Geez             2.4776        0.4174       0.4825         0.4047       4.8209        0.8314       0.2327         0.0802
Gumer            1.7479        0.3381       0.6785         0.4877       3.5462        0.6473       0.2962         0.1897
Gura             1.2174        0.2433       0.7327         0.6040       3.1913        0.5900       0.3160         0.2165
Gyeto            2.0261        0.3720       0.5849         0.4662       3.8087        0.6955       0.2720         0.1506
Harari           3.1538        0.5645       0.3804         0.2725       4.3538        0.9111       0.1222         0.0031
Inor             2.6396        0.4279       0.5165         0.3782       4.1081        0.6931       0.2535         0.1266
Kistane          2.2636        0.4400       0.5063         0.3649       4.4636        0.8567       0.1653         0.0224
Mesqan           1.6148        0.3122       0.6483         0.5094       4.0820        0.7367       0.2148         0.1240
Muher            2.1597        0.4002       0.5627         0.3837       4.3866        0.7852       0.2152         0.1131
Silte            1.9239        0.3576       0.5598         0.4773       4.3370        0.8251       0.2410         0.0770
Tigre            3.0769        0.5502       0.4038         0.2570       4.3077        0.8677       0.1382         0.0093
Tigrigna         2.5738        0.4330       0.5073         0.3456       4.2787        0.7188       0.2564         0.1057
Wolane           1.8384        0.3607       0.5575         0.4836       4.1313        0.7808       0.2223         0.1099
Zway             2.1538        0.4131       0.5167         0.4198       4.4066        0.8635       0.2045         0.0567
TOTAL            2.1193        0.3905       0.5588         0.4318       4.0812        0.7623       0.2299         0.1043


** /proj/evolang2022/tiago/ST2022/data/felekesemitic/solutions-0.50.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Amharic          2.2233        0.4108       0.5192         0.4145       4.5340        0.7867       0.2154         0.0824
Argobba          2.5824        0.4652       0.4658         0.3636       4.7912        0.8295       0.1932         0.0616
Chaha            3.2941        0.6353       0.4245         0.1746       4.0827        0.8009       0.1956         0.0274
Endegagn         2.8298        0.5203       0.4227         0.3094       4.1809        0.7542       0.2469         0.1312
Ezha             2.9778        0.5609       0.4526         0.2497       5.4963        0.8616       0.1632         0.0298
Geez             2.5789        0.4621       0.4463         0.3639       4.9342        0.8019       0.2214         0.0714
Gumer            4.2014        0.7359       0.3145         0.0648       4.3022        0.8494       0.1716         0.0213
Gura             2.5522        0.5069       0.5475         0.2512       4.7388        0.7606       0.2237         0.0874
Gyeto            2.8425        0.5420       0.4645         0.2570       4.3228        0.7852       0.2069         0.0772
Harari           3.3333        0.5958       0.3675         0.2272       4.9067        0.8494       0.1982         0.0645
Inor             3.1463        0.5193       0.4315         0.2831       4.4797        0.7605       0.2396         0.0782
Kistane          2.4833        0.4784       0.4729         0.3251       4.9583        0.8654       0.1250         0.0201
Mesqan           3.2536        0.5979       0.4423         0.2010       5.5362        0.8422       0.1902         0.0272
Muher            3.0970        0.5680       0.4505         0.2345       4.2313        0.8049       0.1578         0.0564
Silte            2.2041        0.4181       0.5272         0.4050       4.6939        0.8421       0.2294         0.0637
Tigre            3.5200        0.6186       0.3436         0.1907       4.8267        0.8024       0.2218         0.0499
Tigrigna         3.0429        0.5068       0.4581         0.2469       4.7000        0.7509       0.2332         0.0891
Wolane           2.4057        0.4545       0.4955         0.3785       4.5607        0.8375       0.1976         0.0877
Zway             2.4757        0.4694       0.4760         0.3436       4.9126        0.8926       0.2038         0.0395
TOTAL            2.8971        0.5298       0.4486         0.2781       4.6942        0.8146       0.2018         0.0614


** /proj/evolang2022/tiago/ST2022/data/hantganbangime/solutions-0.10.tsv
Language         ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
-------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Bankan_Tey          1.4048        0.3255       0.6085         0.5561       2.1786        0.5344       0.3797         0.2992
Ben_Tey             1.2391        0.3006       0.6047         0.5620       1.9674        0.5006       0.4265         0.3103
Bunoge              1.7347        0.3815       0.5641         0.4547       2.8163        0.6560       0.3150         0.2155
Jamsay              0.9750        0.2743       0.6746         0.5992       1.6375        0.4432       0.4938         0.4095
Mombo               1.3548        0.3462       0.6031         0.5118       2.1613        0.5254       0.4597         0.3159
Najamba             1.3030        0.3389       0.6262         0.5011       2.3333        0.5777       0.3816         0.1951
Nanga               1.2353        0.3111       0.6276         0.5468       2.0824        0.5155       0.4354         0.3246
Penange             1.5088        0.3806       0.6015         0.4632       2.2105        0.5288       0.4392         0.3146
Perge_Tegu          0.9565        0.2474       0.6873         0.6463       1.7609        0.4660       0.4834         0.3918
Tebul_Ure           1.1758        0.3103       0.6313         0.5675       2.2747        0.5699       0.3721         0.2331
Tiranige_Diga       1.5303        0.3969       0.5610         0.4565       2.4697        0.5712       0.3858         0.2823
Togo_Kan            1.0267        0.2768       0.6488         0.6174       1.9733        0.5272       0.4160         0.3171
Tommo_So            1.3457        0.3112       0.6573         0.5721       1.8395        0.4559       0.4455         0.3690
Toro_Tegu           1.7313        0.4110       0.5358         0.4398       2.2985        0.5889       0.3461         0.2596
Yanda_Dom           1.4937        0.3378       0.6161         0.5246       1.9103        0.4881       0.4397         0.3458
Yorno_So            0.9529        0.2644       0.6859         0.6189       1.6000        0.4386       0.4863         0.4007
TOTAL               1.3105        0.3259       0.6209         0.5399       2.0946        0.5242       0.4191         0.3115


** /proj/evolang2022/tiago/ST2022/data/hantganbangime/solutions-0.20.tsv
Language         ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
-------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Bankan_Tey          1.8478        0.4169       0.5315         0.4367       2.6884        0.6740       0.2852         0.1661
Ben_Tey             1.4459        0.3379       0.5390         0.5186       2.8041        0.6840       0.2323         0.1699
Bunoge              1.8333        0.4032       0.5325         0.4315       3.1389        0.7462       0.2920         0.1588
Jamsay              1.0571        0.2696       0.6498         0.6107       2.2929        0.5613       0.3384         0.2843
Mombo               1.4624        0.3715       0.5628         0.4837       2.4516        0.6122       0.3448         0.2474
Najamba             1.4563        0.3598       0.5734         0.4755       2.7573        0.6541       0.2723         0.1622
Nanga               1.4762        0.3655       0.5508         0.4831       2.8231        0.6774       0.2816         0.2073
Penange             1.4824        0.3716       0.5374         0.4861       2.5765        0.6161       0.3264         0.2213
Perge_Tegu          1.0127        0.2573       0.6649         0.6320       2.4076        0.6121       0.3322         0.2246
Tebul_Ure           1.4276        0.3738       0.5526         0.4769       3.1379        0.7634       0.2175         0.1023
Tiranige_Diga       1.5714        0.4020       0.5262         0.4291       2.8476        0.6607       0.2691         0.1994
Togo_Kan            1.4435        0.3492       0.5969         0.5221       2.5242        0.6532       0.2923         0.2278
Tommo_So            1.4275        0.3482       0.5866         0.5130       2.5000        0.6417       0.3084         0.2223
Toro_Tegu           1.5490        0.3939       0.5087         0.4706       2.7745        0.6805       0.2682         0.1984
Yanda_Dom           1.5674        0.3606       0.5480         0.4933       2.8085        0.7015       0.2326         0.1500
Yorno_So            1.2078        0.3131       0.5956         0.5519       2.6688        0.6783       0.2462         0.1987
TOTAL               1.4543        0.3559       0.5660         0.5009       2.7001        0.6635       0.2837         0.1963


** /proj/evolang2022/tiago/ST2022/data/hantganbangime/solutions-0.30.tsv
Language         ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
-------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Bankan_Tey          1.6307        0.3882       0.5033         0.4706       3.2102        0.7852       0.2042         0.1006
Ben_Tey             1.7039        0.3932       0.4897         0.4561       3.0447        0.7212       0.2051         0.1471
Bunoge              2.0102        0.4303       0.4794         0.4028       3.2653        0.7697       0.2597         0.1310
Jamsay              1.1908        0.3160       0.5960         0.5619       2.7110        0.6952       0.2480         0.1881
Mombo               1.7717        0.4071       0.4892         0.4360       2.7717        0.6786       0.2578         0.1738
Najamba             1.8227        0.4466       0.4715         0.3762       3.3901        0.7868       0.1843         0.0810
Nanga               1.5301        0.3888       0.5142         0.4465       3.0929        0.7542       0.2098         0.1246
Penange             1.5357        0.3740       0.5237         0.4556       2.8839        0.6714       0.2887         0.1928
Perge_Tegu          1.2000        0.3029       0.6062         0.5718       3.0000        0.7446       0.2254         0.1365
Tebul_Ure           1.5333        0.4136       0.5240         0.4197       3.1889        0.7735       0.1865         0.1138
Tiranige_Diga       1.7681        0.4395       0.4849         0.3842       3.1087        0.7064       0.2142         0.1690
Togo_Kan            1.3133        0.3463       0.5725         0.5273       2.9600        0.7603       0.2380         0.1239
Tommo_So            1.6188        0.3853       0.5309         0.4721       2.9611        0.7283       0.2146         0.1518
Toro_Tegu           1.7744        0.4786       0.4319         0.3753       3.0451        0.7390       0.2247         0.1524
Yanda_Dom           1.5690        0.3687       0.5459         0.4840       3.2529        0.8019       0.1703         0.1036
Yorno_So            1.2613        0.3379       0.5632         0.5303       2.9246        0.7645       0.1967         0.1174
TOTAL               1.5771        0.3886       0.5204         0.4607       3.0507        0.7426       0.2205         0.1380


** /proj/evolang2022/tiago/ST2022/data/hantganbangime/solutions-0.40.tsv
Language         ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
-------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Bankan_Tey          1.7874        0.4358       0.4733         0.4065       3.3623        0.7998       0.1668         0.1059
Ben_Tey             1.8095        0.4083       0.4742         0.4485       3.4238        0.7911       0.1737         0.1085
Bunoge              1.8898        0.4271       0.4903         0.4070       3.3390        0.7724       0.2583         0.1253
Jamsay              1.2899        0.3339       0.5692         0.5317       3.2271        0.7961       0.1835         0.1110
Mombo               1.8544        0.4357       0.4679         0.3785       3.1456        0.7288       0.2197         0.1464
Najamba             1.9938        0.4880       0.4363         0.3295       3.5494        0.8174       0.1708         0.0598
Nanga               1.8357        0.4663       0.4532         0.3544       3.2642        0.7801       0.1876         0.1074
Penange             1.6547        0.4031       0.5173         0.4462       2.7554        0.6380       0.3017         0.2067
Perge_Tegu          1.2424        0.3224       0.5571         0.5481       3.5043        0.8543       0.1710         0.0648
Tebul_Ure           2.0842        0.5017       0.4141         0.3242       3.5495        0.8311       0.1622         0.0780
Tiranige_Diga       1.7778        0.4369       0.4726         0.3860       3.3642        0.7636       0.2125         0.1250
Togo_Kan            1.5393        0.4010       0.4943         0.4708       3.1067        0.7693       0.1976         0.1263
Tommo_So            1.4975        0.3962       0.4949         0.4606       3.0249        0.7378       0.2027         0.1379
Toro_Tegu           2.0131        0.5255       0.3937         0.3302       3.0327        0.7623       0.1980         0.1258
Yanda_Dom           1.6786        0.4034       0.4977         0.4424       3.9796        0.9221       0.1539         0.0161
Yorno_So            1.3964        0.3781       0.5224         0.4838       3.2108        0.8192       0.1745         0.0945
TOTAL               1.7090        0.4227       0.4830         0.4218       3.3025        0.7865       0.1959         0.1087


** /proj/evolang2022/tiago/ST2022/data/hantganbangime/solutions-0.50.tsv
Language         ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
-------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Bankan_Tey          2.1491        0.5054       0.4180         0.3325       3.2895        0.8025       0.1783         0.1027
Ben_Tey             1.8553        0.4157       0.4598         0.4433       3.5526        0.8290       0.1591         0.0879
Bunoge              2.1119        0.4695       0.4640         0.3856       3.1469        0.7037       0.2309         0.1643
Jamsay              1.6770        0.4119       0.4943         0.4547       3.3673        0.8108       0.1631         0.0873
Mombo               2.0000        0.4702       0.4321         0.3556       3.3085        0.7505       0.2063         0.1486
Najamba             2.1732        0.5059       0.4055         0.3092       3.4804        0.8166       0.1676         0.0655
Nanga               1.8646        0.4723       0.4370         0.3602       3.6769        0.8657       0.1280         0.0762
Penange             1.8323        0.4511       0.4730         0.3822       2.8144        0.6515       0.2773         0.1906
Perge_Tegu          1.6299        0.4131       0.4683         0.4575       3.5984        0.8475       0.1486         0.0682
Tebul_Ure           2.5300        0.5776       0.3677         0.2575       3.7143        0.8525       0.1530         0.0589
Tiranige_Diga       1.9840        0.4708       0.4342         0.3465       3.3422        0.7749       0.1880         0.1192
Togo_Kan            2.0299        0.4815       0.4430         0.3780       3.3234        0.8062       0.1733         0.1014
Tommo_So            1.7411        0.4542       0.4355         0.3984       3.3214        0.8013       0.1679         0.1071
Toro_Tegu           2.2619        0.5819       0.3378         0.2700       3.5952        0.8616       0.1441         0.0771
Yanda_Dom           2.0654        0.4858       0.4269         0.3383       3.7243        0.8672       0.1477         0.0529
Yorno_So            1.8097        0.4657       0.4514         0.3793       3.4395        0.8386       0.1590         0.0660
TOTAL               1.9822        0.4770       0.4343         0.3655       3.4185        0.8050       0.1745         0.0984


** /proj/evolang2022/tiago/ST2022/data/hattorijaponic/solutions-0.10.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Amami            2.2857        0.4218       0.5670         0.4101       1.5000        0.3094       0.6384         0.5810
Hachijo          0.4643        0.0874       0.8745         0.8713       0.7500        0.1330       0.7950         0.8006
Kagoshima        1.5714        0.3629       0.6262         0.4772       1.1071        0.2839       0.7181         0.5703
Kochi            0.1786        0.0264       0.9589         0.9596       0.2143        0.0394       0.9544         0.9339
Kyoto            0.3929        0.1304       0.9315         0.8024       0.2857        0.0935       0.9253         0.8515
Miyako           1.7500        0.3952       0.5821         0.4669       1.5357        0.3952       0.5926         0.4515
Oki              0.5714        0.1190       0.8230         0.8182       0.6429        0.1482       0.8120         0.7609
Sado             0.1786        0.0238       0.9605         0.9636       0.3214        0.0557       0.9209         0.9106
Shuri            1.3214        0.2863       0.6673         0.6038       1.4643        0.3421       0.6198         0.5550
Tokyo            0.6429        0.1243       0.8980         0.8136       0.3571        0.0780       0.9296         0.8745
TOTAL            0.9357        0.1978       0.7889         0.7187       0.8179        0.1878       0.7906         0.7290


** /proj/evolang2022/tiago/ST2022/data/hattorijaponic/solutions-0.20.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Amami            1.9107        0.3667       0.6342         0.4873       1.4821        0.3240       0.6302         0.5704
Hachijo          0.8571        0.1697       0.7471         0.7580       0.9643        0.2074       0.7436         0.6684
Kagoshima        1.6429        0.4114       0.5521         0.4637       1.3393        0.3682       0.6152         0.4728
Kochi            0.2679        0.0569       0.9266         0.9114       0.3571        0.0790       0.8993         0.8651
Kyoto            0.4643        0.1298       0.8872         0.8046       0.4286        0.1268       0.8819         0.7909
Miyako           1.8036        0.4121       0.5511         0.4308       1.5714        0.3899       0.5437         0.4524
Oki              0.7321        0.1851       0.7613         0.6923       0.8393        0.2055       0.7458         0.6861
Sado             0.3036        0.0598       0.9161         0.9030       0.5000        0.1009       0.8478         0.8375
Shuri            1.9286        0.3579       0.6052         0.4967       1.5714        0.3648       0.5889         0.5422
Tokyo            0.4821        0.1034       0.8917         0.8377       0.6071        0.1381       0.8538         0.7676
TOTAL            1.0393        0.2253       0.7473         0.6785       0.9661        0.2304       0.7350         0.6653


** /proj/evolang2022/tiago/ST2022/data/hattorijaponic/solutions-0.30.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Amami            2.3580        0.4239       0.5550         0.4353       1.8889        0.3825       0.5603         0.4785
Hachijo          0.9875        0.1911       0.7399         0.7179       1.4375        0.3079       0.6122         0.5295
Kagoshima        1.8554        0.4555       0.4998         0.4074       1.6386        0.4373       0.5328         0.4102
Kochi            0.2771        0.0615       0.9179         0.9004       0.5904        0.1350       0.8292         0.7802
Kyoto            0.4337        0.1176       0.8841         0.8189       0.6265        0.1471       0.8145         0.7571
Miyako           1.8072        0.4247       0.5139         0.4403       2.3415        0.5786       0.3739         0.2633
Oki              0.9398        0.2110       0.7049         0.6750       1.0964        0.2677       0.6721         0.5979
Sado             0.3293        0.0702       0.9045         0.8866       0.7317        0.1575       0.7805         0.7599
Shuri            2.1098        0.3659       0.5307         0.4946       1.9878        0.3990       0.5188         0.4623
Tokyo            0.5181        0.1115       0.8871         0.8217       0.6024        0.1466       0.8372         0.7558
TOTAL            1.1616        0.2433       0.7138         0.6598       1.2942        0.2959       0.6532         0.5795


** /proj/evolang2022/tiago/ST2022/data/mannburmish/solutions-0.10.tsv
Language          ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
--------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Achang               2.2069        0.5325       0.4687         0.3116       1.8621        0.4572       0.5415         0.3899
Bela                 2.0517        0.5537       0.4905         0.2742       2.1897        0.5790       0.4533         0.2577
Lashi                2.0517        0.5112       0.5354         0.3367       1.9138        0.5017       0.5403         0.3245
Maru                 2.1897        0.5787       0.5028         0.2760       2.1897        0.5736       0.4819         0.2978
Phon                 1.9138        0.4937       0.5075         0.3424       1.8448        0.4888       0.4658         0.3549
WrittenBurmese       1.6379        0.5158       0.5107         0.3390       1.4828        0.4741       0.5035         0.4209
Zaiwa                1.8793        0.4862       0.5706         0.3224       1.5345        0.4009       0.6023         0.4307
TOTAL                1.9901        0.5245       0.5123         0.3146       1.8596        0.4965       0.5127         0.3538


** /proj/evolang2022/tiago/ST2022/data/mannburmish/solutions-0.20.tsv
Language          ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
--------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Achang               1.9646        0.4976       0.4444         0.3524       2.0177        0.5162       0.4354         0.3357
Bela                 1.8925        0.5106       0.4639         0.3290       2.1828        0.5832       0.3988         0.2646
Lashi                2.0000        0.4930       0.4856         0.3463       1.8522        0.4858       0.4884         0.3318
Maru                 2.1622        0.5751       0.4322         0.2803       2.3784        0.6210       0.3892         0.2366
Phon                 2.0105        0.5470       0.4403         0.3049       1.9263        0.5228       0.4262         0.3085
WrittenBurmese       1.9027        0.5745       0.3946         0.2760       1.5929        0.5184       0.4234         0.3449
Zaiwa                1.7857        0.4685       0.5322         0.3555       1.8036        0.4793       0.4833         0.3428
TOTAL                1.9597        0.5238       0.4562         0.3206       1.9648        0.5324       0.4349         0.3093


** /proj/evolang2022/tiago/ST2022/data/mannburmish/solutions-0.30.tsv
Language          ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
--------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Achang               2.2807        0.5389       0.3986         0.2898       2.1871        0.5504       0.3824         0.2953
Bela                 2.0840        0.5601       0.4316         0.2678       2.8067        0.7772       0.2229         0.0892
Lashi                1.9827        0.4880       0.4712         0.3427       2.0983        0.5397       0.4217         0.2890
Maru                 2.2651        0.5876       0.3986         0.2707       2.4699        0.6358       0.3547         0.2182
Phon                 2.3134        0.6088       0.3835         0.2528       2.3881        0.6373       0.3378         0.2363
WrittenBurmese       1.9212        0.5715       0.3788         0.2881       1.8424        0.5790       0.3553         0.2701
Zaiwa                1.8623        0.4802       0.4894         0.3488       2.0958        0.5471       0.3998         0.2798
TOTAL                2.1013        0.5479       0.4217         0.2944       2.2698        0.6095       0.3535         0.2397


** /proj/evolang2022/tiago/ST2022/data/mannburmish/solutions-0.40.tsv
Language          ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
--------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Achang               2.2568        0.5339       0.3924         0.3012       2.4009        0.5832       0.3341         0.2690
Bela                 2.1549        0.5725       0.4019         0.2633       2.9437        0.8157       0.2307         0.0756
Lashi                2.1528        0.5214       0.4137         0.3176       2.2533        0.5833       0.3848         0.2470
Maru                 2.2791        0.5953       0.3736         0.2695       2.6930        0.6937       0.2873         0.1788
Phon                 2.4267        0.6459       0.3646         0.2275       2.5867        0.6777       0.3164         0.2021
WrittenBurmese       2.0290        0.5960       0.3462         0.2622       2.0048        0.6439       0.3085         0.2202
Zaiwa                1.9163        0.4938       0.4520         0.3340       2.5488        0.6580       0.2984         0.1868
TOTAL                2.1736        0.5656       0.3921         0.2822       2.4902        0.6651       0.3086         0.1971


** /proj/evolang2022/tiago/ST2022/data/mannburmish/solutions-0.50.tsv
Language          ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
--------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Achang               2.3690        0.5663       0.3753         0.2761       2.7897        0.6629       0.2655         0.1919
Bela                 2.5633        0.6448       0.3267         0.2211       3.1139        0.8539       0.2049         0.0768
