index	index_p	rindex	rindex_p	cogid	id_1	segment_1	segment_1_L1	segment_1_L2	segment_1_L3	segment_1_R1	segment_1_R2	segment_1_R3	SC_1	SC_1_L1	SC_1_L2	SC_1_L3	SC_1_R1	SC_1_R2	SC_1_R3	PROSODY_1	PROSODY_1_L1	PROSODY_1_L2	PROSODY_1_L3	PROSODY_1_R1	PROSODY_1_R2	PROSODY_1_R3	id_2	segment_2	segment_2_L1	segment_2_L2	segment_2_L3	segment_2_R1	segment_2_R2	segment_2_R3	SC_2	SC_2_L1	SC_2_L2	SC_2_L3	SC_2_R1	SC_2_R2	SC_2_R3	PROSODY_2	PROSODY_2_L1	PROSODY_2_L2	PROSODY_2_L3	PROSODY_2_R1	PROSODY_2_R2	PROSODY_2_R3	id_3	segment_3	segment_3_L1	segment_3_L2	segment_3_L3	segment_3_R1	segment_3_R2	segment_3_R3	SC_3	SC_3_L1	SC_3_L2	SC_3_L3	SC_3_R1	SC_3_R2	SC_3_R3	PROSODY_3	PROSODY_3_L1	PROSODY_3_L2	PROSODY_3_L3	PROSODY_3_R1	PROSODY_3_R2	PROSODY_3_R3	id_4	segment_4	segment_4_L1	segment_4_L2	segment_4_L3	segment_4_R1	segment_4_R2	segment_4_R3	SC_4	SC_4_L1	SC_4_L2	SC_4_L3	SC_4_R1	SC_4_R2	SC_4_R3	PROSODY_4	PROSODY_4_L1	PROSODY_4_L2	PROSODY_4_L3	PROSODY_4_R1	PROSODY_4_R2	PROSODY_4_R3	id_5	segment_5	segment_5_L1	segment_5_L2	segment_5_L3	segment_5_R1	segment_5_R2	segment_5_R3	SC_5	SC_5_L1	SC_5_L2	SC_5_L3	SC_5_R1	SC_5_R2	SC_5_R3	PROSODY_5	PROSODY_5_L1	PROSODY_5_L2	PROSODY_5_L3	PROSODY_5_R1	PROSODY_5_R2	PROSODY_5_R3	id_6	segment_6	segment_6_L1	segment_6_L2	segment_6_L3	segment_6_R1	segment_6_R2	segment_6_R3	SC_6	SC_6_L1	SC_6_L2	SC_6_L3	SC_6_R1	SC_6_R2	SC_6_R3	PROSODY_6	PROSODY_6_L1	PROSODY_6_L2	PROSODY_6_L3	PROSODY_6_R1	PROSODY_6_R2	PROSODY_6_R3	id_7	segment_7	segment_7_L1	segment_7_L2	segment_7_L3	segment_7_R1	segment_7_R2	segment_7_R3	SC_7	SC_7_L1	SC_7_L2	SC_7_L3	SC_7_R1	SC_7_R2	SC_7_R3	PROSODY_7	PROSODY_7_L1	PROSODY_7_L2	PROSODY_7_L3	PROSODY_7_R1	PROSODY_7_R2	PROSODY_7_R3	id_8	segment_8	segment_8_L1	segment_8_L2	segment_8_L3	segment_8_R1	segment_8_R2	segment_8_R3	SC_8	SC_8_L1	SC_8_L2	SC_8_L3	SC_8_R1	SC_8_R2	SC_8_R3	PROSODY_8	PROSODY_8_L1	PROSODY_8_L2	PROSODY_8_L3	PROSODY_8_R1	PROSODY_8_R2	PROSODY_8_R3	id_9	segment_9	segment_9_L1	segment_9_L2	segment_9_L3	segment_9_R1	segment_9_R2	segment_9_R3	SC_9	SC_9_L1	SC_9_L2	SC_9_L3	SC_9_R1	SC_9_R2	SC_9_R3	PROSODY_9	PROSODY_9_L1	PROSODY_9_L2	PROSODY_9_L3	PROSODY_9_R1	PROSODY_9_R2	PROSODY_9_R3	id_10	segment_10	segment_10_L1	segment_10_L2	segment_10_L3	segment_10_R1	segment_10_R2	segment_10_R3	SC_10	SC_10_L1	SC_10_L2	SC_10_L3	SC_10_R1	SC_10_R2	SC_10_R3	PROSODY_10	PROSODY_10_L1	PROSODY_10_L2	PROSODY_10_L3	PROSODY_10_R1	PROSODY_10_R2	PROSODY_10_R3
4	1.0000	1	0.2500	3971																							814	a	m	a	x	∅	∅	∅	A	M	A	G	∅	∅	∅	7	4	7	3	∅	∅	∅																							815	-	m	á	k	∅	∅	∅	_	M	A	K	∅	∅	∅	0	4	7	1	∅	∅	∅																							816	a	m	á	k	∅	∅	∅	A	M	A	K	∅	∅	∅	7	4	7	1	∅	∅	∅	817	a	m	a	k	∅	∅	∅	A	M	A	K	∅	∅	∅	7	4	7	1	∅	∅	∅																																													813	a	m	a	k	∅	∅	∅	A	M	A	K	∅	∅	∅	7	4	7	1	∅	∅	∅
1	0.1667	6	1.0000	3981	818	i	∅	∅	∅	-	m	-	I	∅	∅	∅	_	M	_	7	∅	∅	∅	0	4	0	820	i	∅	∅	∅	i	m	-	I	∅	∅	∅	I	M	_	7	∅	∅	∅	7	4	0																																																																																																															821	i	∅	∅	∅	-	m	a	I	∅	∅	∅	_	M	A	7	∅	∅	∅	0	4	7	822	ɛ	∅	∅	∅	-	m	-	E	∅	∅	∅	_	M	_	7	∅	∅	∅	0	4	0	819	iː	∅	∅	∅	-	m	-	I	∅	∅	∅	_	M	_	7	∅	∅	∅	0	4	0
2	0.3333	5	0.8333	3981	818	-	i	∅	∅	m	-	-	_	I	∅	∅	M	_	_	0	7	∅	∅	4	0	0	820	i	i	∅	∅	m	-	-	I	I	∅	∅	M	_	_	7	7	∅	∅	4	0	0																																																																																																															821	-	i	∅	∅	m	a	n	_	I	∅	∅	M	A	N	0	7	∅	∅	4	7	4	822	-	ɛ	∅	∅	m	-	-	_	E	∅	∅	M	_	_	0	7	∅	∅	4	0	0	819	-	iː	∅	∅	m	-	-	_	I	∅	∅	M	_	_	0	7	∅	∅	4	0	0
3	0.5000	4	0.6667	3981	818	m	-	i	∅	-	-	a	M	_	I	∅	_	_	A	4	0	7	∅	0	0	7	820	m	i	i	∅	-	-	a	M	I	I	∅	_	_	A	4	7	7	∅	0	0	7																																																																																																															821	m	-	i	∅	a	n	a	M	_	I	∅	A	N	A	4	0	7	∅	7	4	7	822	m	-	ɛ	∅	-	-	a	M	_	E	∅	_	_	A	4	0	7	∅	0	0	7	819	m	-	iː	∅	-	-	a	M	_	I	∅	_	_	A	4	0	7	∅	0	0	7
4	0.6667	3	0.5000	3981	818	-	m	-	i	-	a	∅	_	M	_	I	_	A	∅	0	4	0	7	0	7	∅	820	-	m	i	i	-	a	∅	_	M	I	I	_	A	∅	0	4	7	7	0	7	∅																																																																																																															821	a	m	-	i	n	a	∅	A	M	_	I	N	A	∅	7	4	0	7	4	7	∅	822	-	m	-	ɛ	-	a	∅	_	M	_	E	_	A	∅	0	4	0	7	0	7	∅	819	-	m	-	iː	-	a	∅	_	M	_	I	_	A	∅	0	4	0	7	0	7	∅
5	0.8333	2	0.3333	3981	818	-	-	m	-	a	∅	∅	_	_	M	_	A	∅	∅	0	0	4	0	7	∅	∅	820	-	-	m	i	a	∅	∅	_	_	M	I	A	∅	∅	0	0	4	7	7	∅	∅																																																																																																															821	n	a	m	-	a	∅	∅	N	A	M	_	A	∅	∅	4	7	4	0	7	∅	∅	822	-	-	m	-	a	∅	∅	_	_	M	_	A	∅	∅	0	0	4	0	7	∅	∅	819	-	-	m	-	a	∅	∅	_	_	M	_	A	∅	∅	0	0	4	0	7	∅	∅
6	1.0000	1	0.1667	3981	818	a	-	-	m	∅	∅	∅	A	_	_	M	∅	∅	∅	7	0	0	4	∅	∅	∅	820	a	-	-	m	∅	∅	∅	A	_	_	M	∅	∅	∅	7	0	0	4	∅	∅	∅																																																																																																															821	a	n	a	m	∅	∅	∅	A	N	A	M	∅	∅	∅	7	4	7	4	∅	∅	∅	822	a	-	-	m	∅	∅	∅	A	_	_	M	∅	∅	∅	7	0	0	4	∅	∅	∅	819	a	-	-	m	∅	∅	∅	A	_	_	M	∅	∅	∅	7	0	0	4	∅	∅	∅
1	0.3333	3	1.0000	4028	823	-	∅	∅	∅	w	ɛ	∅	_	∅	∅	∅	W	E	∅	0	∅	∅	∅	6	7	∅																																													824	β	∅	∅	∅	w	e	∅	B	∅	∅	∅	W	E	∅	3	∅	∅	∅	6	7	∅																							825	b	∅	∅	∅	w	e	∅	P	∅	∅	∅	W	E	∅	1	∅	∅	∅	6	7	∅	826	-	∅	∅	∅	w	e	∅	_	∅	∅	∅	W	E	∅	0	∅	∅	∅	6	7	∅																																																																		
2	0.6667	2	0.6667	4028	823	w	-	∅	∅	ɛ	∅	∅	W	_	∅	∅	E	∅	∅	6	0	∅	∅	7	∅	∅																																													824	w	β	∅	∅	e	∅	∅	W	B	∅	∅	E	∅	∅	6	3	∅	∅	7	∅	∅																							825	w	b	∅	∅	e	∅	∅	W	P	∅	∅	E	∅	∅	6	1	∅	∅	7	∅	∅	826	w	-	∅	∅	e	∅	∅	W	_	∅	∅	E	∅	∅	6	0	∅	∅	7	∅	∅																																																																		
3	1.0000	1	0.3333	4028	823	ɛ	w	-	∅	∅	∅	∅	E	W	_	∅	∅	∅	∅	7	6	0	∅	∅	∅	∅																																													824	e	w	β	∅	∅	∅	∅	E	W	B	∅	∅	∅	∅	7	6	3	∅	∅	∅	∅																							825	e	w	b	∅	∅	∅	∅	E	W	P	∅	∅	∅	∅	7	6	1	∅	∅	∅	∅	826	e	w	-	∅	∅	∅	∅	E	W	_	∅	∅	∅	∅	7	6	0	∅	∅	∅	∅																																																																		
1	0.2500	4	1.0000	4077																																																																																																															827	z	∅	∅	∅	i	ɣ	i	S	∅	∅	∅	I	G	I	3	∅	∅	∅	7	3	7																							828	z	∅	∅	∅	i	g	i	S	∅	∅	∅	I	K	I	3	∅	∅	∅	7	1	7																																												
2	0.5000	3	0.7500	4077																																																																																																															827	i	z	∅	∅	ɣ	i	∅	I	S	∅	∅	G	I	∅	7	3	∅	∅	3	7	∅																							828	i	z	∅	∅	g	i	∅	I	S	∅	∅	K	I	∅	7	3	∅	∅	1	7	∅																																												
3	0.7500	2	0.5000	4077																																																																																																															827	ɣ	i	z	∅	i	∅	∅	G	I	S	∅	I	∅	∅	3	7	3	∅	7	∅	∅																							828	g	i	z	∅	i	∅	∅	K	I	S	∅	I	∅	∅	1	7	3	∅	7	∅	∅																																												
4	1.0000	1	0.2500	4077																																																																																																															827	i	ɣ	i	z	∅	∅	∅	I	G	I	S	∅	∅	∅	7	3	7	3	∅	∅	∅																							828	i	g	i	z	∅	∅	∅	I	K	I	S	∅	∅	∅	7	1	7	3	∅	∅	∅																																												
1	0.1667	6	1.0000	4083																							829	k	∅	∅	∅	u	k	u	K	∅	∅	∅	Y	K	Y	1	∅	∅	∅	7	1	7																																																																			830	g	∅	∅	∅	u	g	u	K	∅	∅	∅	Y	K	Y	1	∅	∅	∅	7	1	7																																																																																								
2	0.3333	5	0.8333	4083																							829	u	k	∅	∅	k	u	m	Y	K	∅	∅	K	Y	M	7	1	∅	∅	1	7	4																																																																			830	u	g	∅	∅	g	u	m	Y	K	∅	∅	K	Y	M	7	1	∅	∅	1	7	4																																																																																								
3	0.5000	4	0.6667	4083																							829	k	u	k	∅	u	m	a	K	Y	K	∅	Y	M	A	1	7	1	∅	7	4	7																																																																			830	g	u	g	∅	u	m	a	K	Y	K	∅	Y	M	A	1	7	1	∅	7	4	7																																																																																								
4	0.6667	3	0.5000	4083																							829	u	k	u	k	m	a	∅	Y	K	Y	K	M	A	∅	7	1	7	1	4	7	∅																																																																			830	u	g	u	g	m	a	∅	Y	K	Y	K	M	A	∅	7	1	7	1	4	7	∅																																																																																								
5	0.8333	2	0.3333	4083																							829	m	u	k	u	a	∅	∅	M	Y	K	Y	A	∅	∅	4	7	1	7	7	∅	∅																																																																			830	m	u	g	u	a	∅	∅	M	Y	K	Y	A	∅	∅	4	7	1	7	7	∅	∅																																																																																								
6	1.0000	1	0.1667	4083																							829	a	m	u	k	∅	∅	∅	A	M	Y	K	∅	∅	∅	7	4	7	1	∅	∅	∅																																																																			830	a	m	u	g	∅	∅	∅	A	M	Y	K	∅	∅	∅	7	4	7	1	∅	∅	∅																																																																																								
1	0.3333	3	1.0000	4091	831	ɔ	∅	∅	∅	ŋʰ	a	∅	U	∅	∅	∅	N	A	∅	7	∅	∅	∅	4	7	∅																																																																																																																																																											832	a	∅	∅	∅	ɲ	a	∅	A	∅	∅	∅	N	A	∅	7	∅	∅	∅	4	7	∅																						
2	0.6667	2	0.6667	4091	831	ŋʰ	ɔ	∅	∅	a	∅	∅	N	U	∅	∅	A	∅	∅	4	7	∅	∅	7	∅	∅																																																																																																																																																											832	ɲ	a	∅	∅	a	∅	∅	N	A	∅	∅	A	∅	∅	4	7	∅	∅	7	∅	∅																						
3	1.0000	1	0.3333	4091	831	a	ŋʰ	ɔ	∅	∅	∅	∅	A	N	U	∅	∅	∅	∅	7	4	7	∅	∅	∅	∅																																																																																																																																																											832	a	ɲ	a	∅	∅	∅	∅	A	N	A	∅	∅	∅	∅	7	4	7	∅	∅	∅	∅																						
1	0.2000	5	1.0000	4092																																																																			834	o	∅	∅	∅	-	n	k	U	∅	∅	∅	_	N	K	7	∅	∅	∅	0	4	1																							835	o	∅	∅	∅	-	ŋ	k	U	∅	∅	∅	_	N	K	7	∅	∅	∅	0	4	1																																																																			833	o	∅	∅	∅	o	ŋ	g	U	∅	∅	∅	U	N	K	7	∅	∅	∅	7	4	1
2	0.4000	4	0.8000	4092																																																																			834	-	o	∅	∅	n	k	-	_	U	∅	∅	N	K	_	0	7	∅	∅	4	1	0																							835	-	o	∅	∅	ŋ	k	a	_	U	∅	∅	N	K	A	0	7	∅	∅	4	1	7																																																																			833	o	o	∅	∅	ŋ	g	a	U	U	∅	∅	N	K	A	7	7	∅	∅	4	1	7
3	0.6000	3	0.6000	4092																																																																			834	n	-	o	∅	k	-	∅	N	_	U	∅	K	_	∅	4	0	7	∅	1	0	∅																							835	ŋ	-	o	∅	k	a	∅	N	_	U	∅	K	A	∅	4	0	7	∅	1	7	∅																																																																			833	ŋ	o	o	∅	g	a	∅	N	U	U	∅	K	A	∅	4	7	7	∅	1	7	∅
4	0.8000	2	0.4000	4092																																																																			834	k	n	-	o	-	∅	∅	K	N	_	U	_	∅	∅	1	4	0	7	0	∅	∅																							835	k	ŋ	-	o	a	∅	∅	K	N	_	U	A	∅	∅	1	4	0	7	7	∅	∅																																																																			833	g	ŋ	o	o	a	∅	∅	K	N	U	U	A	∅	∅	1	4	7	7	7	∅	∅
5	1.0000	1	0.2000	4092																																																																			834	-	k	n	-	∅	∅	∅	_	K	N	_	∅	∅	∅	0	1	4	0	∅	∅	∅																							835	a	k	ŋ	-	∅	∅	∅	A	K	N	_	∅	∅	∅	7	1	4	0	∅	∅	∅																																																																			833	a	g	ŋ	o	∅	∅	∅	A	K	N	U	∅	∅	∅	7	1	4	7	∅	∅	∅
1	0.2000	5	1.0000	4096																																																																																																															836	-	∅	∅	∅	a	m	w	_	∅	∅	∅	A	M	W	0	∅	∅	∅	7	4	6	837	ʝ	∅	∅	∅	a	m	w	S	∅	∅	∅	A	M	W	3	∅	∅	∅	7	4	6																																																																		
2	0.4000	4	0.8000	4096																																																																																																															836	a	-	∅	∅	m	w	a	A	_	∅	∅	M	W	A	7	0	∅	∅	4	6	7	837	a	ʝ	∅	∅	m	w	a	A	S	∅	∅	M	W	A	7	3	∅	∅	4	6	7																																																																		
3	0.6000	3	0.6000	4096																																																																																																															836	m	a	-	∅	w	a	∅	M	A	_	∅	W	A	∅	4	7	0	∅	6	7	∅	837	m	a	ʝ	∅	w	a	∅	M	A	S	∅	W	A	∅	4	7	3	∅	6	7	∅																																																																		
4	0.8000	2	0.4000	4096																																																																																																															836	w	m	a	-	a	∅	∅	W	M	A	_	A	∅	∅	6	4	7	0	7	∅	∅	837	w	m	a	ʝ	a	∅	∅	W	M	A	S	A	∅	∅	6	4	7	3	7	∅	∅																																																																		
5	1.0000	1	0.2000	4096																																																																																																															836	a	w	m	a	∅	∅	∅	A	W	M	A	∅	∅	∅	7	6	4	7	∅	∅	∅	837	a	w	m	a	∅	∅	∅	A	W	M	A	∅	∅	∅	7	6	4	7	∅	∅	∅																																																																		
1	0.2500	4	1.0000	4112	838	g	∅	∅	∅	u	β	a	K	∅	∅	∅	Y	B	A	1	∅	∅	∅	7	3	7																																																																																									839	ɣ	∅	∅	∅	u	v	a	G	∅	∅	∅	Y	B	A	3	∅	∅	∅	7	3	7																																																																																								
2	0.5000	3	0.7500	4112	838	u	g	∅	∅	β	a	∅	Y	K	∅	∅	B	A	∅	7	1	∅	∅	3	7	∅																																																																																									839	u	ɣ	∅	∅	v	a	∅	Y	G	∅	∅	B	A	∅	7	3	∅	∅	3	7	∅																																																																																								
3	0.7500	2	0.5000	4112	838	β	u	g	∅	a	∅	∅	B	Y	K	∅	A	∅	∅	3	7	1	∅	7	∅	∅																																																																																									839	v	u	ɣ	∅	a	∅	∅	B	Y	G	∅	A	∅	∅	3	7	3	∅	7	∅	∅																																																																																								
4	1.0000	1	0.2500	4112	838	a	β	u	g	∅	∅	∅	A	B	Y	K	∅	∅	∅	7	3	7	1	∅	∅	∅																																																																																									839	a	v	u	ɣ	∅	∅	∅	A	B	Y	G	∅	∅	∅	7	3	7	3	∅	∅	∅																																																																																								
1	0.2500	4	1.0000	4115																																													840	k	∅	∅	∅	o	g	o	K	∅	∅	∅	U	K	U	1	∅	∅	∅	7	1	7																							841	k	∅	∅	∅	o	g	o	K	∅	∅	∅	U	K	U	1	∅	∅	∅	7	1	7																																																																																																														
2	0.5000	3	0.7500	4115																																													840	o	k	∅	∅	g	o	∅	U	K	∅	∅	K	U	∅	7	1	∅	∅	1	7	∅																							841	o	k	∅	∅	g	o	∅	U	K	∅	∅	K	U	∅	7	1	∅	∅	1	7	∅																																																																																																														
3	0.7500	2	0.5000	4115																																													840	g	o	k	∅	o	∅	∅	K	U	K	∅	U	∅	∅	1	7	1	∅	7	∅	∅																							841	g	o	k	∅	o	∅	∅	K	U	K	∅	U	∅	∅	1	7	1	∅	7	∅	∅																																																																																																														
4	1.0000	1	0.2500	4115																																													840	o	g	o	k	∅	∅	∅	U	K	U	K	∅	∅	∅	7	1	7	1	∅	∅	∅																							841	o	g	o	k	∅	∅	∅	U	K	U	K	∅	∅	∅	7	1	7	1	∅	∅	∅																																																																																																														
1	0.2500	4	1.0000	4124	842	ʊ	∅	∅	∅	ʊ	β	a	Y	∅	∅	∅	Y	B	A	7	∅	∅	∅	7	3	7																																																																																																																																																																																	843	u	∅	∅	∅	u	v	a	Y	∅	∅	∅	Y	B	A	7	∅	∅	∅	7	3	7
2	0.5000	3	0.7500	4124	842	ʊ	ʊ	∅	∅	β	a	∅	Y	Y	∅	∅	B	A	∅	7	7	∅	∅	3	7	∅																																																																																																																																																																																	843	u	u	∅	∅	v	a	∅	Y	Y	∅	∅	B	A	∅	7	7	∅	∅	3	7	∅
3	0.7500	2	0.5000	4124	842	β	ʊ	ʊ	∅	a	∅	∅	B	Y	Y	∅	A	∅	∅	3	7	7	∅	7	∅	∅																																																																																																																																																																																	843	v	u	u	∅	a	∅	∅	B	Y	Y	∅	A	∅	∅	3	7	7	∅	7	∅	∅
4	1.0000	1	0.2500	4124	842	a	β	ʊ	ʊ	∅	∅	∅	A	B	Y	Y	∅	∅	∅	7	3	7	7	∅	∅	∅																																																																																																																																																																																	843	a	v	u	u	∅	∅	∅	A	B	Y	Y	∅	∅	∅	7	3	7	7	∅	∅	∅
1	0.2500	4	1.0000	4127																																																																			844	s	∅	∅	∅	u	β	a	S	∅	∅	∅	Y	B	A	3	∅	∅	∅	7	3	7																							845	z	∅	∅	∅	u	v	a	S	∅	∅	∅	Y	B	A	3	∅	∅	∅	7	3	7	846	ʝ	∅	∅	∅	u	β	a	S	∅	∅	∅	Y	B	A	3	∅	∅	∅	7	3	7																																																																		
2	0.5000	3	0.7500	4127																																																																			844	u	s	∅	∅	β	a	∅	Y	S	∅	∅	B	A	∅	7	3	∅	∅	3	7	∅																							845	u	z	∅	∅	v	a	∅	Y	S	∅	∅	B	A	∅	7	3	∅	∅	3	7	∅	846	u	ʝ	∅	∅	β	a	∅	Y	S	∅	∅	B	A	∅	7	3	∅	∅	3	7	∅																																																																		
3	0.7500	2	0.5000	4127																																																																			844	β	u	s	∅	a	∅	∅	B	Y	S	∅	A	∅	∅	3	7	3	∅	7	∅	∅																							845	v	u	z	∅	a	∅	∅	B	Y	S	∅	A	∅	∅	3	7	3	∅	7	∅	∅	846	β	u	ʝ	∅	a	∅	∅	B	Y	S	∅	A	∅	∅	3	7	3	∅	7	∅	∅																																																																		
4	1.0000	1	0.2500	4127																																																																			844	a	β	u	s	∅	∅	∅	A	B	Y	S	∅	∅	∅	7	3	7	3	∅	∅	∅																							845	a	v	u	z	∅	∅	∅	A	B	Y	S	∅	∅	∅	7	3	7	3	∅	∅	∅	846	a	β	u	ʝ	∅	∅	∅	A	B	Y	S	∅	∅	∅	7	3	7	3	∅	∅	∅																																																																		
1	0.2500	4	1.0000	4137	847	m	∅	∅	∅	i	l	a	M	∅	∅	∅	I	L	A	4	∅	∅	∅	7	5	7	849	m	∅	∅	∅	i	l	a	M	∅	∅	∅	I	L	A	4	∅	∅	∅	7	5	7																																													850	m	∅	∅	∅	i	l	-	M	∅	∅	∅	I	L	_	4	∅	∅	∅	7	5	0																																																																																									848	m	∅	∅	∅	i	l	a	M	∅	∅	∅	I	L	A	4	∅	∅	∅	7	5	7
2	0.5000	3	0.7500	4137	847	i	m	∅	∅	l	a	∅	I	M	∅	∅	L	A	∅	7	4	∅	∅	5	7	∅	849	i	m	∅	∅	l	a	∅	I	M	∅	∅	L	A	∅	7	4	∅	∅	5	7	∅																																													850	i	m	∅	∅	l	-	∅	I	M	∅	∅	L	_	∅	7	4	∅	∅	5	0	∅																																																																																									848	i	m	∅	∅	l	a	∅	I	M	∅	∅	L	A	∅	7	4	∅	∅	5	7	∅
3	0.7500	2	0.5000	4137	847	l	i	m	∅	a	∅	∅	L	I	M	∅	A	∅	∅	5	7	4	∅	7	∅	∅	849	l	i	m	∅	a	∅	∅	L	I	M	∅	A	∅	∅	5	7	4	∅	7	∅	∅																																													850	l	i	m	∅	-	∅	∅	L	I	M	∅	_	∅	∅	5	7	4	∅	0	∅	∅																																																																																									848	l	i	m	∅	a	∅	∅	L	I	M	∅	A	∅	∅	5	7	4	∅	7	∅	∅
4	1.0000	1	0.2500	4137	847	a	l	i	m	∅	∅	∅	A	L	I	M	∅	∅	∅	7	5	7	4	∅	∅	∅	849	a	l	i	m	∅	∅	∅	A	L	I	M	∅	∅	∅	7	5	7	4	∅	∅	∅																																													850	-	l	i	m	∅	∅	∅	_	L	I	M	∅	∅	∅	0	5	7	4	∅	∅	∅																																																																																									848	a	l	i	m	∅	∅	∅	A	L	I	M	∅	∅	∅	7	5	7	4	∅	∅	∅
1	0.2500	4	1.0000	4139																																																																			851	m	∅	∅	∅	i	n	-	M	∅	∅	∅	I	N	_	4	∅	∅	∅	7	4	0																							852	m	∅	∅	∅	i	dʒ	a	M	∅	∅	∅	I	T	A	4	∅	∅	∅	7	1	7	853	m	∅	∅	∅	i	n	a	M	∅	∅	∅	I	N	A	4	∅	∅	∅	7	4	7	854	m	∅	∅	∅	e	n	a	M	∅	∅	∅	E	N	A	4	∅	∅	∅	7	4	7	855	m	∅	∅	∅	i	ts	a	M	∅	∅	∅	I	C	A	4	∅	∅	∅	7	2	7																						
2	0.5000	3	0.7500	4139																																																																			851	i	m	∅	∅	n	-	∅	I	M	∅	∅	N	_	∅	7	4	∅	∅	4	0	∅																							852	i	m	∅	∅	dʒ	a	∅	I	M	∅	∅	T	A	∅	7	4	∅	∅	1	7	∅	853	i	m	∅	∅	n	a	∅	I	M	∅	∅	N	A	∅	7	4	∅	∅	4	7	∅	854	e	m	∅	∅	n	a	∅	E	M	∅	∅	N	A	∅	7	4	∅	∅	4	7	∅	855	i	m	∅	∅	ts	a	∅	I	M	∅	∅	C	A	∅	7	4	∅	∅	2	7	∅																						
3	0.7500	2	0.5000	4139																																																																			851	n	i	m	∅	-	∅	∅	N	I	M	∅	_	∅	∅	4	7	4	∅	0	∅	∅																							852	dʒ	i	m	∅	a	∅	∅	T	I	M	∅	A	∅	∅	1	7	4	∅	7	∅	∅	853	n	i	m	∅	a	∅	∅	N	I	M	∅	A	∅	∅	4	7	4	∅	7	∅	∅	854	n	e	m	∅	a	∅	∅	N	E	M	∅	A	∅	∅	4	7	4	∅	7	∅	∅	855	ts	i	m	∅	a	∅	∅	C	I	M	∅	A	∅	∅	2	7	4	∅	7	∅	∅																						
4	1.0000	1	0.2500	4139																																																																			851	-	n	i	m	∅	∅	∅	_	N	I	M	∅	∅	∅	0	4	7	4	∅	∅	∅																							852	a	dʒ	i	m	∅	∅	∅	A	T	I	M	∅	∅	∅	7	1	7	4	∅	∅	∅	853	a	n	i	m	∅	∅	∅	A	N	I	M	∅	∅	∅	7	4	7	4	∅	∅	∅	854	a	n	e	m	∅	∅	∅	A	N	E	M	∅	∅	∅	7	4	7	4	∅	∅	∅	855	a	ts	i	m	∅	∅	∅	A	C	I	M	∅	∅	∅	7	2	7	4	∅	∅	∅																						
1	0.1667	6	1.0000	4149																																																																																																																																					857	t	∅	∅	∅	u	k	-	T	∅	∅	∅	Y	K	_	1	∅	∅	∅	7	1	0	858	s	∅	∅	∅	u	g	-	S	∅	∅	∅	Y	K	_	3	∅	∅	∅	7	1	0																							856	t	∅	∅	∅	u	k	a	T	∅	∅	∅	Y	K	A	1	∅	∅	∅	7	1	7
2	0.3333	5	0.8333	4149																																																																																																																																					857	u	t	∅	∅	k	-	-	Y	T	∅	∅	K	_	_	7	1	∅	∅	1	0	0	858	u	s	∅	∅	g	-	-	Y	S	∅	∅	K	_	_	7	3	∅	∅	1	0	0																							856	u	t	∅	∅	k	a	n	Y	T	∅	∅	K	A	N	7	1	∅	∅	1	7	4
3	0.5000	4	0.6667	4149																																																																																																																																					857	k	u	t	∅	-	-	a	K	Y	T	∅	_	_	A	1	7	1	∅	0	0	7	858	g	u	s	∅	-	-	a	K	Y	S	∅	_	_	A	1	7	3	∅	0	0	7																							856	k	u	t	∅	a	n	a	K	Y	T	∅	A	N	A	1	7	1	∅	7	4	7
4	0.6667	3	0.5000	4149																																																																																																																																					857	-	k	u	t	-	a	∅	_	K	Y	T	_	A	∅	0	1	7	1	0	7	∅	858	-	g	u	s	-	a	∅	_	K	Y	S	_	A	∅	0	1	7	3	0	7	∅																							856	a	k	u	t	n	a	∅	A	K	Y	T	N	A	∅	7	1	7	1	4	7	∅
5	0.8333	2	0.3333	4149																																																																																																																																					857	-	-	k	u	a	∅	∅	_	_	K	Y	A	∅	∅	0	0	1	7	7	∅	∅	858	-	-	g	u	a	∅	∅	_	_	K	Y	A	∅	∅	0	0	1	7	7	∅	∅																							856	n	a	k	u	a	∅	∅	N	A	K	Y	A	∅	∅	4	7	1	7	7	∅	∅
6	1.0000	1	0.1667	4149																																																																																																																																					857	a	-	-	k	∅	∅	∅	A	_	_	K	∅	∅	∅	7	0	0	1	∅	∅	∅	858	a	-	-	g	∅	∅	∅	A	_	_	K	∅	∅	∅	7	0	0	1	∅	∅	∅																							856	a	n	a	k	∅	∅	∅	A	N	A	K	∅	∅	∅	7	4	7	1	∅	∅	∅
1	0.1667	6	1.0000	4160																																																																			860	t	∅	∅	∅	u	k	u	T	∅	∅	∅	Y	K	Y	1	∅	∅	∅	7	1	7																																																																																																															859	t	∅	∅	∅	u	k	u	T	∅	∅	∅	Y	K	Y	1	∅	∅	∅	7	1	7
2	0.3333	5	0.8333	4160																																																																			860	u	t	∅	∅	k	u	t	Y	T	∅	∅	K	Y	T	7	1	∅	∅	1	7	1																																																																																																															859	u	t	∅	∅	k	u	t	Y	T	∅	∅	K	Y	T	7	1	∅	∅	1	7	1
3	0.5000	4	0.6667	4160																																																																			860	k	u	t	∅	u	t	-	K	Y	T	∅	Y	T	_	1	7	1	∅	7	1	0																																																																																																															859	k	u	t	∅	u	t	a	K	Y	T	∅	Y	T	A	1	7	1	∅	7	1	7
