index	index_p	rindex	rindex_p	cogid	id_1	segment_1	segment_1_L1	segment_1_L2	segment_1_L3	segment_1_R1	segment_1_R2	segment_1_R3	SC_1	SC_1_L1	SC_1_L2	SC_1_L3	SC_1_R1	SC_1_R2	SC_1_R3	PROSODY_1	PROSODY_1_L1	PROSODY_1_L2	PROSODY_1_L3	PROSODY_1_R1	PROSODY_1_R2	PROSODY_1_R3	id_2	segment_2	segment_2_L1	segment_2_L2	segment_2_L3	segment_2_R1	segment_2_R2	segment_2_R3	SC_2	SC_2_L1	SC_2_L2	SC_2_L3	SC_2_R1	SC_2_R2	SC_2_R3	PROSODY_2	PROSODY_2_L1	PROSODY_2_L2	PROSODY_2_L3	PROSODY_2_R1	PROSODY_2_R2	PROSODY_2_R3	id_3	segment_3	segment_3_L1	segment_3_L2	segment_3_L3	segment_3_R1	segment_3_R2	segment_3_R3	SC_3	SC_3_L1	SC_3_L2	SC_3_L3	SC_3_R1	SC_3_R2	SC_3_R3	PROSODY_3	PROSODY_3_L1	PROSODY_3_L2	PROSODY_3_L3	PROSODY_3_R1	PROSODY_3_R2	PROSODY_3_R3	id_4	segment_4	segment_4_L1	segment_4_L2	segment_4_L3	segment_4_R1	segment_4_R2	segment_4_R3	SC_4	SC_4_L1	SC_4_L2	SC_4_L3	SC_4_R1	SC_4_R2	SC_4_R3	PROSODY_4	PROSODY_4_L1	PROSODY_4_L2	PROSODY_4_L3	PROSODY_4_R1	PROSODY_4_R2	PROSODY_4_R3	id_5	segment_5	segment_5_L1	segment_5_L2	segment_5_L3	segment_5_R1	segment_5_R2	segment_5_R3	SC_5	SC_5_L1	SC_5_L2	SC_5_L3	SC_5_R1	SC_5_R2	SC_5_R3	PROSODY_5	PROSODY_5_L1	PROSODY_5_L2	PROSODY_5_L3	PROSODY_5_R1	PROSODY_5_R2	PROSODY_5_R3	id_6	segment_6	segment_6_L1	segment_6_L2	segment_6_L3	segment_6_R1	segment_6_R2	segment_6_R3	SC_6	SC_6_L1	SC_6_L2	SC_6_L3	SC_6_R1	SC_6_R2	SC_6_R3	PROSODY_6	PROSODY_6_L1	PROSODY_6_L2	PROSODY_6_L3	PROSODY_6_R1	PROSODY_6_R2	PROSODY_6_R3	id_7	segment_7	segment_7_L1	segment_7_L2	segment_7_L3	segment_7_R1	segment_7_R2	segment_7_R3	SC_7	SC_7_L1	SC_7_L2	SC_7_L3	SC_7_R1	SC_7_R2	SC_7_R3	PROSODY_7	PROSODY_7_L1	PROSODY_7_L2	PROSODY_7_L3	PROSODY_7_R1	PROSODY_7_R2	PROSODY_7_R3	id_8	segment_8	segment_8_L1	segment_8_L2	segment_8_L3	segment_8_R1	segment_8_R2	segment_8_R3	SC_8	SC_8_L1	SC_8_L2	SC_8_L3	SC_8_R1	SC_8_R2	SC_8_R3	PROSODY_8	PROSODY_8_L1	PROSODY_8_L2	PROSODY_8_L3	PROSODY_8_R1	PROSODY_8_R2	PROSODY_8_R3	id_9	segment_9	segment_9_L1	segment_9_L2	segment_9_L3	segment_9_R1	segment_9_R2	segment_9_R3	SC_9	SC_9_L1	SC_9_L2	SC_9_L3	SC_9_R1	SC_9_R2	SC_9_R3	PROSODY_9	PROSODY_9_L1	PROSODY_9_L2	PROSODY_9_L3	PROSODY_9_R1	PROSODY_9_R2	PROSODY_9_R3	id_10	segment_10	segment_10_L1	segment_10_L2	segment_10_L3	segment_10_R1	segment_10_R2	segment_10_R3	SC_10	SC_10_L1	SC_10_L2	SC_10_L3	SC_10_R1	SC_10_R2	SC_10_R3	PROSODY_10	PROSODY_10_L1	PROSODY_10_L2	PROSODY_10_L3	PROSODY_10_R1	PROSODY_10_R2	PROSODY_10_R3
2	0.6667	2	0.6667	4091	665	ŋʰ	ɔ	∅	∅	a	∅	∅	N	U	∅	∅	A	∅	∅	4	7	∅	∅	7	∅	∅																																																																																																																																																											666	ɲ	a	∅	∅	a	∅	∅	N	A	∅	∅	A	∅	∅	4	7	∅	∅	7	∅	∅																						
3	1.0000	1	0.3333	4091	665	a	ŋʰ	ɔ	∅	∅	∅	∅	A	N	U	∅	∅	∅	∅	7	4	7	∅	∅	∅	∅																																																																																																																																																											666	a	ɲ	a	∅	∅	∅	∅	A	N	A	∅	∅	∅	∅	7	4	7	∅	∅	∅	∅																						
1	0.2000	5	1.0000	4092																																																																			668	o	∅	∅	∅	-	n	k	U	∅	∅	∅	_	N	K	7	∅	∅	∅	0	4	1																							669	o	∅	∅	∅	-	ŋ	k	U	∅	∅	∅	_	N	K	7	∅	∅	∅	0	4	1																																																																			667	o	∅	∅	∅	o	ŋ	g	U	∅	∅	∅	U	N	K	7	∅	∅	∅	7	4	1
2	0.4000	4	0.8000	4092																																																																			668	-	o	∅	∅	n	k	-	_	U	∅	∅	N	K	_	0	7	∅	∅	4	1	0																							669	-	o	∅	∅	ŋ	k	a	_	U	∅	∅	N	K	A	0	7	∅	∅	4	1	7																																																																			667	o	o	∅	∅	ŋ	g	a	U	U	∅	∅	N	K	A	7	7	∅	∅	4	1	7
3	0.6000	3	0.6000	4092																																																																			668	n	-	o	∅	k	-	∅	N	_	U	∅	K	_	∅	4	0	7	∅	1	0	∅																							669	ŋ	-	o	∅	k	a	∅	N	_	U	∅	K	A	∅	4	0	7	∅	1	7	∅																																																																			667	ŋ	o	o	∅	g	a	∅	N	U	U	∅	K	A	∅	4	7	7	∅	1	7	∅
4	0.8000	2	0.4000	4092																																																																			668	k	n	-	o	-	∅	∅	K	N	_	U	_	∅	∅	1	4	0	7	0	∅	∅																							669	k	ŋ	-	o	a	∅	∅	K	N	_	U	A	∅	∅	1	4	0	7	7	∅	∅																																																																			667	g	ŋ	o	o	a	∅	∅	K	N	U	U	A	∅	∅	1	4	7	7	7	∅	∅
5	1.0000	1	0.2000	4092																																																																			668	-	k	n	-	∅	∅	∅	_	K	N	_	∅	∅	∅	0	1	4	0	∅	∅	∅																							669	a	k	ŋ	-	∅	∅	∅	A	K	N	_	∅	∅	∅	7	1	4	0	∅	∅	∅																																																																			667	a	g	ŋ	o	∅	∅	∅	A	K	N	U	∅	∅	∅	7	1	4	7	∅	∅	∅
1	0.2000	5	1.0000	4096																																																																																																															670	-	∅	∅	∅	a	m	w	_	∅	∅	∅	A	M	W	0	∅	∅	∅	7	4	6	671	ʝ	∅	∅	∅	a	m	w	S	∅	∅	∅	A	M	W	3	∅	∅	∅	7	4	6																																																																		
2	0.4000	4	0.8000	4096																																																																																																															670	a	-	∅	∅	m	w	a	A	_	∅	∅	M	W	A	7	0	∅	∅	4	6	7	671	a	ʝ	∅	∅	m	w	a	A	S	∅	∅	M	W	A	7	3	∅	∅	4	6	7																																																																		
3	0.6000	3	0.6000	4096																																																																																																															670	m	a	-	∅	w	a	∅	M	A	_	∅	W	A	∅	4	7	0	∅	6	7	∅	671	m	a	ʝ	∅	w	a	∅	M	A	S	∅	W	A	∅	4	7	3	∅	6	7	∅																																																																		
4	0.8000	2	0.4000	4096																																																																																																															670	w	m	a	-	a	∅	∅	W	M	A	_	A	∅	∅	6	4	7	0	7	∅	∅	671	w	m	a	ʝ	a	∅	∅	W	M	A	S	A	∅	∅	6	4	7	3	7	∅	∅																																																																		
5	1.0000	1	0.2000	4096																																																																																																															670	a	w	m	a	∅	∅	∅	A	W	M	A	∅	∅	∅	7	6	4	7	∅	∅	∅	671	a	w	m	a	∅	∅	∅	A	W	M	A	∅	∅	∅	7	6	4	7	∅	∅	∅																																																																		
1	0.2500	4	1.0000	4112	672	g	∅	∅	∅	u	β	a	K	∅	∅	∅	Y	B	A	1	∅	∅	∅	7	3	7																																																																																									673	ɣ	∅	∅	∅	u	v	a	G	∅	∅	∅	Y	B	A	3	∅	∅	∅	7	3	7																																																																																								
2	0.5000	3	0.7500	4112	672	u	g	∅	∅	β	a	∅	Y	K	∅	∅	B	A	∅	7	1	∅	∅	3	7	∅																																																																																									673	u	ɣ	∅	∅	v	a	∅	Y	G	∅	∅	B	A	∅	7	3	∅	∅	3	7	∅																																																																																								
3	0.7500	2	0.5000	4112	672	β	u	g	∅	a	∅	∅	B	Y	K	∅	A	∅	∅	3	7	1	∅	7	∅	∅																																																																																									673	v	u	ɣ	∅	a	∅	∅	B	Y	G	∅	A	∅	∅	3	7	3	∅	7	∅	∅																																																																																								
4	1.0000	1	0.2500	4112	672	a	β	u	g	∅	∅	∅	A	B	Y	K	∅	∅	∅	7	3	7	1	∅	∅	∅																																																																																									673	a	v	u	ɣ	∅	∅	∅	A	B	Y	G	∅	∅	∅	7	3	7	3	∅	∅	∅																																																																																								
1	0.2500	4	1.0000	4115																																													674	k	∅	∅	∅	o	g	o	K	∅	∅	∅	U	K	U	1	∅	∅	∅	7	1	7																							675	k	∅	∅	∅	o	g	o	K	∅	∅	∅	U	K	U	1	∅	∅	∅	7	1	7																																																																																																														
2	0.5000	3	0.7500	4115																																													674	o	k	∅	∅	g	o	∅	U	K	∅	∅	K	U	∅	7	1	∅	∅	1	7	∅																							675	o	k	∅	∅	g	o	∅	U	K	∅	∅	K	U	∅	7	1	∅	∅	1	7	∅																																																																																																														
3	0.7500	2	0.5000	4115																																													674	g	o	k	∅	o	∅	∅	K	U	K	∅	U	∅	∅	1	7	1	∅	7	∅	∅																							675	g	o	k	∅	o	∅	∅	K	U	K	∅	U	∅	∅	1	7	1	∅	7	∅	∅																																																																																																														
4	1.0000	1	0.2500	4115																																													674	o	g	o	k	∅	∅	∅	U	K	U	K	∅	∅	∅	7	1	7	1	∅	∅	∅																							675	o	g	o	k	∅	∅	∅	U	K	U	K	∅	∅	∅	7	1	7	1	∅	∅	∅																																																																																																														
1	0.2500	4	1.0000	4124	676	ʊ	∅	∅	∅	ʊ	β	a	Y	∅	∅	∅	Y	B	A	7	∅	∅	∅	7	3	7																																																																																																																																																																																	677	u	∅	∅	∅	u	v	a	Y	∅	∅	∅	Y	B	A	7	∅	∅	∅	7	3	7
2	0.5000	3	0.7500	4124	676	ʊ	ʊ	∅	∅	β	a	∅	Y	Y	∅	∅	B	A	∅	7	7	∅	∅	3	7	∅																																																																																																																																																																																	677	u	u	∅	∅	v	a	∅	Y	Y	∅	∅	B	A	∅	7	7	∅	∅	3	7	∅
3	0.7500	2	0.5000	4124	676	β	ʊ	ʊ	∅	a	∅	∅	B	Y	Y	∅	A	∅	∅	3	7	7	∅	7	∅	∅																																																																																																																																																																																	677	v	u	u	∅	a	∅	∅	B	Y	Y	∅	A	∅	∅	3	7	7	∅	7	∅	∅
4	1.0000	1	0.2500	4124	676	a	β	ʊ	ʊ	∅	∅	∅	A	B	Y	Y	∅	∅	∅	7	3	7	7	∅	∅	∅																																																																																																																																																																																	677	a	v	u	u	∅	∅	∅	A	B	Y	Y	∅	∅	∅	7	3	7	7	∅	∅	∅
1	0.2500	4	1.0000	4127																																																																			678	s	∅	∅	∅	u	β	a	S	∅	∅	∅	Y	B	A	3	∅	∅	∅	7	3	7																							679	z	∅	∅	∅	u	v	a	S	∅	∅	∅	Y	B	A	3	∅	∅	∅	7	3	7	680	ʝ	∅	∅	∅	u	β	a	S	∅	∅	∅	Y	B	A	3	∅	∅	∅	7	3	7																																																																		
2	0.5000	3	0.7500	4127																																																																			678	u	s	∅	∅	β	a	∅	Y	S	∅	∅	B	A	∅	7	3	∅	∅	3	7	∅																							679	u	z	∅	∅	v	a	∅	Y	S	∅	∅	B	A	∅	7	3	∅	∅	3	7	∅	680	u	ʝ	∅	∅	β	a	∅	Y	S	∅	∅	B	A	∅	7	3	∅	∅	3	7	∅																																																																		
3	0.7500	2	0.5000	4127																																																																			678	β	u	s	∅	a	∅	∅	B	Y	S	∅	A	∅	∅	3	7	3	∅	7	∅	∅																							679	v	u	z	∅	a	∅	∅	B	Y	S	∅	A	∅	∅	3	7	3	∅	7	∅	∅	680	β	u	ʝ	∅	a	∅	∅	B	Y	S	∅	A	∅	∅	3	7	3	∅	7	∅	∅																																																																		
4	1.0000	1	0.2500	4127																																																																			678	a	β	u	s	∅	∅	∅	A	B	Y	S	∅	∅	∅	7	3	7	3	∅	∅	∅																							679	a	v	u	z	∅	∅	∅	A	B	Y	S	∅	∅	∅	7	3	7	3	∅	∅	∅	680	a	β	u	ʝ	∅	∅	∅	A	B	Y	S	∅	∅	∅	7	3	7	3	∅	∅	∅																																																																		
1	0.2500	4	1.0000	4137	681	m	∅	∅	∅	i	l	a	M	∅	∅	∅	I	L	A	4	∅	∅	∅	7	5	7	683	m	∅	∅	∅	i	l	a	M	∅	∅	∅	I	L	A	4	∅	∅	∅	7	5	7																																													684	m	∅	∅	∅	i	l	-	M	∅	∅	∅	I	L	_	4	∅	∅	∅	7	5	0																																																																																									682	m	∅	∅	∅	i	l	a	M	∅	∅	∅	I	L	A	4	∅	∅	∅	7	5	7
2	0.5000	3	0.7500	4137	681	i	m	∅	∅	l	a	∅	I	M	∅	∅	L	A	∅	7	4	∅	∅	5	7	∅	683	i	m	∅	∅	l	a	∅	I	M	∅	∅	L	A	∅	7	4	∅	∅	5	7	∅																																													684	i	m	∅	∅	l	-	∅	I	M	∅	∅	L	_	∅	7	4	∅	∅	5	0	∅																																																																																									682	i	m	∅	∅	l	a	∅	I	M	∅	∅	L	A	∅	7	4	∅	∅	5	7	∅
3	0.7500	2	0.5000	4137	681	l	i	m	∅	a	∅	∅	L	I	M	∅	A	∅	∅	5	7	4	∅	7	∅	∅	683	l	i	m	∅	a	∅	∅	L	I	M	∅	A	∅	∅	5	7	4	∅	7	∅	∅																																													684	l	i	m	∅	-	∅	∅	L	I	M	∅	_	∅	∅	5	7	4	∅	0	∅	∅																																																																																									682	l	i	m	∅	a	∅	∅	L	I	M	∅	A	∅	∅	5	7	4	∅	7	∅	∅
4	1.0000	1	0.2500	4137	681	a	l	i	m	∅	∅	∅	A	L	I	M	∅	∅	∅	7	5	7	4	∅	∅	∅	683	a	l	i	m	∅	∅	∅	A	L	I	M	∅	∅	∅	7	5	7	4	∅	∅	∅																																													684	-	l	i	m	∅	∅	∅	_	L	I	M	∅	∅	∅	0	5	7	4	∅	∅	∅																																																																																									682	a	l	i	m	∅	∅	∅	A	L	I	M	∅	∅	∅	7	5	7	4	∅	∅	∅
1	0.1667	6	1.0000	4149																																																																																																																																					686	t	∅	∅	∅	u	k	-	T	∅	∅	∅	Y	K	_	1	∅	∅	∅	7	1	0	687	s	∅	∅	∅	u	g	-	S	∅	∅	∅	Y	K	_	3	∅	∅	∅	7	1	0																							685	t	∅	∅	∅	u	k	a	T	∅	∅	∅	Y	K	A	1	∅	∅	∅	7	1	7
2	0.3333	5	0.8333	4149																																																																																																																																					686	u	t	∅	∅	k	-	-	Y	T	∅	∅	K	_	_	7	1	∅	∅	1	0	0	687	u	s	∅	∅	g	-	-	Y	S	∅	∅	K	_	_	7	3	∅	∅	1	0	0																							685	u	t	∅	∅	k	a	n	Y	T	∅	∅	K	A	N	7	1	∅	∅	1	7	4
3	0.5000	4	0.6667	4149																																																																																																																																					686	k	u	t	∅	-	-	a	K	Y	T	∅	_	_	A	1	7	1	∅	0	0	7	687	g	u	s	∅	-	-	a	K	Y	S	∅	_	_	A	1	7	3	∅	0	0	7																							685	k	u	t	∅	a	n	a	K	Y	T	∅	A	N	A	1	7	1	∅	7	4	7
4	0.6667	3	0.5000	4149																																																																																																																																					686	-	k	u	t	-	a	∅	_	K	Y	T	_	A	∅	0	1	7	1	0	7	∅	687	-	g	u	s	-	a	∅	_	K	Y	S	_	A	∅	0	1	7	3	0	7	∅																							685	a	k	u	t	n	a	∅	A	K	Y	T	N	A	∅	7	1	7	1	4	7	∅
5	0.8333	2	0.3333	4149																																																																																																																																					686	-	-	k	u	a	∅	∅	_	_	K	Y	A	∅	∅	0	0	1	7	7	∅	∅	687	-	-	g	u	a	∅	∅	_	_	K	Y	A	∅	∅	0	0	1	7	7	∅	∅																							685	n	a	k	u	a	∅	∅	N	A	K	Y	A	∅	∅	4	7	1	7	7	∅	∅
6	1.0000	1	0.1667	4149																																																																																																																																					686	a	-	-	k	∅	∅	∅	A	_	_	K	∅	∅	∅	7	0	0	1	∅	∅	∅	687	a	-	-	g	∅	∅	∅	A	_	_	K	∅	∅	∅	7	0	0	1	∅	∅	∅																							685	a	n	a	k	∅	∅	∅	A	N	A	K	∅	∅	∅	7	4	7	1	∅	∅	∅
1	0.1667	6	1.0000	4160																																																																			689	t	∅	∅	∅	u	k	u	T	∅	∅	∅	Y	K	Y	1	∅	∅	∅	7	1	7																																																																																																															688	t	∅	∅	∅	u	k	u	T	∅	∅	∅	Y	K	Y	1	∅	∅	∅	7	1	7
2	0.3333	5	0.8333	4160																																																																			689	u	t	∅	∅	k	u	t	Y	T	∅	∅	K	Y	T	7	1	∅	∅	1	7	1																																																																																																															688	u	t	∅	∅	k	u	t	Y	T	∅	∅	K	Y	T	7	1	∅	∅	1	7	1
3	0.5000	4	0.6667	4160																																																																			689	k	u	t	∅	u	t	-	K	Y	T	∅	Y	T	_	1	7	1	∅	7	1	0																																																																																																															688	k	u	t	∅	u	t	a	K	Y	T	∅	Y	T	A	1	7	1	∅	7	1	7
4	0.6667	3	0.5000	4160																																																																			689	u	k	u	t	t	-	∅	Y	K	Y	T	T	_	∅	7	1	7	1	1	0	∅																																																																																																															688	u	k	u	t	t	a	∅	Y	K	Y	T	T	A	∅	7	1	7	1	1	7	∅
5	0.8333	2	0.3333	4160																																																																			689	t	u	k	u	-	∅	∅	T	Y	K	Y	_	∅	∅	1	7	1	7	0	∅	∅																																																																																																															688	t	u	k	u	a	∅	∅	T	Y	K	Y	A	∅	∅	1	7	1	7	7	∅	∅
6	1.0000	1	0.1667	4160																																																																			689	-	t	u	k	∅	∅	∅	_	T	Y	K	∅	∅	∅	0	1	7	1	∅	∅	∅																																																																																																															688	a	t	u	k	∅	∅	∅	A	T	Y	K	∅	∅	∅	7	1	7	1	∅	∅	∅
1	0.1250	8	1.0000	4170	690	p	∅	∅	∅	j	a	á	P	∅	∅	∅	J	A	A	1	∅	∅	∅	6	7	7																																																																																																																																																																																	691	p	∅	∅	∅	j	a	a	P	∅	∅	∅	J	A	A	1	∅	∅	∅	6	7	7
2	0.2500	7	0.8750	4170	690	j	p	∅	∅	a	á	g	J	P	∅	∅	A	A	K	6	1	∅	∅	7	7	1																																																																																																																																																																																	691	j	p	∅	∅	a	a	dʒ	J	P	∅	∅	A	A	T	6	1	∅	∅	7	7	1
3	0.3750	6	0.7500	4170	690	a	j	p	∅	á	g	ʊ	A	J	P	∅	A	K	Y	7	6	1	∅	7	1	7																																																																																																																																																																																	691	a	j	p	∅	a	dʒ	i	A	J	P	∅	A	T	I	7	6	1	∅	7	1	7
4	0.5000	5	0.6250	4170	690	á	a	j	p	g	ʊ	l	A	A	J	P	K	Y	L	7	7	6	1	1	7	5																																																																																																																																																																																	691	a	a	j	p	dʒ	i	l	A	A	J	P	T	I	L	7	7	6	1	1	7	5
5	0.6250	4	0.5000	4170	690	g	á	a	j	ʊ	l	a	K	A	A	J	Y	L	A	1	7	7	6	7	5	7																																																																																																																																																																																	691	dʒ	a	a	j	i	l	a	T	A	A	J	I	L	A	1	7	7	6	7	5	7
6	0.7500	3	0.3750	4170	690	ʊ	g	á	a	l	a	∅	Y	K	A	A	L	A	∅	7	1	7	7	5	7	∅																																																																																																																																																																																	691	i	dʒ	a	a	l	a	∅	I	T	A	A	L	A	∅	7	1	7	7	5	7	∅
7	0.8750	2	0.2500	4170	690	l	ʊ	g	á	a	∅	∅	L	Y	K	A	A	∅	∅	5	7	1	7	7	∅	∅																																																																																																																																																																																	691	l	i	dʒ	a	a	∅	∅	L	I	T	A	A	∅	∅	5	7	1	7	7	∅	∅
8	1.0000	1	0.1250	4170	690	a	l	ʊ	g	∅	∅	∅	A	L	Y	K	∅	∅	∅	7	5	7	1	∅	∅	∅																																																																																																																																																																																	691	a	l	i	dʒ	∅	∅	∅	A	L	I	T	∅	∅	∅	7	5	7	1	∅	∅	∅
1	0.1667	6	1.0000	4182																																																																																																																																																											693	n	∅	∅	∅	d	-	o	N	∅	∅	∅	T	_	U	4	∅	∅	∅	1	0	7																							692	n	∅	∅	∅	d	o	o	N	∅	∅	∅	T	U	U	4	∅	∅	∅	1	7	7
2	0.3333	5	0.8333	4182																																																																																																																																																											693	d	n	∅	∅	-	o	l	T	N	∅	∅	_	U	L	1	4	∅	∅	0	7	5																							692	d	n	∅	∅	o	o	l	T	N	∅	∅	U	U	L	1	4	∅	∅	7	7	5
3	0.5000	4	0.6667	4182																																																																																																																																																											693	-	d	n	∅	o	l	o	_	T	N	∅	U	L	U	0	1	4	∅	7	5	7																							692	o	d	n	∅	o	l	o	U	T	N	∅	U	L	U	7	1	4	∅	7	5	7
4	0.6667	3	0.5000	4182																																																																																																																																																											693	o	-	d	n	l	o	∅	U	_	T	N	L	U	∅	7	0	1	4	5	7	∅																							692	o	o	d	n	l	o	∅	U	U	T	N	L	U	∅	7	7	1	4	5	7	∅
5	0.8333	2	0.3333	4182																																																																																																																																																											693	l	o	-	d	o	∅	∅	L	U	_	T	U	∅	∅	5	7	0	1	7	∅	∅																							692	l	o	o	d	o	∅	∅	L	U	U	T	U	∅	∅	5	7	7	1	7	∅	∅
6	1.0000	1	0.1667	4182																																																																																																																																																											693	o	l	o	-	∅	∅	∅	U	L	U	_	∅	∅	∅	7	5	7	0	∅	∅	∅																							692	o	l	o	o	∅	∅	∅	U	L	U	U	∅	∅	∅	7	5	7	7	∅	∅	∅
1	0.2500	4	1.0000	4203	694	k	∅	∅	∅	i	l	a	K	∅	∅	∅	I	L	A	1	∅	∅	∅	7	5	7																																																																																																																																					695	k	∅	∅	∅	i	l	a	K	∅	∅	∅	I	L	A	1	∅	∅	∅	7	5	7																																												
2	0.5000	3	0.7500	4203	694	i	k	∅	∅	l	a	∅	I	K	∅	∅	L	A	∅	7	1	∅	∅	5	7	∅																																																																																																																																					695	i	k	∅	∅	l	a	∅	I	K	∅	∅	L	A	∅	7	1	∅	∅	5	7	∅																																												
3	0.7500	2	0.5000	4203	694	l	i	k	∅	a	∅	∅	L	I	K	∅	A	∅	∅	5	7	1	∅	7	∅	∅																																																																																																																																					695	l	i	k	∅	a	∅	∅	L	I	K	∅	A	∅	∅	5	7	1	∅	7	∅	∅																																												
4	1.0000	1	0.2500	4203	694	a	l	i	k	∅	∅	∅	A	L	I	K	∅	∅	∅	7	5	7	1	∅	∅	∅																																																																																																																																					695	a	l	i	k	∅	∅	∅	A	L	I	K	∅	∅	∅	7	5	7	1	∅	∅	∅																																												
1	0.2500	4	1.0000	4204																																																																			697	tʃ	∅	∅	∅	i	l	a	T	∅	∅	∅	I	L	A	1	∅	∅	∅	7	5	7																																																																																																															696	tʃ	∅	∅	∅	i	l	a	T	∅	∅	∅	I	L	A	1	∅	∅	∅	7	5	7
2	0.5000	3	0.7500	4204																																																																			697	i	tʃ	∅	∅	l	a	∅	I	T	∅	∅	L	A	∅	7	1	∅	∅	5	7	∅																																																																																																															696	i	tʃ	∅	∅	l	a	∅	I	T	∅	∅	L	A	∅	7	1	∅	∅	5	7	∅
3	0.7500	2	0.5000	4204																																																																			697	l	i	tʃ	∅	a	∅	∅	L	I	T	∅	A	∅	∅	5	7	1	∅	7	∅	∅																																																																																																															696	l	i	tʃ	∅	a	∅	∅	L	I	T	∅	A	∅	∅	5	7	1	∅	7	∅	∅
4	1.0000	1	0.2500	4204																																																																			697	a	l	i	tʃ	∅	∅	∅	A	L	I	T	∅	∅	∅	7	5	7	1	∅	∅	∅																																																																																																															696	a	l	i	tʃ	∅	∅	∅	A	L	I	T	∅	∅	∅	7	5	7	1	∅	∅	∅
1	0.2000	5	1.0000	4218																							698	f	∅	∅	∅	u	u	l	B	∅	∅	∅	Y	Y	L	3	∅	∅	∅	7	7	5																							699	f	∅	∅	∅	u	u	l	B	∅	∅	∅	Y	Y	L	3	∅	∅	∅	7	7	5																																																																																																																																				
2	0.4000	4	0.8000	4218																							698	u	f	∅	∅	u	l	a	Y	B	∅	∅	Y	L	A	7	3	∅	∅	7	5	7																							699	u	f	∅	∅	u	l	-	Y	B	∅	∅	Y	L	_	7	3	∅	∅	7	5	0																																																																																																																																				
3	0.6000	3	0.6000	4218																							698	u	u	f	∅	l	a	∅	Y	Y	B	∅	L	A	∅	7	7	3	∅	5	7	∅																							699	u	u	f	∅	l	-	∅	Y	Y	B	∅	L	_	∅	7	7	3	∅	5	0	∅																																																																																																																																				
4	0.8000	2	0.4000	4218																							698	l	u	u	f	a	∅	∅	L	Y	Y	B	A	∅	∅	5	7	7	3	7	∅	∅																							699	l	u	u	f	-	∅	∅	L	Y	Y	B	_	∅	∅	5	7	7	3	0	∅	∅																																																																																																																																				
5	1.0000	1	0.2000	4218																							698	a	l	u	u	∅	∅	∅	A	L	Y	Y	∅	∅	∅	7	5	7	7	∅	∅	∅																							699	-	l	u	u	∅	∅	∅	_	L	Y	Y	∅	∅	∅	0	5	7	7	∅	∅	∅																																																																																																																																				
1	0.1667	6	1.0000	4238	700	i	∅	∅	∅	i	s	ɔ	I	∅	∅	∅	I	S	U	7	∅	∅	∅	7	3	7																																													702	-	∅	∅	∅	-	s	o	_	∅	∅	∅	_	S	U	0	∅	∅	∅	0	3	7																																																																			703	i	∅	∅	∅	-	s	o	I	∅	∅	∅	_	S	U	7	∅	∅	∅	0	3	7																							701	i	∅	∅	∅	-	s	o	I	∅	∅	∅	_	S	U	7	∅	∅	∅	0	3	7
2	0.3333	5	0.8333	4238	700	i	i	∅	∅	s	ɔ	z	I	I	∅	∅	S	U	S	7	7	∅	∅	3	7	3																																													702	-	-	∅	∅	s	o	ʃ	_	_	∅	∅	S	U	S	0	0	∅	∅	3	7	3																																																																			703	-	i	∅	∅	s	o	z	_	I	∅	∅	S	U	S	0	7	∅	∅	3	7	3																							701	-	i	∅	∅	s	o	s	_	I	∅	∅	S	U	S	0	7	∅	∅	3	7	3
3	0.5000	4	0.6667	4238	700	s	i	i	∅	ɔ	z	i	S	I	I	∅	U	S	I	3	7	7	∅	7	3	7																																													702	s	-	-	∅	o	ʃ	i	S	_	_	∅	U	S	I	3	0	0	∅	7	3	7																																																																			703	s	-	i	∅	o	z	i	S	_	I	∅	U	S	I	3	0	7	∅	7	3	7																							701	s	-	i	∅	o	s	i	S	_	I	∅	U	S	I	3	0	7	∅	7	3	7
4	0.6667	3	0.5000	4238	700	ɔ	s	i	i	z	i	∅	U	S	I	I	S	I	∅	7	3	7	7	3	7	∅																																													702	o	s	-	-	ʃ	i	∅	U	S	_	_	S	I	∅	7	3	0	0	3	7	∅																																																																			703	o	s	-	i	z	i	∅	U	S	_	I	S	I	∅	7	3	0	7	3	7	∅																							701	o	s	-	i	s	i	∅	U	S	_	I	S	I	∅	7	3	0	7	3	7	∅
5	0.8333	2	0.3333	4238	700	z	ɔ	s	i	i	∅	∅	S	U	S	I	I	∅	∅	3	7	3	7	7	∅	∅																																													702	ʃ	o	s	-	i	∅	∅	S	U	S	_	I	∅	∅	3	7	3	0	7	∅	∅																																																																			703	z	o	s	-	i	∅	∅	S	U	S	_	I	∅	∅	3	7	3	0	7	∅	∅																							701	s	o	s	-	i	∅	∅	S	U	S	_	I	∅	∅	3	7	3	0	7	∅	∅
6	1.0000	1	0.1667	4238	700	i	z	ɔ	s	∅	∅	∅	I	S	U	S	∅	∅	∅	7	3	7	3	∅	∅	∅																																													702	i	ʃ	o	s	∅	∅	∅	I	S	U	S	∅	∅	∅	7	3	7	3	∅	∅	∅																																																																			703	i	z	o	s	∅	∅	∅	I	S	U	S	∅	∅	∅	7	3	7	3	∅	∅	∅																							701	i	s	o	s	∅	∅	∅	I	S	U	S	∅	∅	∅	7	3	7	3	∅	∅	∅
