index	index_p	rindex	rindex_p	cogid	id_Amharic	segment_Amharic	segment_Amharic_L1	segment_Amharic_L2	segment_Amharic_L3	segment_Amharic_R1	segment_Amharic_R2	segment_Amharic_R3	SC_Amharic	SC_Amharic_L1	SC_Amharic_L2	SC_Amharic_L3	SC_Amharic_R1	SC_Amharic_R2	SC_Amharic_R3	PROSODY_Amharic	PROSODY_Amharic_L1	PROSODY_Amharic_L2	PROSODY_Amharic_L3	PROSODY_Amharic_R1	PROSODY_Amharic_R2	PROSODY_Amharic_R3	id_Argobba	segment_Argobba	segment_Argobba_L1	segment_Argobba_L2	segment_Argobba_L3	segment_Argobba_R1	segment_Argobba_R2	segment_Argobba_R3	SC_Argobba	SC_Argobba_L1	SC_Argobba_L2	SC_Argobba_L3	SC_Argobba_R1	SC_Argobba_R2	SC_Argobba_R3	PROSODY_Argobba	PROSODY_Argobba_L1	PROSODY_Argobba_L2	PROSODY_Argobba_L3	PROSODY_Argobba_R1	PROSODY_Argobba_R2	PROSODY_Argobba_R3	id_Chaha	segment_Chaha	segment_Chaha_L1	segment_Chaha_L2	segment_Chaha_L3	segment_Chaha_R1	segment_Chaha_R2	segment_Chaha_R3	SC_Chaha	SC_Chaha_L1	SC_Chaha_L2	SC_Chaha_L3	SC_Chaha_R1	SC_Chaha_R2	SC_Chaha_R3	PROSODY_Chaha	PROSODY_Chaha_L1	PROSODY_Chaha_L2	PROSODY_Chaha_L3	PROSODY_Chaha_R1	PROSODY_Chaha_R2	PROSODY_Chaha_R3	id_Endegagn	segment_Endegagn	segment_Endegagn_L1	segment_Endegagn_L2	segment_Endegagn_L3	segment_Endegagn_R1	segment_Endegagn_R2	segment_Endegagn_R3	SC_Endegagn	SC_Endegagn_L1	SC_Endegagn_L2	SC_Endegagn_L3	SC_Endegagn_R1	SC_Endegagn_R2	SC_Endegagn_R3	PROSODY_Endegagn	PROSODY_Endegagn_L1	PROSODY_Endegagn_L2	PROSODY_Endegagn_L3	PROSODY_Endegagn_R1	PROSODY_Endegagn_R2	PROSODY_Endegagn_R3	id_Ezha	segment_Ezha	segment_Ezha_L1	segment_Ezha_L2	segment_Ezha_L3	segment_Ezha_R1	segment_Ezha_R2	segment_Ezha_R3	SC_Ezha	SC_Ezha_L1	SC_Ezha_L2	SC_Ezha_L3	SC_Ezha_R1	SC_Ezha_R2	SC_Ezha_R3	PROSODY_Ezha	PROSODY_Ezha_L1	PROSODY_Ezha_L2	PROSODY_Ezha_L3	PROSODY_Ezha_R1	PROSODY_Ezha_R2	PROSODY_Ezha_R3	id_Geez	segment_Geez	segment_Geez_L1	segment_Geez_L2	segment_Geez_L3	segment_Geez_R1	segment_Geez_R2	segment_Geez_R3	SC_Geez	SC_Geez_L1	SC_Geez_L2	SC_Geez_L3	SC_Geez_R1	SC_Geez_R2	SC_Geez_R3	PROSODY_Geez	PROSODY_Geez_L1	PROSODY_Geez_L2	PROSODY_Geez_L3	PROSODY_Geez_R1	PROSODY_Geez_R2	PROSODY_Geez_R3	id_Gumer	segment_Gumer	segment_Gumer_L1	segment_Gumer_L2	segment_Gumer_L3	segment_Gumer_R1	segment_Gumer_R2	segment_Gumer_R3	SC_Gumer	SC_Gumer_L1	SC_Gumer_L2	SC_Gumer_L3	SC_Gumer_R1	SC_Gumer_R2	SC_Gumer_R3	PROSODY_Gumer	PROSODY_Gumer_L1	PROSODY_Gumer_L2	PROSODY_Gumer_L3	PROSODY_Gumer_R1	PROSODY_Gumer_R2	PROSODY_Gumer_R3	id_Gura	segment_Gura	segment_Gura_L1	segment_Gura_L2	segment_Gura_L3	segment_Gura_R1	segment_Gura_R2	segment_Gura_R3	SC_Gura	SC_Gura_L1	SC_Gura_L2	SC_Gura_L3	SC_Gura_R1	SC_Gura_R2	SC_Gura_R3	PROSODY_Gura	PROSODY_Gura_L1	PROSODY_Gura_L2	PROSODY_Gura_L3	PROSODY_Gura_R1	PROSODY_Gura_R2	PROSODY_Gura_R3	id_Gyeto	segment_Gyeto	segment_Gyeto_L1	segment_Gyeto_L2	segment_Gyeto_L3	segment_Gyeto_R1	segment_Gyeto_R2	segment_Gyeto_R3	SC_Gyeto	SC_Gyeto_L1	SC_Gyeto_L2	SC_Gyeto_L3	SC_Gyeto_R1	SC_Gyeto_R2	SC_Gyeto_R3	PROSODY_Gyeto	PROSODY_Gyeto_L1	PROSODY_Gyeto_L2	PROSODY_Gyeto_L3	PROSODY_Gyeto_R1	PROSODY_Gyeto_R2	PROSODY_Gyeto_R3	id_Harari	segment_Harari	segment_Harari_L1	segment_Harari_L2	segment_Harari_L3	segment_Harari_R1	segment_Harari_R2	segment_Harari_R3	SC_Harari	SC_Harari_L1	SC_Harari_L2	SC_Harari_L3	SC_Harari_R1	SC_Harari_R2	SC_Harari_R3	PROSODY_Harari	PROSODY_Harari_L1	PROSODY_Harari_L2	PROSODY_Harari_L3	PROSODY_Harari_R1	PROSODY_Harari_R2	PROSODY_Harari_R3	id_Inor	segment_Inor	segment_Inor_L1	segment_Inor_L2	segment_Inor_L3	segment_Inor_R1	segment_Inor_R2	segment_Inor_R3	SC_Inor	SC_Inor_L1	SC_Inor_L2	SC_Inor_L3	SC_Inor_R1	SC_Inor_R2	SC_Inor_R3	PROSODY_Inor	PROSODY_Inor_L1	PROSODY_Inor_L2	PROSODY_Inor_L3	PROSODY_Inor_R1	PROSODY_Inor_R2	PROSODY_Inor_R3	id_Kistane	segment_Kistane	segment_Kistane_L1	segment_Kistane_L2	segment_Kistane_L3	segment_Kistane_R1	segment_Kistane_R2	segment_Kistane_R3	SC_Kistane	SC_Kistane_L1	SC_Kistane_L2	SC_Kistane_L3	SC_Kistane_R1	SC_Kistane_R2	SC_Kistane_R3	PROSODY_Kistane	PROSODY_Kistane_L1	PROSODY_Kistane_L2	PROSODY_Kistane_L3	PROSODY_Kistane_R1	PROSODY_Kistane_R2	PROSODY_Kistane_R3	id_Mesqan	segment_Mesqan	segment_Mesqan_L1	segment_Mesqan_L2	segment_Mesqan_L3	segment_Mesqan_R1	segment_Mesqan_R2	segment_Mesqan_R3	SC_Mesqan	SC_Mesqan_L1	SC_Mesqan_L2	SC_Mesqan_L3	SC_Mesqan_R1	SC_Mesqan_R2	SC_Mesqan_R3	PROSODY_Mesqan	PROSODY_Mesqan_L1	PROSODY_Mesqan_L2	PROSODY_Mesqan_L3	PROSODY_Mesqan_R1	PROSODY_Mesqan_R2	PROSODY_Mesqan_R3	id_Muher	segment_Muher	segment_Muher_L1	segment_Muher_L2	segment_Muher_L3	segment_Muher_R1	segment_Muher_R2	segment_Muher_R3	SC_Muher	SC_Muher_L1	SC_Muher_L2	SC_Muher_L3	SC_Muher_R1	SC_Muher_R2	SC_Muher_R3	PROSODY_Muher	PROSODY_Muher_L1	PROSODY_Muher_L2	PROSODY_Muher_L3	PROSODY_Muher_R1	PROSODY_Muher_R2	PROSODY_Muher_R3	id_Silte	segment_Silte	segment_Silte_L1	segment_Silte_L2	segment_Silte_L3	segment_Silte_R1	segment_Silte_R2	segment_Silte_R3	SC_Silte	SC_Silte_L1	SC_Silte_L2	SC_Silte_L3	SC_Silte_R1	SC_Silte_R2	SC_Silte_R3	PROSODY_Silte	PROSODY_Silte_L1	PROSODY_Silte_L2	PROSODY_Silte_L3	PROSODY_Silte_R1	PROSODY_Silte_R2	PROSODY_Silte_R3	id_Tigre	segment_Tigre	segment_Tigre_L1	segment_Tigre_L2	segment_Tigre_L3	segment_Tigre_R1	segment_Tigre_R2	segment_Tigre_R3	SC_Tigre	SC_Tigre_L1	SC_Tigre_L2	SC_Tigre_L3	SC_Tigre_R1	SC_Tigre_R2	SC_Tigre_R3	PROSODY_Tigre	PROSODY_Tigre_L1	PROSODY_Tigre_L2	PROSODY_Tigre_L3	PROSODY_Tigre_R1	PROSODY_Tigre_R2	PROSODY_Tigre_R3	id_Tigrigna	segment_Tigrigna	segment_Tigrigna_L1	segment_Tigrigna_L2	segment_Tigrigna_L3	segment_Tigrigna_R1	segment_Tigrigna_R2	segment_Tigrigna_R3	SC_Tigrigna	SC_Tigrigna_L1	SC_Tigrigna_L2	SC_Tigrigna_L3	SC_Tigrigna_R1	SC_Tigrigna_R2	SC_Tigrigna_R3	PROSODY_Tigrigna	PROSODY_Tigrigna_L1	PROSODY_Tigrigna_L2	PROSODY_Tigrigna_L3	PROSODY_Tigrigna_R1	PROSODY_Tigrigna_R2	PROSODY_Tigrigna_R3	id_Wolane	segment_Wolane	segment_Wolane_L1	segment_Wolane_L2	segment_Wolane_L3	segment_Wolane_R1	segment_Wolane_R2	segment_Wolane_R3	SC_Wolane	SC_Wolane_L1	SC_Wolane_L2	SC_Wolane_L3	SC_Wolane_R1	SC_Wolane_R2	SC_Wolane_R3	PROSODY_Wolane	PROSODY_Wolane_L1	PROSODY_Wolane_L2	PROSODY_Wolane_L3	PROSODY_Wolane_R1	PROSODY_Wolane_R2	PROSODY_Wolane_R3	id_Zway	segment_Zway	segment_Zway_L1	segment_Zway_L2	segment_Zway_L3	segment_Zway_R1	segment_Zway_R2	segment_Zway_R3	SC_Zway	SC_Zway_L1	SC_Zway_L2	SC_Zway_L3	SC_Zway_R1	SC_Zway_R2	SC_Zway_R3	PROSODY_Zway	PROSODY_Zway_L1	PROSODY_Zway_L2	PROSODY_Zway_L3	PROSODY_Zway_R1	PROSODY_Zway_R2	PROSODY_Zway_R3
3	0.5000	4	0.6667	3	11	n	ɨ	k	∅	-	d	-	N	I	K	∅	_	T	_	4	7	1	∅	0	1	0	12	-	ɨ	k	∅	-	rː	a	_	I	K	∅	_	R	A	0	7	1	∅	0	5	7																																													13	nː	ɨ	h	∅	-	-	ə	N	I	H	∅	_	_	E	4	7	3	∅	0	0	7																							14	n	ɨ	x	∅	-	-	ə	N	I	G	∅	_	_	E	4	7	3	∅	0	0	7	15	n	ɨ	h	∅	-	-	ə	N	I	H	∅	_	_	E	4	7	3	∅	0	0	7																																													16	n	ɨ	h	∅	ɨ	ʔ	ə	N	I	H	∅	I	H	E	4	7	3	∅	7	1	7	17	-	ɨ	k	∅	-	rː	ə	_	I	K	∅	_	R	E	0	7	1	∅	0	5	7	18	nː	ɨ	h	∅	-	-	ə	N	I	H	∅	_	_	E	4	7	3	∅	0	0	7																							19	-	i	k	∅	-	r	e	_	I	K	∅	_	R	E	0	7	1	∅	0	5	7																																													20	-	i	k	∅	-	r	e	_	I	K	∅	_	R	E	0	7	1	∅	0	5	7																						
4	0.6667	3	0.5000	3	11	-	n	ɨ	k	d	-	∅	_	N	I	K	T	_	∅	0	4	7	1	1	0	∅	12	-	-	ɨ	k	rː	a	∅	_	_	I	K	R	A	∅	0	0	7	1	5	7	∅																																													13	-	nː	ɨ	h	-	ə	∅	_	N	I	H	_	E	∅	0	4	7	3	0	7	∅																							14	-	n	ɨ	x	-	ə	∅	_	N	I	G	_	E	∅	0	4	7	3	0	7	∅	15	-	n	ɨ	h	-	ə	∅	_	N	I	H	_	E	∅	0	4	7	3	0	7	∅																																													16	ɨ	n	ɨ	h	ʔ	ə	∅	I	N	I	H	H	E	∅	7	4	7	3	1	7	∅	17	-	-	ɨ	k	rː	ə	∅	_	_	I	K	R	E	∅	0	0	7	1	5	7	∅	18	-	nː	ɨ	h	-	ə	∅	_	N	I	H	_	E	∅	0	4	7	3	0	7	∅																							19	-	-	i	k	r	e	∅	_	_	I	K	R	E	∅	0	0	7	1	5	7	∅																																													20	-	-	i	k	r	e	∅	_	_	I	K	R	E	∅	0	0	7	1	5	7	∅																						
5	0.8333	2	0.3333	3	11	d	-	n	ɨ	-	∅	∅	T	_	N	I	_	∅	∅	1	0	4	7	0	∅	∅	12	rː	-	-	ɨ	a	∅	∅	R	_	_	I	A	∅	∅	5	0	0	7	7	∅	∅																																													13	-	-	nː	ɨ	ə	∅	∅	_	_	N	I	E	∅	∅	0	0	4	7	7	∅	∅																							14	-	-	n	ɨ	ə	∅	∅	_	_	N	I	E	∅	∅	0	0	4	7	7	∅	∅	15	-	-	n	ɨ	ə	∅	∅	_	_	N	I	E	∅	∅	0	0	4	7	7	∅	∅																																													16	ʔ	ɨ	n	ɨ	ə	∅	∅	H	I	N	I	E	∅	∅	1	7	4	7	7	∅	∅	17	rː	-	-	ɨ	ə	∅	∅	R	_	_	I	E	∅	∅	5	0	0	7	7	∅	∅	18	-	-	nː	ɨ	ə	∅	∅	_	_	N	I	E	∅	∅	0	0	4	7	7	∅	∅																							19	r	-	-	i	e	∅	∅	R	_	_	I	E	∅	∅	5	0	0	7	7	∅	∅																																													20	r	-	-	i	e	∅	∅	R	_	_	I	E	∅	∅	5	0	0	7	7	∅	∅																						
6	1.0000	1	0.1667	3	11	-	d	-	n	∅	∅	∅	_	T	_	N	∅	∅	∅	0	1	0	4	∅	∅	∅	12	a	rː	-	-	∅	∅	∅	A	R	_	_	∅	∅	∅	7	5	0	0	∅	∅	∅																																													13	ə	-	-	nː	∅	∅	∅	E	_	_	N	∅	∅	∅	7	0	0	4	∅	∅	∅																							14	ə	-	-	n	∅	∅	∅	E	_	_	N	∅	∅	∅	7	0	0	4	∅	∅	∅	15	ə	-	-	n	∅	∅	∅	E	_	_	N	∅	∅	∅	7	0	0	4	∅	∅	∅																																													16	ə	ʔ	ɨ	n	∅	∅	∅	E	H	I	N	∅	∅	∅	7	1	7	4	∅	∅	∅	17	ə	rː	-	-	∅	∅	∅	E	R	_	_	∅	∅	∅	7	5	0	0	∅	∅	∅	18	ə	-	-	nː	∅	∅	∅	E	_	_	N	∅	∅	∅	7	0	0	4	∅	∅	∅																							19	e	r	-	-	∅	∅	∅	E	R	_	_	∅	∅	∅	7	5	0	0	∅	∅	∅																																													20	e	r	-	-	∅	∅	∅	E	R	_	_	∅	∅	∅	7	5	0	0	∅	∅	∅																						
1	0.1250	8	1.0000	4	21	dʒ	∅	∅	∅	-	ə	r	T	∅	∅	∅	_	E	R	1	∅	∅	∅	0	7	5	22	dʒ	∅	∅	∅	-	eː	d	T	∅	∅	∅	_	E	T	1	∅	∅	∅	0	7	1	23	g	∅	∅	∅	j	i	-	K	∅	∅	∅	J	I	_	1	∅	∅	∅	6	7	0	24	g	∅	∅	∅	j	i	-	K	∅	∅	∅	J	I	_	1	∅	∅	∅	6	7	0	25	g	∅	∅	∅	-	ɨ	n	K	∅	∅	∅	_	I	N	1	∅	∅	∅	0	7	4																																													26	dʒ	∅	∅	∅	j	i	-	T	∅	∅	∅	J	I	_	1	∅	∅	∅	6	7	0	27	g	∅	∅	∅	-	i	-	K	∅	∅	∅	_	I	_	1	∅	∅	∅	0	7	0																							28	g	∅	∅	∅	-	i	-	K	∅	∅	∅	_	I	_	1	∅	∅	∅	0	7	0	29	g	∅	∅	∅	-	ɨ	n	K	∅	∅	∅	_	I	N	1	∅	∅	∅	0	7	4	30	g	∅	∅	∅	-	ɨ	n	K	∅	∅	∅	_	I	N	1	∅	∅	∅	0	7	4	31	g	∅	∅	∅	-	ɨ	n	K	∅	∅	∅	_	I	N	1	∅	∅	∅	0	7	4																																																																																																														
2	0.2500	7	0.8750	4	21	-	dʒ	∅	∅	ə	r	b	_	T	∅	∅	E	R	P	0	1	∅	∅	7	5	1	22	-	dʒ	∅	∅	eː	d	-	_	T	∅	∅	E	T	_	0	1	∅	∅	7	1	0	23	j	g	∅	∅	i	-	ʃ	J	K	∅	∅	I	_	S	6	1	∅	∅	7	0	3	24	j	g	∅	∅	i	-	ʃ	J	K	∅	∅	I	_	S	6	1	∅	∅	7	0	3	25	-	g	∅	∅	ɨ	n	ʒ	_	K	∅	∅	I	N	S	0	1	∅	∅	7	4	3																																													26	j	dʒ	∅	∅	i	-	ʃ	J	T	∅	∅	I	_	S	6	1	∅	∅	7	0	3	27	-	g	∅	∅	i	-	ʃ	_	K	∅	∅	I	_	S	0	1	∅	∅	7	0	3																							28	-	g	∅	∅	i	-	ʃ	_	K	∅	∅	I	_	S	0	1	∅	∅	7	0	3	29	-	g	∅	∅	ɨ	n	ʒ	_	K	∅	∅	I	N	S	0	1	∅	∅	7	4	3	30	-	g	∅	∅	ɨ	n	ʒ	_	K	∅	∅	I	N	S	0	1	∅	∅	7	4	3	31	-	g	∅	∅	ɨ	n	ʒ	_	K	∅	∅	I	N	S	0	1	∅	∅	7	4	3																																																																																																														
3	0.3750	6	0.7500	4	21	ə	-	dʒ	∅	r	b	-	E	_	T	∅	R	P	_	7	0	1	∅	5	1	0	22	eː	-	dʒ	∅	d	-	-	E	_	T	∅	T	_	_	7	0	1	∅	1	0	0	23	i	j	g	∅	-	ʃ	-	I	J	K	∅	_	S	_	7	6	1	∅	0	3	0	24	i	j	g	∅	-	ʃ	-	I	J	K	∅	_	S	_	7	6	1	∅	0	3	0	25	ɨ	-	g	∅	n	ʒ	-	I	_	K	∅	N	S	_	7	0	1	∅	4	3	0																																													26	i	j	dʒ	∅	-	ʃ	-	I	J	T	∅	_	S	_	7	6	1	∅	0	3	0	27	i	-	g	∅	-	ʃ	-	I	_	K	∅	_	S	_	7	0	1	∅	0	3	0																							28	i	-	g	∅	-	ʃ	ɨ	I	_	K	∅	_	S	I	7	0	1	∅	0	3	7	29	ɨ	-	g	∅	n	ʒ	-	I	_	K	∅	N	S	_	7	0	1	∅	4	3	0	30	ɨ	-	g	∅	n	ʒ	-	I	_	K	∅	N	S	_	7	0	1	∅	4	3	0	31	ɨ	-	g	∅	n	ʒ	-	I	_	K	∅	N	S	_	7	0	1	∅	4	3	0																																																																																																														
4	0.5000	5	0.6250	4	21	r	ə	-	dʒ	b	-	-	R	E	_	T	P	_	_	5	7	0	1	1	0	0	22	d	eː	-	dʒ	-	-	-	T	E	_	T	_	_	_	1	7	0	1	0	0	0	23	-	i	j	g	ʃ	-	-	_	I	J	K	S	_	_	0	7	6	1	3	0	0	24	-	i	j	g	ʃ	-	-	_	I	J	K	S	_	_	0	7	6	1	3	0	0	25	n	ɨ	-	g	ʒ	-	-	N	I	_	K	S	_	_	4	7	0	1	3	0	0																																													26	-	i	j	dʒ	ʃ	-	-	_	I	J	T	S	_	_	0	7	6	1	3	0	0	27	-	i	-	g	ʃ	-	-	_	I	_	K	S	_	_	0	7	0	1	3	0	0																							28	-	i	-	g	ʃ	ɨ	ʔ	_	I	_	K	S	I	H	0	7	0	1	3	7	1	29	n	ɨ	-	g	ʒ	-	-	N	I	_	K	S	_	_	4	7	0	1	3	0	0	30	n	ɨ	-	g	ʒ	-	-	N	I	_	K	S	_	_	4	7	0	1	3	0	0	31	n	ɨ	-	g	ʒ	-	-	N	I	_	K	S	_	_	4	7	0	1	3	0	0																																																																																																														
5	0.6250	4	0.5000	4	21	b	r	ə	-	-	-	a	P	R	E	_	_	_	A	1	5	7	0	0	0	7	22	-	d	eː	-	-	-	-	_	T	E	_	_	_	_	0	1	7	0	0	0	0	23	ʃ	-	i	j	-	-	ə	S	_	I	J	_	_	E	3	0	7	6	0	0	7	24	ʃ	-	i	j	-	-	ə	S	_	I	J	_	_	E	3	0	7	6	0	0	7	25	ʒ	n	ɨ	-	-	-	ə	S	N	I	_	_	_	E	3	4	7	0	0	0	7																																													26	ʃ	-	i	j	-	-	ə	S	_	I	J	_	_	E	3	0	7	6	0	0	7	27	ʃ	-	i	-	-	-	ə	S	_	I	_	_	_	E	3	0	7	0	0	0	7																							28	ʃ	-	i	-	ɨ	ʔ	ə	S	_	I	_	I	H	E	3	0	7	0	7	1	7	29	ʒ	n	ɨ	-	-	-	ə	S	N	I	_	_	_	E	3	4	7	0	0	0	7	30	ʒ	n	ɨ	-	-	-	ə	S	N	I	_	_	_	E	3	4	7	0	0	0	7	31	ʒ	n	ɨ	-	-	-	ə	S	N	I	_	_	_	E	3	4	7	0	0	0	7																																																																																																														
6	0.7500	3	0.3750	4	21	-	b	r	ə	-	a	∅	_	P	R	E	_	A	∅	0	1	5	7	0	7	∅	22	-	-	d	eː	-	-	∅	_	_	T	E	_	_	∅	0	0	1	7	0	0	∅	23	-	ʃ	-	i	-	ə	∅	_	S	_	I	_	E	∅	0	3	0	7	0	7	∅	24	-	ʃ	-	i	-	ə	∅	_	S	_	I	_	E	∅	0	3	0	7	0	7	∅	25	-	ʒ	n	ɨ	-	ə	∅	_	S	N	I	_	E	∅	0	3	4	7	0	7	∅																																													26	-	ʃ	-	i	-	ə	∅	_	S	_	I	_	E	∅	0	3	0	7	0	7	∅	27	-	ʃ	-	i	-	ə	∅	_	S	_	I	_	E	∅	0	3	0	7	0	7	∅																							28	ɨ	ʃ	-	i	ʔ	ə	∅	I	S	_	I	H	E	∅	7	3	0	7	1	7	∅	29	-	ʒ	n	ɨ	-	ə	∅	_	S	N	I	_	E	∅	0	3	4	7	0	7	∅	30	-	ʒ	n	ɨ	-	ə	∅	_	S	N	I	_	E	∅	0	3	4	7	0	7	∅	31	-	ʒ	n	ɨ	-	ə	∅	_	S	N	I	_	E	∅	0	3	4	7	0	7	∅																																																																																																														
7	0.8750	2	0.2500	4	21	-	-	b	r	a	∅	∅	_	_	P	R	A	∅	∅	0	0	1	5	7	∅	∅	22	-	-	-	d	-	∅	∅	_	_	_	T	_	∅	∅	0	0	0	1	0	∅	∅	23	-	-	ʃ	-	ə	∅	∅	_	_	S	_	E	∅	∅	0	0	3	0	7	∅	∅	24	-	-	ʃ	-	ə	∅	∅	_	_	S	_	E	∅	∅	0	0	3	0	7	∅	∅	25	-	-	ʒ	n	ə	∅	∅	_	_	S	N	E	∅	∅	0	0	3	4	7	∅	∅																																													26	-	-	ʃ	-	ə	∅	∅	_	_	S	_	E	∅	∅	0	0	3	0	7	∅	∅	27	-	-	ʃ	-	ə	∅	∅	_	_	S	_	E	∅	∅	0	0	3	0	7	∅	∅																							28	ʔ	ɨ	ʃ	-	ə	∅	∅	H	I	S	_	E	∅	∅	1	7	3	0	7	∅	∅	29	-	-	ʒ	n	ə	∅	∅	_	_	S	N	E	∅	∅	0	0	3	4	7	∅	∅	30	-	-	ʒ	n	ə	∅	∅	_	_	S	N	E	∅	∅	0	0	3	4	7	∅	∅	31	-	-	ʒ	n	ə	∅	∅	_	_	S	N	E	∅	∅	0	0	3	4	7	∅	∅																																																																																																														
8	1.0000	1	0.1250	4	21	a	-	-	b	∅	∅	∅	A	_	_	P	∅	∅	∅	7	0	0	1	∅	∅	∅	22	-	-	-	-	∅	∅	∅	_	_	_	_	∅	∅	∅	0	0	0	0	∅	∅	∅	23	ə	-	-	ʃ	∅	∅	∅	E	_	_	S	∅	∅	∅	7	0	0	3	∅	∅	∅	24	ə	-	-	ʃ	∅	∅	∅	E	_	_	S	∅	∅	∅	7	0	0	3	∅	∅	∅	25	ə	-	-	ʒ	∅	∅	∅	E	_	_	S	∅	∅	∅	7	0	0	3	∅	∅	∅																																													26	ə	-	-	ʃ	∅	∅	∅	E	_	_	S	∅	∅	∅	7	0	0	3	∅	∅	∅	27	ə	-	-	ʃ	∅	∅	∅	E	_	_	S	∅	∅	∅	7	0	0	3	∅	∅	∅																							28	ə	ʔ	ɨ	ʃ	∅	∅	∅	E	H	I	S	∅	∅	∅	7	1	7	3	∅	∅	∅	29	ə	-	-	ʒ	∅	∅	∅	E	_	_	S	∅	∅	∅	7	0	0	3	∅	∅	∅	30	ə	-	-	ʒ	∅	∅	∅	E	_	_	S	∅	∅	∅	7	0	0	3	∅	∅	∅	31	ə	-	-	ʒ	∅	∅	∅	E	_	_	S	∅	∅	∅	7	0	0	3	∅	∅	∅																																																																																																														
1	0.2000	5	1.0000	5	32	g	∅	∅	∅	ə	b	-	K	∅	∅	∅	E	P	_	1	∅	∅	∅	7	1	0																																																																																									33	g	∅	∅	∅	ə	b	-	K	∅	∅	∅	E	P	_	1	∅	∅	∅	7	1	0																																																																			34	g	∅	∅	∅	uː	-	-	K	∅	∅	∅	Y	_	_	1	∅	∅	∅	7	0	0																							35	g	∅	∅	∅	ə	b	-	K	∅	∅	∅	E	P	_	1	∅	∅	∅	7	1	0																																																																																																																																					36	g	∅	∅	∅	ə	b	ɨ	K	∅	∅	∅	E	P	I	1	∅	∅	∅	7	1	7
2	0.4000	4	0.8000	5	32	ə	g	∅	∅	b	-	s	E	K	∅	∅	P	_	S	7	1	∅	∅	1	0	3																																																																																									33	ə	g	∅	∅	b	-	s	E	K	∅	∅	P	_	S	7	1	∅	∅	1	0	3																																																																			34	uː	g	∅	∅	-	-	s	Y	K	∅	∅	_	_	S	7	1	∅	∅	0	0	3																							35	ə	g	∅	∅	b	-	s	E	K	∅	∅	P	_	S	7	1	∅	∅	1	0	3																																																																																																																																					36	ə	g	∅	∅	b	ɨ	s	E	K	∅	∅	P	I	S	7	1	∅	∅	1	7	3
3	0.6000	3	0.6000	5	32	b	ə	g	∅	-	s	∅	P	E	K	∅	_	S	∅	1	7	1	∅	0	3	∅																																																																																									33	b	ə	g	∅	-	s	∅	P	E	K	∅	_	S	∅	1	7	1	∅	0	3	∅																																																																			34	-	uː	g	∅	-	s	∅	_	Y	K	∅	_	S	∅	0	7	1	∅	0	3	∅																							35	b	ə	g	∅	-	s	∅	P	E	K	∅	_	S	∅	1	7	1	∅	0	3	∅																																																																																																																																					36	b	ə	g	∅	ɨ	s	∅	P	E	K	∅	I	S	∅	1	7	1	∅	7	3	∅
4	0.8000	2	0.4000	5	32	-	b	ə	g	s	∅	∅	_	P	E	K	S	∅	∅	0	1	7	1	3	∅	∅																																																																																									33	-	b	ə	g	s	∅	∅	_	P	E	K	S	∅	∅	0	1	7	1	3	∅	∅																																																																			34	-	-	uː	g	s	∅	∅	_	_	Y	K	S	∅	∅	0	0	7	1	3	∅	∅																							35	-	b	ə	g	s	∅	∅	_	P	E	K	S	∅	∅	0	1	7	1	3	∅	∅																																																																																																																																					36	ɨ	b	ə	g	s	∅	∅	I	P	E	K	S	∅	∅	7	1	7	1	3	∅	∅
5	1.0000	1	0.2000	5	32	s	-	b	ə	∅	∅	∅	S	_	P	E	∅	∅	∅	3	0	1	7	∅	∅	∅																																																																																									33	s	-	b	ə	∅	∅	∅	S	_	P	E	∅	∅	∅	3	0	1	7	∅	∅	∅																																																																			34	s	-	-	uː	∅	∅	∅	S	_	_	Y	∅	∅	∅	3	0	0	7	∅	∅	∅																							35	s	-	b	ə	∅	∅	∅	S	_	P	E	∅	∅	∅	3	0	1	7	∅	∅	∅																																																																																																																																					36	s	ɨ	b	ə	∅	∅	∅	S	I	P	E	∅	∅	∅	3	7	1	7	∅	∅	∅
1	0.1429	7	1.0000	6	37	m	∅	∅	∅	ə	l	k	M	∅	∅	∅	E	L	K	4	∅	∅	∅	7	5	1																							38	m	∅	∅	∅	ə	r	k	M	∅	∅	∅	E	R	K	4	∅	∅	∅	7	5	1	39	m	∅	∅	∅	ə	l	k	M	∅	∅	∅	E	L	K	4	∅	∅	∅	7	5	1	40	m	∅	∅	∅	ə	r	k	M	∅	∅	∅	E	R	K	4	∅	∅	∅	7	5	1																							41	m	∅	∅	∅	ə	r	k	M	∅	∅	∅	E	R	K	4	∅	∅	∅	7	5	1	42	m	∅	∅	∅	ə	r	k	M	∅	∅	∅	E	R	K	4	∅	∅	∅	7	5	1	43	m	∅	∅	∅	ə	r	k	M	∅	∅	∅	E	R	K	4	∅	∅	∅	7	5	1																							44	m	∅	∅	∅	ə	r	k	M	∅	∅	∅	E	R	K	4	∅	∅	∅	7	5	1	45	m	∅	∅	∅	ə	l	k	M	∅	∅	∅	E	L	K	4	∅	∅	∅	7	5	1	46	m	∅	∅	∅	ə	l	k	M	∅	∅	∅	E	L	K	4	∅	∅	∅	7	5	1	47	m	∅	∅	∅	ə	l	k	M	∅	∅	∅	E	L	K	4	∅	∅	∅	7	5	1																																																																																									48	m	∅	∅	∅	ə	l	k	M	∅	∅	∅	E	L	K	4	∅	∅	∅	7	5	1
