index	index_p	rindex	rindex_p	cogid	id_Amharic	segment_Amharic	segment_Amharic_L1	segment_Amharic_L2	segment_Amharic_L3	segment_Amharic_R1	segment_Amharic_R2	segment_Amharic_R3	SC_Amharic	SC_Amharic_L1	SC_Amharic_L2	SC_Amharic_L3	SC_Amharic_R1	SC_Amharic_R2	SC_Amharic_R3	PROSODY_Amharic	PROSODY_Amharic_L1	PROSODY_Amharic_L2	PROSODY_Amharic_L3	PROSODY_Amharic_R1	PROSODY_Amharic_R2	PROSODY_Amharic_R3	id_Argobba	segment_Argobba	segment_Argobba_L1	segment_Argobba_L2	segment_Argobba_L3	segment_Argobba_R1	segment_Argobba_R2	segment_Argobba_R3	SC_Argobba	SC_Argobba_L1	SC_Argobba_L2	SC_Argobba_L3	SC_Argobba_R1	SC_Argobba_R2	SC_Argobba_R3	PROSODY_Argobba	PROSODY_Argobba_L1	PROSODY_Argobba_L2	PROSODY_Argobba_L3	PROSODY_Argobba_R1	PROSODY_Argobba_R2	PROSODY_Argobba_R3	id_Chaha	segment_Chaha	segment_Chaha_L1	segment_Chaha_L2	segment_Chaha_L3	segment_Chaha_R1	segment_Chaha_R2	segment_Chaha_R3	SC_Chaha	SC_Chaha_L1	SC_Chaha_L2	SC_Chaha_L3	SC_Chaha_R1	SC_Chaha_R2	SC_Chaha_R3	PROSODY_Chaha	PROSODY_Chaha_L1	PROSODY_Chaha_L2	PROSODY_Chaha_L3	PROSODY_Chaha_R1	PROSODY_Chaha_R2	PROSODY_Chaha_R3	id_Endegagn	segment_Endegagn	segment_Endegagn_L1	segment_Endegagn_L2	segment_Endegagn_L3	segment_Endegagn_R1	segment_Endegagn_R2	segment_Endegagn_R3	SC_Endegagn	SC_Endegagn_L1	SC_Endegagn_L2	SC_Endegagn_L3	SC_Endegagn_R1	SC_Endegagn_R2	SC_Endegagn_R3	PROSODY_Endegagn	PROSODY_Endegagn_L1	PROSODY_Endegagn_L2	PROSODY_Endegagn_L3	PROSODY_Endegagn_R1	PROSODY_Endegagn_R2	PROSODY_Endegagn_R3	id_Ezha	segment_Ezha	segment_Ezha_L1	segment_Ezha_L2	segment_Ezha_L3	segment_Ezha_R1	segment_Ezha_R2	segment_Ezha_R3	SC_Ezha	SC_Ezha_L1	SC_Ezha_L2	SC_Ezha_L3	SC_Ezha_R1	SC_Ezha_R2	SC_Ezha_R3	PROSODY_Ezha	PROSODY_Ezha_L1	PROSODY_Ezha_L2	PROSODY_Ezha_L3	PROSODY_Ezha_R1	PROSODY_Ezha_R2	PROSODY_Ezha_R3	id_Geez	segment_Geez	segment_Geez_L1	segment_Geez_L2	segment_Geez_L3	segment_Geez_R1	segment_Geez_R2	segment_Geez_R3	SC_Geez	SC_Geez_L1	SC_Geez_L2	SC_Geez_L3	SC_Geez_R1	SC_Geez_R2	SC_Geez_R3	PROSODY_Geez	PROSODY_Geez_L1	PROSODY_Geez_L2	PROSODY_Geez_L3	PROSODY_Geez_R1	PROSODY_Geez_R2	PROSODY_Geez_R3	id_Gumer	segment_Gumer	segment_Gumer_L1	segment_Gumer_L2	segment_Gumer_L3	segment_Gumer_R1	segment_Gumer_R2	segment_Gumer_R3	SC_Gumer	SC_Gumer_L1	SC_Gumer_L2	SC_Gumer_L3	SC_Gumer_R1	SC_Gumer_R2	SC_Gumer_R3	PROSODY_Gumer	PROSODY_Gumer_L1	PROSODY_Gumer_L2	PROSODY_Gumer_L3	PROSODY_Gumer_R1	PROSODY_Gumer_R2	PROSODY_Gumer_R3	id_Gura	segment_Gura	segment_Gura_L1	segment_Gura_L2	segment_Gura_L3	segment_Gura_R1	segment_Gura_R2	segment_Gura_R3	SC_Gura	SC_Gura_L1	SC_Gura_L2	SC_Gura_L3	SC_Gura_R1	SC_Gura_R2	SC_Gura_R3	PROSODY_Gura	PROSODY_Gura_L1	PROSODY_Gura_L2	PROSODY_Gura_L3	PROSODY_Gura_R1	PROSODY_Gura_R2	PROSODY_Gura_R3	id_Gyeto	segment_Gyeto	segment_Gyeto_L1	segment_Gyeto_L2	segment_Gyeto_L3	segment_Gyeto_R1	segment_Gyeto_R2	segment_Gyeto_R3	SC_Gyeto	SC_Gyeto_L1	SC_Gyeto_L2	SC_Gyeto_L3	SC_Gyeto_R1	SC_Gyeto_R2	SC_Gyeto_R3	PROSODY_Gyeto	PROSODY_Gyeto_L1	PROSODY_Gyeto_L2	PROSODY_Gyeto_L3	PROSODY_Gyeto_R1	PROSODY_Gyeto_R2	PROSODY_Gyeto_R3	id_Harari	segment_Harari	segment_Harari_L1	segment_Harari_L2	segment_Harari_L3	segment_Harari_R1	segment_Harari_R2	segment_Harari_R3	SC_Harari	SC_Harari_L1	SC_Harari_L2	SC_Harari_L3	SC_Harari_R1	SC_Harari_R2	SC_Harari_R3	PROSODY_Harari	PROSODY_Harari_L1	PROSODY_Harari_L2	PROSODY_Harari_L3	PROSODY_Harari_R1	PROSODY_Harari_R2	PROSODY_Harari_R3	id_Inor	segment_Inor	segment_Inor_L1	segment_Inor_L2	segment_Inor_L3	segment_Inor_R1	segment_Inor_R2	segment_Inor_R3	SC_Inor	SC_Inor_L1	SC_Inor_L2	SC_Inor_L3	SC_Inor_R1	SC_Inor_R2	SC_Inor_R3	PROSODY_Inor	PROSODY_Inor_L1	PROSODY_Inor_L2	PROSODY_Inor_L3	PROSODY_Inor_R1	PROSODY_Inor_R2	PROSODY_Inor_R3	id_Kistane	segment_Kistane	segment_Kistane_L1	segment_Kistane_L2	segment_Kistane_L3	segment_Kistane_R1	segment_Kistane_R2	segment_Kistane_R3	SC_Kistane	SC_Kistane_L1	SC_Kistane_L2	SC_Kistane_L3	SC_Kistane_R1	SC_Kistane_R2	SC_Kistane_R3	PROSODY_Kistane	PROSODY_Kistane_L1	PROSODY_Kistane_L2	PROSODY_Kistane_L3	PROSODY_Kistane_R1	PROSODY_Kistane_R2	PROSODY_Kistane_R3	id_Mesqan	segment_Mesqan	segment_Mesqan_L1	segment_Mesqan_L2	segment_Mesqan_L3	segment_Mesqan_R1	segment_Mesqan_R2	segment_Mesqan_R3	SC_Mesqan	SC_Mesqan_L1	SC_Mesqan_L2	SC_Mesqan_L3	SC_Mesqan_R1	SC_Mesqan_R2	SC_Mesqan_R3	PROSODY_Mesqan	PROSODY_Mesqan_L1	PROSODY_Mesqan_L2	PROSODY_Mesqan_L3	PROSODY_Mesqan_R1	PROSODY_Mesqan_R2	PROSODY_Mesqan_R3	id_Muher	segment_Muher	segment_Muher_L1	segment_Muher_L2	segment_Muher_L3	segment_Muher_R1	segment_Muher_R2	segment_Muher_R3	SC_Muher	SC_Muher_L1	SC_Muher_L2	SC_Muher_L3	SC_Muher_R1	SC_Muher_R2	SC_Muher_R3	PROSODY_Muher	PROSODY_Muher_L1	PROSODY_Muher_L2	PROSODY_Muher_L3	PROSODY_Muher_R1	PROSODY_Muher_R2	PROSODY_Muher_R3	id_Silte	segment_Silte	segment_Silte_L1	segment_Silte_L2	segment_Silte_L3	segment_Silte_R1	segment_Silte_R2	segment_Silte_R3	SC_Silte	SC_Silte_L1	SC_Silte_L2	SC_Silte_L3	SC_Silte_R1	SC_Silte_R2	SC_Silte_R3	PROSODY_Silte	PROSODY_Silte_L1	PROSODY_Silte_L2	PROSODY_Silte_L3	PROSODY_Silte_R1	PROSODY_Silte_R2	PROSODY_Silte_R3	id_Tigre	segment_Tigre	segment_Tigre_L1	segment_Tigre_L2	segment_Tigre_L3	segment_Tigre_R1	segment_Tigre_R2	segment_Tigre_R3	SC_Tigre	SC_Tigre_L1	SC_Tigre_L2	SC_Tigre_L3	SC_Tigre_R1	SC_Tigre_R2	SC_Tigre_R3	PROSODY_Tigre	PROSODY_Tigre_L1	PROSODY_Tigre_L2	PROSODY_Tigre_L3	PROSODY_Tigre_R1	PROSODY_Tigre_R2	PROSODY_Tigre_R3	id_Tigrigna	segment_Tigrigna	segment_Tigrigna_L1	segment_Tigrigna_L2	segment_Tigrigna_L3	segment_Tigrigna_R1	segment_Tigrigna_R2	segment_Tigrigna_R3	SC_Tigrigna	SC_Tigrigna_L1	SC_Tigrigna_L2	SC_Tigrigna_L3	SC_Tigrigna_R1	SC_Tigrigna_R2	SC_Tigrigna_R3	PROSODY_Tigrigna	PROSODY_Tigrigna_L1	PROSODY_Tigrigna_L2	PROSODY_Tigrigna_L3	PROSODY_Tigrigna_R1	PROSODY_Tigrigna_R2	PROSODY_Tigrigna_R3	id_Wolane	segment_Wolane	segment_Wolane_L1	segment_Wolane_L2	segment_Wolane_L3	segment_Wolane_R1	segment_Wolane_R2	segment_Wolane_R3	SC_Wolane	SC_Wolane_L1	SC_Wolane_L2	SC_Wolane_L3	SC_Wolane_R1	SC_Wolane_R2	SC_Wolane_R3	PROSODY_Wolane	PROSODY_Wolane_L1	PROSODY_Wolane_L2	PROSODY_Wolane_L3	PROSODY_Wolane_R1	PROSODY_Wolane_R2	PROSODY_Wolane_R3	id_Zway	segment_Zway	segment_Zway_L1	segment_Zway_L2	segment_Zway_L3	segment_Zway_R1	segment_Zway_R2	segment_Zway_R3	SC_Zway	SC_Zway_L1	SC_Zway_L2	SC_Zway_L3	SC_Zway_R1	SC_Zway_R2	SC_Zway_R3	PROSODY_Zway	PROSODY_Zway_L1	PROSODY_Zway_L2	PROSODY_Zway_L3	PROSODY_Zway_R1	PROSODY_Zway_R2	PROSODY_Zway_R3
5	0.7143	3	0.4286	20																																																																			11	ə	b	m	ə	n	ə	∅	E	P	M	E	N	E	∅	7	1	4	7	4	7	∅	12	ə	b	m	ə	nː	a	∅	E	P	M	E	N	A	∅	7	1	4	7	4	7	∅																																																																																																															13	ə	b	m	ə	n	a	∅	E	P	M	E	N	A	∅	7	1	4	7	4	7	∅																																																																																																																																																											14	ə	b	m	ə	l	o	∅	E	P	M	E	L	U	∅	7	1	4	7	5	7	∅
6	0.8571	2	0.2857	20																																																																			11	n	ə	b	m	ə	∅	∅	N	E	P	M	E	∅	∅	4	7	1	4	7	∅	∅	12	nː	ə	b	m	a	∅	∅	N	E	P	M	A	∅	∅	4	7	1	4	7	∅	∅																																																																																																															13	n	ə	b	m	a	∅	∅	N	E	P	M	A	∅	∅	4	7	1	4	7	∅	∅																																																																																																																																																											14	l	ə	b	m	o	∅	∅	L	E	P	M	U	∅	∅	5	7	1	4	7	∅	∅
7	1.0000	1	0.1429	20																																																																			11	ə	n	ə	b	∅	∅	∅	E	N	E	P	∅	∅	∅	7	4	7	1	∅	∅	∅	12	a	nː	ə	b	∅	∅	∅	A	N	E	P	∅	∅	∅	7	4	7	1	∅	∅	∅																																																																																																															13	a	n	ə	b	∅	∅	∅	A	N	E	P	∅	∅	∅	7	4	7	1	∅	∅	∅																																																																																																																																																											14	o	l	ə	b	∅	∅	∅	U	L	E	P	∅	∅	∅	7	5	7	1	∅	∅	∅
1	0.2000	5	1.0000	24																																																																																																															15	ʕ	∅	∅	∅	a	r	a	H	∅	∅	∅	A	R	A	1	∅	∅	∅	7	5	7																																																																																																																																																																																																							16	ʕ	∅	∅	∅	a	r	a	H	∅	∅	∅	A	R	A	1	∅	∅	∅	7	5	7	17	ʕ	∅	∅	∅	a	r	a	H	∅	∅	∅	A	R	A	1	∅	∅	∅	7	5	7																																												
2	0.4000	4	0.8000	24																																																																																																															15	a	ʕ	∅	∅	r	a	t	A	H	∅	∅	R	A	T	7	1	∅	∅	5	7	1																																																																																																																																																																																																							16	a	ʕ	∅	∅	r	a	t	A	H	∅	∅	R	A	T	7	1	∅	∅	5	7	1	17	a	ʕ	∅	∅	r	a	t	A	H	∅	∅	R	A	T	7	1	∅	∅	5	7	1																																												
3	0.6000	3	0.6000	24																																																																																																															15	r	a	ʕ	∅	a	t	∅	R	A	H	∅	A	T	∅	5	7	1	∅	7	1	∅																																																																																																																																																																																																							16	r	a	ʕ	∅	a	t	∅	R	A	H	∅	A	T	∅	5	7	1	∅	7	1	∅	17	r	a	ʕ	∅	a	t	∅	R	A	H	∅	A	T	∅	5	7	1	∅	7	1	∅																																												
4	0.8000	2	0.4000	24																																																																																																															15	a	r	a	ʕ	t	∅	∅	A	R	A	H	T	∅	∅	7	5	7	1	1	∅	∅																																																																																																																																																																																																							16	a	r	a	ʕ	t	∅	∅	A	R	A	H	T	∅	∅	7	5	7	1	1	∅	∅	17	a	r	a	ʕ	t	∅	∅	A	R	A	H	T	∅	∅	7	5	7	1	1	∅	∅																																												
5	1.0000	1	0.2000	24																																																																																																															15	t	a	r	a	∅	∅	∅	T	A	R	A	∅	∅	∅	1	7	5	7	∅	∅	∅																																																																																																																																																																																																							16	t	a	r	a	∅	∅	∅	T	A	R	A	∅	∅	∅	1	7	5	7	∅	∅	∅	17	t	a	r	a	∅	∅	∅	T	A	R	A	∅	∅	∅	1	7	5	7	∅	∅	∅																																												
1	0.1667	6	1.0000	26																																																																																																															18	ʕ	∅	∅	∅	ə	bː	-	H	∅	∅	∅	E	P	_	1	∅	∅	∅	7	1	0																																																																																																																																																																																																							19	ʕ	∅	∅	∅	a	b	a	H	∅	∅	∅	A	P	A	1	∅	∅	∅	7	1	7																																																																		
2	0.3333	5	0.8333	26																																																																																																															18	ə	ʕ	∅	∅	bː	-	-	E	H	∅	∅	P	_	_	7	1	∅	∅	1	0	0																																																																																																																																																																																																							19	a	ʕ	∅	∅	b	a	j	A	H	∅	∅	P	A	J	7	1	∅	∅	1	7	6																																																																		
3	0.5000	4	0.6667	26																																																																																																															18	bː	ə	ʕ	∅	-	-	i	P	E	H	∅	_	_	I	1	7	1	∅	0	0	7																																																																																																																																																																																																							19	b	a	ʕ	∅	a	j	i	P	A	H	∅	A	J	I	1	7	1	∅	7	6	7																																																																		
4	0.6667	3	0.5000	26																																																																																																															18	-	bː	ə	ʕ	-	i	∅	_	P	E	H	_	I	∅	0	1	7	1	0	7	∅																																																																																																																																																																																																							19	a	b	a	ʕ	j	i	∅	A	P	A	H	J	I	∅	7	1	7	1	6	7	∅																																																																		
5	0.8333	2	0.3333	26																																																																																																															18	-	-	bː	ə	i	∅	∅	_	_	P	E	I	∅	∅	0	0	1	7	7	∅	∅																																																																																																																																																																																																							19	j	a	b	a	i	∅	∅	J	A	P	A	I	∅	∅	6	7	1	7	7	∅	∅																																																																		
6	1.0000	1	0.1667	26																																																																																																															18	i	-	-	bː	∅	∅	∅	I	_	_	P	∅	∅	∅	7	0	0	1	∅	∅	∅																																																																																																																																																																																																							19	i	j	a	b	∅	∅	∅	I	J	A	P	∅	∅	∅	7	6	7	1	∅	∅	∅																																																																		
1	0.2000	5	1.0000	27																																																																																																															20	s	∅	∅	∅	a	lː	i	S	∅	∅	∅	A	L	I	3	∅	∅	∅	7	5	7																																																																																																																																																																																																							21	s	∅	∅	∅	ə	l	i	S	∅	∅	∅	E	L	I	3	∅	∅	∅	7	5	7	22	s	∅	∅	∅	ə	lː	i	S	∅	∅	∅	E	L	I	3	∅	∅	∅	7	5	7																																												
2	0.4000	4	0.8000	27																																																																																																															20	a	s	∅	∅	lː	i	m	A	S	∅	∅	L	I	M	7	3	∅	∅	5	7	4																																																																																																																																																																																																							21	ə	s	∅	∅	l	i	m	E	S	∅	∅	L	I	M	7	3	∅	∅	5	7	4	22	ə	s	∅	∅	lː	i	m	E	S	∅	∅	L	I	M	7	3	∅	∅	5	7	4																																												
3	0.6000	3	0.6000	27																																																																																																															20	lː	a	s	∅	i	m	∅	L	A	S	∅	I	M	∅	5	7	3	∅	7	4	∅																																																																																																																																																																																																							21	l	ə	s	∅	i	m	∅	L	E	S	∅	I	M	∅	5	7	3	∅	7	4	∅	22	lː	ə	s	∅	i	m	∅	L	E	S	∅	I	M	∅	5	7	3	∅	7	4	∅																																												
4	0.8000	2	0.4000	27																																																																																																															20	i	lː	a	s	m	∅	∅	I	L	A	S	M	∅	∅	7	5	7	3	4	∅	∅																																																																																																																																																																																																							21	i	l	ə	s	m	∅	∅	I	L	E	S	M	∅	∅	7	5	7	3	4	∅	∅	22	i	lː	ə	s	m	∅	∅	I	L	E	S	M	∅	∅	7	5	7	3	4	∅	∅																																												
5	1.0000	1	0.2000	27																																																																																																															20	m	i	lː	a	∅	∅	∅	M	I	L	A	∅	∅	∅	4	7	5	7	∅	∅	∅																																																																																																																																																																																																							21	m	i	l	ə	∅	∅	∅	M	I	L	E	∅	∅	∅	4	7	5	7	∅	∅	∅	22	m	i	lː	ə	∅	∅	∅	M	I	L	E	∅	∅	∅	4	7	5	7	∅	∅	∅																																												
1	0.2000	5	1.0000	29																																																																																																																																																																																																							23	ħ	∅	∅	∅	a	r	ə	H	∅	∅	∅	A	R	E	3	∅	∅	∅	7	5	7																																																																																																															24	r	∅	∅	∅	ɨ	s	ɨ	R	∅	∅	∅	I	S	I	5	∅	∅	∅	7	3	7																																													25	ʔ	∅	∅	∅	a	r	ə	H	∅	∅	∅	A	R	E	1	∅	∅	∅	7	5	7
2	0.4000	4	0.8000	29																																																																																																																																																																																																							23	a	ħ	∅	∅	r	ə	kʼ	A	H	∅	∅	R	E	K	7	3	∅	∅	5	7	1																																																																																																															24	ɨ	r	∅	∅	s	ɨ	kʼ	I	R	∅	∅	S	I	K	7	5	∅	∅	3	7	1																																													25	a	ʔ	∅	∅	r	ə	kʼ	A	H	∅	∅	R	E	K	7	1	∅	∅	5	7	1
3	0.6000	3	0.6000	29																																																																																																																																																																																																							23	r	a	ħ	∅	ə	kʼ	∅	R	A	H	∅	E	K	∅	5	7	3	∅	7	1	∅																																																																																																															24	s	ɨ	r	∅	ɨ	kʼ	∅	S	I	R	∅	I	K	∅	3	7	5	∅	7	1	∅																																													25	r	a	ʔ	∅	ə	kʼ	∅	R	A	H	∅	E	K	∅	5	7	1	∅	7	1	∅
4	0.8000	2	0.4000	29																																																																																																																																																																																																							23	ə	r	a	ħ	kʼ	∅	∅	E	R	A	H	K	∅	∅	7	5	7	3	1	∅	∅																																																																																																															24	ɨ	s	ɨ	r	kʼ	∅	∅	I	S	I	R	K	∅	∅	7	3	7	5	1	∅	∅																																													25	ə	r	a	ʔ	kʼ	∅	∅	E	R	A	H	K	∅	∅	7	5	7	1	1	∅	∅
5	1.0000	1	0.2000	29																																																																																																																																																																																																							23	kʼ	ə	r	a	∅	∅	∅	K	E	R	A	∅	∅	∅	1	7	5	7	∅	∅	∅																																																																																																															24	kʼ	ɨ	s	ɨ	∅	∅	∅	K	I	S	I	∅	∅	∅	1	7	3	7	∅	∅	∅																																													25	kʼ	ə	r	a	∅	∅	∅	K	E	R	A	∅	∅	∅	1	7	5	7	∅	∅	∅
1	0.2000	5	1.0000	30																																																																																																																																																																																																							26	ħ	∅	∅	∅	a	tʃʼ	i	H	∅	∅	∅	A	T	I	3	∅	∅	∅	7	1	7																																																																																									27	-	∅	∅	∅	-	tʃʼ	ɨ	_	∅	∅	∅	_	T	I	0	∅	∅	∅	0	1	7																																													28	-	∅	∅	∅	-	tʃ	ɨ	_	∅	∅	∅	_	T	I	0	∅	∅	∅	0	1	7																						
2	0.4000	4	0.8000	30																																																																																																																																																																																																							26	a	ħ	∅	∅	tʃʼ	i	-	A	H	∅	∅	T	I	_	7	3	∅	∅	1	7	0																																																																																									27	-	-	∅	∅	tʃʼ	ɨ	n	_	_	∅	∅	T	I	N	0	0	∅	∅	1	7	4																																													28	-	-	∅	∅	tʃ	ɨ	n	_	_	∅	∅	T	I	N	0	0	∅	∅	1	7	4																						
3	0.6000	3	0.6000	30																																																																																																																																																																																																							26	tʃʼ	a	ħ	∅	i	-	∅	T	A	H	∅	I	_	∅	1	7	3	∅	7	0	∅																																																																																									27	tʃʼ	-	-	∅	ɨ	n	∅	T	_	_	∅	I	N	∅	1	0	0	∅	7	4	∅																																													28	tʃ	-	-	∅	ɨ	n	∅	T	_	_	∅	I	N	∅	1	0	0	∅	7	4	∅																						
4	0.8000	2	0.4000	30																																																																																																																																																																																																							26	i	tʃʼ	a	ħ	-	∅	∅	I	T	A	H	_	∅	∅	7	1	7	3	0	∅	∅																																																																																									27	ɨ	tʃʼ	-	-	n	∅	∅	I	T	_	_	N	∅	∅	7	1	0	0	4	∅	∅																																													28	ɨ	tʃ	-	-	n	∅	∅	I	T	_	_	N	∅	∅	7	1	0	0	4	∅	∅																						
5	1.0000	1	0.2000	30																																																																																																																																																																																																							26	-	i	tʃʼ	a	∅	∅	∅	_	I	T	A	∅	∅	∅	0	7	1	7	∅	∅	∅																																																																																									27	n	ɨ	tʃʼ	-	∅	∅	∅	N	I	T	_	∅	∅	∅	4	7	1	0	∅	∅	∅																																													28	n	ɨ	tʃ	-	∅	∅	∅	N	I	T	_	∅	∅	∅	4	7	1	0	∅	∅	∅																						
1	0.3333	3	1.0000	35																																																																																																																																																																																																							29	tʼ	∅	∅	∅	əi̯	-	∅	T	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅																																																																																									30	tʼ	∅	∅	∅	e	m	∅	T	∅	∅	∅	E	M	∅	1	∅	∅	∅	7	4	∅																																													31	t	∅	∅	∅	ɨ	m	∅	T	∅	∅	∅	I	M	∅	1	∅	∅	∅	7	4	∅																						
2	0.6667	2	0.6667	35																																																																																																																																																																																																							29	əi̯	tʼ	∅	∅	-	∅	∅	E	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																																																																									30	e	tʼ	∅	∅	m	∅	∅	E	T	∅	∅	M	∅	∅	7	1	∅	∅	4	∅	∅																																													31	ɨ	t	∅	∅	m	∅	∅	I	T	∅	∅	M	∅	∅	7	1	∅	∅	4	∅	∅																						
3	1.0000	1	0.3333	35																																																																																																																																																																																																							29	-	əi̯	tʼ	∅	∅	∅	∅	_	E	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																																																																									30	m	e	tʼ	∅	∅	∅	∅	M	E	T	∅	∅	∅	∅	4	7	1	∅	∅	∅	∅																																													31	m	ɨ	t	∅	∅	∅	∅	M	I	T	∅	∅	∅	∅	4	7	1	∅	∅	∅	∅																						
1	0.1667	6	1.0000	42																																																																																																																																																																																																																																																																																																																					32	b	∅	∅	∅	ə	r	eː	P	∅	∅	∅	E	R	E	1	∅	∅	∅	7	5	7																																													33	b	∅	∅	∅	ə	r	e	P	∅	∅	∅	E	R	E	1	∅	∅	∅	7	5	7																						
2	0.3333	5	0.8333	42																																																																																																																																																																																																																																																																																																																					32	ə	b	∅	∅	r	eː	d	E	P	∅	∅	R	E	T	7	1	∅	∅	5	7	1																																													33	ə	b	∅	∅	r	e	d	E	P	∅	∅	R	E	T	7	1	∅	∅	5	7	1																						
3	0.5000	4	0.6667	42																																																																																																																																																																																																																																																																																																																					32	r	ə	b	∅	eː	d	ə	R	E	P	∅	E	T	E	5	7	1	∅	7	1	7																																													33	r	ə	b	∅	e	d	ə	R	E	P	∅	E	T	E	5	7	1	∅	7	1	7																						
4	0.6667	3	0.5000	42																																																																																																																																																																																																																																																																																																																					32	eː	r	ə	b	d	ə	∅	E	R	E	P	T	E	∅	7	5	7	1	1	7	∅																																													33	e	r	ə	b	d	ə	∅	E	R	E	P	T	E	∅	7	5	7	1	1	7	∅																						
5	0.8333	2	0.3333	42																																																																																																																																																																																																																																																																																																																					32	d	eː	r	ə	ə	∅	∅	T	E	R	E	E	∅	∅	1	7	5	7	7	∅	∅																																													33	d	e	r	ə	ə	∅	∅	T	E	R	E	E	∅	∅	1	7	5	7	7	∅	∅																						
6	1.0000	1	0.1667	42																																																																																																																																																																																																																																																																																																																					32	ə	d	eː	r	∅	∅	∅	E	T	E	R	∅	∅	∅	7	1	7	5	∅	∅	∅																																													33	ə	d	e	r	∅	∅	∅	E	T	E	R	∅	∅	∅	7	1	7	5	∅	∅	∅																						
1	0.1429	7	1.0000	49																																																																																																																																																																																																																																																																																																																																											34	m	∅	∅	∅	ə	-	kʼ	M	∅	∅	∅	E	_	K	4	∅	∅	∅	7	0	1																																													35	m	∅	∅	∅	ɨ	s	k	M	∅	∅	∅	I	S	K	4	∅	∅	∅	7	3	1
2	0.2857	6	0.8571	49																																																																																																																																																																																																																																																																																																																																											34	ə	m	∅	∅	-	kʼ	tʼ	E	M	∅	∅	_	K	T	7	4	∅	∅	0	1	1																																													35	ɨ	m	∅	∅	s	k	-	I	M	∅	∅	S	K	_	7	4	∅	∅	3	1	0
3	0.4286	5	0.7143	49																																																																																																																																																																																																																																																																																																																																											34	-	ə	m	∅	kʼ	tʼ	ə	_	E	M	∅	K	T	E	0	7	4	∅	1	1	7																																													35	s	ɨ	m	∅	k	-	ə	S	I	M	∅	K	_	E	3	7	4	∅	1	0	7
4	0.5714	4	0.5714	49																																																																																																																																																																																																																																																																																																																																											34	kʼ	-	ə	m	tʼ	ə	n	K	_	E	M	T	E	N	1	0	7	4	1	7	4																																													35	k	s	ɨ	m	-	ə	t	K	S	I	M	_	E	T	1	3	7	4	0	7	1
5	0.7143	3	0.4286	49																																																																																																																																																																																																																																																																																																																																											34	tʼ	kʼ	-	ə	ə	n	∅	T	K	_	E	E	N	∅	1	1	0	7	7	4	∅																																													35	-	k	s	ɨ	ə	t	∅	_	K	S	I	E	T	∅	0	1	3	7	7	1	∅
6	0.8571	2	0.2857	49																																																																																																																																																																																																																																																																																																																																											34	ə	tʼ	kʼ	-	n	∅	∅	E	T	K	_	N	∅	∅	7	1	1	0	4	∅	∅																																													35	ə	-	k	s	t	∅	∅	E	_	K	S	T	∅	∅	7	0	1	3	1	∅	∅
7	1.0000	1	0.1429	49																																																																																																																																																																																																																																																																																																																																											34	n	ə	tʼ	kʼ	∅	∅	∅	N	E	T	K	∅	∅	∅	4	7	1	1	∅	∅	∅																																													35	t	ə	-	k	∅	∅	∅	T	E	_	K	∅	∅	∅	1	7	0	1	∅	∅	∅
1	0.2500	4	1.0000	58																																																																																																																																																																																																																																																																																																																																																																																							36	dʒ	∅	∅	∅	ə	b	ə	T	∅	∅	∅	E	P	E	1	∅	∅	∅	7	1	7	37	dʒ	∅	∅	∅	ə	b	a	T	∅	∅	∅	E	P	A	1	∅	∅	∅	7	1	7
2	0.5000	3	0.7500	58																																																																																																																																																																																																																																																																																																																																																																																							36	ə	dʒ	∅	∅	b	ə	∅	E	T	∅	∅	P	E	∅	7	1	∅	∅	1	7	∅	37	ə	dʒ	∅	∅	b	a	∅	E	T	∅	∅	P	A	∅	7	1	∅	∅	1	7	∅
3	0.7500	2	0.5000	58																																																																																																																																																																																																																																																																																																																																																																																							36	b	ə	dʒ	∅	ə	∅	∅	P	E	T	∅	E	∅	∅	1	7	1	∅	7	∅	∅	37	b	ə	dʒ	∅	a	∅	∅	P	E	T	∅	A	∅	∅	1	7	1	∅	7	∅	∅
4	1.0000	1	0.2500	58																																																																																																																																																																																																																																																																																																																																																																																							36	ə	b	ə	dʒ	∅	∅	∅	E	P	E	T	∅	∅	∅	7	1	7	1	∅	∅	∅	37	a	b	ə	dʒ	∅	∅	∅	A	P	E	T	∅	∅	∅	7	1	7	1	∅	∅	∅
