ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	LATITUDE	LONGITUDE	LANGUAGE_FAMILY	COGID
1170	147_smooth	smooth	English	English	smooth	s.m.u.ð	s m u ð	stan1293	53.0	-1.0	Indo-European	878
1171	147_smooth	smooth	French	French	lisse	l.i.s	l i s	stan1290	48.0	2.0	Indo-European	877
1172	147_smooth	smooth	German	German	glatt	g.l.a.t	g l a t	stan1295	48.649	12.4676	Indo-European	876
1174	147_smooth	smooth	Latin	Latin	levis	l.eː.w.i	l eː w i	lati1261	41.9026	12.4502	Indo-European	882
1177	148_snake	snake	Albanian	Albanian	gjarpër	ɟ.a.r.p.ə.r	ɟ a r p ə r	gheg1238	42.317	21.3837	Indo-European	656
1178	148_snake	snake	English	English	snake	s.n.e.k	s n e k	stan1293	53.0	-1.0	Indo-European	657
1179	148_snake	snake	French	French	serpent	s.ɛ.r.p.ɑ̃	s ɛ r p ɑ̃	stan1290	48.0	2.0	Indo-European	656
1180	148_snake	snake	German	German	Schlange	ʃ.l.a.ŋ.ə	ʃ l a ŋ ə	stan1295	48.649	12.4676	Indo-European	655
1182	148_snake	snake	Latin	Latin	anguis	a.n.g.w.i	a n g w i	lati1261	41.9026	12.4502	Indo-European	660
1185	149_snow	snow	Albanian	Albanian	borë	b.o.r	b o r	gheg1238	42.317	21.3837	Indo-European	989
1186	149_snow	snow	English	English	snow	s.n.o	s n o	stan1293	53.0	-1.0	Indo-European	987
1187	149_snow	snow	French	French	neige	n.ɛ.ʒ	n ɛ ʒ	stan1290	48.0	2.0	Indo-European	987
1188	149_snow	snow	German	German	Schnee	ʃ.n.eː	ʃ n eː	stan1295	48.649	12.4676	Indo-European	987
1190	149_snow	snow	Latin	Latin	nix	n.i.w	n i w	lati1261	41.9026	12.4502	Indo-European	987
1193	150_some	some	Albanian	Albanian	disa	d.i.s.a	d i s a	gheg1238	42.317	21.3837	Indo-European	361
1194	150_some	some	English	English	some	s.ə.m	s ə m	stan1293	53.0	-1.0	Indo-European	359
1195	150_some	some	French	French	quelques	k.ɛ.l.k.ə	k ɛ l k ə	stan1290	48.0	2.0	Indo-European	358
1196	150_some	some	German	German	einige	ai.n.i.g	ai n i g	stan1295	48.649	12.4676	Indo-European	357
1198	150_some	some	Latin	Latin	aliqui	a.l.i.k.w.o	a l i k w o	lati1261	41.9026	12.4502	Indo-European	363
1201	151_spit	spit	Albanian	Albanian	pështyn	p.ə.ʃ.t.y	p ə ʃ t y	gheg1238	42.317	21.3837	Indo-European	769
1202	151_spit	spit	English	English	spits	s.p.ɪ.t	s p ɪ t	stan1293	53.0	-1.0	Indo-European	767
1203	151_spit	spit	French	French	crache	k.r.a.ʃ.e	k r a ʃ e	stan1290	48.0	2.0	Indo-European	766
1204	151_spit	spit	German	German	spuckt	ʃ.p.u.k	ʃ p u k	stan1295	48.649	12.4676	Indo-European	765
1206	151_spit	spit	Latin	Latin	spuit	s.p.u.e	s p u e	lati1261	41.9026	12.4502	Indo-European	769
1209	152_split	split	Albanian	Albanian	çan	ʧ.a	tʃ a	gheg1238	42.317	21.3837	Indo-European	152
1210	152_split	split	English	English	splits	s.p.l.ɪi.t	s p l ɪi t	stan1293	53.0	-1.0	Indo-European	149
1211	152_split	split	French	French	fend	f.ɑ̃.d	f ɑ̃ d	stan1290	48.0	2.0	Indo-European	150
1212	152_split	split	German	German	spaltet	ʃ.p.a.l.t	ʃ p a l t	stan1295	48.649	12.4676	Indo-European	149
1214	152_split	split	Latin	Latin	findit	f.i.n.d.e	f i n d e	lati1261	41.9026	12.4502	Indo-European	150
1217	153_squeeze	squeeze	Albanian	Albanian	shtrydh	ʃ.t.r.y.ð	ʃ t r y ð	gheg1238	42.317	21.3837	Indo-European	551
1218	153_squeeze	squeeze	English	English	squeezes	s.k.w.i.z	s k w i z	stan1293	53.0	-1.0	Indo-European	549
1219	153_squeeze	squeeze	French	French	presse	p.r.ɛ.s.e	p r ɛ s e	stan1290	48.0	2.0	Indo-European	548
1220	153_squeeze	squeeze	German	German	drückt	d.r.y.k	d r y k	stan1295	48.649	12.4676	Indo-European	547
1222	153_squeeze	squeeze	Latin	Latin	premit	p.r.e.m.e	p r e m e	lati1261	41.9026	12.4502	Indo-European	548
1225	154_stab	stab	Albanian	Albanian	ther	θ.e.r	θ e r	gheg1238	42.317	21.3837	Indo-European	621
1226	154_stab	stab	English	English	stabs	s.t.a.b	s t a b	stan1293	53.0	-1.0	Indo-European	619
1227	154_stab	stab	French	French	poignarde	p.w.a.ɲ.a.r.d.e	p w a ɲ a r d e	stan1290	48.0	2.0	Indo-European	618
1228	154_stab	stab	German	German	sticht	ʃ.t.e.x	ʃ t e x	stan1295	48.649	12.4676	Indo-European	617
1230	154_stab	stab	Latin	Latin	fodit	f.o.d.e	f o d e	lati1261	41.9026	12.4502	Indo-European	623
1233	155_stand	stand	Albanian	Albanian	(rri) më këmbë	k.ə.m.b	k ə m b	gheg1238	42.317	21.3837	Indo-European	1044
1234	155_stand	stand	English	English	stands	s.t.a.n.d	s t a n d	stan1293	53.0	-1.0	Indo-European	1041
1235	155_stand	stand	French	French	(est) debout	d.ə.b.u	d ə b u	stan1290	48.0	2.0	Indo-European	1042
1236	155_stand	stand	German	German	steht	ʃ.t.eː	ʃ t eː	stan1295	48.649	12.4676	Indo-European	1041
1238	155_stand	stand	Latin	Latin	stat	s.t.aː	s t aː	lati1261	41.9026	12.4502	Indo-European	1041
1241	156_star	star	Albanian	Albanian	yll	y.ł	y ł	gheg1238	42.317	21.3837	Indo-European	1057
1242	156_star	star	English	English	star	s.t.ɑ.r	s t ɑ r	stan1293	53.0	-1.0	Indo-European	1055
1243	156_star	star	French	French	étoile	e.t.w.a.l	e t w a l	stan1290	48.0	2.0	Indo-European	1055
1244	156_star	star	German	German	Stern	ʃ.t.e.r.n	ʃ t e r n	stan1295	48.649	12.4676	Indo-European	1055
1246	156_star	star	Latin	Latin	stella	s.t.eː.lː.a	s t eː lː a	lati1261	41.9026	12.4502	Indo-European	1055
1249	157_stick	stick	Albanian	Albanian	shkop	ʃ.k.o.p	ʃ k o p	gheg1238	42.317	21.3837	Indo-European	929
1250	157_stick	stick	English	English	stick	s.t.ɪ.k	s t ɪ k	stan1293	53.0	-1.0	Indo-European	927
1251	157_stick	stick	French	French	bâton	b.a.t.ɔ̃	b a t ɔ̃	stan1290	48.0	2.0	Indo-European	926
1252	157_stick	stick	German	German	Stock	ʃ.t.o.k	ʃ t o k	stan1295	48.649	12.4676	Indo-European	925
1254	157_stick	stick	Latin	Latin	baculum	b.a.k.u.l.o	b a k u l o	lati1261	41.9026	12.4502	Indo-European	931
1257	158_stone	stone	Albanian	Albanian	gur	g.u.r	g u r	gheg1238	42.317	21.3837	Indo-European	581
1258	158_stone	stone	English	English	stone	s.t.o.n	s t o n	stan1293	53.0	-1.0	Indo-European	578
1259	158_stone	stone	French	French	pierre	p.j.ɛ.r	p j ɛ r	stan1290	48.0	2.0	Indo-European	579
1260	158_stone	stone	German	German	Stein	ʃ.t.ai.n	ʃ t ai n	stan1295	48.649	12.4676	Indo-European	578
1262	158_stone	stone	Latin	Latin	lapis	l.a.p.i.d	l a p i d	lati1261	41.9026	12.4502	Indo-European	583
1265	159_straight	straight	Albanian	Albanian	drejtë	d.r.e.j.t	d r e j t	gheg1238	42.317	21.3837	Indo-European	871
1266	159_straight	straight	English	English	straight	s.t.r.e.t	s t r e t	stan1293	53.0	-1.0	Indo-European	872
1267	159_straight	straight	French	French	droit	d.r.w.a.t	d r w a t	stan1290	48.0	2.0	Indo-European	871
1268	159_straight	straight	German	German	gerade	g.ə.r.aː.d.ə	g ə r aː d ə	stan1295	48.649	12.4676	Indo-European	870
1270	159_straight	straight	Latin	Latin	rectus	r.eː.k.t.o	r eː k t o	lati1261	41.9026	12.4502	Indo-European	871
1273	160_suck	suck	Albanian	Albanian	thith	θ.i.θ	θ i θ	gheg1238	42.317	21.3837	Indo-European	1132
1274	160_suck	suck	English	English	sucks	s.ə.k	s ə k	stan1293	53.0	-1.0	Indo-European	1130
1275	160_suck	suck	French	French	suce	s.y.s.e	s y s e	stan1290	48.0	2.0	Indo-European	1130
1276	160_suck	suck	German	German	saugt	z.au.g	z au g	stan1295	48.649	12.4676	Indo-European	1130
1278	160_suck	suck	Latin	Latin	sugit	s.uː.g.e	s uː g e	lati1261	41.9026	12.4502	Indo-European	1130
1281	161_sun	sun	Albanian	Albanian	diell	d.i.e.ł	d i e ł	gheg1238	42.317	21.3837	Indo-European	435
1282	161_sun	sun	English	English	sun	s.ə.n	s ə n	stan1293	53.0	-1.0	Indo-European	433
1283	161_sun	sun	French	French	soleil	s.ɔ.l.ɛ.j	s ɔ l ɛ j	stan1290	48.0	2.0	Indo-European	433
1284	161_sun	sun	German	German	Sonne	z.o.n.ə	z o n ə	stan1295	48.649	12.4676	Indo-European	433
1286	161_sun	sun	Latin	Latin	sol	s.oː.l	s oː l	lati1261	41.9026	12.4502	Indo-European	433
1289	162_swell	swell	Albanian	Albanian	ënj	ə.ɲ	ə ɲ	gheg1238	42.317	21.3837	Indo-European	1074
1290	162_swell	swell	English	English	swells	s.w.ɛ.l	s w ɛ l	stan1293	53.0	-1.0	Indo-European	1071
1291	162_swell	swell	French	French	enfle	ɑ̃.f.l.e	ɑ̃ f l e	stan1290	48.0	2.0	Indo-European	1072
1292	162_swell	swell	German	German	schwillt	ʃ.v.e.l	ʃ v e l	stan1295	48.649	12.4676	Indo-European	1071
1294	162_swell	swell	Latin	Latin	tumet	t.u.m.eː	t u m eː	lati1261	41.9026	12.4502	Indo-European	1076
1297	163_swim	swim	Albanian	Albanian	noton	n.o.t.o	n o t o	gheg1238	42.317	21.3837	Indo-European	158
1298	163_swim	swim	English	English	swims	s.w.ɪ.m	s w ɪ m	stan1293	53.0	-1.0	Indo-European	155
1299	163_swim	swim	French	French	nage	n.a.ʒ.e	n a ʒ e	stan1290	48.0	2.0	Indo-European	156
1300	163_swim	swim	German	German	schwimmt	ʃ.v.i.m	ʃ v i m	stan1295	48.649	12.4676	Indo-European	155
1302	163_swim	swim	Latin	Latin	nat	n.aː	n aː	lati1261	41.9026	12.4502	Indo-European	158
1305	164_tail	tail	Albanian	Albanian	bisht	b.i.ʃ.t	b i ʃ t	gheg1238	42.317	21.3837	Indo-European	126
1306	164_tail	tail	English	English	tail	t.e.l	t e l	stan1293	53.0	-1.0	Indo-European	124
1307	164_tail	tail	French	French	queue	k.ø	k ø	stan1290	48.0	2.0	Indo-European	123
1308	164_tail	tail	German	German	Schwanz	ʃ.v.a.n.ʦ	ʃ v a n ts	stan1295	48.649	12.4676	Indo-European	122
1310	164_tail	tail	Latin	Latin	cauda	k.au.d.a	k au d a	lati1261	41.9026	12.4502	Indo-European	123
1313	165_that	that	Albanian	Albanian	ai	a.i	a i	gheg1238	42.317	21.3837	Indo-European	775
1314	165_that	that	English	English	that	ð.a.t	ð a t	stan1293	53.0	-1.0	Indo-European	772
1315	165_that	that	French	French	cela	s.ə.l.a	s ə l a	stan1290	48.0	2.0	Indo-European	773
1316	165_that	that	German	German	das	d.a.s	d a s	stan1295	48.649	12.4676	Indo-European	772
1318	165_that	that	Latin	Latin	illud	i.lː.o	i lː o	lati1261	41.9026	12.4502	Indo-European	777
1321	166_there	there	Albanian	Albanian	aty	a.t.y	a t y	gheg1238	42.317	21.3837	Indo-European	720
1322	166_there	there	English	English	there	ð.ɛ.r	ð ɛ r	stan1293	53.0	-1.0	Indo-European	717
1323	166_there	there	French	French	là	l.a	l a	stan1290	48.0	2.0	Indo-European	718
1324	166_there	there	German	German	da	d.aː	d aː	stan1295	48.649	12.4676	Indo-European	717
1326	166_there	there	Latin	Latin	ibi	i.b.i	i b i	lati1261	41.9026	12.4502	Indo-European	722
1329	167_they	they	Albanian	Albanian	ata	a.t.a	a t a	gheg1238	42.317	21.3837	Indo-European	216
1330	167_they	they	English	English	they	ð.e	ð e	stan1293	53.0	-1.0	Indo-European	214
1331	167_they	they	French	French	ils	i.l	i l	stan1290	48.0	2.0	Indo-European	213
1332	167_they	they	German	German	sie	z.iː	z iː	stan1295	48.649	12.4676	Indo-European	212
1334	167_they	they	Latin	Latin	ei	e.o	e o	lati1261	41.9026	12.4502	Indo-European	218
1337	168_thick	thick	Albanian	Albanian	trashë	t.r.a.ʃ	t r a ʃ	gheg1238	42.317	21.3837	Indo-European	690
1338	168_thick	thick	English	English	thick	θ.ɪ.k	θ ɪ k	stan1293	53.0	-1.0	Indo-European	687
1339	168_thick	thick	French	French	épais	e.p.ɛ.s	e p ɛ s	stan1290	48.0	2.0	Indo-European	688
1340	168_thick	thick	German	German	dick	d.i.k	d i k	stan1295	48.649	12.4676	Indo-European	687
1342	168_thick	thick	Latin	Latin	crassus	k.r.a.sː.o	k r a sː o	lati1261	41.9026	12.4502	Indo-European	692
1345	169_thin	thin	Albanian	Albanian	hollë	h.o.ł	h o ł	gheg1238	42.317	21.3837	Indo-European	495
1346	169_thin	thin	English	English	thin	θ.ɪ.n	θ ɪ n	stan1293	53.0	-1.0	Indo-European	492
1347	169_thin	thin	French	French	mince	m.ɛ̃.s	m ɛ̃ s	stan1290	48.0	2.0	Indo-European	493
1348	169_thin	thin	German	German	dünn	d.y.n	d y n	stan1295	48.649	12.4676	Indo-European	492
1350	169_thin	thin	Latin	Latin	tenuis	t.e.n.u.i	t e n u i	lati1261	41.9026	12.4502	Indo-European	492
1353	170_think	think	Albanian	Albanian	mendon	m.e.n.d.o	m e n d o	gheg1238	42.317	21.3837	Indo-European	639
1354	170_think	think	English	English	thinks	θ.ɪ.ŋ.k	θ ɪ ŋ k	stan1293	53.0	-1.0	Indo-European	636
1355	170_think	think	French	French	pense	p.ɑ̃.s.e	p ɑ̃ s e	stan1290	48.0	2.0	Indo-European	637
1356	170_think	think	German	German	denkt	d.e.ŋ.k	d e ŋ k	stan1295	48.649	12.4676	Indo-European	636
1358	170_think	think	Latin	Latin	cogitat	k.oː.g.i.t.aː	k oː g i t aː	lati1261	41.9026	12.4502	Indo-European	641
1361	171_this	this	Albanian	Albanian	ky	k	k	gheg1238	42.317	21.3837	Indo-European	866
1362	171_this	this	English	English	this	ð.ɪ.s	ð ɪ s	stan1293	53.0	-1.0	Indo-European	863
1363	171_this	this	French	French	ceci	s.ə.s.i	s ə s i	stan1290	48.0	2.0	Indo-European	864
1364	171_this	this	German	German	dieses	d.iː.z	d iː z	stan1295	48.649	12.4676	Indo-European	863
1366	171_this	this	Latin	Latin	hoc	h.o.k	h o k	lati1261	41.9026	12.4502	Indo-European	868
1369	172_thou	thou	Albanian	Albanian	ti	t	t	gheg1238	42.317	21.3837	Indo-European	585
1370	172_thou	thou	English	English	you	j.u	j u	stan1293	53.0	-1.0	Indo-European	586
1371	172_thou	thou	French	French	tu	t.y	t y	stan1290	48.0	2.0	Indo-European	585
1372	172_thou	thou	German	German	du	d.uː	d uː	stan1295	48.649	12.4676	Indo-European	585
1374	172_thou	thou	Latin	Latin	tu	t.uː	t uː	lati1261	41.9026	12.4502	Indo-European	585
1377	173_three	three	Albanian	Albanian	tre	t.r.e	t r e	gheg1238	42.317	21.3837	Indo-European	724
1378	173_three	three	English	English	three	θ.r.i	θ r i	stan1293	53.0	-1.0	Indo-European	724
1379	173_three	three	French	French	trois	t.r.w.a	t r w a	stan1290	48.0	2.0	Indo-European	724
1380	173_three	three	German	German	drei	d.r.ai	d r ai	stan1295	48.649	12.4676	Indo-European	724
1382	173_three	three	Latin	Latin	tres	t.r.i	t r i	lati1261	41.9026	12.4502	Indo-European	724
1385	174_throw	throw	Albanian	Albanian	hedh	h.e.ð	h e ð	gheg1238	42.317	21.3837	Indo-European	568
1386	174_throw	throw	English	English	throws	θ.r.o	θ r o	stan1293	53.0	-1.0	Indo-European	566
1387	174_throw	throw	French	French	lance	l.ɑ̃.s.e	l ɑ̃ s e	stan1290	48.0	2.0	Indo-European	565
1388	174_throw	throw	German	German	wirft	v.e.r.f	v e r f	stan1295	48.649	12.4676	Indo-European	564
1390	174_throw	throw	Latin	Latin	iacit	j.a.k.e	j a k e	lati1261	41.9026	12.4502	Indo-European	570
1393	175_tie	tie	Albanian	Albanian	lidh	l.i.ð	l i ð	gheg1238	42.317	21.3837	Indo-European	1025
1394	175_tie	tie	English	English	ties	t.ai	t ai	stan1293	53.0	-1.0	Indo-European	1023
1395	175_tie	tie	French	French	attache	a.t.a.ʃ.e	a t a ʃ e	stan1290	48.0	2.0	Indo-European	1022
1396	175_tie	tie	German	German	bindet	b.i.n.d	b i n d	stan1295	48.649	12.4676	Indo-European	1021
1398	175_tie	tie	Latin	Latin	ligat	l.i.g.aː	l i g aː	lati1261	41.9026	12.4502	Indo-European	1025
1401	176_tongue	tongue	Albanian	Albanian	gjuhë	ɟ.u.h	ɟ u h	gheg1238	42.317	21.3837	Indo-European	627
1402	176_tongue	tongue	English	English	tongue	t.ə.ŋ	t ə ŋ	stan1293	53.0	-1.0	Indo-European	625
1403	176_tongue	tongue	French	French	langue	l.ɑ̃.g	l ɑ̃ g	stan1290	48.0	2.0	Indo-European	625
1404	176_tongue	tongue	German	German	Zunge	ʦ.u.ŋ.ə	ts u ŋ ə	stan1295	48.649	12.4676	Indo-European	625
1406	176_tongue	tongue	Latin	Latin	lingua	l.i.n.gw.a	l i n gʷ a	lati1261	41.9026	12.4502	Indo-European	625
1409	177_tooth	tooth	Albanian	Albanian	dhëmb	ð.ə.m.b	ð ə m b	gheg1238	42.317	21.3837	Indo-European	1188
1410	177_tooth	tooth	English	English	tooth	t.u.θ	t u θ	stan1293	53.0	-1.0	Indo-European	1186
1411	177_tooth	tooth	French	French	dent	d.ɑ̃	d ɑ̃	stan1290	48.0	2.0	Indo-European	1186
1412	177_tooth	tooth	German	German	Zahn	ʦ.aː.n	ts aː n	stan1295	48.649	12.4676	Indo-European	1186
1414	177_tooth	tooth	Latin	Latin	dens	d.e.n.t	d e n t	lati1261	41.9026	12.4502	Indo-European	1186
1417	178_tree	tree	Albanian	Albanian	dru	d.r.u.r	d r u r	gheg1238	42.317	21.3837	Indo-European	349
1418	178_tree	tree	English	English	tree	t.r.i	t r i	stan1293	53.0	-1.0	Indo-European	349
1419	178_tree	tree	French	French	arbre	a.r.b.r	a r b r	stan1290	48.0	2.0	Indo-European	348
1420	178_tree	tree	German	German	Baum	b.au.m	b au m	stan1295	48.649	12.4676	Indo-European	347
1422	178_tree	tree	Latin	Latin	arbor	a.r.b.o.s	a r b o s	lati1261	41.9026	12.4502	Indo-European	348
1425	179_true	true	Albanian	Albanian	vërtetë	v.ə.r.t.e.t	v ə r t e t	gheg1238	42.317	21.3837	Indo-European	814
1426	179_true	true	English	English	true	t.r.u	t r u	stan1293	53.0	-1.0	Indo-European	815
1427	179_true	true	French	French	vrai	v.r.ɛ	v r ɛ	stan1290	48.0	2.0	Indo-European	814
1428	179_true	true	German	German	wahr	v.aː.r	v aː r	stan1295	48.649	12.4676	Indo-European	814
1430	179_true	true	Latin	Latin	verus	w.eː.r.o	w eː r o	lati1261	41.9026	12.4502	Indo-European	814
1433	180_two	two	Albanian	Albanian	dy	d.y	d y	gheg1238	42.317	21.3837	Indo-European	145
1434	180_two	two	English	English	two	t.u	t u	stan1293	53.0	-1.0	Indo-European	145
1435	180_two	two	French	French	deux	d.ø	d ø	stan1290	48.0	2.0	Indo-European	145
1436	180_two	two	German	German	zwei	ʦ.v.ai	ts v ai	stan1295	48.649	12.4676	Indo-European	145
1438	180_two	two	Latin	Latin	duo	d.u.o	d u o	lati1261	41.9026	12.4502	Indo-European	145
1441	181_vomit	vomit	Albanian	Albanian	vjell	v.j.e.ł	v j e ł	gheg1238	42.317	21.3837	Indo-European	1211
1442	181_vomit	vomit	English	English	vomits	v.ɑ.m.ə.t	v ɑ m ə t	stan1293	53.0	-1.0	Indo-European	1209
1443	181_vomit	vomit	French	French	vomit	v.ɔ.m.i	v ɔ m i	stan1290	48.0	2.0	Indo-European	1209
1444	181_vomit	vomit	German	German	erbricht	e.r.b.r.e.x	e r b r e x	stan1295	48.649	12.4676	Indo-European	1208
1446	181_vomit	vomit	Latin	Latin	vomit	w.o.m.e	w o m e	lati1261	41.9026	12.4502	Indo-European	1209
1449	182_wash	wash	Albanian	Albanian	lau	l.a	l a	gheg1238	42.317	21.3837	Indo-European	667
1450	182_wash	wash	English	English	washes	w.ɑ.ʃ	w ɑ ʃ	stan1293	53.0	-1.0	Indo-European	666
1451	182_wash	wash	French	French	lave	l.a.v.e	l a v e	stan1290	48.0	2.0	Indo-European	667
1452	182_wash	wash	German	German	wäscht	v.a.ʃ	v a ʃ	stan1295	48.649	12.4676	Indo-European	666
1454	182_wash	wash	Latin	Latin	lavat	l.a.w.aː	l a w aː	lati1261	41.9026	12.4502	Indo-European	667
1457	183_water	water	Albanian	Albanian	ujë	u.j	u j	gheg1238	42.317	21.3837	Indo-European	527
1458	183_water	water	English	English	water	w.ɑ.t.ə.r	w ɑ t ə r	stan1293	53.0	-1.0	Indo-European	527
1459	183_water	water	French	French	eau	o	o	stan1290	48.0	2.0	Indo-European	528
1460	183_water	water	German	German	Wasser	v.a.s.ə.r	v a s ə r	stan1295	48.649	12.4676	Indo-European	527
1462	183_water	water	Latin	Latin	aqua	a.kw.a	a kʷ a	lati1261	41.9026	12.4502	Indo-European	528
1465	184_we	we	Albanian	Albanian	né	n	n	gheg1238	42.317	21.3837	Indo-European	499
1466	184_we	we	English	English	we	w.i	w i	stan1293	53.0	-1.0	Indo-European	498
1467	184_we	we	French	French	nous	n.u	n u	stan1290	48.0	2.0	Indo-European	499
1468	184_we	we	German	German	wir	v.iː.r	v iː r	stan1295	48.649	12.4676	Indo-European	498
1470	184_we	we	Latin	Latin	nos	n.oː	n oː	lati1261	41.9026	12.4502	Indo-European	499
1473	185_wet	wet	Albanian	Albanian	lagët	l.a.g.ə.t	l a g ə t	gheg1238	42.317	21.3837	Indo-European	141
1474	185_wet	wet	English	English	wet	w.ɛ.t	w ɛ t	stan1293	53.0	-1.0	Indo-European	139
1475	185_wet	wet	French	French	mouillé	m.u.j.e	m u j e	stan1290	48.0	2.0	Indo-European	138
1476	185_wet	wet	German	German	nass	n.a.s	n a s	stan1295	48.649	12.4676	Indo-European	137
1478	185_wet	wet	Latin	Latin	umidus	uː.m.i.d.o	uː m i d o	lati1261	41.9026	12.4502	Indo-European	143
1481	186_what	what	Albanian	Albanian	ç'	ʧ	tʃ	gheg1238	42.317	21.3837	Indo-European	418
1482	186_what	what	English	English	what	w.ɑ.t	w ɑ t	stan1293	53.0	-1.0	Indo-European	416
1483	186_what	what	French	French	quoi	k.w.a	k w a	stan1290	48.0	2.0	Indo-European	416
1484	186_what	what	German	German	was	v	v	stan1295	48.649	12.4676	Indo-European	416
1486	186_what	what	Latin	Latin	quid	kw.o	kʷ o	lati1261	41.9026	12.4502	Indo-European	416
1489	187_white	white	Albanian	Albanian	bardhë	b.a.r.ð	b a r ð	gheg1238	42.317	21.3837	Indo-European	535
1490	187_white	white	English	English	white	w.ai.t	w ai t	stan1293	53.0	-1.0	Indo-European	532
1491	187_white	white	French	French	blanc	b.l.ɑ̃.ʃ	b l ɑ̃ ʃ	stan1290	48.0	2.0	Indo-European	533
1492	187_white	white	German	German	weiß	v.ai.s	v ai s	stan1295	48.649	12.4676	Indo-European	532
1494	187_white	white	Latin	Latin	albus	a.l.b.o	a l b o	lati1261	41.9026	12.4502	Indo-European	537
1497	188_who	who	Albanian	Albanian	kush	k	k	gheg1238	42.317	21.3837	Indo-European	992
1498	188_who	who	English	English	who	h.u	h u	stan1293	53.0	-1.0	Indo-European	992
1499	188_who	who	French	French	qui	k.i	k i	stan1290	48.0	2.0	Indo-European	992
1500	188_who	who	German	German	wer	v.eː	v eː	stan1295	48.649	12.4676	Indo-European	992
1502	188_who	who	Latin	Latin	quis	kw.o	kʷ o	lati1261	41.9026	12.4502	Indo-European	992
1505	189_wide	wide	Albanian	Albanian	gjerë	ɟ.e.r	ɟ e r	gheg1238	42.317	21.3837	Indo-European	184
1506	189_wide	wide	English	English	wide	w.ai.d	w ai d	stan1293	53.0	-1.0	Indo-European	181
1507	189_wide	wide	French	French	large	l.a.r.ʒ	l a r ʒ	stan1290	48.0	2.0	Indo-European	182
1508	189_wide	wide	German	German	weit	v.ai.t	v ai t	stan1295	48.649	12.4676	Indo-European	181
1510	189_wide	wide	Latin	Latin	latus	l.aː.t.o	l aː t o	lati1261	41.9026	12.4502	Indo-European	186
1513	190_wife	wife	Albanian	Albanian	grua	g.r.u	g r u	gheg1238	42.317	21.3837	Indo-European	1165
1514	190_wife	wife	English	English	wife	w.ai.f	w ai f	stan1293	53.0	-1.0	Indo-European	1163
1515	190_wife	wife	French	French	femme	f.a.m	f a m	stan1290	48.0	2.0	Indo-European	1162
1516	190_wife	wife	German	German	Gattin	g.a.t.i.n	g a t i n	stan1295	48.649	12.4676	Indo-European	1161
1518	190_wife	wife	Latin	Latin	uxor	u.k.s.o.r	u k s o r	lati1261	41.9026	12.4502	Indo-European	1167
1521	191_wind	wind	Albanian	Albanian	erë	e.r	e r	gheg1238	42.317	21.3837	Indo-European	1235
1522	191_wind	wind	English	English	wind	w.ɪ.n.d	w ɪ n d	stan1293	53.0	-1.0	Indo-European	1233
1523	191_wind	wind	French	French	vent	v.ɑ̃	v ɑ̃	stan1290	48.0	2.0	Indo-European	1233
1524	191_wind	wind	German	German	Wind	v.i.n.d	v i n d	stan1295	48.649	12.4676	Indo-European	1233
1526	191_wind	wind	Latin	Latin	ventus	w.e.n.t.o	w e n t o	lati1261	41.9026	12.4502	Indo-European	1233
1529	192_wing	wing	Albanian	Albanian	fletë	f.l.e.t	f l e t	gheg1238	42.317	21.3837	Indo-European	1230
1530	192_wing	wing	English	English	wing	w.ɪ.ŋ	w ɪ ŋ	stan1293	53.0	-1.0	Indo-European	1228
1531	192_wing	wing	French	French	aile	ɛ.l	ɛ l	stan1290	48.0	2.0	Indo-European	1227
1532	192_wing	wing	German	German	Flügel	f.l.yː.g.ə.l	f l yː g ə l	stan1295	48.649	12.4676	Indo-European	1226
1534	192_wing	wing	Latin	Latin	ala	aː.l.a	aː l a	lati1261	41.9026	12.4502	Indo-European	1227
1537	193_wipe	wipe	Albanian	Albanian	fshin	f.ʃ.i	f ʃ i	gheg1238	42.317	21.3837	Indo-European	1139
1538	193_wipe	wipe	English	English	wipes	w.ai.p	w ai p	stan1293	53.0	-1.0	Indo-European	1137
1539	193_wipe	wipe	French	French	essuie	e.s.ɥ.i.j.e	e s ɥ i j e	stan1290	48.0	2.0	Indo-European	1136
1540	193_wipe	wipe	German	German	wischt	v.i.ʃ	v i ʃ	stan1295	48.649	12.4676	Indo-European	1135
1542	193_wipe	wipe	Latin	Latin	terget	t.e.r.g.eː	t e r g eː	lati1261	41.9026	12.4502	Indo-European	1141
1545	194_with	with	Albanian	Albanian	me	m.e	m e	gheg1238	42.317	21.3837	Indo-European	92
1546	194_with	with	English	English	with	w.ɪ.θ	w ɪ θ	stan1293	53.0	-1.0	Indo-European	94
1547	194_with	with	French	French	avec	a.v.ɛ.k	a v ɛ k	stan1290	48.0	2.0	Indo-European	93
1548	194_with	with	German	German	mit	m.i.t	m i t	stan1295	48.649	12.4676	Indo-European	92
1550	194_with	with	Latin	Latin	cum	k.u.m	k u m	lati1261	41.9026	12.4502	Indo-European	97
1553	195_woman	woman	Albanian	Albanian	grua	g.r.u	g r u	gheg1238	42.317	21.3837	Indo-European	859
1554	195_woman	woman	English	English	woman	w.ʊ.m.ə.n	w ʊ m ə n	stan1293	53.0	-1.0	Indo-European	857
1555	195_woman	woman	French	French	femme	f.a.m	f a m	stan1290	48.0	2.0	Indo-European	856
