COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
5043-16																b ɔ n ɔ l o
5109-16																d a g a
5361-16																g i ɛ
5425-16																s a g a
5847-16																a a g a
5963-16																dʒ i b ɛ
6008-16																s a r ɔ
62-16																k a m u
144-16																b o n ɛ
283-16																u u
334-16																s u g u u
572-16																n i n ɛ
618-16																u dʒ ɔ
936-16																b ɛ
1033-16																d i g ɛ
1109-16																b i j ɛ
1192-16																dʒ i m
1417-16																d u
