COGID	Dashi	Ega	Enqi	Gongxing	Jinman	Jinxing	Mazhelong	ProtoBai	Tuoluo	Zhoucheng
4452	w ə˞ ⁴²	ŋ w a ⁴²		w ɛ ⁴²		w a n ⁴²	v ə˞ ³¹	ŋ w æ ⁵	w a ²¹	w ɛ ⁴²
2376		tɕ y a ²¹		dʑ w a ²¹	tɕ w a ⁵³					
2375	p j a ⁴²		p j a ²¹			p j o ⁴²	pʰ j a ⁴²			p j a ⁴²
2379		l o ⁵⁵	l o ²⁴	l ao ¹²	l o ⁵⁵	l ɑ ⁵⁵		l a ¹	l ɔ ⁵⁵	l a ³⁵
4462	p ə̃˞ ³¹		b æ ⁴³	b a n ⁴²		p a n ³¹	p ə̃˞ ²¹	b æ n ³	b a ŋ ²¹	p ɛ ²¹
4463		s u ⁴²			s õ ⁴²					
4473	t u ³³			t u ²²			t ʯ ²¹	t u ²	t ʯ ³³	
4474		s o ⁵⁵	s a ⁵⁵		s o ⁵⁵					
4475		p u ⁵⁵	b o ²⁴		p u ⁵⁵	p ɔ ⁵⁵				
4492				b i ²²			p ɛ ²²	b e ²	b i ³³	
4489		dʑ ɥ i ²²			dʑ ɥ ẽ ²²					
4488	t ã ⁴²					t ɑ̃ ³¹				
4501			tʰ ɯ ⁵⁵	tʰ æ ²⁴	tʰ ɯ̃ ⁵⁵		tʰ ɯ ⁴⁴	tʰ ɯ̃ ⁴	tʰ ɯ ⁴²	
4500	tɕ j ə˞ ⁴⁴	tɕ j a ⁴⁴				tɕ j a ⁴⁴				tɕ j ɛ ⁵⁵
4511	tɕ j ə˞ ⁴⁴	tɕ j a ⁴⁴	tɕ æ ⁵⁵	ts æ ²⁴	tɕ j a ⁴⁴	tɕ j a ⁴⁴	tɕ ə˞ ⁴⁴	tɕ æ ¹		tɕ j ɛ ⁵⁵
4522	ʂ u ⁵⁵			ɕ y ⁵⁵			s ʯ ⁵⁵	ʂ u ¹		s u ⁵⁵
4528						j ĩ ³³		n j i ²		ɲ j ɯ ³³
4537		m ɯ ²²	m ɯ ²²	m u ²²	m ɯ ²²		m əɯ ³³	m ɯ ²	m ɯ ³³	m ɯ ³³
4548	ʂ o ⁴²	ɕ i u ⁴²			ɕ i u ⁴²	s ʯ̃ ³¹	s u ³¹	s r o ⁵	ʂ ʯ ²¹	s ʯ ³¹
4557	kʰ ou ⁵⁵	k ʯ ⁴²	qʰ o ²⁴	qʰ ao ⁵⁵	k ʯ ⁴²	kʰ ou ⁵⁵	kʰ ə ⁵⁵	qʰ ɔ ¹	qʰ ɔ ⁵⁵	kʰ o ⁵⁵
4558		p a ²¹			p a ²¹					
4571		t w a ⁴²	d w a ²¹		t w a ⁴²	t u ɑ ⁴²		d w a ⁴		t w a ⁴²
4581	k ɯ ³⁵	q ɯ ⁵⁵	q ɯ ²⁴		q ɯ ⁵⁵	k ɯ ⁵⁵	kʰ ʯ ⁵⁵	q ɯ ¹	q ə˞ ⁵⁵	k ɯ ⁵⁵
4591	j o ŋ ³³	ɲ i õ ²²	ɲ j o ²²	j o ŋ ²²	ɲ i õ ²²	j õ ³³	j o ŋ ³³	n j o ŋ ²	j ʯ ŋ ³³	j ou ⁴⁴
4602	ɣ ɯ ³¹	ɯ ²¹	ɯ ⁴³	ɣ ɯ ⁴²	ɣ ɯ ²¹	ɣ ə ³¹	ɣ ɯ ²¹	ɣ ɯ ³	ɣ ɯ ²¹	ɣ ɯ ³¹
4613	v õ ³³	v ɛ ²²	v ɛ ²²	b v u ²²			p i ³³	b j ɛ ²	v ə˞ ³³	
4625		n õ ⁴²	n o ⁴³	n o ŋ ⁴²	n o ŋ ⁴²	n ʯ̃ ⁴²		n o ŋ ⁵	n o ŋ ²¹	n o ⁴²
4638						p j e n ⁵⁵	p j e n ⁵⁵	p r e n ¹		
4636		tɕ ɥ i ⁵⁵		tɕ ɥ e n ⁵⁵	tɕ ɥ ẽ ⁵⁵				tɕ ɥ e n ⁵⁵	
4635	p i ³⁵									p i ³⁵
4647		p ɛ ⁴²			p e ⁴²	p e ⁴²	pʰ ɛ ⁴²	b ɛ ⁴		p e ⁴²
4646	tɕʰ j ə˞ ⁴⁴		tɕʰ j o ⁴³						tɕʰ j a ⁴²	
4657	p ə ²¹		p æ ²¹	b æ ¹²		p ɑ ⁴⁴	p ə˞ ²¹	b æ ¹	b a ³⁵	p ɛ ²¹
4669		f ʯ ⁴²			f ʯ ⁴²		f ʯ ⁴²		f ʯ ²¹	f ʯ ⁴²
4676	ʈʂʰ u ⁵⁵		tʰ i u ²⁴	ʈʂʰ y ⁵⁵	ʈʰ u ⁵⁵	tsʰ u ⁵⁵	tsʰ u ⁵⁵	tʰ r u ¹	tʰ ʯ ⁵⁵	ʈʂ ʯ ⁵⁵
4687	x e n ⁵⁵	x ẽ ⁵⁵	x ɛ ²⁴	h e n ⁵⁵	x ẽ ⁵⁵	x e n ⁵⁵	x e n ⁵⁵	x e n ¹	x e n ⁵⁵	x e ⁵⁵
4688	m ə˞ ²¹	m a ²¹	m æ ²¹	m æ ¹²	m a ²¹	m a n ²¹	m ə˞ ²¹		m a ³⁵	m ɛ ²¹
4708	ou ⁴⁴	o ⁵⁵	u ⁵⁵		u ⁵⁵	ou ⁴⁴	o ⁴⁴	ɔ ⁴	o ⁴²	ou ⁴⁴
4720	k e ⁵⁵	q a ⁴⁴	q æ ²⁴	q ɛ ⁵⁵	q a ⁵⁵	k i ⁵⁵	k ĩ ⁵⁵	q æ n ¹	q a n ⁵⁵	k ɛ ⁵⁵
4731	ʈʂ e ⁴²	t i ²¹	tʲ ɛ ²¹	d j ɛ ²¹	ʈ ə˞ ⁴²	ts e ⁴²	tsʰ ɛ ⁴²	d r ɛ ⁴	d e ⁴²	ts e ⁴²
4742	ts o ¹³				ts õ ⁵⁵	ts ʯ̃ ⁵⁵	ts o ŋ ⁵⁵	ts u ŋ ¹	ts ʯ ŋ ⁵⁵	
4743		tɕ j o ⁵⁵	tɕ j a ⁵⁵							
4755							pʰ j e n ⁵⁵	pʰ j e n ¹		
4752	f ʯ ⁵⁵		f ɛ ²⁴	pf u ⁵⁵		f ʯ ⁵⁵			f ə˞ ⁵⁵	f ʯ ⁵⁵
4763	ʈʂ ɯ ²¹	dʑ i ⁴²	d j ɯ ⁴³	ɖʐ i ⁴²	ɖ ɯ ⁴²	ts ɯ ³¹	dz əɯ ²¹	d r ɯ ³	d j ɯ ²¹	ts ɯ ³¹
4774	t w i ⁴²	t i ⁴²	t ɥ i ⁴³	t ɥ ɛ ⁴²		t w i ⁴²	t ɛ ⁴²	d w ɛ ⁵	d w e ²¹	
4775					ɕ ɥ i ³³					s ɯ ³³
4787	ʈʂ w e n ⁴²					ts w e n ⁴²	ts w a n ⁴²	ɖʐ w e n ⁵		ts w e ⁴²
4788		z ɥ ɛ ⁴²	tɕ ɥ ɛ ⁴³	z ɥ e n ⁴²	z ɥ e ⁴²				ʐ ɥ e n ²¹	
4799			k ɯ ²⁴	k ɯ ¹²	k ɯ ⁵⁵		k əɯ ⁵⁵	k ɯ ¹	k ɯ̃ ⁰	k u ⁵⁵
4798			tɕ i ²⁴	tɕ i ²²	tɕ i ⁵⁵		tɕ i ⁵⁵		tɕ ɯ ⁵⁵	
4814	ʈʂ i ⁴²	ts ɛ ⁴²	ts ɿ ²¹	ɖʐ i ²¹		ts a ⁴²	tsʰ i ⁴²	ɖʐ i ⁴	ʐ ə˞ ⁴²	ts i ⁴²
4815	n e ⁴⁴		n ɛ ⁵⁵	n ɛ ⁵⁵		n e ⁴⁴	n e ⁴⁴	n e ⁴	n e ⁴²	n e ⁴⁴
4833			ts u ɛ ⁵⁵			ts w i ⁴⁴	ts w ɛ ⁴⁴	ts w ɛ ⁴		ts w e ⁴⁴
4832	j i ³¹	j i ⁴²	j i ²¹	j i ²¹	j i ⁴²				j i ⁴²	
4844	tsʰ ou ³³	tsʰ o ⁵⁵	tsʰ u ⁵⁵		tsʰ o ⁵⁵	tsʰ ou ⁴⁴	tsʰ o ⁴⁴	tsʰ o ⁴	tsʰ u ⁴²	tsʰ o ⁴⁴
4854	k o ŋ ³³		k u ²²	k o ŋ ³³	k o ŋ ³³	k õ ³³	k o ŋ ³³	k o ŋ ²	k ə ŋ ³³	k ou ³³
4867		q ɯ ²²	q ɯ ²²	q ɯ ²²	g ɯ̃ ²²		k əɯ ³³	ɣ ɯ̃ ²	q ɯ ³³	
4866	tɕ j ou ⁵⁵					tɕ ou ⁵⁵				tɕ ou ⁵⁵
4879	tʰ e ³³	tʰ o ⁵⁵			ʈʰ ə˞ ⁵⁵	tʰ e ⁴⁴		tʰ j e ⁴	tʰ i ⁴²	
4882							tsʰ u ³³			tsʰ u ³³
4891			t j ɯ ²²		ʈ ɯ ²²	ts ɯ ³³	ts əɯ ³³	ʈ ɯ ²	t j ɯ ³³	ts ɯ ³³
4900		g ɯ ⁴²	g ɯ ⁴³	g ɯ ⁴²	g ɯ̃ ⁴²		k əɯ ²¹	g ɯ̃ ³	g e ŋ ²¹	k ɯ ³¹
4909	k ã ³⁵		k a ²⁴		k ã ⁵⁵	k ɑ̃ ⁵⁵	k a ŋ ⁵⁵	k a ŋ ¹	k a ŋ ⁵⁵	k a ³⁵
4918	tsʰ ɯ ³¹	tsʰ i ⁴²	tsʰ ɿ ⁴³	tsʰ e ⁴²	tsʰ ɯ ⁴²	tsʰ ɯ ³¹	tsʰ əɯ ²¹	tsʰ ɯ ³	tsʰ i ²¹	tsʰ ɯ ³¹
4929	j ɯ ²¹	j i ²¹	j ɯ ²¹	j i ¹²		j ɯ ²¹	j ou ²¹	j ɯ ¹	j ɯ ³⁵	j ɯ ²¹
4940	t w e n ³⁵		t ɥ ɛ ²⁴	t ɥ e n ⁵⁵	t ɥ i ⁵⁵	t w e n ⁵⁵	ts w e n ⁵⁵	t w e n ¹	t w e ⁵⁵	t w e ³⁵
4952	j ɯ ⁴⁴					j ɯ ⁴⁴	j i ⁴²	j ɯ ⁴		j ɯ ⁴⁴
4955				j u ²⁴					j u ⁴²	
4954		j i ²²	i ²²							
4953		ɣ o ²²			ɣ o ²²					
4967			qʰ u ɛ ²²	qʰ w ɛ ²²			kʰ w i ³³	kʰ w ɛ ²	kʰ w ɛ ³³	kʰ w i ⁴⁴
4966		tɕʰ a ⁴⁴			tɕʰ a ⁴⁴	tɕʰ j a ⁴⁴				
4976	tʲ ɯ ⁴⁴	t ɯ ⁴⁴	t ə ⁵⁵	t i ²⁴	t ɯ ⁵⁵	t ə ⁴⁴	t əɯ ⁴⁴	d j ɯ ²	t ɯ ⁴²	t ɯ ⁴⁴
4990						j õ ⁴⁴	ɲ j o ŋ ⁵⁵	ŋ j o ŋ ⁴	j ʯ ŋ ⁴²	ɲ j ou ⁴⁴
4988		ts o ⁴²	ts a ²¹	ts ao ²¹						
4998	ɕ j ui ³³	ɕ ɥ i ²²	ɕ ɥ i ²²	ɕ y ²²	ɕ ɥ i ²²	ɕ ɥ i ³³	ɕ ɥ i ³³	ɕ w i ²	ɕ ɥ i ³³	ɕ ɥ i ³³
5009	tɕʰ j ə̃˞ ⁵⁵		tɕ j æ ²⁴	tsʰ a n ⁵⁵		tɕʰ j a n ⁵⁵	tɕʰ ə̃˞ ⁵⁵	tsʰ j æ n ¹	tɕʰ j a ŋ ⁵⁵	tɕʰ j ɛ ⁵⁵
5019		s ɛ ⁵⁵	s ɿ ²⁴	ʂ i ⁵⁵	ʂ ə˞ ⁵⁵	s a n ⁵⁵		s r e ŋ ¹	ʂ ə̃˞ ⁵⁵	
5027	ʈʂ ou ³³	tɕ u ⁵⁵	tʲ u ⁵⁵	ts u ²⁴	ʈ u ⁵⁵	ts ou ⁴⁴	ts o ⁴⁴	ʈ o ⁴	t i u ⁴²	
5037	t ə n ⁴²	t ɯ ⁴²	t ə˞ ⁴³	d i ²⁴	t ẽ ⁴²	t ə̃ ⁴²	t ɯ ⁴²	tʲ ɯ ⁵	t j ɯ ²⁴	t ɯ ⁴²
5048	ʈʂʰ ə̃˞ ⁵⁵	tɕ i ⁴⁴	t j ɯ ⁵⁵	ʈʂ i ²⁴	ʈ ɯ ⁵⁵	ts i ⁵⁵	tsʰ e n ⁵⁵	ʈ ɯ ⁴	tʲ ɯ ⁴²	tsʰ i ⁵⁵
5060		tsʰ w ɛ ⁵⁵			tsʰ w ẽ ⁵⁵		tsʰ w e n ⁵⁵	tsʰ w e n ¹		
5059	tɕʰ ɥ e n ⁵⁵			tɕʰ ɥ e n ⁵⁵		tɕʰ ɥ ẽ ⁵⁵			tɕ j e n ⁵⁵	tɕʰ ɥ e ⁵⁵
5071	m ə̃ ⁴⁴	m ɯ ⁵⁵	m ɯ ⁵⁵		m ɯ ⁵⁵	m ə̃ ⁴⁴	m ə̃ɯ ⁴⁴	m ɯ ⁴	m ɯ ⁴²	m ɯ ⁴⁴
5082	m ə̃ ⁰	m ɯ ⁵⁵	m ɯ ⁵⁵	m o ŋ ²⁴	m ɯ ⁵⁵	m ə̃ ⁰		m ɯ ⁴	m ɯ n ⁴²	
5083	k w a ⁴⁴	q w a ⁴⁴	q w a ⁵⁵	q w a ²⁴	q w a ⁵⁵	k u ɑ ⁴⁴	k w a ⁴⁴	q w a ⁴	q w o ⁴²	
5100	m au ²¹	m u ²¹	m o ²¹	m a ¹²	m o ²¹	m õ ²¹	m o ²¹	m ɔ ¹	m ɔ ³⁵	m o ²¹
5111	p ə˞ ⁴²	p a ⁴²	p a ²¹	b æ ²¹	p a ⁴²	p a ⁴²	pʰ ə˞ ⁴²	b æ ⁴	b a ⁴²	p ɛ ⁴²
5122	kʰ w a ⁴⁴	qʰ w a ⁴⁴	qʰ w a ⁵⁵	qʰ w a ²⁴	qʰ w a ⁵⁵	kʰ u ɑ ⁴⁴	kʰ w a ⁴⁴	qʰ w a ⁴	qʰ w o ⁴²	kʰ w a ⁴⁴
5143	ɣ ə ³³		ɣ ɯ ²²	ɕ i ²²		ɣ ə ³³	ɣ ɯ ³³	ɣ ɯ ²	ɣ ɯ ³³	
5152	p j ɛ̃ ³⁵					p i ⁵⁵	p j e n ⁵⁵	p r e n ¹		p i ³⁵
5153		tɕ ɥ i ⁵⁵		tɕ ɥ e n ⁵⁵	tɕ ɥ i ⁵⁵				tɕ ɥ e n ⁵⁵	
5164		m ɯ ²²	m o ²²	m u ²²	m o ²²			m o ²	m o ³³	m o ³³
5163	tɕʰ i ³⁵	tɕ i ⁵⁵	tɕ i ²⁴	tɕ i ⁵⁵	tɕ i ⁵⁵	tɕ i ⁵⁵	tɕ i ⁵⁵	tɕ i ¹	tɕ i ⁵⁵	tɕ i ³⁵
5182		ɲ ɥ i ²²			ɲ u ²²		ɲ õ ³³	ŋ j o ²		ɲ ʯ ³³
5181	j ũ ³³					j ʯ̃ ³³				
5192	ʈʂ o ²¹	tɕ i u ²¹	tɕ j o ²¹	dz ao ¹²	tɕ i u ²¹	ts ʯ̃ ²¹	dz õ ²¹	ɖʐ u ŋ ¹	ʐ ʯ ³⁵	ts ʯ ²¹
5203	v õ ²¹		ʁ o ²¹	ʁ a ŋ ¹²				ʁ o ŋ ¹		
5204		ŋ õ ²¹				ʯ̃ ²¹			ŋ o ŋ ³⁵	ŋ ʯ ²¹
5214	tɕ j e n ²¹							dʑ e n ¹	ʑ j e n ³⁵	
5215		ts i ²¹	ts i ²¹	dʑ i ²¹	ts i ²¹	tɕ i ²¹	tɕ ĩ ⁴²			tɕ i ³¹
5225	n õ ³¹	n o ⁴²	n o ⁴³	n a ⁴²	n o ⁴²	n ou ³¹	n e n ⁴²	n ɔ ³	n ɔ ²¹	n o ³¹
5236	tʰ e ³³	tʰ i ²²	tʰ i ²²	tʰ i ²²	tʰ j e ²²	tʰ i ³³	tʰ ɛ ³³	tʰ j e ²	tʰ i ³³	tʰ e ³³
5250				ɲ õ ²²			ɲ o ŋ ³³	ŋ j o ²		
5248	tʰ i ³³	tʰ i ²²		tʰ i ²²	tʰ j e ²²	tʰ i ³³	tʰ ɛ ³³	tʰ j e ²	tʰ i ³³	tʰ e ³³
5247	j ũ ³³					j ʯ̃ ³³			j ʯ ŋ ³³	
