ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	LATITUDE	LONGITUDE	LANGUAGE_FAMILY	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS
615	152_earlyinthemorning	early, in the morning	Undulu	Undulu	mɛn ɗɛ́ʃí	mɛn_ɗɛ́ʃí	m ɛ n + ɗ ɛ́/ɛ ʃ í/i	undu1236	10.314359	34.778879	Berta	4 7 4 9 1 7 3 7	AXN_AXBZ	MEN_TESI	4	4.M.C 4.E.V 4.N.c 4._._ 4.T.C 4.E.V 4.S.C 4.I.V	2.0 1.5 0.8 0.0 2.0 1.5 1.75 0.8	mɛn+ɗɛ́/ɛʃí/i	0	338 339
616	152_earlyinthemorning	early, in the morning	BelejeGonfoye	Beleje Gonfoye	maːbus	maːbus	m aː b u s		9.097105	36.203337	Berta	4 7 1 7 3	AXBYN	MAPYS	1	1.M.C 1.A.V 1.P.C 1.Y.V 1.S.c	2.0 1.5 1.75 1.3 0.8	maːbus	0	335
538	132_eatchewmeat	eat, chew meat	Maiyu	Maiyu	k’ɔ́la	k’ɔ́la	k ʔ ɔ́/ɔ l a	mayu1240	10.473464	34.540485	Berta	1 1 7 5 7	ACYBZ	KHULA	3	3.K.C 3.H.C 3.U.V 3.L.C 3.A.V	2.0 1.5 1.3 1.75 0.8	kʔɔ́/ɔla	0	341
539	132_eatchewmeat	eat, chew meat	Fadashi	Fadashi	k’ola	k’ola	k ʔ o l a	fada1248	9.585863	34.677096	Berta	1 1 7 5 7	ACYBZ	KHULA	2	2.K.C 2.H.C 2.U.V 2.L.C 2.A.V	2.0 1.5 1.3 1.75 0.8	kʔola	0	341
540	132_eatchewmeat	eat, chew meat	Undulu	Undulu	k’óla	k’óla	k ʔ ó/o l a	undu1236	10.314359	34.778879	Berta	1 1 7 5 7	ACYBZ	KHULA	4	4.K.C 4.H.C 4.U.V 4.L.C 4.A.V	2.0 1.5 1.3 1.75 0.8	kʔó/ola	0	341
541	132_eatchewmeat	eat, chew meat	BelejeGonfoye	Beleje Gonfoye	k’ola	k’ola	k ʔ o l a		9.097105	36.203337	Berta	1 1 7 5 7	ACYBZ	KHULA	1	1.K.C 1.H.C 1.U.V 1.L.C 1.A.V	2.0 1.5 1.3 1.75 0.8	kʔola	0	341
504	123_egg	egg	Maiyu	Maiyu	húhúlú	húhúlú	h ú/u h ú/u l ú/u	mayu1240	10.473464	34.540485	Berta	3 7 3 7 5 7	AXBYBZ	HYHYLY	3	3.H.C 3.Y.V 3.H.C 3.Y.V 3.L.C 3.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	hú/uhú/ulú/u	0	346
505	123_egg	egg	Fadashi	Fadashi	hólú	hólú	h ó/o l ú/u	fada1248	9.585863	34.677096	Berta	3 7 5 7	AXBZ	HULY	2	2.H.C 2.U.V 2.L.C 2.Y.V	2.0 1.5 1.75 0.8	hó/olú/u	0	346
506	123_egg	egg	Undulu	Undulu	hóːhólú	hóːhólú	h óː/oː h ó/o l ú/u	undu1236	10.314359	34.778879	Berta	3 7 3 7 5 7	AXBYBZ	HUHULY	4	4.H.C 4.U.V 4.H.C 4.U.V 4.L.C 4.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	hóː/oːhó/olú/u	0	346
507	123_egg	egg	BelejeGonfoye	Beleje Gonfoye	hoːholo	hoːholo	h oː h o l o		9.097105	36.203337	Berta	3 7 3 7 5 7	AXBYBZ	HUHULU	1	1.H.C 1.U.V 1.H.C 1.U.V 1.L.C 1.U.V	2.0 1.5 1.75 1.3 1.75 0.8	hoːholo	0	346
76	19_elephant	elephant	Maiyu	Maiyu	al fîl, ɔŋ	al_fîl	a l + f î/i l	mayu1240	10.473464	34.540485	Berta	7 5 9 3 7 5	XN_AXN	AL_BIL	3	3.A.V 3.L.c 3._._ 3.B.C 3.I.V 3.L.c	1.5 0.8 0.0 2.0 1.5 0.8	al+fî/il	0	352 353
77	19_elephant	elephant	Maiyu	Maiyu	al fîl, ɔŋ	ɔŋ	ɔ ŋ	mayu1240	10.473464	34.540485	Berta	7 4	XN	UN	3	3.U.V 3.N.c	1.5 0.8	ɔŋ	0	354
78	19_elephant	elephant	Fadashi	Fadashi	mɛdege	mɛdege	m ɛ d e g e	fada1248	9.585863	34.677096	Berta	4 7 1 7 1 7	AXBYBZ	METEKE	2	2.M.C 2.E.V 2.T.C 2.E.V 2.K.C 2.E.V	2.0 1.5 1.75 1.3 1.75 0.8	mɛdege	0	351
79	19_elephant	elephant	Undulu	Undulu	alfîl	alfîl	a l f î/i l	undu1236	10.314359	34.778879	Berta	7 5 3 7 5	XMBYN	ALBIL	4	4.A.V 4.L.c 4.B.C 4.I.V 4.L.c	1.5 1.1 1.75 1.3 0.8	alfî/il	0	353
80	19_elephant	elephant	BelejeGonfoye	Beleje Gonfoye	metɪkeː	metɪkeː	m e t ɪ k eː		9.097105	36.203337	Berta	4 7 1 7 1 7	AXBYBZ	METIKE	1	1.M.C 1.E.V 1.T.C 1.I.V 1.K.C 1.E.V	2.0 1.5 1.75 1.3 1.75 0.8	metɪkeː	0	351
251	60_enough	enough!	Maiyu	Maiyu	bəka	bəka	b ə k a	mayu1240	10.473464	34.540485	Berta	1 7 1 7	AXBZ	PEKA	3	3.P.C 3.E.V 3.K.C 3.A.V	2.0 1.5 1.75 0.8	bəka	0	359
252	60_enough	enough!	Fadashi	Fadashi	koːɗe	koːɗe	k oː ɗ e	fada1248	9.585863	34.677096	Berta	1 7 1 7	AXBZ	KUTE	2	2.K.C 2.U.V 2.T.C 2.E.V	2.0 1.5 1.75 0.8	koːɗe	0	358
253	60_enough	enough!	Undulu	Undulu	ɲéːʃe	ɲéːʃe	ɲ éː/eː ʃ e	undu1236	10.314359	34.778879	Berta	4 7 3 7	AXBZ	NESE	4	4.N.C 4.E.V 4.S.C 4.E.V	2.0 1.5 1.75 0.8	ɲéː/eːʃe	0	360
254	60_enough	enough!	BelejeGonfoye	Beleje Gonfoye	kóːɗé	kóːɗé	k óː/oː ɗ é/e		9.097105	36.203337	Berta	1 7 1 7	AXBZ	KUTE	1	1.K.C 1.U.V 1.T.C 1.E.V	2.0 1.5 1.75 0.8	kóː/oːɗé/e	0	358
286	69_evening	evening	Maiyu	Maiyu	mbə́ giʃú	mbə́_giʃú	m b ə́/ə + g i ʃ ú/u	mayu1240	10.473464	34.540485	Berta	4 1 7 9 1 7 3 7	ACZ_AXBZ	MPE_KISY	3	3.M.C 3.P.C 3.E.V 3._._ 3.K.C 3.I.V 3.S.C 3.Y.V	2.0 1.5 0.8 0.0 2.0 1.5 1.75 0.8	mbə́/ə+giʃú/u	0	365 366
287	69_evening	evening	Fadashi	Fadashi	giːgije	giːgije	g iː g i j e	fada1248	9.585863	34.677096	Berta	1 7 1 7 6 7	AXBYBZ	KIKIJE	2	2.K.C 2.I.V 2.K.C 2.I.V 2.J.C 2.E.V	2.0 1.5 1.75 1.3 1.75 0.8	giːgije	0	364
288	69_evening	evening	Undulu	Undulu	maː͡dʒíhe	maː͡dʒíhe	m aː d ʒ í/i h e	undu1236	10.314359	34.778879	Berta	4 7 1 3 7 3 7	AXBCYBZ	MATSIHE	4	4.M.C 4.A.V 4.T.C 4.S.C 4.I.V 4.H.C 4.E.V	2.0 1.5 1.75 1.5 1.3 1.75 0.8	maːdʒí/ihe	0	367
289	69_evening	evening	BelejeGonfoye	Beleje Gonfoye	aːbule	aːbule	aː b u l e		9.097105	36.203337	Berta	7 1 7 5 7	XBYBZ	APYLE	1	1.A.V 1.P.C 1.Y.V 1.L.C 1.E.V	1.5 1.75 1.3 1.75 0.8	aːbule	0	363
157	38_eye	eye	Maiyu	Maiyu	are	are	a r e	mayu1240	10.473464	34.540485	Berta	7 5 7	XBZ	ARE	3	3.A.V 3.R.C 3.E.V	1.5 1.75 0.8	are	0	369
158	38_eye	eye	Fadashi	Fadashi	are / areʔolo	are	a r e	fada1248	9.585863	34.677096	Berta	7 5 7	XBZ	ARE	2	2.A.V 2.R.C 2.E.V	1.5 1.75 0.8	are	0	369
159	38_eye	eye	Fadashi	Fadashi	are / areʔolo	areʔolo	a r e ʔ o l o	fada1248	9.585863	34.677096	Berta	7 5 7 1 7 5 7	XBYBYBZ	AREHULU	2	2.A.V 2.R.C 2.E.V 2.H.C 2.U.V 2.L.C 2.U.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	areʔolo	0	370
160	38_eye	eye	Undulu	Undulu	aroʔóló	aroʔóló	a r o ʔ ó/o l ó/o	undu1236	10.314359	34.778879	Berta	7 5 7 1 7 5 7	XBYBYBZ	ARUHULU	4	4.A.V 4.R.C 4.U.V 4.H.C 4.U.V 4.L.C 4.U.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	aroʔó/oló/o	0	370
161	38_eye	eye	BelejeGonfoye	Beleje Gonfoye	aré	aré	a r é/e		9.097105	36.203337	Berta	7 5 7	XBZ	ARE	1	1.A.V 1.R.C 1.E.V	1.5 1.75 0.8	aré/e	0	369
341	83_farmer	farmer	Maiyu	Maiyu	maːbá p’áːlí	maːbá_p’áːlí	m aː b á/a + p ʔ áː/aː l í/i	mayu1240	10.473464	34.540485	Berta	4 7 1 7 9 1 1 7 5 7	AXBZ_ACYBZ	MAPA_PHALI	3	3.M.C 3.A.V 3.P.C 3.A.V 3._._ 3.P.C 3.H.C 3.A.V 3.L.C 3.I.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.3 1.75 0.8	maːbá/a+pʔáː/aːlí/i	0	375 376
342	83_farmer	farmer	Fadashi	Fadashi	nda ɓálí	nda_ɓálí	n d a + ɓ á/a l í/i	fada1248	9.585863	34.677096	Berta	4 1 7 9 1 7 5 7	ACZ_AXBZ	NTA_PALI	2	2.N.C 2.T.C 2.A.V 2._._ 2.P.C 2.A.V 2.L.C 2.I.V	2.0 1.5 0.8 0.0 2.0 1.5 1.75 0.8	nda+ɓá/alí/i	0	377 376
343	83_farmer	farmer	Undulu	Undulu	ndá ɓɛ́lí	ndá_ɓɛ́lí	n d á/a + ɓ ɛ́/ɛ l í/i	undu1236	10.314359	34.778879	Berta	4 1 7 9 1 7 5 7	ACZ_AXBZ	NTA_PELI	4	4.N.C 4.T.C 4.A.V 4._._ 4.P.C 4.E.V 4.L.C 4.I.V	2.0 1.5 0.8 0.0 2.0 1.5 1.75 0.8	ndá/a+ɓɛ́/ɛlí/i	0	377 376
344	83_farmer	farmer	BelejeGonfoye	Beleje Gonfoye	mba ɓəli	mba_ɓəli	m b a + ɓ ə l i		9.097105	36.203337	Berta	4 1 7 9 1 7 5 7	ACZ_AXBZ	MPA_PELI	1	1.M.C 1.P.C 1.A.V 1._._ 1.P.C 1.E.V 1.L.C 1.I.V	2.0 1.5 0.8 0.0 2.0 1.5 1.75 0.8	mba+ɓəli	0	375 376
312	76_fatn	fat (n.)	Maiyu	Maiyu	mək’ɔʃ	mək’ɔʃ	m ə k ʔ ɔ ʃ	mayu1240	10.473464	34.540485	Berta	4 7 1 1 7 3	AXMBYN	MEKHUS	3	3.M.C 3.E.V 3.K.c 3.H.C 3.U.V 3.S.c	2.0 1.5 1.1 1.75 1.3 0.8	məkʔɔʃ	0	385
313	76_fatn	fat (n.)	Fadashi	Fadashi	mək’oʃ	mək’oʃ	m ə k ʔ o ʃ	fada1248	9.585863	34.677096	Berta	4 7 1 1 7 3	AXMBYN	MEKHUS	2	2.M.C 2.E.V 2.K.c 2.H.C 2.U.V 2.S.c	2.0 1.5 1.1 1.75 1.3 0.8	məkʔoʃ	0	385
314	76_fatn	fat (n.)	Undulu	Undulu	mok’oʃ	mok’oʃ	m o k ʔ o ʃ	undu1236	10.314359	34.778879	Berta	4 7 1 1 7 3	AXMBYN	MUKHUS	4	4.M.C 4.U.V 4.K.c 4.H.C 4.U.V 4.S.c	2.0 1.5 1.1 1.75 1.3 0.8	mokʔoʃ	0	385
315	76_fatn	fat (n.)	BelejeGonfoye	Beleje Gonfoye	k’oːsi	k’oːsi	k ʔ oː s i		9.097105	36.203337	Berta	1 1 7 3 7	ACYBZ	KHUSI	1	1.K.C 1.H.C 1.U.V 1.S.C 1.I.V	2.0 1.5 1.3 1.75 0.8	kʔoːsi	0	384
324	79_father	father	Maiyu	Maiyu	abbá	abbá	a bː á/a	mayu1240	10.473464	34.540485	Berta	7 1 7	XBZ	APA	3	3.A.V 3.P.C 3.A.V	1.5 1.75 0.8	abːá/a	0	390
325	79_father	father	Fadashi	Fadashi	abːa	abːa	a bː a	fada1248	9.585863	34.677096	Berta	7 1 7	XBZ	APA	2	2.A.V 2.P.C 2.A.V	1.5 1.75 0.8	abːa	0	390
326	79_father	father	Undulu	Undulu	aːb͡aiyó	aːb͡aiyó	aː b a i y ó/o	undu1236	10.314359	34.778879	Berta	7 1 7 7 7 7	XBYYYZ	APAIYU	4	4.A.V 4.P.C 4.A.V 4.I.V 4.Y.V 4.U.V	1.5 1.75 1.3 1.3 1.3 0.8	aːbaiyó/o	0	390
327	79_father	father	BelejeGonfoye	Beleje Gonfoye	boːbo	boːbo	b oː b o		9.097105	36.203337	Berta	1 7 1 7	AXBZ	PUPU	1	1.P.C 1.U.V 1.P.C 1.U.V	2.0 1.5 1.75 0.8	boːbo	0	389
37	10_fence	fence	Maiyu	Maiyu	agoŋgór	agoŋgór	a g o ŋ g ó/o r	mayu1240	10.473464	34.540485	Berta	7 1 7 4 1 7 5	XBYMBYN	AKUNKUR	3	3.A.V 3.K.C 3.U.V 3.N.c 3.K.C 3.U.V 3.R.c	1.5 1.75 1.3 1.1 1.75 1.3 0.8	agoŋgó/or	0	396
38	10_fence	fence	Fadashi	Fadashi	abɪliʲa	abɪliʲa	a b ɪ l iʲ/i a	fada1248	9.585863	34.677096	Berta	7 1 7 5 7 7	XBYBYZ	APILIA	2	2.A.V 2.P.C 2.I.V 2.L.C 2.I.V 2.A.V	1.5 1.75 1.3 1.75 1.3 0.8	abɪliʲ/ia	0	395
39	10_fence	fence	Undulu	Undulu	agoŋhór	agoŋhór	a g o ŋ h ó/o r	undu1236	10.314359	34.778879	Berta	7 1 7 4 3 7 5	XBYMBYN	AKUNHUR	4	4.A.V 4.K.C 4.U.V 4.N.c 4.H.C 4.U.V 4.R.c	1.5 1.75 1.3 1.1 1.75 1.3 0.8	agoŋhó/or	0	396
40	10_fence	fence	BelejeGonfoye	Beleje Gonfoye	aːmaʲé	aːmaʲé	aː m aʲ/ai̯ é/e		9.097105	36.203337	Berta	7 4 7 7	XBYZ	AMAE	1	1.A.V 1.M.C 1.A.V 1.E.V	1.5 1.75 1.3 0.8	aːmaʲ/ai̯é/e	0	394
453	111_fish	fish	Maiyu	Maiyu	yəguθ	yəguθ	y ə g u θ	mayu1240	10.473464	34.540485	Berta	7 7 1 7 3	XYBYN	YEKYD	3	3.Y.V 3.E.V 3.K.C 3.Y.V 3.D.c	1.5 1.3 1.75 1.3 0.8	yəguθ	0	400
454	111_fish	fish	Fadashi	Fadashi	nɛgú	nɛgú	n ɛ g ú/u	fada1248	9.585863	34.677096	Berta	4 7 1 7	AXBZ	NEKY	2	2.N.C 2.E.V 2.K.C 2.Y.V	2.0 1.5 1.75 0.8	nɛgú/u	0	399
455	111_fish	fish	Undulu	Undulu	aːmondín	aːmondín	aː m o n d í/i n	undu1236	10.314359	34.778879	Berta	7 4 7 4 1 7 4	XBYMBYN	AMUNTIN	4	4.A.V 4.M.C 4.U.V 4.N.c 4.T.C 4.I.V 4.N.c	1.5 1.75 1.3 1.1 1.75 1.3 0.8	aːmondí/in	0	401
456	111_fish	fish	BelejeGonfoye	Beleje Gonfoye	nəgu	nəgu	n ə g u		9.097105	36.203337	Berta	4 7 1 7	AXBZ	NEKY	1	1.N.C 1.E.V 1.K.C 1.Y.V	2.0 1.5 1.75 0.8	nəgu	0	399
219	52_flyv	fly (v)	Maiyu	Maiyu	bədá	bədá	b ə d á/a	mayu1240	10.473464	34.540485	Berta	1 7 1 7	AXBZ	PETA	3	3.P.C 3.E.V 3.T.C 3.A.V	2.0 1.5 1.75 0.8	bədá/a	0	405
220	52_flyv	fly (v)	Fadashi	Fadashi	bədé	bədé	b ə d é/e	fada1248	9.585863	34.677096	Berta	1 7 1 7	AXBZ	PETE	2	2.P.C 2.E.V 2.T.C 2.E.V	2.0 1.5 1.75 0.8	bədé/e	0	405
221	52_flyv	fly (v)	Undulu	Undulu	bədé	bədé	b ə d é/e	undu1236	10.314359	34.778879	Berta	1 7 1 7	AXBZ	PETE	4	4.P.C 4.E.V 4.T.C 4.E.V	2.0 1.5 1.75 0.8	bədé/e	0	405
222	52_flyv	fly (v)	BelejeGonfoye	Beleje Gonfoye	buːne	buːne	b uː n e		9.097105	36.203337	Berta	1 7 4 7	AXBZ	PYNE	1	1.P.C 1.Y.V 1.N.C 1.E.V	2.0 1.5 1.75 0.8	buːne	0	404
162	39_forehead	forehead	Maiyu	Maiyu	are gundi	are_gundi	a r e + g u n d i	mayu1240	10.473464	34.540485	Berta	7 5 7 9 1 7 4 1 7	XBZ_AXMBZ	ARE_KYNTI	3	3.A.V 3.R.C 3.E.V 3._._ 3.K.C 3.Y.V 3.N.c 3.T.C 3.I.V	1.5 1.75 0.8 0.0 2.0 1.5 1.1 1.75 0.8	are+gundi	0	409 410
163	39_forehead	forehead	Fadashi	Fadashi	are gundi	are_gundi	a r e + g u n d i	fada1248	9.585863	34.677096	Berta	7 5 7 9 1 7 4 1 7	XBZ_AXMBZ	ARE_KYNTI	2	2.A.V 2.R.C 2.E.V 2._._ 2.K.C 2.Y.V 2.N.c 2.T.C 2.I.V	1.5 1.75 0.8 0.0 2.0 1.5 1.1 1.75 0.8	are+gundi	0	409 410
164	39_forehead	forehead	Undulu	Undulu	are gundi	are_gundi	a r e + g u n d i	undu1236	10.314359	34.778879	Berta	7 5 7 9 1 7 4 1 7	XBZ_AXMBZ	ARE_KYNTI	4	4.A.V 4.R.C 4.E.V 4._._ 4.K.C 4.Y.V 4.N.c 4.T.C 4.I.V	1.5 1.75 0.8 0.0 2.0 1.5 1.1 1.75 0.8	are+gundi	0	409 410
165	39_forehead	forehead	BelejeGonfoye	Beleje Gonfoye	are gundi	are_gundi	a r e + g u n d i		9.097105	36.203337	Berta	7 5 7 9 1 7 4 1 7	XBZ_AXMBZ	ARE_KYNTI	1	1.A.V 1.R.C 1.E.V 1._._ 1.K.C 1.Y.V 1.N.c 1.T.C 1.I.V	1.5 1.75 0.8 0.0 2.0 1.5 1.1 1.75 0.8	are+gundi	0	409 410
745	185_forgivehavemercy	forgive, have mercy	Maiyu	Maiyu	afiːŋa	afiːŋa	a f iː ŋ a	mayu1240	10.473464	34.540485	Berta	7 3 7 4 7	XBYBZ	ABINA	3	3.A.V 3.B.C 3.I.V 3.N.C 3.A.V	1.5 1.75 1.3 1.75 0.8	afiːŋa	0	419
746	185_forgivehavemercy	forgive, have mercy	Fadashi	Fadashi	eʔafiːŋa	eʔafiːŋa	e ʔ a f iː ŋ a	fada1248	9.585863	34.677096	Berta	7 1 7 3 7 4 7	XBYBYBZ	EHABINA	2	2.E.V 2.H.C 2.A.V 2.B.C 2.I.V 2.N.C 2.A.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	eʔafiːŋa	0	419
747	185_forgivehavemercy	forgive, have mercy	Undulu	Undulu	afiiña	afiiña	a f iː ɲ a	undu1236	10.314359	34.778879	Berta	7 3 7 4 7	XBYBZ	ABINA	4	4.A.V 4.B.C 4.I.V 4.N.C 4.A.V	1.5 1.75 1.3 1.75 0.8	afiːɲa	0	419
748	185_forgivehavemercy	forgive, have mercy	BelejeGonfoye	Beleje Gonfoye	bik’ɛneʲa	bik’ɛneʲa	b i k ʔ ɛ n eʲ/ei̯ a		9.097105	36.203337	Berta	1 7 1 1 7 4 7 7	AXMBYBYZ	PIKHENEA	1	1.P.C 1.I.V 1.K.c 1.H.C 1.E.V 1.N.C 1.E.V 1.A.V	2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8	bikʔɛneʲ/ei̯a	0	418
724	180_friend	friend	Maiyu	Maiyu	ahap’u	ahap’u	a h a p ʔ u	mayu1240	10.473464	34.540485	Berta	7 3 7 1 1 7	XBYMBZ	AHAPHY	3	3.A.V 3.H.C 3.A.V 3.P.c 3.H.C 3.Y.V	1.5 1.75 1.3 1.1 1.75 0.8	ahapʔu	0	424
725	180_friend	friend	Fadashi	Fadashi	haːɓu	haːɓu	h aː ɓ u	fada1248	9.585863	34.677096	Berta	3 7 1 7	AXBZ	HAPY	2	2.H.C 2.A.V 2.P.C 2.Y.V	2.0 1.5 1.75 0.8	haːɓu	0	424
726	180_friend	friend	Undulu	Undulu	aːgúʃúŋ	aːgúʃúŋ	aː g ú/u ʃ ú/u ŋ	undu1236	10.314359	34.778879	Berta	7 1 7 3 7 4	XBYBYN	AKYSYN	4	4.A.V 4.K.C 4.Y.V 4.S.C 4.Y.V 4.N.c	1.5 1.75 1.3 1.75 1.3 0.8	aːgú/uʃú/uŋ	0	425
727	180_friend	friend	BelejeGonfoye	Beleje Gonfoye	age	age	a g e		9.097105	36.203337	Berta	7 1 7	XBZ	AKE	1	1.A.V 1.K.C 1.E.V	1.5 1.75 0.8	age	0	423
270	65_frog	frog	Maiyu	Maiyu	bɔñɔ́ʃ	bɔñɔ́ʃ	b ɔ ɲ ɔ́/ɔ ʃ	mayu1240	10.473464	34.540485	Berta	1 7 4 7 3	AXBYN	PUNUS	3	3.P.C 3.U.V 3.N.C 3.U.V 3.S.c	2.0 1.5 1.75 1.3 0.8	bɔɲɔ́/ɔʃ	0	429
271	65_frog	frog	Fadashi	Fadashi	boŋoʃ	boŋoʃ	b o ŋ o ʃ	fada1248	9.585863	34.677096	Berta	1 7 4 7 3	AXBYN	PUNUS	2	2.P.C 2.U.V 2.N.C 2.U.V 2.S.c	2.0 1.5 1.75 1.3 0.8	boŋoʃ	0	429
272	65_frog	frog	Undulu	Undulu	boŋkóʃ	boŋkóʃ	b o ŋ k ó/o ʃ	undu1236	10.314359	34.778879	Berta	1 7 4 1 7 3	AXMBYN	PUNKUS	4	4.P.C 4.U.V 4.N.c 4.K.C 4.U.V 4.S.c	2.0 1.5 1.1 1.75 1.3 0.8	boŋkó/oʃ	0	429
273	65_frog	frog	BelejeGonfoye	Beleje Gonfoye	koŋosi	koŋosi	k o ŋ o s i		9.097105	36.203337	Berta	1 7 4 7 3 7	AXBYBZ	KUNUSI	1	1.K.C 1.U.V 1.N.C 1.U.V 1.S.C 1.I.V	2.0 1.5 1.75 1.3 1.75 0.8	koŋosi	0	428
570	140_gift	gift	Maiyu	Maiyu	daːdó	daːdó	d aː d ó/o	mayu1240	10.473464	34.540485	Berta	1 7 1 7	AXBZ	TATU	3	3.T.C 3.A.V 3.T.C 3.U.V	2.0 1.5 1.75 0.8	daːdó/o	0	435
571	140_gift	gift	Fadashi	Fadashi	ndaline	ndaline	n d a l i n e	fada1248	9.585863	34.677096	Berta	4 1 7 5 7 4 7	ACYBYBZ	NTALINE	2	2.N.C 2.T.C 2.A.V 2.L.C 2.I.V 2.N.C 2.E.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8	ndaline	0	434
572	140_gift	gift	Undulu	Undulu	ndɪdíŋ	ndɪdíŋ	n d ɪ d í/i ŋ	undu1236	10.314359	34.778879	Berta	4 1 7 1 7 4	ACYBYN	NTITIN	4	4.N.C 4.T.C 4.I.V 4.T.C 4.I.V 4.N.c	2.0 1.5 1.3 1.75 1.3 0.8	ndɪdí/iŋ	0	436
573	140_gift	gift	BelejeGonfoye	Beleje Gonfoye	gɪmbɛnduʷa	gɪmbɛnduʷa	g ɪ m b ɛ n d uʷ/u a		9.097105	36.203337	Berta	1 7 4 1 7 4 1 7 7	AXMBYMBYZ	KIMPENTYA	1	1.K.C 1.I.V 1.M.c 1.P.C 1.E.V 1.N.c 1.T.C 1.Y.V 1.A.V	2.0 1.5 1.1 1.75 1.3 1.1 1.75 1.3 0.8	gɪmbɛnduʷ/ua	0	433
308	75_giveit	give (it)	Maiyu	Maiyu	daː	daː	d aː	mayu1240	10.473464	34.540485	Berta	1 7	AX	TA	3	3.T.C 3.A.V	2.0 1.5	daː	0	439
309	75_giveit	give (it)	Fadashi	Fadashi	ndɛne	ndɛne	n d ɛ n e	fada1248	9.585863	34.677096	Berta	4 1 7 4 7	ACYBZ	NTENE	2	2.N.C 2.T.C 2.E.V 2.N.C 2.E.V	2.0 1.5 1.3 1.75 0.8	ndɛne	0	438
310	75_giveit	give (it)	Undulu	Undulu	ndɪné	ndɪné	n d ɪ n é/e	undu1236	10.314359	34.778879	Berta	4 1 7 4 7	ACYBZ	NTINE	4	4.N.C 4.T.C 4.I.V 4.N.C 4.E.V	2.0 1.5 1.3 1.75 0.8	ndɪné/e	0	438
311	75_giveit	give (it)	BelejeGonfoye	Beleje Gonfoye	ndɛnːe	ndɛnːe	n d ɛ nː e		9.097105	36.203337	Berta	4 1 7 4 7	ACYBZ	NTENE	1	1.N.C 1.T.C 1.E.V 1.N.C 1.E.V	2.0 1.5 1.3 1.75 0.8	ndɛnːe	0	438
441	108_greetvisit	greet, visit	Maiyu	Maiyu	geːra	geːra	g eː r a	mayu1240	10.473464	34.540485	Berta	1 7 5 7	AXBZ	KERA	3	3.K.C 3.E.V 3.R.C 3.A.V	2.0 1.5 1.75 0.8	geːra	0	443
442	108_greetvisit	greet, visit	Fadashi	Fadashi	gɛːra	gɛːra	g ɛː r a	fada1248	9.585863	34.677096	Berta	1 7 5 7	AXBZ	KERA	2	2.K.C 2.E.V 2.R.C 2.A.V	2.0 1.5 1.75 0.8	gɛːra	0	443
443	108_greetvisit	greet, visit	Undulu	Undulu	gɛːré	gɛːré	g ɛː r é/e	undu1236	10.314359	34.778879	Berta	1 7 5 7	AXBZ	KERE	4	4.K.C 4.E.V 4.R.C 4.E.V	2.0 1.5 1.75 0.8	gɛːré/e	0	443
444	108_greetvisit	greet, visit	BelejeGonfoye	Beleje Gonfoye	gera	gera	g e r a		9.097105	36.203337	Berta	1 7 5 7	AXBZ	KERA	1	1.K.C 1.E.V 1.R.C 1.A.V	2.0 1.5 1.75 0.8	gera	0	443
672	167_groundsoilearth	ground, soil, earth	Maiyu	Maiyu	s’ak’a	s’ak’a	s ʔ a k ʔ a	mayu1240	10.473464	34.540485	Berta	3 1 7 1 1 7	ACYMBZ	SHAKHA	3	3.S.C 3.H.C 3.A.V 3.K.c 3.H.C 3.A.V	2.0 1.5 1.3 1.1 1.75 0.8	sʔakʔa	0	449
673	167_groundsoilearth	ground, soil, earth	Fadashi	Fadashi	s’ak’a	s’ak’a	s ʔ a k ʔ a	fada1248	9.585863	34.677096	Berta	3 1 7 1 1 7	ACYMBZ	SHAKHA	2	2.S.C 2.H.C 2.A.V 2.K.c 2.H.C 2.A.V	2.0 1.5 1.3 1.1 1.75 0.8	sʔakʔa	0	449
674	167_groundsoilearth	ground, soil, earth	Undulu	Undulu	s’ak’a	s’ak’a	s ʔ a k ʔ a	undu1236	10.314359	34.778879	Berta	3 1 7 1 1 7	ACYMBZ	SHAKHA	4	4.S.C 4.H.C 4.A.V 4.K.c 4.H.C 4.A.V	2.0 1.5 1.3 1.1 1.75 0.8	sʔakʔa	0	449
675	167_groundsoilearth	ground, soil, earth	BelejeGonfoye	Beleje Gonfoye	tʃ’ɛka	tʃ’ɛka	tʃ ʔ ɛ k a		9.097105	36.203337	Berta	1 1 7 1 7	ACYBZ	THEKA	1	1.T.C 1.H.C 1.E.V 1.K.C 1.A.V	2.0 1.5 1.3 1.75 0.8	tʃʔɛka	0	448
