index	index_p	rindex	rindex_p	cogid	id_Kayah	segment_Kayah	segment_Kayah_L1	segment_Kayah_L2	segment_Kayah_L3	segment_Kayah_R1	segment_Kayah_R2	segment_Kayah_R3	SC_Kayah	SC_Kayah_L1	SC_Kayah_L2	SC_Kayah_L3	SC_Kayah_R1	SC_Kayah_R2	SC_Kayah_R3	PROSODY_Kayah	PROSODY_Kayah_L1	PROSODY_Kayah_L2	PROSODY_Kayah_L3	PROSODY_Kayah_R1	PROSODY_Kayah_R2	PROSODY_Kayah_R3	id_Kayan	segment_Kayan	segment_Kayan_L1	segment_Kayan_L2	segment_Kayan_L3	segment_Kayan_R1	segment_Kayan_R2	segment_Kayan_R3	SC_Kayan	SC_Kayan_L1	SC_Kayan_L2	SC_Kayan_L3	SC_Kayan_R1	SC_Kayan_R2	SC_Kayan_R3	PROSODY_Kayan	PROSODY_Kayan_L1	PROSODY_Kayan_L2	PROSODY_Kayan_L3	PROSODY_Kayan_R1	PROSODY_Kayan_R2	PROSODY_Kayan_R3	id_Kayaw	segment_Kayaw	segment_Kayaw_L1	segment_Kayaw_L2	segment_Kayaw_L3	segment_Kayaw_R1	segment_Kayaw_R2	segment_Kayaw_R3	SC_Kayaw	SC_Kayaw_L1	SC_Kayaw_L2	SC_Kayaw_L3	SC_Kayaw_R1	SC_Kayaw_R2	SC_Kayaw_R3	PROSODY_Kayaw	PROSODY_Kayaw_L1	PROSODY_Kayaw_L2	PROSODY_Kayaw_L3	PROSODY_Kayaw_R1	PROSODY_Kayaw_R2	PROSODY_Kayaw_R3	id_NorthernPao	segment_NorthernPao	segment_NorthernPao_L1	segment_NorthernPao_L2	segment_NorthernPao_L3	segment_NorthernPao_R1	segment_NorthernPao_R2	segment_NorthernPao_R3	SC_NorthernPao	SC_NorthernPao_L1	SC_NorthernPao_L2	SC_NorthernPao_L3	SC_NorthernPao_R1	SC_NorthernPao_R2	SC_NorthernPao_R3	PROSODY_NorthernPao	PROSODY_NorthernPao_L1	PROSODY_NorthernPao_L2	PROSODY_NorthernPao_L3	PROSODY_NorthernPao_R1	PROSODY_NorthernPao_R2	PROSODY_NorthernPao_R3	id_NorthernPwo	segment_NorthernPwo	segment_NorthernPwo_L1	segment_NorthernPwo_L2	segment_NorthernPwo_L3	segment_NorthernPwo_R1	segment_NorthernPwo_R2	segment_NorthernPwo_R3	SC_NorthernPwo	SC_NorthernPwo_L1	SC_NorthernPwo_L2	SC_NorthernPwo_L3	SC_NorthernPwo_R1	SC_NorthernPwo_R2	SC_NorthernPwo_R3	PROSODY_NorthernPwo	PROSODY_NorthernPwo_L1	PROSODY_NorthernPwo_L2	PROSODY_NorthernPwo_L3	PROSODY_NorthernPwo_R1	PROSODY_NorthernPwo_R2	PROSODY_NorthernPwo_R3	id_ProtoKaren	segment_ProtoKaren	segment_ProtoKaren_L1	segment_ProtoKaren_L2	segment_ProtoKaren_L3	segment_ProtoKaren_R1	segment_ProtoKaren_R2	segment_ProtoKaren_R3	SC_ProtoKaren	SC_ProtoKaren_L1	SC_ProtoKaren_L2	SC_ProtoKaren_L3	SC_ProtoKaren_R1	SC_ProtoKaren_R2	SC_ProtoKaren_R3	PROSODY_ProtoKaren	PROSODY_ProtoKaren_L1	PROSODY_ProtoKaren_L2	PROSODY_ProtoKaren_L3	PROSODY_ProtoKaren_R1	PROSODY_ProtoKaren_R2	PROSODY_ProtoKaren_R3	id_SouthernPao	segment_SouthernPao	segment_SouthernPao_L1	segment_SouthernPao_L2	segment_SouthernPao_L3	segment_SouthernPao_R1	segment_SouthernPao_R2	segment_SouthernPao_R3	SC_SouthernPao	SC_SouthernPao_L1	SC_SouthernPao_L2	SC_SouthernPao_L3	SC_SouthernPao_R1	SC_SouthernPao_R2	SC_SouthernPao_R3	PROSODY_SouthernPao	PROSODY_SouthernPao_L1	PROSODY_SouthernPao_L2	PROSODY_SouthernPao_L3	PROSODY_SouthernPao_R1	PROSODY_SouthernPao_R2	PROSODY_SouthernPao_R3	id_WesternBwe	segment_WesternBwe	segment_WesternBwe_L1	segment_WesternBwe_L2	segment_WesternBwe_L3	segment_WesternBwe_R1	segment_WesternBwe_R2	segment_WesternBwe_R3	SC_WesternBwe	SC_WesternBwe_L1	SC_WesternBwe_L2	SC_WesternBwe_L3	SC_WesternBwe_R1	SC_WesternBwe_R2	SC_WesternBwe_R3	PROSODY_WesternBwe	PROSODY_WesternBwe_L1	PROSODY_WesternBwe_L2	PROSODY_WesternBwe_L3	PROSODY_WesternBwe_R1	PROSODY_WesternBwe_R2	PROSODY_WesternBwe_R3
4	1.0000	1	0.2500	3607	752	³³	-	i	kʰ	∅	∅	∅	_	_	I	K	∅	∅	∅	0	0	7	1	∅	∅	∅	753	⁵³	-	i	kʰ	∅	∅	∅	_	_	I	K	∅	∅	∅	0	0	7	1	∅	∅	∅	754	⁵⁵	-	i	kʰ	∅	∅	∅	_	_	I	K	∅	∅	∅	0	0	7	1	∅	∅	∅	755	⁵⁵	ŋ	i	kʰ	∅	∅	∅	_	N	I	K	∅	∅	∅	0	4	7	1	∅	∅	∅	756	³⁵	-	ãi	kʰ	∅	∅	∅	_	_	A	K	∅	∅	∅	0	0	7	1	∅	∅	∅	757	⁵⁵	ŋ	i	kʰ	∅	∅	∅	_	N	I	K	∅	∅	∅	0	4	7	1	∅	∅	∅	758	³³	ŋ	i	kʰ	∅	∅	∅	_	N	I	K	∅	∅	∅	0	4	7	1	∅	∅	∅																						
1	0.3333	3	1.0000	3640	759	r	∅	∅	∅	o	¹¹	∅	R	∅	∅	∅	U	_	∅	5	∅	∅	∅	7	0	∅																							760	r	∅	∅	∅	o	³³	∅	R	∅	∅	∅	U	_	∅	5	∅	∅	∅	7	0	∅	761	r	∅	∅	∅	au	³³	∅	R	∅	∅	∅	A	_	∅	5	∅	∅	∅	7	0	∅																							762	r	∅	∅	∅	ɔ	⁵⁵	∅	R	∅	∅	∅	U	_	∅	5	∅	∅	∅	7	0	∅	763	r	∅	∅	∅	au	⁵³	∅	R	∅	∅	∅	A	_	∅	5	∅	∅	∅	7	0	∅																						
2	0.6667	2	0.6667	3640	759	o	r	∅	∅	¹¹	∅	∅	U	R	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅																							760	o	r	∅	∅	³³	∅	∅	U	R	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅	761	au	r	∅	∅	³³	∅	∅	A	R	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅																							762	ɔ	r	∅	∅	⁵⁵	∅	∅	U	R	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅	763	au	r	∅	∅	⁵³	∅	∅	A	R	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅																						
3	1.0000	1	0.3333	3640	759	¹¹	o	r	∅	∅	∅	∅	_	U	R	∅	∅	∅	∅	0	7	5	∅	∅	∅	∅																							760	³³	o	r	∅	∅	∅	∅	_	U	R	∅	∅	∅	∅	0	7	5	∅	∅	∅	∅	761	³³	au	r	∅	∅	∅	∅	_	A	R	∅	∅	∅	∅	0	7	5	∅	∅	∅	∅																							762	⁵⁵	ɔ	r	∅	∅	∅	∅	_	U	R	∅	∅	∅	∅	0	7	5	∅	∅	∅	∅	763	⁵³	au	r	∅	∅	∅	∅	_	A	R	∅	∅	∅	∅	0	7	5	∅	∅	∅	∅																						
1	0.2500	4	1.0000	3693	764	j	∅	∅	∅	e	-	¹¹	J	∅	∅	∅	E	_	_	6	∅	∅	∅	7	0	0	765	ɟ	∅	∅	∅	a	ŋ	¹¹	C	∅	∅	∅	A	N	_	1	∅	∅	∅	7	4	0																							766	j	∅	∅	∅	a	m	⁵³	J	∅	∅	∅	A	M	_	6	∅	∅	∅	7	4	0	767	j	∅	∅	∅	ã	ɦ	¹¹	J	∅	∅	∅	A	H	_	6	∅	∅	∅	7	3	0	768	j	∅	∅	∅	a	m	¹¹	J	∅	∅	∅	A	M	_	6	∅	∅	∅	7	4	0	769	j	∅	∅	∅	a	m	⁵⁵	J	∅	∅	∅	A	M	_	6	∅	∅	∅	7	4	0	770	j	∅	∅	∅	ɛ	-	³³	J	∅	∅	∅	E	_	_	6	∅	∅	∅	7	0	0
2	0.5000	3	0.7500	3693	764	e	j	∅	∅	-	¹¹	∅	E	J	∅	∅	_	_	∅	7	6	∅	∅	0	0	∅	765	a	ɟ	∅	∅	ŋ	¹¹	∅	A	C	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅																							766	a	j	∅	∅	m	⁵³	∅	A	J	∅	∅	M	_	∅	7	6	∅	∅	4	0	∅	767	ã	j	∅	∅	ɦ	¹¹	∅	A	J	∅	∅	H	_	∅	7	6	∅	∅	3	0	∅	768	a	j	∅	∅	m	¹¹	∅	A	J	∅	∅	M	_	∅	7	6	∅	∅	4	0	∅	769	a	j	∅	∅	m	⁵⁵	∅	A	J	∅	∅	M	_	∅	7	6	∅	∅	4	0	∅	770	ɛ	j	∅	∅	-	³³	∅	E	J	∅	∅	_	_	∅	7	6	∅	∅	0	0	∅
3	0.7500	2	0.5000	3693	764	-	e	j	∅	¹¹	∅	∅	_	E	J	∅	_	∅	∅	0	7	6	∅	0	∅	∅	765	ŋ	a	ɟ	∅	¹¹	∅	∅	N	A	C	∅	_	∅	∅	4	7	1	∅	0	∅	∅																							766	m	a	j	∅	⁵³	∅	∅	M	A	J	∅	_	∅	∅	4	7	6	∅	0	∅	∅	767	ɦ	ã	j	∅	¹¹	∅	∅	H	A	J	∅	_	∅	∅	3	7	6	∅	0	∅	∅	768	m	a	j	∅	¹¹	∅	∅	M	A	J	∅	_	∅	∅	4	7	6	∅	0	∅	∅	769	m	a	j	∅	⁵⁵	∅	∅	M	A	J	∅	_	∅	∅	4	7	6	∅	0	∅	∅	770	-	ɛ	j	∅	³³	∅	∅	_	E	J	∅	_	∅	∅	0	7	6	∅	0	∅	∅
4	1.0000	1	0.2500	3693	764	¹¹	-	e	j	∅	∅	∅	_	_	E	J	∅	∅	∅	0	0	7	6	∅	∅	∅	765	¹¹	ŋ	a	ɟ	∅	∅	∅	_	N	A	C	∅	∅	∅	0	4	7	1	∅	∅	∅																							766	⁵³	m	a	j	∅	∅	∅	_	M	A	J	∅	∅	∅	0	4	7	6	∅	∅	∅	767	¹¹	ɦ	ã	j	∅	∅	∅	_	H	A	J	∅	∅	∅	0	3	7	6	∅	∅	∅	768	¹¹	m	a	j	∅	∅	∅	_	M	A	J	∅	∅	∅	0	4	7	6	∅	∅	∅	769	⁵⁵	m	a	j	∅	∅	∅	_	M	A	J	∅	∅	∅	0	4	7	6	∅	∅	∅	770	³³	-	ɛ	j	∅	∅	∅	_	_	E	J	∅	∅	∅	0	0	7	6	∅	∅	∅
1	0.2500	4	1.0000	3704	771	m	∅	∅	∅	ɔ	-	¹¹	M	∅	∅	∅	U	_	_	4	∅	∅	∅	7	0	0	772	m	∅	∅	∅	ə	-	¹¹	M	∅	∅	∅	E	_	_	4	∅	∅	∅	7	0	0	773	m	∅	∅	∅	ə	-	¹¹	M	∅	∅	∅	E	_	_	4	∅	∅	∅	7	0	0	774	m	∅	∅	∅	ɨ	ŋ	⁵³	M	∅	∅	∅	I	N	_	4	∅	∅	∅	7	4	0	775	m	∅	∅	∅	ɑ̃	ɦ	¹¹	M	∅	∅	∅	A	H	_	4	∅	∅	∅	7	3	0	776	m	∅	∅	∅	ə	ŋ	¹¹	M	∅	∅	∅	E	N	_	4	∅	∅	∅	7	4	0	777	m	∅	∅	∅	ə	ŋ	⁵⁵	M	∅	∅	∅	E	N	_	4	∅	∅	∅	7	4	0																						
2	0.5000	3	0.7500	3704	771	ɔ	m	∅	∅	-	¹¹	∅	U	M	∅	∅	_	_	∅	7	4	∅	∅	0	0	∅	772	ə	m	∅	∅	-	¹¹	∅	E	M	∅	∅	_	_	∅	7	4	∅	∅	0	0	∅	773	ə	m	∅	∅	-	¹¹	∅	E	M	∅	∅	_	_	∅	7	4	∅	∅	0	0	∅	774	ɨ	m	∅	∅	ŋ	⁵³	∅	I	M	∅	∅	N	_	∅	7	4	∅	∅	4	0	∅	775	ɑ̃	m	∅	∅	ɦ	¹¹	∅	A	M	∅	∅	H	_	∅	7	4	∅	∅	3	0	∅	776	ə	m	∅	∅	ŋ	¹¹	∅	E	M	∅	∅	N	_	∅	7	4	∅	∅	4	0	∅	777	ə	m	∅	∅	ŋ	⁵⁵	∅	E	M	∅	∅	N	_	∅	7	4	∅	∅	4	0	∅																						
3	0.7500	2	0.5000	3704	771	-	ɔ	m	∅	¹¹	∅	∅	_	U	M	∅	_	∅	∅	0	7	4	∅	0	∅	∅	772	-	ə	m	∅	¹¹	∅	∅	_	E	M	∅	_	∅	∅	0	7	4	∅	0	∅	∅	773	-	ə	m	∅	¹¹	∅	∅	_	E	M	∅	_	∅	∅	0	7	4	∅	0	∅	∅	774	ŋ	ɨ	m	∅	⁵³	∅	∅	N	I	M	∅	_	∅	∅	4	7	4	∅	0	∅	∅	775	ɦ	ɑ̃	m	∅	¹¹	∅	∅	H	A	M	∅	_	∅	∅	3	7	4	∅	0	∅	∅	776	ŋ	ə	m	∅	¹¹	∅	∅	N	E	M	∅	_	∅	∅	4	7	4	∅	0	∅	∅	777	ŋ	ə	m	∅	⁵⁵	∅	∅	N	E	M	∅	_	∅	∅	4	7	4	∅	0	∅	∅																						
4	1.0000	1	0.2500	3704	771	¹¹	-	ɔ	m	∅	∅	∅	_	_	U	M	∅	∅	∅	0	0	7	4	∅	∅	∅	772	¹¹	-	ə	m	∅	∅	∅	_	_	E	M	∅	∅	∅	0	0	7	4	∅	∅	∅	773	¹¹	-	ə	m	∅	∅	∅	_	_	E	M	∅	∅	∅	0	0	7	4	∅	∅	∅	774	⁵³	ŋ	ɨ	m	∅	∅	∅	_	N	I	M	∅	∅	∅	0	4	7	4	∅	∅	∅	775	¹¹	ɦ	ɑ̃	m	∅	∅	∅	_	H	A	M	∅	∅	∅	0	3	7	4	∅	∅	∅	776	¹¹	ŋ	ə	m	∅	∅	∅	_	N	E	M	∅	∅	∅	0	4	7	4	∅	∅	∅	777	⁵⁵	ŋ	ə	m	∅	∅	∅	_	N	E	M	∅	∅	∅	0	4	7	4	∅	∅	∅																						
1	0.2000	5	1.0000	3713	778	m	∅	∅	∅	-	o	-	M	∅	∅	∅	_	U	_	4	∅	∅	∅	0	7	0	779	m	∅	∅	∅	-	ɔ	-	M	∅	∅	∅	_	U	_	4	∅	∅	∅	0	7	0																																													780	m	∅	∅	∅	l	ɔ̃	-	M	∅	∅	∅	L	U	_	4	∅	∅	∅	5	7	0	781	m	∅	∅	∅	l	ɔ	ɴ	M	∅	∅	∅	L	U	N	4	∅	∅	∅	5	7	4	782	m	∅	∅	∅	-	ɔ	-	M	∅	∅	∅	_	U	_	4	∅	∅	∅	0	7	0	783	b	∅	∅	∅	l	ɔ	-	P	∅	∅	∅	L	U	_	1	∅	∅	∅	5	7	0
2	0.4000	4	0.8000	3713	778	-	m	∅	∅	o	-	¹¹	_	M	∅	∅	U	_	_	0	4	∅	∅	7	0	0	779	-	m	∅	∅	ɔ	-	³³	_	M	∅	∅	U	_	_	0	4	∅	∅	7	0	0																																													780	l	m	∅	∅	ɔ̃	-	⁵⁵	L	M	∅	∅	U	_	_	5	4	∅	∅	7	0	0	781	l	m	∅	∅	ɔ	ɴ	⁵⁵	L	M	∅	∅	U	N	_	5	4	∅	∅	7	4	0	782	-	m	∅	∅	ɔ	-	⁵³	_	M	∅	∅	U	_	_	0	4	∅	∅	7	0	0	783	l	b	∅	∅	ɔ	-	¹¹	L	P	∅	∅	U	_	_	5	1	∅	∅	7	0	0
3	0.6000	3	0.6000	3713	778	o	-	m	∅	-	¹¹	∅	U	_	M	∅	_	_	∅	7	0	4	∅	0	0	∅	779	ɔ	-	m	∅	-	³³	∅	U	_	M	∅	_	_	∅	7	0	4	∅	0	0	∅																																													780	ɔ̃	l	m	∅	-	⁵⁵	∅	U	L	M	∅	_	_	∅	7	5	4	∅	0	0	∅	781	ɔ	l	m	∅	ɴ	⁵⁵	∅	U	L	M	∅	N	_	∅	7	5	4	∅	4	0	∅	782	ɔ	-	m	∅	-	⁵³	∅	U	_	M	∅	_	_	∅	7	0	4	∅	0	0	∅	783	ɔ	l	b	∅	-	¹¹	∅	U	L	P	∅	_	_	∅	7	5	1	∅	0	0	∅
4	0.8000	2	0.4000	3713	778	-	o	-	m	¹¹	∅	∅	_	U	_	M	_	∅	∅	0	7	0	4	0	∅	∅	779	-	ɔ	-	m	³³	∅	∅	_	U	_	M	_	∅	∅	0	7	0	4	0	∅	∅																																													780	-	ɔ̃	l	m	⁵⁵	∅	∅	_	U	L	M	_	∅	∅	0	7	5	4	0	∅	∅	781	ɴ	ɔ	l	m	⁵⁵	∅	∅	N	U	L	M	_	∅	∅	4	7	5	4	0	∅	∅	782	-	ɔ	-	m	⁵³	∅	∅	_	U	_	M	_	∅	∅	0	7	0	4	0	∅	∅	783	-	ɔ	l	b	¹¹	∅	∅	_	U	L	P	_	∅	∅	0	7	5	1	0	∅	∅
5	1.0000	1	0.2000	3713	778	¹¹	-	o	-	∅	∅	∅	_	_	U	_	∅	∅	∅	0	0	7	0	∅	∅	∅	779	³³	-	ɔ	-	∅	∅	∅	_	_	U	_	∅	∅	∅	0	0	7	0	∅	∅	∅																																													780	⁵⁵	-	ɔ̃	l	∅	∅	∅	_	_	U	L	∅	∅	∅	0	0	7	5	∅	∅	∅	781	⁵⁵	ɴ	ɔ	l	∅	∅	∅	_	N	U	L	∅	∅	∅	0	4	7	5	∅	∅	∅	782	⁵³	-	ɔ	-	∅	∅	∅	_	_	U	_	∅	∅	∅	0	0	7	0	∅	∅	∅	783	¹¹	-	ɔ	l	∅	∅	∅	_	_	U	L	∅	∅	∅	0	0	7	5	∅	∅	∅
1	0.2500	4	1.0000	3726	784	n	∅	∅	∅	ə	-	³³	N	∅	∅	∅	E	_	_	4	∅	∅	∅	7	0	0	785	ŋ	∅	∅	∅	ɨ	-	⁵³	N	∅	∅	∅	I	_	_	4	∅	∅	∅	7	0	0																							786	n	∅	∅	∅	i	ɦ	³¹	N	∅	∅	∅	I	H	_	4	∅	∅	∅	7	3	0																							787	n̥	∅	∅	∅	ei	-	⁵⁵	N	∅	∅	∅	E	_	_	4	∅	∅	∅	7	0	0	788	n	∅	∅	∅	i	ɦ	³¹	N	∅	∅	∅	I	H	_	4	∅	∅	∅	7	3	0																						
2	0.5000	3	0.7500	3726	784	ə	n	∅	∅	-	³³	∅	E	N	∅	∅	_	_	∅	7	4	∅	∅	0	0	∅	785	ɨ	ŋ	∅	∅	-	⁵³	∅	I	N	∅	∅	_	_	∅	7	4	∅	∅	0	0	∅																							786	i	n	∅	∅	ɦ	³¹	∅	I	N	∅	∅	H	_	∅	7	4	∅	∅	3	0	∅																							787	ei	n̥	∅	∅	-	⁵⁵	∅	E	N	∅	∅	_	_	∅	7	4	∅	∅	0	0	∅	788	i	n	∅	∅	ɦ	³¹	∅	I	N	∅	∅	H	_	∅	7	4	∅	∅	3	0	∅																						
3	0.7500	2	0.5000	3726	784	-	ə	n	∅	³³	∅	∅	_	E	N	∅	_	∅	∅	0	7	4	∅	0	∅	∅	785	-	ɨ	ŋ	∅	⁵³	∅	∅	_	I	N	∅	_	∅	∅	0	7	4	∅	0	∅	∅																							786	ɦ	i	n	∅	³¹	∅	∅	H	I	N	∅	_	∅	∅	3	7	4	∅	0	∅	∅																							787	-	ei	n̥	∅	⁵⁵	∅	∅	_	E	N	∅	_	∅	∅	0	7	4	∅	0	∅	∅	788	ɦ	i	n	∅	³¹	∅	∅	H	I	N	∅	_	∅	∅	3	7	4	∅	0	∅	∅																						
4	1.0000	1	0.2500	3726	784	³³	-	ə	n	∅	∅	∅	_	_	E	N	∅	∅	∅	0	0	7	4	∅	∅	∅	785	⁵³	-	ɨ	ŋ	∅	∅	∅	_	_	I	N	∅	∅	∅	0	0	7	4	∅	∅	∅																							786	³¹	ɦ	i	n	∅	∅	∅	_	H	I	N	∅	∅	∅	0	3	7	4	∅	∅	∅																							787	⁵⁵	-	ei	n̥	∅	∅	∅	_	_	E	N	∅	∅	∅	0	0	7	4	∅	∅	∅	788	³¹	ɦ	i	n	∅	∅	∅	_	H	I	N	∅	∅	∅	0	3	7	4	∅	∅	∅																						
1	0.3333	3	1.0000	3727																																													789	kʰ	∅	∅	∅	i	⁵⁵	∅	K	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅																							790	kʰ	∅	∅	∅	ei	³⁵	∅	K	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅	791	kʰ	∅	∅	∅	ə	⁰	∅	K	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅																							792	kʰ	∅	∅	∅	i	⁵⁵	∅	K	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	3727																																													789	i	kʰ	∅	∅	⁵⁵	∅	∅	I	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																							790	ei	kʰ	∅	∅	³⁵	∅	∅	E	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	791	ə	kʰ	∅	∅	⁰	∅	∅	E	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																							792	i	kʰ	∅	∅	⁵⁵	∅	∅	I	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅
3	1.0000	1	0.3333	3727																																													789	⁵⁵	i	kʰ	∅	∅	∅	∅	_	I	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																							790	³⁵	ei	kʰ	∅	∅	∅	∅	_	E	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	791	⁰	ə	kʰ	∅	∅	∅	∅	_	E	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																							792	⁵⁵	i	kʰ	∅	∅	∅	∅	_	I	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅
1	0.3333	3	1.0000	3740	793	cʰ	∅	∅	∅	ə	¹¹	∅	C	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅																							794	cʰ	∅	∅	∅	i	¹¹	∅	C	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅	795	ɕ	∅	∅	∅	i	⁵⁵	∅	S	∅	∅	∅	I	_	∅	3	∅	∅	∅	7	0	∅	796	cʰ	∅	∅	∅	ei	³³	∅	C	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅	797	cʰ	∅	∅	∅	ei	¹¹	∅	C	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅	798	ɕ	∅	∅	∅	i	³³	∅	S	∅	∅	∅	I	_	∅	3	∅	∅	∅	7	0	∅	799	ʃ	∅	∅	∅	i	³³	∅	S	∅	∅	∅	I	_	∅	3	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	3740	793	ə	cʰ	∅	∅	¹¹	∅	∅	E	C	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																							794	i	cʰ	∅	∅	¹¹	∅	∅	I	C	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	795	i	ɕ	∅	∅	⁵⁵	∅	∅	I	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	796	ei	cʰ	∅	∅	³³	∅	∅	E	C	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	797	ei	cʰ	∅	∅	¹¹	∅	∅	E	C	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	798	i	ɕ	∅	∅	³³	∅	∅	I	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	799	i	ʃ	∅	∅	³³	∅	∅	I	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅
3	1.0000	1	0.3333	3740	793	¹¹	ə	cʰ	∅	∅	∅	∅	_	E	C	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																							794	¹¹	i	cʰ	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	795	⁵⁵	i	ɕ	∅	∅	∅	∅	_	I	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	796	³³	ei	cʰ	∅	∅	∅	∅	_	E	C	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	797	¹¹	ei	cʰ	∅	∅	∅	∅	_	E	C	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	798	³³	i	ɕ	∅	∅	∅	∅	_	I	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	799	³³	i	ʃ	∅	∅	∅	∅	_	I	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅
1	0.2500	4	1.0000	3752	800	l	∅	∅	∅	i	-	¹¹	L	∅	∅	∅	I	_	_	5	∅	∅	∅	7	0	0																							801	l	∅	∅	∅	i	-	¹¹	L	∅	∅	∅	I	_	_	5	∅	∅	∅	7	0	0	802	l	∅	∅	∅	i	n	⁵³	L	∅	∅	∅	I	N	_	5	∅	∅	∅	7	4	0	803	l	∅	∅	∅	ãi	ɦ	¹¹	L	∅	∅	∅	A	H	_	5	∅	∅	∅	7	3	0	804	l	∅	∅	∅	i	n	¹¹	L	∅	∅	∅	I	N	_	5	∅	∅	∅	7	4	0	805	l	∅	∅	∅	i	m	⁵⁵	L	∅	∅	∅	I	M	_	5	∅	∅	∅	7	4	0																						
2	0.5000	3	0.7500	3752	800	i	l	∅	∅	-	¹¹	∅	I	L	∅	∅	_	_	∅	7	5	∅	∅	0	0	∅																							801	i	l	∅	∅	-	¹¹	∅	I	L	∅	∅	_	_	∅	7	5	∅	∅	0	0	∅	802	i	l	∅	∅	n	⁵³	∅	I	L	∅	∅	N	_	∅	7	5	∅	∅	4	0	∅	803	ãi	l	∅	∅	ɦ	¹¹	∅	A	L	∅	∅	H	_	∅	7	5	∅	∅	3	0	∅	804	i	l	∅	∅	n	¹¹	∅	I	L	∅	∅	N	_	∅	7	5	∅	∅	4	0	∅	805	i	l	∅	∅	m	⁵⁵	∅	I	L	∅	∅	M	_	∅	7	5	∅	∅	4	0	∅																						
3	0.7500	2	0.5000	3752	800	-	i	l	∅	¹¹	∅	∅	_	I	L	∅	_	∅	∅	0	7	5	∅	0	∅	∅																							801	-	i	l	∅	¹¹	∅	∅	_	I	L	∅	_	∅	∅	0	7	5	∅	0	∅	∅	802	n	i	l	∅	⁵³	∅	∅	N	I	L	∅	_	∅	∅	4	7	5	∅	0	∅	∅	803	ɦ	ãi	l	∅	¹¹	∅	∅	H	A	L	∅	_	∅	∅	3	7	5	∅	0	∅	∅	804	n	i	l	∅	¹¹	∅	∅	N	I	L	∅	_	∅	∅	4	7	5	∅	0	∅	∅	805	m	i	l	∅	⁵⁵	∅	∅	M	I	L	∅	_	∅	∅	4	7	5	∅	0	∅	∅																						
4	1.0000	1	0.2500	3752	800	¹¹	-	i	l	∅	∅	∅	_	_	I	L	∅	∅	∅	0	0	7	5	∅	∅	∅																							801	¹¹	-	i	l	∅	∅	∅	_	_	I	L	∅	∅	∅	0	0	7	5	∅	∅	∅	802	⁵³	n	i	l	∅	∅	∅	_	N	I	L	∅	∅	∅	0	4	7	5	∅	∅	∅	803	¹¹	ɦ	ãi	l	∅	∅	∅	_	H	A	L	∅	∅	∅	0	3	7	5	∅	∅	∅	804	¹¹	n	i	l	∅	∅	∅	_	N	I	L	∅	∅	∅	0	4	7	5	∅	∅	∅	805	⁵⁵	m	i	l	∅	∅	∅	_	M	I	L	∅	∅	∅	0	4	7	5	∅	∅	∅																						
