index	index_p	rindex	rindex_p	cogid	id_Kayah	segment_Kayah	segment_Kayah_L1	segment_Kayah_L2	segment_Kayah_L3	segment_Kayah_R1	segment_Kayah_R2	segment_Kayah_R3	SC_Kayah	SC_Kayah_L1	SC_Kayah_L2	SC_Kayah_L3	SC_Kayah_R1	SC_Kayah_R2	SC_Kayah_R3	PROSODY_Kayah	PROSODY_Kayah_L1	PROSODY_Kayah_L2	PROSODY_Kayah_L3	PROSODY_Kayah_R1	PROSODY_Kayah_R2	PROSODY_Kayah_R3	id_Kayan	segment_Kayan	segment_Kayan_L1	segment_Kayan_L2	segment_Kayan_L3	segment_Kayan_R1	segment_Kayan_R2	segment_Kayan_R3	SC_Kayan	SC_Kayan_L1	SC_Kayan_L2	SC_Kayan_L3	SC_Kayan_R1	SC_Kayan_R2	SC_Kayan_R3	PROSODY_Kayan	PROSODY_Kayan_L1	PROSODY_Kayan_L2	PROSODY_Kayan_L3	PROSODY_Kayan_R1	PROSODY_Kayan_R2	PROSODY_Kayan_R3	id_Kayaw	segment_Kayaw	segment_Kayaw_L1	segment_Kayaw_L2	segment_Kayaw_L3	segment_Kayaw_R1	segment_Kayaw_R2	segment_Kayaw_R3	SC_Kayaw	SC_Kayaw_L1	SC_Kayaw_L2	SC_Kayaw_L3	SC_Kayaw_R1	SC_Kayaw_R2	SC_Kayaw_R3	PROSODY_Kayaw	PROSODY_Kayaw_L1	PROSODY_Kayaw_L2	PROSODY_Kayaw_L3	PROSODY_Kayaw_R1	PROSODY_Kayaw_R2	PROSODY_Kayaw_R3	id_NorthernPao	segment_NorthernPao	segment_NorthernPao_L1	segment_NorthernPao_L2	segment_NorthernPao_L3	segment_NorthernPao_R1	segment_NorthernPao_R2	segment_NorthernPao_R3	SC_NorthernPao	SC_NorthernPao_L1	SC_NorthernPao_L2	SC_NorthernPao_L3	SC_NorthernPao_R1	SC_NorthernPao_R2	SC_NorthernPao_R3	PROSODY_NorthernPao	PROSODY_NorthernPao_L1	PROSODY_NorthernPao_L2	PROSODY_NorthernPao_L3	PROSODY_NorthernPao_R1	PROSODY_NorthernPao_R2	PROSODY_NorthernPao_R3	id_NorthernPwo	segment_NorthernPwo	segment_NorthernPwo_L1	segment_NorthernPwo_L2	segment_NorthernPwo_L3	segment_NorthernPwo_R1	segment_NorthernPwo_R2	segment_NorthernPwo_R3	SC_NorthernPwo	SC_NorthernPwo_L1	SC_NorthernPwo_L2	SC_NorthernPwo_L3	SC_NorthernPwo_R1	SC_NorthernPwo_R2	SC_NorthernPwo_R3	PROSODY_NorthernPwo	PROSODY_NorthernPwo_L1	PROSODY_NorthernPwo_L2	PROSODY_NorthernPwo_L3	PROSODY_NorthernPwo_R1	PROSODY_NorthernPwo_R2	PROSODY_NorthernPwo_R3	id_ProtoKaren	segment_ProtoKaren	segment_ProtoKaren_L1	segment_ProtoKaren_L2	segment_ProtoKaren_L3	segment_ProtoKaren_R1	segment_ProtoKaren_R2	segment_ProtoKaren_R3	SC_ProtoKaren	SC_ProtoKaren_L1	SC_ProtoKaren_L2	SC_ProtoKaren_L3	SC_ProtoKaren_R1	SC_ProtoKaren_R2	SC_ProtoKaren_R3	PROSODY_ProtoKaren	PROSODY_ProtoKaren_L1	PROSODY_ProtoKaren_L2	PROSODY_ProtoKaren_L3	PROSODY_ProtoKaren_R1	PROSODY_ProtoKaren_R2	PROSODY_ProtoKaren_R3	id_SouthernPao	segment_SouthernPao	segment_SouthernPao_L1	segment_SouthernPao_L2	segment_SouthernPao_L3	segment_SouthernPao_R1	segment_SouthernPao_R2	segment_SouthernPao_R3	SC_SouthernPao	SC_SouthernPao_L1	SC_SouthernPao_L2	SC_SouthernPao_L3	SC_SouthernPao_R1	SC_SouthernPao_R2	SC_SouthernPao_R3	PROSODY_SouthernPao	PROSODY_SouthernPao_L1	PROSODY_SouthernPao_L2	PROSODY_SouthernPao_L3	PROSODY_SouthernPao_R1	PROSODY_SouthernPao_R2	PROSODY_SouthernPao_R3	id_WesternBwe	segment_WesternBwe	segment_WesternBwe_L1	segment_WesternBwe_L2	segment_WesternBwe_L3	segment_WesternBwe_R1	segment_WesternBwe_R2	segment_WesternBwe_R3	SC_WesternBwe	SC_WesternBwe_L1	SC_WesternBwe_L2	SC_WesternBwe_L3	SC_WesternBwe_R1	SC_WesternBwe_R2	SC_WesternBwe_R3	PROSODY_WesternBwe	PROSODY_WesternBwe_L1	PROSODY_WesternBwe_L2	PROSODY_WesternBwe_L3	PROSODY_WesternBwe_R1	PROSODY_WesternBwe_R2	PROSODY_WesternBwe_R3
2	0.6667	2	0.6667	3271																																																																			929	i	l	∅	∅	⁵⁵	∅	∅	I	L	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅	930	ei	l	∅	∅	³³	∅	∅	E	L	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅	931	i	l̥	∅	∅	¹¹	∅	∅	I	L	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅	932	i	l	∅	∅	³³	∅	∅	I	L	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅	933	i	l	∅	∅	¹¹	∅	∅	I	L	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅
3	1.0000	1	0.3333	3271																																																																			929	⁵⁵	i	l	∅	∅	∅	∅	_	I	L	∅	∅	∅	∅	0	7	5	∅	∅	∅	∅	930	³³	ei	l	∅	∅	∅	∅	_	E	L	∅	∅	∅	∅	0	7	5	∅	∅	∅	∅	931	¹¹	i	l̥	∅	∅	∅	∅	_	I	L	∅	∅	∅	∅	0	7	5	∅	∅	∅	∅	932	³³	i	l	∅	∅	∅	∅	_	I	L	∅	∅	∅	∅	0	7	5	∅	∅	∅	∅	933	¹¹	i	l	∅	∅	∅	∅	_	I	L	∅	∅	∅	∅	0	7	5	∅	∅	∅	∅
1	0.3333	3	1.0000	3308	934	h	∅	∅	∅	o	¹¹	∅	H	∅	∅	∅	U	_	∅	3	∅	∅	∅	7	0	∅	935	h	∅	∅	∅	u	¹¹	∅	H	∅	∅	∅	Y	_	∅	3	∅	∅	∅	7	0	∅	936	h	∅	∅	∅	u	¹¹	∅	H	∅	∅	∅	Y	_	∅	3	∅	∅	∅	7	0	∅																																													937	h	∅	∅	∅	ou	¹¹	∅	H	∅	∅	∅	U	_	∅	3	∅	∅	∅	7	0	∅																							938	h	∅	∅	∅	u	³³	∅	H	∅	∅	∅	Y	_	∅	3	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	3308	934	o	h	∅	∅	¹¹	∅	∅	U	H	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	935	u	h	∅	∅	¹¹	∅	∅	Y	H	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	936	u	h	∅	∅	¹¹	∅	∅	Y	H	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅																																													937	ou	h	∅	∅	¹¹	∅	∅	U	H	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅																							938	u	h	∅	∅	³³	∅	∅	Y	H	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅
3	1.0000	1	0.3333	3308	934	¹¹	o	h	∅	∅	∅	∅	_	U	H	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	935	¹¹	u	h	∅	∅	∅	∅	_	Y	H	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	936	¹¹	u	h	∅	∅	∅	∅	_	Y	H	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅																																													937	¹¹	ou	h	∅	∅	∅	∅	_	U	H	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅																							938	³³	u	h	∅	∅	∅	∅	_	Y	H	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅
1	0.3333	3	1.0000	3317																							939	c	∅	∅	∅	i	¹¹	∅	C	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅	940	c	∅	∅	∅	i	¹¹	∅	C	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅	941	c	∅	∅	∅	i	⁵⁵	∅	C	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅																							942	ɟ	∅	∅	∅	i	¹¹	∅	C	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅	943	c	∅	∅	∅	i	³³	∅	C	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅																						
2	0.6667	2	0.6667	3317																							939	i	c	∅	∅	¹¹	∅	∅	I	C	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	940	i	c	∅	∅	¹¹	∅	∅	I	C	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	941	i	c	∅	∅	⁵⁵	∅	∅	I	C	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																							942	i	ɟ	∅	∅	¹¹	∅	∅	I	C	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	943	i	c	∅	∅	³³	∅	∅	I	C	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																						
3	1.0000	1	0.3333	3317																							939	¹¹	i	c	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	940	¹¹	i	c	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	941	⁵⁵	i	c	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																							942	¹¹	i	ɟ	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	943	³³	i	c	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																						
1	0.3333	3	1.0000	3324	944	pʰ	∅	∅	∅	o	³³	∅	P	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅	945	pʰ	∅	∅	∅	u	⁵³	∅	P	∅	∅	∅	Y	_	∅	1	∅	∅	∅	7	0	∅	946	pʰ	∅	∅	∅	u	⁵⁵	∅	P	∅	∅	∅	Y	_	∅	1	∅	∅	∅	7	0	∅																							947	pʰ	∅	∅	∅	ou	³⁵	∅	P	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅	948	pʰ	∅	∅	∅	ou	⁵⁵	∅	P	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅																							949	pʰ	∅	∅	∅	u	⁵⁵	∅	P	∅	∅	∅	Y	_	∅	1	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	3324	944	o	pʰ	∅	∅	³³	∅	∅	U	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	945	u	pʰ	∅	∅	⁵³	∅	∅	Y	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	946	u	pʰ	∅	∅	⁵⁵	∅	∅	Y	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																							947	ou	pʰ	∅	∅	³⁵	∅	∅	U	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	948	ou	pʰ	∅	∅	⁵⁵	∅	∅	U	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																							949	u	pʰ	∅	∅	⁵⁵	∅	∅	Y	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅
3	1.0000	1	0.3333	3324	944	³³	o	pʰ	∅	∅	∅	∅	_	U	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	945	⁵³	u	pʰ	∅	∅	∅	∅	_	Y	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	946	⁵⁵	u	pʰ	∅	∅	∅	∅	_	Y	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																							947	³⁵	ou	pʰ	∅	∅	∅	∅	_	U	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	948	⁵⁵	ou	pʰ	∅	∅	∅	∅	_	U	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																							949	⁵⁵	u	pʰ	∅	∅	∅	∅	_	Y	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅
1	0.3333	3	1.0000	3325																																																																																																															950	g	∅	∅	∅	ə	⁰	∅	K	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅																							951	g	∅	∅	∅	ə	¹¹	∅	K	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	3325																																																																																																															950	ə	g	∅	∅	⁰	∅	∅	E	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																							951	ə	g	∅	∅	¹¹	∅	∅	E	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅
3	1.0000	1	0.3333	3325																																																																																																															950	⁰	ə	g	∅	∅	∅	∅	_	E	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																							951	¹¹	ə	g	∅	∅	∅	∅	_	E	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅
1	0.2000	5	1.0000	3364	952	c	∅	∅	∅	w	i	-	C	∅	∅	∅	W	I	_	1	∅	∅	∅	6	7	0	953	c	∅	∅	∅	w	i	ʔ	C	∅	∅	∅	W	I	H	1	∅	∅	∅	6	7	1	954	c	∅	∅	∅	-	i	-	C	∅	∅	∅	_	I	_	1	∅	∅	∅	0	7	0	955	c	∅	∅	∅	-	u	k	C	∅	∅	∅	_	Y	K	1	∅	∅	∅	0	7	1																							956	c	∅	∅	∅	w	i	k̚	C	∅	∅	∅	W	I	K	1	∅	∅	∅	6	7	1	957	c	∅	∅	∅	-	u	ʔ	C	∅	∅	∅	_	Y	H	1	∅	∅	∅	0	7	1																						
2	0.4000	4	0.8000	3364	952	w	c	∅	∅	i	-	⁵⁵	W	C	∅	∅	I	_	_	6	1	∅	∅	7	0	0	953	w	c	∅	∅	i	ʔ	⁴⁵	W	C	∅	∅	I	H	_	6	1	∅	∅	7	1	0	954	-	c	∅	∅	i	-	³³	_	C	∅	∅	I	_	_	0	1	∅	∅	7	0	0	955	-	c	∅	∅	u	k	²¹	_	C	∅	∅	Y	K	_	0	1	∅	∅	7	1	0																							956	w	c	∅	∅	i	k̚	⁵¹	W	C	∅	∅	I	K	_	6	1	∅	∅	7	1	0	957	-	c	∅	∅	u	ʔ	²¹	_	C	∅	∅	Y	H	_	0	1	∅	∅	7	1	0																						
3	0.6000	3	0.6000	3364	952	i	w	c	∅	-	⁵⁵	∅	I	W	C	∅	_	_	∅	7	6	1	∅	0	0	∅	953	i	w	c	∅	ʔ	⁴⁵	∅	I	W	C	∅	H	_	∅	7	6	1	∅	1	0	∅	954	i	-	c	∅	-	³³	∅	I	_	C	∅	_	_	∅	7	0	1	∅	0	0	∅	955	u	-	c	∅	k	²¹	∅	Y	_	C	∅	K	_	∅	7	0	1	∅	1	0	∅																							956	i	w	c	∅	k̚	⁵¹	∅	I	W	C	∅	K	_	∅	7	6	1	∅	1	0	∅	957	u	-	c	∅	ʔ	²¹	∅	Y	_	C	∅	H	_	∅	7	0	1	∅	1	0	∅																						
4	0.8000	2	0.4000	3364	952	-	i	w	c	⁵⁵	∅	∅	_	I	W	C	_	∅	∅	0	7	6	1	0	∅	∅	953	ʔ	i	w	c	⁴⁵	∅	∅	H	I	W	C	_	∅	∅	1	7	6	1	0	∅	∅	954	-	i	-	c	³³	∅	∅	_	I	_	C	_	∅	∅	0	7	0	1	0	∅	∅	955	k	u	-	c	²¹	∅	∅	K	Y	_	C	_	∅	∅	1	7	0	1	0	∅	∅																							956	k̚	i	w	c	⁵¹	∅	∅	K	I	W	C	_	∅	∅	1	7	6	1	0	∅	∅	957	ʔ	u	-	c	²¹	∅	∅	H	Y	_	C	_	∅	∅	1	7	0	1	0	∅	∅																						
5	1.0000	1	0.2000	3364	952	⁵⁵	-	i	w	∅	∅	∅	_	_	I	W	∅	∅	∅	0	0	7	6	∅	∅	∅	953	⁴⁵	ʔ	i	w	∅	∅	∅	_	H	I	W	∅	∅	∅	0	1	7	6	∅	∅	∅	954	³³	-	i	-	∅	∅	∅	_	_	I	_	∅	∅	∅	0	0	7	0	∅	∅	∅	955	²¹	k	u	-	∅	∅	∅	_	K	Y	_	∅	∅	∅	0	1	7	0	∅	∅	∅																							956	⁵¹	k̚	i	w	∅	∅	∅	_	K	I	W	∅	∅	∅	0	1	7	6	∅	∅	∅	957	²¹	ʔ	u	-	∅	∅	∅	_	H	Y	_	∅	∅	∅	0	1	7	0	∅	∅	∅																						
1	0.2500	4	1.0000	3388	958	k	∅	∅	∅	u	-	¹¹	K	∅	∅	∅	Y	_	_	1	∅	∅	∅	7	0	0	959	k	∅	∅	∅	au	-	¹¹	K	∅	∅	∅	A	_	_	1	∅	∅	∅	7	0	0	960	k	∅	∅	∅	u	-	¹¹	K	∅	∅	∅	Y	_	_	1	∅	∅	∅	7	0	0	961	kʰ	∅	∅	∅	o	-	⁵³	K	∅	∅	∅	U	_	_	1	∅	∅	∅	7	0	0	962	kʰ	∅	∅	∅	u	ɦ	¹¹	K	∅	∅	∅	Y	H	_	1	∅	∅	∅	7	3	0	963	g	∅	∅	∅	o	-	¹¹	K	∅	∅	∅	U	_	_	1	∅	∅	∅	7	0	0	964	k	∅	∅	∅	o	-	⁵⁵	K	∅	∅	∅	U	_	_	1	∅	∅	∅	7	0	0																						
2	0.5000	3	0.7500	3388	958	u	k	∅	∅	-	¹¹	∅	Y	K	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅	959	au	k	∅	∅	-	¹¹	∅	A	K	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅	960	u	k	∅	∅	-	¹¹	∅	Y	K	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅	961	o	kʰ	∅	∅	-	⁵³	∅	U	K	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅	962	u	kʰ	∅	∅	ɦ	¹¹	∅	Y	K	∅	∅	H	_	∅	7	1	∅	∅	3	0	∅	963	o	g	∅	∅	-	¹¹	∅	U	K	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅	964	o	k	∅	∅	-	⁵⁵	∅	U	K	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅																						
3	0.7500	2	0.5000	3388	958	-	u	k	∅	¹¹	∅	∅	_	Y	K	∅	_	∅	∅	0	7	1	∅	0	∅	∅	959	-	au	k	∅	¹¹	∅	∅	_	A	K	∅	_	∅	∅	0	7	1	∅	0	∅	∅	960	-	u	k	∅	¹¹	∅	∅	_	Y	K	∅	_	∅	∅	0	7	1	∅	0	∅	∅	961	-	o	kʰ	∅	⁵³	∅	∅	_	U	K	∅	_	∅	∅	0	7	1	∅	0	∅	∅	962	ɦ	u	kʰ	∅	¹¹	∅	∅	H	Y	K	∅	_	∅	∅	3	7	1	∅	0	∅	∅	963	-	o	g	∅	¹¹	∅	∅	_	U	K	∅	_	∅	∅	0	7	1	∅	0	∅	∅	964	-	o	k	∅	⁵⁵	∅	∅	_	U	K	∅	_	∅	∅	0	7	1	∅	0	∅	∅																						
4	1.0000	1	0.2500	3388	958	¹¹	-	u	k	∅	∅	∅	_	_	Y	K	∅	∅	∅	0	0	7	1	∅	∅	∅	959	¹¹	-	au	k	∅	∅	∅	_	_	A	K	∅	∅	∅	0	0	7	1	∅	∅	∅	960	¹¹	-	u	k	∅	∅	∅	_	_	Y	K	∅	∅	∅	0	0	7	1	∅	∅	∅	961	⁵³	-	o	kʰ	∅	∅	∅	_	_	U	K	∅	∅	∅	0	0	7	1	∅	∅	∅	962	¹¹	ɦ	u	kʰ	∅	∅	∅	_	H	Y	K	∅	∅	∅	0	3	7	1	∅	∅	∅	963	¹¹	-	o	g	∅	∅	∅	_	_	U	K	∅	∅	∅	0	0	7	1	∅	∅	∅	964	⁵⁵	-	o	k	∅	∅	∅	_	_	U	K	∅	∅	∅	0	0	7	1	∅	∅	∅																						
1	0.3333	3	1.0000	3402	965	tʰ	∅	∅	∅	u	¹¹	∅	T	∅	∅	∅	Y	_	∅	1	∅	∅	∅	7	0	∅																							966	tʰ	∅	∅	∅	u	¹¹	∅	T	∅	∅	∅	Y	_	∅	1	∅	∅	∅	7	0	∅																							967	tʰ	∅	∅	∅	u	³³	∅	T	∅	∅	∅	Y	_	∅	1	∅	∅	∅	7	0	∅	968	tʰ	∅	∅	∅	u	¹¹	∅	T	∅	∅	∅	Y	_	∅	1	∅	∅	∅	7	0	∅																																												
2	0.6667	2	0.6667	3402	965	u	tʰ	∅	∅	¹¹	∅	∅	Y	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																							966	u	tʰ	∅	∅	¹¹	∅	∅	Y	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																							967	u	tʰ	∅	∅	³³	∅	∅	Y	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	968	u	tʰ	∅	∅	¹¹	∅	∅	Y	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																												
3	1.0000	1	0.3333	3402	965	¹¹	u	tʰ	∅	∅	∅	∅	_	Y	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																							966	¹¹	u	tʰ	∅	∅	∅	∅	_	Y	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																							967	³³	u	tʰ	∅	∅	∅	∅	_	Y	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	968	¹¹	u	tʰ	∅	∅	∅	∅	_	Y	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																												
1	0.2000	5	1.0000	3436																							969	b	∅	∅	∅	l	a	-	P	∅	∅	∅	L	A	_	1	∅	∅	∅	5	7	0																							970	p	∅	∅	∅	l	a	ɦ	P	∅	∅	∅	L	A	H	1	∅	∅	∅	5	7	3	971	b	∅	∅	∅	l	a	-	P	∅	∅	∅	L	A	_	1	∅	∅	∅	5	7	0	972	p	∅	∅	∅	l	a	-	P	∅	∅	∅	L	A	_	1	∅	∅	∅	5	7	0																							973	p	∅	∅	∅	l	ɛ	-	P	∅	∅	∅	L	E	_	1	∅	∅	∅	5	7	0
2	0.4000	4	0.8000	3436																							969	l	b	∅	∅	a	-	⁵³	L	P	∅	∅	A	_	_	5	1	∅	∅	7	0	0																							970	l	p	∅	∅	a	ɦ	³¹	L	P	∅	∅	A	H	_	5	1	∅	∅	7	3	0	971	l	b	∅	∅	a	-	⁵⁵	L	P	∅	∅	A	_	_	5	1	∅	∅	7	0	0	972	l	p	∅	∅	a	-	⁵⁵	L	P	∅	∅	A	_	_	5	1	∅	∅	7	0	0																							973	l	p	∅	∅	ɛ	-	⁵⁵	L	P	∅	∅	E	_	_	5	1	∅	∅	7	0	0
3	0.6000	3	0.6000	3436																							969	a	l	b	∅	-	⁵³	∅	A	L	P	∅	_	_	∅	7	5	1	∅	0	0	∅																							970	a	l	p	∅	ɦ	³¹	∅	A	L	P	∅	H	_	∅	7	5	1	∅	3	0	∅	971	a	l	b	∅	-	⁵⁵	∅	A	L	P	∅	_	_	∅	7	5	1	∅	0	0	∅	972	a	l	p	∅	-	⁵⁵	∅	A	L	P	∅	_	_	∅	7	5	1	∅	0	0	∅																							973	ɛ	l	p	∅	-	⁵⁵	∅	E	L	P	∅	_	_	∅	7	5	1	∅	0	0	∅
4	0.8000	2	0.4000	3436																							969	-	a	l	b	⁵³	∅	∅	_	A	L	P	_	∅	∅	0	7	5	1	0	∅	∅																							970	ɦ	a	l	p	³¹	∅	∅	H	A	L	P	_	∅	∅	3	7	5	1	0	∅	∅	971	-	a	l	b	⁵⁵	∅	∅	_	A	L	P	_	∅	∅	0	7	5	1	0	∅	∅	972	-	a	l	p	⁵⁵	∅	∅	_	A	L	P	_	∅	∅	0	7	5	1	0	∅	∅																							973	-	ɛ	l	p	⁵⁵	∅	∅	_	E	L	P	_	∅	∅	0	7	5	1	0	∅	∅
5	1.0000	1	0.2000	3436																							969	⁵³	-	a	l	∅	∅	∅	_	_	A	L	∅	∅	∅	0	0	7	5	∅	∅	∅																							970	³¹	ɦ	a	l	∅	∅	∅	_	H	A	L	∅	∅	∅	0	3	7	5	∅	∅	∅	971	⁵⁵	-	a	l	∅	∅	∅	_	_	A	L	∅	∅	∅	0	0	7	5	∅	∅	∅	972	⁵⁵	-	a	l	∅	∅	∅	_	_	A	L	∅	∅	∅	0	0	7	5	∅	∅	∅																							973	⁵⁵	-	ɛ	l	∅	∅	∅	_	_	E	L	∅	∅	∅	0	0	7	5	∅	∅	∅
1	0.2000	5	1.0000	3458	974	tʰ	∅	∅	∅	w	ɛ	-	T	∅	∅	∅	W	E	_	1	∅	∅	∅	6	7	0	975	tʰ	∅	∅	∅	w	a	ŋ	T	∅	∅	∅	W	A	N	1	∅	∅	∅	6	7	4																																													976	tʰ	∅	∅	∅	w	ɛ̃	-	T	∅	∅	∅	W	E	_	1	∅	∅	∅	6	7	0	977	tʰ	∅	∅	∅	w	a	ɴ	T	∅	∅	∅	W	A	N	1	∅	∅	∅	6	7	4																																												
2	0.4000	4	0.8000	3458	974	w	tʰ	∅	∅	ɛ	-	¹¹	W	T	∅	∅	E	_	_	6	1	∅	∅	7	0	0	975	w	tʰ	∅	∅	a	ŋ	¹¹	W	T	∅	∅	A	N	_	6	1	∅	∅	7	4	0																																													976	w	tʰ	∅	∅	ɛ̃	-	³³	W	T	∅	∅	E	_	_	6	1	∅	∅	7	0	0	977	w	tʰ	∅	∅	a	ɴ	¹¹	W	T	∅	∅	A	N	_	6	1	∅	∅	7	4	0																																												
3	0.6000	3	0.6000	3458	974	ɛ	w	tʰ	∅	-	¹¹	∅	E	W	T	∅	_	_	∅	7	6	1	∅	0	0	∅	975	a	w	tʰ	∅	ŋ	¹¹	∅	A	W	T	∅	N	_	∅	7	6	1	∅	4	0	∅																																													976	ɛ̃	w	tʰ	∅	-	³³	∅	E	W	T	∅	_	_	∅	7	6	1	∅	0	0	∅	977	a	w	tʰ	∅	ɴ	¹¹	∅	A	W	T	∅	N	_	∅	7	6	1	∅	4	0	∅																																												
4	0.8000	2	0.4000	3458	974	-	ɛ	w	tʰ	¹¹	∅	∅	_	E	W	T	_	∅	∅	0	7	6	1	0	∅	∅	975	ŋ	a	w	tʰ	¹¹	∅	∅	N	A	W	T	_	∅	∅	4	7	6	1	0	∅	∅																																													976	-	ɛ̃	w	tʰ	³³	∅	∅	_	E	W	T	_	∅	∅	0	7	6	1	0	∅	∅	977	ɴ	a	w	tʰ	¹¹	∅	∅	N	A	W	T	_	∅	∅	4	7	6	1	0	∅	∅																																												
5	1.0000	1	0.2000	3458	974	¹¹	-	ɛ	w	∅	∅	∅	_	_	E	W	∅	∅	∅	0	0	7	6	∅	∅	∅	975	¹¹	ŋ	a	w	∅	∅	∅	_	N	A	W	∅	∅	∅	0	4	7	6	∅	∅	∅																																													976	³³	-	ɛ̃	w	∅	∅	∅	_	_	E	W	∅	∅	∅	0	0	7	6	∅	∅	∅	977	¹¹	ɴ	a	w	∅	∅	∅	_	N	A	W	∅	∅	∅	0	4	7	6	∅	∅	∅																																												
1	0.2500	4	1.0000	3466	978	p	∅	∅	∅	u	-	⁵⁵	P	∅	∅	∅	Y	_	_	1	∅	∅	∅	7	0	0	979	p	∅	∅	∅	a	ʔ	²¹	P	∅	∅	∅	A	H	_	1	∅	∅	∅	7	1	0																							980	pʰ	∅	∅	∅	i	-	⁵⁵	P	∅	∅	∅	I	_	_	1	∅	∅	∅	7	0	0	981	pʰ	∅	∅	∅	a	ʔ	²¹	P	∅	∅	∅	A	H	_	1	∅	∅	∅	7	1	0	982	b	∅	∅	∅	ə	ʔ̚	⁰	P	∅	∅	∅	E	H	_	1	∅	∅	∅	7	1	0	983	p	∅	∅	∅	i	-	³³	P	∅	∅	∅	I	_	_	1	∅	∅	∅	7	0	0																						
