index	index_p	rindex	rindex_p	cogid	id_Kayah	segment_Kayah	segment_Kayah_L1	segment_Kayah_L2	segment_Kayah_L3	segment_Kayah_R1	segment_Kayah_R2	segment_Kayah_R3	SC_Kayah	SC_Kayah_L1	SC_Kayah_L2	SC_Kayah_L3	SC_Kayah_R1	SC_Kayah_R2	SC_Kayah_R3	PROSODY_Kayah	PROSODY_Kayah_L1	PROSODY_Kayah_L2	PROSODY_Kayah_L3	PROSODY_Kayah_R1	PROSODY_Kayah_R2	PROSODY_Kayah_R3	id_Kayan	segment_Kayan	segment_Kayan_L1	segment_Kayan_L2	segment_Kayan_L3	segment_Kayan_R1	segment_Kayan_R2	segment_Kayan_R3	SC_Kayan	SC_Kayan_L1	SC_Kayan_L2	SC_Kayan_L3	SC_Kayan_R1	SC_Kayan_R2	SC_Kayan_R3	PROSODY_Kayan	PROSODY_Kayan_L1	PROSODY_Kayan_L2	PROSODY_Kayan_L3	PROSODY_Kayan_R1	PROSODY_Kayan_R2	PROSODY_Kayan_R3	id_Kayaw	segment_Kayaw	segment_Kayaw_L1	segment_Kayaw_L2	segment_Kayaw_L3	segment_Kayaw_R1	segment_Kayaw_R2	segment_Kayaw_R3	SC_Kayaw	SC_Kayaw_L1	SC_Kayaw_L2	SC_Kayaw_L3	SC_Kayaw_R1	SC_Kayaw_R2	SC_Kayaw_R3	PROSODY_Kayaw	PROSODY_Kayaw_L1	PROSODY_Kayaw_L2	PROSODY_Kayaw_L3	PROSODY_Kayaw_R1	PROSODY_Kayaw_R2	PROSODY_Kayaw_R3	id_NorthernPao	segment_NorthernPao	segment_NorthernPao_L1	segment_NorthernPao_L2	segment_NorthernPao_L3	segment_NorthernPao_R1	segment_NorthernPao_R2	segment_NorthernPao_R3	SC_NorthernPao	SC_NorthernPao_L1	SC_NorthernPao_L2	SC_NorthernPao_L3	SC_NorthernPao_R1	SC_NorthernPao_R2	SC_NorthernPao_R3	PROSODY_NorthernPao	PROSODY_NorthernPao_L1	PROSODY_NorthernPao_L2	PROSODY_NorthernPao_L3	PROSODY_NorthernPao_R1	PROSODY_NorthernPao_R2	PROSODY_NorthernPao_R3	id_NorthernPwo	segment_NorthernPwo	segment_NorthernPwo_L1	segment_NorthernPwo_L2	segment_NorthernPwo_L3	segment_NorthernPwo_R1	segment_NorthernPwo_R2	segment_NorthernPwo_R3	SC_NorthernPwo	SC_NorthernPwo_L1	SC_NorthernPwo_L2	SC_NorthernPwo_L3	SC_NorthernPwo_R1	SC_NorthernPwo_R2	SC_NorthernPwo_R3	PROSODY_NorthernPwo	PROSODY_NorthernPwo_L1	PROSODY_NorthernPwo_L2	PROSODY_NorthernPwo_L3	PROSODY_NorthernPwo_R1	PROSODY_NorthernPwo_R2	PROSODY_NorthernPwo_R3	id_ProtoKaren	segment_ProtoKaren	segment_ProtoKaren_L1	segment_ProtoKaren_L2	segment_ProtoKaren_L3	segment_ProtoKaren_R1	segment_ProtoKaren_R2	segment_ProtoKaren_R3	SC_ProtoKaren	SC_ProtoKaren_L1	SC_ProtoKaren_L2	SC_ProtoKaren_L3	SC_ProtoKaren_R1	SC_ProtoKaren_R2	SC_ProtoKaren_R3	PROSODY_ProtoKaren	PROSODY_ProtoKaren_L1	PROSODY_ProtoKaren_L2	PROSODY_ProtoKaren_L3	PROSODY_ProtoKaren_R1	PROSODY_ProtoKaren_R2	PROSODY_ProtoKaren_R3	id_SouthernPao	segment_SouthernPao	segment_SouthernPao_L1	segment_SouthernPao_L2	segment_SouthernPao_L3	segment_SouthernPao_R1	segment_SouthernPao_R2	segment_SouthernPao_R3	SC_SouthernPao	SC_SouthernPao_L1	SC_SouthernPao_L2	SC_SouthernPao_L3	SC_SouthernPao_R1	SC_SouthernPao_R2	SC_SouthernPao_R3	PROSODY_SouthernPao	PROSODY_SouthernPao_L1	PROSODY_SouthernPao_L2	PROSODY_SouthernPao_L3	PROSODY_SouthernPao_R1	PROSODY_SouthernPao_R2	PROSODY_SouthernPao_R3	id_WesternBwe	segment_WesternBwe	segment_WesternBwe_L1	segment_WesternBwe_L2	segment_WesternBwe_L3	segment_WesternBwe_R1	segment_WesternBwe_R2	segment_WesternBwe_R3	SC_WesternBwe	SC_WesternBwe_L1	SC_WesternBwe_L2	SC_WesternBwe_L3	SC_WesternBwe_R1	SC_WesternBwe_R2	SC_WesternBwe_R3	PROSODY_WesternBwe	PROSODY_WesternBwe_L1	PROSODY_WesternBwe_L2	PROSODY_WesternBwe_L3	PROSODY_WesternBwe_R1	PROSODY_WesternBwe_R2	PROSODY_WesternBwe_R3
1	0.3333	3	1.0000	3640	1515	r	∅	∅	∅	o	¹¹	∅	R	∅	∅	∅	U	_	∅	5	∅	∅	∅	7	0	∅																							1516	r	∅	∅	∅	o	³³	∅	R	∅	∅	∅	U	_	∅	5	∅	∅	∅	7	0	∅	1517	r	∅	∅	∅	au	³³	∅	R	∅	∅	∅	A	_	∅	5	∅	∅	∅	7	0	∅																							1518	r	∅	∅	∅	ɔ	⁵⁵	∅	R	∅	∅	∅	U	_	∅	5	∅	∅	∅	7	0	∅	1519	r	∅	∅	∅	au	⁵³	∅	R	∅	∅	∅	A	_	∅	5	∅	∅	∅	7	0	∅																						
2	0.6667	2	0.6667	3640	1515	o	r	∅	∅	¹¹	∅	∅	U	R	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅																							1516	o	r	∅	∅	³³	∅	∅	U	R	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅	1517	au	r	∅	∅	³³	∅	∅	A	R	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅																							1518	ɔ	r	∅	∅	⁵⁵	∅	∅	U	R	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅	1519	au	r	∅	∅	⁵³	∅	∅	A	R	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅																						
3	1.0000	1	0.3333	3640	1515	¹¹	o	r	∅	∅	∅	∅	_	U	R	∅	∅	∅	∅	0	7	5	∅	∅	∅	∅																							1516	³³	o	r	∅	∅	∅	∅	_	U	R	∅	∅	∅	∅	0	7	5	∅	∅	∅	∅	1517	³³	au	r	∅	∅	∅	∅	_	A	R	∅	∅	∅	∅	0	7	5	∅	∅	∅	∅																							1518	⁵⁵	ɔ	r	∅	∅	∅	∅	_	U	R	∅	∅	∅	∅	0	7	5	∅	∅	∅	∅	1519	⁵³	au	r	∅	∅	∅	∅	_	A	R	∅	∅	∅	∅	0	7	5	∅	∅	∅	∅																						
1	0.2500	4	1.0000	3654	1520	p	∅	∅	∅	l	i	¹¹	P	∅	∅	∅	L	I	_	1	∅	∅	∅	5	7	0	1521	p	∅	∅	∅	l	ai	³³	P	∅	∅	∅	L	A	_	1	∅	∅	∅	5	7	0	1522	p	∅	∅	∅	l	i	³³	P	∅	∅	∅	L	I	_	1	∅	∅	∅	5	7	0	1523	pʰ	∅	∅	∅	l	e	³³	P	∅	∅	∅	L	E	_	1	∅	∅	∅	5	7	0	1524	pʰ	∅	∅	∅	l	i	⁵⁵	P	∅	∅	∅	L	I	_	1	∅	∅	∅	5	7	0	1525	b	∅	∅	∅	l	e	⁵⁵	P	∅	∅	∅	L	E	_	1	∅	∅	∅	5	7	0	1526	p	∅	∅	∅	l	e	⁵³	P	∅	∅	∅	L	E	_	1	∅	∅	∅	5	7	0	1527	b	∅	∅	∅	l	i	¹¹	P	∅	∅	∅	L	I	_	1	∅	∅	∅	5	7	0
2	0.5000	3	0.7500	3654	1520	l	p	∅	∅	i	¹¹	∅	L	P	∅	∅	I	_	∅	5	1	∅	∅	7	0	∅	1521	l	p	∅	∅	ai	³³	∅	L	P	∅	∅	A	_	∅	5	1	∅	∅	7	0	∅	1522	l	p	∅	∅	i	³³	∅	L	P	∅	∅	I	_	∅	5	1	∅	∅	7	0	∅	1523	l	pʰ	∅	∅	e	³³	∅	L	P	∅	∅	E	_	∅	5	1	∅	∅	7	0	∅	1524	l	pʰ	∅	∅	i	⁵⁵	∅	L	P	∅	∅	I	_	∅	5	1	∅	∅	7	0	∅	1525	l	b	∅	∅	e	⁵⁵	∅	L	P	∅	∅	E	_	∅	5	1	∅	∅	7	0	∅	1526	l	p	∅	∅	e	⁵³	∅	L	P	∅	∅	E	_	∅	5	1	∅	∅	7	0	∅	1527	l	b	∅	∅	i	¹¹	∅	L	P	∅	∅	I	_	∅	5	1	∅	∅	7	0	∅
3	0.7500	2	0.5000	3654	1520	i	l	p	∅	¹¹	∅	∅	I	L	P	∅	_	∅	∅	7	5	1	∅	0	∅	∅	1521	ai	l	p	∅	³³	∅	∅	A	L	P	∅	_	∅	∅	7	5	1	∅	0	∅	∅	1522	i	l	p	∅	³³	∅	∅	I	L	P	∅	_	∅	∅	7	5	1	∅	0	∅	∅	1523	e	l	pʰ	∅	³³	∅	∅	E	L	P	∅	_	∅	∅	7	5	1	∅	0	∅	∅	1524	i	l	pʰ	∅	⁵⁵	∅	∅	I	L	P	∅	_	∅	∅	7	5	1	∅	0	∅	∅	1525	e	l	b	∅	⁵⁵	∅	∅	E	L	P	∅	_	∅	∅	7	5	1	∅	0	∅	∅	1526	e	l	p	∅	⁵³	∅	∅	E	L	P	∅	_	∅	∅	7	5	1	∅	0	∅	∅	1527	i	l	b	∅	¹¹	∅	∅	I	L	P	∅	_	∅	∅	7	5	1	∅	0	∅	∅
4	1.0000	1	0.2500	3654	1520	¹¹	i	l	p	∅	∅	∅	_	I	L	P	∅	∅	∅	0	7	5	1	∅	∅	∅	1521	³³	ai	l	p	∅	∅	∅	_	A	L	P	∅	∅	∅	0	7	5	1	∅	∅	∅	1522	³³	i	l	p	∅	∅	∅	_	I	L	P	∅	∅	∅	0	7	5	1	∅	∅	∅	1523	³³	e	l	pʰ	∅	∅	∅	_	E	L	P	∅	∅	∅	0	7	5	1	∅	∅	∅	1524	⁵⁵	i	l	pʰ	∅	∅	∅	_	I	L	P	∅	∅	∅	0	7	5	1	∅	∅	∅	1525	⁵⁵	e	l	b	∅	∅	∅	_	E	L	P	∅	∅	∅	0	7	5	1	∅	∅	∅	1526	⁵³	e	l	p	∅	∅	∅	_	E	L	P	∅	∅	∅	0	7	5	1	∅	∅	∅	1527	¹¹	i	l	b	∅	∅	∅	_	I	L	P	∅	∅	∅	0	7	5	1	∅	∅	∅
1	0.2500	4	1.0000	3667	1528	t	∅	∅	∅	ɨ	-	³³	T	∅	∅	∅	I	_	_	1	∅	∅	∅	7	0	0	1529	t	∅	∅	∅	u	ʔ	²¹	T	∅	∅	∅	Y	H	_	1	∅	∅	∅	7	1	0	1530	t	∅	∅	∅	u	-	³³	T	∅	∅	∅	Y	_	_	1	∅	∅	∅	7	0	0	1531	tʰ	∅	∅	∅	ɛ	ʔ	⁴⁵	T	∅	∅	∅	E	H	_	1	∅	∅	∅	7	1	0	1532	tʰ	∅	∅	∅	e	ʔ	²¹	T	∅	∅	∅	E	H	_	1	∅	∅	∅	7	1	0	1533	d	∅	∅	∅	ɛ	ʔ̚	⁵¹	T	∅	∅	∅	E	H	_	1	∅	∅	∅	7	1	0	1534	t	∅	∅	∅	ɛ	ʔ	⁴⁵	T	∅	∅	∅	E	H	_	1	∅	∅	∅	7	1	0	1535	d	∅	∅	∅	ɛ	-	³³	T	∅	∅	∅	E	_	_	1	∅	∅	∅	7	0	0
2	0.5000	3	0.7500	3667	1528	ɨ	t	∅	∅	-	³³	∅	I	T	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅	1529	u	t	∅	∅	ʔ	²¹	∅	Y	T	∅	∅	H	_	∅	7	1	∅	∅	1	0	∅	1530	u	t	∅	∅	-	³³	∅	Y	T	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅	1531	ɛ	tʰ	∅	∅	ʔ	⁴⁵	∅	E	T	∅	∅	H	_	∅	7	1	∅	∅	1	0	∅	1532	e	tʰ	∅	∅	ʔ	²¹	∅	E	T	∅	∅	H	_	∅	7	1	∅	∅	1	0	∅	1533	ɛ	d	∅	∅	ʔ̚	⁵¹	∅	E	T	∅	∅	H	_	∅	7	1	∅	∅	1	0	∅	1534	ɛ	t	∅	∅	ʔ	⁴⁵	∅	E	T	∅	∅	H	_	∅	7	1	∅	∅	1	0	∅	1535	ɛ	d	∅	∅	-	³³	∅	E	T	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅
3	0.7500	2	0.5000	3667	1528	-	ɨ	t	∅	³³	∅	∅	_	I	T	∅	_	∅	∅	0	7	1	∅	0	∅	∅	1529	ʔ	u	t	∅	²¹	∅	∅	H	Y	T	∅	_	∅	∅	1	7	1	∅	0	∅	∅	1530	-	u	t	∅	³³	∅	∅	_	Y	T	∅	_	∅	∅	0	7	1	∅	0	∅	∅	1531	ʔ	ɛ	tʰ	∅	⁴⁵	∅	∅	H	E	T	∅	_	∅	∅	1	7	1	∅	0	∅	∅	1532	ʔ	e	tʰ	∅	²¹	∅	∅	H	E	T	∅	_	∅	∅	1	7	1	∅	0	∅	∅	1533	ʔ̚	ɛ	d	∅	⁵¹	∅	∅	H	E	T	∅	_	∅	∅	1	7	1	∅	0	∅	∅	1534	ʔ	ɛ	t	∅	⁴⁵	∅	∅	H	E	T	∅	_	∅	∅	1	7	1	∅	0	∅	∅	1535	-	ɛ	d	∅	³³	∅	∅	_	E	T	∅	_	∅	∅	0	7	1	∅	0	∅	∅
4	1.0000	1	0.2500	3667	1528	³³	-	ɨ	t	∅	∅	∅	_	_	I	T	∅	∅	∅	0	0	7	1	∅	∅	∅	1529	²¹	ʔ	u	t	∅	∅	∅	_	H	Y	T	∅	∅	∅	0	1	7	1	∅	∅	∅	1530	³³	-	u	t	∅	∅	∅	_	_	Y	T	∅	∅	∅	0	0	7	1	∅	∅	∅	1531	⁴⁵	ʔ	ɛ	tʰ	∅	∅	∅	_	H	E	T	∅	∅	∅	0	1	7	1	∅	∅	∅	1532	²¹	ʔ	e	tʰ	∅	∅	∅	_	H	E	T	∅	∅	∅	0	1	7	1	∅	∅	∅	1533	⁵¹	ʔ̚	ɛ	d	∅	∅	∅	_	H	E	T	∅	∅	∅	0	1	7	1	∅	∅	∅	1534	⁴⁵	ʔ	ɛ	t	∅	∅	∅	_	H	E	T	∅	∅	∅	0	1	7	1	∅	∅	∅	1535	³³	-	ɛ	d	∅	∅	∅	_	_	E	T	∅	∅	∅	0	0	7	1	∅	∅	∅
1	0.2000	5	1.0000	3680	1536	kʰ	∅	∅	∅	l	i	-	K	∅	∅	∅	L	I	_	1	∅	∅	∅	5	7	0	1537	kʰ	∅	∅	∅	l	ɨ	ʔ	K	∅	∅	∅	L	I	H	1	∅	∅	∅	5	7	1	1538	kʰ	∅	∅	∅	l	i	-	K	∅	∅	∅	L	I	_	1	∅	∅	∅	5	7	0	1539	kʰ	∅	∅	∅	l	e	ʔ	K	∅	∅	∅	L	E	H	1	∅	∅	∅	5	7	1	1540	kʰ	∅	∅	∅	l	ai	ʔ	K	∅	∅	∅	L	A	H	1	∅	∅	∅	5	7	1	1541	kʰ	∅	∅	∅	l	i	ʔ̚	K	∅	∅	∅	L	I	H	1	∅	∅	∅	5	7	1	1542	kʰ	∅	∅	∅	l	i	ʔ	K	∅	∅	∅	L	I	H	1	∅	∅	∅	5	7	1	1543	kʰ	∅	∅	∅	l	i	-	K	∅	∅	∅	L	I	_	1	∅	∅	∅	5	7	0
2	0.4000	4	0.8000	3680	1536	l	kʰ	∅	∅	i	-	⁵⁵	L	K	∅	∅	I	_	_	5	1	∅	∅	7	0	0	1537	l	kʰ	∅	∅	ɨ	ʔ	⁴⁵	L	K	∅	∅	I	H	_	5	1	∅	∅	7	1	0	1538	l	kʰ	∅	∅	i	-	³³	L	K	∅	∅	I	_	_	5	1	∅	∅	7	0	0	1539	l	kʰ	∅	∅	e	ʔ	²¹	L	K	∅	∅	E	H	_	5	1	∅	∅	7	1	0	1540	l	kʰ	∅	∅	ai	ʔ	⁴⁵	L	K	∅	∅	A	H	_	5	1	∅	∅	7	1	0	1541	l	kʰ	∅	∅	i	ʔ̚	⁵¹	L	K	∅	∅	I	H	_	5	1	∅	∅	7	1	0	1542	l	kʰ	∅	∅	i	ʔ	²¹	L	K	∅	∅	I	H	_	5	1	∅	∅	7	1	0	1543	l	kʰ	∅	∅	i	-	³³	L	K	∅	∅	I	_	_	5	1	∅	∅	7	0	0
3	0.6000	3	0.6000	3680	1536	i	l	kʰ	∅	-	⁵⁵	∅	I	L	K	∅	_	_	∅	7	5	1	∅	0	0	∅	1537	ɨ	l	kʰ	∅	ʔ	⁴⁵	∅	I	L	K	∅	H	_	∅	7	5	1	∅	1	0	∅	1538	i	l	kʰ	∅	-	³³	∅	I	L	K	∅	_	_	∅	7	5	1	∅	0	0	∅	1539	e	l	kʰ	∅	ʔ	²¹	∅	E	L	K	∅	H	_	∅	7	5	1	∅	1	0	∅	1540	ai	l	kʰ	∅	ʔ	⁴⁵	∅	A	L	K	∅	H	_	∅	7	5	1	∅	1	0	∅	1541	i	l	kʰ	∅	ʔ̚	⁵¹	∅	I	L	K	∅	H	_	∅	7	5	1	∅	1	0	∅	1542	i	l	kʰ	∅	ʔ	²¹	∅	I	L	K	∅	H	_	∅	7	5	1	∅	1	0	∅	1543	i	l	kʰ	∅	-	³³	∅	I	L	K	∅	_	_	∅	7	5	1	∅	0	0	∅
4	0.8000	2	0.4000	3680	1536	-	i	l	kʰ	⁵⁵	∅	∅	_	I	L	K	_	∅	∅	0	7	5	1	0	∅	∅	1537	ʔ	ɨ	l	kʰ	⁴⁵	∅	∅	H	I	L	K	_	∅	∅	1	7	5	1	0	∅	∅	1538	-	i	l	kʰ	³³	∅	∅	_	I	L	K	_	∅	∅	0	7	5	1	0	∅	∅	1539	ʔ	e	l	kʰ	²¹	∅	∅	H	E	L	K	_	∅	∅	1	7	5	1	0	∅	∅	1540	ʔ	ai	l	kʰ	⁴⁵	∅	∅	H	A	L	K	_	∅	∅	1	7	5	1	0	∅	∅	1541	ʔ̚	i	l	kʰ	⁵¹	∅	∅	H	I	L	K	_	∅	∅	1	7	5	1	0	∅	∅	1542	ʔ	i	l	kʰ	²¹	∅	∅	H	I	L	K	_	∅	∅	1	7	5	1	0	∅	∅	1543	-	i	l	kʰ	³³	∅	∅	_	I	L	K	_	∅	∅	0	7	5	1	0	∅	∅
5	1.0000	1	0.2000	3680	1536	⁵⁵	-	i	l	∅	∅	∅	_	_	I	L	∅	∅	∅	0	0	7	5	∅	∅	∅	1537	⁴⁵	ʔ	ɨ	l	∅	∅	∅	_	H	I	L	∅	∅	∅	0	1	7	5	∅	∅	∅	1538	³³	-	i	l	∅	∅	∅	_	_	I	L	∅	∅	∅	0	0	7	5	∅	∅	∅	1539	²¹	ʔ	e	l	∅	∅	∅	_	H	E	L	∅	∅	∅	0	1	7	5	∅	∅	∅	1540	⁴⁵	ʔ	ai	l	∅	∅	∅	_	H	A	L	∅	∅	∅	0	1	7	5	∅	∅	∅	1541	⁵¹	ʔ̚	i	l	∅	∅	∅	_	H	I	L	∅	∅	∅	0	1	7	5	∅	∅	∅	1542	²¹	ʔ	i	l	∅	∅	∅	_	H	I	L	∅	∅	∅	0	1	7	5	∅	∅	∅	1543	³³	-	i	l	∅	∅	∅	_	_	I	L	∅	∅	∅	0	0	7	5	∅	∅	∅
1	0.2500	4	1.0000	3693	1544	j	∅	∅	∅	e	-	¹¹	J	∅	∅	∅	E	_	_	6	∅	∅	∅	7	0	0	1545	ɟ	∅	∅	∅	a	ŋ	¹¹	C	∅	∅	∅	A	N	_	1	∅	∅	∅	7	4	0																							1546	j	∅	∅	∅	a	m	⁵³	J	∅	∅	∅	A	M	_	6	∅	∅	∅	7	4	0	1547	j	∅	∅	∅	ã	ɦ	¹¹	J	∅	∅	∅	A	H	_	6	∅	∅	∅	7	3	0	1548	j	∅	∅	∅	a	m	¹¹	J	∅	∅	∅	A	M	_	6	∅	∅	∅	7	4	0	1549	j	∅	∅	∅	a	m	⁵⁵	J	∅	∅	∅	A	M	_	6	∅	∅	∅	7	4	0	1550	j	∅	∅	∅	ɛ	-	³³	J	∅	∅	∅	E	_	_	6	∅	∅	∅	7	0	0
2	0.5000	3	0.7500	3693	1544	e	j	∅	∅	-	¹¹	∅	E	J	∅	∅	_	_	∅	7	6	∅	∅	0	0	∅	1545	a	ɟ	∅	∅	ŋ	¹¹	∅	A	C	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅																							1546	a	j	∅	∅	m	⁵³	∅	A	J	∅	∅	M	_	∅	7	6	∅	∅	4	0	∅	1547	ã	j	∅	∅	ɦ	¹¹	∅	A	J	∅	∅	H	_	∅	7	6	∅	∅	3	0	∅	1548	a	j	∅	∅	m	¹¹	∅	A	J	∅	∅	M	_	∅	7	6	∅	∅	4	0	∅	1549	a	j	∅	∅	m	⁵⁵	∅	A	J	∅	∅	M	_	∅	7	6	∅	∅	4	0	∅	1550	ɛ	j	∅	∅	-	³³	∅	E	J	∅	∅	_	_	∅	7	6	∅	∅	0	0	∅
3	0.7500	2	0.5000	3693	1544	-	e	j	∅	¹¹	∅	∅	_	E	J	∅	_	∅	∅	0	7	6	∅	0	∅	∅	1545	ŋ	a	ɟ	∅	¹¹	∅	∅	N	A	C	∅	_	∅	∅	4	7	1	∅	0	∅	∅																							1546	m	a	j	∅	⁵³	∅	∅	M	A	J	∅	_	∅	∅	4	7	6	∅	0	∅	∅	1547	ɦ	ã	j	∅	¹¹	∅	∅	H	A	J	∅	_	∅	∅	3	7	6	∅	0	∅	∅	1548	m	a	j	∅	¹¹	∅	∅	M	A	J	∅	_	∅	∅	4	7	6	∅	0	∅	∅	1549	m	a	j	∅	⁵⁵	∅	∅	M	A	J	∅	_	∅	∅	4	7	6	∅	0	∅	∅	1550	-	ɛ	j	∅	³³	∅	∅	_	E	J	∅	_	∅	∅	0	7	6	∅	0	∅	∅
4	1.0000	1	0.2500	3693	1544	¹¹	-	e	j	∅	∅	∅	_	_	E	J	∅	∅	∅	0	0	7	6	∅	∅	∅	1545	¹¹	ŋ	a	ɟ	∅	∅	∅	_	N	A	C	∅	∅	∅	0	4	7	1	∅	∅	∅																							1546	⁵³	m	a	j	∅	∅	∅	_	M	A	J	∅	∅	∅	0	4	7	6	∅	∅	∅	1547	¹¹	ɦ	ã	j	∅	∅	∅	_	H	A	J	∅	∅	∅	0	3	7	6	∅	∅	∅	1548	¹¹	m	a	j	∅	∅	∅	_	M	A	J	∅	∅	∅	0	4	7	6	∅	∅	∅	1549	⁵⁵	m	a	j	∅	∅	∅	_	M	A	J	∅	∅	∅	0	4	7	6	∅	∅	∅	1550	³³	-	ɛ	j	∅	∅	∅	_	_	E	J	∅	∅	∅	0	0	7	6	∅	∅	∅
1	0.2500	4	1.0000	3704	1551	m	∅	∅	∅	ɔ	-	¹¹	M	∅	∅	∅	U	_	_	4	∅	∅	∅	7	0	0	1552	m	∅	∅	∅	ə	-	¹¹	M	∅	∅	∅	E	_	_	4	∅	∅	∅	7	0	0	1553	m	∅	∅	∅	ə	-	¹¹	M	∅	∅	∅	E	_	_	4	∅	∅	∅	7	0	0	1554	m	∅	∅	∅	ɨ	ŋ	⁵³	M	∅	∅	∅	I	N	_	4	∅	∅	∅	7	4	0	1555	m	∅	∅	∅	ɑ̃	ɦ	¹¹	M	∅	∅	∅	A	H	_	4	∅	∅	∅	7	3	0	1556	m	∅	∅	∅	ə	ŋ	¹¹	M	∅	∅	∅	E	N	_	4	∅	∅	∅	7	4	0	1557	m	∅	∅	∅	ə	ŋ	⁵⁵	M	∅	∅	∅	E	N	_	4	∅	∅	∅	7	4	0																						
2	0.5000	3	0.7500	3704	1551	ɔ	m	∅	∅	-	¹¹	∅	U	M	∅	∅	_	_	∅	7	4	∅	∅	0	0	∅	1552	ə	m	∅	∅	-	¹¹	∅	E	M	∅	∅	_	_	∅	7	4	∅	∅	0	0	∅	1553	ə	m	∅	∅	-	¹¹	∅	E	M	∅	∅	_	_	∅	7	4	∅	∅	0	0	∅	1554	ɨ	m	∅	∅	ŋ	⁵³	∅	I	M	∅	∅	N	_	∅	7	4	∅	∅	4	0	∅	1555	ɑ̃	m	∅	∅	ɦ	¹¹	∅	A	M	∅	∅	H	_	∅	7	4	∅	∅	3	0	∅	1556	ə	m	∅	∅	ŋ	¹¹	∅	E	M	∅	∅	N	_	∅	7	4	∅	∅	4	0	∅	1557	ə	m	∅	∅	ŋ	⁵⁵	∅	E	M	∅	∅	N	_	∅	7	4	∅	∅	4	0	∅																						
3	0.7500	2	0.5000	3704	1551	-	ɔ	m	∅	¹¹	∅	∅	_	U	M	∅	_	∅	∅	0	7	4	∅	0	∅	∅	1552	-	ə	m	∅	¹¹	∅	∅	_	E	M	∅	_	∅	∅	0	7	4	∅	0	∅	∅	1553	-	ə	m	∅	¹¹	∅	∅	_	E	M	∅	_	∅	∅	0	7	4	∅	0	∅	∅	1554	ŋ	ɨ	m	∅	⁵³	∅	∅	N	I	M	∅	_	∅	∅	4	7	4	∅	0	∅	∅	1555	ɦ	ɑ̃	m	∅	¹¹	∅	∅	H	A	M	∅	_	∅	∅	3	7	4	∅	0	∅	∅	1556	ŋ	ə	m	∅	¹¹	∅	∅	N	E	M	∅	_	∅	∅	4	7	4	∅	0	∅	∅	1557	ŋ	ə	m	∅	⁵⁵	∅	∅	N	E	M	∅	_	∅	∅	4	7	4	∅	0	∅	∅																						
4	1.0000	1	0.2500	3704	1551	¹¹	-	ɔ	m	∅	∅	∅	_	_	U	M	∅	∅	∅	0	0	7	4	∅	∅	∅	1552	¹¹	-	ə	m	∅	∅	∅	_	_	E	M	∅	∅	∅	0	0	7	4	∅	∅	∅	1553	¹¹	-	ə	m	∅	∅	∅	_	_	E	M	∅	∅	∅	0	0	7	4	∅	∅	∅	1554	⁵³	ŋ	ɨ	m	∅	∅	∅	_	N	I	M	∅	∅	∅	0	4	7	4	∅	∅	∅	1555	¹¹	ɦ	ɑ̃	m	∅	∅	∅	_	H	A	M	∅	∅	∅	0	3	7	4	∅	∅	∅	1556	¹¹	ŋ	ə	m	∅	∅	∅	_	N	E	M	∅	∅	∅	0	4	7	4	∅	∅	∅	1557	⁵⁵	ŋ	ə	m	∅	∅	∅	_	N	E	M	∅	∅	∅	0	4	7	4	∅	∅	∅																						
1	0.2000	5	1.0000	3713	1558	m	∅	∅	∅	-	o	-	M	∅	∅	∅	_	U	_	4	∅	∅	∅	0	7	0	1559	m	∅	∅	∅	-	ɔ	-	M	∅	∅	∅	_	U	_	4	∅	∅	∅	0	7	0																																													1560	m	∅	∅	∅	l	ɔ̃	-	M	∅	∅	∅	L	U	_	4	∅	∅	∅	5	7	0	1561	m	∅	∅	∅	l	ɔ	ɴ	M	∅	∅	∅	L	U	N	4	∅	∅	∅	5	7	4	1562	m	∅	∅	∅	-	ɔ	-	M	∅	∅	∅	_	U	_	4	∅	∅	∅	0	7	0	1563	b	∅	∅	∅	l	ɔ	-	P	∅	∅	∅	L	U	_	1	∅	∅	∅	5	7	0
2	0.4000	4	0.8000	3713	1558	-	m	∅	∅	o	-	¹¹	_	M	∅	∅	U	_	_	0	4	∅	∅	7	0	0	1559	-	m	∅	∅	ɔ	-	³³	_	M	∅	∅	U	_	_	0	4	∅	∅	7	0	0																																													1560	l	m	∅	∅	ɔ̃	-	⁵⁵	L	M	∅	∅	U	_	_	5	4	∅	∅	7	0	0	1561	l	m	∅	∅	ɔ	ɴ	⁵⁵	L	M	∅	∅	U	N	_	5	4	∅	∅	7	4	0	1562	-	m	∅	∅	ɔ	-	⁵³	_	M	∅	∅	U	_	_	0	4	∅	∅	7	0	0	1563	l	b	∅	∅	ɔ	-	¹¹	L	P	∅	∅	U	_	_	5	1	∅	∅	7	0	0
