index	index_p	rindex	rindex_p	cogid	id_ClassicalNahuatl	segment_ClassicalNahuatl	segment_ClassicalNahuatl_L1	segment_ClassicalNahuatl_L2	segment_ClassicalNahuatl_L3	segment_ClassicalNahuatl_R1	segment_ClassicalNahuatl_R2	segment_ClassicalNahuatl_R3	SC_ClassicalNahuatl	SC_ClassicalNahuatl_L1	SC_ClassicalNahuatl_L2	SC_ClassicalNahuatl_L3	SC_ClassicalNahuatl_R1	SC_ClassicalNahuatl_R2	SC_ClassicalNahuatl_R3	PROSODY_ClassicalNahuatl	PROSODY_ClassicalNahuatl_L1	PROSODY_ClassicalNahuatl_L2	PROSODY_ClassicalNahuatl_L3	PROSODY_ClassicalNahuatl_R1	PROSODY_ClassicalNahuatl_R2	PROSODY_ClassicalNahuatl_R3	id_JalupaNahuat	segment_JalupaNahuat	segment_JalupaNahuat_L1	segment_JalupaNahuat_L2	segment_JalupaNahuat_L3	segment_JalupaNahuat_R1	segment_JalupaNahuat_R2	segment_JalupaNahuat_R3	SC_JalupaNahuat	SC_JalupaNahuat_L1	SC_JalupaNahuat_L2	SC_JalupaNahuat_L3	SC_JalupaNahuat_R1	SC_JalupaNahuat_R2	SC_JalupaNahuat_R3	PROSODY_JalupaNahuat	PROSODY_JalupaNahuat_L1	PROSODY_JalupaNahuat_L2	PROSODY_JalupaNahuat_L3	PROSODY_JalupaNahuat_R1	PROSODY_JalupaNahuat_R2	PROSODY_JalupaNahuat_R3	id_MecayapanNahuat	segment_MecayapanNahuat	segment_MecayapanNahuat_L1	segment_MecayapanNahuat_L2	segment_MecayapanNahuat_L3	segment_MecayapanNahuat_R1	segment_MecayapanNahuat_R2	segment_MecayapanNahuat_R3	SC_MecayapanNahuat	SC_MecayapanNahuat_L1	SC_MecayapanNahuat_L2	SC_MecayapanNahuat_L3	SC_MecayapanNahuat_R1	SC_MecayapanNahuat_R2	SC_MecayapanNahuat_R3	PROSODY_MecayapanNahuat	PROSODY_MecayapanNahuat_L1	PROSODY_MecayapanNahuat_L2	PROSODY_MecayapanNahuat_L3	PROSODY_MecayapanNahuat_R1	PROSODY_MecayapanNahuat_R2	PROSODY_MecayapanNahuat_R3	id_NorthPueblaNahuatl	segment_NorthPueblaNahuatl	segment_NorthPueblaNahuatl_L1	segment_NorthPueblaNahuatl_L2	segment_NorthPueblaNahuatl_L3	segment_NorthPueblaNahuatl_R1	segment_NorthPueblaNahuatl_R2	segment_NorthPueblaNahuatl_R3	SC_NorthPueblaNahuatl	SC_NorthPueblaNahuatl_L1	SC_NorthPueblaNahuatl_L2	SC_NorthPueblaNahuatl_L3	SC_NorthPueblaNahuatl_R1	SC_NorthPueblaNahuatl_R2	SC_NorthPueblaNahuatl_R3	PROSODY_NorthPueblaNahuatl	PROSODY_NorthPueblaNahuatl_L1	PROSODY_NorthPueblaNahuatl_L2	PROSODY_NorthPueblaNahuatl_L3	PROSODY_NorthPueblaNahuatl_R1	PROSODY_NorthPueblaNahuatl_R2	PROSODY_NorthPueblaNahuatl_R3	id_PajapanNahuat	segment_PajapanNahuat	segment_PajapanNahuat_L1	segment_PajapanNahuat_L2	segment_PajapanNahuat_L3	segment_PajapanNahuat_R1	segment_PajapanNahuat_R2	segment_PajapanNahuat_R3	SC_PajapanNahuat	SC_PajapanNahuat_L1	SC_PajapanNahuat_L2	SC_PajapanNahuat_L3	SC_PajapanNahuat_R1	SC_PajapanNahuat_R2	SC_PajapanNahuat_R3	PROSODY_PajapanNahuat	PROSODY_PajapanNahuat_L1	PROSODY_PajapanNahuat_L2	PROSODY_PajapanNahuat_L3	PROSODY_PajapanNahuat_R1	PROSODY_PajapanNahuat_R2	PROSODY_PajapanNahuat_R3	id_Pipil	segment_Pipil	segment_Pipil_L1	segment_Pipil_L2	segment_Pipil_L3	segment_Pipil_R1	segment_Pipil_R2	segment_Pipil_R3	SC_Pipil	SC_Pipil_L1	SC_Pipil_L2	SC_Pipil_L3	SC_Pipil_R1	SC_Pipil_R2	SC_Pipil_R3	PROSODY_Pipil	PROSODY_Pipil_L1	PROSODY_Pipil_L2	PROSODY_Pipil_L3	PROSODY_Pipil_R1	PROSODY_Pipil_R2	PROSODY_Pipil_R3	id_Pochutec	segment_Pochutec	segment_Pochutec_L1	segment_Pochutec_L2	segment_Pochutec_L3	segment_Pochutec_R1	segment_Pochutec_R2	segment_Pochutec_R3	SC_Pochutec	SC_Pochutec_L1	SC_Pochutec_L2	SC_Pochutec_L3	SC_Pochutec_R1	SC_Pochutec_R2	SC_Pochutec_R3	PROSODY_Pochutec	PROSODY_Pochutec_L1	PROSODY_Pochutec_L2	PROSODY_Pochutec_L3	PROSODY_Pochutec_R1	PROSODY_Pochutec_R2	PROSODY_Pochutec_R3	id_ProtoAztecan	segment_ProtoAztecan	segment_ProtoAztecan_L1	segment_ProtoAztecan_L2	segment_ProtoAztecan_L3	segment_ProtoAztecan_R1	segment_ProtoAztecan_R2	segment_ProtoAztecan_R3	SC_ProtoAztecan	SC_ProtoAztecan_L1	SC_ProtoAztecan_L2	SC_ProtoAztecan_L3	SC_ProtoAztecan_R1	SC_ProtoAztecan_R2	SC_ProtoAztecan_R3	PROSODY_ProtoAztecan	PROSODY_ProtoAztecan_L1	PROSODY_ProtoAztecan_L2	PROSODY_ProtoAztecan_L3	PROSODY_ProtoAztecan_R1	PROSODY_ProtoAztecan_R2	PROSODY_ProtoAztecan_R3	id_TetelcingoNahuatl	segment_TetelcingoNahuatl	segment_TetelcingoNahuatl_L1	segment_TetelcingoNahuatl_L2	segment_TetelcingoNahuatl_L3	segment_TetelcingoNahuatl_R1	segment_TetelcingoNahuatl_R2	segment_TetelcingoNahuatl_R3	SC_TetelcingoNahuatl	SC_TetelcingoNahuatl_L1	SC_TetelcingoNahuatl_L2	SC_TetelcingoNahuatl_L3	SC_TetelcingoNahuatl_R1	SC_TetelcingoNahuatl_R2	SC_TetelcingoNahuatl_R3	PROSODY_TetelcingoNahuatl	PROSODY_TetelcingoNahuatl_L1	PROSODY_TetelcingoNahuatl_L2	PROSODY_TetelcingoNahuatl_L3	PROSODY_TetelcingoNahuatl_R1	PROSODY_TetelcingoNahuatl_R2	PROSODY_TetelcingoNahuatl_R3
5	0.5000	6	0.6000	268	391	l	a	tɬ	iː	-	-	+	L	A	T	I	_	_	_	5	7	1	7	0	0	0	392	l	a	t	iː	-	-	-	L	A	T	I	_	_	_	5	7	1	7	0	0	0	393	l	a	t	iː	i	n	-	L	A	T	I	I	N	_	5	7	1	7	7	4	0	394	l	a	tɬ	i	i	-	-	L	A	T	I	I	_	_	5	7	1	7	7	0	0																							395	l	a	t	iː	-	-	-	L	A	T	I	_	_	_	5	7	1	7	0	0	0																							396	l	a	tɬ	i	ɨ	-	+	L	A	T	I	I	_	_	5	7	1	7	7	0	0	397	l	a	tɬ	i	iː	-	-	L	A	T	I	I	_	_	5	7	1	7	7	0	0
6	0.6000	5	0.5000	268	391	-	l	a	tɬ	-	+	i	_	L	A	T	_	_	I	0	5	7	1	0	0	7	392	-	l	a	t	-	-	-	_	L	A	T	_	_	_	0	5	7	1	0	0	0	393	i	l	a	t	n	-	-	I	L	A	T	N	_	_	7	5	7	1	4	0	0	394	i	l	a	tɬ	-	-	-	I	L	A	T	_	_	_	7	5	7	1	0	0	0																							395	-	l	a	t	-	-	-	_	L	A	T	_	_	_	0	5	7	1	0	0	0																							396	ɨ	l	a	tɬ	-	+	-	I	L	A	T	_	_	_	7	5	7	1	0	0	0	397	iː	l	a	tɬ	-	-	-	I	L	A	T	_	_	_	7	5	7	1	0	0	0
7	0.7000	4	0.4000	268	391	-	-	l	a	+	i	n	_	_	L	A	_	I	N	0	0	5	7	0	7	4	392	-	-	l	a	-	-	-	_	_	L	A	_	_	_	0	0	5	7	0	0	0	393	n	i	l	a	-	-	-	N	I	L	A	_	_	_	4	7	5	7	0	0	0	394	-	i	l	a	-	-	-	_	I	L	A	_	_	_	0	7	5	7	0	0	0																							395	-	-	l	a	-	-	-	_	_	L	A	_	_	_	0	0	5	7	0	0	0																							396	-	ɨ	l	a	+	-	m	_	I	L	A	_	_	M	0	7	5	7	0	0	4	397	-	iː	l	a	-	-	-	_	I	L	A	_	_	_	0	7	5	7	0	0	0
8	0.8000	3	0.3000	268	391	+	-	-	l	i	n	∅	_	_	_	L	I	N	∅	0	0	0	5	7	4	∅	392	-	-	-	l	-	-	∅	_	_	_	L	_	_	∅	0	0	0	5	0	0	∅	393	-	n	i	l	-	-	∅	_	N	I	L	_	_	∅	0	4	7	5	0	0	∅	394	-	-	i	l	-	-	∅	_	_	I	L	_	_	∅	0	0	7	5	0	0	∅																							395	-	-	-	l	-	-	∅	_	_	_	L	_	_	∅	0	0	0	5	0	0	∅																							396	+	-	ɨ	l	-	m	∅	_	_	I	L	_	M	∅	0	0	7	5	0	4	∅	397	-	-	iː	l	-	-	∅	_	_	I	L	_	_	∅	0	0	7	5	0	0	∅
9	0.9000	2	0.2000	268	391	i	+	-	-	n	∅	∅	I	_	_	_	N	∅	∅	7	0	0	0	4	∅	∅	392	-	-	-	-	-	∅	∅	_	_	_	_	_	∅	∅	0	0	0	0	0	∅	∅	393	-	-	n	i	-	∅	∅	_	_	N	I	_	∅	∅	0	0	4	7	0	∅	∅	394	-	-	-	i	-	∅	∅	_	_	_	I	_	∅	∅	0	0	0	7	0	∅	∅																							395	-	-	-	-	-	∅	∅	_	_	_	_	_	∅	∅	0	0	0	0	0	∅	∅																							396	-	+	-	ɨ	m	∅	∅	_	_	_	I	M	∅	∅	0	0	0	7	4	∅	∅	397	-	-	-	iː	-	∅	∅	_	_	_	I	_	∅	∅	0	0	0	7	0	∅	∅
10	1.0000	1	0.1000	268	391	n	i	+	-	∅	∅	∅	N	I	_	_	∅	∅	∅	4	7	0	0	∅	∅	∅	392	-	-	-	-	∅	∅	∅	_	_	_	_	∅	∅	∅	0	0	0	0	∅	∅	∅	393	-	-	-	n	∅	∅	∅	_	_	_	N	∅	∅	∅	0	0	0	4	∅	∅	∅	394	-	-	-	-	∅	∅	∅	_	_	_	_	∅	∅	∅	0	0	0	0	∅	∅	∅																							395	-	-	-	-	∅	∅	∅	_	_	_	_	∅	∅	∅	0	0	0	0	∅	∅	∅																							396	m	-	+	-	∅	∅	∅	M	_	_	_	∅	∅	∅	4	0	0	0	∅	∅	∅	397	-	-	-	-	∅	∅	∅	_	_	_	_	∅	∅	∅	0	0	0	0	∅	∅	∅
1	0.1000	10	1.0000	283	398	-	∅	∅	∅	-	-	-	_	∅	∅	∅	_	_	_	0	∅	∅	∅	0	0	0	399	x	∅	∅	∅	aː	l	-	G	∅	∅	∅	A	L	_	3	∅	∅	∅	7	5	0	400	t	∅	∅	∅	e	ʔ	-	T	∅	∅	∅	E	H	_	1	∅	∅	∅	7	1	0	401	-	∅	∅	∅	-	-	-	_	∅	∅	∅	_	_	_	0	∅	∅	∅	0	0	0	402	-	∅	∅	∅	-	-	-	_	∅	∅	∅	_	_	_	0	∅	∅	∅	0	0	0	403	-	∅	∅	∅	-	-	-	_	∅	∅	∅	_	_	_	0	∅	∅	∅	0	0	0	404	-	∅	∅	∅	-	-	-	_	∅	∅	∅	_	_	_	0	∅	∅	∅	0	0	0	405	-	∅	∅	∅	-	-	-	_	∅	∅	∅	_	_	_	0	∅	∅	∅	0	0	0	406	t	∅	∅	∅	i	-	e	T	∅	∅	∅	I	_	E	1	∅	∅	∅	7	0	7
2	0.2000	9	0.9000	283	398	-	-	∅	∅	-	-	-	_	_	∅	∅	_	_	_	0	0	∅	∅	0	0	0	399	aː	x	∅	∅	l	-	+	A	G	∅	∅	L	_	_	7	3	∅	∅	5	0	0	400	e	t	∅	∅	ʔ	-	+	E	T	∅	∅	H	_	_	7	1	∅	∅	1	0	0	401	-	-	∅	∅	-	-	-	_	_	∅	∅	_	_	_	0	0	∅	∅	0	0	0	402	-	-	∅	∅	-	-	-	_	_	∅	∅	_	_	_	0	0	∅	∅	0	0	0	403	-	-	∅	∅	-	-	-	_	_	∅	∅	_	_	_	0	0	∅	∅	0	0	0	404	-	-	∅	∅	-	-	-	_	_	∅	∅	_	_	_	0	0	∅	∅	0	0	0	405	-	-	∅	∅	-	-	-	_	_	∅	∅	_	_	_	0	0	∅	∅	0	0	0	406	i	t	∅	∅	-	e	+	I	T	∅	∅	_	E	_	7	1	∅	∅	0	7	0
3	0.3000	8	0.8000	283	398	-	-	-	∅	-	-	t	_	_	_	∅	_	_	T	0	0	0	∅	0	0	1	399	l	aː	x	∅	-	+	t	L	A	G	∅	_	_	T	5	7	3	∅	0	0	1	400	ʔ	e	t	∅	-	+	t	H	E	T	∅	_	_	T	1	7	1	∅	0	0	1	401	-	-	-	∅	-	-	t	_	_	_	∅	_	_	T	0	0	0	∅	0	0	1	402	-	-	-	∅	-	-	t	_	_	_	∅	_	_	T	0	0	0	∅	0	0	1	403	-	-	-	∅	-	-	t	_	_	_	∅	_	_	T	0	0	0	∅	0	0	1	404	-	-	-	∅	-	-	t	_	_	_	∅	_	_	T	0	0	0	∅	0	0	1	405	-	-	-	∅	-	-	t	_	_	_	∅	_	_	T	0	0	0	∅	0	0	1	406	-	i	t	∅	e	+	t	_	I	T	∅	E	_	T	0	7	1	∅	7	0	1
4	0.4000	7	0.7000	283	398	-	-	-	-	-	t	e	_	_	_	_	_	T	E	0	0	0	0	0	1	7	399	-	l	aː	x	+	t	e	_	L	A	G	_	T	E	0	5	7	3	0	1	7	400	-	ʔ	e	t	+	t	i	_	H	E	T	_	T	I	0	1	7	1	0	1	7	401	-	-	-	-	-	t	e	_	_	_	_	_	T	E	0	0	0	0	0	1	7	402	-	-	-	-	-	t	e	_	_	_	_	_	T	E	0	0	0	0	0	1	7	403	-	-	-	-	-	t	e	_	_	_	_	_	T	E	0	0	0	0	0	1	7	404	-	-	-	-	-	t	o	_	_	_	_	_	T	U	0	0	0	0	0	1	7	405	-	-	-	-	-	t	ə	_	_	_	_	_	T	E	0	0	0	0	0	1	7	406	e	-	i	t	+	t	e	E	_	I	T	_	T	E	7	0	7	1	0	1	7
5	0.5000	6	0.6000	283	398	-	-	-	-	t	e	+	_	_	_	_	T	E	_	0	0	0	0	1	7	0	399	+	-	l	aː	t	e	+	_	_	L	A	T	E	_	0	0	5	7	1	7	0	400	+	-	ʔ	e	t	i	-	_	_	H	E	T	I	_	0	0	1	7	1	7	0	401	-	-	-	-	t	e	+	_	_	_	_	T	E	_	0	0	0	0	1	7	0	402	-	-	-	-	t	e	+	_	_	_	_	T	E	_	0	0	0	0	1	7	0	403	-	-	-	-	t	e	+	_	_	_	_	T	E	_	0	0	0	0	1	7	0	404	-	-	-	-	t	o	+	_	_	_	_	T	U	_	0	0	0	0	1	7	0	405	-	-	-	-	t	ə	+	_	_	_	_	T	E	_	0	0	0	0	1	7	0	406	+	e	-	i	t	e	+	_	E	_	I	T	E	_	0	7	0	7	1	7	0
6	0.6000	5	0.5000	283	398	t	-	-	-	e	+	tɬ	T	_	_	_	E	_	T	1	0	0	0	7	0	1	399	t	+	-	l	e	+	t	T	_	_	L	E	_	T	1	0	0	5	7	0	1	400	t	+	-	ʔ	i	-	-	T	_	_	H	I	_	_	1	0	0	1	7	0	0	401	t	-	-	-	e	+	tɬ	T	_	_	_	E	_	T	1	0	0	0	7	0	1	402	t	-	-	-	e	+	t	T	_	_	_	E	_	T	1	0	0	0	7	0	1	403	t	-	-	-	e	+	t	T	_	_	_	E	_	T	1	0	0	0	7	0	1	404	t	-	-	-	o	+	t	T	_	_	_	U	_	T	1	0	0	0	7	0	1	405	t	-	-	-	ə	+	tɬ	T	_	_	_	E	_	T	1	0	0	0	7	0	1	406	t	+	e	-	e	+	t	T	_	E	_	E	_	T	1	0	7	0	7	0	1
7	0.7000	4	0.4000	283	398	e	t	-	-	+	tɬ	-	E	T	_	_	_	T	_	7	1	0	0	0	1	0	399	e	t	+	-	+	t	-	E	T	_	_	_	T	_	7	1	0	0	0	1	0	400	i	t	+	-	-	-	-	I	T	_	_	_	_	_	7	1	0	0	0	0	0	401	e	t	-	-	+	tɬ	-	E	T	_	_	_	T	_	7	1	0	0	0	1	0	402	e	t	-	-	+	t	-	E	T	_	_	_	T	_	7	1	0	0	0	1	0	403	e	t	-	-	+	t	-	E	T	_	_	_	T	_	7	1	0	0	0	1	0	404	o	t	-	-	+	t	-	U	T	_	_	_	T	_	7	1	0	0	0	1	0	405	ə	t	-	-	+	tɬ	-	E	T	_	_	_	T	_	7	1	0	0	0	1	0	406	e	t	+	e	+	t	u	E	T	_	E	_	T	Y	7	1	0	7	0	1	7
8	0.8000	3	0.3000	283	398	+	e	t	-	tɬ	-	∅	_	E	T	_	T	_	∅	0	7	1	0	1	0	∅	399	+	e	t	+	t	-	∅	_	E	T	_	T	_	∅	0	7	1	0	1	0	∅	400	-	i	t	+	-	-	∅	_	I	T	_	_	_	∅	0	7	1	0	0	0	∅	401	+	e	t	-	tɬ	-	∅	_	E	T	_	T	_	∅	0	7	1	0	1	0	∅	402	+	e	t	-	t	-	∅	_	E	T	_	T	_	∅	0	7	1	0	1	0	∅	403	+	e	t	-	t	-	∅	_	E	T	_	T	_	∅	0	7	1	0	1	0	∅	404	+	o	t	-	t	-	∅	_	U	T	_	T	_	∅	0	7	1	0	1	0	∅	405	+	ə	t	-	tɬ	-	∅	_	E	T	_	T	_	∅	0	7	1	0	1	0	∅	406	+	e	t	+	t	u	∅	_	E	T	_	T	Y	∅	0	7	1	0	1	7	∅
9	0.9000	2	0.2000	283	398	tɬ	+	e	t	-	∅	∅	T	_	E	T	_	∅	∅	1	0	7	1	0	∅	∅	399	t	+	e	t	-	∅	∅	T	_	E	T	_	∅	∅	1	0	7	1	0	∅	∅	400	-	-	i	t	-	∅	∅	_	_	I	T	_	∅	∅	0	0	7	1	0	∅	∅	401	tɬ	+	e	t	-	∅	∅	T	_	E	T	_	∅	∅	1	0	7	1	0	∅	∅	402	t	+	e	t	-	∅	∅	T	_	E	T	_	∅	∅	1	0	7	1	0	∅	∅	403	t	+	e	t	-	∅	∅	T	_	E	T	_	∅	∅	1	0	7	1	0	∅	∅	404	t	+	o	t	-	∅	∅	T	_	U	T	_	∅	∅	1	0	7	1	0	∅	∅	405	tɬ	+	ə	t	-	∅	∅	T	_	E	T	_	∅	∅	1	0	7	1	0	∅	∅	406	t	+	e	t	u	∅	∅	T	_	E	T	Y	∅	∅	1	0	7	1	7	∅	∅
10	1.0000	1	0.1000	283	398	-	tɬ	+	e	∅	∅	∅	_	T	_	E	∅	∅	∅	0	1	0	7	∅	∅	∅	399	-	t	+	e	∅	∅	∅	_	T	_	E	∅	∅	∅	0	1	0	7	∅	∅	∅	400	-	-	-	i	∅	∅	∅	_	_	_	I	∅	∅	∅	0	0	0	7	∅	∅	∅	401	-	tɬ	+	e	∅	∅	∅	_	T	_	E	∅	∅	∅	0	1	0	7	∅	∅	∅	402	-	t	+	e	∅	∅	∅	_	T	_	E	∅	∅	∅	0	1	0	7	∅	∅	∅	403	-	t	+	e	∅	∅	∅	_	T	_	E	∅	∅	∅	0	1	0	7	∅	∅	∅	404	-	t	+	o	∅	∅	∅	_	T	_	U	∅	∅	∅	0	1	0	7	∅	∅	∅	405	-	tɬ	+	ə	∅	∅	∅	_	T	_	E	∅	∅	∅	0	1	0	7	∅	∅	∅	406	u	t	+	e	∅	∅	∅	Y	T	_	E	∅	∅	∅	7	1	0	7	∅	∅	∅
1	0.0667	15	1.0000	284	407	t	∅	∅	∅	oː	n	a	T	∅	∅	∅	U	N	A	1	∅	∅	∅	7	4	7	408	r	∅	∅	∅	o	n	-	R	∅	∅	∅	U	N	_	5	∅	∅	∅	7	4	0																							409	t	∅	∅	∅	o	n	a	T	∅	∅	∅	U	N	A	1	∅	∅	∅	7	4	7	410	t	∅	∅	∅	oː	n	a	T	∅	∅	∅	U	N	A	1	∅	∅	∅	7	4	7	411	t	∅	∅	∅	uː	n	a	T	∅	∅	∅	Y	N	A	1	∅	∅	∅	7	4	7	412	t	∅	∅	∅	u	n	e	T	∅	∅	∅	Y	N	E	1	∅	∅	∅	7	4	7																							413	t	∅	∅	∅	u	n	a	T	∅	∅	∅	Y	N	A	1	∅	∅	∅	7	4	7
2	0.1333	14	0.9333	284	407	oː	t	∅	∅	n	a	-	U	T	∅	∅	N	A	_	7	1	∅	∅	4	7	0	408	o	r	∅	∅	n	-	t	U	R	∅	∅	N	_	T	7	5	∅	∅	4	0	1																							409	o	t	∅	∅	n	a	l	U	T	∅	∅	N	A	L	7	1	∅	∅	4	7	5	410	oː	t	∅	∅	n	a	t	U	T	∅	∅	N	A	T	7	1	∅	∅	4	7	1	411	uː	t	∅	∅	n	a	l	Y	T	∅	∅	N	A	L	7	1	∅	∅	4	7	5	412	u	t	∅	∅	n	e	l	Y	T	∅	∅	N	E	L	7	1	∅	∅	4	7	5																							413	u	t	∅	∅	n	a	l	Y	T	∅	∅	N	A	L	7	1	∅	∅	4	7	5
3	0.2000	13	0.8667	284	407	n	oː	t	∅	a	-	-	N	U	T	∅	A	_	_	4	7	1	∅	7	0	0	408	n	o	r	∅	-	t	i	N	U	R	∅	_	T	I	4	7	5	∅	0	1	7																							409	n	o	t	∅	a	l	-	N	U	T	∅	A	L	_	4	7	1	∅	7	5	0	410	n	oː	t	∅	a	t	i	N	U	T	∅	A	T	I	4	7	1	∅	7	1	7	411	n	uː	t	∅	a	l	-	N	Y	T	∅	A	L	_	4	7	1	∅	7	5	0	412	n	u	t	∅	e	l	-	N	Y	T	∅	E	L	_	4	7	1	∅	7	5	0																							413	n	u	t	∅	a	l	iː	N	Y	T	∅	A	L	I	4	7	1	∅	7	5	7
4	0.2667	12	0.8000	284	407	a	n	oː	t	-	-	-	A	N	U	T	_	_	_	7	4	7	1	0	0	0	408	-	n	o	r	t	i	n	_	N	U	R	T	I	N	0	4	7	5	1	7	4																							409	a	n	o	t	l	-	-	A	N	U	T	L	_	_	7	4	7	1	5	0	0	410	a	n	oː	t	t	i	-	A	N	U	T	T	I	_	7	4	7	1	1	7	0	411	a	n	uː	t	l	-	-	A	N	Y	T	L	_	_	7	4	7	1	5	0	0	412	e	n	u	t	l	-	-	E	N	Y	T	L	_	_	7	4	7	1	5	0	0																							413	a	n	u	t	l	iː	-	A	N	Y	T	L	I	_	7	4	7	1	5	7	0
5	0.3333	11	0.7333	284	407	-	a	n	oː	-	-	+	_	A	N	U	_	_	_	0	7	4	7	0	0	0	408	t	-	n	o	i	n	-	T	_	N	U	I	N	_	1	0	4	7	7	4	0																							409	l	a	n	o	-	-	+	L	A	N	U	_	_	_	5	7	4	7	0	0	0	410	t	a	n	oː	i	-	-	T	A	N	U	I	_	_	1	7	4	7	7	0	0	411	l	a	n	uː	-	-	-	L	A	N	Y	_	_	_	5	7	4	7	0	0	0	412	l	e	n	u	-	-	-	L	E	N	Y	_	_	_	5	7	4	7	0	0	0																							413	l	a	n	u	iː	-	-	L	A	N	Y	I	_	_	5	7	4	7	7	0	0
6	0.4000	10	0.6667	284	407	-	-	a	n	-	+	-	_	_	A	N	_	_	_	0	0	7	4	0	0	0	408	i	t	-	n	n	-	-	I	T	_	N	N	_	_	7	1	0	4	4	0	0																							409	-	l	a	n	-	+	ts	_	L	A	N	_	_	C	0	5	7	4	0	0	2	410	i	t	a	n	-	-	-	I	T	A	N	_	_	_	7	1	7	4	0	0	0	411	-	l	a	n	-	-	-	_	L	A	N	_	_	_	0	5	7	4	0	0	0	412	-	l	e	n	-	-	-	_	L	E	N	_	_	_	0	5	7	4	0	0	0																							413	iː	l	a	n	-	-	-	I	L	A	N	_	_	_	7	5	7	4	0	0	0
7	0.4667	9	0.6000	284	407	-	-	-	a	+	-	-	_	_	_	A	_	_	_	0	0	0	7	0	0	0	408	n	i	t	-	-	-	-	N	I	T	_	_	_	_	4	7	1	0	0	0	0																							409	-	-	l	a	+	ts	i	_	_	L	A	_	C	I	0	0	5	7	0	2	7	410	-	i	t	a	-	-	-	_	I	T	A	_	_	_	0	7	1	7	0	0	0	411	-	-	l	a	-	-	-	_	_	L	A	_	_	_	0	0	5	7	0	0	0	412	-	-	l	e	-	-	-	_	_	L	E	_	_	_	0	0	5	7	0	0	0																							413	-	iː	l	a	-	-	-	_	I	L	A	_	_	_	0	7	5	7	0	0	0
8	0.5333	8	0.5333	284	407	+	-	-	-	-	-	-	_	_	_	_	_	_	_	0	0	0	0	0	0	0	408	-	n	i	t	-	-	-	_	N	I	T	_	_	_	0	4	7	1	0	0	0																							409	+	-	-	l	ts	i	n	_	_	_	L	C	I	N	0	0	0	5	2	7	4	410	-	-	i	t	-	-	-	_	_	I	T	_	_	_	0	0	7	1	0	0	0	411	-	-	-	l	-	-	-	_	_	_	L	_	_	_	0	0	0	5	0	0	0	412	-	-	-	l	-	-	-	_	_	_	L	_	_	_	0	0	0	5	0	0	0																							413	-	-	iː	l	-	-	-	_	_	I	L	_	_	_	0	0	7	5	0	0	0
9	0.6000	7	0.4667	284	407	-	+	-	-	-	-	-	_	_	_	_	_	_	_	0	0	0	0	0	0	0	408	-	-	n	i	-	-	-	_	_	N	I	_	_	_	0	0	4	7	0	0	0																							409	ts	+	-	-	i	n	+	C	_	_	_	I	N	_	2	0	0	0	7	4	0	410	-	-	-	i	-	-	-	_	_	_	I	_	_	_	0	0	0	7	0	0	0	411	-	-	-	-	-	-	-	_	_	_	_	_	_	_	0	0	0	0	0	0	0	412	-	-	-	-	-	-	-	_	_	_	_	_	_	_	0	0	0	0	0	0	0																							413	-	-	-	iː	-	-	-	_	_	_	I	_	_	_	0	0	0	7	0	0	0
10	0.6667	6	0.4000	284	407	-	-	+	-	-	-	t	_	_	_	_	_	_	T	0	0	0	0	0	0	1	408	-	-	-	n	-	-	-	_	_	_	N	_	_	_	0	0	0	4	0	0	0																							409	i	ts	+	-	n	+	tɬ	I	C	_	_	N	_	T	7	2	0	0	4	0	1	410	-	-	-	-	-	-	-	_	_	_	_	_	_	_	0	0	0	0	0	0	0	411	-	-	-	-	-	-	-	_	_	_	_	_	_	_	0	0	0	0	0	0	0	412	-	-	-	-	-	-	-	_	_	_	_	_	_	_	0	0	0	0	0	0	0																							413	-	-	-	-	-	-	-	_	_	_	_	_	_	_	0	0	0	0	0	0	0
11	0.7333	5	0.3333	284	407	-	-	-	+	-	t	i	_	_	_	_	_	T	I	0	0	0	0	0	1	7	408	-	-	-	-	-	-	-	_	_	_	_	_	_	_	0	0	0	0	0	0	0																							409	n	i	ts	+	+	tɬ	i	N	I	C	_	_	T	I	4	7	2	0	0	1	7	410	-	-	-	-	-	-	-	_	_	_	_	_	_	_	0	0	0	0	0	0	0	411	-	-	-	-	-	-	-	_	_	_	_	_	_	_	0	0	0	0	0	0	0	412	-	-	-	-	-	-	-	_	_	_	_	_	_	_	0	0	0	0	0	0	0																							413	-	-	-	-	-	-	-	_	_	_	_	_	_	_	0	0	0	0	0	0	0
12	0.8000	4	0.2667	284	407	-	-	-	-	t	i	w	_	_	_	_	T	I	W	0	0	0	0	1	7	6	408	-	-	-	-	-	-	-	_	_	_	_	_	_	_	0	0	0	0	0	0	0																							409	+	n	i	ts	tɬ	i	-	_	N	I	C	T	I	_	0	4	7	2	1	7	0	410	-	-	-	-	-	-	-	_	_	_	_	_	_	_	0	0	0	0	0	0	0	411	-	-	-	-	-	-	-	_	_	_	_	_	_	_	0	0	0	0	0	0	0	412	-	-	-	-	-	-	-	_	_	_	_	_	_	_	0	0	0	0	0	0	0																							413	-	-	-	-	-	-	-	_	_	_	_	_	_	_	0	0	0	0	0	0	0
