index	index_p	rindex	rindex_p	cogid	id_ClassicalNahuatl	segment_ClassicalNahuatl	segment_ClassicalNahuatl_L1	segment_ClassicalNahuatl_L2	segment_ClassicalNahuatl_L3	segment_ClassicalNahuatl_R1	segment_ClassicalNahuatl_R2	segment_ClassicalNahuatl_R3	SC_ClassicalNahuatl	SC_ClassicalNahuatl_L1	SC_ClassicalNahuatl_L2	SC_ClassicalNahuatl_L3	SC_ClassicalNahuatl_R1	SC_ClassicalNahuatl_R2	SC_ClassicalNahuatl_R3	PROSODY_ClassicalNahuatl	PROSODY_ClassicalNahuatl_L1	PROSODY_ClassicalNahuatl_L2	PROSODY_ClassicalNahuatl_L3	PROSODY_ClassicalNahuatl_R1	PROSODY_ClassicalNahuatl_R2	PROSODY_ClassicalNahuatl_R3	id_JalupaNahuat	segment_JalupaNahuat	segment_JalupaNahuat_L1	segment_JalupaNahuat_L2	segment_JalupaNahuat_L3	segment_JalupaNahuat_R1	segment_JalupaNahuat_R2	segment_JalupaNahuat_R3	SC_JalupaNahuat	SC_JalupaNahuat_L1	SC_JalupaNahuat_L2	SC_JalupaNahuat_L3	SC_JalupaNahuat_R1	SC_JalupaNahuat_R2	SC_JalupaNahuat_R3	PROSODY_JalupaNahuat	PROSODY_JalupaNahuat_L1	PROSODY_JalupaNahuat_L2	PROSODY_JalupaNahuat_L3	PROSODY_JalupaNahuat_R1	PROSODY_JalupaNahuat_R2	PROSODY_JalupaNahuat_R3	id_MecayapanNahuat	segment_MecayapanNahuat	segment_MecayapanNahuat_L1	segment_MecayapanNahuat_L2	segment_MecayapanNahuat_L3	segment_MecayapanNahuat_R1	segment_MecayapanNahuat_R2	segment_MecayapanNahuat_R3	SC_MecayapanNahuat	SC_MecayapanNahuat_L1	SC_MecayapanNahuat_L2	SC_MecayapanNahuat_L3	SC_MecayapanNahuat_R1	SC_MecayapanNahuat_R2	SC_MecayapanNahuat_R3	PROSODY_MecayapanNahuat	PROSODY_MecayapanNahuat_L1	PROSODY_MecayapanNahuat_L2	PROSODY_MecayapanNahuat_L3	PROSODY_MecayapanNahuat_R1	PROSODY_MecayapanNahuat_R2	PROSODY_MecayapanNahuat_R3	id_NorthPueblaNahuatl	segment_NorthPueblaNahuatl	segment_NorthPueblaNahuatl_L1	segment_NorthPueblaNahuatl_L2	segment_NorthPueblaNahuatl_L3	segment_NorthPueblaNahuatl_R1	segment_NorthPueblaNahuatl_R2	segment_NorthPueblaNahuatl_R3	SC_NorthPueblaNahuatl	SC_NorthPueblaNahuatl_L1	SC_NorthPueblaNahuatl_L2	SC_NorthPueblaNahuatl_L3	SC_NorthPueblaNahuatl_R1	SC_NorthPueblaNahuatl_R2	SC_NorthPueblaNahuatl_R3	PROSODY_NorthPueblaNahuatl	PROSODY_NorthPueblaNahuatl_L1	PROSODY_NorthPueblaNahuatl_L2	PROSODY_NorthPueblaNahuatl_L3	PROSODY_NorthPueblaNahuatl_R1	PROSODY_NorthPueblaNahuatl_R2	PROSODY_NorthPueblaNahuatl_R3	id_PajapanNahuat	segment_PajapanNahuat	segment_PajapanNahuat_L1	segment_PajapanNahuat_L2	segment_PajapanNahuat_L3	segment_PajapanNahuat_R1	segment_PajapanNahuat_R2	segment_PajapanNahuat_R3	SC_PajapanNahuat	SC_PajapanNahuat_L1	SC_PajapanNahuat_L2	SC_PajapanNahuat_L3	SC_PajapanNahuat_R1	SC_PajapanNahuat_R2	SC_PajapanNahuat_R3	PROSODY_PajapanNahuat	PROSODY_PajapanNahuat_L1	PROSODY_PajapanNahuat_L2	PROSODY_PajapanNahuat_L3	PROSODY_PajapanNahuat_R1	PROSODY_PajapanNahuat_R2	PROSODY_PajapanNahuat_R3	id_Pipil	segment_Pipil	segment_Pipil_L1	segment_Pipil_L2	segment_Pipil_L3	segment_Pipil_R1	segment_Pipil_R2	segment_Pipil_R3	SC_Pipil	SC_Pipil_L1	SC_Pipil_L2	SC_Pipil_L3	SC_Pipil_R1	SC_Pipil_R2	SC_Pipil_R3	PROSODY_Pipil	PROSODY_Pipil_L1	PROSODY_Pipil_L2	PROSODY_Pipil_L3	PROSODY_Pipil_R1	PROSODY_Pipil_R2	PROSODY_Pipil_R3	id_Pochutec	segment_Pochutec	segment_Pochutec_L1	segment_Pochutec_L2	segment_Pochutec_L3	segment_Pochutec_R1	segment_Pochutec_R2	segment_Pochutec_R3	SC_Pochutec	SC_Pochutec_L1	SC_Pochutec_L2	SC_Pochutec_L3	SC_Pochutec_R1	SC_Pochutec_R2	SC_Pochutec_R3	PROSODY_Pochutec	PROSODY_Pochutec_L1	PROSODY_Pochutec_L2	PROSODY_Pochutec_L3	PROSODY_Pochutec_R1	PROSODY_Pochutec_R2	PROSODY_Pochutec_R3	id_ProtoAztecan	segment_ProtoAztecan	segment_ProtoAztecan_L1	segment_ProtoAztecan_L2	segment_ProtoAztecan_L3	segment_ProtoAztecan_R1	segment_ProtoAztecan_R2	segment_ProtoAztecan_R3	SC_ProtoAztecan	SC_ProtoAztecan_L1	SC_ProtoAztecan_L2	SC_ProtoAztecan_L3	SC_ProtoAztecan_R1	SC_ProtoAztecan_R2	SC_ProtoAztecan_R3	PROSODY_ProtoAztecan	PROSODY_ProtoAztecan_L1	PROSODY_ProtoAztecan_L2	PROSODY_ProtoAztecan_L3	PROSODY_ProtoAztecan_R1	PROSODY_ProtoAztecan_R2	PROSODY_ProtoAztecan_R3	id_TetelcingoNahuatl	segment_TetelcingoNahuatl	segment_TetelcingoNahuatl_L1	segment_TetelcingoNahuatl_L2	segment_TetelcingoNahuatl_L3	segment_TetelcingoNahuatl_R1	segment_TetelcingoNahuatl_R2	segment_TetelcingoNahuatl_R3	SC_TetelcingoNahuatl	SC_TetelcingoNahuatl_L1	SC_TetelcingoNahuatl_L2	SC_TetelcingoNahuatl_L3	SC_TetelcingoNahuatl_R1	SC_TetelcingoNahuatl_R2	SC_TetelcingoNahuatl_R3	PROSODY_TetelcingoNahuatl	PROSODY_TetelcingoNahuatl_L1	PROSODY_TetelcingoNahuatl_L2	PROSODY_TetelcingoNahuatl_L3	PROSODY_TetelcingoNahuatl_R1	PROSODY_TetelcingoNahuatl_R2	PROSODY_TetelcingoNahuatl_R3
2	0.1429	13	0.9286	296	558	e	n	∅	∅	n	e	-	E	N	∅	∅	N	E	_	7	4	∅	∅	4	7	0	559	eː	n	∅	∅	n	e	p	E	N	∅	∅	N	E	P	7	4	∅	∅	4	7	1																							560	e	n	∅	∅	n	e	p	E	N	∅	∅	N	E	P	7	4	∅	∅	4	7	1	561	e	n	∅	∅	n	e	p	E	N	∅	∅	N	E	P	7	4	∅	∅	4	7	1	562	e	n	∅	∅	n	e	p	E	N	∅	∅	N	E	P	7	4	∅	∅	4	7	1	563	e	n	∅	∅	n	e	p	E	N	∅	∅	N	E	P	7	4	∅	∅	4	7	1	564	ɨ	n	∅	∅	n	ɨ	-	I	N	∅	∅	N	I	_	7	4	∅	∅	4	7	0	565	e	n	∅	∅	n	e	p	E	N	∅	∅	N	E	P	7	4	∅	∅	4	7	1
3	0.2143	12	0.8571	296	558	n	e	n	∅	e	-	-	N	E	N	∅	E	_	_	4	7	4	∅	7	0	0	559	n	eː	n	∅	e	p	i	N	E	N	∅	E	P	I	4	7	4	∅	7	1	7																							560	n	e	n	∅	e	p	i	N	E	N	∅	E	P	I	4	7	4	∅	7	1	7	561	n	e	n	∅	e	p	i	N	E	N	∅	E	P	I	4	7	4	∅	7	1	7	562	n	e	n	∅	e	p	i	N	E	N	∅	E	P	I	4	7	4	∅	7	1	7	563	n	e	n	∅	e	p	i	N	E	N	∅	E	P	I	4	7	4	∅	7	1	7	564	n	ɨ	n	∅	ɨ	-	-	N	I	N	∅	I	_	_	4	7	4	∅	7	0	0	565	n	e	n	∅	e	p	iː	N	E	N	∅	E	P	I	4	7	4	∅	7	1	7
4	0.2857	11	0.7857	296	558	e	n	e	n	-	-	-	E	N	E	N	_	_	_	7	4	7	4	0	0	0	559	e	n	eː	n	p	i	l	E	N	E	N	P	I	L	7	4	7	4	1	7	5																							560	e	n	e	n	p	i	l	E	N	E	N	P	I	L	7	4	7	4	1	7	5	561	e	n	e	n	p	i	l	E	N	E	N	P	I	L	7	4	7	4	1	7	5	562	e	n	e	n	p	i	l	E	N	E	N	P	I	L	7	4	7	4	1	7	5	563	e	n	e	n	p	i	l	E	N	E	N	P	I	L	7	4	7	4	1	7	5	564	ɨ	n	ɨ	n	-	-	-	I	N	I	N	_	_	_	7	4	7	4	0	0	0	565	e	n	e	n	p	iː	l	E	N	E	N	P	I	L	7	4	7	4	1	7	5
5	0.3571	10	0.7143	296	558	-	e	n	e	-	-	+	_	E	N	E	_	_	_	0	7	4	7	0	0	0	559	p	e	n	eː	i	l	-	P	E	N	E	I	L	_	1	7	4	7	7	5	0																							560	p	e	n	e	i	l	-	P	E	N	E	I	L	_	1	7	4	7	7	5	0	561	p	e	n	e	i	l	-	P	E	N	E	I	L	_	1	7	4	7	7	5	0	562	p	e	n	e	i	l	-	P	E	N	E	I	L	_	1	7	4	7	7	5	0	563	p	e	n	e	i	l	-	P	E	N	E	I	L	_	1	7	4	7	7	5	0	564	-	ɨ	n	ɨ	-	-	+	_	I	N	I	_	_	_	0	7	4	7	0	0	0	565	p	e	n	e	iː	l	-	P	E	N	E	I	L	_	1	7	4	7	7	5	0
6	0.4286	9	0.6429	296	558	-	-	e	n	-	+	p	_	_	E	N	_	_	P	0	0	7	4	0	0	1	559	i	p	e	n	l	-	-	I	P	E	N	L	_	_	7	1	7	4	5	0	0																							560	i	p	e	n	l	-	-	I	P	E	N	L	_	_	7	1	7	4	5	0	0	561	i	p	e	n	l	-	-	I	P	E	N	L	_	_	7	1	7	4	5	0	0	562	i	p	e	n	l	-	-	I	P	E	N	L	_	_	7	1	7	4	5	0	0	563	i	p	e	n	l	-	-	I	P	E	N	L	_	_	7	1	7	4	5	0	0	564	-	-	ɨ	n	-	+	p	_	_	I	N	_	_	P	0	0	7	4	0	0	1	565	iː	p	e	n	l	-	-	I	P	E	N	L	_	_	7	1	7	4	5	0	0
7	0.5000	8	0.5714	296	558	-	-	-	e	+	p	i	_	_	_	E	_	P	I	0	0	0	7	0	1	7	559	l	i	p	e	-	-	-	L	I	P	E	_	_	_	5	7	1	7	0	0	0																							560	l	i	p	e	-	-	-	L	I	P	E	_	_	_	5	7	1	7	0	0	0	561	l	i	p	e	-	-	-	L	I	P	E	_	_	_	5	7	1	7	0	0	0	562	l	i	p	e	-	-	-	L	I	P	E	_	_	_	5	7	1	7	0	0	0	563	l	i	p	e	-	-	-	L	I	P	E	_	_	_	5	7	1	7	0	0	0	564	-	-	-	ɨ	+	p	ɨ	_	_	_	I	_	P	I	0	0	0	7	0	1	7	565	l	iː	p	e	-	-	-	L	I	P	E	_	_	_	5	7	1	7	0	0	0
8	0.5714	7	0.5000	296	558	+	-	-	-	p	i	l	_	_	_	_	P	I	L	0	0	0	0	1	7	5	559	-	l	i	p	-	-	-	_	L	I	P	_	_	_	0	5	7	1	0	0	0																							560	-	l	i	p	-	-	-	_	L	I	P	_	_	_	0	5	7	1	0	0	0	561	-	l	i	p	-	-	-	_	L	I	P	_	_	_	0	5	7	1	0	0	0	562	-	l	i	p	-	-	-	_	L	I	P	_	_	_	0	5	7	1	0	0	0	563	-	l	i	p	-	-	-	_	L	I	P	_	_	_	0	5	7	1	0	0	0	564	+	-	-	-	p	ɨ	l	_	_	_	_	P	I	L	0	0	0	0	1	7	5	565	-	l	iː	p	-	-	-	_	L	I	P	_	_	_	0	5	7	1	0	0	0
9	0.6429	6	0.4286	296	558	p	+	-	-	i	l	+	P	_	_	_	I	L	_	1	0	0	0	7	5	0	559	-	-	l	i	-	-	-	_	_	L	I	_	_	_	0	0	5	7	0	0	0																							560	-	-	l	i	-	-	-	_	_	L	I	_	_	_	0	0	5	7	0	0	0	561	-	-	l	i	-	-	-	_	_	L	I	_	_	_	0	0	5	7	0	0	0	562	-	-	l	i	-	-	-	_	_	L	I	_	_	_	0	0	5	7	0	0	0	563	-	-	l	i	-	-	-	_	_	L	I	_	_	_	0	0	5	7	0	0	0	564	p	+	-	-	ɨ	l	-	P	_	_	_	I	L	_	1	0	0	0	7	5	0	565	-	-	l	iː	-	-	-	_	_	L	I	_	_	_	0	0	5	7	0	0	0
10	0.7143	5	0.3571	296	558	i	p	+	-	l	+	l	I	P	_	_	L	_	L	7	1	0	0	5	0	5	559	-	-	-	l	-	-	-	_	_	_	L	_	_	_	0	0	0	5	0	0	0																							560	-	-	-	l	-	-	-	_	_	_	L	_	_	_	0	0	0	5	0	0	0	561	-	-	-	l	-	-	-	_	_	_	L	_	_	_	0	0	0	5	0	0	0	562	-	-	-	l	-	-	-	_	_	_	L	_	_	_	0	0	0	5	0	0	0	563	-	-	-	l	-	-	-	_	_	_	L	_	_	_	0	0	0	5	0	0	0	564	ɨ	p	+	-	l	-	-	I	P	_	_	L	_	_	7	1	0	0	5	0	0	565	-	-	-	l	-	-	-	_	_	_	L	_	_	_	0	0	0	5	0	0	0
11	0.7857	4	0.2857	296	558	l	i	p	+	+	l	i	L	I	P	_	_	L	I	5	7	1	0	0	5	7	559	-	-	-	-	-	-	-	_	_	_	_	_	_	_	0	0	0	0	0	0	0																							560	-	-	-	-	-	-	-	_	_	_	_	_	_	_	0	0	0	0	0	0	0	561	-	-	-	-	-	-	-	_	_	_	_	_	_	_	0	0	0	0	0	0	0	562	-	-	-	-	-	-	-	_	_	_	_	_	_	_	0	0	0	0	0	0	0	563	-	-	-	-	-	-	-	_	_	_	_	_	_	_	0	0	0	0	0	0	0	564	l	ɨ	p	+	-	-	-	L	I	P	_	_	_	_	5	7	1	0	0	0	0	565	-	-	-	-	-	-	-	_	_	_	_	_	_	_	0	0	0	0	0	0	0
12	0.8571	3	0.2143	296	558	+	l	i	p	l	i	∅	_	L	I	P	L	I	∅	0	5	7	1	5	7	∅	559	-	-	-	-	-	-	∅	_	_	_	_	_	_	∅	0	0	0	0	0	0	∅																							560	-	-	-	-	-	-	∅	_	_	_	_	_	_	∅	0	0	0	0	0	0	∅	561	-	-	-	-	-	-	∅	_	_	_	_	_	_	∅	0	0	0	0	0	0	∅	562	-	-	-	-	-	-	∅	_	_	_	_	_	_	∅	0	0	0	0	0	0	∅	563	-	-	-	-	-	-	∅	_	_	_	_	_	_	∅	0	0	0	0	0	0	∅	564	-	l	ɨ	p	-	-	∅	_	L	I	P	_	_	∅	0	5	7	1	0	0	∅	565	-	-	-	-	-	-	∅	_	_	_	_	_	_	∅	0	0	0	0	0	0	∅
13	0.9286	2	0.1429	296	558	l	+	l	i	i	∅	∅	L	_	L	I	I	∅	∅	5	0	5	7	7	∅	∅	559	-	-	-	-	-	∅	∅	_	_	_	_	_	∅	∅	0	0	0	0	0	∅	∅																							560	-	-	-	-	-	∅	∅	_	_	_	_	_	∅	∅	0	0	0	0	0	∅	∅	561	-	-	-	-	-	∅	∅	_	_	_	_	_	∅	∅	0	0	0	0	0	∅	∅	562	-	-	-	-	-	∅	∅	_	_	_	_	_	∅	∅	0	0	0	0	0	∅	∅	563	-	-	-	-	-	∅	∅	_	_	_	_	_	∅	∅	0	0	0	0	0	∅	∅	564	-	-	l	ɨ	-	∅	∅	_	_	L	I	_	∅	∅	0	0	5	7	0	∅	∅	565	-	-	-	-	-	∅	∅	_	_	_	_	_	∅	∅	0	0	0	0	0	∅	∅
14	1.0000	1	0.0714	296	558	i	l	+	l	∅	∅	∅	I	L	_	L	∅	∅	∅	7	5	0	5	∅	∅	∅	559	-	-	-	-	∅	∅	∅	_	_	_	_	∅	∅	∅	0	0	0	0	∅	∅	∅																							560	-	-	-	-	∅	∅	∅	_	_	_	_	∅	∅	∅	0	0	0	0	∅	∅	∅	561	-	-	-	-	∅	∅	∅	_	_	_	_	∅	∅	∅	0	0	0	0	∅	∅	∅	562	-	-	-	-	∅	∅	∅	_	_	_	_	∅	∅	∅	0	0	0	0	∅	∅	∅	563	-	-	-	-	∅	∅	∅	_	_	_	_	∅	∅	∅	0	0	0	0	∅	∅	∅	564	-	-	-	l	∅	∅	∅	_	_	_	L	∅	∅	∅	0	0	0	5	∅	∅	∅	565	-	-	-	-	∅	∅	∅	_	_	_	_	∅	∅	∅	0	0	0	0	∅	∅	∅
1	0.1429	7	1.0000	313	566	tɬ	∅	∅	∅	a	n	+	T	∅	∅	∅	A	N	_	1	∅	∅	∅	7	4	0	567	t	∅	∅	∅	aː	n	-	T	∅	∅	∅	A	N	_	1	∅	∅	∅	7	4	0	568	t	∅	∅	∅	a	n	+	T	∅	∅	∅	A	N	_	1	∅	∅	∅	7	4	0	569	tɬ	∅	∅	∅	a	n	-	T	∅	∅	∅	A	N	_	1	∅	∅	∅	7	4	0	570	t	∅	∅	∅	a	n	-	T	∅	∅	∅	A	N	_	1	∅	∅	∅	7	4	0	571	t	∅	∅	∅	a	n	-	T	∅	∅	∅	A	N	_	1	∅	∅	∅	7	4	0																							572	tɬ	∅	∅	∅	a	n	-	T	∅	∅	∅	A	N	_	1	∅	∅	∅	7	4	0	573	tɬ	∅	∅	∅	a	n	+	T	∅	∅	∅	A	N	_	1	∅	∅	∅	7	4	0
2	0.2857	6	0.8571	313	566	a	tɬ	∅	∅	n	+	tɬ	A	T	∅	∅	N	_	T	7	1	∅	∅	4	0	1	567	aː	t	∅	∅	n	-	-	A	T	∅	∅	N	_	_	7	1	∅	∅	4	0	0	568	a	t	∅	∅	n	+	t	A	T	∅	∅	N	_	T	7	1	∅	∅	4	0	1	569	a	tɬ	∅	∅	n	-	-	A	T	∅	∅	N	_	_	7	1	∅	∅	4	0	0	570	a	t	∅	∅	n	-	-	A	T	∅	∅	N	_	_	7	1	∅	∅	4	0	0	571	a	t	∅	∅	n	-	-	A	T	∅	∅	N	_	_	7	1	∅	∅	4	0	0																							572	a	tɬ	∅	∅	n	-	-	A	T	∅	∅	N	_	_	7	1	∅	∅	4	0	0	573	a	tɬ	∅	∅	n	+	k	A	T	∅	∅	N	_	K	7	1	∅	∅	4	0	1
3	0.4286	5	0.7143	313	566	n	a	tɬ	∅	+	tɬ	i	N	A	T	∅	_	T	I	4	7	1	∅	0	1	7	567	n	aː	t	∅	-	-	-	N	A	T	∅	_	_	_	4	7	1	∅	0	0	0	568	n	a	t	∅	+	t	i	N	A	T	∅	_	T	I	4	7	1	∅	0	1	7	569	n	a	tɬ	∅	-	-	-	N	A	T	∅	_	_	_	4	7	1	∅	0	0	0	570	n	a	t	∅	-	-	-	N	A	T	∅	_	_	_	4	7	1	∅	0	0	0	571	n	a	t	∅	-	-	-	N	A	T	∅	_	_	_	4	7	1	∅	0	0	0																							572	n	a	tɬ	∅	-	-	-	N	A	T	∅	_	_	_	4	7	1	∅	0	0	0	573	n	a	tɬ	∅	+	k	o	N	A	T	∅	_	K	U	4	7	1	∅	0	1	7
4	0.5714	4	0.5714	313	566	+	n	a	tɬ	tɬ	i	-	_	N	A	T	T	I	_	0	4	7	1	1	7	0	567	-	n	aː	t	-	-	-	_	N	A	T	_	_	_	0	4	7	1	0	0	0	568	+	n	a	t	t	i	-	_	N	A	T	T	I	_	0	4	7	1	1	7	0	569	-	n	a	tɬ	-	-	-	_	N	A	T	_	_	_	0	4	7	1	0	0	0	570	-	n	a	t	-	-	-	_	N	A	T	_	_	_	0	4	7	1	0	0	0	571	-	n	a	t	-	-	-	_	N	A	T	_	_	_	0	4	7	1	0	0	0																							572	-	n	a	tɬ	-	-	-	_	N	A	T	_	_	_	0	4	7	1	0	0	0	573	+	n	a	tɬ	k	o	tʃ	_	N	A	T	K	U	T	0	4	7	1	1	7	1
5	0.7143	3	0.4286	313	566	tɬ	+	n	a	i	-	∅	T	_	N	A	I	_	∅	1	0	4	7	7	0	∅	567	-	-	n	aː	-	-	∅	_	_	N	A	_	_	∅	0	0	4	7	0	0	∅	568	t	+	n	a	i	-	∅	T	_	N	A	I	_	∅	1	0	4	7	7	0	∅	569	-	-	n	a	-	-	∅	_	_	N	A	_	_	∅	0	0	4	7	0	0	∅	570	-	-	n	a	-	-	∅	_	_	N	A	_	_	∅	0	0	4	7	0	0	∅	571	-	-	n	a	-	-	∅	_	_	N	A	_	_	∅	0	0	4	7	0	0	∅																							572	-	-	n	a	-	-	∅	_	_	N	A	_	_	∅	0	0	4	7	0	0	∅	573	k	+	n	a	o	tʃ	∅	K	_	N	A	U	T	∅	1	0	4	7	7	1	∅
6	0.8571	2	0.2857	313	566	i	tɬ	+	n	-	∅	∅	I	T	_	N	_	∅	∅	7	1	0	4	0	∅	∅	567	-	-	-	n	-	∅	∅	_	_	_	N	_	∅	∅	0	0	0	4	0	∅	∅	568	i	t	+	n	-	∅	∅	I	T	_	N	_	∅	∅	7	1	0	4	0	∅	∅	569	-	-	-	n	-	∅	∅	_	_	_	N	_	∅	∅	0	0	0	4	0	∅	∅	570	-	-	-	n	-	∅	∅	_	_	_	N	_	∅	∅	0	0	0	4	0	∅	∅	571	-	-	-	n	-	∅	∅	_	_	_	N	_	∅	∅	0	0	0	4	0	∅	∅																							572	-	-	-	n	-	∅	∅	_	_	_	N	_	∅	∅	0	0	0	4	0	∅	∅	573	o	k	+	n	tʃ	∅	∅	U	K	_	N	T	∅	∅	7	1	0	4	1	∅	∅
7	1.0000	1	0.1429	313	566	-	i	tɬ	+	∅	∅	∅	_	I	T	_	∅	∅	∅	0	7	1	0	∅	∅	∅	567	-	-	-	-	∅	∅	∅	_	_	_	_	∅	∅	∅	0	0	0	0	∅	∅	∅	568	-	i	t	+	∅	∅	∅	_	I	T	_	∅	∅	∅	0	7	1	0	∅	∅	∅	569	-	-	-	-	∅	∅	∅	_	_	_	_	∅	∅	∅	0	0	0	0	∅	∅	∅	570	-	-	-	-	∅	∅	∅	_	_	_	_	∅	∅	∅	0	0	0	0	∅	∅	∅	571	-	-	-	-	∅	∅	∅	_	_	_	_	∅	∅	∅	0	0	0	0	∅	∅	∅																							572	-	-	-	-	∅	∅	∅	_	_	_	_	∅	∅	∅	0	0	0	0	∅	∅	∅	573	tʃ	o	k	+	∅	∅	∅	T	U	K	_	∅	∅	∅	1	7	1	0	∅	∅	∅
1	0.1000	10	1.0000	314	574	k	∅	∅	∅	w	a	w	K	∅	∅	∅	W	A	W	1	∅	∅	∅	6	7	6	575	k	∅	∅	∅	-	o	-	K	∅	∅	∅	_	U	_	1	∅	∅	∅	0	7	0	576	k	∅	∅	∅	w	a	w	K	∅	∅	∅	W	A	W	1	∅	∅	∅	6	7	6	577	k	∅	∅	∅	-	o	w	K	∅	∅	∅	_	U	W	1	∅	∅	∅	0	7	6	578	b	∅	∅	∅	-	a	w	P	∅	∅	∅	_	A	W	1	∅	∅	∅	0	7	6	579	k	∅	∅	∅	w	a	w	K	∅	∅	∅	W	A	W	1	∅	∅	∅	6	7	6	580	k	∅	∅	∅	w	a	g	K	∅	∅	∅	W	A	K	1	∅	∅	∅	6	7	1	581	k	∅	∅	∅	w	a	-	K	∅	∅	∅	W	A	_	1	∅	∅	∅	6	7	0	582	k	∅	∅	∅	w	a	b	K	∅	∅	∅	W	A	P	1	∅	∅	∅	6	7	1
2	0.2000	9	0.9000	314	574	w	k	∅	∅	a	w	-	W	K	∅	∅	A	W	_	6	1	∅	∅	7	6	0	575	-	k	∅	∅	o	-	i	_	K	∅	∅	U	_	I	0	1	∅	∅	7	0	7	576	w	k	∅	∅	a	w	i	W	K	∅	∅	A	W	I	6	1	∅	∅	7	6	7	577	-	k	∅	∅	o	w	i	_	K	∅	∅	U	W	I	0	1	∅	∅	7	6	7	578	-	b	∅	∅	a	w	i	_	P	∅	∅	A	W	I	0	1	∅	∅	7	6	7	579	w	k	∅	∅	a	w	i	W	K	∅	∅	A	W	I	6	1	∅	∅	7	6	7	580	w	k	∅	∅	a	g	u	W	K	∅	∅	A	K	Y	6	1	∅	∅	7	1	7	581	w	k	∅	∅	a	-	-	W	K	∅	∅	A	_	_	6	1	∅	∅	7	0	0	582	w	k	∅	∅	a	b	iː	W	K	∅	∅	A	P	I	6	1	∅	∅	7	1	7
3	0.3000	8	0.8000	314	574	a	w	k	∅	w	-	+	A	W	K	∅	W	_	_	7	6	1	∅	6	0	0	575	o	-	k	∅	-	i	+	U	_	K	∅	_	I	_	7	0	1	∅	0	7	0	576	a	w	k	∅	w	i	+	A	W	K	∅	W	I	_	7	6	1	∅	6	7	0	577	o	-	k	∅	w	i	+	U	_	K	∅	W	I	_	7	0	1	∅	6	7	0	578	a	-	b	∅	w	i	+	A	_	P	∅	W	I	_	7	0	1	∅	6	7	0	579	a	w	k	∅	w	i	+	A	W	K	∅	W	I	_	7	6	1	∅	6	7	0	580	a	w	k	∅	g	u	+	A	W	K	∅	K	Y	_	7	6	1	∅	1	7	0	581	a	w	k	∅	-	-	+	A	W	K	∅	_	_	_	7	6	1	∅	0	0	0	582	a	w	k	∅	b	iː	+	A	W	K	∅	P	I	_	7	6	1	∅	1	7	0
4	0.4000	7	0.7000	314	574	w	a	w	k	-	+	-	W	A	W	K	_	_	_	6	7	6	1	0	0	0	575	-	o	-	k	i	+	-	_	U	_	K	I	_	_	0	7	0	1	7	0	0	576	w	a	w	k	i	+	-	W	A	W	K	I	_	_	6	7	6	1	7	0	0	577	w	o	-	k	i	+	-	W	U	_	K	I	_	_	6	7	0	1	7	0	0	578	w	a	-	b	i	+	-	W	A	_	P	I	_	_	6	7	0	1	7	0	0	579	w	a	w	k	i	+	-	W	A	W	K	I	_	_	6	7	6	1	7	0	0	580	g	a	w	k	u	+	-	K	A	W	K	Y	_	_	1	7	6	1	7	0	0	581	-	a	w	k	-	+	w	_	A	W	K	_	_	W	0	7	6	1	0	0	6	582	b	a	w	k	iː	+	-	P	A	W	K	I	_	_	1	7	6	1	7	0	0
5	0.5000	6	0.6000	314	574	-	w	a	w	+	-	-	_	W	A	W	_	_	_	0	6	7	6	0	0	0	575	i	-	o	-	+	-	-	I	_	U	_	_	_	_	7	0	7	0	0	0	0	576	i	w	a	w	+	-	-	I	W	A	W	_	_	_	7	6	7	6	0	0	0	577	i	w	o	-	+	-	-	I	W	U	_	_	_	_	7	6	7	0	0	0	0	578	i	w	a	-	+	-	-	I	W	A	_	_	_	_	7	6	7	0	0	0	0	579	i	w	a	w	+	-	-	I	W	A	W	_	_	_	7	6	7	6	0	0	0	580	u	g	a	w	+	-	-	Y	K	A	W	_	_	_	7	1	7	6	0	0	0	581	-	-	a	w	+	w	ɨ	_	_	A	W	_	W	I	0	0	7	6	0	6	7	582	iː	b	a	w	+	-	-	I	P	A	W	_	_	_	7	1	7	6	0	0	0
6	0.6000	5	0.5000	314	574	+	-	w	a	-	-	-	_	_	W	A	_	_	_	0	0	6	7	0	0	0	575	+	i	-	o	-	-	-	_	I	_	U	_	_	_	0	7	0	7	0	0	0	576	+	i	w	a	-	-	-	_	I	W	A	_	_	_	0	7	6	7	0	0	0	577	+	i	w	o	-	-	-	_	I	W	U	_	_	_	0	7	6	7	0	0	0	578	+	i	w	a	-	-	-	_	I	W	A	_	_	_	0	7	6	7	0	0	0	579	+	i	w	a	-	-	-	_	I	W	A	_	_	_	0	7	6	7	0	0	0	580	+	u	g	a	-	-	-	_	Y	K	A	_	_	_	0	7	1	7	0	0	0	581	+	-	-	a	w	ɨ	+	_	_	_	A	W	I	_	0	0	0	7	6	7	0	582	+	iː	b	a	-	-	-	_	I	P	A	_	_	_	0	7	1	7	0	0	0
