index	index_p	rindex	rindex_p	cogid	id_ClassicalNahuatl	segment_ClassicalNahuatl	segment_ClassicalNahuatl_L1	segment_ClassicalNahuatl_L2	segment_ClassicalNahuatl_L3	segment_ClassicalNahuatl_R1	segment_ClassicalNahuatl_R2	segment_ClassicalNahuatl_R3	SC_ClassicalNahuatl	SC_ClassicalNahuatl_L1	SC_ClassicalNahuatl_L2	SC_ClassicalNahuatl_L3	SC_ClassicalNahuatl_R1	SC_ClassicalNahuatl_R2	SC_ClassicalNahuatl_R3	PROSODY_ClassicalNahuatl	PROSODY_ClassicalNahuatl_L1	PROSODY_ClassicalNahuatl_L2	PROSODY_ClassicalNahuatl_L3	PROSODY_ClassicalNahuatl_R1	PROSODY_ClassicalNahuatl_R2	PROSODY_ClassicalNahuatl_R3	id_JalupaNahuat	segment_JalupaNahuat	segment_JalupaNahuat_L1	segment_JalupaNahuat_L2	segment_JalupaNahuat_L3	segment_JalupaNahuat_R1	segment_JalupaNahuat_R2	segment_JalupaNahuat_R3	SC_JalupaNahuat	SC_JalupaNahuat_L1	SC_JalupaNahuat_L2	SC_JalupaNahuat_L3	SC_JalupaNahuat_R1	SC_JalupaNahuat_R2	SC_JalupaNahuat_R3	PROSODY_JalupaNahuat	PROSODY_JalupaNahuat_L1	PROSODY_JalupaNahuat_L2	PROSODY_JalupaNahuat_L3	PROSODY_JalupaNahuat_R1	PROSODY_JalupaNahuat_R2	PROSODY_JalupaNahuat_R3	id_MecayapanNahuat	segment_MecayapanNahuat	segment_MecayapanNahuat_L1	segment_MecayapanNahuat_L2	segment_MecayapanNahuat_L3	segment_MecayapanNahuat_R1	segment_MecayapanNahuat_R2	segment_MecayapanNahuat_R3	SC_MecayapanNahuat	SC_MecayapanNahuat_L1	SC_MecayapanNahuat_L2	SC_MecayapanNahuat_L3	SC_MecayapanNahuat_R1	SC_MecayapanNahuat_R2	SC_MecayapanNahuat_R3	PROSODY_MecayapanNahuat	PROSODY_MecayapanNahuat_L1	PROSODY_MecayapanNahuat_L2	PROSODY_MecayapanNahuat_L3	PROSODY_MecayapanNahuat_R1	PROSODY_MecayapanNahuat_R2	PROSODY_MecayapanNahuat_R3	id_NorthPueblaNahuatl	segment_NorthPueblaNahuatl	segment_NorthPueblaNahuatl_L1	segment_NorthPueblaNahuatl_L2	segment_NorthPueblaNahuatl_L3	segment_NorthPueblaNahuatl_R1	segment_NorthPueblaNahuatl_R2	segment_NorthPueblaNahuatl_R3	SC_NorthPueblaNahuatl	SC_NorthPueblaNahuatl_L1	SC_NorthPueblaNahuatl_L2	SC_NorthPueblaNahuatl_L3	SC_NorthPueblaNahuatl_R1	SC_NorthPueblaNahuatl_R2	SC_NorthPueblaNahuatl_R3	PROSODY_NorthPueblaNahuatl	PROSODY_NorthPueblaNahuatl_L1	PROSODY_NorthPueblaNahuatl_L2	PROSODY_NorthPueblaNahuatl_L3	PROSODY_NorthPueblaNahuatl_R1	PROSODY_NorthPueblaNahuatl_R2	PROSODY_NorthPueblaNahuatl_R3	id_PajapanNahuat	segment_PajapanNahuat	segment_PajapanNahuat_L1	segment_PajapanNahuat_L2	segment_PajapanNahuat_L3	segment_PajapanNahuat_R1	segment_PajapanNahuat_R2	segment_PajapanNahuat_R3	SC_PajapanNahuat	SC_PajapanNahuat_L1	SC_PajapanNahuat_L2	SC_PajapanNahuat_L3	SC_PajapanNahuat_R1	SC_PajapanNahuat_R2	SC_PajapanNahuat_R3	PROSODY_PajapanNahuat	PROSODY_PajapanNahuat_L1	PROSODY_PajapanNahuat_L2	PROSODY_PajapanNahuat_L3	PROSODY_PajapanNahuat_R1	PROSODY_PajapanNahuat_R2	PROSODY_PajapanNahuat_R3	id_Pipil	segment_Pipil	segment_Pipil_L1	segment_Pipil_L2	segment_Pipil_L3	segment_Pipil_R1	segment_Pipil_R2	segment_Pipil_R3	SC_Pipil	SC_Pipil_L1	SC_Pipil_L2	SC_Pipil_L3	SC_Pipil_R1	SC_Pipil_R2	SC_Pipil_R3	PROSODY_Pipil	PROSODY_Pipil_L1	PROSODY_Pipil_L2	PROSODY_Pipil_L3	PROSODY_Pipil_R1	PROSODY_Pipil_R2	PROSODY_Pipil_R3	id_Pochutec	segment_Pochutec	segment_Pochutec_L1	segment_Pochutec_L2	segment_Pochutec_L3	segment_Pochutec_R1	segment_Pochutec_R2	segment_Pochutec_R3	SC_Pochutec	SC_Pochutec_L1	SC_Pochutec_L2	SC_Pochutec_L3	SC_Pochutec_R1	SC_Pochutec_R2	SC_Pochutec_R3	PROSODY_Pochutec	PROSODY_Pochutec_L1	PROSODY_Pochutec_L2	PROSODY_Pochutec_L3	PROSODY_Pochutec_R1	PROSODY_Pochutec_R2	PROSODY_Pochutec_R3	id_ProtoAztecan	segment_ProtoAztecan	segment_ProtoAztecan_L1	segment_ProtoAztecan_L2	segment_ProtoAztecan_L3	segment_ProtoAztecan_R1	segment_ProtoAztecan_R2	segment_ProtoAztecan_R3	SC_ProtoAztecan	SC_ProtoAztecan_L1	SC_ProtoAztecan_L2	SC_ProtoAztecan_L3	SC_ProtoAztecan_R1	SC_ProtoAztecan_R2	SC_ProtoAztecan_R3	PROSODY_ProtoAztecan	PROSODY_ProtoAztecan_L1	PROSODY_ProtoAztecan_L2	PROSODY_ProtoAztecan_L3	PROSODY_ProtoAztecan_R1	PROSODY_ProtoAztecan_R2	PROSODY_ProtoAztecan_R3	id_TetelcingoNahuatl	segment_TetelcingoNahuatl	segment_TetelcingoNahuatl_L1	segment_TetelcingoNahuatl_L2	segment_TetelcingoNahuatl_L3	segment_TetelcingoNahuatl_R1	segment_TetelcingoNahuatl_R2	segment_TetelcingoNahuatl_R3	SC_TetelcingoNahuatl	SC_TetelcingoNahuatl_L1	SC_TetelcingoNahuatl_L2	SC_TetelcingoNahuatl_L3	SC_TetelcingoNahuatl_R1	SC_TetelcingoNahuatl_R2	SC_TetelcingoNahuatl_R3	PROSODY_TetelcingoNahuatl	PROSODY_TetelcingoNahuatl_L1	PROSODY_TetelcingoNahuatl_L2	PROSODY_TetelcingoNahuatl_L3	PROSODY_TetelcingoNahuatl_R1	PROSODY_TetelcingoNahuatl_R2	PROSODY_TetelcingoNahuatl_R3
9	0.8182	3	0.2727	224	196	k	i	t	+	-	-	∅	K	I	T	_	_	_	∅	1	7	1	0	0	0	∅																							197	ʔ	i	t	+	-	-	∅	H	I	T	_	_	_	∅	1	7	1	0	0	0	∅	198	k	i	t	+	-	-	∅	K	I	T	_	_	_	∅	1	7	1	0	0	0	∅																							199	h	a	n	+	-	-	∅	H	A	N	_	_	_	∅	3	7	4	0	0	0	∅																							200	-	ɨ	t	+	+	k	∅	_	I	T	_	_	K	∅	0	7	1	0	0	1	∅	201	k	iː	t	+	-	-	∅	K	I	T	_	_	_	∅	1	7	1	0	0	0	∅
10	0.9091	2	0.1818	224	196	-	k	i	t	-	∅	∅	_	K	I	T	_	∅	∅	0	1	7	1	0	∅	∅																							197	-	ʔ	i	t	-	∅	∅	_	H	I	T	_	∅	∅	0	1	7	1	0	∅	∅	198	-	k	i	t	-	∅	∅	_	K	I	T	_	∅	∅	0	1	7	1	0	∅	∅																							199	-	h	a	n	-	∅	∅	_	H	A	N	_	∅	∅	0	3	7	4	0	∅	∅																							200	+	-	ɨ	t	k	∅	∅	_	_	I	T	K	∅	∅	0	0	7	1	1	∅	∅	201	-	k	iː	t	-	∅	∅	_	K	I	T	_	∅	∅	0	1	7	1	0	∅	∅
11	1.0000	1	0.0909	224	196	-	-	k	i	∅	∅	∅	_	_	K	I	∅	∅	∅	0	0	1	7	∅	∅	∅																							197	-	-	ʔ	i	∅	∅	∅	_	_	H	I	∅	∅	∅	0	0	1	7	∅	∅	∅	198	-	-	k	i	∅	∅	∅	_	_	K	I	∅	∅	∅	0	0	1	7	∅	∅	∅																							199	-	-	h	a	∅	∅	∅	_	_	H	A	∅	∅	∅	0	0	3	7	∅	∅	∅																							200	k	+	-	ɨ	∅	∅	∅	K	_	_	I	∅	∅	∅	1	0	0	7	∅	∅	∅	201	-	-	k	iː	∅	∅	∅	_	_	K	I	∅	∅	∅	0	0	1	7	∅	∅	∅
1	0.1429	7	1.0000	228	202	-	∅	∅	∅	-	-	ʔ	_	∅	∅	∅	_	_	H	0	∅	∅	∅	0	0	1																							203	k	∅	∅	∅	+	i	h	K	∅	∅	∅	_	I	H	1	∅	∅	∅	0	7	3	204	-	∅	∅	∅	-	i	h	_	∅	∅	∅	_	I	H	0	∅	∅	∅	0	7	3	205	-	∅	∅	∅	-	i	h	_	∅	∅	∅	_	I	H	0	∅	∅	∅	0	7	3																																																																			206	-	∅	∅	∅	-	-	-	_	∅	∅	∅	_	_	_	0	∅	∅	∅	0	0	0
2	0.2857	6	0.8571	228	202	-	-	∅	∅	-	ʔ	t	_	_	∅	∅	_	H	T	0	0	∅	∅	0	1	1																							203	+	k	∅	∅	i	h	t	_	K	∅	∅	I	H	T	0	1	∅	∅	7	3	1	204	-	-	∅	∅	i	h	t	_	_	∅	∅	I	H	T	0	0	∅	∅	7	3	1	205	-	-	∅	∅	i	h	t	_	_	∅	∅	I	H	T	0	0	∅	∅	7	3	1																																																																			206	-	-	∅	∅	-	-	ʰt	_	_	∅	∅	_	_	T	0	0	∅	∅	0	0	1
3	0.4286	5	0.7143	228	202	-	-	-	∅	ʔ	t	o	_	_	_	∅	H	T	U	0	0	0	∅	1	1	7																							203	i	+	k	∅	h	t	o	I	_	K	∅	H	T	U	7	0	1	∅	3	1	7	204	i	-	-	∅	h	t	o	I	_	_	∅	H	T	U	7	0	0	∅	3	1	7	205	i	-	-	∅	h	t	o	I	_	_	∅	H	T	U	7	0	0	∅	3	1	7																																																																			206	-	-	-	∅	-	ʰt	o	_	_	_	∅	_	T	U	0	0	0	∅	0	1	7
4	0.5714	4	0.5714	228	202	ʔ	-	-	-	t	o	aː	H	_	_	_	T	U	A	1	0	0	0	1	7	7																							203	h	i	+	k	t	o	a	H	I	_	K	T	U	A	3	7	0	1	1	7	7	204	h	i	-	-	t	o	a	H	I	_	_	T	U	A	3	7	0	0	1	7	7	205	h	i	-	-	t	o	a	H	I	_	_	T	U	A	3	7	0	0	1	7	7																																																																			206	-	-	-	-	ʰt	o	a	_	_	_	_	T	U	A	0	0	0	0	1	7	7
5	0.7143	3	0.4286	228	202	t	ʔ	-	-	o	aː	∅	T	H	_	_	U	A	∅	1	1	0	0	7	7	∅																							203	t	h	i	+	o	a	∅	T	H	I	_	U	A	∅	1	3	7	0	7	7	∅	204	t	h	i	-	o	a	∅	T	H	I	_	U	A	∅	1	3	7	0	7	7	∅	205	t	h	i	-	o	a	∅	T	H	I	_	U	A	∅	1	3	7	0	7	7	∅																																																																			206	ʰt	-	-	-	o	a	∅	T	_	_	_	U	A	∅	1	0	0	0	7	7	∅
6	0.8571	2	0.2857	228	202	o	t	ʔ	-	aː	∅	∅	U	T	H	_	A	∅	∅	7	1	1	0	7	∅	∅																							203	o	t	h	i	a	∅	∅	U	T	H	I	A	∅	∅	7	1	3	7	7	∅	∅	204	o	t	h	i	a	∅	∅	U	T	H	I	A	∅	∅	7	1	3	7	7	∅	∅	205	o	t	h	i	a	∅	∅	U	T	H	I	A	∅	∅	7	1	3	7	7	∅	∅																																																																			206	o	ʰt	-	-	a	∅	∅	U	T	_	_	A	∅	∅	7	1	0	0	7	∅	∅
7	1.0000	1	0.1429	228	202	aː	o	t	ʔ	∅	∅	∅	A	U	T	H	∅	∅	∅	7	7	1	1	∅	∅	∅																							203	a	o	t	h	∅	∅	∅	A	U	T	H	∅	∅	∅	7	7	1	3	∅	∅	∅	204	a	o	t	h	∅	∅	∅	A	U	T	H	∅	∅	∅	7	7	1	3	∅	∅	∅	205	a	o	t	h	∅	∅	∅	A	U	T	H	∅	∅	∅	7	7	1	3	∅	∅	∅																																																																			206	a	o	ʰt	-	∅	∅	∅	A	U	T	_	∅	∅	∅	7	7	1	0	∅	∅	∅
1	0.1667	6	1.0000	229																							207	i	∅	∅	∅	h	l	-	I	∅	∅	∅	H	L	_	7	∅	∅	∅	3	5	0																																																																			208	i	∅	∅	∅	-	l	w	I	∅	∅	∅	_	L	W	7	∅	∅	∅	0	5	6																																																																		
2	0.3333	5	0.8333	229																							207	h	i	∅	∅	l	-	i	H	I	∅	∅	L	_	I	3	7	∅	∅	5	0	7																																																																			208	-	i	∅	∅	l	w	i	_	I	∅	∅	L	W	I	0	7	∅	∅	5	6	7																																																																		
3	0.5000	4	0.6667	229																							207	l	h	i	∅	-	i	-	L	H	I	∅	_	I	_	5	3	7	∅	0	7	0																																																																			208	l	-	i	∅	w	i	a	L	_	I	∅	W	I	A	5	0	7	∅	6	7	7																																																																		
4	0.6667	3	0.5000	229																							207	-	l	h	i	i	-	∅	_	L	H	I	I	_	∅	0	5	3	7	7	0	∅																																																																			208	w	l	-	i	i	a	∅	W	L	_	I	I	A	∅	6	5	0	7	7	7	∅																																																																		
5	0.8333	2	0.3333	229																							207	i	-	l	h	-	∅	∅	I	_	L	H	_	∅	∅	7	0	5	3	0	∅	∅																																																																			208	i	w	l	-	a	∅	∅	I	W	L	_	A	∅	∅	7	6	5	0	7	∅	∅																																																																		
6	1.0000	1	0.1667	229																							207	-	i	-	l	∅	∅	∅	_	I	_	L	∅	∅	∅	0	7	0	5	∅	∅	∅																																																																			208	a	i	w	l	∅	∅	∅	A	I	W	L	∅	∅	∅	7	7	6	5	∅	∅	∅																																																																		
1	0.0909	11	1.0000	232	209	-	∅	∅	∅	-	-	-	_	∅	∅	∅	_	_	_	0	∅	∅	∅	0	0	0																																													210	-	∅	∅	∅	-	-	-	_	∅	∅	∅	_	_	_	0	∅	∅	∅	0	0	0																																													211	-	∅	∅	∅	-	-	-	_	∅	∅	∅	_	_	_	0	∅	∅	∅	0	0	0	212	-	∅	∅	∅	-	-	-	_	∅	∅	∅	_	_	_	0	∅	∅	∅	0	0	0	213	x	∅	∅	∅	iː	n	+	G	∅	∅	∅	I	N	_	3	∅	∅	∅	7	4	0
2	0.1818	10	0.9091	232	209	-	-	∅	∅	-	-	a	_	_	∅	∅	_	_	A	0	0	∅	∅	0	0	7																																													210	-	-	∅	∅	-	-	a	_	_	∅	∅	_	_	A	0	0	∅	∅	0	0	7																																													211	-	-	∅	∅	-	-	a	_	_	∅	∅	_	_	A	0	0	∅	∅	0	0	7	212	-	-	∅	∅	-	-	aː	_	_	∅	∅	_	_	A	0	0	∅	∅	0	0	7	213	iː	x	∅	∅	n	+	ø	I	G	∅	∅	N	_	U	7	3	∅	∅	4	0	7
3	0.2727	9	0.8182	232	209	-	-	-	∅	-	a	tʃ	_	_	_	∅	_	A	T	0	0	0	∅	0	7	1																																													210	-	-	-	∅	-	a	tʃ	_	_	_	∅	_	A	T	0	0	0	∅	0	7	1																																													211	-	-	-	∅	-	a	-	_	_	_	∅	_	A	_	0	0	0	∅	0	7	0	212	-	-	-	∅	-	aː	tʃ	_	_	_	∅	_	A	T	0	0	0	∅	0	7	1	213	n	iː	x	∅	+	ø	tʃ	N	I	G	∅	_	U	T	4	7	3	∅	0	7	1
4	0.3636	8	0.7273	232	209	-	-	-	-	a	tʃ	-	_	_	_	_	A	T	_	0	0	0	0	7	1	0																																													210	-	-	-	-	a	tʃ	tɬ	_	_	_	_	A	T	T	0	0	0	0	7	1	1																																													211	-	-	-	-	a	-	x	_	_	_	_	A	_	G	0	0	0	0	7	0	3	212	-	-	-	-	aː	tʃ	-	_	_	_	_	A	T	_	0	0	0	0	7	1	0	213	+	n	iː	x	ø	tʃ	-	_	N	I	G	U	T	_	0	4	7	3	7	1	0
5	0.4545	7	0.6364	232	209	a	-	-	-	tʃ	-	-	A	_	_	_	T	_	_	7	0	0	0	1	0	0																																													210	a	-	-	-	tʃ	tɬ	i	A	_	_	_	T	T	I	7	0	0	0	1	1	7																																													211	a	-	-	-	-	x	-	A	_	_	_	_	G	_	7	0	0	0	0	3	0	212	aː	-	-	-	tʃ	-	-	A	_	_	_	T	_	_	7	0	0	0	1	0	0	213	ø	+	n	iː	tʃ	-	-	U	_	N	I	T	_	_	7	0	4	7	1	0	0
6	0.5455	6	0.5455	232	209	tʃ	a	-	-	-	-	+	T	A	_	_	_	_	_	1	7	0	0	0	0	0																																													210	tʃ	a	-	-	tɬ	i	-	T	A	_	_	T	I	_	1	7	0	0	1	7	0																																													211	-	a	-	-	x	-	+	_	A	_	_	G	_	_	0	7	0	0	3	0	0	212	tʃ	aː	-	-	-	-	+	T	A	_	_	_	_	_	1	7	0	0	0	0	0	213	tʃ	ø	+	n	-	-	+	T	U	_	N	_	_	_	1	7	0	4	0	0	0
7	0.6364	5	0.4545	232	209	-	tʃ	a	-	-	+	tɬ	_	T	A	_	_	_	T	0	1	7	0	0	0	1																																													210	tɬ	tʃ	a	-	i	-	-	T	T	A	_	I	_	_	1	1	7	0	7	0	0																																													211	x	-	a	-	-	+	t	G	_	A	_	_	_	T	3	0	7	0	0	0	1	212	-	tʃ	aː	-	-	+	tɬ	_	T	A	_	_	_	T	0	1	7	0	0	0	1	213	-	tʃ	ø	+	-	+	tɬ	_	T	U	_	_	_	T	0	1	7	0	0	0	1
8	0.7273	4	0.3636	232	209	-	-	tʃ	a	+	tɬ	i	_	_	T	A	_	T	I	0	0	1	7	0	1	7																																													210	i	tɬ	tʃ	a	-	-	-	I	T	T	A	_	_	_	7	1	1	7	0	0	0																																													211	-	x	-	a	+	t	-	_	G	_	A	_	T	_	0	3	0	7	0	1	0	212	-	-	tʃ	aː	+	tɬ	ɨ	_	_	T	A	_	T	I	0	0	1	7	0	1	7	213	-	-	tʃ	ø	+	tɬ	iː	_	_	T	U	_	T	I	0	0	1	7	0	1	7
9	0.8182	3	0.2727	232	209	+	-	-	tʃ	tɬ	i	∅	_	_	_	T	T	I	∅	0	0	0	1	1	7	∅																																													210	-	i	tɬ	tʃ	-	-	∅	_	I	T	T	_	_	∅	0	7	1	1	0	0	∅																																													211	+	-	x	-	t	-	∅	_	_	G	_	T	_	∅	0	0	3	0	1	0	∅	212	+	-	-	tʃ	tɬ	ɨ	∅	_	_	_	T	T	I	∅	0	0	0	1	1	7	∅	213	+	-	-	tʃ	tɬ	iː	∅	_	_	_	T	T	I	∅	0	0	0	1	1	7	∅
10	0.9091	2	0.1818	232	209	tɬ	+	-	-	i	∅	∅	T	_	_	_	I	∅	∅	1	0	0	0	7	∅	∅																																													210	-	-	i	tɬ	-	∅	∅	_	_	I	T	_	∅	∅	0	0	7	1	0	∅	∅																																													211	t	+	-	x	-	∅	∅	T	_	_	G	_	∅	∅	1	0	0	3	0	∅	∅	212	tɬ	+	-	-	ɨ	∅	∅	T	_	_	_	I	∅	∅	1	0	0	0	7	∅	∅	213	tɬ	+	-	-	iː	∅	∅	T	_	_	_	I	∅	∅	1	0	0	0	7	∅	∅
11	1.0000	1	0.0909	232	209	i	tɬ	+	-	∅	∅	∅	I	T	_	_	∅	∅	∅	7	1	0	0	∅	∅	∅																																													210	-	-	-	i	∅	∅	∅	_	_	_	I	∅	∅	∅	0	0	0	7	∅	∅	∅																																													211	-	t	+	-	∅	∅	∅	_	T	_	_	∅	∅	∅	0	1	0	0	∅	∅	∅	212	ɨ	tɬ	+	-	∅	∅	∅	I	T	_	_	∅	∅	∅	7	1	0	0	∅	∅	∅	213	iː	tɬ	+	-	∅	∅	∅	I	T	_	_	∅	∅	∅	7	1	0	0	∅	∅	∅
1	0.2000	5	1.0000	233																							214	j	∅	∅	∅	u	h	l	J	∅	∅	∅	Y	H	L	6	∅	∅	∅	7	3	5	215	j	∅	∅	∅	oː	-	l	J	∅	∅	∅	U	_	L	6	∅	∅	∅	7	0	5																							216	j	∅	∅	∅	oː	-	l	J	∅	∅	∅	U	_	L	6	∅	∅	∅	7	0	5																																																																																								
2	0.4000	4	0.8000	233																							214	u	j	∅	∅	h	l	u	Y	J	∅	∅	H	L	Y	7	6	∅	∅	3	5	7	215	oː	j	∅	∅	-	l	-	U	J	∅	∅	_	L	_	7	6	∅	∅	0	5	0																							216	oː	j	∅	∅	-	l	-	U	J	∅	∅	_	L	_	7	6	∅	∅	0	5	0																																																																																								
3	0.6000	3	0.6000	233																							214	h	u	j	∅	l	u	∅	H	Y	J	∅	L	Y	∅	3	7	6	∅	5	7	∅	215	-	oː	j	∅	l	-	∅	_	U	J	∅	L	_	∅	0	7	6	∅	5	0	∅																							216	-	oː	j	∅	l	-	∅	_	U	J	∅	L	_	∅	0	7	6	∅	5	0	∅																																																																																								
4	0.8000	2	0.4000	233																							214	l	h	u	j	u	∅	∅	L	H	Y	J	Y	∅	∅	5	3	7	6	7	∅	∅	215	l	-	oː	j	-	∅	∅	L	_	U	J	_	∅	∅	5	0	7	6	0	∅	∅																							216	l	-	oː	j	-	∅	∅	L	_	U	J	_	∅	∅	5	0	7	6	0	∅	∅																																																																																								
5	1.0000	1	0.2000	233																							214	u	l	h	u	∅	∅	∅	Y	L	H	Y	∅	∅	∅	7	5	3	7	∅	∅	∅	215	-	l	-	oː	∅	∅	∅	_	L	_	U	∅	∅	∅	0	5	0	7	∅	∅	∅																							216	-	l	-	oː	∅	∅	∅	_	L	_	U	∅	∅	∅	0	5	0	7	∅	∅	∅																																																																																								
1	0.1250	8	1.0000	237	217	-	∅	∅	∅	eː	w	a	_	∅	∅	∅	E	W	A	0	∅	∅	∅	7	6	7																																													218	j	∅	∅	∅	e	w	a	J	∅	∅	∅	E	W	A	6	∅	∅	∅	7	6	7																							219	-	∅	∅	∅	eː	w	a	_	∅	∅	∅	E	W	A	0	∅	∅	∅	7	6	7																							220	-	∅	∅	∅	eː	w	a	_	∅	∅	∅	E	W	A	0	∅	∅	∅	7	6	7	221	j	∅	∅	∅	e	w	a	J	∅	∅	∅	E	W	A	6	∅	∅	∅	7	6	7
2	0.2500	7	0.8750	237	217	eː	-	∅	∅	w	a	-	E	_	∅	∅	W	A	_	7	0	∅	∅	6	7	0																																													218	e	j	∅	∅	w	a	j	E	J	∅	∅	W	A	J	7	6	∅	∅	6	7	6																							219	eː	-	∅	∅	w	a	j	E	_	∅	∅	W	A	J	7	0	∅	∅	6	7	6																							220	eː	-	∅	∅	w	a	-	E	_	∅	∅	W	A	_	7	0	∅	∅	6	7	0	221	e	j	∅	∅	w	a	j	E	J	∅	∅	W	A	J	7	6	∅	∅	6	7	6
3	0.3750	6	0.7500	237	217	w	eː	-	∅	a	-	-	W	E	_	∅	A	_	_	6	7	0	∅	7	0	0																																													218	w	e	j	∅	a	j	o	W	E	J	∅	A	J	U	6	7	6	∅	7	6	7																							219	w	eː	-	∅	a	j	u	W	E	_	∅	A	J	Y	6	7	0	∅	7	6	7																							220	w	eː	-	∅	a	-	-	W	E	_	∅	A	_	_	6	7	0	∅	7	0	0	221	w	e	j	∅	a	j	o	W	E	J	∅	A	J	U	6	7	6	∅	7	6	7
4	0.5000	5	0.6250	237	217	a	w	eː	-	-	-	+	A	W	E	_	_	_	_	7	6	7	0	0	0	0																																													218	a	w	e	j	j	o	-	A	W	E	J	J	U	_	7	6	7	6	6	7	0																							219	a	w	eː	-	j	u	-	A	W	E	_	J	Y	_	7	6	7	0	6	7	0																							220	a	w	eː	-	-	-	+	A	W	E	_	_	_	_	7	6	7	0	0	0	0	221	a	w	e	j	j	o	-	A	W	E	J	J	U	_	7	6	7	6	6	7	0
5	0.6250	4	0.5000	237	217	-	a	w	eː	-	+	tɬ	_	A	W	E	_	_	T	0	7	6	7	0	0	1																																													218	j	a	w	e	o	-	-	J	A	W	E	U	_	_	6	7	6	7	7	0	0																							219	j	a	w	eː	u	-	-	J	A	W	E	Y	_	_	6	7	6	7	7	0	0																							220	-	a	w	eː	-	+	tɬ	_	A	W	E	_	_	T	0	7	6	7	0	0	1	221	j	a	w	e	o	-	-	J	A	W	E	U	_	_	6	7	6	7	7	0	0
6	0.7500	3	0.3750	237	217	-	-	a	w	+	tɬ	∅	_	_	A	W	_	T	∅	0	0	7	6	0	1	∅																																													218	o	j	a	w	-	-	∅	U	J	A	W	_	_	∅	7	6	7	6	0	0	∅																							219	u	j	a	w	-	-	∅	Y	J	A	W	_	_	∅	7	6	7	6	0	0	∅																							220	-	-	a	w	+	tɬ	∅	_	_	A	W	_	T	∅	0	0	7	6	0	1	∅	221	o	j	a	w	-	-	∅	U	J	A	W	_	_	∅	7	6	7	6	0	0	∅
7	0.8750	2	0.2500	237	217	+	-	-	a	tɬ	∅	∅	_	_	_	A	T	∅	∅	0	0	0	7	1	∅	∅																																													218	-	o	j	a	-	∅	∅	_	U	J	A	_	∅	∅	0	7	6	7	0	∅	∅																							219	-	u	j	a	-	∅	∅	_	Y	J	A	_	∅	∅	0	7	6	7	0	∅	∅																							220	+	-	-	a	tɬ	∅	∅	_	_	_	A	T	∅	∅	0	0	0	7	1	∅	∅	221	-	o	j	a	-	∅	∅	_	U	J	A	_	∅	∅	0	7	6	7	0	∅	∅
8	1.0000	1	0.1250	237	217	tɬ	+	-	-	∅	∅	∅	T	_	_	_	∅	∅	∅	1	0	0	0	∅	∅	∅																																													218	-	-	o	j	∅	∅	∅	_	_	U	J	∅	∅	∅	0	0	7	6	∅	∅	∅																							219	-	-	u	j	∅	∅	∅	_	_	Y	J	∅	∅	∅	0	0	7	6	∅	∅	∅																							220	tɬ	+	-	-	∅	∅	∅	T	_	_	_	∅	∅	∅	1	0	0	0	∅	∅	∅	221	-	-	o	j	∅	∅	∅	_	_	U	J	∅	∅	∅	0	0	7	6	∅	∅	∅
1	0.1000	10	1.0000	239																							222	b	∅	∅	∅	w	e	r	P	∅	∅	∅	W	E	R	1	∅	∅	∅	6	7	5																																													223	b	∅	∅	∅	-	e	t	P	∅	∅	∅	_	E	T	1	∅	∅	∅	0	7	1																							224	k	∅	∅	∅	w	e	t	K	∅	∅	∅	W	E	T	1	∅	∅	∅	6	7	1																																												
2	0.2000	9	0.9000	239																							222	w	b	∅	∅	e	r	a	W	P	∅	∅	E	R	A	6	1	∅	∅	7	5	7																																													223	-	b	∅	∅	e	t	a	_	P	∅	∅	E	T	A	0	1	∅	∅	7	1	7																							224	w	k	∅	∅	e	t	e	W	K	∅	∅	E	T	E	6	1	∅	∅	7	1	7																																												
3	0.3000	8	0.8000	239																							222	e	w	b	∅	r	a	x	E	W	P	∅	R	A	G	7	6	1	∅	5	7	3																																													223	e	-	b	∅	t	a	x	E	_	P	∅	T	A	G	7	0	1	∅	1	7	3																							224	e	w	k	∅	t	e	x	E	W	K	∅	T	E	G	7	6	1	∅	1	7	3																																												
4	0.4000	7	0.7000	239																							222	r	e	w	b	a	x	t	R	E	W	P	A	G	T	5	7	6	1	7	3	1																																													223	t	e	-	b	a	x	-	T	E	_	P	A	G	_	1	7	0	1	7	3	0																							224	t	e	w	k	e	x	-	T	E	W	K	E	G	_	1	7	6	1	7	3	0																																												
5	0.5000	6	0.6000	239																							222	a	r	e	w	x	t	i	A	R	E	W	G	T	I	7	5	7	6	3	1	7																																													223	a	t	e	-	x	-	-	A	T	E	_	G	_	_	7	1	7	0	3	0	0																							224	e	t	e	w	x	-	-	E	T	E	W	G	_	_	7	1	7	6	3	0	0																																												
6	0.6000	5	0.5000	239																							222	x	a	r	e	t	i	-	G	A	R	E	T	I	_	3	7	5	7	1	7	0																																													223	x	a	t	e	-	-	-	G	A	T	E	_	_	_	3	7	1	7	0	0	0																							224	x	e	t	e	-	-	+	G	E	T	E	_	_	_	3	7	1	7	0	0	0																																												
7	0.7000	4	0.4000	239																							222	t	x	a	r	i	-	-	T	G	A	R	I	_	_	1	3	7	5	7	0	0																																													223	-	x	a	t	-	-	-	_	G	A	T	_	_	_	0	3	7	1	0	0	0																							224	-	x	e	t	-	+	t	_	G	E	T	_	_	T	0	3	7	1	0	0	1																																												
