index	index_p	rindex	rindex_p	cogid	id_MonpaBalemu	segment_MonpaBalemu	segment_MonpaBalemu_L1	segment_MonpaBalemu_L2	segment_MonpaBalemu_L3	segment_MonpaBalemu_R1	segment_MonpaBalemu_R2	segment_MonpaBalemu_R3	SC_MonpaBalemu	SC_MonpaBalemu_L1	SC_MonpaBalemu_L2	SC_MonpaBalemu_L3	SC_MonpaBalemu_R1	SC_MonpaBalemu_R2	SC_MonpaBalemu_R3	PROSODY_MonpaBalemu	PROSODY_MonpaBalemu_L1	PROSODY_MonpaBalemu_L2	PROSODY_MonpaBalemu_L3	PROSODY_MonpaBalemu_R1	PROSODY_MonpaBalemu_R2	PROSODY_MonpaBalemu_R3	id_MonpaDirang	segment_MonpaDirang	segment_MonpaDirang_L1	segment_MonpaDirang_L2	segment_MonpaDirang_L3	segment_MonpaDirang_R1	segment_MonpaDirang_R2	segment_MonpaDirang_R3	SC_MonpaDirang	SC_MonpaDirang_L1	SC_MonpaDirang_L2	SC_MonpaDirang_L3	SC_MonpaDirang_R1	SC_MonpaDirang_R2	SC_MonpaDirang_R3	PROSODY_MonpaDirang	PROSODY_MonpaDirang_L1	PROSODY_MonpaDirang_L2	PROSODY_MonpaDirang_L3	PROSODY_MonpaDirang_R1	PROSODY_MonpaDirang_R2	PROSODY_MonpaDirang_R3	id_MonpaDirangDum	segment_MonpaDirangDum	segment_MonpaDirangDum_L1	segment_MonpaDirangDum_L2	segment_MonpaDirangDum_L3	segment_MonpaDirangDum_R1	segment_MonpaDirangDum_R2	segment_MonpaDirangDum_R3	SC_MonpaDirangDum	SC_MonpaDirangDum_L1	SC_MonpaDirangDum_L2	SC_MonpaDirangDum_L3	SC_MonpaDirangDum_R1	SC_MonpaDirangDum_R2	SC_MonpaDirangDum_R3	PROSODY_MonpaDirangDum	PROSODY_MonpaDirangDum_L1	PROSODY_MonpaDirangDum_L2	PROSODY_MonpaDirangDum_L3	PROSODY_MonpaDirangDum_R1	PROSODY_MonpaDirangDum_R2	PROSODY_MonpaDirangDum_R3	id_MonpaKalaktang	segment_MonpaKalaktang	segment_MonpaKalaktang_L1	segment_MonpaKalaktang_L2	segment_MonpaKalaktang_L3	segment_MonpaKalaktang_R1	segment_MonpaKalaktang_R2	segment_MonpaKalaktang_R3	SC_MonpaKalaktang	SC_MonpaKalaktang_L1	SC_MonpaKalaktang_L2	SC_MonpaKalaktang_L3	SC_MonpaKalaktang_R1	SC_MonpaKalaktang_R2	SC_MonpaKalaktang_R3	PROSODY_MonpaKalaktang	PROSODY_MonpaKalaktang_L1	PROSODY_MonpaKalaktang_L2	PROSODY_MonpaKalaktang_L3	PROSODY_MonpaKalaktang_R1	PROSODY_MonpaKalaktang_R2	PROSODY_MonpaKalaktang_R3	id_MonpaNamsu	segment_MonpaNamsu	segment_MonpaNamsu_L1	segment_MonpaNamsu_L2	segment_MonpaNamsu_L3	segment_MonpaNamsu_R1	segment_MonpaNamsu_R2	segment_MonpaNamsu_R3	SC_MonpaNamsu	SC_MonpaNamsu_L1	SC_MonpaNamsu_L2	SC_MonpaNamsu_L3	SC_MonpaNamsu_R1	SC_MonpaNamsu_R2	SC_MonpaNamsu_R3	PROSODY_MonpaNamsu	PROSODY_MonpaNamsu_L1	PROSODY_MonpaNamsu_L2	PROSODY_MonpaNamsu_L3	PROSODY_MonpaNamsu_R1	PROSODY_MonpaNamsu_R2	PROSODY_MonpaNamsu_R3	id_MonpaSangti	segment_MonpaSangti	segment_MonpaSangti_L1	segment_MonpaSangti_L2	segment_MonpaSangti_L3	segment_MonpaSangti_R1	segment_MonpaSangti_R2	segment_MonpaSangti_R3	SC_MonpaSangti	SC_MonpaSangti_L1	SC_MonpaSangti_L2	SC_MonpaSangti_L3	SC_MonpaSangti_R1	SC_MonpaSangti_R2	SC_MonpaSangti_R3	PROSODY_MonpaSangti	PROSODY_MonpaSangti_L1	PROSODY_MonpaSangti_L2	PROSODY_MonpaSangti_L3	PROSODY_MonpaSangti_R1	PROSODY_MonpaSangti_R2	PROSODY_MonpaSangti_R3	id_MonpaTembang	segment_MonpaTembang	segment_MonpaTembang_L1	segment_MonpaTembang_L2	segment_MonpaTembang_L3	segment_MonpaTembang_R1	segment_MonpaTembang_R2	segment_MonpaTembang_R3	SC_MonpaTembang	SC_MonpaTembang_L1	SC_MonpaTembang_L2	SC_MonpaTembang_L3	SC_MonpaTembang_R1	SC_MonpaTembang_R2	SC_MonpaTembang_R3	PROSODY_MonpaTembang	PROSODY_MonpaTembang_L1	PROSODY_MonpaTembang_L2	PROSODY_MonpaTembang_L3	PROSODY_MonpaTembang_R1	PROSODY_MonpaTembang_R2	PROSODY_MonpaTembang_R3	id_MonpaTomko	segment_MonpaTomko	segment_MonpaTomko_L1	segment_MonpaTomko_L2	segment_MonpaTomko_L3	segment_MonpaTomko_R1	segment_MonpaTomko_R2	segment_MonpaTomko_R3	SC_MonpaTomko	SC_MonpaTomko_L1	SC_MonpaTomko_L2	SC_MonpaTomko_L3	SC_MonpaTomko_R1	SC_MonpaTomko_R2	SC_MonpaTomko_R3	PROSODY_MonpaTomko	PROSODY_MonpaTomko_L1	PROSODY_MonpaTomko_L2	PROSODY_MonpaTomko_L3	PROSODY_MonpaTomko_R1	PROSODY_MonpaTomko_R2	PROSODY_MonpaTomko_R3
3	0.5000	4	0.6667	2296																																																																			630	g	o	tʰ	∅	tʃʰ	a	m	K	U	T	∅	T	A	M	1	7	1	∅	1	7	4																																																																			631	k	o	t	∅	p	a	n	K	U	T	∅	P	A	N	1	7	1	∅	1	7	4
4	0.6667	3	0.5000	2296																																																																			630	tʃʰ	g	o	tʰ	a	m	∅	T	K	U	T	A	M	∅	1	1	7	1	7	4	∅																																																																			631	p	k	o	t	a	n	∅	P	K	U	T	A	N	∅	1	1	7	1	7	4	∅
5	0.8333	2	0.3333	2296																																																																			630	a	tʃʰ	g	o	m	∅	∅	A	T	K	U	M	∅	∅	7	1	1	7	4	∅	∅																																																																			631	a	p	k	o	n	∅	∅	A	P	K	U	N	∅	∅	7	1	1	7	4	∅	∅
6	1.0000	1	0.1667	2296																																																																			630	m	a	tʃʰ	g	∅	∅	∅	M	A	T	K	∅	∅	∅	4	7	1	1	∅	∅	∅																																																																			631	n	a	p	k	∅	∅	∅	N	A	P	K	∅	∅	∅	4	7	1	1	∅	∅	∅
1	0.1250	8	1.0000	2302	632	ʃ	∅	∅	∅	o	ŋ	l	S	∅	∅	∅	U	N	L	3	∅	∅	∅	7	4	5	633	ʃ	∅	∅	∅	o	ŋ	l	S	∅	∅	∅	U	N	L	3	∅	∅	∅	7	4	5																																													634	ʃ	∅	∅	∅	o	ŋ	l	S	∅	∅	∅	U	N	L	3	∅	∅	∅	7	4	5																							635	ʃ	∅	∅	∅	o	ŋ	l	S	∅	∅	∅	U	N	L	3	∅	∅	∅	7	4	5	636	ʃ	∅	∅	∅	o	ŋ	l	S	∅	∅	∅	U	N	L	3	∅	∅	∅	7	4	5
2	0.2500	7	0.8750	2302	632	o	ʃ	∅	∅	ŋ	l	a	U	S	∅	∅	N	L	A	7	3	∅	∅	4	5	7	633	o	ʃ	∅	∅	ŋ	l	a	U	S	∅	∅	N	L	A	7	3	∅	∅	4	5	7																																													634	o	ʃ	∅	∅	ŋ	l	a	U	S	∅	∅	N	L	A	7	3	∅	∅	4	5	7																							635	o	ʃ	∅	∅	ŋ	l	a	U	S	∅	∅	N	L	A	7	3	∅	∅	4	5	7	636	o	ʃ	∅	∅	ŋ	l	a	U	S	∅	∅	N	L	A	7	3	∅	∅	4	5	7
3	0.3750	6	0.7500	2302	632	ŋ	o	ʃ	∅	l	a	k	N	U	S	∅	L	A	K	4	7	3	∅	5	7	1	633	ŋ	o	ʃ	∅	l	a	-	N	U	S	∅	L	A	_	4	7	3	∅	5	7	0																																													634	ŋ	o	ʃ	∅	l	a	kʰ	N	U	S	∅	L	A	K	4	7	3	∅	5	7	1																							635	ŋ	o	ʃ	∅	l	a	kʰ	N	U	S	∅	L	A	K	4	7	3	∅	5	7	1	636	ŋ	o	ʃ	∅	l	a	l	N	U	S	∅	L	A	L	4	7	3	∅	5	7	5
4	0.5000	5	0.6250	2302	632	l	ŋ	o	ʃ	a	k	a	L	N	U	S	A	K	A	5	4	7	3	7	1	7	633	l	ŋ	o	ʃ	a	-	i	L	N	U	S	A	_	I	5	4	7	3	7	0	7																																													634	l	ŋ	o	ʃ	a	kʰ	a	L	N	U	S	A	K	A	5	4	7	3	7	1	7																							635	l	ŋ	o	ʃ	a	kʰ	a	L	N	U	S	A	K	A	5	4	7	3	7	1	7	636	l	ŋ	o	ʃ	a	l	a	L	N	U	S	A	L	A	5	4	7	3	7	5	7
5	0.6250	4	0.5000	2302	632	a	l	ŋ	o	k	a	-	A	L	N	U	K	A	_	7	5	4	7	1	7	0	633	a	l	ŋ	o	-	i	-	A	L	N	U	_	I	_	7	5	4	7	0	7	0																																													634	a	l	ŋ	o	kʰ	a	n	A	L	N	U	K	A	N	7	5	4	7	1	7	4																							635	a	l	ŋ	o	kʰ	a	n	A	L	N	U	K	A	N	7	5	4	7	1	7	4	636	a	l	ŋ	o	l	a	n	A	L	N	U	L	A	N	7	5	4	7	5	7	4
6	0.7500	3	0.3750	2302	632	k	a	l	ŋ	a	-	∅	K	A	L	N	A	_	∅	1	7	5	4	7	0	∅	633	-	a	l	ŋ	i	-	∅	_	A	L	N	I	_	∅	0	7	5	4	7	0	∅																																													634	kʰ	a	l	ŋ	a	n	∅	K	A	L	N	A	N	∅	1	7	5	4	7	4	∅																							635	kʰ	a	l	ŋ	a	n	∅	K	A	L	N	A	N	∅	1	7	5	4	7	4	∅	636	l	a	l	ŋ	a	n	∅	L	A	L	N	A	N	∅	5	7	5	4	7	4	∅
7	0.8750	2	0.2500	2302	632	a	k	a	l	-	∅	∅	A	K	A	L	_	∅	∅	7	1	7	5	0	∅	∅	633	i	-	a	l	-	∅	∅	I	_	A	L	_	∅	∅	7	0	7	5	0	∅	∅																																													634	a	kʰ	a	l	n	∅	∅	A	K	A	L	N	∅	∅	7	1	7	5	4	∅	∅																							635	a	kʰ	a	l	n	∅	∅	A	K	A	L	N	∅	∅	7	1	7	5	4	∅	∅	636	a	l	a	l	n	∅	∅	A	L	A	L	N	∅	∅	7	5	7	5	4	∅	∅
8	1.0000	1	0.1250	2302	632	-	a	k	a	∅	∅	∅	_	A	K	A	∅	∅	∅	0	7	1	7	∅	∅	∅	633	-	i	-	a	∅	∅	∅	_	I	_	A	∅	∅	∅	0	7	0	7	∅	∅	∅																																													634	n	a	kʰ	a	∅	∅	∅	N	A	K	A	∅	∅	∅	4	7	1	7	∅	∅	∅																							635	n	a	kʰ	a	∅	∅	∅	N	A	K	A	∅	∅	∅	4	7	1	7	∅	∅	∅	636	n	a	l	a	∅	∅	∅	N	A	L	A	∅	∅	∅	4	7	5	7	∅	∅	∅
1	0.2500	4	1.0000	2312																							637	g	∅	∅	∅	o	tʃ	u	K	∅	∅	∅	U	T	Y	1	∅	∅	∅	7	1	7																																																																			638	g	∅	∅	∅	o	tʃ	u	K	∅	∅	∅	U	T	Y	1	∅	∅	∅	7	1	7																																												
2	0.5000	3	0.7500	2312																							637	o	g	∅	∅	tʃ	u	∅	U	K	∅	∅	T	Y	∅	7	1	∅	∅	1	7	∅																																																																			638	o	g	∅	∅	tʃ	u	∅	U	K	∅	∅	T	Y	∅	7	1	∅	∅	1	7	∅																																												
3	0.7500	2	0.5000	2312																							637	tʃ	o	g	∅	u	∅	∅	T	U	K	∅	Y	∅	∅	1	7	1	∅	7	∅	∅																																																																			638	tʃ	o	g	∅	u	∅	∅	T	U	K	∅	Y	∅	∅	1	7	1	∅	7	∅	∅																																												
4	1.0000	1	0.2500	2312																							637	u	tʃ	o	g	∅	∅	∅	Y	T	U	K	∅	∅	∅	7	1	7	1	∅	∅	∅																																																																			638	u	tʃ	o	g	∅	∅	∅	Y	T	U	K	∅	∅	∅	7	1	7	1	∅	∅	∅																																												
1	0.1667	6	1.0000	2314																																																																			639	k	∅	∅	∅	o	t	tʃʰ	K	∅	∅	∅	U	T	T	1	∅	∅	∅	7	1	1	640	g	∅	∅	∅	o	t	kʰ	K	∅	∅	∅	U	T	K	1	∅	∅	∅	7	1	1																							641	g	∅	∅	∅	o	t	kʰ	K	∅	∅	∅	U	T	K	1	∅	∅	∅	7	1	1	642	g	∅	∅	∅	o	t	p	K	∅	∅	∅	U	T	P	1	∅	∅	∅	7	1	1
2	0.3333	5	0.8333	2314																																																																			639	o	k	∅	∅	t	tʃʰ	a	U	K	∅	∅	T	T	A	7	1	∅	∅	1	1	7	640	o	g	∅	∅	t	kʰ	ə	U	K	∅	∅	T	K	E	7	1	∅	∅	1	1	7																							641	o	g	∅	∅	t	kʰ	ə	U	K	∅	∅	T	K	E	7	1	∅	∅	1	1	7	642	o	g	∅	∅	t	p	a	U	K	∅	∅	T	P	A	7	1	∅	∅	1	1	7
3	0.5000	4	0.6667	2314																																																																			639	t	o	k	∅	tʃʰ	a	m	T	U	K	∅	T	A	M	1	7	1	∅	1	7	4	640	t	o	g	∅	kʰ	ə	n	T	U	K	∅	K	E	N	1	7	1	∅	1	7	4																							641	t	o	g	∅	kʰ	ə	n	T	U	K	∅	K	E	N	1	7	1	∅	1	7	4	642	t	o	g	∅	p	a	n	T	U	K	∅	P	A	N	1	7	1	∅	1	7	4
4	0.6667	3	0.5000	2314																																																																			639	tʃʰ	t	o	k	a	m	∅	T	T	U	K	A	M	∅	1	1	7	1	7	4	∅	640	kʰ	t	o	g	ə	n	∅	K	T	U	K	E	N	∅	1	1	7	1	7	4	∅																							641	kʰ	t	o	g	ə	n	∅	K	T	U	K	E	N	∅	1	1	7	1	7	4	∅	642	p	t	o	g	a	n	∅	P	T	U	K	A	N	∅	1	1	7	1	7	4	∅
5	0.8333	2	0.3333	2314																																																																			639	a	tʃʰ	t	o	m	∅	∅	A	T	T	U	M	∅	∅	7	1	1	7	4	∅	∅	640	ə	kʰ	t	o	n	∅	∅	E	K	T	U	N	∅	∅	7	1	1	7	4	∅	∅																							641	ə	kʰ	t	o	n	∅	∅	E	K	T	U	N	∅	∅	7	1	1	7	4	∅	∅	642	a	p	t	o	n	∅	∅	A	P	T	U	N	∅	∅	7	1	1	7	4	∅	∅
6	1.0000	1	0.1667	2314																																																																			639	m	a	tʃʰ	t	∅	∅	∅	M	A	T	T	∅	∅	∅	4	7	1	1	∅	∅	∅	640	n	ə	kʰ	t	∅	∅	∅	N	E	K	T	∅	∅	∅	4	7	1	1	∅	∅	∅																							641	n	ə	kʰ	t	∅	∅	∅	N	E	K	T	∅	∅	∅	4	7	1	1	∅	∅	∅	642	n	a	p	t	∅	∅	∅	N	A	P	T	∅	∅	∅	4	7	1	1	∅	∅	∅
1	0.1429	7	1.0000	2320	643	tʃ	∅	∅	∅	o	ŋ	-	T	∅	∅	∅	U	N	_	1	∅	∅	∅	7	4	0																							644	tʃ	∅	∅	∅	o	ŋ	a	T	∅	∅	∅	U	N	A	1	∅	∅	∅	7	4	7																							645	tʃ	∅	∅	∅	o	ŋ	a	T	∅	∅	∅	U	N	A	1	∅	∅	∅	7	4	7																							646	tʃ	∅	∅	∅	o	ŋ	a	T	∅	∅	∅	U	N	A	1	∅	∅	∅	7	4	7																						
2	0.2857	6	0.8571	2320	643	o	tʃ	∅	∅	ŋ	-	-	U	T	∅	∅	N	_	_	7	1	∅	∅	4	0	0																							644	o	tʃ	∅	∅	ŋ	a	l	U	T	∅	∅	N	A	L	7	1	∅	∅	4	7	5																							645	o	tʃ	∅	∅	ŋ	a	l	U	T	∅	∅	N	A	L	7	1	∅	∅	4	7	5																							646	o	tʃ	∅	∅	ŋ	a	kʰ	U	T	∅	∅	N	A	K	7	1	∅	∅	4	7	1																						
3	0.4286	5	0.7143	2320	643	ŋ	o	tʃ	∅	-	-	o	N	U	T	∅	_	_	U	4	7	1	∅	0	0	7																							644	ŋ	o	tʃ	∅	a	l	o	N	U	T	∅	A	L	U	4	7	1	∅	7	5	7																							645	ŋ	o	tʃ	∅	a	l	o	N	U	T	∅	A	L	U	4	7	1	∅	7	5	7																							646	ŋ	o	tʃ	∅	a	kʰ	e	N	U	T	∅	A	K	E	4	7	1	∅	7	1	7																						
4	0.5714	4	0.5714	2320	643	-	ŋ	o	tʃ	-	o	-	_	N	U	T	_	U	_	0	4	7	1	0	7	0																							644	a	ŋ	o	tʃ	l	o	-	A	N	U	T	L	U	_	7	4	7	1	5	7	0																							645	a	ŋ	o	tʃ	l	o	-	A	N	U	T	L	U	_	7	4	7	1	5	7	0																							646	a	ŋ	o	tʃ	kʰ	e	n	A	N	U	T	K	E	N	7	4	7	1	1	7	4																						
5	0.7143	3	0.4286	2320	643	-	-	ŋ	o	o	-	∅	_	_	N	U	U	_	∅	0	0	4	7	7	0	∅																							644	l	a	ŋ	o	o	-	∅	L	A	N	U	U	_	∅	5	7	4	7	7	0	∅																							645	l	a	ŋ	o	o	-	∅	L	A	N	U	U	_	∅	5	7	4	7	7	0	∅																							646	kʰ	a	ŋ	o	e	n	∅	K	A	N	U	E	N	∅	1	7	4	7	7	4	∅																						
6	0.8571	2	0.2857	2320	643	o	-	-	ŋ	-	∅	∅	U	_	_	N	_	∅	∅	7	0	0	4	0	∅	∅																							644	o	l	a	ŋ	-	∅	∅	U	L	A	N	_	∅	∅	7	5	7	4	0	∅	∅																							645	o	l	a	ŋ	-	∅	∅	U	L	A	N	_	∅	∅	7	5	7	4	0	∅	∅																							646	e	kʰ	a	ŋ	n	∅	∅	E	K	A	N	N	∅	∅	7	1	7	4	4	∅	∅																						
7	1.0000	1	0.1429	2320	643	-	o	-	-	∅	∅	∅	_	U	_	_	∅	∅	∅	0	7	0	0	∅	∅	∅																							644	-	o	l	a	∅	∅	∅	_	U	L	A	∅	∅	∅	0	7	5	7	∅	∅	∅																							645	-	o	l	a	∅	∅	∅	_	U	L	A	∅	∅	∅	0	7	5	7	∅	∅	∅																							646	n	e	kʰ	a	∅	∅	∅	N	E	K	A	∅	∅	∅	4	7	1	7	∅	∅	∅																						
1	0.1667	6	1.0000	2323																																																																																																															647	kʰ	∅	∅	∅	o	d̪	i	K	∅	∅	∅	U	T	I	1	∅	∅	∅	7	1	7																							648	kʰ	∅	∅	∅	o	-	-	K	∅	∅	∅	U	_	_	1	∅	∅	∅	7	0	0
2	0.3333	5	0.8333	2323																																																																																																															647	o	kʰ	∅	∅	d̪	i	l	U	K	∅	∅	T	I	L	7	1	∅	∅	1	7	5																							648	o	kʰ	∅	∅	-	-	l	U	K	∅	∅	_	_	L	7	1	∅	∅	0	0	5
3	0.5000	4	0.6667	2323																																																																																																															647	d̪	o	kʰ	∅	i	l	o	T	U	K	∅	I	L	U	1	7	1	∅	7	5	7																							648	-	o	kʰ	∅	-	l	o	_	U	K	∅	_	L	U	0	7	1	∅	0	5	7
4	0.6667	3	0.5000	2323																																																																																																															647	i	d̪	o	kʰ	l	o	∅	I	T	U	K	L	U	∅	7	1	7	1	5	7	∅																							648	-	-	o	kʰ	l	o	∅	_	_	U	K	L	U	∅	0	0	7	1	5	7	∅
5	0.8333	2	0.3333	2323																																																																																																															647	l	i	d̪	o	o	∅	∅	L	I	T	U	U	∅	∅	5	7	1	7	7	∅	∅																							648	l	-	-	o	o	∅	∅	L	_	_	U	U	∅	∅	5	0	0	7	7	∅	∅
6	1.0000	1	0.1667	2323																																																																																																															647	o	l	i	d̪	∅	∅	∅	U	L	I	T	∅	∅	∅	7	5	7	1	∅	∅	∅																							648	o	l	-	-	∅	∅	∅	U	L	_	_	∅	∅	∅	7	5	0	0	∅	∅	∅
1	0.1667	6	1.0000	2329	649	tʃ	∅	∅	∅	o	k	l	T	∅	∅	∅	U	K	L	1	∅	∅	∅	7	1	5																																																																																									650	tʃ	∅	∅	∅	o	k	-	T	∅	∅	∅	U	K	_	1	∅	∅	∅	7	1	0	651	tʃ	∅	∅	∅	o	kʰ	-	T	∅	∅	∅	U	K	_	1	∅	∅	∅	7	1	0																						
2	0.3333	5	0.8333	2329	649	o	tʃ	∅	∅	k	l	a	U	T	∅	∅	K	L	A	7	1	∅	∅	1	5	7																																																																																									650	o	tʃ	∅	∅	k	-	a	U	T	∅	∅	K	_	A	7	1	∅	∅	1	0	7	651	o	tʃ	∅	∅	kʰ	-	e	U	T	∅	∅	K	_	E	7	1	∅	∅	1	0	7																						
3	0.5000	4	0.6667	2329	649	k	o	tʃ	∅	l	a	-	K	U	T	∅	L	A	_	1	7	1	∅	5	7	0																																																																																									650	k	o	tʃ	∅	-	a	n	K	U	T	∅	_	A	N	1	7	1	∅	0	7	4	651	kʰ	o	tʃ	∅	-	e	n	K	U	T	∅	_	E	N	1	7	1	∅	0	7	4																						
4	0.6667	3	0.5000	2329	649	l	k	o	tʃ	a	-	∅	L	K	U	T	A	_	∅	5	1	7	1	7	0	∅																																																																																									650	-	k	o	tʃ	a	n	∅	_	K	U	T	A	N	∅	0	1	7	1	7	4	∅	651	-	kʰ	o	tʃ	e	n	∅	_	K	U	T	E	N	∅	0	1	7	1	7	4	∅																						
5	0.8333	2	0.3333	2329	649	a	l	k	o	-	∅	∅	A	L	K	U	_	∅	∅	7	5	1	7	0	∅	∅																																																																																									650	a	-	k	o	n	∅	∅	A	_	K	U	N	∅	∅	7	0	1	7	4	∅	∅	651	e	-	kʰ	o	n	∅	∅	E	_	K	U	N	∅	∅	7	0	1	7	4	∅	∅																						
6	1.0000	1	0.1667	2329	649	-	a	l	k	∅	∅	∅	_	A	L	K	∅	∅	∅	0	7	5	1	∅	∅	∅																																																																																									650	n	a	-	k	∅	∅	∅	N	A	_	K	∅	∅	∅	4	7	0	1	∅	∅	∅	651	n	e	-	kʰ	∅	∅	∅	N	E	_	K	∅	∅	∅	4	7	0	1	∅	∅	∅																						
1	0.2000	5	1.0000	2331																																													652	tʃ	∅	∅	∅	o	k	p	T	∅	∅	∅	U	K	P	1	∅	∅	∅	7	1	1																							653	tʃ	∅	∅	∅	o	k	p	T	∅	∅	∅	U	K	P	1	∅	∅	∅	7	1	1																																													654	tʃ	∅	∅	∅	o	k	p	T	∅	∅	∅	U	K	P	1	∅	∅	∅	7	1	1
2	0.4000	4	0.8000	2331																																													652	o	tʃ	∅	∅	k	p	o	U	T	∅	∅	K	P	U	7	1	∅	∅	1	1	7																							653	o	tʃ	∅	∅	k	p	o	U	T	∅	∅	K	P	U	7	1	∅	∅	1	1	7																																													654	o	tʃ	∅	∅	k	p	o	U	T	∅	∅	K	P	U	7	1	∅	∅	1	1	7
3	0.6000	3	0.6000	2331																																													652	k	o	tʃ	∅	p	o	∅	K	U	T	∅	P	U	∅	1	7	1	∅	1	7	∅																							653	k	o	tʃ	∅	p	o	∅	K	U	T	∅	P	U	∅	1	7	1	∅	1	7	∅																																													654	k	o	tʃ	∅	p	o	∅	K	U	T	∅	P	U	∅	1	7	1	∅	1	7	∅
4	0.8000	2	0.4000	2331																																													652	p	k	o	tʃ	o	∅	∅	P	K	U	T	U	∅	∅	1	1	7	1	7	∅	∅																							653	p	k	o	tʃ	o	∅	∅	P	K	U	T	U	∅	∅	1	1	7	1	7	∅	∅																																													654	p	k	o	tʃ	o	∅	∅	P	K	U	T	U	∅	∅	1	1	7	1	7	∅	∅
5	1.0000	1	0.2000	2331																																													652	o	p	k	o	∅	∅	∅	U	P	K	U	∅	∅	∅	7	1	1	7	∅	∅	∅																							653	o	p	k	o	∅	∅	∅	U	P	K	U	∅	∅	∅	7	1	1	7	∅	∅	∅																																													654	o	p	k	o	∅	∅	∅	U	P	K	U	∅	∅	∅	7	1	1	7	∅	∅	∅
1	0.1667	6	1.0000	2338	655	ɲ	∅	∅	∅	o	ɾ	l	N	∅	∅	∅	U	R	L	4	∅	∅	∅	7	5	5	656	ɲ	∅	∅	∅	u	r	tʃ	N	∅	∅	∅	Y	R	T	4	∅	∅	∅	7	5	1																																																																			657	j	∅	∅	∅	u	r	tʃ	J	∅	∅	∅	Y	R	T	6	∅	∅	∅	7	5	1	658	ɲ	∅	∅	∅	u	r	kʰ	N	∅	∅	∅	Y	R	K	4	∅	∅	∅	7	5	1																						
2	0.3333	5	0.8333	2338	655	o	ɲ	∅	∅	ɾ	l	a	U	N	∅	∅	R	L	A	7	4	∅	∅	5	5	7	656	u	ɲ	∅	∅	r	tʃ	u	Y	N	∅	∅	R	T	Y	7	4	∅	∅	5	1	7																																																																			657	u	j	∅	∅	r	tʃ	u	Y	J	∅	∅	R	T	Y	7	6	∅	∅	5	1	7	658	u	ɲ	∅	∅	r	kʰ	ə	Y	N	∅	∅	R	K	E	7	4	∅	∅	5	1	7																						
3	0.5000	4	0.6667	2338	655	ɾ	o	ɲ	∅	l	a	-	R	U	N	∅	L	A	_	5	7	4	∅	5	7	0	656	r	u	ɲ	∅	tʃ	u	-	R	Y	N	∅	T	Y	_	5	7	4	∅	1	7	0																																																																			657	r	u	j	∅	tʃ	u	-	R	Y	J	∅	T	Y	_	5	7	6	∅	1	7	0	658	r	u	ɲ	∅	kʰ	ə	n	R	Y	N	∅	K	E	N	5	7	4	∅	1	7	4																						
4	0.6667	3	0.5000	2338	655	l	ɾ	o	ɲ	a	-	∅	L	R	U	N	A	_	∅	5	5	7	4	7	0	∅	656	tʃ	r	u	ɲ	u	-	∅	T	R	Y	N	Y	_	∅	1	5	7	4	7	0	∅																																																																			657	tʃ	r	u	j	u	-	∅	T	R	Y	J	Y	_	∅	1	5	7	6	7	0	∅	658	kʰ	r	u	ɲ	ə	n	∅	K	R	Y	N	E	N	∅	1	5	7	4	7	4	∅																						
5	0.8333	2	0.3333	2338	655	a	l	ɾ	o	-	∅	∅	A	L	R	U	_	∅	∅	7	5	5	7	0	∅	∅	656	u	tʃ	r	u	-	∅	∅	Y	T	R	Y	_	∅	∅	7	1	5	7	0	∅	∅																																																																			657	u	tʃ	r	u	-	∅	∅	Y	T	R	Y	_	∅	∅	7	1	5	7	0	∅	∅	658	ə	kʰ	r	u	n	∅	∅	E	K	R	Y	N	∅	∅	7	1	5	7	4	∅	∅																						
6	1.0000	1	0.1667	2338	655	-	a	l	ɾ	∅	∅	∅	_	A	L	R	∅	∅	∅	0	7	5	5	∅	∅	∅	656	-	u	tʃ	r	∅	∅	∅	_	Y	T	R	∅	∅	∅	0	7	1	5	∅	∅	∅																																																																			657	-	u	tʃ	r	∅	∅	∅	_	Y	T	R	∅	∅	∅	0	7	1	5	∅	∅	∅	658	n	ə	kʰ	r	∅	∅	∅	N	E	K	R	∅	∅	∅	4	7	1	5	∅	∅	∅																						
1	0.1111	9	1.0000	2339																																													659	ŋ	∅	∅	∅	a	ŋ	ɲ	N	∅	∅	∅	A	N	N	4	∅	∅	∅	7	4	4																							660	-	∅	∅	∅	-	-	ɲ	_	∅	∅	∅	_	_	N	0	∅	∅	∅	0	0	4																																													661	-	∅	∅	∅	-	-	ɲ	_	∅	∅	∅	_	_	N	0	∅	∅	∅	0	0	4
2	0.2222	8	0.8889	2339																																													659	a	ŋ	∅	∅	ŋ	ɲ	i	A	N	∅	∅	N	N	I	7	4	∅	∅	4	4	7																							660	-	-	∅	∅	-	ɲ	u	_	_	∅	∅	_	N	Y	0	0	∅	∅	0	4	7																																													661	-	-	∅	∅	-	ɲ	i	_	_	∅	∅	_	N	I	0	0	∅	∅	0	4	7
3	0.3333	7	0.7778	2339																																													659	ŋ	a	ŋ	∅	ɲ	i	r	N	A	N	∅	N	I	R	4	7	4	∅	4	7	5																							660	-	-	-	∅	ɲ	u	r	_	_	_	∅	N	Y	R	0	0	0	∅	4	7	5																																													661	-	-	-	∅	ɲ	i	r	_	_	_	∅	N	I	R	0	0	0	∅	4	7	5
