index	index_p	rindex	rindex_p	cogid	id_MonpaBalemu	segment_MonpaBalemu	segment_MonpaBalemu_L1	segment_MonpaBalemu_L2	segment_MonpaBalemu_L3	segment_MonpaBalemu_R1	segment_MonpaBalemu_R2	segment_MonpaBalemu_R3	SC_MonpaBalemu	SC_MonpaBalemu_L1	SC_MonpaBalemu_L2	SC_MonpaBalemu_L3	SC_MonpaBalemu_R1	SC_MonpaBalemu_R2	SC_MonpaBalemu_R3	PROSODY_MonpaBalemu	PROSODY_MonpaBalemu_L1	PROSODY_MonpaBalemu_L2	PROSODY_MonpaBalemu_L3	PROSODY_MonpaBalemu_R1	PROSODY_MonpaBalemu_R2	PROSODY_MonpaBalemu_R3	id_MonpaDirang	segment_MonpaDirang	segment_MonpaDirang_L1	segment_MonpaDirang_L2	segment_MonpaDirang_L3	segment_MonpaDirang_R1	segment_MonpaDirang_R2	segment_MonpaDirang_R3	SC_MonpaDirang	SC_MonpaDirang_L1	SC_MonpaDirang_L2	SC_MonpaDirang_L3	SC_MonpaDirang_R1	SC_MonpaDirang_R2	SC_MonpaDirang_R3	PROSODY_MonpaDirang	PROSODY_MonpaDirang_L1	PROSODY_MonpaDirang_L2	PROSODY_MonpaDirang_L3	PROSODY_MonpaDirang_R1	PROSODY_MonpaDirang_R2	PROSODY_MonpaDirang_R3	id_MonpaDirangDum	segment_MonpaDirangDum	segment_MonpaDirangDum_L1	segment_MonpaDirangDum_L2	segment_MonpaDirangDum_L3	segment_MonpaDirangDum_R1	segment_MonpaDirangDum_R2	segment_MonpaDirangDum_R3	SC_MonpaDirangDum	SC_MonpaDirangDum_L1	SC_MonpaDirangDum_L2	SC_MonpaDirangDum_L3	SC_MonpaDirangDum_R1	SC_MonpaDirangDum_R2	SC_MonpaDirangDum_R3	PROSODY_MonpaDirangDum	PROSODY_MonpaDirangDum_L1	PROSODY_MonpaDirangDum_L2	PROSODY_MonpaDirangDum_L3	PROSODY_MonpaDirangDum_R1	PROSODY_MonpaDirangDum_R2	PROSODY_MonpaDirangDum_R3	id_MonpaKalaktang	segment_MonpaKalaktang	segment_MonpaKalaktang_L1	segment_MonpaKalaktang_L2	segment_MonpaKalaktang_L3	segment_MonpaKalaktang_R1	segment_MonpaKalaktang_R2	segment_MonpaKalaktang_R3	SC_MonpaKalaktang	SC_MonpaKalaktang_L1	SC_MonpaKalaktang_L2	SC_MonpaKalaktang_L3	SC_MonpaKalaktang_R1	SC_MonpaKalaktang_R2	SC_MonpaKalaktang_R3	PROSODY_MonpaKalaktang	PROSODY_MonpaKalaktang_L1	PROSODY_MonpaKalaktang_L2	PROSODY_MonpaKalaktang_L3	PROSODY_MonpaKalaktang_R1	PROSODY_MonpaKalaktang_R2	PROSODY_MonpaKalaktang_R3	id_MonpaNamsu	segment_MonpaNamsu	segment_MonpaNamsu_L1	segment_MonpaNamsu_L2	segment_MonpaNamsu_L3	segment_MonpaNamsu_R1	segment_MonpaNamsu_R2	segment_MonpaNamsu_R3	SC_MonpaNamsu	SC_MonpaNamsu_L1	SC_MonpaNamsu_L2	SC_MonpaNamsu_L3	SC_MonpaNamsu_R1	SC_MonpaNamsu_R2	SC_MonpaNamsu_R3	PROSODY_MonpaNamsu	PROSODY_MonpaNamsu_L1	PROSODY_MonpaNamsu_L2	PROSODY_MonpaNamsu_L3	PROSODY_MonpaNamsu_R1	PROSODY_MonpaNamsu_R2	PROSODY_MonpaNamsu_R3	id_MonpaSangti	segment_MonpaSangti	segment_MonpaSangti_L1	segment_MonpaSangti_L2	segment_MonpaSangti_L3	segment_MonpaSangti_R1	segment_MonpaSangti_R2	segment_MonpaSangti_R3	SC_MonpaSangti	SC_MonpaSangti_L1	SC_MonpaSangti_L2	SC_MonpaSangti_L3	SC_MonpaSangti_R1	SC_MonpaSangti_R2	SC_MonpaSangti_R3	PROSODY_MonpaSangti	PROSODY_MonpaSangti_L1	PROSODY_MonpaSangti_L2	PROSODY_MonpaSangti_L3	PROSODY_MonpaSangti_R1	PROSODY_MonpaSangti_R2	PROSODY_MonpaSangti_R3	id_MonpaTembang	segment_MonpaTembang	segment_MonpaTembang_L1	segment_MonpaTembang_L2	segment_MonpaTembang_L3	segment_MonpaTembang_R1	segment_MonpaTembang_R2	segment_MonpaTembang_R3	SC_MonpaTembang	SC_MonpaTembang_L1	SC_MonpaTembang_L2	SC_MonpaTembang_L3	SC_MonpaTembang_R1	SC_MonpaTembang_R2	SC_MonpaTembang_R3	PROSODY_MonpaTembang	PROSODY_MonpaTembang_L1	PROSODY_MonpaTembang_L2	PROSODY_MonpaTembang_L3	PROSODY_MonpaTembang_R1	PROSODY_MonpaTembang_R2	PROSODY_MonpaTembang_R3	id_MonpaTomko	segment_MonpaTomko	segment_MonpaTomko_L1	segment_MonpaTomko_L2	segment_MonpaTomko_L3	segment_MonpaTomko_R1	segment_MonpaTomko_R2	segment_MonpaTomko_R3	SC_MonpaTomko	SC_MonpaTomko_L1	SC_MonpaTomko_L2	SC_MonpaTomko_L3	SC_MonpaTomko_R1	SC_MonpaTomko_R2	SC_MonpaTomko_R3	PROSODY_MonpaTomko	PROSODY_MonpaTomko_L1	PROSODY_MonpaTomko_L2	PROSODY_MonpaTomko_L3	PROSODY_MonpaTomko_R1	PROSODY_MonpaTomko_R2	PROSODY_MonpaTomko_R3
3	0.5000	4	0.6667	2323																																																																																																															1095	d̪	o	kʰ	∅	i	l	o	T	U	K	∅	I	L	U	1	7	1	∅	7	5	7																							1096	-	o	kʰ	∅	-	l	o	_	U	K	∅	_	L	U	0	7	1	∅	0	5	7
4	0.6667	3	0.5000	2323																																																																																																															1095	i	d̪	o	kʰ	l	o	∅	I	T	U	K	L	U	∅	7	1	7	1	5	7	∅																							1096	-	-	o	kʰ	l	o	∅	_	_	U	K	L	U	∅	0	0	7	1	5	7	∅
5	0.8333	2	0.3333	2323																																																																																																															1095	l	i	d̪	o	o	∅	∅	L	I	T	U	U	∅	∅	5	7	1	7	7	∅	∅																							1096	l	-	-	o	o	∅	∅	L	_	_	U	U	∅	∅	5	0	0	7	7	∅	∅
6	1.0000	1	0.1667	2323																																																																																																															1095	o	l	i	d̪	∅	∅	∅	U	L	I	T	∅	∅	∅	7	5	7	1	∅	∅	∅																							1096	o	l	-	-	∅	∅	∅	U	L	_	_	∅	∅	∅	7	5	0	0	∅	∅	∅
1	0.1667	6	1.0000	2329	1097	tʃ	∅	∅	∅	o	k	l	T	∅	∅	∅	U	K	L	1	∅	∅	∅	7	1	5																																																																																									1098	tʃ	∅	∅	∅	o	k	-	T	∅	∅	∅	U	K	_	1	∅	∅	∅	7	1	0	1099	tʃ	∅	∅	∅	o	kʰ	-	T	∅	∅	∅	U	K	_	1	∅	∅	∅	7	1	0																						
2	0.3333	5	0.8333	2329	1097	o	tʃ	∅	∅	k	l	a	U	T	∅	∅	K	L	A	7	1	∅	∅	1	5	7																																																																																									1098	o	tʃ	∅	∅	k	-	a	U	T	∅	∅	K	_	A	7	1	∅	∅	1	0	7	1099	o	tʃ	∅	∅	kʰ	-	e	U	T	∅	∅	K	_	E	7	1	∅	∅	1	0	7																						
3	0.5000	4	0.6667	2329	1097	k	o	tʃ	∅	l	a	-	K	U	T	∅	L	A	_	1	7	1	∅	5	7	0																																																																																									1098	k	o	tʃ	∅	-	a	n	K	U	T	∅	_	A	N	1	7	1	∅	0	7	4	1099	kʰ	o	tʃ	∅	-	e	n	K	U	T	∅	_	E	N	1	7	1	∅	0	7	4																						
4	0.6667	3	0.5000	2329	1097	l	k	o	tʃ	a	-	∅	L	K	U	T	A	_	∅	5	1	7	1	7	0	∅																																																																																									1098	-	k	o	tʃ	a	n	∅	_	K	U	T	A	N	∅	0	1	7	1	7	4	∅	1099	-	kʰ	o	tʃ	e	n	∅	_	K	U	T	E	N	∅	0	1	7	1	7	4	∅																						
5	0.8333	2	0.3333	2329	1097	a	l	k	o	-	∅	∅	A	L	K	U	_	∅	∅	7	5	1	7	0	∅	∅																																																																																									1098	a	-	k	o	n	∅	∅	A	_	K	U	N	∅	∅	7	0	1	7	4	∅	∅	1099	e	-	kʰ	o	n	∅	∅	E	_	K	U	N	∅	∅	7	0	1	7	4	∅	∅																						
6	1.0000	1	0.1667	2329	1097	-	a	l	k	∅	∅	∅	_	A	L	K	∅	∅	∅	0	7	5	1	∅	∅	∅																																																																																									1098	n	a	-	k	∅	∅	∅	N	A	_	K	∅	∅	∅	4	7	0	1	∅	∅	∅	1099	n	e	-	kʰ	∅	∅	∅	N	E	_	K	∅	∅	∅	4	7	0	1	∅	∅	∅																						
1	0.2000	5	1.0000	2331																																													1100	tʃ	∅	∅	∅	o	k	p	T	∅	∅	∅	U	K	P	1	∅	∅	∅	7	1	1																							1101	tʃ	∅	∅	∅	o	k	p	T	∅	∅	∅	U	K	P	1	∅	∅	∅	7	1	1																																													1102	tʃ	∅	∅	∅	o	k	p	T	∅	∅	∅	U	K	P	1	∅	∅	∅	7	1	1
2	0.4000	4	0.8000	2331																																													1100	o	tʃ	∅	∅	k	p	o	U	T	∅	∅	K	P	U	7	1	∅	∅	1	1	7																							1101	o	tʃ	∅	∅	k	p	o	U	T	∅	∅	K	P	U	7	1	∅	∅	1	1	7																																													1102	o	tʃ	∅	∅	k	p	o	U	T	∅	∅	K	P	U	7	1	∅	∅	1	1	7
3	0.6000	3	0.6000	2331																																													1100	k	o	tʃ	∅	p	o	∅	K	U	T	∅	P	U	∅	1	7	1	∅	1	7	∅																							1101	k	o	tʃ	∅	p	o	∅	K	U	T	∅	P	U	∅	1	7	1	∅	1	7	∅																																													1102	k	o	tʃ	∅	p	o	∅	K	U	T	∅	P	U	∅	1	7	1	∅	1	7	∅
4	0.8000	2	0.4000	2331																																													1100	p	k	o	tʃ	o	∅	∅	P	K	U	T	U	∅	∅	1	1	7	1	7	∅	∅																							1101	p	k	o	tʃ	o	∅	∅	P	K	U	T	U	∅	∅	1	1	7	1	7	∅	∅																																													1102	p	k	o	tʃ	o	∅	∅	P	K	U	T	U	∅	∅	1	1	7	1	7	∅	∅
5	1.0000	1	0.2000	2331																																													1100	o	p	k	o	∅	∅	∅	U	P	K	U	∅	∅	∅	7	1	1	7	∅	∅	∅																							1101	o	p	k	o	∅	∅	∅	U	P	K	U	∅	∅	∅	7	1	1	7	∅	∅	∅																																													1102	o	p	k	o	∅	∅	∅	U	P	K	U	∅	∅	∅	7	1	1	7	∅	∅	∅
1	0.1667	6	1.0000	2338	1103	ɲ	∅	∅	∅	o	ɾ	l	N	∅	∅	∅	U	R	L	4	∅	∅	∅	7	5	5	1104	ɲ	∅	∅	∅	u	r	tʃ	N	∅	∅	∅	Y	R	T	4	∅	∅	∅	7	5	1																																																																			1105	j	∅	∅	∅	u	r	tʃ	J	∅	∅	∅	Y	R	T	6	∅	∅	∅	7	5	1	1106	ɲ	∅	∅	∅	u	r	kʰ	N	∅	∅	∅	Y	R	K	4	∅	∅	∅	7	5	1																						
2	0.3333	5	0.8333	2338	1103	o	ɲ	∅	∅	ɾ	l	a	U	N	∅	∅	R	L	A	7	4	∅	∅	5	5	7	1104	u	ɲ	∅	∅	r	tʃ	u	Y	N	∅	∅	R	T	Y	7	4	∅	∅	5	1	7																																																																			1105	u	j	∅	∅	r	tʃ	u	Y	J	∅	∅	R	T	Y	7	6	∅	∅	5	1	7	1106	u	ɲ	∅	∅	r	kʰ	ə	Y	N	∅	∅	R	K	E	7	4	∅	∅	5	1	7																						
3	0.5000	4	0.6667	2338	1103	ɾ	o	ɲ	∅	l	a	-	R	U	N	∅	L	A	_	5	7	4	∅	5	7	0	1104	r	u	ɲ	∅	tʃ	u	-	R	Y	N	∅	T	Y	_	5	7	4	∅	1	7	0																																																																			1105	r	u	j	∅	tʃ	u	-	R	Y	J	∅	T	Y	_	5	7	6	∅	1	7	0	1106	r	u	ɲ	∅	kʰ	ə	n	R	Y	N	∅	K	E	N	5	7	4	∅	1	7	4																						
4	0.6667	3	0.5000	2338	1103	l	ɾ	o	ɲ	a	-	∅	L	R	U	N	A	_	∅	5	5	7	4	7	0	∅	1104	tʃ	r	u	ɲ	u	-	∅	T	R	Y	N	Y	_	∅	1	5	7	4	7	0	∅																																																																			1105	tʃ	r	u	j	u	-	∅	T	R	Y	J	Y	_	∅	1	5	7	6	7	0	∅	1106	kʰ	r	u	ɲ	ə	n	∅	K	R	Y	N	E	N	∅	1	5	7	4	7	4	∅																						
5	0.8333	2	0.3333	2338	1103	a	l	ɾ	o	-	∅	∅	A	L	R	U	_	∅	∅	7	5	5	7	0	∅	∅	1104	u	tʃ	r	u	-	∅	∅	Y	T	R	Y	_	∅	∅	7	1	5	7	0	∅	∅																																																																			1105	u	tʃ	r	u	-	∅	∅	Y	T	R	Y	_	∅	∅	7	1	5	7	0	∅	∅	1106	ə	kʰ	r	u	n	∅	∅	E	K	R	Y	N	∅	∅	7	1	5	7	4	∅	∅																						
6	1.0000	1	0.1667	2338	1103	-	a	l	ɾ	∅	∅	∅	_	A	L	R	∅	∅	∅	0	7	5	5	∅	∅	∅	1104	-	u	tʃ	r	∅	∅	∅	_	Y	T	R	∅	∅	∅	0	7	1	5	∅	∅	∅																																																																			1105	-	u	tʃ	r	∅	∅	∅	_	Y	T	R	∅	∅	∅	0	7	1	5	∅	∅	∅	1106	n	ə	kʰ	r	∅	∅	∅	N	E	K	R	∅	∅	∅	4	7	1	5	∅	∅	∅																						
1	0.1111	9	1.0000	2339																																													1107	ŋ	∅	∅	∅	a	ŋ	ɲ	N	∅	∅	∅	A	N	N	4	∅	∅	∅	7	4	4																							1108	-	∅	∅	∅	-	-	ɲ	_	∅	∅	∅	_	_	N	0	∅	∅	∅	0	0	4																																													1109	-	∅	∅	∅	-	-	ɲ	_	∅	∅	∅	_	_	N	0	∅	∅	∅	0	0	4
2	0.2222	8	0.8889	2339																																													1107	a	ŋ	∅	∅	ŋ	ɲ	i	A	N	∅	∅	N	N	I	7	4	∅	∅	4	4	7																							1108	-	-	∅	∅	-	ɲ	u	_	_	∅	∅	_	N	Y	0	0	∅	∅	0	4	7																																													1109	-	-	∅	∅	-	ɲ	i	_	_	∅	∅	_	N	I	0	0	∅	∅	0	4	7
3	0.3333	7	0.7778	2339																																													1107	ŋ	a	ŋ	∅	ɲ	i	r	N	A	N	∅	N	I	R	4	7	4	∅	4	7	5																							1108	-	-	-	∅	ɲ	u	r	_	_	_	∅	N	Y	R	0	0	0	∅	4	7	5																																													1109	-	-	-	∅	ɲ	i	r	_	_	_	∅	N	I	R	0	0	0	∅	4	7	5
4	0.4444	6	0.6667	2339																																													1107	ɲ	ŋ	a	ŋ	i	r	p	N	N	A	N	I	R	P	4	4	7	4	7	5	1																							1108	ɲ	-	-	-	u	r	kʰ	N	_	_	_	Y	R	K	4	0	0	0	7	5	1																																													1109	ɲ	-	-	-	i	r	p	N	_	_	_	I	R	P	4	0	0	0	7	5	1
5	0.5556	5	0.5556	2339																																													1107	i	ɲ	ŋ	a	r	p	o	I	N	N	A	R	P	U	7	4	4	7	5	1	7																							1108	u	ɲ	-	-	r	kʰ	ə	Y	N	_	_	R	K	E	7	4	0	0	5	1	7																																													1109	i	ɲ	-	-	r	p	a	I	N	_	_	R	P	A	7	4	0	0	5	1	7
6	0.6667	4	0.4444	2339																																													1107	r	i	ɲ	ŋ	p	o	-	R	I	N	N	P	U	_	5	7	4	4	1	7	0																							1108	r	u	ɲ	-	kʰ	ə	n	R	Y	N	_	K	E	N	5	7	4	0	1	7	4																																													1109	r	i	ɲ	-	p	a	n	R	I	N	_	P	A	N	5	7	4	0	1	7	4
7	0.7778	3	0.3333	2339																																													1107	p	r	i	ɲ	o	-	∅	P	R	I	N	U	_	∅	1	5	7	4	7	0	∅																							1108	kʰ	r	u	ɲ	ə	n	∅	K	R	Y	N	E	N	∅	1	5	7	4	7	4	∅																																													1109	p	r	i	ɲ	a	n	∅	P	R	I	N	A	N	∅	1	5	7	4	7	4	∅
8	0.8889	2	0.2222	2339																																													1107	o	p	r	i	-	∅	∅	U	P	R	I	_	∅	∅	7	1	5	7	0	∅	∅																							1108	ə	kʰ	r	u	n	∅	∅	E	K	R	Y	N	∅	∅	7	1	5	7	4	∅	∅																																													1109	a	p	r	i	n	∅	∅	A	P	R	I	N	∅	∅	7	1	5	7	4	∅	∅
9	1.0000	1	0.1111	2339																																													1107	-	o	p	r	∅	∅	∅	_	U	P	R	∅	∅	∅	0	7	1	5	∅	∅	∅																							1108	n	ə	kʰ	r	∅	∅	∅	N	E	K	R	∅	∅	∅	4	7	1	5	∅	∅	∅																																													1109	n	a	p	r	∅	∅	∅	N	A	P	R	∅	∅	∅	4	7	1	5	∅	∅	∅
1	0.1667	6	1.0000	2348																							1110	l	∅	∅	∅	a	ŋ	tʃ	L	∅	∅	∅	A	N	T	5	∅	∅	∅	7	4	1	1111	l	∅	∅	∅	a	ŋ	tʃ	L	∅	∅	∅	A	N	T	5	∅	∅	∅	7	4	1																																													1112	l	∅	∅	∅	a	ŋ	tʃ	L	∅	∅	∅	A	N	T	5	∅	∅	∅	7	4	1																																												
2	0.3333	5	0.8333	2348																							1110	a	l	∅	∅	ŋ	tʃ	o	A	L	∅	∅	N	T	U	7	5	∅	∅	4	1	7	1111	a	l	∅	∅	ŋ	tʃ	-	A	L	∅	∅	N	T	_	7	5	∅	∅	4	1	0																																													1112	a	l	∅	∅	ŋ	tʃ	o	A	L	∅	∅	N	T	U	7	5	∅	∅	4	1	7																																												
3	0.5000	4	0.6667	2348																							1110	ŋ	a	l	∅	tʃ	o	i	N	A	L	∅	T	U	I	4	7	5	∅	1	7	7	1111	ŋ	a	l	∅	tʃ	-	e	N	A	L	∅	T	_	E	4	7	5	∅	1	0	7																																													1112	ŋ	a	l	∅	tʃ	o	i	N	A	L	∅	T	U	I	4	7	5	∅	1	7	7																																												
4	0.6667	3	0.5000	2348																							1110	tʃ	ŋ	a	l	o	i	∅	T	N	A	L	U	I	∅	1	4	7	5	7	7	∅	1111	tʃ	ŋ	a	l	-	e	∅	T	N	A	L	_	E	∅	1	4	7	5	0	7	∅																																													1112	tʃ	ŋ	a	l	o	i	∅	T	N	A	L	U	I	∅	1	4	7	5	7	7	∅																																												
5	0.8333	2	0.3333	2348																							1110	o	tʃ	ŋ	a	i	∅	∅	U	T	N	A	I	∅	∅	7	1	4	7	7	∅	∅	1111	-	tʃ	ŋ	a	e	∅	∅	_	T	N	A	E	∅	∅	0	1	4	7	7	∅	∅																																													1112	o	tʃ	ŋ	a	i	∅	∅	U	T	N	A	I	∅	∅	7	1	4	7	7	∅	∅																																												
6	1.0000	1	0.1667	2348																							1110	i	o	tʃ	ŋ	∅	∅	∅	I	U	T	N	∅	∅	∅	7	7	1	4	∅	∅	∅	1111	e	-	tʃ	ŋ	∅	∅	∅	E	_	T	N	∅	∅	∅	7	0	1	4	∅	∅	∅																																													1112	i	o	tʃ	ŋ	∅	∅	∅	I	U	T	N	∅	∅	∅	7	7	1	4	∅	∅	∅																																												
1	0.2000	5	1.0000	2350																																																																																									1113	tʃ	∅	∅	∅	o	kʰ	ə	T	∅	∅	∅	U	K	E	1	∅	∅	∅	7	1	7																																													1114	tʃʰ	∅	∅	∅	o	l	a	T	∅	∅	∅	U	L	A	1	∅	∅	∅	7	5	7
2	0.4000	4	0.8000	2350																																																																																									1113	o	tʃ	∅	∅	kʰ	ə	n	U	T	∅	∅	K	E	N	7	1	∅	∅	1	7	4																																													1114	o	tʃʰ	∅	∅	l	a	n	U	T	∅	∅	L	A	N	7	1	∅	∅	5	7	4
3	0.6000	3	0.6000	2350																																																																																									1113	kʰ	o	tʃ	∅	ə	n	∅	K	U	T	∅	E	N	∅	1	7	1	∅	7	4	∅																																													1114	l	o	tʃʰ	∅	a	n	∅	L	U	T	∅	A	N	∅	5	7	1	∅	7	4	∅
4	0.8000	2	0.4000	2350																																																																																									1113	ə	kʰ	o	tʃ	n	∅	∅	E	K	U	T	N	∅	∅	7	1	7	1	4	∅	∅																																													1114	a	l	o	tʃʰ	n	∅	∅	A	L	U	T	N	∅	∅	7	5	7	1	4	∅	∅
5	1.0000	1	0.2000	2350																																																																																									1113	n	ə	kʰ	o	∅	∅	∅	N	E	K	U	∅	∅	∅	4	7	1	7	∅	∅	∅																																													1114	n	a	l	o	∅	∅	∅	N	A	L	U	∅	∅	∅	4	7	5	7	∅	∅	∅
1	0.2000	5	1.0000	2356	1115	i	∅	∅	∅	p	k	a	I	∅	∅	∅	P	K	A	7	∅	∅	∅	1	1	7																																													1116	i	∅	∅	∅	p	tʃʰ	a	I	∅	∅	∅	P	T	A	7	∅	∅	∅	1	1	7	1117	i	∅	∅	∅	p	kʰ	e	I	∅	∅	∅	P	K	E	7	∅	∅	∅	1	1	7																							1118	i	∅	∅	∅	p	kʰ	e	I	∅	∅	∅	P	K	E	7	∅	∅	∅	1	1	7	1119	i	∅	∅	∅	p	-	a	I	∅	∅	∅	P	_	A	7	∅	∅	∅	1	0	7
2	0.4000	4	0.8000	2356	1115	p	i	∅	∅	k	a	-	P	I	∅	∅	K	A	_	1	7	∅	∅	1	7	0																																													1116	p	i	∅	∅	tʃʰ	a	m	P	I	∅	∅	T	A	M	1	7	∅	∅	1	7	4	1117	p	i	∅	∅	kʰ	e	n	P	I	∅	∅	K	E	N	1	7	∅	∅	1	7	4																							1118	p	i	∅	∅	kʰ	e	n	P	I	∅	∅	K	E	N	1	7	∅	∅	1	7	4	1119	p	i	∅	∅	-	a	n	P	I	∅	∅	_	A	N	1	7	∅	∅	0	7	4
3	0.6000	3	0.6000	2356	1115	k	p	i	∅	a	-	∅	K	P	I	∅	A	_	∅	1	1	7	∅	7	0	∅																																													1116	tʃʰ	p	i	∅	a	m	∅	T	P	I	∅	A	M	∅	1	1	7	∅	7	4	∅	1117	kʰ	p	i	∅	e	n	∅	K	P	I	∅	E	N	∅	1	1	7	∅	7	4	∅																							1118	kʰ	p	i	∅	e	n	∅	K	P	I	∅	E	N	∅	1	1	7	∅	7	4	∅	1119	-	p	i	∅	a	n	∅	_	P	I	∅	A	N	∅	0	1	7	∅	7	4	∅
4	0.8000	2	0.4000	2356	1115	a	k	p	i	-	∅	∅	A	K	P	I	_	∅	∅	7	1	1	7	0	∅	∅																																													1116	a	tʃʰ	p	i	m	∅	∅	A	T	P	I	M	∅	∅	7	1	1	7	4	∅	∅	1117	e	kʰ	p	i	n	∅	∅	E	K	P	I	N	∅	∅	7	1	1	7	4	∅	∅																							1118	e	kʰ	p	i	n	∅	∅	E	K	P	I	N	∅	∅	7	1	1	7	4	∅	∅	1119	a	-	p	i	n	∅	∅	A	_	P	I	N	∅	∅	7	0	1	7	4	∅	∅
5	1.0000	1	0.2000	2356	1115	-	a	k	p	∅	∅	∅	_	A	K	P	∅	∅	∅	0	7	1	1	∅	∅	∅																																													1116	m	a	tʃʰ	p	∅	∅	∅	M	A	T	P	∅	∅	∅	4	7	1	1	∅	∅	∅	1117	n	e	kʰ	p	∅	∅	∅	N	E	K	P	∅	∅	∅	4	7	1	1	∅	∅	∅																							1118	n	e	kʰ	p	∅	∅	∅	N	E	K	P	∅	∅	∅	4	7	1	1	∅	∅	∅	1119	n	a	-	p	∅	∅	∅	N	A	_	P	∅	∅	∅	4	7	0	1	∅	∅	∅
1	0.2500	4	1.0000	2358																																													1120	ʔ	∅	∅	∅	i	w	o	H	∅	∅	∅	I	W	U	1	∅	∅	∅	7	6	7																																													1121	ʔ	∅	∅	∅	i	w	o	H	∅	∅	∅	I	W	U	1	∅	∅	∅	7	6	7																																												
2	0.5000	3	0.7500	2358																																													1120	i	ʔ	∅	∅	w	o	∅	I	H	∅	∅	W	U	∅	7	1	∅	∅	6	7	∅																																													1121	i	ʔ	∅	∅	w	o	∅	I	H	∅	∅	W	U	∅	7	1	∅	∅	6	7	∅																																												
3	0.7500	2	0.5000	2358																																													1120	w	i	ʔ	∅	o	∅	∅	W	I	H	∅	U	∅	∅	6	7	1	∅	7	∅	∅																																													1121	w	i	ʔ	∅	o	∅	∅	W	I	H	∅	U	∅	∅	6	7	1	∅	7	∅	∅																																												
4	1.0000	1	0.2500	2358																																													1120	o	w	i	ʔ	∅	∅	∅	U	W	I	H	∅	∅	∅	7	6	7	1	∅	∅	∅																																													1121	o	w	i	ʔ	∅	∅	∅	U	W	I	H	∅	∅	∅	7	6	7	1	∅	∅	∅																																												
1	0.1250	8	1.0000	2366	1122	-	∅	∅	∅	-	j	a	_	∅	∅	∅	_	J	A	0	∅	∅	∅	0	6	7	1123	-	∅	∅	∅	-	j	a	_	∅	∅	∅	_	J	A	0	∅	∅	∅	0	6	7	1124	l	∅	∅	∅	o	j	a	L	∅	∅	∅	U	J	A	5	∅	∅	∅	7	6	7																							1125	-	∅	∅	∅	-	j	e	_	∅	∅	∅	_	J	E	0	∅	∅	∅	0	6	7	1126	-	∅	∅	∅	-	j	a	_	∅	∅	∅	_	J	A	0	∅	∅	∅	0	6	7	1127	-	∅	∅	∅	-	j	e	_	∅	∅	∅	_	J	E	0	∅	∅	∅	0	6	7	1128	-	∅	∅	∅	-	j	a	_	∅	∅	∅	_	J	A	0	∅	∅	∅	0	6	7
2	0.2500	7	0.8750	2366	1122	-	-	∅	∅	j	a	k	_	_	∅	∅	J	A	K	0	0	∅	∅	6	7	1	1123	-	-	∅	∅	j	a	k	_	_	∅	∅	J	A	K	0	0	∅	∅	6	7	1	1124	o	l	∅	∅	j	a	k	U	L	∅	∅	J	A	K	7	5	∅	∅	6	7	1																							1125	-	-	∅	∅	j	e	kʰ	_	_	∅	∅	J	E	K	0	0	∅	∅	6	7	1	1126	-	-	∅	∅	j	a	kː	_	_	∅	∅	J	A	K	0	0	∅	∅	6	7	1	1127	-	-	∅	∅	j	e	kʰ	_	_	∅	∅	J	E	K	0	0	∅	∅	6	7	1	1128	-	-	∅	∅	j	a	k	_	_	∅	∅	J	A	K	0	0	∅	∅	6	7	1
3	0.3750	6	0.7500	2366	1122	j	-	-	∅	a	k	l	J	_	_	∅	A	K	L	6	0	0	∅	7	1	5	1123	j	-	-	∅	a	k	l	J	_	_	∅	A	K	L	6	0	0	∅	7	1	5	1124	j	o	l	∅	a	k	p	J	U	L	∅	A	K	P	6	7	5	∅	7	1	1																							1125	j	-	-	∅	e	kʰ	-	J	_	_	∅	E	K	_	6	0	0	∅	7	1	0	1126	j	-	-	∅	a	kː	-	J	_	_	∅	A	K	_	6	0	0	∅	7	1	0	1127	j	-	-	∅	e	kʰ	-	J	_	_	∅	E	K	_	6	0	0	∅	7	1	0	1128	j	-	-	∅	a	k	p	J	_	_	∅	A	K	P	6	0	0	∅	7	1	1
4	0.5000	5	0.6250	2366	1122	a	j	-	-	k	l	a	A	J	_	_	K	L	A	7	6	0	0	1	5	7	1123	a	j	-	-	k	l	a	A	J	_	_	K	L	A	7	6	0	0	1	5	7	1124	a	j	o	l	k	p	o	A	J	U	L	K	P	U	7	6	7	5	1	1	7																							1125	e	j	-	-	kʰ	-	ə	E	J	_	_	K	_	E	7	6	0	0	1	0	7	1126	a	j	-	-	kː	-	a	A	J	_	_	K	_	A	7	6	0	0	1	0	7	1127	e	j	-	-	kʰ	-	ə	E	J	_	_	K	_	E	7	6	0	0	1	0	7	1128	a	j	-	-	k	p	a	A	J	_	_	K	P	A	7	6	0	0	1	1	7
