COGID	AntangWesternSandong	BanliangYangAn	DujiangEasternSandong	JiaoliPandong	JiarongSouthernSandong	JiuqianSouthernSandong	Pandong	RenliEasternSandong	SanjiangEasternSandong	ShuigenCentralSandong	ShuiweiSouthernSandong	ShuiyaoSouthernSandong	TangnianYangAn	TangzhouWesternSandong	TingpaiWesternSandong	ZhongheCentralSandong
2463-14														t aːu ¹		
4794-14														ȵ i ¹		
4569-14														l u ŋ ¹		
4586-14														ts j u ¹		
4552-14														t a ¹		
3228-14														k aː ŋ ¹		
3245-14														j a ¹		
6651-14														l aː k ¹		
6652-14														ⁿb aː n ¹		
1817-14														l aː k ¹		
1818-14														ˀm j e k ¹		
11052-14														ˀm a ¹		
1230-14														l aː k ¹		
3380-14														h a k ¹		
8174-14														h a m ¹		
8599-14														t j a m ¹		
7782-14														ˀd j aːu ¹		
8294-14														l e k ¹		
8514-14														h a ¹		
9669-14														l j e k ¹		
8531-14														t aːu ¹		
7954-14														p u k ¹		
9968-14														h a m ¹		
8040-14														t a ¹		
9304-14														t i ¹		
8345-14														t i k ¹		
8765-14														t o k ¹		
8849-14														s a ŋ ¹		
9286-14														t j a ŋ ¹		
9581-14														s u n ¹		
9267-14														l j a ¹		
8497-14														ts a n ¹		
7602-14														t aː p ¹		
8431-14														v j a n ¹		
10036-14														s u k ¹		
10019-14														l aː k ¹		
9216-14														ˀm əi ¹		
8074-14														q aː t ¹		
9511-14														k a n ¹		
8243-14														ʔ j a m ¹		
9250-14														t j a m ¹		
7568-14														s a ¹		
8832-14														t aːu ¹		
8057-14														ˀm əi ¹		
7716-14														h u p ¹		
9899-14														t i ¹		
7585-14														q aːu ¹		
8582-14														ˀm j u ¹		
9097-14														h a m ¹		
10125-14														f a ¹		
9460-14														l aːu ¹		
9649-14														pʰ u t ¹		
9870-14														ˀn a p ¹		
8680-14														ˀn a m ¹		
7699-14														ȶ i t ¹		
9001-14														s j a t ¹		
9494-14														t i p ¹		
7666-14														ɕ ə n ¹		
9598-14														t a k ¹		
8023-14														q a m ¹		
6882-15															z ə t ¹	
6485-15															ˀb aː n ¹	
4690-15															m aː n ¹	
5671-15															z a n ¹	
4272-15															s t a p ¹	
10935-15															t e ¹	
4760-15															ɕ j a n ¹	
1881-15															v a n ¹	
4777-15															ɕ a t ¹	
10969-15															v a n ¹	
10970-15															ȵ u ¹	
10206-15															v a n ¹	
6565-15															t j a n ¹	
1281-15															ʔ j a n ¹	
10569-15															h a m ¹	
6899-15															pʰ j a ŋ ¹	
7081-15															k aːu ¹	
4090-15															ⁿd a m ¹	
2197-15															h a m ¹	
3352-15															t i ¹	
3892-15															s a t ¹	
1071-15															q a m ¹	
10313-15															ˀm ai ¹	
2671-15															t j a t ¹	
5502-15															v w a k ¹	
7382-15															t w a n ¹	
932-15															k i ŋ ¹	
533-15															ˀm ai ¹	
4159-15															f a ¹	
2804-15															h a k ¹	
5451-15															ˀɣ a ¹	
5773-15															ʔ aːu ¹	
6933-15															ʔ aːu ¹	
4657-15															ʔ aːu ¹	
4658-15															v j a ŋ ¹	
6966-15															h i ¹	
5351-15															ˀɣ a ¹	
4073-15															t aːu ¹	
2163-15															ˀb j a n ¹	
1121-15															f j au ¹	
5790-15															f aː ŋ ¹	
10413-15															ˀm a ¹	
6731-15															ˀm a ¹	
1645-15															ˀm a ¹	
4914-15															ˀm a ¹	
6175-15															ȵ a ¹	
3092-15															z i ŋ ¹	
1247-15															l j a n ¹	
5620-15															s j u ¹	
4897-15															ˀm a ¹	
4811-15															ⁿb aː ŋ ¹	
1213-15															k aːu ¹	
11019-15															m aː ŋ ¹	
11020-15															k aːu ¹	
2129-15															t aː p ¹	
3211-15															h aː n ¹	
714-15															l a k ¹	
1729-15															k a ¹	
3679-15															ˀm a ¹	
1054-15															s j au ¹	
7448-15															h a m ¹	
582-15															s t i ¹	
4743-15															ɕ w a n ¹	
5419-15															l j a n ¹	
5601-15															ˀb aː n ¹	
2705-15															h a m ¹	
6381-15															ˀn a ŋ ¹	
1017-15															k a ¹	
645-15															l aː k ¹	
273-15															m ə t ¹	
4338-15															t j a k ¹	
2533-15															k i ¹	
1089-15															t a p ¹	
843-15															ˀn a n ¹	
2787-15															ɕ a t ¹	
4462-15															ˀn a n ¹	
10918-15															h a n ¹	
6582-15															h a ¹	
2070-15															k a ¹	
3075-15															s p a k ¹	
10848-15															f a ¹	
2480-15															z ə n ¹	
2214-15															k aːu ¹	
7225-15															h aː t ¹	
3515-15															pʰ j a m ¹	
2588-15															z ə n ¹	
2908-15															pʰ j a k ¹	
2393-15															ˀn a ¹	
1156-15															ȵ a ¹	
2374-15															t a ¹	
2146-15															k a ¹	
5133-15															ˀn a m ¹	
4981-15															h u k ¹	
10239-15															ˀm a ¹	
599-15															l j a t ¹	
5048-15															q o ¹	
6331-15															h a ¹	
290-15															ȶʰ i n ¹	
311-15															h aː k ¹	
3430-15															s j u ¹	
5369-15															s j u ¹	
2749-15															t w a n ¹	
2621-15															l j a k ¹	
1181-15															t a k ¹	
949-15															pʰ j u ¹	
2839-15															t aː ŋ ¹	
861-15															l aː k ¹	
6773-15															l aː k ¹	
5739-15															l aː k ¹	
5740-15															kʰ a t ¹	
3550-15															ɕ a m ¹	
4445-15															h a t ¹	
680-15															l aː ŋ ¹	
817-15															t ə n ¹	
782-15															pʰ j a t ¹	
10396-15															s j u ¹	
4606-15															h aː n ¹	
5207-15															m a n ¹	
7280-15															ˀd j au ¹	
6983-15															ʔ j a t ¹	
5168-15															k aː ŋ ¹	
1264-15															s t u ¹	
915-15															t aːu ¹	
1767-15															t u ŋ ¹	
10901-15															t j a n ¹	
10867-15															ˀd aː ŋ ¹	
417-15															k j a n ¹	
2285-15															pʰ n au ¹	
11002-15															ʔ ȶ i t ¹	
6348-15															ˀm e ¹	
6349-15															m aː n ¹	
10602-15															ˀb aː n ¹	
5654-15															ɕ j a n ¹	
880-15															ˀm e ¹	
983-15															h aː n ¹	
2033-15															t o ¹	
1433-15															s j a ¹	
1467-15															p aː k ¹	
469-15															t j a m ¹	
3127-15															s j u ¹	
4623-15															h a ¹	
7099-15															l j a k ¹	
4726-15															ɕ j a n ¹	
10465-15															ˀb aː n ¹	
5519-15															h ə n ¹	
5893-15															k m a n ¹	
2857-15															t aː ŋ ¹	
3645-15															h aː n ¹	
3032-15															ɕ j a n ¹	
2088-15															v j a n ¹	
2463-15															ȶ aːu ¹	
4794-15															ȵ i ¹	
4569-15															l u ŋ ¹	
4586-15															ts ȶ u ¹	
4552-15															k a ¹	
3228-15															q o ŋ ¹	
3245-15															j a ¹	
6651-15															l aː k ¹	
6652-15															ⁿb aː n ¹	
1817-15															l aː k ¹	
1818-15															ˀb j a k ¹	
11052-15															ˀn u ¹	
1230-15															l aː k ¹	
3380-15															h aː k ¹	
8174-15															h a m ¹	
8599-15															pʰ j a m ¹	
7782-15															pʰ j u ¹	
8294-15															l a k ¹	
8514-15															h aːi ¹	
9669-15															l j a k ¹	
8531-15															p aːu ¹	
7954-15															p u k ¹	
9968-15															h a m ¹	
8040-15															t a ¹	
9304-15															t i ¹	
8345-15															t o k ¹	
8765-15															ȶ a k ¹	
8849-15															s w a ŋ ¹	
9286-15															t j a ŋ ¹	
9581-15															ɕ w a n ¹	
9267-15															l j a ¹	
8497-15															ts a n ¹	
7602-15															t aː p ¹	
8431-15															v j a n ¹	
10036-15															h a k ¹	
10019-15															l a k ¹	
9216-15															ȵ e ¹	
8074-15															q aː t ¹	
9511-15															k aː n ¹	
8243-15															ʔ j a m ¹	
9250-15															t j a m ¹	
7568-15															ˀɣ a ¹	
8832-15															k aːu ¹	
8057-15															ȵ e ¹	
7716-15															h u p ¹	
9899-15															t i ¹	
7585-15															k aːu ¹	
8582-15															ˀb j a ¹	
9097-15															ˀn a m ¹	
10125-15															f a ¹	
9460-15															l aːu ¹	
9649-15															h a t ¹	
9870-15															ˀn a p ¹	
8680-15															h a m ¹	
7699-15															ȶ i t ¹	
9001-15															s j a t ¹	
9494-15															t i p ¹	
7666-15															ɕ a n ¹	
9598-15															t a k ¹	
8023-15															q a m ¹	
6882-16																z ə t ¹
6485-16																ˀb aː n ¹
4690-16																m aː n ¹
5671-16																z ə n ¹
4272-16																s t aː p ¹
10935-16																t aːu ¹
4760-16																ɕ j e n ¹
1881-16																v a n ¹
4777-16																ɕ ə t ¹
10969-16																v a n ¹
10970-16																ȵ a ¹
10206-16																v a n ¹
6565-16																t j a n ¹
1281-16																ʔ j e n ¹
10569-16																ˀn a m ¹
6899-16																pʰ j a ŋ ¹
7081-16																k aːu ¹
4090-16																ⁿd a m ¹
2197-16																h a m ¹
3352-16																t i ¹
3892-16																ɕ ə t ¹
1071-16																q a m ¹
10313-16																ˀm ai ¹
2671-16																t j ə t ¹
5502-16																f u k ¹
7382-16																t e n ¹
932-16																k aː ŋ ¹
533-16																ˀm ai ¹
4159-16																f a ¹
2804-16																h a k ¹
5451-16																ɣ a ¹
5773-16																ʔ aːu ¹
6933-16																ʔ aːu ¹
4657-16																ʔ aːu ¹
4658-16																v j a ŋ ¹
6966-16																h i ¹
5351-16																ɣ a ¹
4073-16																t aːu ¹
2163-16																ˀb j a ŋ ¹
1121-16																f a ¹
5790-16																f aː ŋ ¹
10413-16																ˀm a ¹
6731-16																ˀm a ¹
1645-16																ˀm a ¹
4914-16																ˀm a ¹
6175-16																ȵ a ¹
3092-16																s i ŋ ¹
1247-16																l j aː n ¹
5620-16																s j u ¹
4897-16																ˀm a ¹
4811-16																ⁿb aː ŋ ¹
1213-16																k aːu ¹
11019-16																m aː ŋ ¹
11020-16																k aːu ¹
2129-16																t aː p ¹
3211-16																h aː n ¹
714-16																l o k ¹
1729-16																k a ¹
3679-16																ˀm a ¹
1054-16																s u ¹
7448-16																h a m ¹
582-16																s i ¹
4743-16																ɕ e n ¹
5419-16																l j e n ¹
5601-16																ˀb aː n ¹
2705-16																h a m ¹
6381-16																ˀn aː ŋ ¹
1017-16																k a ¹
645-16																l aː k ¹
273-16																m ə t ¹
4338-16																t j a k ¹
2533-16																k i ¹
1089-16																t u p ¹
843-16																ˀn a n ¹
2787-16																ɕ ə t ¹
4462-16																ˀn a n ¹
10918-16																h a n ¹
6582-16																h a ¹
2070-16																k a ¹
3075-16																s p a k ¹
10848-16																f a ¹
2480-16																z ə n ¹
2214-16																k aːu ¹
7225-16																h aː t ¹
3515-16																t j a m ¹
2588-16																z ə n ¹
2908-16																pʰ j aː k ¹
2393-16																ˀn a ¹
1156-16																ˀm a ¹
2374-16																t a ¹
2146-16																k a ¹
5133-16																ˀn a ŋ ¹
4981-16																l u k ¹
10239-16																ˀm a ¹
599-16																l j ə t ¹
5048-16																k aːu ¹
6331-16																h a ¹
290-16																ȶʰ i n ¹
311-16																h aː k ¹
3430-16																s j a ¹
5369-16																s j a ¹
2749-16																t a n ¹
2621-16																l j a p ¹
1181-16																t a k ¹
949-16																pʰ j u ¹
2839-16																t i ŋ ¹
861-16																l aː k ¹
6773-16																l aː k ¹
5739-16																l aː k ¹
5740-16																ɕ ə t ¹
3550-16																ɕ u m ¹
4445-16																ɣ ə t ¹
680-16																l aː ŋ ¹
817-16																t aː n ¹
782-16																pʰ j ə t ¹
10396-16																s j u ¹
4606-16																h aː n ¹
5207-16																m a n ¹
7280-16																ˀd j aːu ¹
6983-16																ʔ j ə t ¹
5168-16																t aː ŋ ¹
1264-16																s t u ¹
915-16																t aːu ¹
1767-16																t u ŋ ¹
10901-16																t j a ŋ ¹
10867-16																ˀd o ŋ ¹
417-16																t j aː n ¹
2285-16																pʰ s aːu ¹
11002-16																t ȶ ə t ¹
6348-16																ˀm ai ¹
6349-16																m aː n ¹
10602-16																ˀb aː n ¹
5654-16																ɕ j e n ¹
880-16																ˀm e ¹
983-16																h aː n ¹
2033-16																t o ¹
1433-16																s j a ¹
1467-16																ˀd aː k ¹
469-16																t j a m ¹
3127-16																s j a ¹
4623-16																h a ¹
7099-16																l j aː k ¹
4726-16																ɕ e n ¹
10465-16																ˀb aː n ¹
5519-16																h ə n ¹
5893-16																t m e n ¹
2857-16																t i ŋ ¹
3645-16																h aː n ¹
3032-16																ɕ j a n ¹
2088-16																v j a n ¹
2463-16																ȶ aːu ¹
4794-16																ȵ i ¹
4569-16																l u ŋ ¹
4586-16																s u ¹
4552-16																k a ¹
3228-16																k aː ŋ ¹
3245-16																j a ¹
6651-16																l aː k ¹
6652-16																ⁿb aː n ¹
1817-16																l aː k ¹
1818-16																ˀb j aː k ¹
11052-16																ˀn a ¹
1230-16																l aː k ¹
3380-16																h a k ¹
8174-16																h a m ¹
8599-16																t j a m ¹
7782-16																ˀd j u ¹
8294-16																l aː k ¹
8514-16																h a ¹
9669-16																l j aː k ¹
8531-16																p aːu ¹
7954-16																p u k ¹
9968-16																h a m ¹
8040-16																t a ¹
9304-16																t i ¹
8345-16																t o k ¹
8765-16																t o k ¹
8849-16																s a ŋ ¹
9286-16																t j aː ŋ ¹
9581-16																ɕ e n ¹
9267-16																l j a ¹
8497-16																ts e n ¹
7602-16																t aː p ¹
8431-16																v j a n ¹
10036-16																h a k ¹
10019-16																l aː k ¹
9216-16																ˀm e ¹
8074-16																ȶ aː t ¹
9511-16																k a n ¹
8243-16																ʔ j a m ¹
9250-16																t j a m ¹
7568-16																s a ¹
8832-16																k aːu ¹
8057-16																ȵ e ¹
7716-16																h u p ¹
9899-16																t i ¹
7585-16																k aːu ¹
8582-16																ˀb j u ¹
9097-16																h a m ¹
10125-16																f a ¹
9460-16																ˀm aːu ¹
9649-16																ts ə t ¹
9870-16																ˀn a p ¹
8680-16																h a m ¹
7699-16																ȶ i t ¹
9001-16																s j aː t ¹
9494-16																t i p ¹
7666-16																ɕ ə n ¹
9598-16																t a k ¹
8023-16																q a m ¹
