ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	LATITUDE	LONGITUDE	LANGUAGE_FAMILY	COGID
1836	77_pequeno	small	Cogui	Cogui	'nanguze	'nanguze	'n/n a n g u z e	cogu1240	10.95	-73.80	Chibcha	989
1837	77_pequeno	small	Arhuaco	Arhuaco	in'gɨkawa	in'gɨkawa	i n 'g/g ɨ k a w a	arhu1242	10.70	-73.64	Chibcha	990
1838	77_pequeno	small	Malayo	Malayo	'akwia	'akwia	'a/a k w i a	mala1522	10.93	-73.42	Chibcha	991
1839	77_pequeno	small	Chimila	Chimila	'dissu'tuʔ	'dissu'tuʔ	'd/d i s u 't/t u ʔ	chim1309	10.19	-74.26	Chibcha	992
1840	77_pequeno	small	Chibcha	Chibcha	inɣe tsunɣa	inɣe tsunɣa	i n ɣ e + t s u n ɣ a	chib1270	6.25	-74.17	Chibcha	990
1841	77_pequeno	small	CentralTunebo	Central Tunebo	'konuɾo	'konuɾo	'k/k o n u ɾ o	cent2150	6.89	-72.09	Chibcha	993
1842	77_pequeno	small	Bari	Barí	baku	baku	b a k u	bari1297	9.08	-72.94	Chibcha	994
1747	74_oler	smell (v.)	LencaSalvador	Lenca-Salvador	ʃuʃi	ʃuʃi	ʃ u ʃ i	lenc1242	13.56	-87.50	Lencan	936
1748	74_oler	smell (v.)	LencaHonduras	Lenca-Honduras	suis	suis	s u i s	lenc1243	13.67	-88.11	Lencan	936
1749	74_oler	smell (v.)	Cacaopera	Cacaopera	alawa	alawa	a l a w a	caca1247	13.74	-88.11	Misumalpam	937
1750	74_oler	smell (v.)	Mayangna	Mayangna	walap	walap	w a l a p	maya1285	14.13	-84.34	Misumalpam	937
1751	74_oler	smell (v.)	Ulwa	Ulwa	um	um	u m	ulwa1239	12.93	-83.58	Misumalpam	938
1752	74_oler	smell (v.)	Miskito	Mískito	kja wal	kja wal	k j a + w a l	misk1235	15.16	-84.29	Misumalpam	939
1753	74_oler	smell (v.)	Pech	Pech	õ̀h	õ̀h	õ̀/õ h	pech1241	15.80	-85.56	Chibcha	940
1754	74_oler	smell (v.)	Rama	Rama	ŋu:k	ŋu:k	ŋ uː k	rama1270	11.50	-83.86	Chibcha	941
1755	74_oler	smell (v.)	MalekuJaika	Maléku Jaíka	u:ɬa	u:ɬa	uː ɬ a	male1297	10.75	-84.73	Chibcha	942
1756	74_oler	smell (v.)	Boruca	Boruca	súk	súk	s ú/u k	boru1252	8.88	-83.21	Chibcha	943
1757	74_oler	smell (v.)	Bribri	Bribri	aɺá stsɪ	aɺá stsɪ	a ɺ á/a + s t s ɪ	brib1243	9.40	-83.05	Chibcha	944
1758	74_oler	smell (v.)	Cabecar	Cabécar	haɺa ssɪ	haɺa ssɪ	h a ɺ a + s ɪ	cabe1245	9.67	-83.41	Chibcha	944
1759	74_oler	smell (v.)	Teribe	Teribe	ɺoʃík	ɺoʃík	ɺ o ʃ í/i k	teri1250	9.06	-82.96	Chibcha	945
1760	74_oler	smell (v.)	Ngabere	Ngäbere	ɾɔse	ɾɔse	ɾ ɔ s e	ngab1239	8.83	-82.39	Chibcha	944
1761	74_oler	smell (v.)	Buglere	Buglere	ɲáhwẽ	ɲáhwẽ	ɲ á/a h w ẽ	bugl1243	8.58	-81.26	Chibcha	946
1762	74_oler	smell (v.)	SanBlasKuna	San Blas Kuna	u	u	u	sanb1242	9.16	-78.31	Chibcha	948
1763	74_oler	smell (v.)	Cogui	Cogui	'hungu	'hungu	'h/h u n g u	cogu1240	10.95	-73.80	Chibcha	949
1764	74_oler	smell (v.)	Arhuaco	Arhuaco	ɾeʔbuss	ɾeʔbuss	ɾ e ʔ b u s	arhu1242	10.70	-73.64	Chibcha	950
1765	74_oler	smell (v.)	Malayo	Malayo	nɨkɨnatuʒi	nɨkɨnatuʒi	n ɨ k ɨ n a t u ʒ i	mala1522	10.93	-73.42	Chibcha	951
1766	74_oler	smell (v.)	Chimila	Chimila	'mo:	'mo:	'm/m oː	chim1309	10.19	-74.26	Chibcha	952
1767	74_oler	smell (v.)	Chibcha	Chibcha	mɨskɨ	mɨskɨ	m ɨ s k ɨ	chib1270	6.25	-74.17	Chibcha	953
1768	74_oler	smell (v.)	CentralTunebo	Central Tunebo	'ina jah	'ina jah	'i/i n a + j a h	cent2150	6.89	-72.09	Chibcha	954
1769	74_oler	smell (v.)	Bari	Barí	atu	atu	a t u	bari1297	9.08	-72.94	Chibcha	955
1174	50_humo	smoke (substance)	LencaSalvador	Lenca-Salvador	mo	mo	m o	lenc1242	13.56	-87.50	Lencan	618
1175	50_humo	smoke (substance)	LencaHonduras	Lenca-Honduras	po:ɾo	po:ɾo	p oː ɾ o	lenc1243	13.67	-88.11	Lencan	618
1176	50_humo	smoke (substance)	Cacaopera	Cacaopera	kiba	kiba	k i b a	caca1247	13.74	-88.11	Misumalpam	619
1177	50_humo	smoke (substance)	Mayangna	Mayangna	wajau	wajau	w a j a u	maya1285	14.13	-84.34	Misumalpam	620
1178	50_humo	smoke (substance)	Ulwa	Ulwa	waju	waju	w a j u	ulwa1239	12.93	-83.58	Misumalpam	620
1179	50_humo	smoke (substance)	Miskito	Mískito	kjasma	kjasma	k j a s m a	misk1235	15.16	-84.29	Misumalpam	619
1180	50_humo	smoke (substance)	Pech	Pech	wãs	wãs	w ã s	pech1241	15.80	-85.56	Chibcha	620
1181	50_humo	smoke (substance)	Rama	Rama	sawa	sawa	s a w a	rama1270	11.50	-83.86	Chibcha	621
1182	50_humo	smoke (substance)	MalekuJaika	Maléku Jaíka	uxu:ma	uxu:ma	u x uː m a	male1297	10.75	-84.73	Chibcha	622
1183	50_humo	smoke (substance)	Boruca	Boruca	dʒìdʒà	dʒìdʒà	dʒ ì/i dʒ à/a	boru1252	8.88	-83.21	Chibcha	623
1184	50_humo	smoke (substance)	Bribri	Bribri	ʃkaɺã̂	ʃkaɺã̂	ʃ k a ɺ ã̂/ã	brib1243	9.40	-83.05	Chibcha	624
1185	50_humo	smoke (substance)	Cabecar	Cabécar	ʃkaɺã́	ʃkaɺã́	ʃ k a ɺ ã́/ã	cabe1245	9.67	-83.41	Chibcha	624
1186	50_humo	smoke (substance)	Teribe	Teribe	ɲó	ɲó	ɲ ó/o	teri1250	9.06	-82.96	Chibcha	625
1187	50_humo	smoke (substance)	Ngabere	Ngäbere	ŋɯbɯ	ŋɯbɯ	ŋ ɯ b ɯ	ngab1239	8.83	-82.39	Chibcha	626
1188	50_humo	smoke (substance)	Buglere	Buglere	hiã́	hiã́	h i ã́/ã	bugl1243	8.58	-81.26	Chibcha	627
1189	50_humo	smoke (substance)	Dorasque	Dorasque	kébu-sa	kébu-sa	k é/e b u + s a	dora1242	8.57	-82.38	Chibcha	621
1190	50_humo	smoke (substance)	SanBlasKuna	San Blas Kuna	wa:	wa:	w aː	sanb1242	9.16	-78.31	Chibcha	620
1191	50_humo	smoke (substance)	Cogui	Cogui	ihia	ihia	i h i a	cogu1240	10.95	-73.80	Chibcha	625
1192	50_humo	smoke (substance)	Arhuaco	Arhuaco	'zatʃa	'zatʃa	'z/z a tʃ a	arhu1242	10.70	-73.64	Chibcha	628
1193	50_humo	smoke (substance)	Malayo	Malayo	suta	suta	s u t a	mala1522	10.93	-73.42	Chibcha	629
1194	50_humo	smoke (substance)	Chimila	Chimila	'iŋŋaʔ	'iŋŋaʔ	'i/i ŋ a ʔ	chim1309	10.19	-74.26	Chibcha	625
1195	50_humo	smoke (substance)	Chibcha	Chibcha	i-e	i-e	i + e	chib1270	6.25	-74.17	Chibcha	625
1196	50_humo	smoke (substance)	CentralTunebo	Central Tunebo	'ijaɾa	'ijaɾa	'i/i j a ɾ a	cent2150	6.89	-72.09	Chibcha	625
1197	50_humo	smoke (substance)	Bari	Barí	inakba	inakba	i n a k b a	bari1297	9.08	-72.94	Chibcha	625
2249	95_serpiente	snake	LencaSalvador	Lenca-Salvador	amap	amap	a m a p	lenc1242	13.56	-87.50	Lencan	1222
2250	95_serpiente	snake	LencaHonduras	Lenca-Honduras	salala	salala	s a l a l a	lenc1243	13.67	-88.11	Lencan	1223
2251	95_serpiente	snake	Cacaopera	Cacaopera	jara	jara	j a r a	caca1247	13.74	-88.11	Misumalpam	1224
2252	95_serpiente	snake	Mayangna	Mayangna	bil	bil	b i l	maya1285	14.13	-84.34	Misumalpam	1225
2253	95_serpiente	snake	Ulwa	Ulwa	di:muih	di:muih	d iː m u i h	ulwa1239	12.93	-83.58	Misumalpam	1226
2254	95_serpiente	snake	Miskito	Mískito	pjẽta	pjẽta	p j ẽ t a	misk1235	15.16	-84.29	Misumalpam	1227
2255	95_serpiente	snake	Pech	Pech	ìs	ìs	ì/i s	pech1241	15.80	-85.56	Chibcha	1228
2256	95_serpiente	snake	Rama	Rama	a:lbut	a:lbut	aː l b u t	rama1270	11.50	-83.86	Chibcha	1229
2257	95_serpiente	snake	MalekuJaika	Maléku Jaíka	ɬala:ki	ɬala:ki	ɬ a l aː k i	male1297	10.75	-84.73	Chibcha	1223
2258	95_serpiente	snake	Boruca	Boruca	tèbèk	tèbèk	t è/e b è/e k	boru1252	8.88	-83.21	Chibcha	1230
2259	95_serpiente	snake	Bribri	Bribri	tkabɪ́	tkabɪ́	t k a b ɪ́/ɪ	brib1243	9.40	-83.05	Chibcha	1230
2260	95_serpiente	snake	Cabecar	Cabécar	tkabɪ̀	tkabɪ̀	t k a b ɪ̀/ɪ	cabe1245	9.67	-83.41	Chibcha	1230
2261	95_serpiente	snake	Teribe	Teribe	bugúɾ	bugúɾ	b u g ú/u ɾ	teri1250	9.06	-82.96	Chibcha	1231
2262	95_serpiente	snake	Ngabere	Ngäbere	itʃa	itʃa	i tʃ a	ngab1239	8.83	-82.39	Chibcha	1232
2263	95_serpiente	snake	Buglere	Buglere	hoɾisi	hoɾisi	h o ɾ i s i	bugl1243	8.58	-81.26	Chibcha	1233
2264	95_serpiente	snake	Dorasque	Dorasque	buli	buli	b u l i	dora1242	8.57	-82.38	Chibcha	1234
2265	95_serpiente	snake	SanBlasKuna	San Blas Kuna	nakpe	nakpe	n a k p e	sanb1242	9.16	-78.31	Chibcha	1230
2266	95_serpiente	snake	Cogui	Cogui	'tagbi	'tagbi	't/t a g b i	cogu1240	10.95	-73.80	Chibcha	1230
2267	95_serpiente	snake	Arhuaco	Arhuaco	gwi'omɨ	gwi'omɨ	g w i 'o/o m ɨ	arhu1242	10.70	-73.64	Chibcha	1235
2268	95_serpiente	snake	Malayo	Malayo	guma	guma	g u m a	mala1522	10.93	-73.42	Chibcha	1235
2269	95_serpiente	snake	Chimila	Chimila	'mannuʔ	'mannuʔ	'm/m a n u ʔ	chim1309	10.19	-74.26	Chibcha	1236
2270	95_serpiente	snake	Chibcha	Chibcha	mɨso	mɨso	m ɨ s o	chib1270	6.25	-74.17	Chibcha	1236
2271	95_serpiente	snake	Bari	Barí	tidu	tidu	t i d u	bari1297	9.08	-72.94	Chibcha	1237
2272	95_serpiente	snake	CentralTunebo	Central Tunebo	kumoɾo'a	kumoɾo'a	k u m o ɾ o 'a/a	cent2150	6.89	-72.09	Chibcha	1238
2584	109_vientre	stomach	LencaSalvador	Lenca-Salvador	k'omo	k'omo	k 'o/o m o	lenc1242	13.56	-87.50	Lencan	1393
2585	109_vientre	stomach	LencaHonduras	Lenca-Honduras	maNkera	maNkera	m a n k e r a	lenc1243	13.67	-88.11	Lencan	1394
2586	109_vientre	stomach	Cacaopera	Cacaopera	kawam	kawam	k a w a m	caca1247	13.74	-88.11	Misumalpam	1393
2587	109_vientre	stomach	Mayangna	Mayangna	ba	ba	b a	maya1285	14.13	-84.34	Misumalpam	1394
2588	109_vientre	stomach	Ulwa	Ulwa	ba	ba	b a	ulwa1239	12.93	-83.58	Misumalpam	1394
2589	109_vientre	stomach	Miskito	Mískito	bjara	bjara	b j a r a	misk1235	15.16	-84.29	Misumalpam	1394
2590	109_vientre	stomach	Pech	Pech	já	já	j á/a	pech1241	15.80	-85.56	Chibcha	1395
2591	109_vientre	stomach	Rama	Rama	uɾmut	uɾmut	u ɾ m u t	rama1270	11.50	-83.86	Chibcha	1396
2592	109_vientre	stomach	MalekuJaika	Maléku Jaíka	ŋo:ki	ŋo:ki	ŋ oː k i	male1297	10.75	-84.73	Chibcha	1397
2593	109_vientre	stomach	Boruca	Boruca	kúà	kúà	k ú/u à/a	boru1252	8.88	-83.21	Chibcha	1393
2594	109_vientre	stomach	Bribri	Bribri	dʒã̂uì	dʒã̂uì	dʒ ã̂/ã u ì/i	brib1243	9.40	-83.05	Chibcha	1398
2595	109_vientre	stomach	Cabecar	Cabécar	dʒã́hkù	dʒã́hkù	dʒ ã́/ã h k ù/u	cabe1245	9.67	-83.41	Chibcha	1399
2596	109_vientre	stomach	Teribe	Teribe	bʊ̀uó	bʊ̀uó	b ʊ̀/ʊ u ó/o	teri1250	9.06	-82.96	Chibcha	1400
2597	109_vientre	stomach	Ngabere	Ngäbere	bule	bule	b u l e	ngab1239	8.83	-82.39	Chibcha	1401
2598	109_vientre	stomach	Buglere	Buglere	bdísuli	bdísuli	b d í/i s u l i	bugl1243	8.58	-81.26	Chibcha	1402
2599	109_vientre	stomach	Dorasque	Dorasque	korigú	korigú	k o r i g ú/u	dora1242	8.57	-82.38	Chibcha	1403
2600	109_vientre	stomach	SanBlasKuna	San Blas Kuna	sapana	sapana	s a p a n a	sanb1242	9.16	-78.31	Chibcha	1404
2601	109_vientre	stomach	Cogui	Cogui	'ʒiʒa	'ʒiʒa	'ʒ/ʒ i ʒ a	cogu1240	10.95	-73.80	Chibcha	1405
2602	109_vientre	stomach	Arhuaco	Arhuaco	'zunkənɨ	'zunkənɨ	'z/z u n k ə n ɨ	arhu1242	10.70	-73.64	Chibcha	1406
2603	109_vientre	stomach	Malayo	Malayo	tɨmɨkɨna	tɨmɨkɨna	t ɨ m ɨ k ɨ n a	mala1522	10.93	-73.42	Chibcha	1407
2604	109_vientre	stomach	Chimila	Chimila	ke:ɾu	ke:ɾu	k eː ɾ u	chim1309	10.19	-74.26	Chibcha	1408
2605	109_vientre	stomach	Chibcha	Chibcha	ie	ie	i e	chib1270	6.25	-74.17	Chibcha	1409
2606	109_vientre	stomach	CentralTunebo	Central Tunebo	'jiɾa	'jiɾa	'j/j i ɾ a	cent2150	6.89	-72.09	Chibcha	1410
2607	109_vientre	stomach	Bari	Barí	i:si	i:si	iː s i	bari1297	9.08	-72.94	Chibcha	1411
1937	82_piedra	stone	LencaSalvador	Lenca-Salvador	ke	ke	k e	lenc1242	13.56	-87.50	Lencan	1053
1938	82_piedra	stone	LencaHonduras	Lenca-Honduras	ke	ke	k e	lenc1243	13.67	-88.11	Lencan	1053
1939	82_piedra	stone	Cacaopera	Cacaopera	apa	apa	a p a	caca1247	13.74	-88.11	Misumalpam	1054
1940	82_piedra	stone	Mayangna	Mayangna	ki	ki	k i	maya1285	14.13	-84.34	Misumalpam	1053
1941	82_piedra	stone	Ulwa	Ulwa	ki	ki	k i	ulwa1239	12.93	-83.58	Misumalpam	1053
1942	82_piedra	stone	Miskito	Mískito	walpa	walpa	w a l p a	misk1235	15.16	-84.29	Misumalpam	1054
1943	82_piedra	stone	Pech	Pech	sàʔ	sàʔ	s à/a ʔ	pech1241	15.80	-85.56	Chibcha	1055
1944	82_piedra	stone	Rama	Rama	ŋali:ŋ	ŋali:ŋ	ŋ a l iː ŋ	rama1270	11.50	-83.86	Chibcha	1056
1945	82_piedra	stone	MalekuJaika	Maléku Jaíka	oktaɾa:	oktaɾa:	o k t a ɾ aː	male1297	10.75	-84.73	Chibcha	1057
1946	82_piedra	stone	Boruca	Boruca	káŋ	káŋ	k á/a ŋ	boru1252	8.88	-83.21	Chibcha	1053
1947	82_piedra	stone	Bribri	Bribri	âk	âk	â/a k	brib1243	9.40	-83.05	Chibcha	1057
1948	82_piedra	stone	Cabecar	Cabécar	hák	hák	h á/a k	cabe1245	9.67	-83.41	Chibcha	1057
1949	82_piedra	stone	Teribe	Teribe	àk	àk	à/a k	teri1250	9.06	-82.96	Chibcha	1057
1950	82_piedra	stone	Ngabere	Ngäbere	hɔ	hɔ	h ɔ	ngab1239	8.83	-82.39	Chibcha	1057
1951	82_piedra	stone	Buglere	Buglere	ke	ke	k e	bugl1243	8.58	-81.26	Chibcha	1053
1952	82_piedra	stone	Dorasque	Dorasque	agá	agá	a g á/a	dora1242	8.57	-82.38	Chibcha	1057
1953	82_piedra	stone	SanBlasKuna	San Blas Kuna	akkwa	akkwa	a k w a	sanb1242	9.16	-78.31	Chibcha	1057
1954	82_piedra	stone	Cogui	Cogui	'hagi	'hagi	'h/h a g i	cogu1240	10.95	-73.80	Chibcha	1057
1955	82_piedra	stone	Arhuaco	Arhuaco	'aʔnɨ	'aʔnɨ	'a/a ʔ n ɨ	arhu1242	10.70	-73.64	Chibcha	1057
1956	82_piedra	stone	Malayo	Malayo	ɨgina	ɨgina	ɨ g i n a	mala1522	10.93	-73.42	Chibcha	1057
1957	82_piedra	stone	Chimila	Chimila	kɾe:kakwi	kɾe:kakwi	k ɾ eː k a k w i	chim1309	10.19	-74.26	Chibcha	1058
1958	82_piedra	stone	Chibcha	Chibcha	hɨka	hɨka	h ɨ k a	chib1270	6.25	-74.17	Chibcha	1057
1959	82_piedra	stone	CentralTunebo	Central Tunebo	a'ka	a'ka	'a/a k a	cent2150	6.89	-72.09	Chibcha	1057
1960	82_piedra	stone	Bari	Barí	ã:	ã:	ãː	bari1297	9.08	-72.94	Chibcha	1057
2273	96_sol	sun	LencaSalvador	Lenca-Salvador	jaʃa	jaʃa	j a ʃ a	lenc1242	13.56	-87.50	Lencan	1239
2274	96_sol	sun	LencaHonduras	Lenca-Honduras	ka-si	ka-si	k a + s i	lenc1243	13.67	-88.11	Lencan	1240
2275	96_sol	sun	Cacaopera	Cacaopera	lan	lan	l a n	caca1247	13.74	-88.11	Misumalpam	1241
2276	96_sol	sun	Mayangna	Mayangna	ma	ma	m a	maya1285	14.13	-84.34	Misumalpam	1242
2277	96_sol	sun	Ulwa	Ulwa	ma	ma	m a	ulwa1239	12.93	-83.58	Misumalpam	1242
2278	96_sol	sun	Miskito	Mískito	ju	ju	j u	misk1235	15.16	-84.29	Misumalpam	1243
2279	96_sol	sun	Pech	Pech	ã̀:	ã̀:	ã̀ː/ãː	pech1241	15.80	-85.56	Chibcha	1240
2280	96_sol	sun	Rama	Rama	alka	alka	a l k a	rama1270	11.50	-83.86	Chibcha	1244
2281	96_sol	sun	MalekuJaika	Maléku Jaíka	to:xi	to:xi	t oː x i	male1297	10.75	-84.73	Chibcha	1245
2282	96_sol	sun	Boruca	Boruca	kà-k	kà-k	k à/a + k	boru1252	8.88	-83.21	Chibcha	1240
2283	96_sol	sun	Bribri	Bribri	dí-uʊ̀	dí-uʊ̀	d í/i + u ʊ̀/ʊ	brib1243	9.40	-83.05	Chibcha	1246
2284	96_sol	sun	Cabecar	Cabécar	kã-úʊ́	kã-úʊ́	k ã + ú/u ʊ́/ʊ	cabe1245	9.67	-83.41	Chibcha	1240
2285	96_sol	sun	Teribe	Teribe	dɺò	dɺò	d ɺ ò/o	teri1250	9.06	-82.96	Chibcha	1247
2286	96_sol	sun	Ngabere	Ngäbere	ɲɔnɔ	ɲɔnɔ	ɲ ɔ n ɔ	ngab1239	8.83	-82.39	Chibcha	1248
2287	96_sol	sun	Buglere	Buglere	tʃwi	tʃwi	tʃ w i	bugl1243	8.58	-81.26	Chibcha	1245
2288	96_sol	sun	Dorasque	Dorasque	kerél	kerél	k e r é/e l	dora1242	8.57	-82.38	Chibcha	1249
2289	96_sol	sun	SanBlasKuna	San Blas Kuna	ta-ta	ta-ta	t a + t a	sanb1242	9.16	-78.31	Chibcha	1250
2290	96_sol	sun	Cogui	Cogui	'niui	'niui	'n/n i u i	cogu1240	10.95	-73.80	Chibcha	1245
2291	96_sol	sun	Arhuaco	Arhuaco	dʒwi	dʒwi	dʒ w i	arhu1242	10.70	-73.64	Chibcha	1245
2292	96_sol	sun	Malayo	Malayo	'dʒui	'dʒui	'd/d ʒ u i	mala1522	10.93	-73.42	Chibcha	1245
2293	96_sol	sun	Chimila	Chimila	'di-ŋŋaʔ	'di-ŋŋaʔ	'd/d i + ŋ a ʔ	chim1309	10.19	-74.26	Chibcha	1246
2294	96_sol	sun	Chibcha	Chibcha	sua	sua	s u a	chib1270	6.25	-74.17	Chibcha	1245
2295	96_sol	sun	CentralTunebo	Central Tunebo	'ra-ʔsa	'ra-ʔsa	'r/r a + ʔ s a	cent2150	6.89	-72.09	Chibcha	1250
2296	96_sol	sun	Bari	Barí	ni-a:	ni-a:	n i + aː	bari1297	9.08	-72.94	Chibcha	1246
529	23_cola	tail	LencaSalvador	Lenca-Salvador	ts'oh	ts'oh	t s 'o/o h	lenc1242	13.56	-87.50	Lencan	288
530	23_cola	tail	LencaHonduras	Lenca-Honduras	wan	wan	w a n	lenc1243	13.67	-88.11	Lencan	289
531	23_cola	tail	Cacaopera	Cacaopera	kuna	kuna	k u n a	caca1247	13.74	-88.11	Misumalpam	290
532	23_cola	tail	Mayangna	Mayangna	mamah	mamah	m a m a h	maya1285	14.13	-84.34	Misumalpam	291
533	23_cola	tail	Ulwa	Ulwa	umah	umah	u m a h	ulwa1239	12.93	-83.58	Misumalpam	292
534	23_cola	tail	Miskito	Mískito	wajka	wajka	w a j k a	misk1235	15.16	-84.29	Misumalpam	289
535	23_cola	tail	Pech	Pech	pàɾ	pàɾ	p à/a ɾ	pech1241	15.80	-85.56	Chibcha	293
536	23_cola	tail	Rama	Rama	tuk	tuk	t u k	rama1270	11.50	-83.86	Chibcha	294
537	23_cola	tail	MalekuJaika	Maléku Jaíka	tuki:	tuki:	t u k iː	male1297	10.75	-84.73	Chibcha	294
538	23_cola	tail	Boruca	Boruca	kuàntsá	kuàntsá	k u à/a n t s á/a	boru1252	8.88	-83.21	Chibcha	295
539	23_cola	tail	Bribri	Bribri	baɺḗk	baɺḗk	b a ɺ ẽ́/ẽ k	brib1243	9.40	-83.05	Chibcha	293
540	23_cola	tail	Cabecar	Cabécar	baɺḗk	baɺḗk	b a ɺ ẽ́/ẽ k	cabe1245	9.67	-83.41	Chibcha	293
541	23_cola	tail	Teribe	Teribe	ɸɺàk	ɸɺàk	ɸ ɺ à/a k	teri1250	9.06	-82.96	Chibcha	293
542	23_cola	tail	Ngabere	Ngäbere	kɯbaɾa	kɯbaɾa	k ɯ b a ɾ a	ngab1239	8.83	-82.39	Chibcha	293
543	23_cola	tail	Buglere	Buglere	skugda	skugda	s k u g d a	bugl1243	8.58	-81.26	Chibcha	296
544	23_cola	tail	Dorasque	Dorasque	dug	dug	d u g	dora1242	8.57	-82.38	Chibcha	294
545	23_cola	tail	SanBlasKuna	San Blas Kuna	punnu	punnu	p u n u	sanb1242	9.16	-78.31	Chibcha	297
546	23_cola	tail	Cogui	Cogui	'nugi	'nugi	'n/n u g i	cogu1240	10.95	-73.80	Chibcha	294
547	23_cola	tail	Arhuaco	Arhuaco	'dʒoʔo	'dʒoʔo	'd/d ʒ o ʔ o	arhu1242	10.70	-73.64	Chibcha	294
548	23_cola	tail	Malayo	Malayo	duʃkɨna	duʃkɨna	d u ʃ k ɨ n a	mala1522	10.93	-73.42	Chibcha	294
549	23_cola	tail	Chimila	Chimila	bukɾa	bukɾa	b u k ɾ a	chim1309	10.19	-74.26	Chibcha	297
550	23_cola	tail	Chibcha	Chibcha	suhuka	suhuka	s u h u k a	chib1270	6.25	-74.17	Chibcha	294
551	23_cola	tail	CentralTunebo	Central Tunebo	ɾusta'ɾa	ɾusta'ɾa	ɾ u s t 'a/a ɾ a	cent2150	6.89	-72.09	Chibcha	294
552	23_cola	tail	Bari	Barí	anikku	anikku	a n i k u	bari1297	9.08	-72.94	Chibcha	298
1030	44_hablar	talk (v.)	LencaSalvador	Lenca-Salvador	ʃakini	ʃakini	ʃ a k i n i	lenc1242	13.56	-87.50	Lencan	531
1031	44_hablar	talk (v.)	LencaHonduras	Lenca-Honduras	mol	mol	m o l	lenc1243	13.67	-88.11	Lencan	532
1032	44_hablar	talk (v.)	Cacaopera	Cacaopera	piswa	piswa	p i s w a	caca1247	13.74	-88.11	Misumalpam	533
1033	44_hablar	talk (v.)	Mayangna	Mayangna	jul	jul	j u l	maya1285	14.13	-84.34	Misumalpam	534
1034	44_hablar	talk (v.)	Ulwa	Ulwa	julbau	julbau	j u l b a u	ulwa1239	12.93	-83.58	Misumalpam	534
1035	44_hablar	talk (v.)	Miskito	Mískito	ajs	ajs	a j s	misk1235	15.16	-84.29	Misumalpam	535
1036	44_hablar	talk (v.)	Pech	Pech	kapáʃ	kapáʃ	k a p á/a ʃ	pech1241	15.80	-85.56	Chibcha	536
1037	44_hablar	talk (v.)	Rama	Rama	baltiŋ	baltiŋ	b a l t i ŋ	rama1270	11.50	-83.86	Chibcha	537
1038	44_hablar	talk (v.)	MalekuJaika	Maléku Jaíka	ɬai:-ki	ɬai:-ki	ɬ a iː + k i	male1297	10.75	-84.73	Chibcha	538
1039	44_hablar	talk (v.)	Boruca	Boruca	tè-k	tè-k	t è/e + k	boru1252	8.88	-83.21	Chibcha	538
1040	44_hablar	talk (v.)	Bribri	Bribri	ut	ut	u t	brib1243	9.40	-83.05	Chibcha	539
1041	44_hablar	talk (v.)	Cabecar	Cabécar	utɪ	utɪ	u t ɪ	cabe1245	9.67	-83.41	Chibcha	539
1042	44_hablar	talk (v.)	Teribe	Teribe	thẽɺẽ́	thẽɺẽ́	t h ẽ ɺ ẽ́/ẽ	teri1250	9.06	-82.96	Chibcha	540
1043	44_hablar	talk (v.)	Ngabere	Ngäbere	blit	blit	b l i t	ngab1239	8.83	-82.39	Chibcha	541
1044	44_hablar	talk (v.)	Buglere	Buglere	geɾule	geɾule	g e ɾ u l e	bugl1243	8.58	-81.26	Chibcha	542
1045	44_hablar	talk (v.)	Dorasque	Dorasque	se-t	se-t	s e + t	dora1242	8.57	-82.38	Chibcha	538
1046	44_hablar	talk (v.)	SanBlasKuna	San Blas Kuna	sunmakke	sunmakke	s u n m a k e	sanb1242	9.16	-78.31	Chibcha	539
1047	44_hablar	talk (v.)	Cogui	Cogui	'neʃ	'neʃ	'n/n e ʃ	cogu1240	10.95	-73.80	Chibcha	543
1048	44_hablar	talk (v.)	Arhuaco	Arhuaco	a-sei	a-sei	a + s e i	arhu1242	10.70	-73.64	Chibcha	538
1049	44_hablar	talk (v.)	Malayo	Malayo	a-shé	a-shé	a + s h é/e	mala1522	10.93	-73.42	Chibcha	538
1050	44_hablar	talk (v.)	Chimila	Chimila	ta:ɾaŋ	ta:ɾaŋ	t aː ɾ a ŋ	chim1309	10.19	-74.26	Chibcha	544
1051	44_hablar	talk (v.)	Chibcha	Chibcha	kuβu	kuβu	k u β u	chib1270	6.25	-74.17	Chibcha	545
1052	44_hablar	talk (v.)	CentralTunebo	Central Tunebo	te'winɾo	te'winɾo	t e 'w/w i n ɾ o	cent2150	6.89	-72.09	Chibcha	546
1053	44_hablar	talk (v.)	Bari	Barí	ana	ana	a n a	bari1297	9.08	-72.94	Chibcha	547
864	37_este	this	LencaSalvador	Lenca-Salvador	inaga	inaga	i n a g a	lenc1242	13.56	-87.50	Lencan	445
865	37_este	this	LencaHonduras	Lenca-Honduras	na	na	n a	lenc1243	13.67	-88.11	Lencan	446
866	37_este	this	Cacaopera	Cacaopera	irahi	irahi	i r a h i	caca1247	13.74	-88.11	Misumalpam	445
867	37_este	this	Mayangna	Mayangna	a:dika	a:dika	aː d i k a	maya1285	14.13	-84.34	Misumalpam	447
868	37_este	this	Ulwa	Ulwa	a:ka	a:ka	aː k a	ulwa1239	12.93	-83.58	Misumalpam	447
