COGID	AntangWesternSandong	BanliangYangAn	DujiangEasternSandong	JiaoliPandong	JiarongSouthernSandong	JiuqianSouthernSandong	Pandong	RenliEasternSandong	SanjiangEasternSandong	ShuigenCentralSandong	ShuiweiSouthernSandong	ShuiyaoSouthernSandong	TangnianYangAn	TangzhouWesternSandong	TingpaiWesternSandong	ZhongheCentralSandong
1695-13													ⁿd a m ¹			
2112-13													ⁿd j u ¹			
6634-13													f au ¹			
7331-13													n̥ au ¹			
7348-13													l a ŋ ¹			
6527-13													p au ¹			
3568-13													h a n ¹			
4378-13													ɣ e ¹			
6292-13													ⁿd j o ŋ ¹			
3585-13													f aː n ¹			
4428-13													ⁿd a m ¹			
7046-13													h a ŋ ¹			
1915-13													l j a m ¹			
4518-13													k u ŋ ¹			
2516-13													l j eu ¹			
4480-13													ʔ a n ¹			
2499-13													m j aː k ¹			
5584-13													n̥ ai ¹			
2429-13													h ai ¹			
5224-13													q e ¹			
3464-13													l aː k ¹			
10142-13													l a ŋ ¹			
7159-13													h a n ¹			
6599-13													n ui ¹			
10207-13													n ai ¹			
6837-13													h a n ¹			
2654-13													v ai ¹			
5858-13													n j eu ¹			
451-13													h a n ¹			
5944-13													h a n ¹			
512-13													l j aː k ¹			
7138-13													ʔ u ¹			
4845-13													j a ¹			
4915-13													h aː t ¹			
10570-13													ʔ ai ¹			
5300-13													l j aː n ¹			
5418-13													ⁿd a ¹ ¹			
1748-13													h i t ¹			
3532-13													ʔ a ¹			
310-13													p ə ¹			
5368-13													h ə m ¹			
5065-13													ɣ e ¹			
5961-13													l a t ¹			
1450-13													t au ¹			
10430-13													f e ¹			
6210-13													t q au ¹			
5468-13													h a n ¹			
6685-13													h ai ¹			
89-13													p u ¹			
153-13													s e ¹			
120-13													m j a ¹			
50-13													l j a ¹			
4947-13													l aː n ¹			
8866-13													m j e k ¹			
7919-13													ⁿd a n ¹			
7520-13													ɣ u ¹			
8883-13													p au ¹			
8565-13													h a n ¹			
8646-13													ɕ i n ¹			
9686-13													l j o p ¹			
10108-13													m j aː k ¹			
10073-13													ⁿd a n ¹			
9131-13													h aː t ¹			
8799-13													ɣ e ¹			
9721-13													ʔ a ¹			
8124-13													p j aː ŋ ¹			
8448-13													l a m ¹			
8714-13													h aː t ¹			
5317-13													h a t ¹			
1138-13													l j aː n ¹			
1502-13													m a t ¹			
3109-13													l ə m ¹			
3334-13													p o ¹			
3840-13													h a n ¹			
3748-13													m j aː k ¹			
3015-13													t i t ¹			
7262-13													ʔ a n ¹			
10635-13													h a t ¹			
697-13													n̥ au ¹			
5031-13													pʰ j a ¹			
1553-13													q au n ¹			
224-13													t q a ¹			
186-13													t j aː ŋ ¹			
5185-13													h a n ¹			
1000-13													t aː p ¹			
1646-13													f u ¹			
565-13													ȶ o ¹			
5552-13													s i t ¹			
1299-13													h ə n ¹			
1180-13													q au ¹			
4008-13													k oi p ¹			
6774-13													f au ¹			
7063-13													ʔ ə n ¹			
492-13													l j i m ¹			
1627-13													kʰ a ŋ ¹			
3951-13													l ui ¹			
6684-13													l a ¹ ¹			
1850-13													l a p ¹			
3262-13													l a p ¹			
7551-13													q au ¹			
9443-13													p aːu ¹			
9545-13													h aː t ¹			
7650-13													l ə t ¹			
7833-13													l j aː k ¹			
9148-13													l j o ¹			
8904-13													n a n ¹			
7683-13													ⁿd a n ¹			
8227-13													f e ¹			
8616-13													n aː ŋ ¹			
7315-13													q au ¹			
10652-13													n̥ o ¹			
10653-13													h ə n ¹			
5241-13													p i ¹			
3398-13													t a t ¹			
2357-13													ʔ ə n ¹			
1610-13													h au n ¹			
10716-13													t aː t ¹			
5980-13													k u p ¹			
1344-13													h a n ¹			
4411-13													l aː p ¹			
6070-13													p au ¹			
6139-13													h ə n ¹			
6158-13													l j a ¹			
10295-13													f aː n ¹			
6882-14														v ə t ¹		
6485-14														x e n ¹		
4690-14														ˀn i n ¹		
5671-14														ⁿd f aː n ¹		
4272-14														l q aː p ¹		
10935-14														p əi ¹		
4760-14														m̥ j aː n ¹		
1881-14														s ə n ¹		
4777-14														ɕ ə t ¹		
10969-14														s ə n ¹		
10970-14														v u ¹		
10206-14														s ə n ¹		
6565-14														k j aː n ¹		
1281-14														ʔ j aː n ¹		
10569-14														ˀn a m ¹		
6899-14														ⁿd j aː n ¹		
7081-14														ʔ u ¹		
4090-14														q u m ¹		
2197-14														h u m ¹		
3352-14														p au ¹		
3892-14														ɕ i t ¹		
1071-14														q u m ¹		
10313-14														f aːi ¹		
2671-14														ⁿd j a k ¹		
5502-14														f o k ¹		
7382-14														ⁿd o ŋ ¹		
932-14														t i ŋ ¹		
533-14														f aːi ¹		
4159-14														f u ¹		
2804-14														ˀɣ u p ¹		
5451-14														f əi ¹		
5773-14														ʔ au ¹		
6933-14														ʔ au ¹		
4657-14														ʔ au ¹		
4658-14														f j aː n ¹		
6966-14														h i ¹		
5351-14														s aːi ¹		
4073-14														t aːi ¹		
2163-14														ⁿd j aː n ¹		
1121-14														ˀd a o ¹		
5790-14														s a ŋ ¹		
10413-14														f a ¹		
6731-14														f a ¹		
1645-14														f a ¹		
4914-14														f a ¹		
6175-14														s aːi ¹		
3092-14														s i ŋ ¹		
1247-14														l j aː n ¹		
5620-14														m j u ¹		
4897-14														ʁ aːi ¹		
4811-14														ⁿb a ŋ ¹		
1213-14														q aːi ¹		
11019-14														s i ŋ ¹		
11020-14														q aːi ¹		
2129-14														q ə p ¹		
3211-14														ˀn a n ¹		
714-14														n a k ¹		
1729-14														q au ¹		
3679-14														m̥ a ¹		
1054-14														m ˀn e ¹		
7448-14														l u m ¹		
582-14														m p i ¹		
4743-14														f aː n ¹		
5419-14														l j aː n ¹		
5601-14														t i n ¹		
2705-14														l u m ¹		
6381-14														ˀn a ŋ ¹		
1017-14														p i ¹		
645-14														l u k ¹		
273-14														m ə t ¹		
4338-14														ˀd j e k ¹		
2533-14														p i ¹		
1089-14														q u p ¹		
843-14														ˀn a n ¹		
2787-14														m̥ i t ¹		
4462-14														ˀn u n ¹		
10918-14														x a n ¹		
6582-14														h u ¹		
2070-14														ʔ au ¹		
3075-14														n t a k ¹		
10848-14														f u ¹		
2480-14														x ə n ¹		
2214-14														p au ¹		
7225-14														h ə t ¹		
3515-14														ʔ j i m ¹		
2588-14														x ə n ¹		
2908-14														p j aː k ¹		
2393-14														s aːi ¹		
1156-14														s aːi ¹		
2374-14														t o ¹		
2146-14														q au ¹		
5133-14														ˀn a ŋ ¹		
4981-14														m i t ¹		
10239-14														m̥ a ¹		
599-14														ˀn j a t ¹		
5048-14														ʔ au ¹		
6331-14														h əi ¹		
290-14														t i n ¹		
311-14														h aː t ¹		
3430-14														m j e ¹		
5369-14														m j e ¹		
2749-14														ⁿd ʔ aː ŋ ¹		
2621-14														l j a p ¹		
1181-14														t a k ¹		
949-14														ˀd j u ¹		
2839-14														t i n ¹		
861-14														l i k ¹		
6773-14														l i t ¹		
5739-14														l i t ¹		
5740-14														ˀd ə t ¹		
3550-14														ɕ u m ¹		
4445-14														p i t ¹		
680-14														l i ŋ ¹		
817-14														ȶʰ ə n ¹		
782-14														p j e k ¹		
10396-14														l j u ¹		
4606-14														ˀn a n ¹		
5207-14														ˀn i n ¹		
7280-14														ˀd m̥ e ¹		
6983-14														ʔ j i t ¹		
5168-14														ⁿb u ŋ ¹		
1264-14														ˀd p u ¹		
915-14														t u ¹		
1767-14														ts u ŋ ¹		
10901-14														ⁿd j o ŋ ¹		
10867-14														t a ŋ ¹		
417-14														k j aː n ¹		
2285-14														ˀd n e ¹		
11002-14														p ɣ i t ¹		
6348-14														f aːi ¹		
6349-14														s e n ¹		
10602-14														x e n ¹		
5654-14														m̥ j aː n ¹		
880-14														l aːi ¹		
983-14														ˀn a n ¹		
2033-14														t au ¹		
1433-14														ˀd j e ¹		
1467-14														ˀd u p ¹		
469-14														ⁿd j aː m ¹		
3127-14														m j e ¹		
4623-14														h əi ¹		
7099-14														l j a k ¹		
4726-14														ɕ aː n ¹		
10465-14														h e n ¹		
5519-14														x ə n ¹		
5893-14														ʔ x aː n ¹		
2857-14														t i n ¹		
3645-14														h aː n ¹		
3032-14														f j aː n ¹		
2088-14														f j aː n ¹		
2463-14														p u ¹		
4794-14														n aːi ¹		
4569-14														l u ŋ ¹		
4586-14														ˀd p u ¹		
4552-14														p a ¹		
3228-14														q a ŋ ¹		
3245-14														j u ¹		
6651-14														l i k ¹		
6652-14														ʔ e n ¹		
1817-14														l i k ¹		
1818-14														ˀd j aː k ¹		
11052-14														n u ¹		
1230-14														l i k ¹		
3380-14														ˀɣ ə t ¹		
8174-14														ˀɣ u m ¹		
8599-14														ʔ j i m ¹		
7782-14														ˀd j u ¹		
8294-14														l i k ¹		
8514-14														h aːi ¹		
9669-14														l j a k ¹		
8531-14														p aːi ¹		
7954-14														ʔ u p ¹		
9968-14														s u n ¹		
8040-14														t o ¹		
9304-14														p i ¹		
8345-14														t aː p ¹		
8765-14														ˀd q o k ¹		
8849-14														ɕ a ŋ ¹		
9286-14														ⁿd j o ŋ ¹		
9581-14														f aː n ¹		
9267-14														l j o ¹		
8497-14														ɕ aː n ¹		
7602-14														q aː p ¹		
8431-14														v j aː n ¹		
10036-14														ˀɣ u p ¹		
10019-14														l a k ¹		
9216-14														f aːi ¹		
8074-14														q i t ¹		
9511-14														ʔ a n ¹		
8243-14														ʔ j aː m ¹		
9250-14														ⁿd j aː m ¹		
7568-14														s aːi ¹		
8832-14														q u ¹		
8057-14														f əi ¹		
7716-14														h u p ¹		
9899-14														p i ¹		
7585-14														ʔ au ¹		
8582-14														ˀd j e ¹		
9097-14														l a m ¹		
10125-14														f aːi ¹		
9460-14														l aːi ¹		
9649-14														ts i t ¹		
9870-14														ˀn i p ¹		
8680-14														ˀn a m ¹		
7699-14														t i t ¹		
9001-14														ŋ j a p ¹		
9494-14														t i p ¹		
7666-14														ɕ ə n ¹		
9598-14														ˀd o k ¹		
8023-14														q u m ¹		
9053-14														ɕ i t ¹		
10091-14														s t i k ¹		
10002-14														pʰ j e ¹		
7765-14														t au ¹		
8800-14														f əi ¹		
9934-14														ʔ au ¹		
9985-14														ʔ au ¹		
7850-14														t i p ¹		
7816-14														q a m ¹		
8663-14														q u m ¹		
8697-14														t i t ¹		
9615-14														ⁿd j aː n ¹		
8362-14														t ə t ¹		
8091-14														t au ¹		
8748-14														h əi ¹		
22-14														t o ¹		
11084-14														n ʔ i ¹		
7365-14														f aːi ¹		
4201-14														n p i ¹		
5841-14														f aːi ¹		
4640-14														t o ¹		
662-14														l ə n ¹		
384-14														f aːi ¹		
5151-14														f əi ¹		
1399-14														t au ¹		
5259-14														ʔ j e t ¹		
10353-14														f aːi ¹		
10370-14														ɕ aːi ¹		
7401-14														h u m ¹		
2958-14														h i ¹		
2770-14														n̥ o ¹		
6434-14														l j a k ¹		
6192-14														ɕ ə t ¹		
2231-14														h aː t ¹		
5116-14														t u ¹		
7297-14														s q o p ¹		
3731-14														p ə k ¹		
748-14														ˀn a m ¹		
2180-14														h a m ¹		
4107-14														ˀn a m ¹		
2688-14														ⁿd aː n ¹		
616-14														t u n ¹		
1898-14														ˀd a p ¹		
203-14														f aːi ¹		
897-14														ˀd j e ¹		
10189-14														ɕ aː n ¹		
1592-14														s ə t ¹		
6088-14														ⁿd j aː n ¹		
2975-14														t a ŋ ¹		
6714-14														h u m ¹		
731-14														q a m ¹		
2722-14														j u ¹		
5637-14														h aː t ¹		
765-14														l i k ¹		
1695-14														q u m ¹		
2112-14														s j u ¹		
6634-14														f a ¹		
7331-14														s aːi ¹		
7348-14														ˀd a ŋ ¹		
6527-14														p au ¹		
3568-14														s e n ¹		
4378-14														f aːi ¹		
6292-14														ⁿd j aː n ¹		
3585-14														f aː ŋ ¹		
4428-14														q u m ¹		
7046-14														ɕ o n ¹		
1915-14														ʔ j aː m ¹		
4518-14														q u ŋ ¹		
2516-14														l j eu ¹		
4480-14														ʔ e n ¹		
2499-14														ˀd j aː k ¹		
5584-14														h o ¹		
2429-14														h əi ¹		
5224-14														q au ¹		
3464-14														ˀd a k ¹		
10142-14														t i ŋ ¹		
7159-14														ˀn a n ¹		
6599-14														n a ¹		
10207-14														l əi ¹		
6837-14														x ə n ¹		
2654-14														f aːi ¹		
367-14														f aː k ¹		
5858-14														l j eu ¹		
451-14														s ə n ¹		
5944-14														x aː n ¹		
512-14														l j e k ¹		
7138-14														ʔ au ¹		
4845-14														j u ¹		
4915-14														q aː t ¹		
10570-14														ʔ əi ¹		
5300-14														ˀd j aː n ¹		
5418-14														t i ¹ ¹		
1748-14														m i t ¹		
3532-14														t o ¹		
310-14														t a ¹		
5368-14														s ə n ¹		
4321-14														t e p ¹		
5065-14														f əi ¹		
5961-14														l e t ¹		
1450-14														t au ¹		
10430-14														f əi ¹		
6210-14														t q o ¹		
5468-14														x ə n ¹		
6685-14														h aːu ¹		
89-14														p a ¹		
153-14														s aːu ¹		
120-14														l j u ¹		
50-14														pʰ j e ¹		
4947-14														ˀd aː n ¹		
8866-14														l j a k ¹		
9165-14														q u p ¹		
7919-14														t e n ¹		
9765-14														s aː t ¹		
7520-14														ˀɣ u ¹		
8883-14														p o ¹		
8565-14														z u n ¹		
8646-14														ts q e m ¹		
9686-14														ⁿd j a t ¹		
10108-14														ˀd j aː k ¹		
10073-14														t u m ¹		
1536-14														l j u ¹		
9131-14														h i t ¹		
8799-14														ɣ aːu ¹		
9721-14														t əi ¹		
8124-14														ʔ j aː m ¹		
8448-14														l a ŋ ¹		
8714-14														t i t ¹		
5317-14														n e k ¹		
1138-14														f j aː n ¹		
1502-14														m a t ¹		
3109-14														ˀd j ə m ¹		
3334-14														p o ¹		
3840-14														s e n ¹		
3748-14														ˀd j aː k ¹		
3015-14														t i p ¹		
7262-14														ʔ u n ¹		
10635-14														ˀɣ a t ¹		
697-14														j au ¹		
5031-14														ˀd j e ¹		
1553-14														q u m ¹		
224-14														ˀd p e ¹		
186-14														ⁿd j a ŋ ¹		
5185-14														ˀn u m ¹		
1484-14														f aːi ¹		
1933-14														f aːi ¹		
2939-14														t o n ¹		
1000-14														t aː p ¹		
2551-14														q i n ¹		
1646-14														f u ¹		
565-14														t au ¹		
5552-14														k a k ¹		
3159-14														f j aːi ¹		
5876-14														ⁿd o ¹		
1299-14														q u n ¹		
4862-14														q e p ¹		
1180-14														t au ¹		
4008-14														k oi ¹		
6774-14														f u ¹		
3875-14														f aːi ¹		
6036-14														ˀd j o ¹		
6398-14														l j u n ¹		
7063-14														t u n ¹		
492-14														ts j aː m ¹		
1627-14														k a ŋ ¹		
5927-14														q u m ¹		
3951-14														l aːu ¹		
3049-14														s aː n ¹		
6684-14														l a k ¹		
1850-14														l a k ¹		
3262-14														l a k ¹		
8260-14														ˀd aː t ¹		
7551-14														t au ¹		
9564-14														f aːi ¹		
9443-14														p aːu ¹		
9545-14														h aː p ¹		
7650-14														ts ə t ¹		
7833-14														ˀd j aː k ¹		
9148-14														ˀd j e ¹		
9036-14														ⁿd o ¹		
8904-14														ˀn u ŋ ¹		
8227-14														s a ¹		
8616-14														ˀn aː ŋ ¹		
11112-14														l i ¹		
11163-14														s aː n ¹		
11130-14														s aː n ¹		
7315-14														q au ¹		
10652-14														n̥ o ¹		
10653-14														s u ŋ ¹		
5241-14														p i ¹		
3398-14														ȶ o t ¹		
2357-14														t i ŋ ¹		
3696-14														ˀd o ¹		
1610-14														ˀɣ eː ŋ ¹		
10716-14														t aː p ¹		
5722-14														s aː n ¹		
3317-14														n aːi ¹		
4142-14														h e t ¹		
5705-14														ˀd j aː p ¹		
5980-14														q u p ¹		
6242-14														ˀd j o ¹		
1344-14														s a ŋ ¹		
3194-14														ˀd aːi ¹		
4411-14														ts q a p ¹		
7419-14														f aːi ¹		
6070-14														p au ¹		
6139-14														s ə n ¹		
6158-14														ˀd j e ¹		
10295-14														f ts aː n ¹		
6882-15															h ə t ¹	
6485-15															h a n ¹	
4690-15															h i n ¹	
5671-15															ⁿd f aː n ¹	
4272-15															l t a p ¹	
10935-15															p e ¹	
4760-15															m̥ j aː n ¹	
1881-15															h ə n ¹	
4777-15															ɕ a t ¹	
10969-15															h ə n ¹	
10970-15															v u ¹	
10206-15															h ə n ¹	
6565-15															k j aː n ¹	
1281-15															ʔ j a n ¹	
10569-15															l a m ¹	
6899-15															ⁿd j aː ŋ ¹	
7081-15															ʔ u ¹	
4090-15															q a m ¹	
2197-15															h u m ¹	
3352-15															p au ¹	
3892-15															ɕ a t ¹	
1071-15															q u m ¹	
10313-15															f aːi ¹	
2671-15															ⁿd j a k ¹	
5502-15															f a k ¹	
7382-15															ⁿd w a n ¹	
932-15															t i ŋ ¹	
533-15															f aːi ¹	
4159-15															f e ¹	
2804-15															f u k ¹	
5451-15															f e ¹	
5773-15															ʔ au ¹	
6933-15															ʔ au ¹	
4657-15															ʔ au ¹	
4658-15															ⁿd j aː n ¹	
6966-15															h i ¹	
5351-15															f aːi ¹	
4073-15															t aːi ¹	
2163-15															ⁿd j aː n ¹	
1121-15															f a ¹	
5790-15															h aː n ¹	
10413-15															f a ¹	
6731-15															f a ¹	
1645-15															f a ¹	
4914-15															f a ¹	
6175-15															n̥ aːi ¹	
3092-15															s aː n ¹	
1247-15															l j a n ¹	
5620-15															d j a ¹	
4897-15															f aːi ¹	
4811-15															ˀb aː ŋ ¹	
1213-15															ʔ aːi ¹	
11019-15															s aː n ¹	
11020-15															ʔ aːi ¹	
2129-15															ʔ ə p ¹	
3211-15															h aː n ¹	
714-15															f a ¹ ¹	
1729-15															ʔ au ¹	
3679-15															f a ¹	
1054-15															l j a ¹	
7448-15															l u m ¹	
582-15															l p i ¹	
4743-15															ȵ w aː n ¹	
5419-15															l j a n ¹	
5601-15															t i n ¹	
2705-15															l u m ¹	
6381-15															f aː n ¹	
1017-15															p i ¹	
645-15															l u k ¹	
273-15															h ə t ¹	
4338-15															ˀd j a k ¹	
2533-15															p aːi ¹	
1089-15															q u p ¹	
843-15															h a n ¹	
2787-15															m̥ aː t ¹	
4462-15															h u n ¹	
10918-15															h aː n ¹	
6582-15															h u ¹	
2070-15															ʔ au ¹	
3075-15															n t a k ¹	
10848-15															f e ¹	
2480-15															h ə n ¹	
2214-15															p aːi ¹	
7225-15															h ə t ¹	
3515-15															ʔ j a n ¹	
2588-15															h ə n ¹	
2908-15															p j a k ¹	
2393-15															s aːi ¹	
1156-15															n̥ aːi ¹	
2374-15															t o ¹	
2146-15															p au ¹	
5133-15															l a n ¹	
4981-15															ˀɣ i t ¹	
10239-15															f a ¹	
599-15															ˀn j a t ¹	
5048-15															t au ¹	
6331-15															h e ¹	
290-15															t a n ¹	
311-15															h aː t ¹	
3430-15															l j a ¹	
5369-15															l j a ¹	
2749-15															ⁿd w a n ¹	
2621-15															l j a p ¹	
1181-15															t a k ¹	
949-15															ˀd j a ¹	
2839-15															t i n ¹	
861-15															l i k ¹	
6773-15															l i k ¹	
5739-15															l a k ¹	
5740-15															ˀd ə t ¹	
3550-15															ɕ j a m ¹	
4445-15															p a t ¹	
680-15															l i ŋ ¹	
817-15															ȶʰ a n ¹	
782-15															p j a k ¹	
10396-15															l j u ¹	
4606-15															h aː n ¹	
5207-15															h i n ¹	
7280-15															ˀd f a ¹	
6983-15															ʔ j i t ¹	
5168-15															ˀb u ŋ ¹	
1264-15															ˀd p u ¹	
915-15															t u ¹	
1767-15															ts u ŋ ¹	
10901-15															ⁿd j aː ŋ ¹	
10867-15															t a ŋ ¹	
417-15															ⁿd j aː n ¹	
2285-15															ˀd n a ¹	
11002-15															p h i t ¹	
6348-15															f aːi ¹	
6349-15															j aː n ¹	
10602-15															h a n ¹	
5654-15															l j aː n ¹	
880-15															l aːi ¹	
983-15															h aː n ¹	
2033-15															t au ¹	
1433-15															ˀd j a ¹	
1467-15															ˀd u p ¹	
469-15															ⁿd j a m ¹	
3127-15															l j a ¹	
4623-15															h e ¹	
7099-15															l j a k ¹	
4726-15															ɕ j a n ¹	
10465-15															h a n ¹	
5519-15															h ə n ¹	
5893-15															t n̥ a n ¹	
2857-15															t i n ¹	
3645-15															h u n ¹	
3032-15															f j a n ¹	
2088-15															f j aː n ¹	
2463-15															p u ¹	
4794-15															n aːi ¹	
4569-15															l u ŋ ¹	
4586-15															ˀd p u ¹	
4552-15															p a ¹	
3228-15															q a n ¹	
3245-15															j a ¹	
6651-15															l i k ¹	
6652-15															ʔ a n ¹	
1817-15															l i k ¹	
1818-15															ˀd j a k ¹	
11052-15															n u ¹	
1230-15															l i k ¹	
3380-15															h ə t ¹	
8174-15															ˀɣ u m ¹	
8599-15															ʔ j a n ¹	
7782-15															ˀd j a ¹	
8294-15															l a k ¹	
8514-15															h aːi ¹	
9669-15															l j a k ¹	
8531-15															p aːi ¹	
7954-15															ʔ u p ¹	
9968-15															s u m ¹	
8040-15															t au ¹	
9304-15															p aːi ¹	
8345-15															t a p ¹	
8765-15															ˀd w a k ¹	
8849-15															ɕ aː ŋ ¹	
9286-15															ⁿd j aː ŋ ¹	
9581-15															f w aː n ¹	
9267-15															l j a ¹	
8497-15															ɕ a n ¹	
7602-15															h aː p ¹	
8431-15															ɕ j a n ¹	
10036-15															ˀɣ u t ¹	
10019-15															l a k ¹	
9216-15															f e ¹	
8074-15															q aː t ¹	
9511-15															ʔ a n ¹	
8243-15															ʔ j a n ¹	
9250-15															ⁿd j a m ¹	
7568-15															s aːi ¹	
8832-15															ʔ u ¹	
8057-15															f e ¹	
7716-15															h u p ¹	
9899-15															p aːi ¹	
7585-15															ʔ au ¹	
8582-15															ˀd j a ¹	
9097-15															l a m ¹	
10125-15															f e ¹	
9460-15															l aːi ¹	
9649-15															ts a t ¹	
9870-15															f aː p ¹	
8680-15															l a m ¹	
7699-15															t i t ¹	
9001-15															ŋ j a t ¹	
9494-15															t i p ¹	
7666-15															ɕ a n ¹	
9598-15															ˀd j a k ¹	
8023-15															q u m ¹	
9053-15															ɕ ə t ¹	
10091-15															p w a k ¹	
10002-15															ˀd j a ¹	
7765-15															t au ¹	
8800-15															f e ¹	
9934-15															ʔ au ¹	
9985-15															ʔ au ¹	
7850-15															t a p ¹	
7816-15															q a m ¹	
8663-15															q u m ¹	
8697-15															t i t ¹	
9615-15															ⁿd j aː n ¹	
8362-15															t ə t ¹	
8091-15															t au ¹	
8748-15															h e ¹	
22-15															t aːi ¹	
11084-15															ˀd p a ¹	
7365-15															f aːi ¹	
4201-15															s p i ¹	
5841-15															f e ¹	
4640-15															t au ¹	
662-15															l ə n ¹	
384-15															n̥ aːi ¹	
5151-15															f e ¹	
1399-15															t au ¹	
5259-15															ts j a k ¹	
10353-15															f aːi ¹	
10370-15															n̥ aːi ¹	
7401-15															h u m ¹	
2958-15															h i ¹	
2770-15															n̥ o ¹	
6434-15															l j a k ¹	
6192-15															ɕ a t ¹	
2231-15															h aː t ¹	
5116-15															t u ¹	
7297-15															s t a p ¹	
3731-15															p ə k ¹	
748-15															h a m ¹	
2180-15															h a m ¹	
4107-15															l a m ¹	
2688-15															ⁿd w a n ¹	
616-15															t a n ¹	
1898-15															ˀd a k ¹	
203-15															f aːi ¹	
897-15															ˀd j a ¹	
10189-15															ɕ j a n ¹	
1592-15															s ə t ¹	
6088-15															ⁿd j a ŋ ¹	
2975-15															t a n ¹	
6714-15															h u m ¹	
731-15															q a m ¹	
2722-15															j u ¹	
5637-15															h aː t ¹	
765-15															l t a k ¹	
1695-15															q u m ¹	
2112-15															d j u ¹	
6634-15															f a ¹	
7331-15															s aːi ¹	
7348-15															ˀd a ŋ ¹	
6527-15															p au ¹	
3568-15															h a n ¹	
4378-15															v aːi ¹	
6292-15															ⁿd j i n ¹	
3585-15															f w aː n ¹	
4428-15															q a m ¹	
7046-15															ɕ aː n ¹	
1915-15															ʔ j a m ¹	
4518-15															k u n ¹	
2516-15															l j a ¹	
4480-15															ʔ a n ¹	
2499-15															ˀd j a k ¹	
5584-15															h o ¹	
2429-15															h e ¹	
5224-15															ʔ au ¹	
3464-15															ˀd a k ¹	
10142-15															t a n ¹	
7159-15															f aː n ¹	
6599-15															l ui ¹	
10207-15															v ai ¹	
6837-15															h aː n ¹	
2654-15															f aːi ¹	
367-15															f a k ¹	
5858-15															l aː au ¹	
451-15															s a n ¹	
5944-15															h aː n ¹	
512-15															l j a k ¹	
7138-15															ʔ au ¹	
4845-15															j a ¹	
4915-15															h aː t ¹	
10570-15															p ai ¹	
5300-15															ˀd j a n ¹	
5418-15															t a ¹ ¹	
1748-15															m aː t ¹	
3532-15															t o ¹	
310-15															t a ¹	
5368-15															f a n ¹	
4321-15															t a p ¹	
5065-15															f e ¹	
5961-15															l a k ¹	
1450-15															t au ¹	
10430-15															f e ¹	
6210-15															t p a ¹	
5468-15															h a n ¹	
6685-15															h aːu ¹	
89-15															p a ¹	
153-15															s aːu ¹	
120-15															l j a ¹	
50-15															ˀd j a ¹	
4947-15															ˀd a n ¹	
8866-15															l j a k ¹	
9165-15															t u p ¹	
7919-15															t a n ¹	
9765-15															s a t ¹	
7520-15															ˀɣ aːi ¹	
8883-15															p u ¹	
8565-15															h u n ¹	
8646-15															ts q a m ¹	
9686-15															ⁿd j a p ¹	
10108-15															ˀd j a k ¹	
10073-15															t aː m ¹	
1536-15															l j u ¹	
9131-15															h aː t ¹	
9721-15															t aːi ¹	
8124-15															ʔ j a m ¹	
8448-15															l a n ¹	
8714-15															t a t ¹	
5317-15															h a k ¹	
1138-15															f j a n ¹	
1502-15															h aː t ¹	
3109-15															ɕ j a m ¹	
3334-15															p a ¹	
3840-15															h a n ¹	
3748-15															ˀd j a k ¹	
3015-15															t i k ¹	
7262-15															ʔ a n ¹	
10635-15															h a t ¹	
697-15															n̥ e ¹	
5031-15															ˀd j a ¹	
1553-15															q u m ¹	
186-15															ⁿd j a ŋ ¹	
5185-15															h u n ¹	
1484-15															f aːi ¹	
1933-15															f aːi ¹	
2939-15															t o ŋ ¹	
1000-15															t aː p ¹	
2551-15															q a m ¹	
1646-15															f u ¹	
565-15															t o ¹	
3159-15															f a ¹	
5876-15															ⁿd aːi ¹	
1299-15															q u n ¹	
4862-15															q aː p ¹	
1180-15															t au ¹	
4008-15															k a ¹	
6774-15															f aːi ¹	
3875-15															f aːi ¹	
6036-15															ˀd a a ¹	
6398-15															l j a n ¹	
7063-15															t u n ¹	
492-15															ts j a m ¹	
1627-15															k aː n ¹	
5927-15															q u m ¹	
3951-15															l aːu ¹	
3049-15															s a n ¹	
6684-15															l a ¹ ¹	
1850-15															l aː k ¹	
3262-15															l aː k ¹	
8260-15															ˀd j a ¹ ¹	
7551-15															t au ¹	
9564-15															f aːi ¹	
9443-15															p aːu ¹	
9545-15															h aː t ¹	
7650-15															ts a t ¹	
7833-15															ˀd j a k ¹	
9148-15															ʔ j a ¹	
9036-15															t o ¹	
8904-15															f a n ¹	
7683-15															q u m ¹	
8227-15															s a ¹	
8616-15															f aː ŋ ¹	
11112-15															l j i ¹	
11163-15															s a n ¹	
11130-15															s a n ¹	
7315-15															ȶ au ¹	
10652-15															n̥ o ¹	
10653-15															h aː n ¹	
5241-15															t i ¹	
3398-15															t a t ¹	
2357-15															t u n ¹	
3696-15															ˀd aːi ¹	
1610-15															ˀɣ aː n ¹	
10716-15															t a k ¹	
5722-15															s a n ¹	
3317-15															n w a ¹	
4142-15															h a t ¹	
5705-15															ˀd j a p ¹	
5980-15															q u p ¹	
6242-15															ˀd j a ¹	
3194-15															ˀd aːi ¹	
4411-15															ts w a p ¹	
7419-15															f aːi ¹	
6070-15															p au ¹	
6139-15															s a n ¹	
6158-15															ˀd j a ¹	
10295-15															f ts aː n ¹	
6882-16																v ə t ¹
6485-16																h ə n ¹
4690-16																ˀn a ŋ ¹
5671-16																f aː ŋ ¹
4272-16																ˀn j ə p ¹
10935-16																p e ¹
