COGID	AntangWesternSandong	BanliangYangAn	DujiangEasternSandong	JiaoliPandong	JiarongSouthernSandong	JiuqianSouthernSandong	Pandong	RenliEasternSandong	SanjiangEasternSandong	ShuigenCentralSandong	ShuiweiSouthernSandong	ShuiyaoSouthernSandong	TangnianYangAn	TangzhouWesternSandong	TingpaiWesternSandong	ZhongheCentralSandong
4090-14														q a m ¹		
2197-14														h a m ¹		
3352-14														ˀd a ¹		
3892-14														ɕ a t ¹		
1071-14														q o m ¹		
10313-14														m̥ a ¹		
2671-14														t j i t ¹		
5502-14														ɕ aː k ¹		
7382-14														ɕ o ŋ ¹		
932-14														ȶ o ŋ ¹		
533-14														m̥ a ¹		
4159-14														m̥ a ¹		
2804-14														h u t ¹		
5451-14														m̥ a ¹		
5773-14														ˀd a ¹		
6933-14														ˀd a ¹		
4657-14														ˀd a ¹		
4658-14														ɕ j i ŋ ¹		
6966-14														ɕ a ¹		
5351-14														m̥ a ¹		
4073-14														ˀd a ¹		
2163-14														m j o ŋ ¹		
1121-14														h j a ¹		
5790-14														h o ŋ ¹		
10413-14														m̥ a ¹		
6731-14														m̥ a ¹		
1645-14														m̥ a ¹		
4914-14														m̥ a ¹		
6175-14														m̥ a ¹		
3092-14														ŋ̊ o ŋ ¹		
1247-14														l j i n ¹		
5620-14														h a a ¹		
4897-14														m̥ a ¹		
4811-14														kʰ o ŋ ¹		
1213-14														ˀd a ¹		
11019-14														m̥ o ŋ ¹		
11020-14														ˀd a ¹		
2129-14														q o p ¹		
3211-14														h o n ¹		
714-14														h o t ¹		
1729-14														ˀd a ¹		
3679-14														m̥ a ¹		
1054-14														m n a ¹		
7448-14														h a m ¹		
582-14														h ɕ a ¹		
4743-14														ɕ o ŋ ¹		
5419-14														l j o n ¹		
5601-14														ȶ o ŋ ¹		
2705-14														h a m ¹		
6381-14														h o n ¹		
1017-14														ˀd a ¹		
645-14														l u t ¹		
273-14														h aː t ¹		
4338-14														t j i k ¹		
2533-14														ˀd a ¹		
1089-14														q o p ¹		
843-14														h o ŋ ¹		
2787-14														m̥ a t ¹		
4462-14														h u n ¹		
10918-14														h o ŋ ¹		
6582-14														m̥ a ¹		
2070-14														ˀd a ¹		
3075-14														ɕ f aː k ¹		
10848-14														m̥ a ¹		
2480-14														ȶ o n ¹		
2214-14														ˀd a ¹		
7225-14														h aː t ¹		
3515-14														m j a m ¹		
2588-14														ȶ o n ¹		
2908-14														ʔ j i k ¹		
2393-14														m̥ a ¹		
1156-14														l a ¹		
2374-14														ˀd a ¹		
2146-14														ˀd a ¹		
5133-14														h o ŋ ¹		
4981-14														h aː t ¹		
10239-14														m̥ a ¹		
599-14														l j u t ¹		
5048-14														ˀd a ¹		
6331-14														m̥ a ¹		
290-14														ȶ o n ¹		
311-14														h aː t ¹		
3430-14														l aː a ¹		
5369-14														l aː a ¹		
2749-14														ɕ o ŋ ¹		
2621-14														l j i p ¹		
1181-14														q a t ¹		
949-14														t o a ¹		
2839-14														ȶ o n ¹		
861-14														l o t ¹		
6773-14														l o t ¹		
5739-14														l o t ¹		
5740-14														ɕ u t ¹		
3550-14														ɕ a m ¹		
4445-14														ɕ u t ¹		
680-14														l o ŋ ¹		
817-14														ȶ o n ¹		
782-14														t j i t ¹		
10396-14														l j a ¹		
4606-14														h o n ¹		
5207-14														m a ŋ ¹		
7280-14														m m̥ a ¹		
6983-14														ʔ j u t ¹		
5168-14														q o ŋ ¹		
1264-14														ts t a ¹		
915-14														ˀd a ¹		
1767-14														h u ŋ ¹		
10901-14														ɕ j aː ŋ ¹		
10867-14														q o ŋ ¹		
417-14														k w aː n ¹		
2285-14														k u a ¹		
11002-14														ʔ m u t ¹		
6348-14														m̥ a ¹		
6349-14														m̥ o n ¹		
10602-14														ȶ o n ¹		
5654-14														l j i n ¹		
880-14														l a ¹		
983-14														h o n ¹		
2033-14														t a ¹		
1433-14														m j a ¹		
1467-14														q o t ¹		
469-14														t j a m ¹		
3127-14														l aː a ¹		
4623-14														m̥ a ¹		
7099-14														l j i k ¹		
4726-14														ɕ a ŋ ¹		
10465-14														ȶ o ŋ ¹		
5519-14														h o n ¹		
5893-14														ɕ w aː n ¹		
2857-14														ȶ o n ¹		
3645-14														h o ŋ ¹		
3032-14														ɕ j o ŋ ¹		
2088-14														ɕ j i ŋ ¹		
2463-14														ˀd a ¹		
4794-14														m̥ a ¹		
4569-14														l u ŋ ¹		
4586-14														ts ˀd a ¹		
4552-14														ˀd a ¹		
3228-14														q o ŋ ¹		
3245-14														l a ¹		
6651-14														l o t ¹		
6652-14														ȶ o ŋ ¹		
1817-14														l o t ¹		
1818-14														ɕ j i k ¹		
11052-14														m̥ a ¹		
1230-14														l o t ¹		
3380-14														h o t ¹		
8174-14														h a m ¹		
8599-14														m j a m ¹		
7782-14														t o a ¹		
8294-14														l i k ¹		
8514-14														m̥ a ¹		
9669-14														l j i k ¹		
8531-14														ˀd a ¹		
7954-14														h o t ¹		
9968-14														h a m ¹		
8040-14														ˀd a ¹		
9304-14														ˀd a ¹		
8345-14														q o ¹ ¹		
8765-14														tʰ q o k ¹		
8849-14														ɕ o ŋ ¹		
9286-14														ɕ j o ŋ ¹		
9581-14														ɕ u ŋ ¹		
9267-14														l l a ¹		
8497-14														ɕ ȶ i n ¹		
7602-14														h o p ¹		
8431-14														l j o ŋ ¹		
10036-14														h u t ¹		
10019-14														l o t ¹		
9216-14														m̥ a ¹		
8074-14														q o t ¹		
9511-14														ȶ o n ¹		
8243-14														ʔ j a m ¹		
9250-14														t j i m ¹		
7568-14														m̥ a ¹		
8832-14														ˀd a ¹		
8057-14														m̥ a ¹		
7716-14														h u p ¹		
9899-14														ˀd a ¹		
7585-14														ˀd a ¹		
8582-14														m j a ¹		
9097-14														l a m ¹		
10125-14														m̥ a ¹		
9460-14														l a ¹		
9649-14														ɕ u t ¹		
9870-14														h a p ¹		
8680-14														h a m ¹		
7699-14														ȶ o t ¹		
9001-14														l j a t ¹		
9494-14														ȶ o p ¹		
7666-14														ɕ a ŋ ¹		
9598-14														t j aː k ¹		
8023-14														q o m ¹		
9053-14														ɕ u t ¹		
10091-14														ɕ ȶ i k ¹		
10002-14														k o a ¹		
7765-14														ˀd a ¹		
8800-14														m̥ a ¹		
9934-14														ˀd a ¹		
9985-14														ˀd a ¹		
7850-14														h o p ¹		
7816-14														q a m ¹		
8663-14														h a m ¹		
8697-14														ȶ o t ¹		
9615-14														ʔ j i n ¹		
8362-14														ȶ o t ¹		
8091-14														ˀd a ¹		
8748-14														m̥ a ¹		
22-14														ˀd a ¹		
11084-14														h ˀd a ¹		
7365-14														m̥ a ¹		
4201-14														h ɕ a ¹		
5841-14														m̥ a ¹		
4640-14														ˀd a ¹		
662-14														l o n ¹		
384-14														l a ¹		
5151-14														m̥ a ¹		
1399-14														t a ¹		
5259-14														ʔ j i t ¹		
10353-14														m̥ a ¹		
10370-14														l a ¹		
7401-14														h a m ¹		
2958-14														ɕ a ¹		
2770-14														m̥ a ¹		
6434-14														l j o k ¹		
6192-14														ɕ a t ¹		
2231-14														q o t ¹		
5116-14														ˀd a ¹		
7297-14														ɕ ɕ u p ¹		
3731-14														q o t ¹		
748-14														h a m ¹		
2180-14														h a m ¹		
4107-14														h a m ¹		
2688-14														ɕ o n ¹		
616-14														q o ŋ ¹		
1898-14														h a ¹ ¹		
203-14														m̥ a ¹		
897-14														ɕ o a ¹		
10189-14														ɕ a ŋ ¹		
1592-14														h o t ¹		
6088-14														ɕ j i ŋ ¹		
2975-14														ȶ o ŋ ¹		
6714-14														h a m ¹		
731-14														q o m ¹		
2722-14														l a ¹		
5637-14														q o t ¹		
765-14														l o k ¹		
1695-14														q aː m ¹		
2112-14														h j a ¹		
6634-14														m̥ a ¹		
7331-14														m̥ a ¹		
7348-14														ⁿb o ŋ ¹		
6527-14														ˀd a ¹		
3568-14														z a ŋ ¹		
4378-14														m̥ a ¹		
6292-14														ɕ j o n ¹		
3585-14														ɕ a ŋ ¹		
4428-14														q a m ¹		
7046-14														ɕ a ŋ ¹		
1915-14														ʔ j a m ¹		
4518-14														q o ŋ ¹		
2516-14														h o a ¹		
4480-14														ȶ o ŋ ¹		
2499-14														ɕ j i k ¹		
5584-14														m̥ a ¹		
2429-14														m̥ a ¹		
5224-14														ˀd a ¹		
3464-14														ɕ a k ¹		
10142-14														ȶ o ŋ ¹		
7159-14														h o n ¹		
6599-14														l u ¹		
10207-14														l u ¹		
6837-14														h o n ¹		
2654-14														m̥ a ¹		
367-14														ɕ ts u k ¹		
5858-14														l aː a ¹		
451-14														h a n ¹		
5944-14														h o n ¹		
512-14														l j aː k ¹		
7138-14														ˀd o ¹		
4845-14														l a ¹		
4915-14														h aː t ¹		
10570-14														ˀd u ¹		
5300-14														ɕ j o n ¹		
5418-14														ȶ a ¹ ¹		
1748-14														h o t ¹		
3532-14														ˀd a ¹		
310-14														ˀd aːu ¹		
5368-14														h a m ¹		
4321-14														q o ¹ ¹		
5065-14														ɕ a ¹		
5961-14														h a t ¹		
1450-14														ˀd a ¹		
10430-14														ɕ a ¹		
6210-14														t t a ¹		
5468-14														h a n ¹		
6685-14														l a ¹		
89-14														ˀd aːu ¹		
153-14														m̥ u ¹		
120-14														l a u ¹		
50-14														ʔ j a ¹		
4947-14														ȶ i n ¹		
8866-14														l j ə k ¹		
9165-14														ȶ o p ¹		
7919-14														ȶ a ŋ ¹		
9765-14														ɕ ts o t ¹		
7520-14														m̥ o ¹		
8883-14														ʔ o ¹		
8565-14														h o n ¹		
8646-14														ts q u m ¹		
9686-14														t j ə t ¹		
10108-14														m j o t ¹		
10073-14														ȶ o n ¹		
1536-14														l j a ¹		
9131-14														h o t ¹		
8799-14														n̥ o ¹		
9721-14														ˀd a ¹		
8124-14														ʔ j a m ¹		
8448-14														l a m ¹		
8714-14														ȶ a t ¹		
5317-14														h u k ¹		
1138-14														ɕ j o n ¹		
1502-14														h a t ¹		
3109-14														ɕ j a m ¹		
3334-14														ˀd a ¹		
3840-14														h u n ¹		
3748-14														ɕ j i k ¹		
3015-14														ȶ o p ¹		
7262-14														ȶ aː n ¹		
10635-14														h a t ¹		
697-14														m̥ a ¹		
5031-14														t u o ¹		
1553-14														q o m ¹		
224-14														t t aːi ¹		
186-14														t j a ŋ ¹		
5185-14														h o m ¹		
1484-14														m̥ a ¹		
1933-14														m̥ a ¹		
2939-14														ȶ i n ¹		
1000-14														h u t ¹		
2551-14														ȶ a n ¹		
1646-14														ɕ a ¹		
565-14														t o ¹		
5552-14														m aːi k ¹		
3159-14														l j a ¹		
5876-14														ˀd a ¹		
1299-14														h a n ¹		
4862-14														ȶ j k ¹		
1180-14														t o ¹		
4008-14														q a ¹ ¹		
6774-14														m̥ a ¹		
3875-14														m̥ a ¹		
6036-14														k j a ¹		
6398-14														l j u m ¹		
7063-14														ȶ o n ¹		
492-14														ʔ m̥ i m ¹		
1627-14														q u m ¹		
5927-14														h u m ¹		
3951-14														l aːu ¹		
3049-14														m̥ j n ¹		
6684-14														l u ¹ ¹		
1850-14														h o k ¹		
3262-14														h o k ¹		
8260-14														k m̥ u t ¹		
7551-14														t o ¹		
9564-14														m̥ a ¹		
9443-14														ˀd aːu ¹		
9545-14														h a p ¹		
7650-14														ȶ ts o t ¹		
7833-14														t j o k ¹		
9148-14														ʔ a a ¹		
9036-14														ˀd a ¹		
8904-14														h aː n ¹		
8227-14														m̥ a ¹		
8616-14														m a ŋ ¹		
11112-14														l ˀd a ¹		
11163-14														m̥ a n ¹		
11130-14														m̥ a n ¹		
7315-14														n̥ a ¹		
10652-14														m̥ a ¹		
10653-14														h aː n ¹		
5241-14														ˀd aːu ¹		
3398-14														ȶ o t ¹		
2357-14														ȶ o n ¹		
3696-14														ˀd a ¹		
1610-14														h o n ¹		
10716-14														h o k ¹		
5722-14														ȶ j n ¹		
3317-14														l ˀd a ¹		
4142-14														h a t ¹		
5705-14														ˀd j u p ¹		
5980-14														q o ¹ ¹		
6242-14														ȶ j a ¹		
1344-14														h i ŋ ¹		
3194-14														ˀd a ¹		
4411-14														ɕ ȶ u p ¹		
7419-14														m̥ a ¹		
6070-14														ˀd a ¹		
6139-14														ȶ a n ¹		
6158-14														k l aːu ¹		
10295-14														m̥ h i n ¹		
2821-14														m̥ j i n ¹		
3293-14														ɕ aː aː n ¹		
4999-14														ȶ l a ¹		
4039-14														m̥ o t ¹		
10273-14														m̥ o ¹		
4056-14														ȶ ə n ¹		
10503-14														ɕ aː ŋ ¹		
10764-14														m̥ ˀd a ¹		
10765-14														t j u k ¹		
2248-14														m̥ a ¹		
2266-14														m̥ a ¹		
3713-14														h u n ¹		
8399-14														z a ¹		
9782-14														h aː t ¹		
8922-14														t a ¹		
9426-14														ˀd a ¹		
7799-14														m̥ a ¹		
9751-14														p j o k ¹		
1037-14														m̥ u ¹		
10733-14														ˀd a ¹		
5520-14														t j u ŋ ¹		
1367-14														m i ŋ ¹		
4218-14														k l aːu ¹		
6053-14														h a n ¹		
6916-14														ȶ ə n ¹		
2446-14														ˀd a ¹		
6469-14														n u n ¹		
6510-14														ɕ ȶ o n ¹		
3414-14														m̥ j o n ¹		
2889-14														l aː a ¹		
4707-14														ʔ j a ¹ ¹		
7418-14														ȶ u n ¹		
5099-14														ȶ u n ¹		
401-14														m̥ a ¹		
5910-14														ȶ u n ¹		
3351-14														ˀd aː ¹		
10482-14														m̥ o ¹		
532-14														ˀd u ¹		
1416-14														l u m ¹		
5334-14														ˀd u ¹		
10797-14														l u ¹		
5688-14														m̥ a ¹		
3858-14														l u ¹		
4497-14														ˀd o ¹		
3662-14														ˀd u ¹		
10256-14														l j a ŋ ¹		
2622-14														m l aːu ¹		
4998-14														m̥ u ¹		
4235-14														ˀd a ¹		
6451-14														ˀd u ¹		
5401-14														ɕ j a ¹ ¹		
10884-14														ȶ ə n ¹		
5807-14														ˀd u ¹		
7208-14														l a ¹		
799-14														l j u ¹		
3765-14														m̥ a ¹		
3263-14														h u n ¹		
9477-14														ˀd u ¹		
7734-14														ʔ j u n ¹		
7902-14														m̥ aː t ¹		
8731-14														ȶ ə p ¹		
8968-14														ȶ o n ¹		
8414-14														ɕ aː aː n ¹		
8467-14														l a ¹		
9632-14														m̥ a ¹		
9382-14														k u ¹ ¹		
9916-14														ȶ u n ¹		
1-14														ȶ a aːi ¹		
1800-14														ɕ l a ŋ ¹		
4964-14														l j a p ¹		
6260-14														t a ¹		
5824-14														z a ¹		
3791-14														ɕ l u ŋ ¹		
1784-14														m əi ¹		
6934-14														ɕ u ŋ ¹		
7245-14														ȶ a ¹ ¹		
2051-14														t u ¹		
6544-14														q m̥ ¹ ¹		
6105-14														t j u n ¹		
3500-14														ȶ a n ¹		
4304-14														l aːu ¹		
1570-14														ȶ m̥ ŋ ¹		
6122-14														j m̥ ŋ ¹		
2305-14														l u t ¹		
2856-14														n̥ u ¹		
9181-14														ȶ ə n ¹		
8985-14														m̥ a ¹		
9951-14														l l aːu ¹		
8140-14														m̥ j j ¹ ¹		
9115-14														t a ¹		
8108-14														ɕ aː t ¹		
7888-14														t u ¹		
7638-14														m aː n ¹		
9887-14														p j a ¹		
9834-14														ɕ j m̥ ¹ ¹		
8192-14														ȶ a n ¹		
966-14														ˀd u m ¹		
5981-14														m̥ u ¹		
10619-14														ɕ a ¹		
6882-15															h a t ¹	
6485-15															ˀb o n ¹	
4690-15															m o n ¹	
5671-15															t j a n ¹	
4272-15															l q a p ¹	
10935-15															ˀd a ¹	
4760-15															l j a n ¹	
1881-15															ŋ̊ a n ¹	
4777-15															ɕ a t ¹	
10969-15															ŋ̊ a n ¹	
10970-15															m̥ a ¹	
10206-15															ŋ̊ a n ¹	
6565-15															ʔ j a n ¹	
1281-15															ʔ j a n ¹	
10569-15															h a m ¹	
6899-15															ɕ j a ŋ ¹	
7081-15															ˀd a ¹	
4090-15															k a m ¹	
2197-15															h a ŋ ¹	
3352-15															ˀd a ¹	
3892-15															ɕ a t ¹	
1071-15															k a m ¹	
10313-15															m̥ a ¹	
2671-15															t j a t ¹	
5502-15															ɕ a t ¹	
7382-15															ɕ j a n ¹	
932-15															kʰ o ŋ ¹	
533-15															m̥ a ¹	
4159-15															m̥ a ¹	
2804-15															h u k ¹	
5451-15															m̥ a ¹	
5773-15															ˀd a ¹	
6933-15															ˀd a ¹	
4657-15															ˀd a ¹	
4658-15															ɕ j a ŋ ¹	
6966-15															m̥ a ¹	
5351-15															m̥ a ¹	
4073-15															ˀd a ¹	
2163-15															ɕ j a ŋ ¹	
1121-15															ɕ a a ¹	
5790-15															kʰ aː ŋ ¹	
10413-15															m̥ a ¹	
6731-15															m̥ a ¹	
1645-15															m̥ a ¹	
4914-15															m̥ a ¹	
6175-15															m̥ a ¹	
3092-15															ŋ̊ o ŋ ¹	
1247-15															l j a n ¹	
5620-15															ɕ a a ¹	
4897-15															m̥ a ¹	
4811-15															kʰ o ŋ ¹	
1213-15															ˀd a ¹	
11019-15															m̥ o ŋ ¹	
11020-15															ˀd a ¹	
2129-15															h a p ¹	
3211-15															h aː n ¹	
714-15															h o p ¹	
1729-15															ˀd a ¹	
3679-15															m̥ a ¹	
1054-15															m j a ¹	
7448-15															h a m ¹	
582-15															m ˀd a ¹	
4743-15															ȵ a n ¹	
5419-15															l j a n ¹	
5601-15															t o n ¹	
2705-15															h a m ¹	
6381-15															h o ŋ ¹	
1017-15															ˀd a ¹	
645-15															l u p ¹	
273-15															h aː t ¹	
4338-15															t j a k ¹	
2533-15															ˀd a ¹	
1089-15															kʰ o p ¹	
843-15															h a n ¹	
2787-15															m̥ m a t ¹	
4462-15															h o ŋ ¹	
10918-15															h a n ¹	
6582-15															m̥ a ¹	
2070-15															ˀd a ¹	
3075-15															ȵ a t ¹	
10848-15															m̥ a ¹	
2480-15															ȶ a n ¹	
2214-15															ˀd a ¹	
7225-15															h a t ¹	
3515-15															ɕ j a m ¹	
2588-15															ȶ a n ¹	
2908-15															k j a t ¹	
2393-15															m̥ a ¹	
1156-15															m̥ a ¹	
2374-15															ˀd a ¹	
2146-15															ˀd a ¹	
5133-15															h a ŋ ¹	
4981-15															h aː t ¹	
10239-15															m̥ a ¹	
599-15															l j a t ¹	
5048-15															ˀd a ¹	
6331-15															m̥ a ¹	
290-15															kʰ o n ¹	
311-15															h aː p ¹	
3430-15															l aː a ¹	
5369-15															l aː a ¹	
2749-15															t a n ¹	
2621-15															l a a p ¹	
1181-15															t a ¹ ¹	
949-15															t j a ¹	
2839-15															ȶ o n ¹	
861-15															l aː t ¹	
6773-15															l aː t ¹	
5739-15															l aː t ¹	
5740-15															ɕ j a t ¹	
3550-15															ɕ a m ¹	
4445-15															t j a t ¹	
680-15															j o ŋ ¹	
817-15															ȶ a n ¹	
782-15															k j a t ¹	
10396-15															l a a ¹	
4606-15															h aː n ¹	
5207-15															m a n ¹	
7280-15															t m̥ a ¹	
6983-15															ʔ a j a t ¹	
5168-15															kʰ o ŋ ¹	
1264-15															ɕ ˀd a ¹	
915-15															ˀd a ¹	
1767-15															kʰ o ŋ ¹	
10901-15															ʔ j a ŋ ¹	
10867-15															q o ŋ ¹	
417-15															ʔ j a n ¹	
2285-15															k u a ¹	
11002-15															t h a t ¹	
6348-15															m̥ a ¹	
6349-15															m̥ o n ¹	
10602-15															ˀb o n ¹	
5654-15															l j a n ¹	
880-15															m̥ a ¹	
983-15															h aː n ¹	
2033-15															t a ¹	
1433-15															m m̥ a ¹	
1467-15															t o p ¹	
469-15															t j a m ¹	
3127-15															l aː a ¹	
4623-15															m̥ a ¹	
7099-15															l j a k ¹	
4726-15															ɕ a n ¹	
10465-15															kʰ o n ¹	
5519-15															h aː n ¹	
5893-15															t n̥ a n ¹	
2857-15															ȶ o n ¹	
3645-15															h aː n ¹	
3032-15															ɕ j a n ¹	
2088-15															ɕ j a n ¹	
2463-15															ˀd a ¹	
4794-15															m̥ a ¹	
4569-15															l o ŋ ¹	
4586-15															ts ˀd a ¹	
4552-15															ˀd a ¹	
3228-15															q o ŋ ¹	
3245-15															j a ¹	
6651-15															l aː p ¹	
6652-15															kʰ o n ¹	
1817-15															l aː p ¹	
1818-15															ɕ j a k ¹	
11052-15															m̥ a ¹	
1230-15															l aː p ¹	
3380-15															h aː t ¹	
8174-15															h a m ¹	
8599-15															ɕ j a m ¹	
7782-15															t j a ¹	
8294-15															l j a k ¹	
8514-15															m̥ a ¹	
9669-15															l j a k ¹	
8531-15															ˀd a ¹	
7954-15															h a t ¹	
9968-15															k a m ¹	
8040-15															ˀd a ¹	
9304-15															ˀd a ¹	
8345-15															t o t ¹	
8765-15															t w o k ¹	
8849-15															ɕ a ŋ ¹	
9286-15															ʔ j a ŋ ¹	
9581-15															ȵ a n ¹	
9267-15															l j a ¹	
8497-15															ɕ ȶ a n ¹	
7602-15															h a p ¹	
8431-15															l j a ŋ ¹	
10036-15															h u p ¹	
10019-15															l a t ¹	
9216-15															m̥ a ¹	
8074-15															q o t ¹	
9511-15															kʰ o n ¹	
8243-15															ɕ j a m ¹	
9250-15															tʰ j a m ¹	
7568-15															m̥ a ¹	
8832-15															ˀd a ¹	
8057-15															m̥ a ¹	
7716-15															h u p ¹	
9899-15															ˀd a ¹	
7585-15															ˀd a ¹	
8582-15															m j a ¹	
9097-15															l a m ¹	
10125-15															m̥ a ¹	
9460-15															m̥ a ¹	
9649-15															t j a t ¹	
9870-15															h a p ¹	
8680-15															h a m ¹	
7699-15															ȶ o t ¹	
9001-15															ȵ j a t ¹	
9494-15															t o p ¹	
7666-15															ɕ a n ¹	
9598-15															t j a k ¹	
8023-15															k a m ¹	
9053-15															ɕ a t ¹	
10091-15															ɕ t a k ¹	
10002-15															ȶ o a ¹	
7765-15															ˀd a ¹	
8800-15															m̥ a ¹	
9934-15															ˀd a ¹	
9985-15															ˀd a ¹	
7850-15															t o p ¹	
7816-15															k a m ¹	
8663-15															k a m ¹	
8697-15															ȶ o t ¹	
9615-15															ʔ j a n ¹	
8362-15															t a t ¹	
8091-15															ˀd a ¹	
8748-15															m̥ a ¹	
22-15															ˀd a ¹	
11084-15															s ˀd a ¹	
7365-15															m̥ a ¹	
4201-15															ɕ ˀd a ¹	
5841-15															m̥ a ¹	
4640-15															ˀd a ¹	
662-15															j o n ¹	
384-15															m̥ a ¹	
5151-15															m̥ a ¹	
1399-15															t a ¹	
5259-15															ʔ j a t ¹	
10353-15															m̥ a ¹	
10370-15															m̥ a ¹	
7401-15															h a m ¹	
2958-15															m̥ a ¹	
2770-15															m̥ a ¹	
6434-15															l j a p ¹	
6192-15															ɕ a t ¹	
2231-15															k aː t ¹	
5116-15															ˀd a ¹	
7297-15															ɕ w a p ¹	
3731-15															q o t ¹	
748-15															h a m ¹	
2180-15															h a m ¹	
4107-15															ˀȵ a m ¹	
2688-15															ɕ w a ŋ ¹	
616-15															kʰ o ŋ ¹	
1898-15															h a t ¹	
203-15															m̥ a ¹	
897-15															ˀb a a ¹	
10189-15															ɕ a n ¹	
1592-15															h o p ¹	
6088-15															ɕ j a ŋ ¹	
2975-15															kʰ o ŋ ¹	
6714-15															h a m ¹	
731-15															k a m ¹	
2722-15															j a ¹	
5637-15															kʰ o t ¹	
765-15															l t a k ¹	
1695-15															k a m ¹	
2112-15															l j a ¹	
6634-15															m̥ a ¹	
7331-15															m̥ a ¹	
7348-15															kʰ o ŋ ¹	
6527-15															ˀd a ¹	
3568-15															h a n ¹	
4378-15															m̥ a ¹	
6292-15															ⁿd j a n ¹	
3585-15															ɕ a ŋ ¹	
4428-15															k a m ¹	
7046-15															ɕ a ŋ ¹	
1915-15															ɕ j a m ¹	
4518-15															kʰ o ŋ ¹	
2516-15															h o a ¹	
4480-15															kʰ o n ¹	
2499-15															ɕ j a k ¹	
5584-15															m̥ a ¹	
2429-15															m̥ a ¹	
5224-15															ˀd a ¹	
3464-15															ɕ a k ¹	
10142-15															kʰ o ŋ ¹	
7159-15															h o n ¹	
6599-15															n a ¹	
10207-15															m̥ u ¹	
6837-15															h o n ¹	
2654-15															m̥ a ¹	
367-15															ȵ t a k ¹	
5858-15															h aː a ¹	
451-15															h aː ŋ ¹	
5944-15															h aː ŋ ¹	
512-15															l j a k ¹	
7138-15															ˀd a ¹	
4845-15															m̥ a ¹	
4915-15															kʰ aː t ¹	
10570-15															ˀd a ¹	
5300-15															ⁿd j o n ¹	
5418-15															ȶ a ¹ ¹	
1748-15															h aː t ¹	
3532-15															ˀd a ¹	
310-15															t a ¹	
5368-15															h aː ŋ ¹	
4321-15															ˀd a ¹ ¹	
5065-15															m̥ a ¹	
5961-15															h aː t ¹	
1450-15															ˀd a ¹	
10430-15															m̥ a ¹	
6210-15															t ˀd a ¹	
5468-15															ŋ̊ aː n ¹	
6685-15															z a ¹	
89-15															ˀd a ¹	
153-15															m̥ a ¹	
120-15															l a a ¹	
50-15															ʔ a a ¹	
4947-15															ȶ a n ¹	
8866-15															l j a ¹ ¹	
9165-15															k a p ¹	
7919-15															kʰ a ŋ ¹	
9765-15															ȵ w a t ¹	
7520-15															m̥ a ¹	
8883-15															ˀd a ¹	
8565-15															h aː n ¹	
8646-15															ɕ k a m ¹	
9686-15															t j a t ¹	
10108-15															ɕ j a t ¹	
10073-15															k o m ¹	
1536-15															l j a ¹	
9131-15															h aː p ¹	
9721-15															ˀd a ¹	
8124-15															ɕ j a m ¹	
8448-15															l a m ¹	
8714-15															ȶ aː t ¹	
5317-15															h u ¹ ¹	
1138-15															ɕ j a n ¹	
1502-15															h a t ¹	
3109-15															ɕ j a m ¹	
3334-15															ˀd a ¹	
3840-15															h aː ŋ ¹	
3748-15															ˀd w aː k ¹	
3015-15															t o ¹ ¹	
7262-15															kʰ aː ŋ ¹	
10635-15															h a t ¹	
697-15															m̥ a ¹	
5031-15															k a a ¹	
1553-15															q o m ¹	
186-15															t j o ŋ ¹	
5185-15															h aː m ¹	
1484-15															m̥ a ¹	
1933-15															m̥ a ¹	
2939-15															ȶ a ŋ ¹	
1000-15															t u t ¹	
2551-15															ȶ a ŋ ¹	
1646-15															z a ¹	
565-15															t a ¹	
3159-15															ɕ i a ¹	
5876-15															ˀd a ¹	
1299-15															h aː m ¹	
4862-15															k a k ¹	
1180-15															t a ¹	
4008-15															k u ¹ ¹	
6774-15															m̥ a ¹	
3875-15															m̥ a ¹	
6036-15															k a a ¹	
6398-15															l j a ŋ ¹	
7063-15															ˀb aː n ¹	
492-15															t j a n ¹	
1627-15															kʰ u n ¹	
5927-15															h a m ¹	
3951-15															ˀȵ a ¹	
3049-15															m̥ a ŋ ¹	
6684-15															l a k ¹	
1850-15															h a p ¹	
3262-15															h a p ¹	
8260-15															k j a ¹ ¹	
7551-15															ˀd a ¹	
9564-15															m̥ a ¹	
9443-15															ˀd a ¹	
9545-15															h aː p ¹	
7650-15															t t a t ¹	
7833-15															tʰ j o k ¹	
9148-15															ʔ a a ¹	
9036-15															ˀd a ¹	
8904-15															h aː ŋ ¹	
7683-15															k a m ¹	
8227-15															z a ¹	
8616-15															m aː n ¹	
11112-15															h j a ¹	
11163-15															m̥ a ŋ ¹	
11130-15															m̥ a ŋ ¹	
7315-15															ˀd a ¹	
10652-15															m̥ a ¹	
10653-15															h aː ŋ ¹	
5241-15															t i ¹	
3398-15															t a t ¹	
2357-15															ȶ aː ŋ ¹	
3696-15															ˀd a ¹	
1610-15															h aː ŋ ¹	
10716-15															t aː p ¹	
5722-15															k a ŋ ¹	
3317-15															ɕ ˀd a ¹	
4142-15															h a t ¹	
5705-15															ˀd j u p ¹	
5980-15															kʰ aː ¹ ¹	
6242-15															ȶ j a ¹	
3194-15															ˀd a ¹	
4411-15															ˀd w aː p ¹	
7419-15															m̥ a ¹	
6070-15															ˀd a ¹	
6139-15															ˀb aː n ¹	
6158-15															k j a ¹	
10295-15															m̥ h o ŋ ¹	
