index	index_p	rindex	rindex_p	cogid	id_cojubim	segment_cojubim	segment_cojubim_L1	segment_cojubim_L2	segment_cojubim_L3	segment_cojubim_R1	segment_cojubim_R2	segment_cojubim_R3	SC_cojubim	SC_cojubim_L1	SC_cojubim_L2	SC_cojubim_L3	SC_cojubim_R1	SC_cojubim_R2	SC_cojubim_R3	PROSODY_cojubim	PROSODY_cojubim_L1	PROSODY_cojubim_L2	PROSODY_cojubim_L3	PROSODY_cojubim_R1	PROSODY_cojubim_R2	PROSODY_cojubim_R3	id_jaru	segment_jaru	segment_jaru_L1	segment_jaru_L2	segment_jaru_L3	segment_jaru_R1	segment_jaru_R2	segment_jaru_R3	SC_jaru	SC_jaru_L1	SC_jaru_L2	SC_jaru_L3	SC_jaru_R1	SC_jaru_R2	SC_jaru_R3	PROSODY_jaru	PROSODY_jaru_L1	PROSODY_jaru_L2	PROSODY_jaru_L3	PROSODY_jaru_R1	PROSODY_jaru_R2	PROSODY_jaru_R3	id_kitemoka	segment_kitemoka	segment_kitemoka_L1	segment_kitemoka_L2	segment_kitemoka_L3	segment_kitemoka_R1	segment_kitemoka_R2	segment_kitemoka_R3	SC_kitemoka	SC_kitemoka_L1	SC_kitemoka_L2	SC_kitemoka_L3	SC_kitemoka_R1	SC_kitemoka_R2	SC_kitemoka_R3	PROSODY_kitemoka	PROSODY_kitemoka_L1	PROSODY_kitemoka_L2	PROSODY_kitemoka_L3	PROSODY_kitemoka_R1	PROSODY_kitemoka_R2	PROSODY_kitemoka_R3	id_more	segment_more	segment_more_L1	segment_more_L2	segment_more_L3	segment_more_R1	segment_more_R2	segment_more_R3	SC_more	SC_more_L1	SC_more_L2	SC_more_L3	SC_more_R1	SC_more_R2	SC_more_R3	PROSODY_more	PROSODY_more_L1	PROSODY_more_L2	PROSODY_more_L3	PROSODY_more_R1	PROSODY_more_R2	PROSODY_more_R3	id_orowin	segment_orowin	segment_orowin_L1	segment_orowin_L2	segment_orowin_L3	segment_orowin_R1	segment_orowin_R2	segment_orowin_R3	SC_orowin	SC_orowin_L1	SC_orowin_L2	SC_orowin_L3	SC_orowin_R1	SC_orowin_R2	SC_orowin_R3	PROSODY_orowin	PROSODY_orowin_L1	PROSODY_orowin_L2	PROSODY_orowin_L3	PROSODY_orowin_R1	PROSODY_orowin_R2	PROSODY_orowin_R3	id_tapakura	segment_tapakura	segment_tapakura_L1	segment_tapakura_L2	segment_tapakura_L3	segment_tapakura_R1	segment_tapakura_R2	segment_tapakura_R3	SC_tapakura	SC_tapakura_L1	SC_tapakura_L2	SC_tapakura_L3	SC_tapakura_R1	SC_tapakura_R2	SC_tapakura_R3	PROSODY_tapakura	PROSODY_tapakura_L1	PROSODY_tapakura_L2	PROSODY_tapakura_L3	PROSODY_tapakura_R1	PROSODY_tapakura_R2	PROSODY_tapakura_R3	id_tora	segment_tora	segment_tora_L1	segment_tora_L2	segment_tora_L3	segment_tora_R1	segment_tora_R2	segment_tora_R3	SC_tora	SC_tora_L1	SC_tora_L2	SC_tora_L3	SC_tora_R1	SC_tora_R2	SC_tora_R3	PROSODY_tora	PROSODY_tora_L1	PROSODY_tora_L2	PROSODY_tora_L3	PROSODY_tora_R1	PROSODY_tora_R2	PROSODY_tora_R3	id_urupa	segment_urupa	segment_urupa_L1	segment_urupa_L2	segment_urupa_L3	segment_urupa_R1	segment_urupa_R2	segment_urupa_R3	SC_urupa	SC_urupa_L1	SC_urupa_L2	SC_urupa_L3	SC_urupa_R1	SC_urupa_R2	SC_urupa_R3	PROSODY_urupa	PROSODY_urupa_L1	PROSODY_urupa_L2	PROSODY_urupa_L3	PROSODY_urupa_R1	PROSODY_urupa_R2	PROSODY_urupa_R3	id_wanyam	segment_wanyam	segment_wanyam_L1	segment_wanyam_L2	segment_wanyam_L3	segment_wanyam_R1	segment_wanyam_R2	segment_wanyam_R3	SC_wanyam	SC_wanyam_L1	SC_wanyam_L2	SC_wanyam_L3	SC_wanyam_R1	SC_wanyam_R2	SC_wanyam_R3	PROSODY_wanyam	PROSODY_wanyam_L1	PROSODY_wanyam_L2	PROSODY_wanyam_L3	PROSODY_wanyam_R1	PROSODY_wanyam_R2	PROSODY_wanyam_R3	id_wari	segment_wari	segment_wari_L1	segment_wari_L2	segment_wari_L3	segment_wari_R1	segment_wari_R2	segment_wari_R3	SC_wari	SC_wari_L1	SC_wari_L2	SC_wari_L3	SC_wari_R1	SC_wari_R2	SC_wari_R3	PROSODY_wari	PROSODY_wari_L1	PROSODY_wari_L2	PROSODY_wari_L3	PROSODY_wari_R1	PROSODY_wari_R2	PROSODY_wari_R3
1	0.2500	4	1.0000	252	282	m	∅	∅	∅	e	m	-	M	∅	∅	∅	E	M	_	4	∅	∅	∅	7	4	0																																													283	m	∅	∅	∅	e	m	-	M	∅	∅	∅	E	M	_	4	∅	∅	∅	7	4	0	284	m	∅	∅	∅	e	m	-	M	∅	∅	∅	E	M	_	4	∅	∅	∅	7	4	0																							285	m	∅	∅	∅	ë	b	n	M	∅	∅	∅	E	P	N	4	∅	∅	∅	7	1	4																																																																		
2	0.5000	3	0.7500	252	282	e	m	∅	∅	m	-	∅	E	M	∅	∅	M	_	∅	7	4	∅	∅	4	0	∅																																													283	e	m	∅	∅	m	-	∅	E	M	∅	∅	M	_	∅	7	4	∅	∅	4	0	∅	284	e	m	∅	∅	m	-	∅	E	M	∅	∅	M	_	∅	7	4	∅	∅	4	0	∅																							285	ë	m	∅	∅	b	n	∅	E	M	∅	∅	P	N	∅	7	4	∅	∅	1	4	∅																																																																		
3	0.7500	2	0.5000	252	282	m	e	m	∅	-	∅	∅	M	E	M	∅	_	∅	∅	4	7	4	∅	0	∅	∅																																													283	m	e	m	∅	-	∅	∅	M	E	M	∅	_	∅	∅	4	7	4	∅	0	∅	∅	284	m	e	m	∅	-	∅	∅	M	E	M	∅	_	∅	∅	4	7	4	∅	0	∅	∅																							285	b	ë	m	∅	n	∅	∅	P	E	M	∅	N	∅	∅	1	7	4	∅	4	∅	∅																																																																		
4	1.0000	1	0.2500	252	282	-	m	e	m	∅	∅	∅	_	M	E	M	∅	∅	∅	0	4	7	4	∅	∅	∅																																													283	-	m	e	m	∅	∅	∅	_	M	E	M	∅	∅	∅	0	4	7	4	∅	∅	∅	284	-	m	e	m	∅	∅	∅	_	M	E	M	∅	∅	∅	0	4	7	4	∅	∅	∅																							285	n	b	ë	m	∅	∅	∅	N	P	E	M	∅	∅	∅	4	1	7	4	∅	∅	∅																																																																		
1	0.1111	9	1.0000	253																																																																																																																																																																																	286	p	∅	∅	∅	a	k	a	P	∅	∅	∅	A	K	A	1	∅	∅	∅	7	1	7	287	p	∅	∅	∅	a	k	a	P	∅	∅	∅	A	K	A	1	∅	∅	∅	7	1	7
2	0.2222	8	0.8889	253																																																																																																																																																																																	286	a	p	∅	∅	k	a	ɲ	A	P	∅	∅	K	A	N	7	1	∅	∅	1	7	4	287	a	p	∅	∅	k	a	-	A	P	∅	∅	K	A	_	7	1	∅	∅	1	7	0
3	0.3333	7	0.7778	253																																																																																																																																																																																	286	k	a	p	∅	a	ɲ	i	K	A	P	∅	A	N	I	1	7	1	∅	7	4	7	287	k	a	p	∅	a	-	-	K	A	P	∅	A	_	_	1	7	1	∅	7	0	0
4	0.4444	6	0.6667	253																																																																																																																																																																																	286	a	k	a	p	ɲ	i	k	A	K	A	P	N	I	K	7	1	7	1	4	7	1	287	a	k	a	p	-	-	ʔ	A	K	A	P	_	_	H	7	1	7	1	0	0	1
5	0.5556	5	0.5556	253																																																																																																																																																																																	286	ɲ	a	k	a	i	k	o	N	A	K	A	I	K	U	4	7	1	7	7	1	7	287	-	a	k	a	-	ʔ	-	_	A	K	A	_	H	_	0	7	1	7	0	1	0
6	0.6667	4	0.4444	253																																																																																																																																																																																	286	i	ɲ	a	k	k	o	n	I	N	A	K	K	U	N	7	4	7	1	1	7	4	287	-	-	a	k	ʔ	-	-	_	_	A	K	H	_	_	0	0	7	1	1	0	0
7	0.7778	3	0.3333	253																																																																																																																																																																																	286	k	i	ɲ	a	o	n	∅	K	I	N	A	U	N	∅	1	7	4	7	7	4	∅	287	ʔ	-	-	a	-	-	∅	H	_	_	A	_	_	∅	1	0	0	7	0	0	∅
8	0.8889	2	0.2222	253																																																																																																																																																																																	286	o	k	i	ɲ	n	∅	∅	U	K	I	N	N	∅	∅	7	1	7	4	4	∅	∅	287	-	ʔ	-	-	-	∅	∅	_	H	_	_	_	∅	∅	0	1	0	0	0	∅	∅
9	1.0000	1	0.1111	253																																																																																																																																																																																	286	n	o	k	i	∅	∅	∅	N	U	K	I	∅	∅	∅	4	7	1	7	∅	∅	∅	287	-	-	ʔ	-	∅	∅	∅	_	_	H	_	∅	∅	∅	0	0	1	0	∅	∅	∅
1	0.2500	4	1.0000	254																							288	t	∅	∅	∅	e	m	ʔ	T	∅	∅	∅	E	M	H	1	∅	∅	∅	7	4	1																																																																																																															289	t	∅	∅	∅	y	m	-	T	∅	∅	∅	Y	M	_	1	∅	∅	∅	7	4	0																																												
2	0.5000	3	0.7500	254																							288	e	t	∅	∅	m	ʔ	∅	E	T	∅	∅	M	H	∅	7	1	∅	∅	4	1	∅																																																																																																															289	y	t	∅	∅	m	-	∅	Y	T	∅	∅	M	_	∅	7	1	∅	∅	4	0	∅																																												
3	0.7500	2	0.5000	254																							288	m	e	t	∅	ʔ	∅	∅	M	E	T	∅	H	∅	∅	4	7	1	∅	1	∅	∅																																																																																																															289	m	y	t	∅	-	∅	∅	M	Y	T	∅	_	∅	∅	4	7	1	∅	0	∅	∅																																												
4	1.0000	1	0.2500	254																							288	ʔ	m	e	t	∅	∅	∅	H	M	E	T	∅	∅	∅	1	4	7	1	∅	∅	∅																																																																																																															289	-	m	y	t	∅	∅	∅	_	M	Y	T	∅	∅	∅	0	4	7	1	∅	∅	∅																																												
1	0.1111	9	1.0000	255																																													290	t	∅	∅	∅	i	o	p	T	∅	∅	∅	I	U	P	1	∅	∅	∅	7	7	1																																													291	t	∅	∅	∅	u	-	p	T	∅	∅	∅	Y	_	P	1	∅	∅	∅	7	0	1																																																																																								
2	0.2222	8	0.8889	255																																													290	i	t	∅	∅	o	p	a	I	T	∅	∅	U	P	A	7	1	∅	∅	7	1	7																																													291	u	t	∅	∅	-	p	a	Y	T	∅	∅	_	P	A	7	1	∅	∅	0	1	7																																																																																								
3	0.3333	7	0.7778	255																																													290	o	i	t	∅	p	a	tʃ	U	I	T	∅	P	A	T	7	7	1	∅	1	7	1																																													291	-	u	t	∅	p	a	tʃ	_	Y	T	∅	P	A	T	0	7	1	∅	1	7	1																																																																																								
4	0.4444	6	0.6667	255																																													290	p	o	i	t	a	tʃ	e	P	U	I	T	A	T	E	1	7	7	1	7	1	7																																													291	p	-	u	t	a	tʃ	i	P	_	Y	T	A	T	I	1	0	7	1	7	1	7																																																																																								
5	0.5556	5	0.5556	255																																													290	a	p	o	i	tʃ	e	n	A	P	U	I	T	E	N	7	1	7	7	1	7	4																																													291	a	p	-	u	tʃ	i	n	A	P	_	Y	T	I	N	7	1	0	7	1	7	4																																																																																								
6	0.6667	4	0.4444	255																																													290	tʃ	a	p	o	e	n	e	T	A	P	U	E	N	E	1	7	1	7	7	4	7																																													291	tʃ	a	p	-	i	n	i	T	A	P	_	I	N	I	1	7	1	0	7	4	7																																																																																								
7	0.7778	3	0.3333	255																																													290	e	tʃ	a	p	n	e	∅	E	T	A	P	N	E	∅	7	1	7	1	4	7	∅																																													291	i	tʃ	a	p	n	i	∅	I	T	A	P	N	I	∅	7	1	7	1	4	7	∅																																																																																								
8	0.8889	2	0.2222	255																																													290	n	e	tʃ	a	e	∅	∅	N	E	T	A	E	∅	∅	4	7	1	7	7	∅	∅																																													291	n	i	tʃ	a	i	∅	∅	N	I	T	A	I	∅	∅	4	7	1	7	7	∅	∅																																																																																								
9	1.0000	1	0.1111	255																																													290	e	n	e	tʃ	∅	∅	∅	E	N	E	T	∅	∅	∅	7	4	7	1	∅	∅	∅																																													291	i	n	i	tʃ	∅	∅	∅	I	N	I	T	∅	∅	∅	7	4	7	1	∅	∅	∅																																																																																								
1	0.2000	5	1.0000	258																																													292	a	∅	∅	∅	tʃ	i	w	A	∅	∅	∅	T	I	W	7	∅	∅	∅	1	7	6																																													293	i	∅	∅	∅	t	u	w	I	∅	∅	∅	T	Y	W	7	∅	∅	∅	1	7	6																																																																																								
2	0.4000	4	0.8000	258																																													292	tʃ	a	∅	∅	i	w	i	T	A	∅	∅	I	W	I	1	7	∅	∅	7	6	7																																													293	t	i	∅	∅	u	w	i	T	I	∅	∅	Y	W	I	1	7	∅	∅	7	6	7																																																																																								
3	0.6000	3	0.6000	258																																													292	i	tʃ	a	∅	w	i	∅	I	T	A	∅	W	I	∅	7	1	7	∅	6	7	∅																																													293	u	t	i	∅	w	i	∅	Y	T	I	∅	W	I	∅	7	1	7	∅	6	7	∅																																																																																								
4	0.8000	2	0.4000	258																																													292	w	i	tʃ	a	i	∅	∅	W	I	T	A	I	∅	∅	6	7	1	7	7	∅	∅																																													293	w	u	t	i	i	∅	∅	W	Y	T	I	I	∅	∅	6	7	1	7	7	∅	∅																																																																																								
5	1.0000	1	0.2000	258																																													292	i	w	i	tʃ	∅	∅	∅	I	W	I	T	∅	∅	∅	7	6	7	1	∅	∅	∅																																													293	i	w	u	t	∅	∅	∅	I	W	Y	T	∅	∅	∅	7	6	7	1	∅	∅	∅																																																																																								
1	0.1667	6	1.0000	260																																													294	t	∅	∅	∅	i	h	o	T	∅	∅	∅	I	H	U	1	∅	∅	∅	7	3	7																																													295	t	∅	∅	∅	a	h	u	T	∅	∅	∅	A	H	Y	1	∅	∅	∅	7	3	7																																																																																								
2	0.3333	5	0.8333	260																																													294	i	t	∅	∅	h	o	t	I	T	∅	∅	H	U	T	7	1	∅	∅	3	7	1																																													295	a	t	∅	∅	h	u	t	A	T	∅	∅	H	Y	T	7	1	∅	∅	3	7	1																																																																																								
3	0.5000	4	0.6667	260																																													294	h	i	t	∅	o	t	i	H	I	T	∅	U	T	I	3	7	1	∅	7	1	7																																													295	h	a	t	∅	u	t	i	H	A	T	∅	Y	T	I	3	7	1	∅	7	1	7																																																																																								
4	0.6667	3	0.5000	260																																													294	o	h	i	t	t	i	∅	U	H	I	T	T	I	∅	7	3	7	1	1	7	∅																																													295	u	h	a	t	t	i	∅	Y	H	A	T	T	I	∅	7	3	7	1	1	7	∅																																																																																								
5	0.8333	2	0.3333	260																																													294	t	o	h	i	i	∅	∅	T	U	H	I	I	∅	∅	1	7	3	7	7	∅	∅																																													295	t	u	h	a	i	∅	∅	T	Y	H	A	I	∅	∅	1	7	3	7	7	∅	∅																																																																																								
6	1.0000	1	0.1667	260																																													294	i	t	o	h	∅	∅	∅	I	T	U	H	∅	∅	∅	7	1	7	3	∅	∅	∅																																													295	i	t	u	h	∅	∅	∅	I	T	Y	H	∅	∅	∅	7	1	7	3	∅	∅	∅																																																																																								
1	0.2000	5	1.0000	261																																																																																									296	m	∅	∅	∅	e	s	e	M	∅	∅	∅	E	S	E	4	∅	∅	∅	7	3	7																							297	m	∅	∅	∅	o	r	e	M	∅	∅	∅	U	R	E	4	∅	∅	∅	7	5	7																																													298	m	∅	∅	∅	i	tʃ	e	M	∅	∅	∅	I	T	E	4	∅	∅	∅	7	1	7
2	0.4000	4	0.8000	261																																																																																									296	e	m	∅	∅	s	e	m	E	M	∅	∅	S	E	M	7	4	∅	∅	3	7	4																							297	o	m	∅	∅	r	e	m	U	M	∅	∅	R	E	M	7	4	∅	∅	5	7	4																																													298	i	m	∅	∅	tʃ	e	m	I	M	∅	∅	T	E	M	7	4	∅	∅	1	7	4
3	0.6000	3	0.6000	261																																																																																									296	s	e	m	∅	e	m	∅	S	E	M	∅	E	M	∅	3	7	4	∅	7	4	∅																							297	r	o	m	∅	e	m	∅	R	U	M	∅	E	M	∅	5	7	4	∅	7	4	∅																																													298	tʃ	i	m	∅	e	m	∅	T	I	M	∅	E	M	∅	1	7	4	∅	7	4	∅
4	0.8000	2	0.4000	261																																																																																									296	e	s	e	m	m	∅	∅	E	S	E	M	M	∅	∅	7	3	7	4	4	∅	∅																							297	e	r	o	m	m	∅	∅	E	R	U	M	M	∅	∅	7	5	7	4	4	∅	∅																																													298	e	tʃ	i	m	m	∅	∅	E	T	I	M	M	∅	∅	7	1	7	4	4	∅	∅
5	1.0000	1	0.2000	261																																																																																									296	m	e	s	e	∅	∅	∅	M	E	S	E	∅	∅	∅	4	7	3	7	∅	∅	∅																							297	m	e	r	o	∅	∅	∅	M	E	R	U	∅	∅	∅	4	7	5	7	∅	∅	∅																																													298	m	e	tʃ	i	∅	∅	∅	M	E	T	I	∅	∅	∅	4	7	1	7	∅	∅	∅
1	0.1667	6	1.0000	263																							299	s	∅	∅	∅	a	g	a	S	∅	∅	∅	A	K	A	3	∅	∅	∅	7	1	7																																																																																																															300	s	∅	∅	∅	-	k	a	S	∅	∅	∅	_	K	A	3	∅	∅	∅	0	1	7																																												
2	0.3333	5	0.8333	263																							299	a	s	∅	∅	g	a	-	A	S	∅	∅	K	A	_	7	3	∅	∅	1	7	0																																																																																																															300	-	s	∅	∅	k	a	i	_	S	∅	∅	K	A	I	0	3	∅	∅	1	7	7																																												
3	0.5000	4	0.6667	263																							299	g	a	s	∅	a	-	j	K	A	S	∅	A	_	J	1	7	3	∅	7	0	6																																																																																																															300	k	-	s	∅	a	i	d	K	_	S	∅	A	I	T	1	0	3	∅	7	7	1																																												
4	0.6667	3	0.5000	263																							299	a	g	a	s	-	j	∅	A	K	A	S	_	J	∅	7	1	7	3	0	6	∅																																																																																																															300	a	k	-	s	i	d	∅	A	K	_	S	I	T	∅	7	1	0	3	7	1	∅																																												
5	0.8333	2	0.3333	263																							299	-	a	g	a	j	∅	∅	_	A	K	A	J	∅	∅	0	7	1	7	6	∅	∅																																																																																																															300	i	a	k	-	d	∅	∅	I	A	K	_	T	∅	∅	7	7	1	0	1	∅	∅																																												
6	1.0000	1	0.1667	263																							299	j	-	a	g	∅	∅	∅	J	_	A	K	∅	∅	∅	6	0	7	1	∅	∅	∅																																																																																																															300	d	i	a	k	∅	∅	∅	T	I	A	K	∅	∅	∅	1	7	7	1	∅	∅	∅																																												
1	0.1111	9	1.0000	264																																													301	j	∅	∅	∅	u	i	t	J	∅	∅	∅	Y	I	T	6	∅	∅	∅	7	7	1																																													302	w	∅	∅	∅	-	i	t	W	∅	∅	∅	_	I	T	6	∅	∅	∅	0	7	1																																																																																								
2	0.2222	8	0.8889	264																																													301	u	j	∅	∅	i	t	a	Y	J	∅	∅	I	T	A	7	6	∅	∅	7	1	7																																													302	-	w	∅	∅	i	t	a	_	W	∅	∅	I	T	A	0	6	∅	∅	7	1	7																																																																																								
3	0.3333	7	0.7778	264																																													301	i	u	j	∅	t	a	m	I	Y	J	∅	T	A	M	7	7	6	∅	1	7	4																																													302	i	-	w	∅	t	a	m	I	_	W	∅	T	A	M	7	0	6	∅	1	7	4																																																																																								
4	0.4444	6	0.6667	264																																													301	t	i	u	j	a	m	a	T	I	Y	J	A	M	A	1	7	7	6	7	4	7																																													302	t	i	-	w	a	m	-	T	I	_	W	A	M	_	1	7	0	6	7	4	0																																																																																								
5	0.5556	5	0.5556	264																																													301	a	t	i	u	m	a	k	A	T	I	Y	M	A	K	7	1	7	7	4	7	1																																													302	a	t	i	-	m	-	-	A	T	I	_	M	_	_	7	1	7	0	4	0	0																																																																																								
6	0.6667	4	0.4444	264																																													301	m	a	t	i	a	k	e	M	A	T	I	A	K	E	4	7	1	7	7	1	7																																													302	m	a	t	i	-	-	-	M	A	T	I	_	_	_	4	7	1	7	0	0	0																																																																																								
7	0.7778	3	0.3333	264																																													301	a	m	a	t	k	e	∅	A	M	A	T	K	E	∅	7	4	7	1	1	7	∅																																													302	-	m	a	t	-	-	∅	_	M	A	T	_	_	∅	0	4	7	1	0	0	∅																																																																																								
8	0.8889	2	0.2222	264																																													301	k	a	m	a	e	∅	∅	K	A	M	A	E	∅	∅	1	7	4	7	7	∅	∅																																													302	-	-	m	a	-	∅	∅	_	_	M	A	_	∅	∅	0	0	4	7	0	∅	∅																																																																																								
9	1.0000	1	0.1111	264																																													301	e	k	a	m	∅	∅	∅	E	K	A	M	∅	∅	∅	7	1	7	4	∅	∅	∅																																													302	-	-	-	m	∅	∅	∅	_	_	_	M	∅	∅	∅	0	0	0	4	∅	∅	∅																																																																																								
1	0.3333	3	1.0000	265	303	t	∅	∅	∅	o	m	∅	T	∅	∅	∅	U	M	∅	1	∅	∅	∅	7	4	∅																																													304	t	∅	∅	∅	o	m	∅	T	∅	∅	∅	U	M	∅	1	∅	∅	∅	7	4	∅	305	t	∅	∅	∅	o	m	∅	T	∅	∅	∅	U	M	∅	1	∅	∅	∅	7	4	∅																																																																																									306	t	∅	∅	∅	o	m	∅	T	∅	∅	∅	U	M	∅	1	∅	∅	∅	7	4	∅
2	0.6667	2	0.6667	265	303	o	t	∅	∅	m	∅	∅	U	T	∅	∅	M	∅	∅	7	1	∅	∅	4	∅	∅																																													304	o	t	∅	∅	m	∅	∅	U	T	∅	∅	M	∅	∅	7	1	∅	∅	4	∅	∅	305	o	t	∅	∅	m	∅	∅	U	T	∅	∅	M	∅	∅	7	1	∅	∅	4	∅	∅																																																																																									306	o	t	∅	∅	m	∅	∅	U	T	∅	∅	M	∅	∅	7	1	∅	∅	4	∅	∅
3	1.0000	1	0.3333	265	303	m	o	t	∅	∅	∅	∅	M	U	T	∅	∅	∅	∅	4	7	1	∅	∅	∅	∅																																													304	m	o	t	∅	∅	∅	∅	M	U	T	∅	∅	∅	∅	4	7	1	∅	∅	∅	∅	305	m	o	t	∅	∅	∅	∅	M	U	T	∅	∅	∅	∅	4	7	1	∅	∅	∅	∅																																																																																									306	m	o	t	∅	∅	∅	∅	M	U	T	∅	∅	∅	∅	4	7	1	∅	∅	∅	∅
1	0.2500	4	1.0000	267																							307	t	∅	∅	∅	o	-	a	T	∅	∅	∅	U	_	A	1	∅	∅	∅	7	0	7																																													308	t	∅	∅	∅	o	w	a	T	∅	∅	∅	U	W	A	1	∅	∅	∅	7	6	7	309	t	∅	∅	∅	u	w	a	T	∅	∅	∅	Y	W	A	1	∅	∅	∅	7	6	7	310	t	∅	∅	∅	o	-	a	T	∅	∅	∅	U	_	A	1	∅	∅	∅	7	0	7																							311	t	∅	∅	∅	o	w	a	T	∅	∅	∅	U	W	A	1	∅	∅	∅	7	6	7	312	t	∅	∅	∅	o	w	a	T	∅	∅	∅	U	W	A	1	∅	∅	∅	7	6	7
2	0.5000	3	0.7500	267																							307	o	t	∅	∅	-	a	∅	U	T	∅	∅	_	A	∅	7	1	∅	∅	0	7	∅																																													308	o	t	∅	∅	w	a	∅	U	T	∅	∅	W	A	∅	7	1	∅	∅	6	7	∅	309	u	t	∅	∅	w	a	∅	Y	T	∅	∅	W	A	∅	7	1	∅	∅	6	7	∅	310	o	t	∅	∅	-	a	∅	U	T	∅	∅	_	A	∅	7	1	∅	∅	0	7	∅																							311	o	t	∅	∅	w	a	∅	U	T	∅	∅	W	A	∅	7	1	∅	∅	6	7	∅	312	o	t	∅	∅	w	a	∅	U	T	∅	∅	W	A	∅	7	1	∅	∅	6	7	∅
3	0.7500	2	0.5000	267																							307	-	o	t	∅	a	∅	∅	_	U	T	∅	A	∅	∅	0	7	1	∅	7	∅	∅																																													308	w	o	t	∅	a	∅	∅	W	U	T	∅	A	∅	∅	6	7	1	∅	7	∅	∅	309	w	u	t	∅	a	∅	∅	W	Y	T	∅	A	∅	∅	6	7	1	∅	7	∅	∅	310	-	o	t	∅	a	∅	∅	_	U	T	∅	A	∅	∅	0	7	1	∅	7	∅	∅																							311	w	o	t	∅	a	∅	∅	W	U	T	∅	A	∅	∅	6	7	1	∅	7	∅	∅	312	w	o	t	∅	a	∅	∅	W	U	T	∅	A	∅	∅	6	7	1	∅	7	∅	∅
4	1.0000	1	0.2500	267																							307	a	-	o	t	∅	∅	∅	A	_	U	T	∅	∅	∅	7	0	7	1	∅	∅	∅																																													308	a	w	o	t	∅	∅	∅	A	W	U	T	∅	∅	∅	7	6	7	1	∅	∅	∅	309	a	w	u	t	∅	∅	∅	A	W	Y	T	∅	∅	∅	7	6	7	1	∅	∅	∅	310	a	-	o	t	∅	∅	∅	A	_	U	T	∅	∅	∅	7	0	7	1	∅	∅	∅																							311	a	w	o	t	∅	∅	∅	A	W	U	T	∅	∅	∅	7	6	7	1	∅	∅	∅	312	a	w	o	t	∅	∅	∅	A	W	U	T	∅	∅	∅	7	6	7	1	∅	∅	∅
1	0.1429	7	1.0000	269	313	t	∅	∅	∅	i	-	-	T	∅	∅	∅	I	_	_	1	∅	∅	∅	7	0	0																																													314	t	∅	∅	∅	i	j	i	T	∅	∅	∅	I	J	I	1	∅	∅	∅	7	6	7																																													315	-	∅	∅	∅	a	n	a	_	∅	∅	∅	A	N	A	0	∅	∅	∅	7	4	7																																																																		
2	0.2857	6	0.8571	269	313	i	t	∅	∅	-	-	p	I	T	∅	∅	_	_	P	7	1	∅	∅	0	0	1																																													314	i	t	∅	∅	j	i	p	I	T	∅	∅	J	I	P	7	1	∅	∅	6	7	1																																													315	a	-	∅	∅	n	a	p	A	_	∅	∅	N	A	P	7	0	∅	∅	4	7	1																																																																		
3	0.4286	5	0.7143	269	313	-	i	t	∅	-	p	a	_	I	T	∅	_	P	A	0	7	1	∅	0	1	7																																													314	j	i	t	∅	i	p	a	J	I	T	∅	I	P	A	6	7	1	∅	7	1	7																																													315	n	a	-	∅	a	p	a	N	A	_	∅	A	P	A	4	7	0	∅	7	1	7																																																																		
4	0.5714	4	0.5714	269	313	-	-	i	t	p	a	t	_	_	I	T	P	A	T	0	0	7	1	1	7	1																																													314	i	j	i	t	p	a	t	I	J	I	T	P	A	T	7	6	7	1	1	7	1																																													315	a	n	a	-	p	a	t	A	N	A	_	P	A	T	7	4	7	0	1	7	1																																																																		
5	0.7143	3	0.4286	269	313	p	-	-	i	a	t	∅	P	_	_	I	A	T	∅	1	0	0	7	7	1	∅																																													314	p	i	j	i	a	t	∅	P	I	J	I	A	T	∅	1	7	6	7	7	1	∅																																													315	p	a	n	a	a	t	∅	P	A	N	A	A	T	∅	1	7	4	7	7	1	∅																																																																		
6	0.8571	2	0.2857	269	313	a	p	-	-	t	∅	∅	A	P	_	_	T	∅	∅	7	1	0	0	1	∅	∅																																													314	a	p	i	j	t	∅	∅	A	P	I	J	T	∅	∅	7	1	7	6	1	∅	∅																																													315	a	p	a	n	t	∅	∅	A	P	A	N	T	∅	∅	7	1	7	4	1	∅	∅																																																																		
7	1.0000	1	0.1429	269	313	t	a	p	-	∅	∅	∅	T	A	P	_	∅	∅	∅	1	7	1	0	∅	∅	∅																																													314	t	a	p	i	∅	∅	∅	T	A	P	I	∅	∅	∅	1	7	1	7	∅	∅	∅																																													315	t	a	p	a	∅	∅	∅	T	A	P	A	∅	∅	∅	1	7	1	7	∅	∅	∅																																																																		
1	0.1429	7	1.0000	270	316	k	∅	∅	∅	a	w	a	K	∅	∅	∅	A	W	A	1	∅	∅	∅	7	6	7																																													317	k	∅	∅	∅	a	w	a	K	∅	∅	∅	A	W	A	1	∅	∅	∅	7	6	7	318	k	∅	∅	∅	a	w	a	K	∅	∅	∅	A	W	A	1	∅	∅	∅	7	6	7																																																																			319	k	∅	∅	∅	a	w	a	K	∅	∅	∅	A	W	A	1	∅	∅	∅	7	6	7	320	k	∅	∅	∅	a	w	a	K	∅	∅	∅	A	W	A	1	∅	∅	∅	7	6	7
