index	index_p	rindex	rindex_p	cogid	id_cojubim	segment_cojubim	segment_cojubim_L1	segment_cojubim_L2	segment_cojubim_L3	segment_cojubim_R1	segment_cojubim_R2	segment_cojubim_R3	SC_cojubim	SC_cojubim_L1	SC_cojubim_L2	SC_cojubim_L3	SC_cojubim_R1	SC_cojubim_R2	SC_cojubim_R3	PROSODY_cojubim	PROSODY_cojubim_L1	PROSODY_cojubim_L2	PROSODY_cojubim_L3	PROSODY_cojubim_R1	PROSODY_cojubim_R2	PROSODY_cojubim_R3	id_jaru	segment_jaru	segment_jaru_L1	segment_jaru_L2	segment_jaru_L3	segment_jaru_R1	segment_jaru_R2	segment_jaru_R3	SC_jaru	SC_jaru_L1	SC_jaru_L2	SC_jaru_L3	SC_jaru_R1	SC_jaru_R2	SC_jaru_R3	PROSODY_jaru	PROSODY_jaru_L1	PROSODY_jaru_L2	PROSODY_jaru_L3	PROSODY_jaru_R1	PROSODY_jaru_R2	PROSODY_jaru_R3	id_kitemoka	segment_kitemoka	segment_kitemoka_L1	segment_kitemoka_L2	segment_kitemoka_L3	segment_kitemoka_R1	segment_kitemoka_R2	segment_kitemoka_R3	SC_kitemoka	SC_kitemoka_L1	SC_kitemoka_L2	SC_kitemoka_L3	SC_kitemoka_R1	SC_kitemoka_R2	SC_kitemoka_R3	PROSODY_kitemoka	PROSODY_kitemoka_L1	PROSODY_kitemoka_L2	PROSODY_kitemoka_L3	PROSODY_kitemoka_R1	PROSODY_kitemoka_R2	PROSODY_kitemoka_R3	id_more	segment_more	segment_more_L1	segment_more_L2	segment_more_L3	segment_more_R1	segment_more_R2	segment_more_R3	SC_more	SC_more_L1	SC_more_L2	SC_more_L3	SC_more_R1	SC_more_R2	SC_more_R3	PROSODY_more	PROSODY_more_L1	PROSODY_more_L2	PROSODY_more_L3	PROSODY_more_R1	PROSODY_more_R2	PROSODY_more_R3	id_orowin	segment_orowin	segment_orowin_L1	segment_orowin_L2	segment_orowin_L3	segment_orowin_R1	segment_orowin_R2	segment_orowin_R3	SC_orowin	SC_orowin_L1	SC_orowin_L2	SC_orowin_L3	SC_orowin_R1	SC_orowin_R2	SC_orowin_R3	PROSODY_orowin	PROSODY_orowin_L1	PROSODY_orowin_L2	PROSODY_orowin_L3	PROSODY_orowin_R1	PROSODY_orowin_R2	PROSODY_orowin_R3	id_tapakura	segment_tapakura	segment_tapakura_L1	segment_tapakura_L2	segment_tapakura_L3	segment_tapakura_R1	segment_tapakura_R2	segment_tapakura_R3	SC_tapakura	SC_tapakura_L1	SC_tapakura_L2	SC_tapakura_L3	SC_tapakura_R1	SC_tapakura_R2	SC_tapakura_R3	PROSODY_tapakura	PROSODY_tapakura_L1	PROSODY_tapakura_L2	PROSODY_tapakura_L3	PROSODY_tapakura_R1	PROSODY_tapakura_R2	PROSODY_tapakura_R3	id_tora	segment_tora	segment_tora_L1	segment_tora_L2	segment_tora_L3	segment_tora_R1	segment_tora_R2	segment_tora_R3	SC_tora	SC_tora_L1	SC_tora_L2	SC_tora_L3	SC_tora_R1	SC_tora_R2	SC_tora_R3	PROSODY_tora	PROSODY_tora_L1	PROSODY_tora_L2	PROSODY_tora_L3	PROSODY_tora_R1	PROSODY_tora_R2	PROSODY_tora_R3	id_urupa	segment_urupa	segment_urupa_L1	segment_urupa_L2	segment_urupa_L3	segment_urupa_R1	segment_urupa_R2	segment_urupa_R3	SC_urupa	SC_urupa_L1	SC_urupa_L2	SC_urupa_L3	SC_urupa_R1	SC_urupa_R2	SC_urupa_R3	PROSODY_urupa	PROSODY_urupa_L1	PROSODY_urupa_L2	PROSODY_urupa_L3	PROSODY_urupa_R1	PROSODY_urupa_R2	PROSODY_urupa_R3	id_wanyam	segment_wanyam	segment_wanyam_L1	segment_wanyam_L2	segment_wanyam_L3	segment_wanyam_R1	segment_wanyam_R2	segment_wanyam_R3	SC_wanyam	SC_wanyam_L1	SC_wanyam_L2	SC_wanyam_L3	SC_wanyam_R1	SC_wanyam_R2	SC_wanyam_R3	PROSODY_wanyam	PROSODY_wanyam_L1	PROSODY_wanyam_L2	PROSODY_wanyam_L3	PROSODY_wanyam_R1	PROSODY_wanyam_R2	PROSODY_wanyam_R3	id_wari	segment_wari	segment_wari_L1	segment_wari_L2	segment_wari_L3	segment_wari_R1	segment_wari_R2	segment_wari_R3	SC_wari	SC_wari_L1	SC_wari_L2	SC_wari_L3	SC_wari_R1	SC_wari_R2	SC_wari_R3	PROSODY_wari	PROSODY_wari_L1	PROSODY_wari_L2	PROSODY_wari_L3	PROSODY_wari_R1	PROSODY_wari_R2	PROSODY_wari_R3
3	0.6000	3	0.6000	251	390	n	a	w	∅	a	-	∅	N	A	W	∅	A	_	∅	4	7	6	∅	7	0	∅																																													391	n	a	w	∅	a	-	∅	N	A	W	∅	A	_	∅	4	7	6	∅	7	0	∅	392	n	a	w	∅	a	ʔ	∅	N	A	W	∅	A	H	∅	4	7	6	∅	7	1	∅																							393	n	a	w	∅	a	-	∅	N	A	W	∅	A	_	∅	4	7	6	∅	7	0	∅																							394	n	a	w	∅	a	ʔ	∅	N	A	W	∅	A	H	∅	4	7	6	∅	7	1	∅	395	n	a	w	∅	a	-	∅	N	A	W	∅	A	_	∅	4	7	6	∅	7	0	∅
4	0.8000	2	0.4000	251	390	a	n	a	w	-	∅	∅	A	N	A	W	_	∅	∅	7	4	7	6	0	∅	∅																																													391	a	n	a	w	-	∅	∅	A	N	A	W	_	∅	∅	7	4	7	6	0	∅	∅	392	a	n	a	w	ʔ	∅	∅	A	N	A	W	H	∅	∅	7	4	7	6	1	∅	∅																							393	a	n	a	w	-	∅	∅	A	N	A	W	_	∅	∅	7	4	7	6	0	∅	∅																							394	a	n	a	w	ʔ	∅	∅	A	N	A	W	H	∅	∅	7	4	7	6	1	∅	∅	395	a	n	a	w	-	∅	∅	A	N	A	W	_	∅	∅	7	4	7	6	0	∅	∅
5	1.0000	1	0.2000	251	390	-	a	n	a	∅	∅	∅	_	A	N	A	∅	∅	∅	0	7	4	7	∅	∅	∅																																													391	-	a	n	a	∅	∅	∅	_	A	N	A	∅	∅	∅	0	7	4	7	∅	∅	∅	392	ʔ	a	n	a	∅	∅	∅	H	A	N	A	∅	∅	∅	1	7	4	7	∅	∅	∅																							393	-	a	n	a	∅	∅	∅	_	A	N	A	∅	∅	∅	0	7	4	7	∅	∅	∅																							394	ʔ	a	n	a	∅	∅	∅	H	A	N	A	∅	∅	∅	1	7	4	7	∅	∅	∅	395	-	a	n	a	∅	∅	∅	_	A	N	A	∅	∅	∅	0	7	4	7	∅	∅	∅
1	0.2500	4	1.0000	252	396	m	∅	∅	∅	e	m	-	M	∅	∅	∅	E	M	_	4	∅	∅	∅	7	4	0																																													397	m	∅	∅	∅	e	m	-	M	∅	∅	∅	E	M	_	4	∅	∅	∅	7	4	0	398	m	∅	∅	∅	e	m	-	M	∅	∅	∅	E	M	_	4	∅	∅	∅	7	4	0																							399	m	∅	∅	∅	ë	b	n	M	∅	∅	∅	E	P	N	4	∅	∅	∅	7	1	4																																																																		
2	0.5000	3	0.7500	252	396	e	m	∅	∅	m	-	∅	E	M	∅	∅	M	_	∅	7	4	∅	∅	4	0	∅																																													397	e	m	∅	∅	m	-	∅	E	M	∅	∅	M	_	∅	7	4	∅	∅	4	0	∅	398	e	m	∅	∅	m	-	∅	E	M	∅	∅	M	_	∅	7	4	∅	∅	4	0	∅																							399	ë	m	∅	∅	b	n	∅	E	M	∅	∅	P	N	∅	7	4	∅	∅	1	4	∅																																																																		
3	0.7500	2	0.5000	252	396	m	e	m	∅	-	∅	∅	M	E	M	∅	_	∅	∅	4	7	4	∅	0	∅	∅																																													397	m	e	m	∅	-	∅	∅	M	E	M	∅	_	∅	∅	4	7	4	∅	0	∅	∅	398	m	e	m	∅	-	∅	∅	M	E	M	∅	_	∅	∅	4	7	4	∅	0	∅	∅																							399	b	ë	m	∅	n	∅	∅	P	E	M	∅	N	∅	∅	1	7	4	∅	4	∅	∅																																																																		
4	1.0000	1	0.2500	252	396	-	m	e	m	∅	∅	∅	_	M	E	M	∅	∅	∅	0	4	7	4	∅	∅	∅																																													397	-	m	e	m	∅	∅	∅	_	M	E	M	∅	∅	∅	0	4	7	4	∅	∅	∅	398	-	m	e	m	∅	∅	∅	_	M	E	M	∅	∅	∅	0	4	7	4	∅	∅	∅																							399	n	b	ë	m	∅	∅	∅	N	P	E	M	∅	∅	∅	4	1	7	4	∅	∅	∅																																																																		
1	0.1111	9	1.0000	253																																																																																																																																																																																	400	p	∅	∅	∅	a	k	a	P	∅	∅	∅	A	K	A	1	∅	∅	∅	7	1	7	401	p	∅	∅	∅	a	k	a	P	∅	∅	∅	A	K	A	1	∅	∅	∅	7	1	7
2	0.2222	8	0.8889	253																																																																																																																																																																																	400	a	p	∅	∅	k	a	ɲ	A	P	∅	∅	K	A	N	7	1	∅	∅	1	7	4	401	a	p	∅	∅	k	a	-	A	P	∅	∅	K	A	_	7	1	∅	∅	1	7	0
3	0.3333	7	0.7778	253																																																																																																																																																																																	400	k	a	p	∅	a	ɲ	i	K	A	P	∅	A	N	I	1	7	1	∅	7	4	7	401	k	a	p	∅	a	-	-	K	A	P	∅	A	_	_	1	7	1	∅	7	0	0
4	0.4444	6	0.6667	253																																																																																																																																																																																	400	a	k	a	p	ɲ	i	k	A	K	A	P	N	I	K	7	1	7	1	4	7	1	401	a	k	a	p	-	-	ʔ	A	K	A	P	_	_	H	7	1	7	1	0	0	1
5	0.5556	5	0.5556	253																																																																																																																																																																																	400	ɲ	a	k	a	i	k	o	N	A	K	A	I	K	U	4	7	1	7	7	1	7	401	-	a	k	a	-	ʔ	-	_	A	K	A	_	H	_	0	7	1	7	0	1	0
6	0.6667	4	0.4444	253																																																																																																																																																																																	400	i	ɲ	a	k	k	o	n	I	N	A	K	K	U	N	7	4	7	1	1	7	4	401	-	-	a	k	ʔ	-	-	_	_	A	K	H	_	_	0	0	7	1	1	0	0
7	0.7778	3	0.3333	253																																																																																																																																																																																	400	k	i	ɲ	a	o	n	∅	K	I	N	A	U	N	∅	1	7	4	7	7	4	∅	401	ʔ	-	-	a	-	-	∅	H	_	_	A	_	_	∅	1	0	0	7	0	0	∅
8	0.8889	2	0.2222	253																																																																																																																																																																																	400	o	k	i	ɲ	n	∅	∅	U	K	I	N	N	∅	∅	7	1	7	4	4	∅	∅	401	-	ʔ	-	-	-	∅	∅	_	H	_	_	_	∅	∅	0	1	0	0	0	∅	∅
9	1.0000	1	0.1111	253																																																																																																																																																																																	400	n	o	k	i	∅	∅	∅	N	U	K	I	∅	∅	∅	4	7	1	7	∅	∅	∅	401	-	-	ʔ	-	∅	∅	∅	_	_	H	_	∅	∅	∅	0	0	1	0	∅	∅	∅
1	0.2500	4	1.0000	254																							402	t	∅	∅	∅	e	m	ʔ	T	∅	∅	∅	E	M	H	1	∅	∅	∅	7	4	1																																																																																																															403	t	∅	∅	∅	y	m	-	T	∅	∅	∅	Y	M	_	1	∅	∅	∅	7	4	0																																												
2	0.5000	3	0.7500	254																							402	e	t	∅	∅	m	ʔ	∅	E	T	∅	∅	M	H	∅	7	1	∅	∅	4	1	∅																																																																																																															403	y	t	∅	∅	m	-	∅	Y	T	∅	∅	M	_	∅	7	1	∅	∅	4	0	∅																																												
3	0.7500	2	0.5000	254																							402	m	e	t	∅	ʔ	∅	∅	M	E	T	∅	H	∅	∅	4	7	1	∅	1	∅	∅																																																																																																															403	m	y	t	∅	-	∅	∅	M	Y	T	∅	_	∅	∅	4	7	1	∅	0	∅	∅																																												
4	1.0000	1	0.2500	254																							402	ʔ	m	e	t	∅	∅	∅	H	M	E	T	∅	∅	∅	1	4	7	1	∅	∅	∅																																																																																																															403	-	m	y	t	∅	∅	∅	_	M	Y	T	∅	∅	∅	0	4	7	1	∅	∅	∅																																												
1	0.1111	9	1.0000	255																																													404	t	∅	∅	∅	i	o	p	T	∅	∅	∅	I	U	P	1	∅	∅	∅	7	7	1																																													405	t	∅	∅	∅	u	-	p	T	∅	∅	∅	Y	_	P	1	∅	∅	∅	7	0	1																																																																																								
2	0.2222	8	0.8889	255																																													404	i	t	∅	∅	o	p	a	I	T	∅	∅	U	P	A	7	1	∅	∅	7	1	7																																													405	u	t	∅	∅	-	p	a	Y	T	∅	∅	_	P	A	7	1	∅	∅	0	1	7																																																																																								
3	0.3333	7	0.7778	255																																													404	o	i	t	∅	p	a	tʃ	U	I	T	∅	P	A	T	7	7	1	∅	1	7	1																																													405	-	u	t	∅	p	a	tʃ	_	Y	T	∅	P	A	T	0	7	1	∅	1	7	1																																																																																								
4	0.4444	6	0.6667	255																																													404	p	o	i	t	a	tʃ	e	P	U	I	T	A	T	E	1	7	7	1	7	1	7																																													405	p	-	u	t	a	tʃ	i	P	_	Y	T	A	T	I	1	0	7	1	7	1	7																																																																																								
5	0.5556	5	0.5556	255																																													404	a	p	o	i	tʃ	e	n	A	P	U	I	T	E	N	7	1	7	7	1	7	4																																													405	a	p	-	u	tʃ	i	n	A	P	_	Y	T	I	N	7	1	0	7	1	7	4																																																																																								
6	0.6667	4	0.4444	255																																													404	tʃ	a	p	o	e	n	e	T	A	P	U	E	N	E	1	7	1	7	7	4	7																																													405	tʃ	a	p	-	i	n	i	T	A	P	_	I	N	I	1	7	1	0	7	4	7																																																																																								
7	0.7778	3	0.3333	255																																													404	e	tʃ	a	p	n	e	∅	E	T	A	P	N	E	∅	7	1	7	1	4	7	∅																																													405	i	tʃ	a	p	n	i	∅	I	T	A	P	N	I	∅	7	1	7	1	4	7	∅																																																																																								
8	0.8889	2	0.2222	255																																													404	n	e	tʃ	a	e	∅	∅	N	E	T	A	E	∅	∅	4	7	1	7	7	∅	∅																																													405	n	i	tʃ	a	i	∅	∅	N	I	T	A	I	∅	∅	4	7	1	7	7	∅	∅																																																																																								
9	1.0000	1	0.1111	255																																													404	e	n	e	tʃ	∅	∅	∅	E	N	E	T	∅	∅	∅	7	4	7	1	∅	∅	∅																																													405	i	n	i	tʃ	∅	∅	∅	I	N	I	T	∅	∅	∅	7	4	7	1	∅	∅	∅																																																																																								
1	0.2000	5	1.0000	258																																													406	a	∅	∅	∅	tʃ	i	w	A	∅	∅	∅	T	I	W	7	∅	∅	∅	1	7	6																																													407	i	∅	∅	∅	t	u	w	I	∅	∅	∅	T	Y	W	7	∅	∅	∅	1	7	6																																																																																								
2	0.4000	4	0.8000	258																																													406	tʃ	a	∅	∅	i	w	i	T	A	∅	∅	I	W	I	1	7	∅	∅	7	6	7																																													407	t	i	∅	∅	u	w	i	T	I	∅	∅	Y	W	I	1	7	∅	∅	7	6	7																																																																																								
3	0.6000	3	0.6000	258																																													406	i	tʃ	a	∅	w	i	∅	I	T	A	∅	W	I	∅	7	1	7	∅	6	7	∅																																													407	u	t	i	∅	w	i	∅	Y	T	I	∅	W	I	∅	7	1	7	∅	6	7	∅																																																																																								
4	0.8000	2	0.4000	258																																													406	w	i	tʃ	a	i	∅	∅	W	I	T	A	I	∅	∅	6	7	1	7	7	∅	∅																																													407	w	u	t	i	i	∅	∅	W	Y	T	I	I	∅	∅	6	7	1	7	7	∅	∅																																																																																								
5	1.0000	1	0.2000	258																																													406	i	w	i	tʃ	∅	∅	∅	I	W	I	T	∅	∅	∅	7	6	7	1	∅	∅	∅																																													407	i	w	u	t	∅	∅	∅	I	W	Y	T	∅	∅	∅	7	6	7	1	∅	∅	∅																																																																																								
1	0.1667	6	1.0000	260																																													408	t	∅	∅	∅	i	h	o	T	∅	∅	∅	I	H	U	1	∅	∅	∅	7	3	7																																													409	t	∅	∅	∅	a	h	u	T	∅	∅	∅	A	H	Y	1	∅	∅	∅	7	3	7																																																																																								
2	0.3333	5	0.8333	260																																													408	i	t	∅	∅	h	o	t	I	T	∅	∅	H	U	T	7	1	∅	∅	3	7	1																																													409	a	t	∅	∅	h	u	t	A	T	∅	∅	H	Y	T	7	1	∅	∅	3	7	1																																																																																								
3	0.5000	4	0.6667	260																																													408	h	i	t	∅	o	t	i	H	I	T	∅	U	T	I	3	7	1	∅	7	1	7																																													409	h	a	t	∅	u	t	i	H	A	T	∅	Y	T	I	3	7	1	∅	7	1	7																																																																																								
4	0.6667	3	0.5000	260																																													408	o	h	i	t	t	i	∅	U	H	I	T	T	I	∅	7	3	7	1	1	7	∅																																													409	u	h	a	t	t	i	∅	Y	H	A	T	T	I	∅	7	3	7	1	1	7	∅																																																																																								
5	0.8333	2	0.3333	260																																													408	t	o	h	i	i	∅	∅	T	U	H	I	I	∅	∅	1	7	3	7	7	∅	∅																																													409	t	u	h	a	i	∅	∅	T	Y	H	A	I	∅	∅	1	7	3	7	7	∅	∅																																																																																								
6	1.0000	1	0.1667	260																																													408	i	t	o	h	∅	∅	∅	I	T	U	H	∅	∅	∅	7	1	7	3	∅	∅	∅																																													409	i	t	u	h	∅	∅	∅	I	T	Y	H	∅	∅	∅	7	1	7	3	∅	∅	∅																																																																																								
1	0.2000	5	1.0000	261																																																																																									410	m	∅	∅	∅	e	s	e	M	∅	∅	∅	E	S	E	4	∅	∅	∅	7	3	7																							411	m	∅	∅	∅	o	r	e	M	∅	∅	∅	U	R	E	4	∅	∅	∅	7	5	7																																													412	m	∅	∅	∅	i	tʃ	e	M	∅	∅	∅	I	T	E	4	∅	∅	∅	7	1	7
2	0.4000	4	0.8000	261																																																																																									410	e	m	∅	∅	s	e	m	E	M	∅	∅	S	E	M	7	4	∅	∅	3	7	4																							411	o	m	∅	∅	r	e	m	U	M	∅	∅	R	E	M	7	4	∅	∅	5	7	4																																													412	i	m	∅	∅	tʃ	e	m	I	M	∅	∅	T	E	M	7	4	∅	∅	1	7	4
3	0.6000	3	0.6000	261																																																																																									410	s	e	m	∅	e	m	∅	S	E	M	∅	E	M	∅	3	7	4	∅	7	4	∅																							411	r	o	m	∅	e	m	∅	R	U	M	∅	E	M	∅	5	7	4	∅	7	4	∅																																													412	tʃ	i	m	∅	e	m	∅	T	I	M	∅	E	M	∅	1	7	4	∅	7	4	∅
4	0.8000	2	0.4000	261																																																																																									410	e	s	e	m	m	∅	∅	E	S	E	M	M	∅	∅	7	3	7	4	4	∅	∅																							411	e	r	o	m	m	∅	∅	E	R	U	M	M	∅	∅	7	5	7	4	4	∅	∅																																													412	e	tʃ	i	m	m	∅	∅	E	T	I	M	M	∅	∅	7	1	7	4	4	∅	∅
5	1.0000	1	0.2000	261																																																																																									410	m	e	s	e	∅	∅	∅	M	E	S	E	∅	∅	∅	4	7	3	7	∅	∅	∅																							411	m	e	r	o	∅	∅	∅	M	E	R	U	∅	∅	∅	4	7	5	7	∅	∅	∅																																													412	m	e	tʃ	i	∅	∅	∅	M	E	T	I	∅	∅	∅	4	7	1	7	∅	∅	∅
1	0.1667	6	1.0000	263																							413	s	∅	∅	∅	a	g	a	S	∅	∅	∅	A	K	A	3	∅	∅	∅	7	1	7																																																																																																															414	s	∅	∅	∅	-	k	a	S	∅	∅	∅	_	K	A	3	∅	∅	∅	0	1	7																																												
2	0.3333	5	0.8333	263																							413	a	s	∅	∅	g	a	-	A	S	∅	∅	K	A	_	7	3	∅	∅	1	7	0																																																																																																															414	-	s	∅	∅	k	a	i	_	S	∅	∅	K	A	I	0	3	∅	∅	1	7	7																																												
3	0.5000	4	0.6667	263																							413	g	a	s	∅	a	-	j	K	A	S	∅	A	_	J	1	7	3	∅	7	0	6																																																																																																															414	k	-	s	∅	a	i	d	K	_	S	∅	A	I	T	1	0	3	∅	7	7	1																																												
4	0.6667	3	0.5000	263																							413	a	g	a	s	-	j	∅	A	K	A	S	_	J	∅	7	1	7	3	0	6	∅																																																																																																															414	a	k	-	s	i	d	∅	A	K	_	S	I	T	∅	7	1	0	3	7	1	∅																																												
5	0.8333	2	0.3333	263																							413	-	a	g	a	j	∅	∅	_	A	K	A	J	∅	∅	0	7	1	7	6	∅	∅																																																																																																															414	i	a	k	-	d	∅	∅	I	A	K	_	T	∅	∅	7	7	1	0	1	∅	∅																																												
6	1.0000	1	0.1667	263																							413	j	-	a	g	∅	∅	∅	J	_	A	K	∅	∅	∅	6	0	7	1	∅	∅	∅																																																																																																															414	d	i	a	k	∅	∅	∅	T	I	A	K	∅	∅	∅	1	7	7	1	∅	∅	∅																																												
1	0.1111	9	1.0000	264																																													415	j	∅	∅	∅	u	i	t	J	∅	∅	∅	Y	I	T	6	∅	∅	∅	7	7	1																																													416	w	∅	∅	∅	-	i	t	W	∅	∅	∅	_	I	T	6	∅	∅	∅	0	7	1																																																																																								
2	0.2222	8	0.8889	264																																													415	u	j	∅	∅	i	t	a	Y	J	∅	∅	I	T	A	7	6	∅	∅	7	1	7																																													416	-	w	∅	∅	i	t	a	_	W	∅	∅	I	T	A	0	6	∅	∅	7	1	7																																																																																								
3	0.3333	7	0.7778	264																																													415	i	u	j	∅	t	a	m	I	Y	J	∅	T	A	M	7	7	6	∅	1	7	4																																													416	i	-	w	∅	t	a	m	I	_	W	∅	T	A	M	7	0	6	∅	1	7	4																																																																																								
4	0.4444	6	0.6667	264																																													415	t	i	u	j	a	m	a	T	I	Y	J	A	M	A	1	7	7	6	7	4	7																																													416	t	i	-	w	a	m	-	T	I	_	W	A	M	_	1	7	0	6	7	4	0																																																																																								
5	0.5556	5	0.5556	264																																													415	a	t	i	u	m	a	k	A	T	I	Y	M	A	K	7	1	7	7	4	7	1																																													416	a	t	i	-	m	-	-	A	T	I	_	M	_	_	7	1	7	0	4	0	0																																																																																								
6	0.6667	4	0.4444	264																																													415	m	a	t	i	a	k	e	M	A	T	I	A	K	E	4	7	1	7	7	1	7																																													416	m	a	t	i	-	-	-	M	A	T	I	_	_	_	4	7	1	7	0	0	0																																																																																								
7	0.7778	3	0.3333	264																																													415	a	m	a	t	k	e	∅	A	M	A	T	K	E	∅	7	4	7	1	1	7	∅																																													416	-	m	a	t	-	-	∅	_	M	A	T	_	_	∅	0	4	7	1	0	0	∅																																																																																								
8	0.8889	2	0.2222	264																																													415	k	a	m	a	e	∅	∅	K	A	M	A	E	∅	∅	1	7	4	7	7	∅	∅																																													416	-	-	m	a	-	∅	∅	_	_	M	A	_	∅	∅	0	0	4	7	0	∅	∅																																																																																								
9	1.0000	1	0.1111	264																																													415	e	k	a	m	∅	∅	∅	E	K	A	M	∅	∅	∅	7	1	7	4	∅	∅	∅																																													416	-	-	-	m	∅	∅	∅	_	_	_	M	∅	∅	∅	0	0	0	4	∅	∅	∅																																																																																								
1	0.3333	3	1.0000	265	417	t	∅	∅	∅	o	m	∅	T	∅	∅	∅	U	M	∅	1	∅	∅	∅	7	4	∅																																													418	t	∅	∅	∅	o	m	∅	T	∅	∅	∅	U	M	∅	1	∅	∅	∅	7	4	∅	419	t	∅	∅	∅	o	m	∅	T	∅	∅	∅	U	M	∅	1	∅	∅	∅	7	4	∅																																																																																									420	t	∅	∅	∅	o	m	∅	T	∅	∅	∅	U	M	∅	1	∅	∅	∅	7	4	∅
2	0.6667	2	0.6667	265	417	o	t	∅	∅	m	∅	∅	U	T	∅	∅	M	∅	∅	7	1	∅	∅	4	∅	∅																																													418	o	t	∅	∅	m	∅	∅	U	T	∅	∅	M	∅	∅	7	1	∅	∅	4	∅	∅	419	o	t	∅	∅	m	∅	∅	U	T	∅	∅	M	∅	∅	7	1	∅	∅	4	∅	∅																																																																																									420	o	t	∅	∅	m	∅	∅	U	T	∅	∅	M	∅	∅	7	1	∅	∅	4	∅	∅
3	1.0000	1	0.3333	265	417	m	o	t	∅	∅	∅	∅	M	U	T	∅	∅	∅	∅	4	7	1	∅	∅	∅	∅																																													418	m	o	t	∅	∅	∅	∅	M	U	T	∅	∅	∅	∅	4	7	1	∅	∅	∅	∅	419	m	o	t	∅	∅	∅	∅	M	U	T	∅	∅	∅	∅	4	7	1	∅	∅	∅	∅																																																																																									420	m	o	t	∅	∅	∅	∅	M	U	T	∅	∅	∅	∅	4	7	1	∅	∅	∅	∅
1	0.2500	4	1.0000	267																							421	t	∅	∅	∅	o	-	a	T	∅	∅	∅	U	_	A	1	∅	∅	∅	7	0	7																																													422	t	∅	∅	∅	o	w	a	T	∅	∅	∅	U	W	A	1	∅	∅	∅	7	6	7	423	t	∅	∅	∅	u	w	a	T	∅	∅	∅	Y	W	A	1	∅	∅	∅	7	6	7	424	t	∅	∅	∅	o	-	a	T	∅	∅	∅	U	_	A	1	∅	∅	∅	7	0	7																							425	t	∅	∅	∅	o	w	a	T	∅	∅	∅	U	W	A	1	∅	∅	∅	7	6	7	426	t	∅	∅	∅	o	w	a	T	∅	∅	∅	U	W	A	1	∅	∅	∅	7	6	7
2	0.5000	3	0.7500	267																							421	o	t	∅	∅	-	a	∅	U	T	∅	∅	_	A	∅	7	1	∅	∅	0	7	∅																																													422	o	t	∅	∅	w	a	∅	U	T	∅	∅	W	A	∅	7	1	∅	∅	6	7	∅	423	u	t	∅	∅	w	a	∅	Y	T	∅	∅	W	A	∅	7	1	∅	∅	6	7	∅	424	o	t	∅	∅	-	a	∅	U	T	∅	∅	_	A	∅	7	1	∅	∅	0	7	∅																							425	o	t	∅	∅	w	a	∅	U	T	∅	∅	W	A	∅	7	1	∅	∅	6	7	∅	426	o	t	∅	∅	w	a	∅	U	T	∅	∅	W	A	∅	7	1	∅	∅	6	7	∅
3	0.7500	2	0.5000	267																							421	-	o	t	∅	a	∅	∅	_	U	T	∅	A	∅	∅	0	7	1	∅	7	∅	∅																																													422	w	o	t	∅	a	∅	∅	W	U	T	∅	A	∅	∅	6	7	1	∅	7	∅	∅	423	w	u	t	∅	a	∅	∅	W	Y	T	∅	A	∅	∅	6	7	1	∅	7	∅	∅	424	-	o	t	∅	a	∅	∅	_	U	T	∅	A	∅	∅	0	7	1	∅	7	∅	∅																							425	w	o	t	∅	a	∅	∅	W	U	T	∅	A	∅	∅	6	7	1	∅	7	∅	∅	426	w	o	t	∅	a	∅	∅	W	U	T	∅	A	∅	∅	6	7	1	∅	7	∅	∅
4	1.0000	1	0.2500	267																							421	a	-	o	t	∅	∅	∅	A	_	U	T	∅	∅	∅	7	0	7	1	∅	∅	∅																																													422	a	w	o	t	∅	∅	∅	A	W	U	T	∅	∅	∅	7	6	7	1	∅	∅	∅	423	a	w	u	t	∅	∅	∅	A	W	Y	T	∅	∅	∅	7	6	7	1	∅	∅	∅	424	a	-	o	t	∅	∅	∅	A	_	U	T	∅	∅	∅	7	0	7	1	∅	∅	∅																							425	a	w	o	t	∅	∅	∅	A	W	U	T	∅	∅	∅	7	6	7	1	∅	∅	∅	426	a	w	o	t	∅	∅	∅	A	W	U	T	∅	∅	∅	7	6	7	1	∅	∅	∅
1	0.1429	7	1.0000	269	427	t	∅	∅	∅	i	-	-	T	∅	∅	∅	I	_	_	1	∅	∅	∅	7	0	0																																													428	t	∅	∅	∅	i	j	i	T	∅	∅	∅	I	J	I	1	∅	∅	∅	7	6	7																																													429	-	∅	∅	∅	a	n	a	_	∅	∅	∅	A	N	A	0	∅	∅	∅	7	4	7																																																																		
2	0.2857	6	0.8571	269	427	i	t	∅	∅	-	-	p	I	T	∅	∅	_	_	P	7	1	∅	∅	0	0	1																																													428	i	t	∅	∅	j	i	p	I	T	∅	∅	J	I	P	7	1	∅	∅	6	7	1																																													429	a	-	∅	∅	n	a	p	A	_	∅	∅	N	A	P	7	0	∅	∅	4	7	1																																																																		
3	0.4286	5	0.7143	269	427	-	i	t	∅	-	p	a	_	I	T	∅	_	P	A	0	7	1	∅	0	1	7																																													428	j	i	t	∅	i	p	a	J	I	T	∅	I	P	A	6	7	1	∅	7	1	7																																													429	n	a	-	∅	a	p	a	N	A	_	∅	A	P	A	4	7	0	∅	7	1	7																																																																		
