index	index_p	rindex	rindex_p	cogid	id_cojubim	segment_cojubim	segment_cojubim_L1	segment_cojubim_L2	segment_cojubim_L3	segment_cojubim_R1	segment_cojubim_R2	segment_cojubim_R3	SC_cojubim	SC_cojubim_L1	SC_cojubim_L2	SC_cojubim_L3	SC_cojubim_R1	SC_cojubim_R2	SC_cojubim_R3	PROSODY_cojubim	PROSODY_cojubim_L1	PROSODY_cojubim_L2	PROSODY_cojubim_L3	PROSODY_cojubim_R1	PROSODY_cojubim_R2	PROSODY_cojubim_R3	id_jaru	segment_jaru	segment_jaru_L1	segment_jaru_L2	segment_jaru_L3	segment_jaru_R1	segment_jaru_R2	segment_jaru_R3	SC_jaru	SC_jaru_L1	SC_jaru_L2	SC_jaru_L3	SC_jaru_R1	SC_jaru_R2	SC_jaru_R3	PROSODY_jaru	PROSODY_jaru_L1	PROSODY_jaru_L2	PROSODY_jaru_L3	PROSODY_jaru_R1	PROSODY_jaru_R2	PROSODY_jaru_R3	id_kitemoka	segment_kitemoka	segment_kitemoka_L1	segment_kitemoka_L2	segment_kitemoka_L3	segment_kitemoka_R1	segment_kitemoka_R2	segment_kitemoka_R3	SC_kitemoka	SC_kitemoka_L1	SC_kitemoka_L2	SC_kitemoka_L3	SC_kitemoka_R1	SC_kitemoka_R2	SC_kitemoka_R3	PROSODY_kitemoka	PROSODY_kitemoka_L1	PROSODY_kitemoka_L2	PROSODY_kitemoka_L3	PROSODY_kitemoka_R1	PROSODY_kitemoka_R2	PROSODY_kitemoka_R3	id_more	segment_more	segment_more_L1	segment_more_L2	segment_more_L3	segment_more_R1	segment_more_R2	segment_more_R3	SC_more	SC_more_L1	SC_more_L2	SC_more_L3	SC_more_R1	SC_more_R2	SC_more_R3	PROSODY_more	PROSODY_more_L1	PROSODY_more_L2	PROSODY_more_L3	PROSODY_more_R1	PROSODY_more_R2	PROSODY_more_R3	id_orowin	segment_orowin	segment_orowin_L1	segment_orowin_L2	segment_orowin_L3	segment_orowin_R1	segment_orowin_R2	segment_orowin_R3	SC_orowin	SC_orowin_L1	SC_orowin_L2	SC_orowin_L3	SC_orowin_R1	SC_orowin_R2	SC_orowin_R3	PROSODY_orowin	PROSODY_orowin_L1	PROSODY_orowin_L2	PROSODY_orowin_L3	PROSODY_orowin_R1	PROSODY_orowin_R2	PROSODY_orowin_R3	id_tapakura	segment_tapakura	segment_tapakura_L1	segment_tapakura_L2	segment_tapakura_L3	segment_tapakura_R1	segment_tapakura_R2	segment_tapakura_R3	SC_tapakura	SC_tapakura_L1	SC_tapakura_L2	SC_tapakura_L3	SC_tapakura_R1	SC_tapakura_R2	SC_tapakura_R3	PROSODY_tapakura	PROSODY_tapakura_L1	PROSODY_tapakura_L2	PROSODY_tapakura_L3	PROSODY_tapakura_R1	PROSODY_tapakura_R2	PROSODY_tapakura_R3	id_tora	segment_tora	segment_tora_L1	segment_tora_L2	segment_tora_L3	segment_tora_R1	segment_tora_R2	segment_tora_R3	SC_tora	SC_tora_L1	SC_tora_L2	SC_tora_L3	SC_tora_R1	SC_tora_R2	SC_tora_R3	PROSODY_tora	PROSODY_tora_L1	PROSODY_tora_L2	PROSODY_tora_L3	PROSODY_tora_R1	PROSODY_tora_R2	PROSODY_tora_R3	id_urupa	segment_urupa	segment_urupa_L1	segment_urupa_L2	segment_urupa_L3	segment_urupa_R1	segment_urupa_R2	segment_urupa_R3	SC_urupa	SC_urupa_L1	SC_urupa_L2	SC_urupa_L3	SC_urupa_R1	SC_urupa_R2	SC_urupa_R3	PROSODY_urupa	PROSODY_urupa_L1	PROSODY_urupa_L2	PROSODY_urupa_L3	PROSODY_urupa_R1	PROSODY_urupa_R2	PROSODY_urupa_R3	id_wanyam	segment_wanyam	segment_wanyam_L1	segment_wanyam_L2	segment_wanyam_L3	segment_wanyam_R1	segment_wanyam_R2	segment_wanyam_R3	SC_wanyam	SC_wanyam_L1	SC_wanyam_L2	SC_wanyam_L3	SC_wanyam_R1	SC_wanyam_R2	SC_wanyam_R3	PROSODY_wanyam	PROSODY_wanyam_L1	PROSODY_wanyam_L2	PROSODY_wanyam_L3	PROSODY_wanyam_R1	PROSODY_wanyam_R2	PROSODY_wanyam_R3	id_wari	segment_wari	segment_wari_L1	segment_wari_L2	segment_wari_L3	segment_wari_R1	segment_wari_R2	segment_wari_R3	SC_wari	SC_wari_L1	SC_wari_L2	SC_wari_L3	SC_wari_R1	SC_wari_R2	SC_wari_R3	PROSODY_wari	PROSODY_wari_L1	PROSODY_wari_L2	PROSODY_wari_L3	PROSODY_wari_R1	PROSODY_wari_R2	PROSODY_wari_R3
7	0.7778	3	0.3333	227	585	-	t	i	-	o	ʔ	∅	_	T	I	_	U	H	∅	0	1	7	0	7	1	∅																							586	i	t	i	u	o	-	∅	I	T	I	Y	U	_	∅	7	1	7	7	7	0	∅	587	-	t	i	w	o	-	∅	_	T	I	W	U	_	∅	0	1	7	6	7	0	∅																							588	-	t	i	u	o	-	∅	_	T	I	Y	U	_	∅	0	1	7	7	7	0	∅	589	-	t	i	-	o	-	∅	_	T	I	_	U	_	∅	0	1	7	0	7	0	∅																							590	-	r	i	-	u	-	∅	_	R	I	_	Y	_	∅	0	5	7	0	7	0	∅																						
8	0.8889	2	0.2222	227	585	o	-	t	i	ʔ	∅	∅	U	_	T	I	H	∅	∅	7	0	1	7	1	∅	∅																							586	o	i	t	i	-	∅	∅	U	I	T	I	_	∅	∅	7	7	1	7	0	∅	∅	587	o	-	t	i	-	∅	∅	U	_	T	I	_	∅	∅	7	0	1	7	0	∅	∅																							588	o	-	t	i	-	∅	∅	U	_	T	I	_	∅	∅	7	0	1	7	0	∅	∅	589	o	-	t	i	-	∅	∅	U	_	T	I	_	∅	∅	7	0	1	7	0	∅	∅																							590	u	-	r	i	-	∅	∅	Y	_	R	I	_	∅	∅	7	0	5	7	0	∅	∅																						
9	1.0000	1	0.1111	227	585	ʔ	o	-	t	∅	∅	∅	H	U	_	T	∅	∅	∅	1	7	0	1	∅	∅	∅																							586	-	o	i	t	∅	∅	∅	_	U	I	T	∅	∅	∅	0	7	7	1	∅	∅	∅	587	-	o	-	t	∅	∅	∅	_	U	_	T	∅	∅	∅	0	7	0	1	∅	∅	∅																							588	-	o	-	t	∅	∅	∅	_	U	_	T	∅	∅	∅	0	7	0	1	∅	∅	∅	589	-	o	-	t	∅	∅	∅	_	U	_	T	∅	∅	∅	0	7	0	1	∅	∅	∅																							590	-	u	-	r	∅	∅	∅	_	Y	_	R	∅	∅	∅	0	7	0	5	∅	∅	∅																						
1	0.2000	5	1.0000	229																							591	k	∅	∅	∅	o	m	e	K	∅	∅	∅	U	M	E	1	∅	∅	∅	7	4	7																																																																																																															592	k	∅	∅	∅	u	m	e	K	∅	∅	∅	Y	M	E	1	∅	∅	∅	7	4	7																																												
2	0.4000	4	0.8000	229																							591	o	k	∅	∅	m	e	m	U	K	∅	∅	M	E	M	7	1	∅	∅	4	7	4																																																																																																															592	u	k	∅	∅	m	e	n	Y	K	∅	∅	M	E	N	7	1	∅	∅	4	7	4																																												
3	0.6000	3	0.6000	229																							591	m	o	k	∅	e	m	∅	M	U	K	∅	E	M	∅	4	7	1	∅	7	4	∅																																																																																																															592	m	u	k	∅	e	n	∅	M	Y	K	∅	E	N	∅	4	7	1	∅	7	4	∅																																												
4	0.8000	2	0.4000	229																							591	e	m	o	k	m	∅	∅	E	M	U	K	M	∅	∅	7	4	7	1	4	∅	∅																																																																																																															592	e	m	u	k	n	∅	∅	E	M	Y	K	N	∅	∅	7	4	7	1	4	∅	∅																																												
5	1.0000	1	0.2000	229																							591	m	e	m	o	∅	∅	∅	M	E	M	U	∅	∅	∅	4	7	4	7	∅	∅	∅																																																																																																															592	n	e	m	u	∅	∅	∅	N	E	M	Y	∅	∅	∅	4	7	4	7	∅	∅	∅																																												
1	0.1429	7	1.0000	231	593	p	∅	∅	∅	a	n	a	P	∅	∅	∅	A	N	A	1	∅	∅	∅	7	4	7	594	p	∅	∅	∅	a	n	a	P	∅	∅	∅	A	N	A	1	∅	∅	∅	7	4	7	595	p	∅	∅	∅	-	n	a	P	∅	∅	∅	_	N	A	1	∅	∅	∅	0	4	7	596	p	∅	∅	∅	a	n	a	P	∅	∅	∅	A	N	A	1	∅	∅	∅	7	4	7																							597	p	∅	∅	∅	a	n	a	P	∅	∅	∅	A	N	A	1	∅	∅	∅	7	4	7	598	p	∅	∅	∅	a	n	a	P	∅	∅	∅	A	N	A	1	∅	∅	∅	7	4	7	599	p	∅	∅	∅	a	n	a	P	∅	∅	∅	A	N	A	1	∅	∅	∅	7	4	7	600	p	∅	∅	∅	a	n	a	P	∅	∅	∅	A	N	A	1	∅	∅	∅	7	4	7	601	p	∅	∅	∅	a	n	a	P	∅	∅	∅	A	N	A	1	∅	∅	∅	7	4	7
2	0.2857	6	0.8571	231	593	a	p	∅	∅	n	a	w	A	P	∅	∅	N	A	W	7	1	∅	∅	4	7	6	594	a	p	∅	∅	n	a	-	A	P	∅	∅	N	A	_	7	1	∅	∅	4	7	0	595	-	p	∅	∅	n	a	t	_	P	∅	∅	N	A	T	0	1	∅	∅	4	7	1	596	a	p	∅	∅	n	a	w	A	P	∅	∅	N	A	W	7	1	∅	∅	4	7	6																							597	a	p	∅	∅	n	a	t	A	P	∅	∅	N	A	T	7	1	∅	∅	4	7	1	598	a	p	∅	∅	n	a	-	A	P	∅	∅	N	A	_	7	1	∅	∅	4	7	0	599	a	p	∅	∅	n	a	-	A	P	∅	∅	N	A	_	7	1	∅	∅	4	7	0	600	a	p	∅	∅	n	a	w	A	P	∅	∅	N	A	W	7	1	∅	∅	4	7	6	601	a	p	∅	∅	n	a	w	A	P	∅	∅	N	A	W	7	1	∅	∅	4	7	6
3	0.4286	5	0.7143	231	593	n	a	p	∅	a	w	o	N	A	P	∅	A	W	U	4	7	1	∅	7	6	7	594	n	a	p	∅	a	-	u	N	A	P	∅	A	_	Y	4	7	1	∅	7	0	7	595	n	-	p	∅	a	t	o	N	_	P	∅	A	T	U	4	0	1	∅	7	1	7	596	n	a	p	∅	a	w	o	N	A	P	∅	A	W	U	4	7	1	∅	7	6	7																							597	n	a	p	∅	a	t	o	N	A	P	∅	A	T	U	4	7	1	∅	7	1	7	598	n	a	p	∅	a	-	o	N	A	P	∅	A	_	U	4	7	1	∅	7	0	7	599	n	a	p	∅	a	-	o	N	A	P	∅	A	_	U	4	7	1	∅	7	0	7	600	n	a	p	∅	a	w	o	N	A	P	∅	A	W	U	4	7	1	∅	7	6	7	601	n	a	p	∅	a	w	o	N	A	P	∅	A	W	U	4	7	1	∅	7	6	7
4	0.5714	4	0.5714	231	593	a	n	a	p	w	o	ʔ	A	N	A	P	W	U	H	7	4	7	1	6	7	1	594	a	n	a	p	-	u	-	A	N	A	P	_	Y	_	7	4	7	1	0	7	0	595	a	n	-	p	t	o	-	A	N	_	P	T	U	_	7	4	0	1	1	7	0	596	a	n	a	p	w	o	ʔ	A	N	A	P	W	U	H	7	4	7	1	6	7	1																							597	a	n	a	p	t	o	-	A	N	A	P	T	U	_	7	4	7	1	1	7	0	598	a	n	a	p	-	o	-	A	N	A	P	_	U	_	7	4	7	1	0	7	0	599	a	n	a	p	-	o	ʔ	A	N	A	P	_	U	H	7	4	7	1	0	7	1	600	a	n	a	p	w	o	ʔ	A	N	A	P	W	U	H	7	4	7	1	6	7	1	601	a	n	a	p	w	o	ʔ	A	N	A	P	W	U	H	7	4	7	1	6	7	1
5	0.7143	3	0.4286	231	593	w	a	n	a	o	ʔ	∅	W	A	N	A	U	H	∅	6	7	4	7	7	1	∅	594	-	a	n	a	u	-	∅	_	A	N	A	Y	_	∅	0	7	4	7	7	0	∅	595	t	a	n	-	o	-	∅	T	A	N	_	U	_	∅	1	7	4	0	7	0	∅	596	w	a	n	a	o	ʔ	∅	W	A	N	A	U	H	∅	6	7	4	7	7	1	∅																							597	t	a	n	a	o	-	∅	T	A	N	A	U	_	∅	1	7	4	7	7	0	∅	598	-	a	n	a	o	-	∅	_	A	N	A	U	_	∅	0	7	4	7	7	0	∅	599	-	a	n	a	o	ʔ	∅	_	A	N	A	U	H	∅	0	7	4	7	7	1	∅	600	w	a	n	a	o	ʔ	∅	W	A	N	A	U	H	∅	6	7	4	7	7	1	∅	601	w	a	n	a	o	ʔ	∅	W	A	N	A	U	H	∅	6	7	4	7	7	1	∅
6	0.8571	2	0.2857	231	593	o	w	a	n	ʔ	∅	∅	U	W	A	N	H	∅	∅	7	6	7	4	1	∅	∅	594	u	-	a	n	-	∅	∅	Y	_	A	N	_	∅	∅	7	0	7	4	0	∅	∅	595	o	t	a	n	-	∅	∅	U	T	A	N	_	∅	∅	7	1	7	4	0	∅	∅	596	o	w	a	n	ʔ	∅	∅	U	W	A	N	H	∅	∅	7	6	7	4	1	∅	∅																							597	o	t	a	n	-	∅	∅	U	T	A	N	_	∅	∅	7	1	7	4	0	∅	∅	598	o	-	a	n	-	∅	∅	U	_	A	N	_	∅	∅	7	0	7	4	0	∅	∅	599	o	-	a	n	ʔ	∅	∅	U	_	A	N	H	∅	∅	7	0	7	4	1	∅	∅	600	o	w	a	n	ʔ	∅	∅	U	W	A	N	H	∅	∅	7	6	7	4	1	∅	∅	601	o	w	a	n	ʔ	∅	∅	U	W	A	N	H	∅	∅	7	6	7	4	1	∅	∅
7	1.0000	1	0.1429	231	593	ʔ	o	w	a	∅	∅	∅	H	U	W	A	∅	∅	∅	1	7	6	7	∅	∅	∅	594	-	u	-	a	∅	∅	∅	_	Y	_	A	∅	∅	∅	0	7	0	7	∅	∅	∅	595	-	o	t	a	∅	∅	∅	_	U	T	A	∅	∅	∅	0	7	1	7	∅	∅	∅	596	ʔ	o	w	a	∅	∅	∅	H	U	W	A	∅	∅	∅	1	7	6	7	∅	∅	∅																							597	-	o	t	a	∅	∅	∅	_	U	T	A	∅	∅	∅	0	7	1	7	∅	∅	∅	598	-	o	-	a	∅	∅	∅	_	U	_	A	∅	∅	∅	0	7	0	7	∅	∅	∅	599	ʔ	o	-	a	∅	∅	∅	H	U	_	A	∅	∅	∅	1	7	0	7	∅	∅	∅	600	ʔ	o	w	a	∅	∅	∅	H	U	W	A	∅	∅	∅	1	7	6	7	∅	∅	∅	601	ʔ	o	w	a	∅	∅	∅	H	U	W	A	∅	∅	∅	1	7	6	7	∅	∅	∅
1	0.1111	9	1.0000	232	602	-	∅	∅	∅	-	p	i	_	∅	∅	∅	_	P	I	0	∅	∅	∅	0	1	7	603	-	∅	∅	∅	u	p	i	_	∅	∅	∅	Y	P	I	0	∅	∅	∅	7	1	7	604	-	∅	∅	∅	-	p	i	_	∅	∅	∅	_	P	I	0	∅	∅	∅	0	1	7	605	p	∅	∅	∅	i	p	i	P	∅	∅	∅	I	P	I	1	∅	∅	∅	7	1	7																							606	w	∅	∅	∅	i	p	i	W	∅	∅	∅	I	P	I	6	∅	∅	∅	7	1	7	607	p	∅	∅	∅	i	p	i	P	∅	∅	∅	I	P	I	1	∅	∅	∅	7	1	7	608	-	∅	∅	∅	u	p	i	_	∅	∅	∅	Y	P	I	0	∅	∅	∅	7	1	7	609	-	∅	∅	∅	u	p	i	_	∅	∅	∅	Y	P	I	0	∅	∅	∅	7	1	7	610	-	∅	∅	∅	-	p	i	_	∅	∅	∅	_	P	I	0	∅	∅	∅	0	1	7
2	0.2222	8	0.8889	232	602	-	-	∅	∅	p	i	-	_	_	∅	∅	P	I	_	0	0	∅	∅	1	7	0	603	u	-	∅	∅	p	i	-	Y	_	∅	∅	P	I	_	7	0	∅	∅	1	7	0	604	-	-	∅	∅	p	i	l	_	_	∅	∅	P	I	L	0	0	∅	∅	1	7	5	605	i	p	∅	∅	p	i	-	I	P	∅	∅	P	I	_	7	1	∅	∅	1	7	0																							606	i	w	∅	∅	p	i	-	I	W	∅	∅	P	I	_	7	6	∅	∅	1	7	0	607	i	p	∅	∅	p	i	-	I	P	∅	∅	P	I	_	7	1	∅	∅	1	7	0	608	u	-	∅	∅	p	i	-	Y	_	∅	∅	P	I	_	7	0	∅	∅	1	7	0	609	u	-	∅	∅	p	i	-	Y	_	∅	∅	P	I	_	7	0	∅	∅	1	7	0	610	-	-	∅	∅	p	i	-	_	_	∅	∅	P	I	_	0	0	∅	∅	1	7	0
3	0.3333	7	0.7778	232	602	p	-	-	∅	i	-	-	P	_	_	∅	I	_	_	1	0	0	∅	7	0	0	603	p	u	-	∅	i	-	-	P	Y	_	∅	I	_	_	1	7	0	∅	7	0	0	604	p	-	-	∅	i	l	ʔ	P	_	_	∅	I	L	H	1	0	0	∅	7	5	1	605	p	i	p	∅	i	-	j	P	I	P	∅	I	_	J	1	7	1	∅	7	0	6																							606	p	i	w	∅	i	-	j	P	I	W	∅	I	_	J	1	7	6	∅	7	0	6	607	p	i	p	∅	i	-	j	P	I	P	∅	I	_	J	1	7	1	∅	7	0	6	608	p	u	-	∅	i	-	j	P	Y	_	∅	I	_	J	1	7	0	∅	7	0	6	609	p	u	-	∅	i	-	j	P	Y	_	∅	I	_	J	1	7	0	∅	7	0	6	610	p	-	-	∅	i	-	j	P	_	_	∅	I	_	J	1	0	0	∅	7	0	6
4	0.4444	6	0.6667	232	602	i	p	-	-	-	-	-	I	P	_	_	_	_	_	7	1	0	0	0	0	0	603	i	p	u	-	-	-	u	I	P	Y	_	_	_	Y	7	1	7	0	0	0	7	604	i	p	-	-	l	ʔ	a	I	P	_	_	L	H	A	7	1	0	0	5	1	7	605	i	p	i	p	-	j	o	I	P	I	P	_	J	U	7	1	7	1	0	6	7																							606	i	p	i	w	-	j	a	I	P	I	W	_	J	A	7	1	7	6	0	6	7	607	i	p	i	p	-	j	o	I	P	I	P	_	J	U	7	1	7	1	0	6	7	608	i	p	u	-	-	j	o	I	P	Y	_	_	J	U	7	1	7	0	0	6	7	609	i	p	u	-	-	j	u	I	P	Y	_	_	J	Y	7	1	7	0	0	6	7	610	i	p	-	-	-	j	o	I	P	_	_	_	J	U	7	1	0	0	0	6	7
5	0.5556	5	0.5556	232	602	-	i	p	-	-	-	-	_	I	P	_	_	_	_	0	7	1	0	0	0	0	603	-	i	p	u	-	u	-	_	I	P	Y	_	Y	_	0	7	1	7	0	7	0	604	l	i	p	-	ʔ	a	h	L	I	P	_	H	A	H	5	7	1	0	1	7	3	605	-	i	p	i	j	o	-	_	I	P	I	J	U	_	0	7	1	7	6	7	0																							606	-	i	p	i	j	a	-	_	I	P	I	J	A	_	0	7	1	7	6	7	0	607	-	i	p	i	j	o	-	_	I	P	I	J	U	_	0	7	1	7	6	7	0	608	-	i	p	u	j	o	-	_	I	P	Y	J	U	_	0	7	1	7	6	7	0	609	-	i	p	u	j	u	ʔ	_	I	P	Y	J	Y	H	0	7	1	7	6	7	1	610	-	i	p	-	j	o	ʔ	_	I	P	_	J	U	H	0	7	1	0	6	7	1
6	0.6667	4	0.4444	232	602	-	-	i	p	-	-	-	_	_	I	P	_	_	_	0	0	7	1	0	0	0	603	-	-	i	p	u	-	-	_	_	I	P	Y	_	_	0	0	7	1	7	0	0	604	ʔ	l	i	p	a	h	u	H	L	I	P	A	H	Y	1	5	7	1	7	3	7	605	j	-	i	p	o	-	-	J	_	I	P	U	_	_	6	0	7	1	7	0	0																							606	j	-	i	p	a	-	o	J	_	I	P	A	_	U	6	0	7	1	7	0	7	607	j	-	i	p	o	-	-	J	_	I	P	U	_	_	6	0	7	1	7	0	0	608	j	-	i	p	o	-	-	J	_	I	P	U	_	_	6	0	7	1	7	0	0	609	j	-	i	p	u	ʔ	-	J	_	I	P	Y	H	_	6	0	7	1	7	1	0	610	j	-	i	p	o	ʔ	-	J	_	I	P	U	H	_	6	0	7	1	7	1	0
7	0.7778	3	0.3333	232	602	-	-	-	i	-	-	∅	_	_	_	I	_	_	∅	0	0	0	7	0	0	∅	603	u	-	-	i	-	-	∅	Y	_	_	I	_	_	∅	7	0	0	7	0	0	∅	604	a	ʔ	l	i	h	u	∅	A	H	L	I	H	Y	∅	7	1	5	7	3	7	∅	605	o	j	-	i	-	-	∅	U	J	_	I	_	_	∅	7	6	0	7	0	0	∅																							606	a	j	-	i	-	o	∅	A	J	_	I	_	U	∅	7	6	0	7	0	7	∅	607	o	j	-	i	-	-	∅	U	J	_	I	_	_	∅	7	6	0	7	0	0	∅	608	o	j	-	i	-	-	∅	U	J	_	I	_	_	∅	7	6	0	7	0	0	∅	609	u	j	-	i	ʔ	-	∅	Y	J	_	I	H	_	∅	7	6	0	7	1	0	∅	610	o	j	-	i	ʔ	-	∅	U	J	_	I	H	_	∅	7	6	0	7	1	0	∅
8	0.8889	2	0.2222	232	602	-	-	-	-	-	∅	∅	_	_	_	_	_	∅	∅	0	0	0	0	0	∅	∅	603	-	u	-	-	-	∅	∅	_	Y	_	_	_	∅	∅	0	7	0	0	0	∅	∅	604	h	a	ʔ	l	u	∅	∅	H	A	H	L	Y	∅	∅	3	7	1	5	7	∅	∅	605	-	o	j	-	-	∅	∅	_	U	J	_	_	∅	∅	0	7	6	0	0	∅	∅																							606	-	a	j	-	o	∅	∅	_	A	J	_	U	∅	∅	0	7	6	0	7	∅	∅	607	-	o	j	-	-	∅	∅	_	U	J	_	_	∅	∅	0	7	6	0	0	∅	∅	608	-	o	j	-	-	∅	∅	_	U	J	_	_	∅	∅	0	7	6	0	0	∅	∅	609	ʔ	u	j	-	-	∅	∅	H	Y	J	_	_	∅	∅	1	7	6	0	0	∅	∅	610	ʔ	o	j	-	-	∅	∅	H	U	J	_	_	∅	∅	1	7	6	0	0	∅	∅
9	1.0000	1	0.1111	232	602	-	-	-	-	∅	∅	∅	_	_	_	_	∅	∅	∅	0	0	0	0	∅	∅	∅	603	-	-	u	-	∅	∅	∅	_	_	Y	_	∅	∅	∅	0	0	7	0	∅	∅	∅	604	u	h	a	ʔ	∅	∅	∅	Y	H	A	H	∅	∅	∅	7	3	7	1	∅	∅	∅	605	-	-	o	j	∅	∅	∅	_	_	U	J	∅	∅	∅	0	0	7	6	∅	∅	∅																							606	o	-	a	j	∅	∅	∅	U	_	A	J	∅	∅	∅	7	0	7	6	∅	∅	∅	607	-	-	o	j	∅	∅	∅	_	_	U	J	∅	∅	∅	0	0	7	6	∅	∅	∅	608	-	-	o	j	∅	∅	∅	_	_	U	J	∅	∅	∅	0	0	7	6	∅	∅	∅	609	-	ʔ	u	j	∅	∅	∅	_	H	Y	J	∅	∅	∅	0	1	7	6	∅	∅	∅	610	-	ʔ	o	j	∅	∅	∅	_	H	U	J	∅	∅	∅	0	1	7	6	∅	∅	∅
1	0.2000	5	1.0000	235																							611	s	∅	∅	∅	o	-	i	S	∅	∅	∅	U	_	I	3	∅	∅	∅	7	0	7																							612	tʃ	∅	∅	∅	u	w	e	T	∅	∅	∅	Y	W	E	1	∅	∅	∅	7	6	7	613	s	∅	∅	∅	o	w	i	S	∅	∅	∅	U	W	I	3	∅	∅	∅	7	6	7																																													614	s	∅	∅	∅	u	-	i	S	∅	∅	∅	Y	_	I	3	∅	∅	∅	7	0	7	615	ʃ	∅	∅	∅	u	w	i	S	∅	∅	∅	Y	W	I	3	∅	∅	∅	7	6	7	616	tʃ	∅	∅	∅	o	w	i	T	∅	∅	∅	U	W	I	1	∅	∅	∅	7	6	7
2	0.4000	4	0.8000	235																							611	o	s	∅	∅	-	i	-	U	S	∅	∅	_	I	_	7	3	∅	∅	0	7	0																							612	u	tʃ	∅	∅	w	e	-	Y	T	∅	∅	W	E	_	7	1	∅	∅	6	7	0	613	o	s	∅	∅	w	i	ʔ	U	S	∅	∅	W	I	H	7	3	∅	∅	6	7	1																																													614	u	s	∅	∅	-	i	-	Y	S	∅	∅	_	I	_	7	3	∅	∅	0	7	0	615	u	ʃ	∅	∅	w	i	ʔ	Y	S	∅	∅	W	I	H	7	3	∅	∅	6	7	1	616	o	tʃ	∅	∅	w	i	ʔ	U	T	∅	∅	W	I	H	7	1	∅	∅	6	7	1
3	0.6000	3	0.6000	235																							611	-	o	s	∅	i	-	∅	_	U	S	∅	I	_	∅	0	7	3	∅	7	0	∅																							612	w	u	tʃ	∅	e	-	∅	W	Y	T	∅	E	_	∅	6	7	1	∅	7	0	∅	613	w	o	s	∅	i	ʔ	∅	W	U	S	∅	I	H	∅	6	7	3	∅	7	1	∅																																													614	-	u	s	∅	i	-	∅	_	Y	S	∅	I	_	∅	0	7	3	∅	7	0	∅	615	w	u	ʃ	∅	i	ʔ	∅	W	Y	S	∅	I	H	∅	6	7	3	∅	7	1	∅	616	w	o	tʃ	∅	i	ʔ	∅	W	U	T	∅	I	H	∅	6	7	1	∅	7	1	∅
4	0.8000	2	0.4000	235																							611	i	-	o	s	-	∅	∅	I	_	U	S	_	∅	∅	7	0	7	3	0	∅	∅																							612	e	w	u	tʃ	-	∅	∅	E	W	Y	T	_	∅	∅	7	6	7	1	0	∅	∅	613	i	w	o	s	ʔ	∅	∅	I	W	U	S	H	∅	∅	7	6	7	3	1	∅	∅																																													614	i	-	u	s	-	∅	∅	I	_	Y	S	_	∅	∅	7	0	7	3	0	∅	∅	615	i	w	u	ʃ	ʔ	∅	∅	I	W	Y	S	H	∅	∅	7	6	7	3	1	∅	∅	616	i	w	o	tʃ	ʔ	∅	∅	I	W	U	T	H	∅	∅	7	6	7	1	1	∅	∅
5	1.0000	1	0.2000	235																							611	-	i	-	o	∅	∅	∅	_	I	_	U	∅	∅	∅	0	7	0	7	∅	∅	∅																							612	-	e	w	u	∅	∅	∅	_	E	W	Y	∅	∅	∅	0	7	6	7	∅	∅	∅	613	ʔ	i	w	o	∅	∅	∅	H	I	W	U	∅	∅	∅	1	7	6	7	∅	∅	∅																																													614	-	i	-	u	∅	∅	∅	_	I	_	Y	∅	∅	∅	0	7	0	7	∅	∅	∅	615	ʔ	i	w	u	∅	∅	∅	H	I	W	Y	∅	∅	∅	1	7	6	7	∅	∅	∅	616	ʔ	i	w	o	∅	∅	∅	H	I	W	U	∅	∅	∅	1	7	6	7	∅	∅	∅
1	0.1000	10	1.0000	237																							617	n	∅	∅	∅	a	-	m	N	∅	∅	∅	A	_	M	4	∅	∅	∅	7	0	4																							618	m	∅	∅	∅	i	-	m	M	∅	∅	∅	I	_	M	4	∅	∅	∅	7	0	4	619	n	∅	∅	∅	a	-	m	N	∅	∅	∅	A	_	M	4	∅	∅	∅	7	0	4																							620	m	∅	∅	∅	i	j	m	M	∅	∅	∅	I	J	M	4	∅	∅	∅	7	6	4																							621	n	∅	∅	∅	i	-	m	N	∅	∅	∅	I	_	M	4	∅	∅	∅	7	0	4	622	n	∅	∅	∅	a	-	m	N	∅	∅	∅	A	_	M	4	∅	∅	∅	7	0	4
2	0.2000	9	0.9000	237																							617	a	n	∅	∅	-	m	a	A	N	∅	∅	_	M	A	7	4	∅	∅	0	4	7																							618	i	m	∅	∅	-	m	a	I	M	∅	∅	_	M	A	7	4	∅	∅	0	4	7	619	a	n	∅	∅	-	m	a	A	N	∅	∅	_	M	A	7	4	∅	∅	0	4	7																							620	i	m	∅	∅	j	m	a	I	M	∅	∅	J	M	A	7	4	∅	∅	6	4	7																							621	i	n	∅	∅	-	m	a	I	N	∅	∅	_	M	A	7	4	∅	∅	0	4	7	622	a	n	∅	∅	-	m	a	A	N	∅	∅	_	M	A	7	4	∅	∅	0	4	7
