index	index_p	rindex	rindex_p	cogid	id_Albanian	segment_Albanian	segment_Albanian_L1	segment_Albanian_L2	segment_Albanian_L3	segment_Albanian_R1	segment_Albanian_R2	segment_Albanian_R3	SC_Albanian	SC_Albanian_L1	SC_Albanian_L2	SC_Albanian_L3	SC_Albanian_R1	SC_Albanian_R2	SC_Albanian_R3	PROSODY_Albanian	PROSODY_Albanian_L1	PROSODY_Albanian_L2	PROSODY_Albanian_L3	PROSODY_Albanian_R1	PROSODY_Albanian_R2	PROSODY_Albanian_R3	id_English	segment_English	segment_English_L1	segment_English_L2	segment_English_L3	segment_English_R1	segment_English_R2	segment_English_R3	SC_English	SC_English_L1	SC_English_L2	SC_English_L3	SC_English_R1	SC_English_R2	SC_English_R3	PROSODY_English	PROSODY_English_L1	PROSODY_English_L2	PROSODY_English_L3	PROSODY_English_R1	PROSODY_English_R2	PROSODY_English_R3	id_French	segment_French	segment_French_L1	segment_French_L2	segment_French_L3	segment_French_R1	segment_French_R2	segment_French_R3	SC_French	SC_French_L1	SC_French_L2	SC_French_L3	SC_French_R1	SC_French_R2	SC_French_R3	PROSODY_French	PROSODY_French_L1	PROSODY_French_L2	PROSODY_French_L3	PROSODY_French_R1	PROSODY_French_R2	PROSODY_French_R3	id_German	segment_German	segment_German_L1	segment_German_L2	segment_German_L3	segment_German_R1	segment_German_R2	segment_German_R3	SC_German	SC_German_L1	SC_German_L2	SC_German_L3	SC_German_R1	SC_German_R2	SC_German_R3	PROSODY_German	PROSODY_German_L1	PROSODY_German_L2	PROSODY_German_L3	PROSODY_German_R1	PROSODY_German_R2	PROSODY_German_R3	id_Latin	segment_Latin	segment_Latin_L1	segment_Latin_L2	segment_Latin_L3	segment_Latin_R1	segment_Latin_R2	segment_Latin_R3	SC_Latin	SC_Latin_L1	SC_Latin_L2	SC_Latin_L3	SC_Latin_R1	SC_Latin_R2	SC_Latin_R3	PROSODY_Latin	PROSODY_Latin_L1	PROSODY_Latin_L2	PROSODY_Latin_L3	PROSODY_Latin_R1	PROSODY_Latin_R2	PROSODY_Latin_R3
2	0.4000	4	0.8000	527	137	-	-	∅	∅	-	u	j	_	_	∅	∅	_	Y	J	0	0	∅	∅	0	7	6	138	ɑ	w	∅	∅	t	ə	r	A	W	∅	∅	T	E	R	7	6	∅	∅	1	7	5																							139	a	v	∅	∅	s	ə	r	A	B	∅	∅	S	E	R	7	3	∅	∅	3	7	5																						
3	0.6000	3	0.6000	527	137	-	-	-	∅	u	j	∅	_	_	_	∅	Y	J	∅	0	0	0	∅	7	6	∅	138	t	ɑ	w	∅	ə	r	∅	T	A	W	∅	E	R	∅	1	7	6	∅	7	5	∅																							139	s	a	v	∅	ə	r	∅	S	A	B	∅	E	R	∅	3	7	3	∅	7	5	∅																						
4	0.8000	2	0.4000	527	137	u	-	-	-	j	∅	∅	Y	_	_	_	J	∅	∅	7	0	0	0	6	∅	∅	138	ə	t	ɑ	w	r	∅	∅	E	T	A	W	R	∅	∅	7	1	7	6	5	∅	∅																							139	ə	s	a	v	r	∅	∅	E	S	A	B	R	∅	∅	7	3	7	3	5	∅	∅																						
5	1.0000	1	0.2000	527	137	j	u	-	-	∅	∅	∅	J	Y	_	_	∅	∅	∅	6	7	0	0	∅	∅	∅	138	r	ə	t	ɑ	∅	∅	∅	R	E	T	A	∅	∅	∅	5	7	1	7	∅	∅	∅																							139	r	ə	s	a	∅	∅	∅	R	E	S	A	∅	∅	∅	5	7	3	7	∅	∅	∅																						
1	0.3333	3	1.0000	528																																													140	o	∅	∅	∅	-	-	∅	U	∅	∅	∅	_	_	∅	7	∅	∅	∅	0	0	∅																							141	a	∅	∅	∅	kʷ	a	∅	A	∅	∅	∅	K	A	∅	7	∅	∅	∅	1	7	∅
2	0.6667	2	0.6667	528																																													140	-	o	∅	∅	-	∅	∅	_	U	∅	∅	_	∅	∅	0	7	∅	∅	0	∅	∅																							141	kʷ	a	∅	∅	a	∅	∅	K	A	∅	∅	A	∅	∅	1	7	∅	∅	7	∅	∅
3	1.0000	1	0.3333	528																																													140	-	-	o	∅	∅	∅	∅	_	_	U	∅	∅	∅	∅	0	0	7	∅	∅	∅	∅																							141	a	kʷ	a	∅	∅	∅	∅	A	K	A	∅	∅	∅	∅	7	1	7	∅	∅	∅	∅
1	0.3333	3	1.0000	532																							142	w	∅	∅	∅	ai	t	∅	W	∅	∅	∅	A	T	∅	6	∅	∅	∅	7	1	∅																							143	v	∅	∅	∅	ai	s	∅	B	∅	∅	∅	A	S	∅	3	∅	∅	∅	7	3	∅																						
2	0.6667	2	0.6667	532																							142	ai	w	∅	∅	t	∅	∅	A	W	∅	∅	T	∅	∅	7	6	∅	∅	1	∅	∅																							143	ai	v	∅	∅	s	∅	∅	A	B	∅	∅	S	∅	∅	7	3	∅	∅	3	∅	∅																						
3	1.0000	1	0.3333	532																							142	t	ai	w	∅	∅	∅	∅	T	A	W	∅	∅	∅	∅	1	7	6	∅	∅	∅	∅																							143	s	ai	v	∅	∅	∅	∅	S	A	B	∅	∅	∅	∅	3	7	3	∅	∅	∅	∅																						
1	0.2000	5	1.0000	548																																													144	p	∅	∅	∅	r	ɛ	s	P	∅	∅	∅	R	E	S	1	∅	∅	∅	5	7	3																							145	p	∅	∅	∅	r	e	m	P	∅	∅	∅	R	E	M	1	∅	∅	∅	5	7	4
2	0.4000	4	0.8000	548																																													144	r	p	∅	∅	ɛ	s	e	R	P	∅	∅	E	S	E	5	1	∅	∅	7	3	7																							145	r	p	∅	∅	e	m	e	R	P	∅	∅	E	M	E	5	1	∅	∅	7	4	7
3	0.6000	3	0.6000	548																																													144	ɛ	r	p	∅	s	e	∅	E	R	P	∅	S	E	∅	7	5	1	∅	3	7	∅																							145	e	r	p	∅	m	e	∅	E	R	P	∅	M	E	∅	7	5	1	∅	4	7	∅
4	0.8000	2	0.4000	548																																													144	s	ɛ	r	p	e	∅	∅	S	E	R	P	E	∅	∅	3	7	5	1	7	∅	∅																							145	m	e	r	p	e	∅	∅	M	E	R	P	E	∅	∅	4	7	5	1	7	∅	∅
5	1.0000	1	0.2000	548																																													144	e	s	ɛ	r	∅	∅	∅	E	S	E	R	∅	∅	∅	7	3	7	5	∅	∅	∅																							145	e	m	e	r	∅	∅	∅	E	M	E	R	∅	∅	∅	7	4	7	5	∅	∅	∅
1	0.3333	3	1.0000	554																							146	p	∅	∅	∅	a	θ	∅	P	∅	∅	∅	A	D	∅	1	∅	∅	∅	7	3	∅																							147	pf	∅	∅	∅	aː	d	∅	B	∅	∅	∅	A	T	∅	2	∅	∅	∅	7	1	∅																						
2	0.6667	2	0.6667	554																							146	a	p	∅	∅	θ	∅	∅	A	P	∅	∅	D	∅	∅	7	1	∅	∅	3	∅	∅																							147	aː	pf	∅	∅	d	∅	∅	A	B	∅	∅	T	∅	∅	7	2	∅	∅	1	∅	∅																						
3	1.0000	1	0.3333	554																							146	θ	a	p	∅	∅	∅	∅	D	A	P	∅	∅	∅	∅	3	7	1	∅	∅	∅	∅																							147	d	aː	pf	∅	∅	∅	∅	T	A	B	∅	∅	∅	∅	1	7	2	∅	∅	∅	∅																						
1	0.1429	7	1.0000	555																																													148	s	∅	∅	∅	ɑ̃	-	-	S	∅	∅	∅	A	_	_	3	∅	∅	∅	7	0	0																							149	s	∅	∅	∅	eː	m	i	S	∅	∅	∅	E	M	I	3	∅	∅	∅	7	4	7
2	0.2857	6	0.8571	555																																													148	ɑ̃	s	∅	∅	-	-	t	A	S	∅	∅	_	_	T	7	3	∅	∅	0	0	1																							149	eː	s	∅	∅	m	i	t	E	S	∅	∅	M	I	T	7	3	∅	∅	4	7	1
3	0.4286	5	0.7143	555																																													148	-	ɑ̃	s	∅	-	t	j	_	A	S	∅	_	T	J	0	7	3	∅	0	1	6																							149	m	eː	s	∅	i	t	-	M	E	S	∅	I	T	_	4	7	3	∅	7	1	0
4	0.5714	4	0.5714	555																																													148	-	-	ɑ̃	s	t	j	e	_	_	A	S	T	J	E	0	0	7	3	1	6	7																							149	i	m	eː	s	t	-	a	I	M	E	S	T	_	A	7	4	7	3	1	0	7
5	0.7143	3	0.4286	555																																													148	t	-	-	ɑ̃	j	e	∅	T	_	_	A	J	E	∅	1	0	0	7	6	7	∅																							149	t	i	m	eː	-	a	∅	T	I	M	E	_	A	∅	1	7	4	7	0	7	∅
6	0.8571	2	0.2857	555																																													148	j	t	-	-	e	∅	∅	J	T	_	_	E	∅	∅	6	1	0	0	7	∅	∅																							149	-	t	i	m	a	∅	∅	_	T	I	M	A	∅	∅	0	1	7	4	7	∅	∅
7	1.0000	1	0.1429	555																																													148	e	j	t	-	∅	∅	∅	E	J	T	_	∅	∅	∅	7	6	1	0	∅	∅	∅																							149	a	-	t	i	∅	∅	∅	A	_	T	I	∅	∅	∅	7	0	1	7	∅	∅	∅
1	0.1667	6	1.0000	572																							150	d	∅	∅	∅	r	ai	-	T	∅	∅	∅	R	A	_	1	∅	∅	∅	5	7	0																							151	t	∅	∅	∅	r	o	k	T	∅	∅	∅	R	U	K	1	∅	∅	∅	5	7	1																						
2	0.3333	5	0.8333	572																							150	r	d	∅	∅	ai	-	-	R	T	∅	∅	A	_	_	5	1	∅	∅	7	0	0																							151	r	t	∅	∅	o	k	ə	R	T	∅	∅	U	K	E	5	1	∅	∅	7	1	7																						
3	0.5000	4	0.6667	572																							150	ai	r	d	∅	-	-	-	A	R	T	∅	_	_	_	7	5	1	∅	0	0	0																							151	o	r	t	∅	k	ə	n	U	R	T	∅	K	E	N	7	5	1	∅	1	7	4																						
4	0.6667	3	0.5000	572																							150	-	ai	r	d	-	-	∅	_	A	R	T	_	_	∅	0	7	5	1	0	0	∅																							151	k	o	r	t	ə	n	∅	K	U	R	T	E	N	∅	1	7	5	1	7	4	∅																						
5	0.8333	2	0.3333	572																							150	-	-	ai	r	-	∅	∅	_	_	A	R	_	∅	∅	0	0	7	5	0	∅	∅																							151	ə	k	o	r	n	∅	∅	E	K	U	R	N	∅	∅	7	1	7	5	4	∅	∅																						
6	1.0000	1	0.1667	572																							150	-	-	-	ai	∅	∅	∅	_	_	_	A	∅	∅	∅	0	0	0	7	∅	∅	∅																							151	n	ə	k	o	∅	∅	∅	N	E	K	U	∅	∅	∅	4	7	1	7	∅	∅	∅																						
1	0.2500	4	1.0000	573																																													152	s	∅	∅	∅	ɛ	ʃ	-	S	∅	∅	∅	E	S	_	3	∅	∅	∅	7	3	0																							153	s	∅	∅	∅	i	kː	o	S	∅	∅	∅	I	K	U	3	∅	∅	∅	7	1	7
2	0.5000	3	0.7500	573																																													152	ɛ	s	∅	∅	ʃ	-	∅	E	S	∅	∅	S	_	∅	7	3	∅	∅	3	0	∅																							153	i	s	∅	∅	kː	o	∅	I	S	∅	∅	K	U	∅	7	3	∅	∅	1	7	∅
3	0.7500	2	0.5000	573																																													152	ʃ	ɛ	s	∅	-	∅	∅	S	E	S	∅	_	∅	∅	3	7	3	∅	0	∅	∅																							153	kː	i	s	∅	o	∅	∅	K	I	S	∅	U	∅	∅	1	7	3	∅	7	∅	∅
4	1.0000	1	0.2500	573																																													152	-	ʃ	ɛ	s	∅	∅	∅	_	S	E	S	∅	∅	∅	0	3	7	3	∅	∅	∅																							153	o	kː	i	s	∅	∅	∅	U	K	I	S	∅	∅	∅	7	1	7	3	∅	∅	∅
1	0.2500	4	1.0000	578																							154	s	∅	∅	∅	t	o	n	S	∅	∅	∅	T	U	N	3	∅	∅	∅	1	7	4																							155	ʃ	∅	∅	∅	t	ai	n	S	∅	∅	∅	T	A	N	3	∅	∅	∅	1	7	4																						
2	0.5000	3	0.7500	578																							154	t	s	∅	∅	o	n	∅	T	S	∅	∅	U	N	∅	1	3	∅	∅	7	4	∅																							155	t	ʃ	∅	∅	ai	n	∅	T	S	∅	∅	A	N	∅	1	3	∅	∅	7	4	∅																						
3	0.7500	2	0.5000	578																							154	o	t	s	∅	n	∅	∅	U	T	S	∅	N	∅	∅	7	1	3	∅	4	∅	∅																							155	ai	t	ʃ	∅	n	∅	∅	A	T	S	∅	N	∅	∅	7	1	3	∅	4	∅	∅																						
4	1.0000	1	0.2500	578																							154	n	o	t	s	∅	∅	∅	N	U	T	S	∅	∅	∅	4	7	1	3	∅	∅	∅																							155	n	ai	t	ʃ	∅	∅	∅	N	A	T	S	∅	∅	∅	4	7	1	3	∅	∅	∅																						
1	0.3333	3	1.0000	598																							156	l	∅	∅	∅	au	s	∅	L	∅	∅	∅	A	S	∅	5	∅	∅	∅	7	3	∅																							157	l	∅	∅	∅	au	z	∅	L	∅	∅	∅	A	S	∅	5	∅	∅	∅	7	3	∅																						
2	0.6667	2	0.6667	598																							156	au	l	∅	∅	s	∅	∅	A	L	∅	∅	S	∅	∅	7	5	∅	∅	3	∅	∅																							157	au	l	∅	∅	z	∅	∅	A	L	∅	∅	S	∅	∅	7	5	∅	∅	3	∅	∅																						
3	1.0000	1	0.3333	598																							156	s	au	l	∅	∅	∅	∅	S	A	L	∅	∅	∅	∅	3	7	5	∅	∅	∅	∅																							157	z	au	l	∅	∅	∅	∅	S	A	L	∅	∅	∅	∅	3	7	5	∅	∅	∅	∅																						
1	0.1250	8	1.0000	599																																													158	p	∅	∅	∅	-	-	-	P	∅	∅	∅	_	_	_	1	∅	∅	∅	0	0	0																							159	p	∅	∅	∅	eː	d	i	P	∅	∅	∅	E	T	I	1	∅	∅	∅	7	1	7
2	0.2500	7	0.8750	599																																													158	-	p	∅	∅	-	-	-	_	P	∅	∅	_	_	_	0	1	∅	∅	0	0	0																							159	eː	p	∅	∅	d	i	k	E	P	∅	∅	T	I	K	7	1	∅	∅	1	7	1
3	0.3750	6	0.7500	599																																													158	-	-	p	∅	-	-	-	_	_	P	∅	_	_	_	0	0	1	∅	0	0	0																							159	d	eː	p	∅	i	k	u	T	E	P	∅	I	K	Y	1	7	1	∅	7	1	7
4	0.5000	5	0.6250	599																																													158	-	-	-	p	-	-	-	_	_	_	P	_	_	_	0	0	0	1	0	0	0																							159	i	d	eː	p	k	u	l	I	T	E	P	K	Y	L	7	1	7	1	1	7	5
5	0.6250	4	0.5000	599																																													158	-	-	-	-	-	-	u	_	_	_	_	_	_	Y	0	0	0	0	0	0	7																							159	k	i	d	eː	u	l	o	K	I	T	E	Y	L	U	1	7	1	7	7	5	7
6	0.7500	3	0.3750	599																																													158	-	-	-	-	-	u	∅	_	_	_	_	_	Y	∅	0	0	0	0	0	7	∅																							159	u	k	i	d	l	o	∅	Y	K	I	T	L	U	∅	7	1	7	1	5	7	∅
7	0.8750	2	0.2500	599																																													158	-	-	-	-	u	∅	∅	_	_	_	_	Y	∅	∅	0	0	0	0	7	∅	∅																							159	l	u	k	i	o	∅	∅	L	Y	K	I	U	∅	∅	5	7	1	7	7	∅	∅
8	1.0000	1	0.1250	599																																													158	u	-	-	-	∅	∅	∅	Y	_	_	_	∅	∅	∅	7	0	0	0	∅	∅	∅																							159	o	l	u	k	∅	∅	∅	U	L	Y	K	∅	∅	∅	7	5	7	1	∅	∅	∅
1	0.3333	3	1.0000	605																																													160	ɔ	∅	∅	∅	-	s	∅	U	∅	∅	∅	_	S	∅	7	∅	∅	∅	0	3	∅																							161	o	∅	∅	∅	s	s	∅	U	∅	∅	∅	S	S	∅	7	∅	∅	∅	3	3	∅
2	0.6667	2	0.6667	605																																													160	-	ɔ	∅	∅	s	∅	∅	_	U	∅	∅	S	∅	∅	0	7	∅	∅	3	∅	∅																							161	s	o	∅	∅	s	∅	∅	S	U	∅	∅	S	∅	∅	3	7	∅	∅	3	∅	∅
3	1.0000	1	0.3333	605																																													160	s	-	ɔ	∅	∅	∅	∅	S	_	U	∅	∅	∅	∅	3	0	7	∅	∅	∅	∅																							161	s	s	o	∅	∅	∅	∅	S	S	U	∅	∅	∅	∅	3	3	7	∅	∅	∅	∅
1	0.2500	4	1.0000	612	162	t	∅	∅	∅	y	m	-	T	∅	∅	∅	Y	M	_	1	∅	∅	∅	7	4	0																							163	f	∅	∅	∅	y	m	e	B	∅	∅	∅	Y	M	E	3	∅	∅	∅	7	4	7																							164	f	∅	∅	∅	uː	m	o	B	∅	∅	∅	Y	M	U	3	∅	∅	∅	7	4	7
2	0.5000	3	0.7500	612	162	y	t	∅	∅	m	-	∅	Y	T	∅	∅	M	_	∅	7	1	∅	∅	4	0	∅																							163	y	f	∅	∅	m	e	∅	Y	B	∅	∅	M	E	∅	7	3	∅	∅	4	7	∅																							164	uː	f	∅	∅	m	o	∅	Y	B	∅	∅	M	U	∅	7	3	∅	∅	4	7	∅
3	0.7500	2	0.5000	612	162	m	y	t	∅	-	∅	∅	M	Y	T	∅	_	∅	∅	4	7	1	∅	0	∅	∅																							163	m	y	f	∅	e	∅	∅	M	Y	B	∅	E	∅	∅	4	7	3	∅	7	∅	∅																							164	m	uː	f	∅	o	∅	∅	M	Y	B	∅	U	∅	∅	4	7	3	∅	7	∅	∅
4	1.0000	1	0.2500	612	162	-	m	y	t	∅	∅	∅	_	M	Y	T	∅	∅	∅	0	4	7	1	∅	∅	∅																							163	e	m	y	f	∅	∅	∅	E	M	Y	B	∅	∅	∅	7	4	7	3	∅	∅	∅																							164	o	m	uː	f	∅	∅	∅	U	M	Y	B	∅	∅	∅	7	4	7	3	∅	∅	∅
1	0.2500	4	1.0000	636																							165	θ	∅	∅	∅	ɪ	ŋ	k	D	∅	∅	∅	I	N	K	3	∅	∅	∅	7	4	1																							166	d	∅	∅	∅	e	ŋ	k	T	∅	∅	∅	E	N	K	1	∅	∅	∅	7	4	1																						
2	0.5000	3	0.7500	636																							165	ɪ	θ	∅	∅	ŋ	k	∅	I	D	∅	∅	N	K	∅	7	3	∅	∅	4	1	∅																							166	e	d	∅	∅	ŋ	k	∅	E	T	∅	∅	N	K	∅	7	1	∅	∅	4	1	∅																						
3	0.7500	2	0.5000	636																							165	ŋ	ɪ	θ	∅	k	∅	∅	N	I	D	∅	K	∅	∅	4	7	3	∅	1	∅	∅																							166	ŋ	e	d	∅	k	∅	∅	N	E	T	∅	K	∅	∅	4	7	1	∅	1	∅	∅																						
4	1.0000	1	0.2500	636																							165	k	ŋ	ɪ	θ	∅	∅	∅	K	N	I	D	∅	∅	∅	1	4	7	3	∅	∅	∅																							166	k	ŋ	e	d	∅	∅	∅	K	N	E	T	∅	∅	∅	1	4	7	1	∅	∅	∅																						
1	0.2500	4	1.0000	644																							167	s	∅	∅	∅	o	-	-	S	∅	∅	∅	U	_	_	3	∅	∅	∅	7	0	0	168	k	∅	∅	∅	u	z	-	K	∅	∅	∅	Y	S	_	1	∅	∅	∅	7	3	0																							169	s	∅	∅	∅	u	-	e	S	∅	∅	∅	Y	_	E	3	∅	∅	∅	7	0	7
2	0.5000	3	0.7500	644																							167	o	s	∅	∅	-	-	∅	U	S	∅	∅	_	_	∅	7	3	∅	∅	0	0	∅	168	u	k	∅	∅	z	-	∅	Y	K	∅	∅	S	_	∅	7	1	∅	∅	3	0	∅																							169	u	s	∅	∅	-	e	∅	Y	S	∅	∅	_	E	∅	7	3	∅	∅	0	7	∅
3	0.7500	2	0.5000	644																							167	-	o	s	∅	-	∅	∅	_	U	S	∅	_	∅	∅	0	7	3	∅	0	∅	∅	168	z	u	k	∅	-	∅	∅	S	Y	K	∅	_	∅	∅	3	7	1	∅	0	∅	∅																							169	-	u	s	∅	e	∅	∅	_	Y	S	∅	E	∅	∅	0	7	3	∅	7	∅	∅
4	1.0000	1	0.2500	644																							167	-	-	o	s	∅	∅	∅	_	_	U	S	∅	∅	∅	0	0	7	3	∅	∅	∅	168	-	z	u	k	∅	∅	∅	_	S	Y	K	∅	∅	∅	0	3	7	1	∅	∅	∅																							169	e	-	u	s	∅	∅	∅	E	_	Y	S	∅	∅	∅	7	0	7	3	∅	∅	∅
1	0.1667	6	1.0000	650	170	-	∅	∅	∅	c	i	e	_	∅	∅	∅	C	I	E	0	∅	∅	∅	1	7	7																							171	s	∅	∅	∅	j	ɛ	-	S	∅	∅	∅	J	E	_	3	∅	∅	∅	6	7	0																							172	-	∅	∅	∅	k	ae	-	_	∅	∅	∅	K	A	_	0	∅	∅	∅	1	7	0
2	0.3333	5	0.8333	650	170	c	-	∅	∅	i	e	ł	C	_	∅	∅	I	E	L	1	0	∅	∅	7	7	5																							171	j	s	∅	∅	ɛ	-	l	J	S	∅	∅	E	_	L	6	3	∅	∅	7	0	5																							172	k	-	∅	∅	ae	-	l	K	_	∅	∅	A	_	L	1	0	∅	∅	7	0	5
3	0.5000	4	0.6667	650	170	i	c	-	∅	e	ł	-	I	C	_	∅	E	L	_	7	1	0	∅	7	5	0																							171	ɛ	j	s	∅	-	l	-	E	J	S	∅	_	L	_	7	6	3	∅	0	5	0																							172	ae	k	-	∅	-	l	o	A	K	_	∅	_	L	U	7	1	0	∅	0	5	7
4	0.6667	3	0.5000	650	170	e	i	c	-	ł	-	∅	E	I	C	_	L	_	∅	7	7	1	0	5	0	∅																							171	-	ɛ	j	s	l	-	∅	_	E	J	S	L	_	∅	0	7	6	3	5	0	∅																							172	-	ae	k	-	l	o	∅	_	A	K	_	L	U	∅	0	7	1	0	5	7	∅
5	0.8333	2	0.3333	650	170	ł	e	i	c	-	∅	∅	L	E	I	C	_	∅	∅	5	7	7	1	0	∅	∅																							171	l	-	ɛ	j	-	∅	∅	L	_	E	J	_	∅	∅	5	0	7	6	0	∅	∅																							172	l	-	ae	k	o	∅	∅	L	_	A	K	U	∅	∅	5	0	7	1	7	∅	∅
6	1.0000	1	0.1667	650	170	-	ł	e	i	∅	∅	∅	_	L	E	I	∅	∅	∅	0	5	7	7	∅	∅	∅																							171	-	l	-	ɛ	∅	∅	∅	_	L	_	E	∅	∅	∅	0	5	0	7	∅	∅	∅																							172	o	l	-	ae	∅	∅	∅	U	L	_	A	∅	∅	∅	7	5	0	7	∅	∅	∅
1	0.1667	6	1.0000	656	173	ɟ	∅	∅	∅	a	r	p	C	∅	∅	∅	A	R	P	1	∅	∅	∅	7	5	1																							174	s	∅	∅	∅	ɛ	r	p	S	∅	∅	∅	E	R	P	3	∅	∅	∅	7	5	1																																												
2	0.3333	5	0.8333	656	173	a	ɟ	∅	∅	r	p	ə	A	C	∅	∅	R	P	E	7	1	∅	∅	5	1	7																							174	ɛ	s	∅	∅	r	p	ɑ̃	E	S	∅	∅	R	P	A	7	3	∅	∅	5	1	7																																												
3	0.5000	4	0.6667	656	173	r	a	ɟ	∅	p	ə	r	R	A	C	∅	P	E	R	5	7	1	∅	1	7	5																							174	r	ɛ	s	∅	p	ɑ̃	-	R	E	S	∅	P	A	_	5	7	3	∅	1	7	0																																												
4	0.6667	3	0.5000	656	173	p	r	a	ɟ	ə	r	∅	P	R	A	C	E	R	∅	1	5	7	1	7	5	∅																							174	p	r	ɛ	s	ɑ̃	-	∅	P	R	E	S	A	_	∅	1	5	7	3	7	0	∅																																												
5	0.8333	2	0.3333	656	173	ə	p	r	a	r	∅	∅	E	P	R	A	R	∅	∅	7	1	5	7	5	∅	∅																							174	ɑ̃	p	r	ɛ	-	∅	∅	A	P	R	E	_	∅	∅	7	1	5	7	0	∅	∅																																												
6	1.0000	1	0.1667	656	173	r	ə	p	r	∅	∅	∅	R	E	P	R	∅	∅	∅	5	7	1	5	∅	∅	∅																							174	-	ɑ̃	p	r	∅	∅	∅	_	A	P	R	∅	∅	∅	0	7	1	5	∅	∅	∅																																												
1	0.3333	3	1.0000	666																							175	w	∅	∅	∅	ɑ	ʃ	∅	W	∅	∅	∅	A	S	∅	6	∅	∅	∅	7	3	∅																							176	v	∅	∅	∅	a	ʃ	∅	B	∅	∅	∅	A	S	∅	3	∅	∅	∅	7	3	∅																						
2	0.6667	2	0.6667	666																							175	ɑ	w	∅	∅	ʃ	∅	∅	A	W	∅	∅	S	∅	∅	7	6	∅	∅	3	∅	∅																							176	a	v	∅	∅	ʃ	∅	∅	A	B	∅	∅	S	∅	∅	7	3	∅	∅	3	∅	∅																						
3	1.0000	1	0.3333	666																							175	ʃ	ɑ	w	∅	∅	∅	∅	S	A	W	∅	∅	∅	∅	3	7	6	∅	∅	∅	∅																							176	ʃ	a	v	∅	∅	∅	∅	S	A	B	∅	∅	∅	∅	3	7	3	∅	∅	∅	∅																						
1	0.2500	4	1.0000	667	177	l	∅	∅	∅	a	-	-	L	∅	∅	∅	A	_	_	5	∅	∅	∅	7	0	0																							178	l	∅	∅	∅	a	v	e	L	∅	∅	∅	A	B	E	5	∅	∅	∅	7	3	7																							179	l	∅	∅	∅	a	w	aː	L	∅	∅	∅	A	W	A	5	∅	∅	∅	7	6	7
2	0.5000	3	0.7500	667	177	a	l	∅	∅	-	-	∅	A	L	∅	∅	_	_	∅	7	5	∅	∅	0	0	∅																							178	a	l	∅	∅	v	e	∅	A	L	∅	∅	B	E	∅	7	5	∅	∅	3	7	∅																							179	a	l	∅	∅	w	aː	∅	A	L	∅	∅	W	A	∅	7	5	∅	∅	6	7	∅
3	0.7500	2	0.5000	667	177	-	a	l	∅	-	∅	∅	_	A	L	∅	_	∅	∅	0	7	5	∅	0	∅	∅																							178	v	a	l	∅	e	∅	∅	B	A	L	∅	E	∅	∅	3	7	5	∅	7	∅	∅																							179	w	a	l	∅	aː	∅	∅	W	A	L	∅	A	∅	∅	6	7	5	∅	7	∅	∅
4	1.0000	1	0.2500	667	177	-	-	a	l	∅	∅	∅	_	_	A	L	∅	∅	∅	0	0	7	5	∅	∅	∅																							178	e	v	a	l	∅	∅	∅	E	B	A	L	∅	∅	∅	7	3	7	5	∅	∅	∅																							179	aː	w	a	l	∅	∅	∅	A	W	A	L	∅	∅	∅	7	6	7	5	∅	∅	∅
1	0.1250	8	1.0000	673	180	d	∅	∅	∅	j	a	-	T	∅	∅	∅	J	A	_	1	∅	∅	∅	6	7	0																																																																			181	d	∅	∅	∅	-	e	k	T	∅	∅	∅	_	E	K	1	∅	∅	∅	0	7	1
2	0.2500	7	0.8750	673	180	j	d	∅	∅	a	-	θ	J	T	∅	∅	A	_	D	6	1	∅	∅	7	0	3																																																																			181	-	d	∅	∅	e	k	s	_	T	∅	∅	E	K	S	0	1	∅	∅	7	1	3
3	0.3750	6	0.7500	673	180	a	j	d	∅	-	θ	t	A	J	T	∅	_	D	T	7	6	1	∅	0	3	1																																																																			181	e	-	d	∅	k	s	t	E	_	T	∅	K	S	T	7	0	1	∅	1	3	1
4	0.5000	5	0.6250	673	180	-	a	j	d	θ	t	-	_	A	J	T	D	T	_	0	7	6	1	3	1	0																																																																			181	k	e	-	d	s	t	e	K	E	_	T	S	T	E	1	7	0	1	3	1	7
5	0.6250	4	0.5000	673	180	θ	-	a	j	t	-	-	D	_	A	J	T	_	_	3	0	7	6	1	0	0																																																																			181	s	k	e	-	t	e	r	S	K	E	_	T	E	R	3	1	7	0	1	7	5
6	0.7500	3	0.3750	673	180	t	θ	-	a	-	-	∅	T	D	_	A	_	_	∅	1	3	0	7	0	0	∅																																																																			181	t	s	k	e	e	r	∅	T	S	K	E	E	R	∅	1	3	1	7	7	5	∅
7	0.8750	2	0.2500	673	180	-	t	θ	-	-	∅	∅	_	T	D	_	_	∅	∅	0	1	3	0	0	∅	∅																																																																			181	e	t	s	k	r	∅	∅	E	T	S	K	R	∅	∅	7	1	3	1	5	∅	∅
8	1.0000	1	0.1250	673	180	-	-	t	θ	∅	∅	∅	_	_	T	D	∅	∅	∅	0	0	1	3	∅	∅	∅																																																																			181	r	e	t	s	∅	∅	∅	R	E	T	S	∅	∅	∅	5	7	1	3	∅	∅	∅
1	0.3333	3	1.0000	676																							182	l	∅	∅	∅	a	f	∅	L	∅	∅	∅	A	B	∅	5	∅	∅	∅	7	3	∅																							183	l	∅	∅	∅	a	x	∅	L	∅	∅	∅	A	G	∅	5	∅	∅	∅	7	3	∅																						
