index	index_p	rindex	rindex_p	cogid	id_BelejeGonfoye	segment_BelejeGonfoye	segment_BelejeGonfoye_L1	segment_BelejeGonfoye_L2	segment_BelejeGonfoye_L3	segment_BelejeGonfoye_R1	segment_BelejeGonfoye_R2	segment_BelejeGonfoye_R3	SC_BelejeGonfoye	SC_BelejeGonfoye_L1	SC_BelejeGonfoye_L2	SC_BelejeGonfoye_L3	SC_BelejeGonfoye_R1	SC_BelejeGonfoye_R2	SC_BelejeGonfoye_R3	PROSODY_BelejeGonfoye	PROSODY_BelejeGonfoye_L1	PROSODY_BelejeGonfoye_L2	PROSODY_BelejeGonfoye_L3	PROSODY_BelejeGonfoye_R1	PROSODY_BelejeGonfoye_R2	PROSODY_BelejeGonfoye_R3	id_Fadashi	segment_Fadashi	segment_Fadashi_L1	segment_Fadashi_L2	segment_Fadashi_L3	segment_Fadashi_R1	segment_Fadashi_R2	segment_Fadashi_R3	SC_Fadashi	SC_Fadashi_L1	SC_Fadashi_L2	SC_Fadashi_L3	SC_Fadashi_R1	SC_Fadashi_R2	SC_Fadashi_R3	PROSODY_Fadashi	PROSODY_Fadashi_L1	PROSODY_Fadashi_L2	PROSODY_Fadashi_L3	PROSODY_Fadashi_R1	PROSODY_Fadashi_R2	PROSODY_Fadashi_R3	id_Maiyu	segment_Maiyu	segment_Maiyu_L1	segment_Maiyu_L2	segment_Maiyu_L3	segment_Maiyu_R1	segment_Maiyu_R2	segment_Maiyu_R3	SC_Maiyu	SC_Maiyu_L1	SC_Maiyu_L2	SC_Maiyu_L3	SC_Maiyu_R1	SC_Maiyu_R2	SC_Maiyu_R3	PROSODY_Maiyu	PROSODY_Maiyu_L1	PROSODY_Maiyu_L2	PROSODY_Maiyu_L3	PROSODY_Maiyu_R1	PROSODY_Maiyu_R2	PROSODY_Maiyu_R3	id_Undulu	segment_Undulu	segment_Undulu_L1	segment_Undulu_L2	segment_Undulu_L3	segment_Undulu_R1	segment_Undulu_R2	segment_Undulu_R3	SC_Undulu	SC_Undulu_L1	SC_Undulu_L2	SC_Undulu_L3	SC_Undulu_R1	SC_Undulu_R2	SC_Undulu_R3	PROSODY_Undulu	PROSODY_Undulu_L1	PROSODY_Undulu_L2	PROSODY_Undulu_L3	PROSODY_Undulu_R1	PROSODY_Undulu_R2	PROSODY_Undulu_R3
4	0.6667	3	0.5000	424																							121	ɓ	aː	h	-	-	u	∅	P	A	H	_	_	Y	∅	1	7	3	0	0	7	∅	122	p	a	h	a	ʔ	u	∅	P	A	H	A	H	Y	∅	1	7	3	7	1	7	∅																						
5	0.8333	2	0.3333	424																							121	-	ɓ	aː	h	u	∅	∅	_	P	A	H	Y	∅	∅	0	1	7	3	7	∅	∅	122	ʔ	p	a	h	u	∅	∅	H	P	A	H	Y	∅	∅	1	1	7	3	7	∅	∅																						
6	1.0000	1	0.1667	424																							121	u	-	ɓ	aː	∅	∅	∅	Y	_	P	A	∅	∅	∅	7	0	1	7	∅	∅	∅	122	u	ʔ	p	a	∅	∅	∅	Y	H	P	A	∅	∅	∅	7	1	1	7	∅	∅	∅																						
1	0.1667	6	1.0000	429																							123	b	∅	∅	∅	o	ŋ	-	P	∅	∅	∅	U	N	_	1	∅	∅	∅	7	4	0	124	b	∅	∅	∅	ɔ	ɲ	-	P	∅	∅	∅	U	N	_	1	∅	∅	∅	7	4	0	125	b	∅	∅	∅	o	ŋ	k	P	∅	∅	∅	U	N	K	1	∅	∅	∅	7	4	1
2	0.3333	5	0.8333	429																							123	o	b	∅	∅	ŋ	-	o	U	P	∅	∅	N	_	U	7	1	∅	∅	4	0	7	124	ɔ	b	∅	∅	ɲ	-	ɔ	U	P	∅	∅	N	_	U	7	1	∅	∅	4	0	7	125	o	b	∅	∅	ŋ	k	o	U	P	∅	∅	N	K	U	7	1	∅	∅	4	1	7
3	0.5000	4	0.6667	429																							123	ŋ	o	b	∅	-	o	ʃ	N	U	P	∅	_	U	S	4	7	1	∅	0	7	3	124	ɲ	ɔ	b	∅	-	ɔ	ʃ	N	U	P	∅	_	U	S	4	7	1	∅	0	7	3	125	ŋ	o	b	∅	k	o	ʃ	N	U	P	∅	K	U	S	4	7	1	∅	1	7	3
4	0.6667	3	0.5000	429																							123	-	ŋ	o	b	o	ʃ	∅	_	N	U	P	U	S	∅	0	4	7	1	7	3	∅	124	-	ɲ	ɔ	b	ɔ	ʃ	∅	_	N	U	P	U	S	∅	0	4	7	1	7	3	∅	125	k	ŋ	o	b	o	ʃ	∅	K	N	U	P	U	S	∅	1	4	7	1	7	3	∅
5	0.8333	2	0.3333	429																							123	o	-	ŋ	o	ʃ	∅	∅	U	_	N	U	S	∅	∅	7	0	4	7	3	∅	∅	124	ɔ	-	ɲ	ɔ	ʃ	∅	∅	U	_	N	U	S	∅	∅	7	0	4	7	3	∅	∅	125	o	k	ŋ	o	ʃ	∅	∅	U	K	N	U	S	∅	∅	7	1	4	7	3	∅	∅
6	1.0000	1	0.1667	429																							123	ʃ	o	-	ŋ	∅	∅	∅	S	U	_	N	∅	∅	∅	3	7	0	4	∅	∅	∅	124	ʃ	ɔ	-	ɲ	∅	∅	∅	S	U	_	N	∅	∅	∅	3	7	0	4	∅	∅	∅	125	ʃ	o	k	ŋ	∅	∅	∅	S	U	K	N	∅	∅	∅	3	7	1	4	∅	∅	∅
1	0.2000	5	1.0000	438	126	n	∅	∅	∅	d	ɛ	nː	N	∅	∅	∅	T	E	N	4	∅	∅	∅	1	7	4	127	n	∅	∅	∅	d	ɛ	n	N	∅	∅	∅	T	E	N	4	∅	∅	∅	1	7	4																							128	n	∅	∅	∅	d	ɪ	n	N	∅	∅	∅	T	I	N	4	∅	∅	∅	1	7	4
2	0.4000	4	0.8000	438	126	d	n	∅	∅	ɛ	nː	e	T	N	∅	∅	E	N	E	1	4	∅	∅	7	4	7	127	d	n	∅	∅	ɛ	n	e	T	N	∅	∅	E	N	E	1	4	∅	∅	7	4	7																							128	d	n	∅	∅	ɪ	n	e	T	N	∅	∅	I	N	E	1	4	∅	∅	7	4	7
3	0.6000	3	0.6000	438	126	ɛ	d	n	∅	nː	e	∅	E	T	N	∅	N	E	∅	7	1	4	∅	4	7	∅	127	ɛ	d	n	∅	n	e	∅	E	T	N	∅	N	E	∅	7	1	4	∅	4	7	∅																							128	ɪ	d	n	∅	n	e	∅	I	T	N	∅	N	E	∅	7	1	4	∅	4	7	∅
4	0.8000	2	0.4000	438	126	nː	ɛ	d	n	e	∅	∅	N	E	T	N	E	∅	∅	4	7	1	4	7	∅	∅	127	n	ɛ	d	n	e	∅	∅	N	E	T	N	E	∅	∅	4	7	1	4	7	∅	∅																							128	n	ɪ	d	n	e	∅	∅	N	I	T	N	E	∅	∅	4	7	1	4	7	∅	∅
5	1.0000	1	0.2000	438	126	e	nː	ɛ	d	∅	∅	∅	E	N	E	T	∅	∅	∅	7	4	7	1	∅	∅	∅	127	e	n	ɛ	d	∅	∅	∅	E	N	E	T	∅	∅	∅	7	4	7	1	∅	∅	∅																							128	e	n	ɪ	d	∅	∅	∅	E	N	I	T	∅	∅	∅	7	4	7	1	∅	∅	∅
1	0.1667	6	1.0000	449																							129	s	∅	∅	∅	ʔ	a	k	S	∅	∅	∅	H	A	K	3	∅	∅	∅	1	7	1	130	s	∅	∅	∅	ʔ	a	k	S	∅	∅	∅	H	A	K	3	∅	∅	∅	1	7	1	131	s	∅	∅	∅	ʔ	a	k	S	∅	∅	∅	H	A	K	3	∅	∅	∅	1	7	1
2	0.3333	5	0.8333	449																							129	ʔ	s	∅	∅	a	k	ʔ	H	S	∅	∅	A	K	H	1	3	∅	∅	7	1	1	130	ʔ	s	∅	∅	a	k	ʔ	H	S	∅	∅	A	K	H	1	3	∅	∅	7	1	1	131	ʔ	s	∅	∅	a	k	ʔ	H	S	∅	∅	A	K	H	1	3	∅	∅	7	1	1
3	0.5000	4	0.6667	449																							129	a	ʔ	s	∅	k	ʔ	a	A	H	S	∅	K	H	A	7	1	3	∅	1	1	7	130	a	ʔ	s	∅	k	ʔ	a	A	H	S	∅	K	H	A	7	1	3	∅	1	1	7	131	a	ʔ	s	∅	k	ʔ	a	A	H	S	∅	K	H	A	7	1	3	∅	1	1	7
4	0.6667	3	0.5000	449																							129	k	a	ʔ	s	ʔ	a	∅	K	A	H	S	H	A	∅	1	7	1	3	1	7	∅	130	k	a	ʔ	s	ʔ	a	∅	K	A	H	S	H	A	∅	1	7	1	3	1	7	∅	131	k	a	ʔ	s	ʔ	a	∅	K	A	H	S	H	A	∅	1	7	1	3	1	7	∅
5	0.8333	2	0.3333	449																							129	ʔ	k	a	ʔ	a	∅	∅	H	K	A	H	A	∅	∅	1	1	7	1	7	∅	∅	130	ʔ	k	a	ʔ	a	∅	∅	H	K	A	H	A	∅	∅	1	1	7	1	7	∅	∅	131	ʔ	k	a	ʔ	a	∅	∅	H	K	A	H	A	∅	∅	1	1	7	1	7	∅	∅
6	1.0000	1	0.1667	449																							129	a	ʔ	k	a	∅	∅	∅	A	H	K	A	∅	∅	∅	7	1	1	7	∅	∅	∅	130	a	ʔ	k	a	∅	∅	∅	A	H	K	A	∅	∅	∅	7	1	1	7	∅	∅	∅	131	a	ʔ	k	a	∅	∅	∅	A	H	K	A	∅	∅	∅	7	1	1	7	∅	∅	∅
1	0.1667	6	1.0000	485																							132	θ	∅	∅	∅	oː	ʔ	-	D	∅	∅	∅	U	H	_	3	∅	∅	∅	7	1	0																							133	θ	∅	∅	∅	oː	ʔ	i	D	∅	∅	∅	U	H	I	3	∅	∅	∅	7	1	7
2	0.3333	5	0.8333	485																							132	oː	θ	∅	∅	ʔ	-	i	U	D	∅	∅	H	_	I	7	3	∅	∅	1	0	7																							133	oː	θ	∅	∅	ʔ	i	y	U	D	∅	∅	H	I	Y	7	3	∅	∅	1	7	7
3	0.5000	4	0.6667	485																							132	ʔ	oː	θ	∅	-	i	-	H	U	D	∅	_	I	_	1	7	3	∅	0	7	0																							133	ʔ	oː	θ	∅	i	y	u	H	U	D	∅	I	Y	Y	1	7	3	∅	7	7	7
4	0.6667	3	0.5000	485																							132	-	ʔ	oː	θ	i	-	∅	_	H	U	D	I	_	∅	0	1	7	3	7	0	∅																							133	i	ʔ	oː	θ	y	u	∅	I	H	U	D	Y	Y	∅	7	1	7	3	7	7	∅
5	0.8333	2	0.3333	485																							132	i	-	ʔ	oː	-	∅	∅	I	_	H	U	_	∅	∅	7	0	1	7	0	∅	∅																							133	y	i	ʔ	oː	u	∅	∅	Y	I	H	U	Y	∅	∅	7	7	1	7	7	∅	∅
6	1.0000	1	0.1667	485																							132	-	i	-	ʔ	∅	∅	∅	_	I	_	H	∅	∅	∅	0	7	0	1	∅	∅	∅																							133	u	y	i	ʔ	∅	∅	∅	Y	Y	I	H	∅	∅	∅	7	7	7	1	∅	∅	∅
1	0.2500	4	1.0000	491																							134	b	∅	∅	∅	o	n	e	P	∅	∅	∅	U	N	E	1	∅	∅	∅	7	4	7	135	b	∅	∅	∅	ə	n	a	P	∅	∅	∅	E	N	A	1	∅	∅	∅	7	4	7																						
2	0.5000	3	0.7500	491																							134	o	b	∅	∅	n	e	∅	U	P	∅	∅	N	E	∅	7	1	∅	∅	4	7	∅	135	ə	b	∅	∅	n	a	∅	E	P	∅	∅	N	A	∅	7	1	∅	∅	4	7	∅																						
3	0.7500	2	0.5000	491																							134	n	o	b	∅	e	∅	∅	N	U	P	∅	E	∅	∅	4	7	1	∅	7	∅	∅	135	n	ə	b	∅	a	∅	∅	N	E	P	∅	A	∅	∅	4	7	1	∅	7	∅	∅																						
4	1.0000	1	0.2500	491																							134	e	n	o	b	∅	∅	∅	E	N	U	P	∅	∅	∅	7	4	7	1	∅	∅	∅	135	a	n	ə	b	∅	∅	∅	A	N	E	P	∅	∅	∅	7	4	7	1	∅	∅	∅																						
1	0.1429	7	1.0000	495	136	s	∅	∅	∅	u	l	ɲ	S	∅	∅	∅	Y	L	N	3	∅	∅	∅	7	5	4																							137	ʃ	∅	∅	∅	u	-	-	S	∅	∅	∅	Y	_	_	3	∅	∅	∅	7	0	0	138	ʃ	∅	∅	∅	u	-	-	S	∅	∅	∅	Y	_	_	3	∅	∅	∅	7	0	0
2	0.2857	6	0.8571	495	136	u	s	∅	∅	l	ɲ	e	Y	S	∅	∅	L	N	E	7	3	∅	∅	5	4	7																							137	u	ʃ	∅	∅	-	-	-	Y	S	∅	∅	_	_	_	7	3	∅	∅	0	0	0	138	u	ʃ	∅	∅	-	-	-	Y	S	∅	∅	_	_	_	7	3	∅	∅	0	0	0
3	0.4286	5	0.7143	495	136	l	u	s	∅	ɲ	e	r	L	Y	S	∅	N	E	R	5	7	3	∅	4	7	5																							137	-	u	ʃ	∅	-	-	l	_	Y	S	∅	_	_	L	0	7	3	∅	0	0	5	138	-	u	ʃ	∅	-	-	l	_	Y	S	∅	_	_	L	0	7	3	∅	0	0	5
4	0.5714	4	0.5714	495	136	ɲ	l	u	s	e	r	o	N	L	Y	S	E	R	U	4	5	7	3	7	5	7																							137	-	-	u	ʃ	-	l	-	_	_	Y	S	_	L	_	0	0	7	3	0	5	0	138	-	-	u	ʃ	-	l	-	_	_	Y	S	_	L	_	0	0	7	3	0	5	0
5	0.7143	3	0.4286	495	136	e	ɲ	l	u	r	o	∅	E	N	L	Y	R	U	∅	7	4	5	7	5	7	∅																							137	-	-	-	u	l	-	∅	_	_	_	Y	L	_	∅	0	0	0	7	5	0	∅	138	-	-	-	u	l	-	∅	_	_	_	Y	L	_	∅	0	0	0	7	5	0	∅
6	0.8571	2	0.2857	495	136	r	e	ɲ	l	o	∅	∅	R	E	N	L	U	∅	∅	5	7	4	5	7	∅	∅																							137	l	-	-	-	-	∅	∅	L	_	_	_	_	∅	∅	5	0	0	0	0	∅	∅	138	l	-	-	-	-	∅	∅	L	_	_	_	_	∅	∅	5	0	0	0	0	∅	∅
7	1.0000	1	0.1429	495	136	o	r	e	ɲ	∅	∅	∅	U	R	E	N	∅	∅	∅	7	5	7	4	∅	∅	∅																							137	-	l	-	-	∅	∅	∅	_	L	_	_	∅	∅	∅	0	5	0	0	∅	∅	∅	138	-	l	-	-	∅	∅	∅	_	L	_	_	∅	∅	∅	0	5	0	0	∅	∅	∅
1	0.2500	4	1.0000	497																																													139	ɲ	∅	∅	∅	ɛː	r	a	N	∅	∅	∅	E	R	A	4	∅	∅	∅	7	5	7	140	ɲ	∅	∅	∅	e	r	a	N	∅	∅	∅	E	R	A	4	∅	∅	∅	7	5	7
2	0.5000	3	0.7500	497																																													139	ɛː	ɲ	∅	∅	r	a	∅	E	N	∅	∅	R	A	∅	7	4	∅	∅	5	7	∅	140	e	ɲ	∅	∅	r	a	∅	E	N	∅	∅	R	A	∅	7	4	∅	∅	5	7	∅
3	0.7500	2	0.5000	497																																													139	r	ɛː	ɲ	∅	a	∅	∅	R	E	N	∅	A	∅	∅	5	7	4	∅	7	∅	∅	140	r	e	ɲ	∅	a	∅	∅	R	E	N	∅	A	∅	∅	5	7	4	∅	7	∅	∅
4	1.0000	1	0.2500	497																																													139	a	r	ɛː	ɲ	∅	∅	∅	A	R	E	N	∅	∅	∅	7	5	7	4	∅	∅	∅	140	a	r	e	ɲ	∅	∅	∅	A	R	E	N	∅	∅	∅	7	5	7	4	∅	∅	∅
1	0.1667	6	1.0000	518																							141	f	∅	∅	∅	a	r	a	B	∅	∅	∅	A	R	A	3	∅	∅	∅	7	5	7	142	f	∅	∅	∅	ə	r	a	B	∅	∅	∅	E	R	A	3	∅	∅	∅	7	5	7																						
2	0.3333	5	0.8333	518																							141	a	f	∅	∅	r	a	d	A	B	∅	∅	R	A	T	7	3	∅	∅	5	7	1	142	ə	f	∅	∅	r	a	d	E	B	∅	∅	R	A	T	7	3	∅	∅	5	7	1																						
3	0.5000	4	0.6667	518																							141	r	a	f	∅	a	d	a	R	A	B	∅	A	T	A	5	7	3	∅	7	1	7	142	r	ə	f	∅	a	d	a	R	E	B	∅	A	T	A	5	7	3	∅	7	1	7																						
4	0.6667	3	0.5000	518																							141	a	r	a	f	d	a	∅	A	R	A	B	T	A	∅	7	5	7	3	1	7	∅	142	a	r	ə	f	d	a	∅	A	R	E	B	T	A	∅	7	5	7	3	1	7	∅																						
5	0.8333	2	0.3333	518																							141	d	a	r	a	a	∅	∅	T	A	R	A	A	∅	∅	1	7	5	7	7	∅	∅	142	d	a	r	ə	a	∅	∅	T	A	R	E	A	∅	∅	1	7	5	7	7	∅	∅																						
6	1.0000	1	0.1667	518																							141	a	d	a	r	∅	∅	∅	A	T	A	R	∅	∅	∅	7	1	7	5	∅	∅	∅	142	a	d	a	r	∅	∅	∅	A	T	A	R	∅	∅	∅	7	1	7	5	∅	∅	∅																						
1	0.2500	4	1.0000	519																							143	h	∅	∅	∅	a	g	a	H	∅	∅	∅	A	K	A	3	∅	∅	∅	7	1	7																							144	h	∅	∅	∅	a	g	a	H	∅	∅	∅	A	K	A	3	∅	∅	∅	7	1	7
2	0.5000	3	0.7500	519																							143	a	h	∅	∅	g	a	∅	A	H	∅	∅	K	A	∅	7	3	∅	∅	1	7	∅																							144	a	h	∅	∅	g	a	∅	A	H	∅	∅	K	A	∅	7	3	∅	∅	1	7	∅
3	0.7500	2	0.5000	519																							143	g	a	h	∅	a	∅	∅	K	A	H	∅	A	∅	∅	1	7	3	∅	7	∅	∅																							144	g	a	h	∅	a	∅	∅	K	A	H	∅	A	∅	∅	1	7	3	∅	7	∅	∅
4	1.0000	1	0.2500	519																							143	a	g	a	h	∅	∅	∅	A	K	A	H	∅	∅	∅	7	1	7	3	∅	∅	∅																							144	a	g	a	h	∅	∅	∅	A	K	A	H	∅	∅	∅	7	1	7	3	∅	∅	∅
1	0.2500	4	1.0000	520																							145	m	∅	∅	∅	o	f	a	M	∅	∅	∅	U	B	A	4	∅	∅	∅	7	3	7																							146	m	∅	∅	∅	o	f	a	M	∅	∅	∅	U	B	A	4	∅	∅	∅	7	3	7
2	0.5000	3	0.7500	520																							145	o	m	∅	∅	f	a	∅	U	M	∅	∅	B	A	∅	7	4	∅	∅	3	7	∅																							146	o	m	∅	∅	f	a	∅	U	M	∅	∅	B	A	∅	7	4	∅	∅	3	7	∅
3	0.7500	2	0.5000	520																							145	f	o	m	∅	a	∅	∅	B	U	M	∅	A	∅	∅	3	7	4	∅	7	∅	∅																							146	f	o	m	∅	a	∅	∅	B	U	M	∅	A	∅	∅	3	7	4	∅	7	∅	∅
4	1.0000	1	0.2500	520																							145	a	f	o	m	∅	∅	∅	A	B	U	M	∅	∅	∅	7	3	7	4	∅	∅	∅																							146	a	f	o	m	∅	∅	∅	A	B	U	M	∅	∅	∅	7	3	7	4	∅	∅	∅
1	0.2500	4	1.0000	525	147	h	∅	∅	∅	o	ɾ	e	H	∅	∅	∅	U	R	E	3	∅	∅	∅	7	5	7																																													148	h	∅	∅	∅	oː	r	e	H	∅	∅	∅	U	R	E	3	∅	∅	∅	7	5	7
2	0.5000	3	0.7500	525	147	o	h	∅	∅	ɾ	e	∅	U	H	∅	∅	R	E	∅	7	3	∅	∅	5	7	∅																																													148	oː	h	∅	∅	r	e	∅	U	H	∅	∅	R	E	∅	7	3	∅	∅	5	7	∅
3	0.7500	2	0.5000	525	147	ɾ	o	h	∅	e	∅	∅	R	U	H	∅	E	∅	∅	5	7	3	∅	7	∅	∅																																													148	r	oː	h	∅	e	∅	∅	R	U	H	∅	E	∅	∅	5	7	3	∅	7	∅	∅
4	1.0000	1	0.2500	525	147	e	ɾ	o	h	∅	∅	∅	E	R	U	H	∅	∅	∅	7	5	7	3	∅	∅	∅																																													148	e	r	oː	h	∅	∅	∅	E	R	U	H	∅	∅	∅	7	5	7	3	∅	∅	∅
1	0.2500	4	1.0000	526																							149	g	∅	∅	∅	uː	ɗ	ɛ	K	∅	∅	∅	Y	T	E	1	∅	∅	∅	7	1	7	150	g	∅	∅	∅	ʊ	d	a	K	∅	∅	∅	Y	T	A	1	∅	∅	∅	7	1	7																						
2	0.5000	3	0.7500	526																							149	uː	g	∅	∅	ɗ	ɛ	∅	Y	K	∅	∅	T	E	∅	7	1	∅	∅	1	7	∅	150	ʊ	g	∅	∅	d	a	∅	Y	K	∅	∅	T	A	∅	7	1	∅	∅	1	7	∅																						
3	0.7500	2	0.5000	526																							149	ɗ	uː	g	∅	ɛ	∅	∅	T	Y	K	∅	E	∅	∅	1	7	1	∅	7	∅	∅	150	d	ʊ	g	∅	a	∅	∅	T	Y	K	∅	A	∅	∅	1	7	1	∅	7	∅	∅																						
4	1.0000	1	0.2500	526																							149	ɛ	ɗ	uː	g	∅	∅	∅	E	T	Y	K	∅	∅	∅	7	1	7	1	∅	∅	∅	150	a	d	ʊ	g	∅	∅	∅	A	T	Y	K	∅	∅	∅	7	1	7	1	∅	∅	∅																						
1	0.1429	7	1.0000	531																							151	m	∅	∅	∅	ə	r	i	M	∅	∅	∅	E	R	I	4	∅	∅	∅	7	5	7																							152	m	∅	∅	∅	ə	r	i	M	∅	∅	∅	E	R	I	4	∅	∅	∅	7	5	7
2	0.2857	6	0.8571	531																							151	ə	m	∅	∅	r	i	ɛ	E	M	∅	∅	R	I	E	7	4	∅	∅	5	7	7																							152	ə	m	∅	∅	r	i	ɛ	E	M	∅	∅	R	I	E	7	4	∅	∅	5	7	7
3	0.4286	5	0.7143	531																							151	r	ə	m	∅	i	ɛ	n	R	E	M	∅	I	E	N	5	7	4	∅	7	7	4																							152	r	ə	m	∅	i	ɛ	n	R	E	M	∅	I	E	N	5	7	4	∅	7	7	4
4	0.5714	4	0.5714	531																							151	i	r	ə	m	ɛ	n	e	I	R	E	M	E	N	E	7	5	7	4	7	4	7																							152	i	r	ə	m	ɛ	n	e	I	R	E	M	E	N	E	7	5	7	4	7	4	7
5	0.7143	3	0.4286	531																							151	ɛ	i	r	ə	n	e	∅	E	I	R	E	N	E	∅	7	7	5	7	4	7	∅																							152	ɛ	i	r	ə	n	e	∅	E	I	R	E	N	E	∅	7	7	5	7	4	7	∅
6	0.8571	2	0.2857	531																							151	n	ɛ	i	r	e	∅	∅	N	E	I	R	E	∅	∅	4	7	7	5	7	∅	∅																							152	n	ɛ	i	r	e	∅	∅	N	E	I	R	E	∅	∅	4	7	7	5	7	∅	∅
7	1.0000	1	0.1429	531																							151	e	n	ɛ	i	∅	∅	∅	E	N	E	I	∅	∅	∅	7	4	7	7	∅	∅	∅																							152	e	n	ɛ	i	∅	∅	∅	E	N	E	I	∅	∅	∅	7	4	7	7	∅	∅	∅
1	0.2000	5	1.0000	536	153	k	∅	∅	∅	ʔ	eː	t	K	∅	∅	∅	H	E	T	1	∅	∅	∅	1	7	1	154	k	∅	∅	∅	-	eː	d	K	∅	∅	∅	_	E	T	1	∅	∅	∅	0	7	1	155	k	∅	∅	∅	ʔ	eː	d	K	∅	∅	∅	H	E	T	1	∅	∅	∅	1	7	1																						
2	0.4000	4	0.8000	536	153	ʔ	k	∅	∅	eː	t	e	H	K	∅	∅	E	T	E	1	1	∅	∅	7	1	7	154	-	k	∅	∅	eː	d	e	_	K	∅	∅	E	T	E	0	1	∅	∅	7	1	7	155	ʔ	k	∅	∅	eː	d	a	H	K	∅	∅	E	T	A	1	1	∅	∅	7	1	7																						
3	0.6000	3	0.6000	536	153	eː	ʔ	k	∅	t	e	∅	E	H	K	∅	T	E	∅	7	1	1	∅	1	7	∅	154	eː	-	k	∅	d	e	∅	E	_	K	∅	T	E	∅	7	0	1	∅	1	7	∅	155	eː	ʔ	k	∅	d	a	∅	E	H	K	∅	T	A	∅	7	1	1	∅	1	7	∅																						
4	0.8000	2	0.4000	536	153	t	eː	ʔ	k	e	∅	∅	T	E	H	K	E	∅	∅	1	7	1	1	7	∅	∅	154	d	eː	-	k	e	∅	∅	T	E	_	K	E	∅	∅	1	7	0	1	7	∅	∅	155	d	eː	ʔ	k	a	∅	∅	T	E	H	K	A	∅	∅	1	7	1	1	7	∅	∅																						
5	1.0000	1	0.2000	536	153	e	t	eː	ʔ	∅	∅	∅	E	T	E	H	∅	∅	∅	7	1	7	1	∅	∅	∅	154	e	d	eː	-	∅	∅	∅	E	T	E	_	∅	∅	∅	7	1	7	0	∅	∅	∅	155	a	d	eː	ʔ	∅	∅	∅	A	T	E	H	∅	∅	∅	7	1	7	1	∅	∅	∅																						
1	0.2000	5	1.0000	542																							156	s	∅	∅	∅	oː	s	o	S	∅	∅	∅	U	S	U	3	∅	∅	∅	7	3	7	157	s	∅	∅	∅	ɔ	s	ɔ	S	∅	∅	∅	U	S	U	3	∅	∅	∅	7	3	7	158	z	∅	∅	∅	o	z	o	S	∅	∅	∅	U	S	U	3	∅	∅	∅	7	3	7
2	0.4000	4	0.8000	542																							156	oː	s	∅	∅	s	o	ʔ	U	S	∅	∅	S	U	H	7	3	∅	∅	3	7	1	157	ɔ	s	∅	∅	s	ɔ	ʔ	U	S	∅	∅	S	U	H	7	3	∅	∅	3	7	1	158	o	z	∅	∅	z	o	-	U	S	∅	∅	S	U	_	7	3	∅	∅	3	7	0
3	0.6000	3	0.6000	542																							156	s	oː	s	∅	o	ʔ	∅	S	U	S	∅	U	H	∅	3	7	3	∅	7	1	∅	157	s	ɔ	s	∅	ɔ	ʔ	∅	S	U	S	∅	U	H	∅	3	7	3	∅	7	1	∅	158	z	o	z	∅	o	-	∅	S	U	S	∅	U	_	∅	3	7	3	∅	7	0	∅
4	0.8000	2	0.4000	542																							156	o	s	oː	s	ʔ	∅	∅	U	S	U	S	H	∅	∅	7	3	7	3	1	∅	∅	157	ɔ	s	ɔ	s	ʔ	∅	∅	U	S	U	S	H	∅	∅	7	3	7	3	1	∅	∅	158	o	z	o	z	-	∅	∅	U	S	U	S	_	∅	∅	7	3	7	3	0	∅	∅
5	1.0000	1	0.2000	542																							156	ʔ	o	s	oː	∅	∅	∅	H	U	S	U	∅	∅	∅	1	7	3	7	∅	∅	∅	157	ʔ	ɔ	s	ɔ	∅	∅	∅	H	U	S	U	∅	∅	∅	1	7	3	7	∅	∅	∅	158	-	o	z	o	∅	∅	∅	_	U	S	U	∅	∅	∅	0	7	3	7	∅	∅	∅
1	0.2000	5	1.0000	558																							159	m	∅	∅	∅	u	l	h	M	∅	∅	∅	Y	L	H	4	∅	∅	∅	7	5	3	160	m	∅	∅	∅	u	l	h	M	∅	∅	∅	Y	L	H	4	∅	∅	∅	7	5	3	161	m	∅	∅	∅	u	l	h	M	∅	∅	∅	Y	L	H	4	∅	∅	∅	7	5	3
2	0.4000	4	0.8000	558																							159	u	m	∅	∅	l	h	i	Y	M	∅	∅	L	H	I	7	4	∅	∅	5	3	7	160	u	m	∅	∅	l	h	i	Y	M	∅	∅	L	H	I	7	4	∅	∅	5	3	7	161	u	m	∅	∅	l	h	i	Y	M	∅	∅	L	H	I	7	4	∅	∅	5	3	7
3	0.6000	3	0.6000	558																							159	l	u	m	∅	h	i	∅	L	Y	M	∅	H	I	∅	5	7	4	∅	3	7	∅	160	l	u	m	∅	h	i	∅	L	Y	M	∅	H	I	∅	5	7	4	∅	3	7	∅	161	l	u	m	∅	h	i	∅	L	Y	M	∅	H	I	∅	5	7	4	∅	3	7	∅
4	0.8000	2	0.4000	558																							159	h	l	u	m	i	∅	∅	H	L	Y	M	I	∅	∅	3	5	7	4	7	∅	∅	160	h	l	u	m	i	∅	∅	H	L	Y	M	I	∅	∅	3	5	7	4	7	∅	∅	161	h	l	u	m	i	∅	∅	H	L	Y	M	I	∅	∅	3	5	7	4	7	∅	∅
