index	index_p	rindex	rindex_p	cogid	id_BelejeGonfoye	segment_BelejeGonfoye	segment_BelejeGonfoye_L1	segment_BelejeGonfoye_L2	segment_BelejeGonfoye_L3	segment_BelejeGonfoye_R1	segment_BelejeGonfoye_R2	segment_BelejeGonfoye_R3	SC_BelejeGonfoye	SC_BelejeGonfoye_L1	SC_BelejeGonfoye_L2	SC_BelejeGonfoye_L3	SC_BelejeGonfoye_R1	SC_BelejeGonfoye_R2	SC_BelejeGonfoye_R3	PROSODY_BelejeGonfoye	PROSODY_BelejeGonfoye_L1	PROSODY_BelejeGonfoye_L2	PROSODY_BelejeGonfoye_L3	PROSODY_BelejeGonfoye_R1	PROSODY_BelejeGonfoye_R2	PROSODY_BelejeGonfoye_R3	id_Fadashi	segment_Fadashi	segment_Fadashi_L1	segment_Fadashi_L2	segment_Fadashi_L3	segment_Fadashi_R1	segment_Fadashi_R2	segment_Fadashi_R3	SC_Fadashi	SC_Fadashi_L1	SC_Fadashi_L2	SC_Fadashi_L3	SC_Fadashi_R1	SC_Fadashi_R2	SC_Fadashi_R3	PROSODY_Fadashi	PROSODY_Fadashi_L1	PROSODY_Fadashi_L2	PROSODY_Fadashi_L3	PROSODY_Fadashi_R1	PROSODY_Fadashi_R2	PROSODY_Fadashi_R3	id_Maiyu	segment_Maiyu	segment_Maiyu_L1	segment_Maiyu_L2	segment_Maiyu_L3	segment_Maiyu_R1	segment_Maiyu_R2	segment_Maiyu_R3	SC_Maiyu	SC_Maiyu_L1	SC_Maiyu_L2	SC_Maiyu_L3	SC_Maiyu_R1	SC_Maiyu_R2	SC_Maiyu_R3	PROSODY_Maiyu	PROSODY_Maiyu_L1	PROSODY_Maiyu_L2	PROSODY_Maiyu_L3	PROSODY_Maiyu_R1	PROSODY_Maiyu_R2	PROSODY_Maiyu_R3	id_Undulu	segment_Undulu	segment_Undulu_L1	segment_Undulu_L2	segment_Undulu_L3	segment_Undulu_R1	segment_Undulu_R2	segment_Undulu_R3	SC_Undulu	SC_Undulu_L1	SC_Undulu_L2	SC_Undulu_L3	SC_Undulu_R1	SC_Undulu_R2	SC_Undulu_R3	PROSODY_Undulu	PROSODY_Undulu_L1	PROSODY_Undulu_L2	PROSODY_Undulu_L3	PROSODY_Undulu_R1	PROSODY_Undulu_R2	PROSODY_Undulu_R3
1	0.2500	4	1.0000	837	389	m	∅	∅	∅	aː	s	i	M	∅	∅	∅	A	S	I	4	∅	∅	∅	7	3	7	390	m	∅	∅	∅	aː	ʃ	i	M	∅	∅	∅	A	S	I	4	∅	∅	∅	7	3	7																							391	m	∅	∅	∅	aː	ʃ	i	M	∅	∅	∅	A	S	I	4	∅	∅	∅	7	3	7
2	0.5000	3	0.7500	837	389	aː	m	∅	∅	s	i	∅	A	M	∅	∅	S	I	∅	7	4	∅	∅	3	7	∅	390	aː	m	∅	∅	ʃ	i	∅	A	M	∅	∅	S	I	∅	7	4	∅	∅	3	7	∅																							391	aː	m	∅	∅	ʃ	i	∅	A	M	∅	∅	S	I	∅	7	4	∅	∅	3	7	∅
3	0.7500	2	0.5000	837	389	s	aː	m	∅	i	∅	∅	S	A	M	∅	I	∅	∅	3	7	4	∅	7	∅	∅	390	ʃ	aː	m	∅	i	∅	∅	S	A	M	∅	I	∅	∅	3	7	4	∅	7	∅	∅																							391	ʃ	aː	m	∅	i	∅	∅	S	A	M	∅	I	∅	∅	3	7	4	∅	7	∅	∅
4	1.0000	1	0.2500	837	389	i	s	aː	m	∅	∅	∅	I	S	A	M	∅	∅	∅	7	3	7	4	∅	∅	∅	390	i	ʃ	aː	m	∅	∅	∅	I	S	A	M	∅	∅	∅	7	3	7	4	∅	∅	∅																							391	i	ʃ	aː	m	∅	∅	∅	I	S	A	M	∅	∅	∅	7	3	7	4	∅	∅	∅
1	0.1667	6	1.0000	842	392	ɗ	∅	∅	∅	o	ŋ	o	T	∅	∅	∅	U	N	U	1	∅	∅	∅	7	4	7	393	ɗ	∅	∅	∅	o	ŋ	o	T	∅	∅	∅	U	N	U	1	∅	∅	∅	7	4	7	394	ɗ	∅	∅	∅	ɔ	ŋ	ɔ	T	∅	∅	∅	U	N	U	1	∅	∅	∅	7	4	7																						
2	0.3333	5	0.8333	842	392	o	ɗ	∅	∅	ŋ	o	s	U	T	∅	∅	N	U	S	7	1	∅	∅	4	7	3	393	o	ɗ	∅	∅	ŋ	o	ʃ	U	T	∅	∅	N	U	S	7	1	∅	∅	4	7	3	394	ɔ	ɗ	∅	∅	ŋ	ɔ	ʃ	U	T	∅	∅	N	U	S	7	1	∅	∅	4	7	3																						
3	0.5000	4	0.6667	842	392	ŋ	o	ɗ	∅	o	s	e	N	U	T	∅	U	S	E	4	7	1	∅	7	3	7	393	ŋ	o	ɗ	∅	o	ʃ	a	N	U	T	∅	U	S	A	4	7	1	∅	7	3	7	394	ŋ	ɔ	ɗ	∅	ɔ	ʃ	a	N	U	T	∅	U	S	A	4	7	1	∅	7	3	7																						
4	0.6667	3	0.5000	842	392	o	ŋ	o	ɗ	s	e	∅	U	N	U	T	S	E	∅	7	4	7	1	3	7	∅	393	o	ŋ	o	ɗ	ʃ	a	∅	U	N	U	T	S	A	∅	7	4	7	1	3	7	∅	394	ɔ	ŋ	ɔ	ɗ	ʃ	a	∅	U	N	U	T	S	A	∅	7	4	7	1	3	7	∅																						
5	0.8333	2	0.3333	842	392	s	o	ŋ	o	e	∅	∅	S	U	N	U	E	∅	∅	3	7	4	7	7	∅	∅	393	ʃ	o	ŋ	o	a	∅	∅	S	U	N	U	A	∅	∅	3	7	4	7	7	∅	∅	394	ʃ	ɔ	ŋ	ɔ	a	∅	∅	S	U	N	U	A	∅	∅	3	7	4	7	7	∅	∅																						
6	1.0000	1	0.1667	842	392	e	s	o	ŋ	∅	∅	∅	E	S	U	N	∅	∅	∅	7	3	7	4	∅	∅	∅	393	a	ʃ	o	ŋ	∅	∅	∅	A	S	U	N	∅	∅	∅	7	3	7	4	∅	∅	∅	394	a	ʃ	ɔ	ŋ	∅	∅	∅	A	S	U	N	∅	∅	∅	7	3	7	4	∅	∅	∅																						
1	0.2000	5	1.0000	853																							395	t	∅	∅	∅	i	r	ʃ	T	∅	∅	∅	I	R	S	1	∅	∅	∅	7	5	3	396	d	∅	∅	∅	i	r	ʃ	T	∅	∅	∅	I	R	S	1	∅	∅	∅	7	5	3	397	θ	∅	∅	∅	ə	r	ʃ	D	∅	∅	∅	E	R	S	3	∅	∅	∅	7	5	3
2	0.4000	4	0.8000	853																							395	i	t	∅	∅	r	ʃ	a	I	T	∅	∅	R	S	A	7	1	∅	∅	5	3	7	396	i	d	∅	∅	r	ʃ	a	I	T	∅	∅	R	S	A	7	1	∅	∅	5	3	7	397	ə	θ	∅	∅	r	ʃ	a	E	D	∅	∅	R	S	A	7	3	∅	∅	5	3	7
3	0.6000	3	0.6000	853																							395	r	i	t	∅	ʃ	a	∅	R	I	T	∅	S	A	∅	5	7	1	∅	3	7	∅	396	r	i	d	∅	ʃ	a	∅	R	I	T	∅	S	A	∅	5	7	1	∅	3	7	∅	397	r	ə	θ	∅	ʃ	a	∅	R	E	D	∅	S	A	∅	5	7	3	∅	3	7	∅
4	0.8000	2	0.4000	853																							395	ʃ	r	i	t	a	∅	∅	S	R	I	T	A	∅	∅	3	5	7	1	7	∅	∅	396	ʃ	r	i	d	a	∅	∅	S	R	I	T	A	∅	∅	3	5	7	1	7	∅	∅	397	ʃ	r	ə	θ	a	∅	∅	S	R	E	D	A	∅	∅	3	5	7	3	7	∅	∅
5	1.0000	1	0.2000	853																							395	a	ʃ	r	i	∅	∅	∅	A	S	R	I	∅	∅	∅	7	3	5	7	∅	∅	∅	396	a	ʃ	r	i	∅	∅	∅	A	S	R	I	∅	∅	∅	7	3	5	7	∅	∅	∅	397	a	ʃ	r	ə	∅	∅	∅	A	S	R	E	∅	∅	∅	7	3	5	7	∅	∅	∅
1	0.1667	6	1.0000	859																							398	k	∅	∅	∅	ʔ	o	s	K	∅	∅	∅	H	U	S	1	∅	∅	∅	1	7	3	399	k	∅	∅	∅	ʔ	ɔ	s	K	∅	∅	∅	H	U	S	1	∅	∅	∅	1	7	3																						
2	0.3333	5	0.8333	859																							398	ʔ	k	∅	∅	o	s	-	H	K	∅	∅	U	S	_	1	1	∅	∅	7	3	0	399	ʔ	k	∅	∅	ɔ	s	ʔ	H	K	∅	∅	U	S	H	1	1	∅	∅	7	3	1																						
3	0.5000	4	0.6667	859																							398	o	ʔ	k	∅	s	-	i	U	H	K	∅	S	_	I	7	1	1	∅	3	0	7	399	ɔ	ʔ	k	∅	s	ʔ	i	U	H	K	∅	S	H	I	7	1	1	∅	3	1	7																						
4	0.6667	3	0.5000	859																							398	s	o	ʔ	k	-	i	∅	S	U	H	K	_	I	∅	3	7	1	1	0	7	∅	399	s	ɔ	ʔ	k	ʔ	i	∅	S	U	H	K	H	I	∅	3	7	1	1	1	7	∅																						
5	0.8333	2	0.3333	859																							398	-	s	o	ʔ	i	∅	∅	_	S	U	H	I	∅	∅	0	3	7	1	7	∅	∅	399	ʔ	s	ɔ	ʔ	i	∅	∅	H	S	U	H	I	∅	∅	1	3	7	1	7	∅	∅																						
6	1.0000	1	0.1667	859																							398	i	-	s	o	∅	∅	∅	I	_	S	U	∅	∅	∅	7	0	3	7	∅	∅	∅	399	i	ʔ	s	ɔ	∅	∅	∅	I	H	S	U	∅	∅	∅	7	1	3	7	∅	∅	∅																						
1	0.1429	7	1.0000	864	400	a	∅	∅	∅	ŋ	o	n	A	∅	∅	∅	N	U	N	7	∅	∅	∅	4	7	4	401	a	∅	∅	∅	ŋ	o	n	A	∅	∅	∅	N	U	N	7	∅	∅	∅	4	7	4	402	a	∅	∅	∅	ŋ	ɔ	n	A	∅	∅	∅	N	U	N	7	∅	∅	∅	4	7	4	403	a	∅	∅	∅	ŋː	o	n	A	∅	∅	∅	N	U	N	7	∅	∅	∅	4	7	4
2	0.2857	6	0.8571	864	400	ŋ	a	∅	∅	o	n	ɛ	N	A	∅	∅	U	N	E	4	7	∅	∅	7	4	7	401	ŋ	a	∅	∅	o	n	-	N	A	∅	∅	U	N	_	4	7	∅	∅	7	4	0	402	ŋ	a	∅	∅	ɔ	n	-	N	A	∅	∅	U	N	_	4	7	∅	∅	7	4	0	403	ŋː	a	∅	∅	o	n	-	N	A	∅	∅	U	N	_	4	7	∅	∅	7	4	0
3	0.4286	5	0.7143	864	400	o	ŋ	a	∅	n	ɛ	n	U	N	A	∅	N	E	N	7	4	7	∅	4	7	4	401	o	ŋ	a	∅	n	-	-	U	N	A	∅	N	_	_	7	4	7	∅	4	0	0	402	ɔ	ŋ	a	∅	n	-	-	U	N	A	∅	N	_	_	7	4	7	∅	4	0	0	403	o	ŋː	a	∅	n	-	-	U	N	A	∅	N	_	_	7	4	7	∅	4	0	0
4	0.5714	4	0.5714	864	400	n	o	ŋ	a	ɛ	n	e	N	U	N	A	E	N	E	4	7	4	7	7	4	7	401	n	o	ŋ	a	-	-	i	N	U	N	A	_	_	I	4	7	4	7	0	0	7	402	n	ɔ	ŋ	a	-	-	a	N	U	N	A	_	_	A	4	7	4	7	0	0	7	403	n	o	ŋː	a	-	-	i	N	U	N	A	_	_	I	4	7	4	7	0	0	7
5	0.7143	3	0.4286	864	400	ɛ	n	o	ŋ	n	e	∅	E	N	U	N	N	E	∅	7	4	7	4	4	7	∅	401	-	n	o	ŋ	-	i	∅	_	N	U	N	_	I	∅	0	4	7	4	0	7	∅	402	-	n	ɔ	ŋ	-	a	∅	_	N	U	N	_	A	∅	0	4	7	4	0	7	∅	403	-	n	o	ŋː	-	i	∅	_	N	U	N	_	I	∅	0	4	7	4	0	7	∅
6	0.8571	2	0.2857	864	400	n	ɛ	n	o	e	∅	∅	N	E	N	U	E	∅	∅	4	7	4	7	7	∅	∅	401	-	-	n	o	i	∅	∅	_	_	N	U	I	∅	∅	0	0	4	7	7	∅	∅	402	-	-	n	ɔ	a	∅	∅	_	_	N	U	A	∅	∅	0	0	4	7	7	∅	∅	403	-	-	n	o	i	∅	∅	_	_	N	U	I	∅	∅	0	0	4	7	7	∅	∅
7	1.0000	1	0.1429	864	400	e	n	ɛ	n	∅	∅	∅	E	N	E	N	∅	∅	∅	7	4	7	4	∅	∅	∅	401	i	-	-	n	∅	∅	∅	I	_	_	N	∅	∅	∅	7	0	0	4	∅	∅	∅	402	a	-	-	n	∅	∅	∅	A	_	_	N	∅	∅	∅	7	0	0	4	∅	∅	∅	403	i	-	-	n	∅	∅	∅	I	_	_	N	∅	∅	∅	7	0	0	4	∅	∅	∅
1	0.2500	4	1.0000	869	404	ɗ	∅	∅	∅	uː	l	a	T	∅	∅	∅	Y	L	A	1	∅	∅	∅	7	5	7	405	ɗ	∅	∅	∅	oː	θ	a	T	∅	∅	∅	U	D	A	1	∅	∅	∅	7	3	7	406	ɗ	∅	∅	∅	ʊː	θ	a	T	∅	∅	∅	Y	D	A	1	∅	∅	∅	7	3	7	407	ɗ	∅	∅	∅	uː	θ	a	T	∅	∅	∅	Y	D	A	1	∅	∅	∅	7	3	7
2	0.5000	3	0.7500	869	404	uː	ɗ	∅	∅	l	a	∅	Y	T	∅	∅	L	A	∅	7	1	∅	∅	5	7	∅	405	oː	ɗ	∅	∅	θ	a	∅	U	T	∅	∅	D	A	∅	7	1	∅	∅	3	7	∅	406	ʊː	ɗ	∅	∅	θ	a	∅	Y	T	∅	∅	D	A	∅	7	1	∅	∅	3	7	∅	407	uː	ɗ	∅	∅	θ	a	∅	Y	T	∅	∅	D	A	∅	7	1	∅	∅	3	7	∅
3	0.7500	2	0.5000	869	404	l	uː	ɗ	∅	a	∅	∅	L	Y	T	∅	A	∅	∅	5	7	1	∅	7	∅	∅	405	θ	oː	ɗ	∅	a	∅	∅	D	U	T	∅	A	∅	∅	3	7	1	∅	7	∅	∅	406	θ	ʊː	ɗ	∅	a	∅	∅	D	Y	T	∅	A	∅	∅	3	7	1	∅	7	∅	∅	407	θ	uː	ɗ	∅	a	∅	∅	D	Y	T	∅	A	∅	∅	3	7	1	∅	7	∅	∅
4	1.0000	1	0.2500	869	404	a	l	uː	ɗ	∅	∅	∅	A	L	Y	T	∅	∅	∅	7	5	7	1	∅	∅	∅	405	a	θ	oː	ɗ	∅	∅	∅	A	D	U	T	∅	∅	∅	7	3	7	1	∅	∅	∅	406	a	θ	ʊː	ɗ	∅	∅	∅	A	D	Y	T	∅	∅	∅	7	3	7	1	∅	∅	∅	407	a	θ	uː	ɗ	∅	∅	∅	A	D	Y	T	∅	∅	∅	7	3	7	1	∅	∅	∅
1	0.1667	6	1.0000	875																							408	h	∅	∅	∅	a	r	o	H	∅	∅	∅	A	R	U	3	∅	∅	∅	7	5	7																							409	g	∅	∅	∅	o	r	o	K	∅	∅	∅	U	R	U	1	∅	∅	∅	7	5	7
2	0.3333	5	0.8333	875																							408	a	h	∅	∅	r	o	ɗ	A	H	∅	∅	R	U	T	7	3	∅	∅	5	7	1																							409	o	g	∅	∅	r	o	ɗ	U	K	∅	∅	R	U	T	7	1	∅	∅	5	7	1
3	0.5000	4	0.6667	875																							408	r	a	h	∅	o	ɗ	i	R	A	H	∅	U	T	I	5	7	3	∅	7	1	7																							409	r	o	g	∅	o	ɗ	i	R	U	K	∅	U	T	I	5	7	1	∅	7	1	7
4	0.6667	3	0.5000	875																							408	o	r	a	h	ɗ	i	∅	U	R	A	H	T	I	∅	7	5	7	3	1	7	∅																							409	o	r	o	g	ɗ	i	∅	U	R	U	K	T	I	∅	7	5	7	1	1	7	∅
5	0.8333	2	0.3333	875																							408	ɗ	o	r	a	i	∅	∅	T	U	R	A	I	∅	∅	1	7	5	7	7	∅	∅																							409	ɗ	o	r	o	i	∅	∅	T	U	R	U	I	∅	∅	1	7	5	7	7	∅	∅
6	1.0000	1	0.1667	875																							408	i	ɗ	o	r	∅	∅	∅	I	T	U	R	∅	∅	∅	7	1	7	5	∅	∅	∅																							409	i	ɗ	o	r	∅	∅	∅	I	T	U	R	∅	∅	∅	7	1	7	5	∅	∅	∅
1	0.1111	9	1.0000	879	410	a	∅	∅	∅	b	a	r	A	∅	∅	∅	P	A	R	7	∅	∅	∅	1	7	5	411	a	∅	∅	∅	b	a	r	A	∅	∅	∅	P	A	R	7	∅	∅	∅	1	7	5	412	a	∅	∅	∅	b	a	r	A	∅	∅	∅	P	A	R	7	∅	∅	∅	1	7	5																						
2	0.2222	8	0.8889	879	410	b	a	∅	∅	a	r	a	P	A	∅	∅	A	R	A	1	7	∅	∅	7	5	7	411	b	a	∅	∅	a	r	a	P	A	∅	∅	A	R	A	1	7	∅	∅	7	5	7	412	b	a	∅	∅	a	r	ə	P	A	∅	∅	A	R	E	1	7	∅	∅	7	5	7																						
3	0.3333	7	0.7778	879	410	a	b	a	∅	r	a	b	A	P	A	∅	R	A	P	7	1	7	∅	5	7	1	411	a	b	a	∅	r	a	b	A	P	A	∅	R	A	P	7	1	7	∅	5	7	1	412	a	b	a	∅	r	ə	b	A	P	A	∅	R	E	P	7	1	7	∅	5	7	1																						
4	0.4444	6	0.6667	879	410	r	a	b	a	a	b	ɛ	R	A	P	A	A	P	E	5	7	1	7	7	1	7	411	r	a	b	a	a	b	ɛ	R	A	P	A	A	P	E	5	7	1	7	7	1	7	412	r	a	b	a	ə	b	ɛ	R	A	P	A	E	P	E	5	7	1	7	7	1	7																						
5	0.5556	5	0.5556	879	410	a	r	a	b	b	ɛ	t	A	R	A	P	P	E	T	7	5	7	1	1	7	1	411	a	r	a	b	b	ɛ	t	A	R	A	P	P	E	T	7	5	7	1	1	7	1	412	ə	r	a	b	b	ɛ	d	E	R	A	P	P	E	T	7	5	7	1	1	7	1																						
6	0.6667	4	0.4444	879	410	b	a	r	a	ɛ	t	i	P	A	R	A	E	T	I	1	7	5	7	7	1	7	411	b	a	r	a	ɛ	t	-	P	A	R	A	E	T	_	1	7	5	7	7	1	0	412	b	ə	r	a	ɛ	d	-	P	E	R	A	E	T	_	1	7	5	7	7	1	0																						
7	0.7778	3	0.3333	879	410	ɛ	b	a	r	t	i	∅	E	P	A	R	T	I	∅	7	1	7	5	1	7	∅	411	ɛ	b	a	r	t	-	∅	E	P	A	R	T	_	∅	7	1	7	5	1	0	∅	412	ɛ	b	ə	r	d	-	∅	E	P	E	R	T	_	∅	7	1	7	5	1	0	∅																						
8	0.8889	2	0.2222	879	410	t	ɛ	b	a	i	∅	∅	T	E	P	A	I	∅	∅	1	7	1	7	7	∅	∅	411	t	ɛ	b	a	-	∅	∅	T	E	P	A	_	∅	∅	1	7	1	7	0	∅	∅	412	d	ɛ	b	ə	-	∅	∅	T	E	P	E	_	∅	∅	1	7	1	7	0	∅	∅																						
9	1.0000	1	0.1111	879	410	i	t	ɛ	b	∅	∅	∅	I	T	E	P	∅	∅	∅	7	1	7	1	∅	∅	∅	411	-	t	ɛ	b	∅	∅	∅	_	T	E	P	∅	∅	∅	0	1	7	1	∅	∅	∅	412	-	d	ɛ	b	∅	∅	∅	_	T	E	P	∅	∅	∅	0	1	7	1	∅	∅	∅																						
1	0.2000	5	1.0000	884	413	g	∅	∅	∅	u	n	d	K	∅	∅	∅	Y	N	T	1	∅	∅	∅	7	4	1	414	g	∅	∅	∅	u	n	d	K	∅	∅	∅	Y	N	T	1	∅	∅	∅	7	4	1	415	g	∅	∅	∅	ʊ	n	d	K	∅	∅	∅	Y	N	T	1	∅	∅	∅	7	4	1	416	g	∅	∅	∅	uː	n	d	K	∅	∅	∅	Y	N	T	1	∅	∅	∅	7	4	1
2	0.4000	4	0.8000	884	413	u	g	∅	∅	n	d	i	Y	K	∅	∅	N	T	I	7	1	∅	∅	4	1	7	414	u	g	∅	∅	n	d	i	Y	K	∅	∅	N	T	I	7	1	∅	∅	4	1	7	415	ʊ	g	∅	∅	n	d	i	Y	K	∅	∅	N	T	I	7	1	∅	∅	4	1	7	416	uː	g	∅	∅	n	d	o	Y	K	∅	∅	N	T	U	7	1	∅	∅	4	1	7
3	0.6000	3	0.6000	884	413	n	u	g	∅	d	i	∅	N	Y	K	∅	T	I	∅	4	7	1	∅	1	7	∅	414	n	u	g	∅	d	i	∅	N	Y	K	∅	T	I	∅	4	7	1	∅	1	7	∅	415	n	ʊ	g	∅	d	i	∅	N	Y	K	∅	T	I	∅	4	7	1	∅	1	7	∅	416	n	uː	g	∅	d	o	∅	N	Y	K	∅	T	U	∅	4	7	1	∅	1	7	∅
4	0.8000	2	0.4000	884	413	d	n	u	g	i	∅	∅	T	N	Y	K	I	∅	∅	1	4	7	1	7	∅	∅	414	d	n	u	g	i	∅	∅	T	N	Y	K	I	∅	∅	1	4	7	1	7	∅	∅	415	d	n	ʊ	g	i	∅	∅	T	N	Y	K	I	∅	∅	1	4	7	1	7	∅	∅	416	d	n	uː	g	o	∅	∅	T	N	Y	K	U	∅	∅	1	4	7	1	7	∅	∅
5	1.0000	1	0.2000	884	413	i	d	n	u	∅	∅	∅	I	T	N	Y	∅	∅	∅	7	1	4	7	∅	∅	∅	414	i	d	n	u	∅	∅	∅	I	T	N	Y	∅	∅	∅	7	1	4	7	∅	∅	∅	415	i	d	n	ʊ	∅	∅	∅	I	T	N	Y	∅	∅	∅	7	1	4	7	∅	∅	∅	416	o	d	n	uː	∅	∅	∅	U	T	N	Y	∅	∅	∅	7	1	4	7	∅	∅	∅
1	0.2000	5	1.0000	889	417	ɓ	∅	∅	∅	-	iː	l	P	∅	∅	∅	_	I	L	1	∅	∅	∅	0	7	5	418	ɓ	∅	∅	∅	-	eː	l	P	∅	∅	∅	_	E	L	1	∅	∅	∅	0	7	5	419	p	∅	∅	∅	ʔ	eː	l	P	∅	∅	∅	H	E	L	1	∅	∅	∅	1	7	5																						
2	0.4000	4	0.8000	889	417	-	ɓ	∅	∅	iː	l	o	_	P	∅	∅	I	L	U	0	1	∅	∅	7	5	7	418	-	ɓ	∅	∅	eː	l	e	_	P	∅	∅	E	L	E	0	1	∅	∅	7	5	7	419	ʔ	p	∅	∅	eː	l	a	H	P	∅	∅	E	L	A	1	1	∅	∅	7	5	7																						
3	0.6000	3	0.6000	889	417	iː	-	ɓ	∅	l	o	∅	I	_	P	∅	L	U	∅	7	0	1	∅	5	7	∅	418	eː	-	ɓ	∅	l	e	∅	E	_	P	∅	L	E	∅	7	0	1	∅	5	7	∅	419	eː	ʔ	p	∅	l	a	∅	E	H	P	∅	L	A	∅	7	1	1	∅	5	7	∅																						
4	0.8000	2	0.4000	889	417	l	iː	-	ɓ	o	∅	∅	L	I	_	P	U	∅	∅	5	7	0	1	7	∅	∅	418	l	eː	-	ɓ	e	∅	∅	L	E	_	P	E	∅	∅	5	7	0	1	7	∅	∅	419	l	eː	ʔ	p	a	∅	∅	L	E	H	P	A	∅	∅	5	7	1	1	7	∅	∅																						
5	1.0000	1	0.2000	889	417	o	l	iː	-	∅	∅	∅	U	L	I	_	∅	∅	∅	7	5	7	0	∅	∅	∅	418	e	l	eː	-	∅	∅	∅	E	L	E	_	∅	∅	∅	7	5	7	0	∅	∅	∅	419	a	l	eː	ʔ	∅	∅	∅	A	L	E	H	∅	∅	∅	7	5	7	1	∅	∅	∅																						
1	0.2500	4	1.0000	894																							420	iː	∅	∅	∅	s	ʔ	u	I	∅	∅	∅	S	H	Y	7	∅	∅	∅	3	1	7	421	iː	∅	∅	∅	s	ʔ	u	I	∅	∅	∅	S	H	Y	7	∅	∅	∅	3	1	7	422	iː	∅	∅	∅	s	ʔ	u	I	∅	∅	∅	S	H	Y	7	∅	∅	∅	3	1	7
2	0.5000	3	0.7500	894																							420	s	iː	∅	∅	ʔ	u	∅	S	I	∅	∅	H	Y	∅	3	7	∅	∅	1	7	∅	421	s	iː	∅	∅	ʔ	u	∅	S	I	∅	∅	H	Y	∅	3	7	∅	∅	1	7	∅	422	s	iː	∅	∅	ʔ	u	∅	S	I	∅	∅	H	Y	∅	3	7	∅	∅	1	7	∅
3	0.7500	2	0.5000	894																							420	ʔ	s	iː	∅	u	∅	∅	H	S	I	∅	Y	∅	∅	1	3	7	∅	7	∅	∅	421	ʔ	s	iː	∅	u	∅	∅	H	S	I	∅	Y	∅	∅	1	3	7	∅	7	∅	∅	422	ʔ	s	iː	∅	u	∅	∅	H	S	I	∅	Y	∅	∅	1	3	7	∅	7	∅	∅
4	1.0000	1	0.2500	894																							420	u	ʔ	s	iː	∅	∅	∅	Y	H	S	I	∅	∅	∅	7	1	3	7	∅	∅	∅	421	u	ʔ	s	iː	∅	∅	∅	Y	H	S	I	∅	∅	∅	7	1	3	7	∅	∅	∅	422	u	ʔ	s	iː	∅	∅	∅	Y	H	S	I	∅	∅	∅	7	1	3	7	∅	∅	∅
1	0.1111	9	1.0000	899																							423	-	∅	∅	∅	ɗ	a	-	_	∅	∅	∅	T	A	_	0	∅	∅	∅	1	7	0	424	a	∅	∅	∅	ɗ	a	-	A	∅	∅	∅	T	A	_	7	∅	∅	∅	1	7	0	425	a	∅	∅	∅	ɗ	a	n	A	∅	∅	∅	T	A	N	7	∅	∅	∅	1	7	4
2	0.2222	8	0.8889	899																							423	ɗ	-	∅	∅	a	-	ɗ	T	_	∅	∅	A	_	T	1	0	∅	∅	7	0	1	424	ɗ	a	∅	∅	a	-	ɗ	T	A	∅	∅	A	_	T	1	7	∅	∅	7	0	1	425	ɗ	a	∅	∅	a	n	ɗ	T	A	∅	∅	A	N	T	1	7	∅	∅	7	4	1
3	0.3333	7	0.7778	899																							423	a	ɗ	-	∅	-	ɗ	a	A	T	_	∅	_	T	A	7	1	0	∅	0	1	7	424	a	ɗ	a	∅	-	ɗ	a	A	T	A	∅	_	T	A	7	1	7	∅	0	1	7	425	a	ɗ	a	∅	n	ɗ	a	A	T	A	∅	N	T	A	7	1	7	∅	4	1	7
4	0.4444	6	0.6667	899																							423	-	a	ɗ	-	ɗ	a	f	_	A	T	_	T	A	B	0	7	1	0	1	7	3	424	-	a	ɗ	a	ɗ	a	f	_	A	T	A	T	A	B	0	7	1	7	1	7	3	425	n	a	ɗ	a	ɗ	a	f	N	A	T	A	T	A	B	4	7	1	7	1	7	3
5	0.5556	5	0.5556	899																							423	ɗ	-	a	ɗ	a	f	e	T	_	A	T	A	B	E	1	0	7	1	7	3	7	424	ɗ	-	a	ɗ	a	f	ɛ	T	_	A	T	A	B	E	1	0	7	1	7	3	7	425	ɗ	n	a	ɗ	a	f	e	T	N	A	T	A	B	E	1	4	7	1	7	3	7
6	0.6667	4	0.4444	899																							423	a	ɗ	-	a	f	e	t	A	T	_	A	B	E	T	7	1	0	7	3	7	1	424	a	ɗ	-	a	f	ɛ	d	A	T	_	A	B	E	T	7	1	0	7	3	7	1	425	a	ɗ	n	a	f	e	t	A	T	N	A	B	E	T	7	1	4	7	3	7	1
7	0.7778	3	0.3333	899																							423	f	a	ɗ	-	e	t	∅	B	A	T	_	E	T	∅	3	7	1	0	7	1	∅	424	f	a	ɗ	-	ɛ	d	∅	B	A	T	_	E	T	∅	3	7	1	0	7	1	∅	425	f	a	ɗ	n	e	t	∅	B	A	T	N	E	T	∅	3	7	1	4	7	1	∅
8	0.8889	2	0.2222	899																							423	e	f	a	ɗ	t	∅	∅	E	B	A	T	T	∅	∅	7	3	7	1	1	∅	∅	424	ɛ	f	a	ɗ	d	∅	∅	E	B	A	T	T	∅	∅	7	3	7	1	1	∅	∅	425	e	f	a	ɗ	t	∅	∅	E	B	A	T	T	∅	∅	7	3	7	1	1	∅	∅
9	1.0000	1	0.1111	899																							423	t	e	f	a	∅	∅	∅	T	E	B	A	∅	∅	∅	1	7	3	7	∅	∅	∅	424	d	ɛ	f	a	∅	∅	∅	T	E	B	A	∅	∅	∅	1	7	3	7	∅	∅	∅	425	t	e	f	a	∅	∅	∅	T	E	B	A	∅	∅	∅	1	7	3	7	∅	∅	∅
