** /proj/evolang2022/tiago/ST2022/data-surprise/bantubvd/solutions-0.10.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
Achang               2.2069        0.5325       0.4687         0.3116       1.7241        0.4319       0.5350         0.4233
Bela                 2.0517        0.5537       0.4905         0.2742       2.0172        0.5474       0.4800         0.3055
Lashi                2.0517        0.5112       0.5354         0.3367       1.7241        0.4537       0.5947         0.3840
Maru                 2.1897        0.5787       0.5028         0.2760       1.9483        0.5195       0.5316         0.3417
Phon                 1.9138        0.4937       0.5075         0.3424       1.6379        0.4210       0.5225         0.4175
WrittenBurmese       1.6379        0.5158       0.5107         0.3390       1.2759        0.4299       0.5500         0.4332
Zaiwa                1.8793        0.4862       0.5706         0.3224       1.2931        0.3451       0.6522         0.4780
TOTAL                1.9901        0.5245       0.5123         0.3146       1.6601        0.4498       0.5523         0.3976


** /proj/evolang2022/tiago/ST2022/data/mannburmish/solutions-0.20.tsv
Language          ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
--------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Achang               1.9646        0.4976       0.4444         0.3524       1.6460        0.4308       0.5002         0.4207
Bela                 1.8925        0.5106       0.4639         0.3290       2.1505        0.5749       0.4311         0.2847
Lashi                2.0000        0.4930       0.4856         0.3463       1.7913        0.4758       0.4893         0.3573
Maru                 2.1622        0.5751       0.4322         0.2803       2.0090        0.5437       0.4742         0.3049
Phon                 2.0105        0.5470       0.4403         0.3049       2.1579        0.5728       0.4041         0.2971
WrittenBurmese       1.9027        0.5745       0.3946         0.2760       1.4956        0.4857       0.4587         0.3779
Zaiwa                1.7857        0.4685       0.5322         0.3555       1.6518        0.4454       0.5328         0.3848
TOTAL                1.9597        0.5238       0.4562         0.3206       1.8432        0.5042       0.4701         0.3468


** /proj/evolang2022/tiago/ST2022/data/mannburmish/solutions-0.30.tsv
Language          ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
--------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Achang               2.2807        0.5389       0.3986         0.2898       1.9240        0.4917       0.4297         0.3629
Bela                 2.0840        0.5601       0.4316         0.2678       2.6303        0.6922       0.3137         0.1952
Lashi                1.9827        0.4880       0.4712         0.3427       1.8555        0.4939       0.4853         0.3358
Maru                 2.2651        0.5876       0.3986         0.2707       2.1747        0.5756       0.4000         0.2657
Phon                 2.3134        0.6088       0.3835         0.2528       2.4254        0.6046       0.3363         0.2730
WrittenBurmese       1.9212        0.5715       0.3788         0.2881       1.8545        0.5969       0.3503         0.2574
Zaiwa                1.8623        0.4802       0.4894         0.3488       1.8802        0.4898       0.4528         0.3502
TOTAL                2.1013        0.5479       0.4217         0.2944       2.1064        0.5635       0.3954         0.2914


** /proj/evolang2022/tiago/ST2022/data/mannburmish/solutions-0.40.tsv
Language          ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
--------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Achang               2.2568        0.5339       0.3924         0.3012       2.0450        0.5155       0.4063         0.3257
Bela                 2.1549        0.5725       0.4019         0.2633       2.8169        0.7222       0.2757         0.1746
Lashi                2.1528        0.5214       0.4137         0.3176       2.0742        0.5429       0.4306         0.2878
Maru                 2.2791        0.5953       0.3736         0.2695       2.3674        0.6250       0.3496         0.2341
Phon                 2.4267        0.6459       0.3646         0.2275       2.5400        0.6504       0.3380         0.2458
WrittenBurmese       2.0290        0.5960       0.3462         0.2622       1.8261        0.5919       0.3625         0.2593
Zaiwa                1.9163        0.4938       0.4520         0.3340       2.0000        0.5162       0.4138         0.2978
TOTAL                2.1736        0.5656       0.3921         0.2822       2.2385        0.5949       0.3681         0.2607


** /proj/evolang2022/tiago/ST2022/data/mannburmish/solutions-0.50.tsv
Language          ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
--------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Achang               2.3690        0.5663       0.3753         0.2761       2.4022        0.5960       0.3612         0.2384
Bela                 2.5633        0.6448       0.3267         0.2211       2.8671        0.7450       0.2497         0.1548
Lashi                2.2448        0.5650       0.3946         0.2803       2.3392        0.6121       0.3675         0.2345
Maru                 2.5150        0.6620       0.3205         0.2040       2.8195        0.7397       0.2566         0.1365
Phon                 2.4534        0.6542       0.3649         0.2124       2.8758        0.7412       0.2896         0.1543
WrittenBurmese       2.0121        0.5975       0.3490         0.2641       2.1255        0.6658       0.3158         0.1826
Zaiwa                2.1045        0.5442       0.4049         0.2954       2.6903        0.6960       0.2940         0.1698
TOTAL                2.3232        0.6049       0.3623         0.2505       2.5885        0.6851       0.3049         0.1816


