** /proj/evolang2022/tiago/ST2022/data-surprise/bantubvd/solutions-0.10.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
** /proj/evolang2022/tiago/ST2022/data/castrosui/solutions-0.20.tsv
Language                  ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
AntangWesternSandong         0.1429        0.0350       0.9564         0.9415       0.1238        0.0288       0.9531         0.9506
BanliangYangAn               0.3286        0.0850       0.8911         0.8617       0.3190        0.0779       0.8956         0.8706
DujiangEasternSandong        0.0762        0.0186       0.9796         0.9680       0.1143        0.0268       0.9622         0.9517
JiaoliPandong                0.4524        0.1093       0.8494         0.8306       0.5857        0.1472       0.8168         0.7711
JiarongSouthernSandong       0.2048        0.0514       0.9302         0.9150       0.1857        0.0438       0.9359         0.9269
JiuqianSouthernSandong       0.1286        0.0301       0.9590         0.9481       0.2000        0.0477       0.9337         0.9205
Pandong                      0.3095        0.0684       0.8838         0.8916       0.4238        0.0980       0.8353         0.8441
RenliEasternSandong          0.1429        0.0324       0.9530         0.9446       0.1095        0.0248       0.9631         0.9603
SanjiangEasternSandong       0.1190        0.0290       0.9603         0.9526       0.0714        0.0161       0.9726         0.9746
ShuigenCentralSandong        0.1143        0.0280       0.9625         0.9550       0.1333        0.0319       0.9528         0.9494
ShuiweiSouthernSandong       0.1571        0.0394       0.9446         0.9399       0.2095        0.0517       0.9366         0.9189
ShuiyaoSouthernSandong       0.2190        0.0531       0.9211         0.9121       0.2429        0.0571       0.9188         0.9042
TangnianYangAn               0.3048        0.0775       0.9027         0.8745       0.2762        0.0686       0.8978         0.8882
TangzhouWesternSandong       0.1476        0.0356       0.9521         0.9413       0.1810        0.0439       0.9357         0.9264
TingpaiWesternSandong        0.1667        0.0397       0.9438         0.9325       0.2810        0.0713       0.9108         0.8817
ZhongheCentralSandong        0.0810        0.0200       0.9714         0.9654       0.1810        0.0440       0.9384         0.9275
TOTAL                        0.1935        0.0470       0.9351         0.9234       0.2274        0.0550       0.9224         0.9104


** /proj/evolang2022/tiago/ST2022/data/castrosui/solutions-0.30.tsv
Language                  ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
AntangWesternSandong         0.1561        0.0385       0.9460         0.9379       0.1656        0.0399       0.9359         0.9354
BanliangYangAn               0.3151        0.0821       0.8845         0.8661       0.2958        0.0725       0.9062         0.8787
DujiangEasternSandong        0.1369        0.0372       0.9587         0.9391       0.1847        0.0511       0.9428         0.9144
JiaoliPandong                0.4397        0.1041       0.8423         0.8409       0.5831        0.1489       0.8005         0.7701
JiarongSouthernSandong       0.2244        0.0572       0.9199         0.9080       0.3237        0.0800       0.8995         0.8727
JiuqianSouthernSandong       0.1529        0.0383       0.9451         0.9389       0.2038        0.0540       0.9279         0.9114
Pandong                      0.4125        0.0918       0.8563         0.8559       0.6007        0.1432       0.8153         0.7699
RenliEasternSandong          0.1369        0.0340       0.9540         0.9426       0.0955        0.0217       0.9677         0.9642
SanjiangEasternSandong       0.1146        0.0291       0.9600         0.9532       0.1083        0.0248       0.9606         0.9573
ShuigenCentralSandong        0.1083        0.0280       0.9635         0.9552       0.1529        0.0411       0.9524         0.9309
ShuiweiSouthernSandong       0.1821        0.0483       0.9329         0.9249       0.2492        0.0661       0.9177         0.8917
ShuiyaoSouthernSandong       0.2500        0.0611       0.9073         0.9005       0.3333        0.0865       0.8931         0.8573
TangnianYangAn               0.3077        0.0792       0.8881         0.8704       0.2724        0.0684       0.8956         0.8876
TangzhouWesternSandong       0.1592        0.0399       0.9453         0.9333       0.2006        0.0537       0.9374         0.9102
TingpaiWesternSandong        0.2293        0.0594       0.9213         0.9018       0.2325        0.0603       0.9166         0.9006
ZhongheCentralSandong        0.0987        0.0250       0.9656         0.9572       0.2006        0.0542       0.9267         0.9107
TOTAL                        0.2140        0.0533       0.9244         0.9141       0.2627        0.0666       0.9122         0.8914


** /proj/evolang2022/tiago/ST2022/data/castrosui/solutions-0.40.tsv
Language                  ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
AntangWesternSandong         0.2542        0.0647       0.9231         0.8937       0.2542        0.0651       0.9150         0.8893
BanliangYangAn               0.3152        0.0812       0.8848         0.8658       0.3540        0.0866       0.8771         0.8592
DujiangEasternSandong        0.2201        0.0588       0.9370         0.9034       0.2775        0.0726       0.9095         0.8801
JiaoliPandong                0.4471        0.1062       0.8371         0.8345       0.7196        0.1823       0.7663         0.7233
JiarongSouthernSandong       0.3580        0.0936       0.8861         0.8488       0.3753        0.0979       0.8776         0.8408
JiuqianSouthernSandong       0.2542        0.0673       0.9212         0.8888       0.3118        0.0827       0.8977         0.8634
Pandong                      0.3834        0.0891       0.8583         0.8570       0.6890        0.1663       0.7788         0.7436
RenliEasternSandong          0.2019        0.0526       0.9398         0.9119       0.1947        0.0477       0.9366         0.9206
SanjiangEasternSandong       0.1894        0.0501       0.9413         0.9162       0.1463        0.0367       0.9507         0.9386
ShuigenCentralSandong        0.1289        0.0333       0.9575         0.9455       0.1766        0.0448       0.9427         0.9230
ShuiweiSouthernSandong       0.2899        0.0795       0.9037         0.8766       0.2681        0.0737       0.9193         0.8825
ShuiyaoSouthernSandong       0.4065        0.1042       0.8657         0.8332       0.4190        0.1074       0.8650         0.8261
TangnianYangAn               0.3170        0.0793       0.8875         0.8688       0.3273        0.0833       0.8767         0.8657
TangzhouWesternSandong       0.2560        0.0659       0.9220         0.8899       0.2895        0.0752       0.9122         0.8756
TingpaiWesternSandong        0.2892        0.0735       0.9134         0.8776       0.3614        0.0906       0.8711         0.8503
ZhongheCentralSandong        0.1487        0.0379       0.9583         0.9368       0.3333        0.0876       0.8887         0.8541
TOTAL                        0.2787        0.0711       0.9085         0.8843       0.3436        0.0875       0.8866         0.8585


** /proj/evolang2022/tiago/ST2022/data/castrosui/solutions-0.50.tsv
Language                  ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
AntangWesternSandong         0.4137        0.1112       0.8905         0.8204       0.5902        0.1535       0.8565         0.7531
BanliangYangAn               0.3863        0.0997       0.8644         0.8374       0.3267        0.0856       0.8757         0.8651
DujiangEasternSandong        0.3670        0.0990       0.9125         0.8362       0.4388        0.1187       0.8823         0.8033
JiaoliPandong                0.4977        0.1201       0.8303         0.8188       0.9560        0.2410       0.7091         0.6508
JiarongSouthernSandong       0.4145        0.1071       0.8779         0.8274       0.5321        0.1368       0.8311         0.7814
JiuqianSouthernSandong       0.3414        0.0902       0.8951         0.8545       0.4337        0.1172       0.8602         0.8139
Pandong                      0.4881        0.1163       0.8366         0.8149       0.9952        0.2460       0.7200         0.6324
RenliEasternSandong          0.2334        0.0602       0.9331         0.9024       0.3461        0.0896       0.8895         0.8563
SanjiangEasternSandong       0.2446        0.0641       0.9301         0.8962       0.2525        0.0650       0.9087         0.8926
ShuigenCentralSandong        0.2514        0.0662       0.9297         0.8915       0.4012        0.1074       0.8781         0.8161
ShuiweiSouthernSandong       0.3361        0.0904       0.8923         0.8565       0.6907        0.1796       0.8004         0.7183
ShuiyaoSouthernSandong       0.5076        0.1285       0.8409         0.7914       0.4989        0.1279       0.8431         0.7892
TangnianYangAn               0.4289        0.1104       0.8599         0.8183       0.5230        0.1373       0.8246         0.7889
TangzhouWesternSandong       0.4681        0.1242       0.8722         0.7963       0.5010        0.1326       0.8494         0.7865
TingpaiWesternSandong        0.5088        0.1357       0.8676         0.7830       0.7583        0.2056       0.7909         0.6893
ZhongheCentralSandong        0.2340        0.0619       0.9301         0.8965       0.4526        0.1190       0.8647         0.8018
TOTAL                        0.3826        0.0991       0.8852         0.8401       0.5436        0.1414       0.8365         0.7774


** /proj/evolang2022/tiago/ST2022/data/davletshinaztecan/solutions-0.10.tsv
Language              ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
------------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
ClassicalNahuatl         2.1667        0.3563       0.6160         0.4584       1.9167        0.3018       0.6371         0.5262
JalupaNahuat             1.5833        0.2989       0.6842         0.5579       1.5000        0.2616       0.6928         0.6163
MecayapanNahuat          2.0833        0.3012       0.6479         0.5326       1.4167        0.2427       0.7583         0.6159
NorthPueblaNahuatl       1.5833        0.2140       0.7013         0.6580       1.7500        0.2758       0.6693         0.5567
PajapanNahuat            1.7500        0.2837       0.6601         0.5717       1.4167        0.2331       0.7167         0.6417
Pipil                    1.6667        0.2494       0.7124         0.6433       1.8333        0.2901       0.6498         0.5538
Pochutec                 3.1667        0.5506       0.5038         0.3160       3.3333        0.5939       0.4919         0.2008
ProtoAztecan             2.2500        0.3802       0.6590         0.4879       2.7500        0.4692       0.5826         0.3441
TetelcingoNahuatl        2.4167        0.3450       0.6082         0.4532       2.0000        0.3196       0.6623         0.4300
TOTAL                    2.0741        0.3310       0.6436         0.5199       1.9907        0.3320       0.6512         0.4984


** /proj/evolang2022/tiago/ST2022/data/davletshinaztecan/solutions-0.20.tsv
Language              ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
------------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
ClassicalNahuatl         1.5417        0.2756       0.6790         0.5801       1.5833        0.2522       0.6860         0.6285
JalupaNahuat             1.7083        0.3315       0.6393         0.5128       1.7917        0.3203       0.6483         0.5190
MecayapanNahuat          1.7500        0.2710       0.6519         0.5950       1.4167        0.2457       0.7031         0.6270
NorthPueblaNahuatl       1.1250        0.1798       0.7494         0.7189       1.5833        0.2509       0.6577         0.6064
PajapanNahuat            1.2917        0.2350       0.7152         0.6207       1.5000        0.2921       0.7512         0.5602
Pipil                    1.5000        0.2705       0.6840         0.5964       1.6667        0.3045       0.6586         0.5679
Pochutec                 2.7500        0.5177       0.5084         0.2807       2.8333        0.4980       0.5207         0.3074
ProtoAztecan             1.8333        0.3359       0.6563         0.5089       1.9167        0.3477       0.6559         0.4997
TetelcingoNahuatl        2.1667        0.3297       0.6104         0.5144       2.6667        0.3641       0.5584         0.4828
TOTAL                    1.7407        0.3052       0.6549         0.5476       1.8843        0.3195       0.6489         0.5332


** /proj/evolang2022/tiago/ST2022/data/davletshinaztecan/solutions-0.30.tsv
Language              ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
------------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
ClassicalNahuatl         1.4286        0.2550       0.6840         0.6053       2.2000        0.3544       0.5831         0.4870
JalupaNahuat             1.7143        0.3163       0.6176         0.5421       1.5714        0.2999       0.6431         0.5618
MecayapanNahuat          1.5143        0.2214       0.6620         0.6375       1.5143        0.2613       0.6799         0.6076
NorthPueblaNahuatl       1.1143        0.1860       0.7186         0.7166       1.7714        0.2810       0.6107         0.5945
PajapanNahuat            1.3143        0.2473       0.6931         0.6235       1.4000        0.2996       0.6645         0.5515
Pipil                    1.5714        0.2679       0.6588         0.5943       1.8571        0.3418       0.5963         0.5006
Pochutec                 2.2571        0.4583       0.5563         0.3481       3.2571        0.6497       0.3797         0.1665
ProtoAztecan             1.8571        0.3432       0.6263         0.4794       2.2000        0.3827       0.5970         0.4341
TetelcingoNahuatl        2.4571        0.3674       0.5471         0.4733       2.6286        0.3900       0.5327         0.4346
TOTAL                    1.6921        0.2959       0.6404         0.5578       2.0444        0.3623       0.5875         0.4820


** /proj/evolang2022/tiago/ST2022/data/davletshinaztecan/solutions-0.40.tsv
Language              ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
------------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
ClassicalNahuatl         1.6809        0.2894       0.6466         0.5709       1.6304        0.2955       0.6654         0.5481
JalupaNahuat             2.3043        0.4333       0.5279         0.3646       2.6087        0.4579       0.5041         0.3618
MecayapanNahuat          1.6170        0.2618       0.6372         0.5950       1.7234        0.3123       0.5975         0.5510
NorthPueblaNahuatl       1.1778        0.2083       0.7096         0.6791       1.9778        0.3413       0.5532         0.5259
PajapanNahuat            1.3404        0.2620       0.6649         0.6203       1.5745        0.3474       0.6316         0.5164
Pipil                    1.5319        0.2831       0.6476         0.5726       2.0213        0.3562       0.5573         0.4892
Pochutec                 2.4000        0.4959       0.5244         0.2933       3.3750        0.6724       0.3439         0.1430
ProtoAztecan             2.3404        0.3982       0.5885         0.4044       2.9787        0.5355       0.4507         0.2572
TetelcingoNahuatl        2.3913        0.3666       0.5566         0.4797       2.5217        0.3986       0.4988         0.4404
TOTAL                    1.8649        0.3332       0.6115         0.5089       2.2679        0.4130       0.5336         0.4259


** /proj/evolang2022/tiago/ST2022/data/davletshinaztecan/solutions-0.50.tsv
Language              ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
------------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
ClassicalNahuatl         2.2373        0.3300       0.6050         0.5128       1.8276        0.3092       0.6658         0.5190
JalupaNahuat             2.3214        0.4226       0.5197         0.3877       3.0714        0.5742       0.4740         0.2412
MecayapanNahuat          2.0517        0.3201       0.6038         0.5186       2.3621        0.4011       0.5306         0.4174
NorthPueblaNahuatl       1.3509        0.2288       0.6949         0.6435       2.1228        0.3510       0.5846         0.4729
PajapanNahuat            1.4237        0.2731       0.6750         0.6020       2.1525        0.4142       0.5485         0.3895
Pipil                    1.5172        0.2787       0.6633         0.5542       2.7931        0.4977       0.4436         0.2978
Pochutec                 2.4773        0.5155       0.5096         0.2764       3.9773        0.8482       0.2021         0.0286
ProtoAztecan             2.6780        0.4295       0.5259         0.3738       2.7018        0.4700       0.5470         0.3005
TetelcingoNahuatl        2.7414        0.4179       0.5316         0.4118       3.0517        0.4353       0.4782         0.3807
TOTAL                    2.0888        0.3574       0.5921         0.4756       2.6734        0.4779       0.4971         0.3386


** /proj/evolang2022/tiago/ST2022/data/felekesemitic/solutions-0.10.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Amharic          1.0909        0.2053       0.7237         0.6753       1.1212        0.2298       0.7216         0.6281
Argobba          1.7879        0.3291       0.6467         0.4879       1.5758        0.3107       0.6727         0.4997
Chaha            0.5000        0.0964       0.8719         0.8436       0.4412        0.0729       0.8733         0.8787
Endegagn         2.0769        0.4101       0.5680         0.4247       1.9600        0.3890       0.5724         0.4120
Ezha             0.7647        0.1514       0.8306         0.7508       1.0588        0.1991       0.7777         0.6786
Geez             2.3548        0.4161       0.5425         0.4058       2.3548        0.4580       0.5513         0.3376
Gumer            0.8529        0.1671       0.8341         0.7275       1.0000        0.1864       0.7949         0.6836
Gura             0.5588        0.0988       0.8599         0.8312       0.9118        0.1591       0.7697         0.7354
Gyeto            1.1562        0.2118       0.7327         0.6633       1.6250        0.3213       0.6522         0.5195
Harari           2.6452        0.4882       0.5125         0.3452       3.0645        0.5978       0.4399         0.2282
Inor             1.2727        0.2388       0.7198         0.6376       1.4545        0.2601       0.6762         0.5871
Kistane          1.3235        0.2430       0.6890         0.6314       1.4118        0.2639       0.7028         0.5907
Mesqan           0.9706        0.1859       0.7623         0.7235       1.0294        0.1940       0.7664         0.6792
Muher            1.2353        0.2144       0.7316         0.6901       1.2647        0.2205       0.7226         0.6926
Silte            1.3939        0.2905       0.6916         0.5703       1.5152        0.2814       0.7139         0.5263
Tigre            2.5000        0.4652       0.5047         0.3489       2.3333        0.4456       0.5334         0.3638
Tigrigna         2.4688        0.4197       0.5500         0.3692       2.2500        0.4080       0.5542         0.3846
Wolane           1.3235        0.2691       0.7013         0.5942       0.9706        0.1936       0.7868         0.6774
Zway             1.5000        0.2999       0.6854         0.5475       1.4412        0.3025       0.6718         0.5131
TOTAL            1.4619        0.2737       0.6925         0.5931       1.5149        0.2891       0.6818         0.5587


** /proj/evolang2022/tiago/ST2022/data/felekesemitic/solutions-0.20.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Amharic          1.4286        0.2677       0.6458         0.6095       1.8929        0.3817       0.5515         0.4446
Argobba          2.0566        0.3730       0.5501         0.4355       1.7736        0.3076       0.6047         0.5263
Chaha            0.6716        0.1423       0.8208         0.7662       0.7313        0.1431       0.8033         0.7562
Endegagn         2.0000        0.4040       0.5479         0.4488       1.8776        0.3888       0.5723         0.4398
Ezha             1.0000        0.2059       0.7676         0.6709       1.1538        0.2193       0.7284         0.6554
Geez             2.7826        0.4690       0.4703         0.3503       2.3478        0.4243       0.5220         0.3711
Gumer            1.1912        0.2447       0.7465         0.6211       1.1765        0.2112       0.7853         0.6524
Gura             0.7206        0.1511       0.8158         0.7584       1.2500        0.2234       0.7400         0.6398
Gyeto            1.5077        0.2774       0.6416         0.5834       1.4308        0.2671       0.6598         0.5884
Harari           3.5306        0.6271       0.3868         0.1952       3.5510        0.6900       0.3231         0.1342
Inor             1.5077        0.2736       0.6687         0.5901       1.6000        0.3201       0.6623         0.5355
Kistane          1.4462        0.2731       0.6632         0.5739       2.0154        0.3850       0.6125         0.4002
Mesqan           1.1970        0.2215       0.7182         0.6544       1.7424        0.3094       0.6543         0.5181
Muher            1.4328        0.2646       0.6728         0.6015       1.4328        0.2617       0.6683         0.6047
Silte            1.6935        0.3266       0.6088         0.5306       1.5968        0.3066       0.6496         0.5292
Tigre            2.9545        0.5378       0.4409         0.2755       2.9318        0.5090       0.4158         0.3014
Tigrigna         2.6136        0.4356       0.5193         0.3518       2.5682        0.4224       0.4841         0.3778
Wolane           1.8636        0.3390       0.5660         0.5163       1.6515        0.3130       0.6416         0.5104
Zway             1.7692        0.3299       0.6199         0.5080       1.9385        0.4146       0.5639         0.4246
TOTAL            1.7562        0.3244       0.6248         0.5285       1.8244        0.3420       0.6128         0.4953


** /proj/evolang2022/tiago/ST2022/data/felekesemitic/solutions-0.30.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Amharic          1.8421        0.3445       0.5777         0.4992       2.3289        0.4494       0.4673         0.3686
Argobba          2.1714        0.4114       0.5113         0.4094       1.8429        0.3564       0.5642         0.4773
Chaha            0.8913        0.1813       0.7873         0.7040       1.1304        0.2093       0.7452         0.6678
Endegagn         2.3000        0.4496       0.4978         0.4090       2.3000        0.4618       0.4853         0.3697
Ezha             1.2903        0.2550       0.7138         0.5795       1.5806        0.3094       0.6413         0.5553
Geez             2.5410        0.4400       0.4717         0.3741       2.4262        0.4538       0.4825         0.3510
Gumer            1.3763        0.2603       0.7278         0.5865       1.3441        0.2679       0.7480         0.5345
Gura             0.8804        0.1795       0.7922         0.7113       1.1304        0.1958       0.7286         0.6857
Gyeto            1.5714        0.2809       0.6279         0.5725       1.9121        0.3627       0.5830         0.4586
Harari           3.1897        0.5867       0.4087         0.2303       3.7931        0.8039       0.2362         0.0965
Inor             2.2667        0.3755       0.5553         0.4413       2.5333        0.4639       0.4892         0.3633
Kistane          1.6966        0.3344       0.6069         0.4881       2.7191        0.5411       0.4782         0.2327
Mesqan           1.4946        0.2882       0.6774         0.5500       1.8817        0.3617       0.5931         0.4409
Muher            1.5824        0.2881       0.6271         0.5844       1.8901        0.3576       0.5744         0.4744
Silte            1.8588        0.3473       0.5779         0.4907       1.9765        0.3786       0.6015         0.4480
Tigre            3.2712        0.5994       0.3977         0.2146       3.1186        0.5229       0.4105         0.2776
Tigrigna         2.6964        0.4505       0.4969         0.3277       3.0357        0.4741       0.4508         0.3045
Wolane           2.4000        0.4327       0.5266         0.3890       2.0667        0.3913       0.5473         0.4465
Zway             1.8537        0.3386       0.5895         0.5037       2.3902        0.5018       0.4670         0.2860
TOTAL            1.9565        0.3602       0.5880         0.4771       2.1790        0.4139       0.5418         0.4126


** /proj/evolang2022/tiago/ST2022/data/felekesemitic/solutions-0.40.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Amharic          1.7640        0.3307       0.5963         0.5037       3.9213        0.6700       0.3110         0.1601
Argobba          2.0125        0.3763       0.5457         0.4558       2.1625        0.3947       0.5248         0.4229
Chaha            1.4786        0.2955       0.6848         0.5300       1.6068        0.3156       0.6843         0.5235
Endegagn         2.4944        0.4634       0.4751         0.3744       3.1839        0.6102       0.3628         0.2259
Ezha             1.6500        0.3243       0.6767         0.4865       2.3417        0.4468       0.5671         0.3509
Geez             2.4776        0.4174       0.4825         0.4047       2.6716        0.4904       0.4470         0.3369
Gumer            1.7479        0.3381       0.6785         0.4877       1.9035        0.3703       0.6939         0.3774
Gura             1.2174        0.2433       0.7327         0.6040       1.4870        0.2822       0.6996         0.5726
Gyeto            2.0261        0.3720       0.5849         0.4662       2.5739        0.4950       0.4575         0.3292
Harari           3.1538        0.5645       0.3804         0.2725       3.9385        0.8107       0.2109         0.0627
Inor             2.6396        0.4279       0.5165         0.3782       2.9189        0.5398       0.4021         0.2789
Kistane          2.2636        0.4400       0.5063         0.3649       3.7706        0.7558       0.3081         0.0633
Mesqan           1.6148        0.3122       0.6483         0.5094       2.5820        0.4945       0.5019         0.2975
Muher            2.1597        0.4002       0.5627         0.3837       2.6723        0.5159       0.4432         0.2724
Silte            1.9239        0.3576       0.5598         0.4773       1.7556        0.3568       0.6358         0.4596
Tigre            3.0769        0.5502       0.4038         0.2570       3.2308        0.5172       0.3946         0.2871
Tigrigna         2.5738        0.4330       0.5073         0.3456       2.8361        0.4618       0.4391         0.3157
Wolane           1.8384        0.3607       0.5575         0.4836       2.1122        0.4106       0.5363         0.4183
Zway             2.1538        0.4131       0.5167         0.4198       2.3750        0.5027       0.4887         0.2970
TOTAL            2.1193        0.3905       0.5588         0.4318       2.6339        0.4969       0.4794         0.3185


** /proj/evolang2022/tiago/ST2022/data/felekesemitic/solutions-0.50.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Amharic          2.2233        0.4108       0.5192         0.4145       3.4757        0.6016       0.3570         0.1921
Argobba          2.5824        0.4652       0.4658         0.3636       2.7802        0.4955       0.4309         0.2901
Chaha            3.2941        0.6353       0.4245         0.1746       3.3235        0.6384       0.4052         0.1223
Endegagn         2.8298        0.5203       0.4227         0.3094       3.4556        0.6839       0.3434         0.1531
Ezha             2.9778        0.5609       0.4526         0.2497       3.9185        0.6921       0.2902         0.1055
Geez             2.5789        0.4621       0.4463         0.3639       2.6316        0.4905       0.4473         0.3244
Gumer            4.2014        0.7359       0.3145         0.0648       4.4388        0.7469       0.3036         0.0438
Gura             2.5522        0.5069       0.5475         0.2512       3.0597        0.5953       0.4723         0.1930
Gyeto            2.8425        0.5420       0.4645         0.2570       3.9449        0.7257       0.2833         0.1112
Harari           3.3333        0.5958       0.3675         0.2272       4.0667        0.8212       0.1915         0.0523
Inor             3.1463        0.5193       0.4315         0.2831       3.7886        0.6482       0.2976         0.1853
Kistane          2.4833        0.4784       0.4729         0.3251       3.2437        0.6311       0.3530         0.1486
Mesqan           3.2536        0.5979       0.4423         0.2010       3.8116        0.7034       0.3007         0.1325
Muher            3.0970        0.5680       0.4505         0.2345       3.4887        0.6631       0.3466         0.1470
Silte            2.2041        0.4181       0.5272         0.4050       1.9479        0.3961       0.6276         0.4041
Tigre            3.5200        0.6186       0.3436         0.1907       3.8800        0.6147       0.3111         0.1603
Tigrigna         3.0429        0.5068       0.4581         0.2469       3.4000        0.5177       0.3856         0.3010
Wolane           2.4057        0.4545       0.4955         0.3785       2.2430        0.3972       0.5364         0.4555
Zway             2.4757        0.4694       0.4760         0.3436       3.0737        0.6568       0.4398         0.1066
TOTAL            2.8971        0.5298       0.4486         0.2781       3.3670        0.6168       0.3749         0.1910


** /proj/evolang2022/tiago/ST2022/data/hantganbangime/solutions-0.10.tsv
Language         ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
-------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Bankan_Tey          1.4048        0.3255       0.6085         0.5561       1.0714        0.2792       0.6444         0.5897
Ben_Tey             1.2391        0.3006       0.6047         0.5620       1.6848        0.4005       0.5201         0.4292
Bunoge              1.7347        0.3815       0.5641         0.4547       1.5918        0.3718       0.5462         0.5074
Jamsay              0.9750        0.2743       0.6746         0.5992       1.4250        0.3666       0.5618         0.4716
Mombo               1.3548        0.3462       0.6031         0.5118       2.2097        0.5296       0.4545         0.2973
Najamba             1.3030        0.3389       0.6262         0.5011       2.2273        0.5551       0.4252         0.2615
Nanga               1.2353        0.3111       0.6276         0.5468       1.2706        0.3214       0.6022         0.5318
Penange             1.5088        0.3806       0.6015         0.4632       1.2105        0.3075       0.6294         0.5662
Perge_Tegu          0.9565        0.2474       0.6873         0.6463       1.2174        0.3211       0.6185         0.5448
Tebul_Ure           1.1758        0.3103       0.6313         0.5675       1.7692        0.4404       0.4825         0.3892
Tiranige_Diga       1.5303        0.3969       0.5610         0.4565       2.3030        0.5384       0.4077         0.2739
Togo_Kan            1.0267        0.2768       0.6488         0.6174       1.2133        0.3261       0.6139         0.5525
Tommo_So            1.3457        0.3112       0.6573         0.5721       1.7901        0.4330       0.4809         0.3827
Toro_Tegu           1.7313        0.4110       0.5358         0.4398       1.6716        0.4587       0.5285         0.3864
Yanda_Dom           1.4937        0.3378       0.6161         0.5246       1.3671        0.3378       0.5872         0.5184
Yorno_So            0.9529        0.2644       0.6859         0.6189       1.2353        0.3295       0.6213         0.5323
TOTAL               1.3105        0.3259       0.6209         0.5399       1.5786        0.3948       0.5453         0.4522


** /proj/evolang2022/tiago/ST2022/data/hantganbangime/solutions-0.20.tsv
Language         ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
-------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Bankan_Tey          1.8478        0.4169       0.5315         0.4367       1.4710        0.3603       0.5425         0.5114
Ben_Tey             1.4459        0.3379       0.5390         0.5186       1.7687        0.4170       0.4719         0.4292
Bunoge              1.8333        0.4032       0.5325         0.4315       1.6389        0.3878       0.5102         0.4730
Jamsay              1.0571        0.2696       0.6498         0.6107       1.5643        0.3762       0.5025         0.4834
Mombo               1.4624        0.3715       0.5628         0.4837       1.7849        0.4557       0.4837         0.4032
Najamba             1.4563        0.3598       0.5734         0.4755       2.3592        0.5445       0.3820         0.2729
Nanga               1.4762        0.3655       0.5508         0.4831       2.1769        0.5245       0.3877         0.3233
Penange             1.4824        0.3716       0.5374         0.4861       1.7647        0.4124       0.4777         0.4169
Perge_Tegu          1.0127        0.2573       0.6649         0.6320       1.4522        0.3438       0.5570         0.5326
