index	index_p	rindex	rindex_p	cogid	id_AchangLongchuan	segment_AchangLongchuan	segment_AchangLongchuan_L1	segment_AchangLongchuan_L2	segment_AchangLongchuan_L3	segment_AchangLongchuan_R1	segment_AchangLongchuan_R2	segment_AchangLongchuan_R3	SC_AchangLongchuan	SC_AchangLongchuan_L1	SC_AchangLongchuan_L2	SC_AchangLongchuan_L3	SC_AchangLongchuan_R1	SC_AchangLongchuan_R2	SC_AchangLongchuan_R3	PROSODY_AchangLongchuan	PROSODY_AchangLongchuan_L1	PROSODY_AchangLongchuan_L2	PROSODY_AchangLongchuan_L3	PROSODY_AchangLongchuan_R1	PROSODY_AchangLongchuan_R2	PROSODY_AchangLongchuan_R3	id_Atsi	segment_Atsi	segment_Atsi_L1	segment_Atsi_L2	segment_Atsi_L3	segment_Atsi_R1	segment_Atsi_R2	segment_Atsi_R3	SC_Atsi	SC_Atsi_L1	SC_Atsi_L2	SC_Atsi_L3	SC_Atsi_R1	SC_Atsi_R2	SC_Atsi_R3	PROSODY_Atsi	PROSODY_Atsi_L1	PROSODY_Atsi_L2	PROSODY_Atsi_L3	PROSODY_Atsi_R1	PROSODY_Atsi_R2	PROSODY_Atsi_R3	id_Bola	segment_Bola	segment_Bola_L1	segment_Bola_L2	segment_Bola_L3	segment_Bola_R1	segment_Bola_R2	segment_Bola_R3	SC_Bola	SC_Bola_L1	SC_Bola_L2	SC_Bola_L3	SC_Bola_R1	SC_Bola_R2	SC_Bola_R3	PROSODY_Bola	PROSODY_Bola_L1	PROSODY_Bola_L2	PROSODY_Bola_L3	PROSODY_Bola_R1	PROSODY_Bola_R2	PROSODY_Bola_R3	id_Lashi	segment_Lashi	segment_Lashi_L1	segment_Lashi_L2	segment_Lashi_L3	segment_Lashi_R1	segment_Lashi_R2	segment_Lashi_R3	SC_Lashi	SC_Lashi_L1	SC_Lashi_L2	SC_Lashi_L3	SC_Lashi_R1	SC_Lashi_R2	SC_Lashi_R3	PROSODY_Lashi	PROSODY_Lashi_L1	PROSODY_Lashi_L2	PROSODY_Lashi_L3	PROSODY_Lashi_R1	PROSODY_Lashi_R2	PROSODY_Lashi_R3	id_Maru	segment_Maru	segment_Maru_L1	segment_Maru_L2	segment_Maru_L3	segment_Maru_R1	segment_Maru_R2	segment_Maru_R3	SC_Maru	SC_Maru_L1	SC_Maru_L2	SC_Maru_L3	SC_Maru_R1	SC_Maru_R2	SC_Maru_R3	PROSODY_Maru	PROSODY_Maru_L1	PROSODY_Maru_L2	PROSODY_Maru_L3	PROSODY_Maru_R1	PROSODY_Maru_R2	PROSODY_Maru_R3	id_OldBurmese	segment_OldBurmese	segment_OldBurmese_L1	segment_OldBurmese_L2	segment_OldBurmese_L3	segment_OldBurmese_R1	segment_OldBurmese_R2	segment_OldBurmese_R3	SC_OldBurmese	SC_OldBurmese_L1	SC_OldBurmese_L2	SC_OldBurmese_L3	SC_OldBurmese_R1	SC_OldBurmese_R2	SC_OldBurmese_R3	PROSODY_OldBurmese	PROSODY_OldBurmese_L1	PROSODY_OldBurmese_L2	PROSODY_OldBurmese_L3	PROSODY_OldBurmese_R1	PROSODY_OldBurmese_R2	PROSODY_OldBurmese_R3	id_ProtoBurmish	segment_ProtoBurmish	segment_ProtoBurmish_L1	segment_ProtoBurmish_L2	segment_ProtoBurmish_L3	segment_ProtoBurmish_R1	segment_ProtoBurmish_R2	segment_ProtoBurmish_R3	SC_ProtoBurmish	SC_ProtoBurmish_L1	SC_ProtoBurmish_L2	SC_ProtoBurmish_L3	SC_ProtoBurmish_R1	SC_ProtoBurmish_R2	SC_ProtoBurmish_R3	PROSODY_ProtoBurmish	PROSODY_ProtoBurmish_L1	PROSODY_ProtoBurmish_L2	PROSODY_ProtoBurmish_L3	PROSODY_ProtoBurmish_R1	PROSODY_ProtoBurmish_R2	PROSODY_ProtoBurmish_R3	id_Rangoon	segment_Rangoon	segment_Rangoon_L1	segment_Rangoon_L2	segment_Rangoon_L3	segment_Rangoon_R1	segment_Rangoon_R2	segment_Rangoon_R3	SC_Rangoon	SC_Rangoon_L1	SC_Rangoon_L2	SC_Rangoon_L3	SC_Rangoon_R1	SC_Rangoon_R2	SC_Rangoon_R3	PROSODY_Rangoon	PROSODY_Rangoon_L1	PROSODY_Rangoon_L2	PROSODY_Rangoon_L3	PROSODY_Rangoon_R1	PROSODY_Rangoon_R2	PROSODY_Rangoon_R3	id_Xiandao	segment_Xiandao	segment_Xiandao_L1	segment_Xiandao_L2	segment_Xiandao_L3	segment_Xiandao_R1	segment_Xiandao_R2	segment_Xiandao_R3	SC_Xiandao	SC_Xiandao_L1	SC_Xiandao_L2	SC_Xiandao_L3	SC_Xiandao_R1	SC_Xiandao_R2	SC_Xiandao_R3	PROSODY_Xiandao	PROSODY_Xiandao_L1	PROSODY_Xiandao_L2	PROSODY_Xiandao_L3	PROSODY_Xiandao_R1	PROSODY_Xiandao_R2	PROSODY_Xiandao_R3
3	0.6000	3	0.6000	804	1243	au	ʈʂʰ	-	∅	-	³¹	∅	A	C	_	∅	_	_	∅	7	2	0	∅	0	0	∅	1244	u	j	kʰ	∅	ŋ	²¹	∅	Y	J	K	∅	N	_	∅	7	6	1	∅	4	0	∅	1245	au	j	kʰ	∅	ŋ	³⁵	∅	A	J	K	∅	N	_	∅	7	6	1	∅	4	0	∅	1246	u	j	kʰ	∅	ŋ	⁵⁵	∅	Y	J	K	∅	N	_	∅	7	6	1	∅	4	0	∅																																													1247	u	r	k	∅	ŋ	²	∅	Y	R	K	∅	N	_	∅	7	5	1	∅	4	0	∅	1248	ɑ̃u	tɕʰ	-	∅	-	⁵⁵	∅	A	C	_	∅	_	_	∅	7	2	0	∅	0	0	∅	1249	o	ʐ	kʰ	∅	ŋ	³¹	∅	U	S	K	∅	N	_	∅	7	3	1	∅	4	0	∅
4	0.8000	2	0.4000	804	1243	-	au	ʈʂʰ	-	³¹	∅	∅	_	A	C	_	_	∅	∅	0	7	2	0	0	∅	∅	1244	ŋ	u	j	kʰ	²¹	∅	∅	N	Y	J	K	_	∅	∅	4	7	6	1	0	∅	∅	1245	ŋ	au	j	kʰ	³⁵	∅	∅	N	A	J	K	_	∅	∅	4	7	6	1	0	∅	∅	1246	ŋ	u	j	kʰ	⁵⁵	∅	∅	N	Y	J	K	_	∅	∅	4	7	6	1	0	∅	∅																																													1247	ŋ	u	r	k	²	∅	∅	N	Y	R	K	_	∅	∅	4	7	5	1	0	∅	∅	1248	-	ɑ̃u	tɕʰ	-	⁵⁵	∅	∅	_	A	C	_	_	∅	∅	0	7	2	0	0	∅	∅	1249	ŋ	o	ʐ	kʰ	³¹	∅	∅	N	U	S	K	_	∅	∅	4	7	3	1	0	∅	∅
5	1.0000	1	0.2000	804	1243	³¹	-	au	ʈʂʰ	∅	∅	∅	_	_	A	C	∅	∅	∅	0	0	7	2	∅	∅	∅	1244	²¹	ŋ	u	j	∅	∅	∅	_	N	Y	J	∅	∅	∅	0	4	7	6	∅	∅	∅	1245	³⁵	ŋ	au	j	∅	∅	∅	_	N	A	J	∅	∅	∅	0	4	7	6	∅	∅	∅	1246	⁵⁵	ŋ	u	j	∅	∅	∅	_	N	Y	J	∅	∅	∅	0	4	7	6	∅	∅	∅																																													1247	²	ŋ	u	r	∅	∅	∅	_	N	Y	R	∅	∅	∅	0	4	7	5	∅	∅	∅	1248	⁵⁵	-	ɑ̃u	tɕʰ	∅	∅	∅	_	_	A	C	∅	∅	∅	0	0	7	2	∅	∅	∅	1249	³¹	ŋ	o	ʐ	∅	∅	∅	_	N	U	S	∅	∅	∅	0	4	7	3	∅	∅	∅
1	0.2000	5	1.0000	808																																																																																																															1250	kʰ	∅	∅	∅	j	ɔ	ŋ	K	∅	∅	∅	J	U	N	1	∅	∅	∅	6	7	4	1251	ˀk	∅	∅	∅	j	u	ŋ	K	∅	∅	∅	J	Y	N	1	∅	∅	∅	6	7	4																																												
2	0.4000	4	0.8000	808																																																																																																															1250	j	kʰ	∅	∅	ɔ	ŋ	⁵	J	K	∅	∅	U	N	_	6	1	∅	∅	7	4	0	1251	j	ˀk	∅	∅	u	ŋ	²	J	K	∅	∅	Y	N	_	6	1	∅	∅	7	4	0																																												
3	0.6000	3	0.6000	808																																																																																																															1250	ɔ	j	kʰ	∅	ŋ	⁵	∅	U	J	K	∅	N	_	∅	7	6	1	∅	4	0	∅	1251	u	j	ˀk	∅	ŋ	²	∅	Y	J	K	∅	N	_	∅	7	6	1	∅	4	0	∅																																												
4	0.8000	2	0.4000	808																																																																																																															1250	ŋ	ɔ	j	kʰ	⁵	∅	∅	N	U	J	K	_	∅	∅	4	7	6	1	0	∅	∅	1251	ŋ	u	j	ˀk	²	∅	∅	N	Y	J	K	_	∅	∅	4	7	6	1	0	∅	∅																																												
5	1.0000	1	0.2000	808																																																																																																															1250	⁵	ŋ	ɔ	j	∅	∅	∅	_	N	U	J	∅	∅	∅	0	4	7	6	∅	∅	∅	1251	²	ŋ	u	j	∅	∅	∅	_	N	Y	J	∅	∅	∅	0	4	7	6	∅	∅	∅																																												
1	0.2500	4	1.0000	810																																																																																									1252	kʰ	∅	∅	∅	u	k	⁵⁵	K	∅	∅	∅	Y	K	_	1	∅	∅	∅	7	1	0																							1253	k	∅	∅	∅	u	-	¹	K	∅	∅	∅	Y	_	_	1	∅	∅	∅	7	0	0																																												
2	0.5000	3	0.7500	810																																																																																									1252	u	kʰ	∅	∅	k	⁵⁵	∅	Y	K	∅	∅	K	_	∅	7	1	∅	∅	1	0	∅																							1253	u	k	∅	∅	-	¹	∅	Y	K	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅																																												
3	0.7500	2	0.5000	810																																																																																									1252	k	u	kʰ	∅	⁵⁵	∅	∅	K	Y	K	∅	_	∅	∅	1	7	1	∅	0	∅	∅																							1253	-	u	k	∅	¹	∅	∅	_	Y	K	∅	_	∅	∅	0	7	1	∅	0	∅	∅																																												
4	1.0000	1	0.2500	810																																																																																									1252	⁵⁵	k	u	kʰ	∅	∅	∅	_	K	Y	K	∅	∅	∅	0	1	7	1	∅	∅	∅																							1253	¹	-	u	k	∅	∅	∅	_	_	Y	K	∅	∅	∅	0	0	7	1	∅	∅	∅																																												
1	0.3333	3	1.0000	816																																													1254	kʰ	∅	∅	∅	ui	³⁵	∅	K	∅	∅	∅	Y	_	∅	1	∅	∅	∅	7	0	∅																																																																			1255	k	∅	∅	∅	ui	³	∅	K	∅	∅	∅	Y	_	∅	1	∅	∅	∅	7	0	∅																																												
2	0.6667	2	0.6667	816																																													1254	ui	kʰ	∅	∅	³⁵	∅	∅	Y	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																																																			1255	ui	k	∅	∅	³	∅	∅	Y	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																												
3	1.0000	1	0.3333	816																																													1254	³⁵	ui	kʰ	∅	∅	∅	∅	_	Y	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																																																			1255	³	ui	k	∅	∅	∅	∅	_	Y	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																												
1	0.2500	4	1.0000	818																							1256	l	∅	∅	∅	ŏ̱	-	⁵⁵	L	∅	∅	∅	O	_	_	5	∅	∅	∅	7	0	0																																													1257	l	∅	∅	∅	ɔ̱	-	⁵⁵	L	∅	∅	∅	O	_	_	5	∅	∅	∅	7	0	0																																													1258	l	∅	∅	∅	ɑ	-	⁵³	L	∅	∅	∅	A	_	_	5	∅	∅	∅	7	0	0	1259	l	∅	∅	∅	ɤ	n	³¹	L	∅	∅	∅	E	N	_	5	∅	∅	∅	7	4	0
2	0.5000	3	0.7500	818																							1256	ŏ̱	l	∅	∅	-	⁵⁵	∅	O	L	∅	∅	_	_	∅	7	5	∅	∅	0	0	∅																																													1257	ɔ̱	l	∅	∅	-	⁵⁵	∅	O	L	∅	∅	_	_	∅	7	5	∅	∅	0	0	∅																																													1258	ɑ	l	∅	∅	-	⁵³	∅	A	L	∅	∅	_	_	∅	7	5	∅	∅	0	0	∅	1259	ɤ	l	∅	∅	n	³¹	∅	E	L	∅	∅	N	_	∅	7	5	∅	∅	4	0	∅
3	0.7500	2	0.5000	818																							1256	-	ŏ̱	l	∅	⁵⁵	∅	∅	_	O	L	∅	_	∅	∅	0	7	5	∅	0	∅	∅																																													1257	-	ɔ̱	l	∅	⁵⁵	∅	∅	_	O	L	∅	_	∅	∅	0	7	5	∅	0	∅	∅																																													1258	-	ɑ	l	∅	⁵³	∅	∅	_	A	L	∅	_	∅	∅	0	7	5	∅	0	∅	∅	1259	n	ɤ	l	∅	³¹	∅	∅	N	E	L	∅	_	∅	∅	4	7	5	∅	0	∅	∅
4	1.0000	1	0.2500	818																							1256	⁵⁵	-	ŏ̱	l	∅	∅	∅	_	_	O	L	∅	∅	∅	0	0	7	5	∅	∅	∅																																													1257	⁵⁵	-	ɔ̱	l	∅	∅	∅	_	_	O	L	∅	∅	∅	0	0	7	5	∅	∅	∅																																													1258	⁵³	-	ɑ	l	∅	∅	∅	_	_	A	L	∅	∅	∅	0	0	7	5	∅	∅	∅	1259	³¹	n	ɤ	l	∅	∅	∅	_	N	E	L	∅	∅	∅	0	4	7	5	∅	∅	∅
1	0.2500	4	1.0000	819																																													1260	l	∅	∅	∅	ɛ̱̃	-	³⁵	L	∅	∅	∅	E	_	_	5	∅	∅	∅	7	0	0																																																																			1261	ˀl	∅	∅	∅	a	m	³	L	∅	∅	∅	A	M	_	5	∅	∅	∅	7	4	0																																												
2	0.5000	3	0.7500	819																																													1260	ɛ̱̃	l	∅	∅	-	³⁵	∅	E	L	∅	∅	_	_	∅	7	5	∅	∅	0	0	∅																																																																			1261	a	ˀl	∅	∅	m	³	∅	A	L	∅	∅	M	_	∅	7	5	∅	∅	4	0	∅																																												
3	0.7500	2	0.5000	819																																													1260	-	ɛ̱̃	l	∅	³⁵	∅	∅	_	E	L	∅	_	∅	∅	0	7	5	∅	0	∅	∅																																																																			1261	m	a	ˀl	∅	³	∅	∅	M	A	L	∅	_	∅	∅	4	7	5	∅	0	∅	∅																																												
4	1.0000	1	0.2500	819																																													1260	³⁵	-	ɛ̱̃	l	∅	∅	∅	_	_	E	L	∅	∅	∅	0	0	7	5	∅	∅	∅																																																																			1261	³	m	a	ˀl	∅	∅	∅	_	M	A	L	∅	∅	∅	0	4	7	5	∅	∅	∅																																												
1	0.3333	3	1.0000	821																																													1262	l	∅	∅	∅	a̱i	³⁵	∅	L	∅	∅	∅	A	_	∅	5	∅	∅	∅	7	0	∅																							1263	l	∅	∅	∅	a̱i	⁵⁵	∅	L	∅	∅	∅	A	_	∅	5	∅	∅	∅	7	0	∅																							1264	ˀl	∅	∅	∅	ai	³	∅	L	∅	∅	∅	A	_	∅	5	∅	∅	∅	7	0	∅																																												
2	0.6667	2	0.6667	821																																													1262	a̱i	l	∅	∅	³⁵	∅	∅	A	L	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅																							1263	a̱i	l	∅	∅	⁵⁵	∅	∅	A	L	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅																							1264	ai	ˀl	∅	∅	³	∅	∅	A	L	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅																																												
3	1.0000	1	0.3333	821																																													1262	³⁵	a̱i	l	∅	∅	∅	∅	_	A	L	∅	∅	∅	∅	0	7	5	∅	∅	∅	∅																							1263	⁵⁵	a̱i	l	∅	∅	∅	∅	_	A	L	∅	∅	∅	∅	0	7	5	∅	∅	∅	∅																							1264	³	ai	ˀl	∅	∅	∅	∅	_	A	L	∅	∅	∅	∅	0	7	5	∅	∅	∅	∅																																												
1	0.2500	4	1.0000	822	1265	kʰ	∅	∅	∅	o	k	⁵⁵	K	∅	∅	∅	U	K	_	1	∅	∅	∅	7	1	0	1266	l	∅	∅	∅	o̱	ʔ	⁵⁵	L	∅	∅	∅	O	H	_	5	∅	∅	∅	7	1	0	1267	l	∅	∅	∅	a̱	ʔ	⁵⁵	L	∅	∅	∅	A	H	_	5	∅	∅	∅	7	1	0	1268	l	∅	∅	∅	ɔ	ʔ	⁵⁵	L	∅	∅	∅	U	H	_	5	∅	∅	∅	7	1	0	1269	l	∅	∅	∅	ɔ̱	ʔ	⁵⁵	L	∅	∅	∅	O	H	_	5	∅	∅	∅	7	1	0																																																																			1270	kʰ	∅	∅	∅	o	ʔ	³⁵	K	∅	∅	∅	U	H	_	1	∅	∅	∅	7	1	0
2	0.5000	3	0.7500	822	1265	o	kʰ	∅	∅	k	⁵⁵	∅	U	K	∅	∅	K	_	∅	7	1	∅	∅	1	0	∅	1266	o̱	l	∅	∅	ʔ	⁵⁵	∅	O	L	∅	∅	H	_	∅	7	5	∅	∅	1	0	∅	1267	a̱	l	∅	∅	ʔ	⁵⁵	∅	A	L	∅	∅	H	_	∅	7	5	∅	∅	1	0	∅	1268	ɔ	l	∅	∅	ʔ	⁵⁵	∅	U	L	∅	∅	H	_	∅	7	5	∅	∅	1	0	∅	1269	ɔ̱	l	∅	∅	ʔ	⁵⁵	∅	O	L	∅	∅	H	_	∅	7	5	∅	∅	1	0	∅																																																																			1270	o	kʰ	∅	∅	ʔ	³⁵	∅	U	K	∅	∅	H	_	∅	7	1	∅	∅	1	0	∅
3	0.7500	2	0.5000	822	1265	k	o	kʰ	∅	⁵⁵	∅	∅	K	U	K	∅	_	∅	∅	1	7	1	∅	0	∅	∅	1266	ʔ	o̱	l	∅	⁵⁵	∅	∅	H	O	L	∅	_	∅	∅	1	7	5	∅	0	∅	∅	1267	ʔ	a̱	l	∅	⁵⁵	∅	∅	H	A	L	∅	_	∅	∅	1	7	5	∅	0	∅	∅	1268	ʔ	ɔ	l	∅	⁵⁵	∅	∅	H	U	L	∅	_	∅	∅	1	7	5	∅	0	∅	∅	1269	ʔ	ɔ̱	l	∅	⁵⁵	∅	∅	H	O	L	∅	_	∅	∅	1	7	5	∅	0	∅	∅																																																																			1270	ʔ	o	kʰ	∅	³⁵	∅	∅	H	U	K	∅	_	∅	∅	1	7	1	∅	0	∅	∅
4	1.0000	1	0.2500	822	1265	⁵⁵	k	o	kʰ	∅	∅	∅	_	K	U	K	∅	∅	∅	0	1	7	1	∅	∅	∅	1266	⁵⁵	ʔ	o̱	l	∅	∅	∅	_	H	O	L	∅	∅	∅	0	1	7	5	∅	∅	∅	1267	⁵⁵	ʔ	a̱	l	∅	∅	∅	_	H	A	L	∅	∅	∅	0	1	7	5	∅	∅	∅	1268	⁵⁵	ʔ	ɔ	l	∅	∅	∅	_	H	U	L	∅	∅	∅	0	1	7	5	∅	∅	∅	1269	⁵⁵	ʔ	ɔ̱	l	∅	∅	∅	_	H	O	L	∅	∅	∅	0	1	7	5	∅	∅	∅																																																																			1270	³⁵	ʔ	o	kʰ	∅	∅	∅	_	H	U	K	∅	∅	∅	0	1	7	1	∅	∅	∅
1	0.2500	4	1.0000	823	1271	l̥	∅	∅	∅	a	p	⁵⁵	L	∅	∅	∅	A	P	_	5	∅	∅	∅	7	1	0	1272	l	∅	∅	∅	a̱	p	⁵⁵	L	∅	∅	∅	A	P	_	5	∅	∅	∅	7	1	0	1273	l	∅	∅	∅	ɛ̱	ʔ	⁵⁵	L	∅	∅	∅	E	H	_	5	∅	∅	∅	7	1	0	1274	l	∅	∅	∅	a̱ː	p	⁵⁵	L	∅	∅	∅	A	P	_	5	∅	∅	∅	7	1	0	1275	l	∅	∅	∅	ɛ̱	ʔ	⁵⁵	L	∅	∅	∅	E	H	_	5	∅	∅	∅	7	1	0																							1276	ˀl	∅	∅	∅	a	p	⁴	L	∅	∅	∅	A	P	_	5	∅	∅	∅	7	1	0																							1277	l̥	∅	∅	∅	a	p	⁵⁵	L	∅	∅	∅	A	P	_	5	∅	∅	∅	7	1	0
2	0.5000	3	0.7500	823	1271	a	l̥	∅	∅	p	⁵⁵	∅	A	L	∅	∅	P	_	∅	7	5	∅	∅	1	0	∅	1272	a̱	l	∅	∅	p	⁵⁵	∅	A	L	∅	∅	P	_	∅	7	5	∅	∅	1	0	∅	1273	ɛ̱	l	∅	∅	ʔ	⁵⁵	∅	E	L	∅	∅	H	_	∅	7	5	∅	∅	1	0	∅	1274	a̱ː	l	∅	∅	p	⁵⁵	∅	A	L	∅	∅	P	_	∅	7	5	∅	∅	1	0	∅	1275	ɛ̱	l	∅	∅	ʔ	⁵⁵	∅	E	L	∅	∅	H	_	∅	7	5	∅	∅	1	0	∅																							1276	a	ˀl	∅	∅	p	⁴	∅	A	L	∅	∅	P	_	∅	7	5	∅	∅	1	0	∅																							1277	a	l̥	∅	∅	p	⁵⁵	∅	A	L	∅	∅	P	_	∅	7	5	∅	∅	1	0	∅
3	0.7500	2	0.5000	823	1271	p	a	l̥	∅	⁵⁵	∅	∅	P	A	L	∅	_	∅	∅	1	7	5	∅	0	∅	∅	1272	p	a̱	l	∅	⁵⁵	∅	∅	P	A	L	∅	_	∅	∅	1	7	5	∅	0	∅	∅	1273	ʔ	ɛ̱	l	∅	⁵⁵	∅	∅	H	E	L	∅	_	∅	∅	1	7	5	∅	0	∅	∅	1274	p	a̱ː	l	∅	⁵⁵	∅	∅	P	A	L	∅	_	∅	∅	1	7	5	∅	0	∅	∅	1275	ʔ	ɛ̱	l	∅	⁵⁵	∅	∅	H	E	L	∅	_	∅	∅	1	7	5	∅	0	∅	∅																							1276	p	a	ˀl	∅	⁴	∅	∅	P	A	L	∅	_	∅	∅	1	7	5	∅	0	∅	∅																							1277	p	a	l̥	∅	⁵⁵	∅	∅	P	A	L	∅	_	∅	∅	1	7	5	∅	0	∅	∅
4	1.0000	1	0.2500	823	1271	⁵⁵	p	a	l̥	∅	∅	∅	_	P	A	L	∅	∅	∅	0	1	7	5	∅	∅	∅	1272	⁵⁵	p	a̱	l	∅	∅	∅	_	P	A	L	∅	∅	∅	0	1	7	5	∅	∅	∅	1273	⁵⁵	ʔ	ɛ̱	l	∅	∅	∅	_	H	E	L	∅	∅	∅	0	1	7	5	∅	∅	∅	1274	⁵⁵	p	a̱ː	l	∅	∅	∅	_	P	A	L	∅	∅	∅	0	1	7	5	∅	∅	∅	1275	⁵⁵	ʔ	ɛ̱	l	∅	∅	∅	_	H	E	L	∅	∅	∅	0	1	7	5	∅	∅	∅																							1276	⁴	p	a	ˀl	∅	∅	∅	_	P	A	L	∅	∅	∅	0	1	7	5	∅	∅	∅																							1277	⁵⁵	p	a	l̥	∅	∅	∅	_	P	A	L	∅	∅	∅	0	1	7	5	∅	∅	∅
1	0.3333	3	1.0000	825																																													1278	l	∅	∅	∅	u̱i	³⁵	∅	L	∅	∅	∅	U	_	∅	5	∅	∅	∅	7	0	∅																																																																			1279	ˀl	∅	∅	∅	ui	³	∅	L	∅	∅	∅	Y	_	∅	5	∅	∅	∅	7	0	∅																																												
2	0.6667	2	0.6667	825																																													1278	u̱i	l	∅	∅	³⁵	∅	∅	U	L	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅																																																																			1279	ui	ˀl	∅	∅	³	∅	∅	Y	L	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅																																												
3	1.0000	1	0.3333	825																																													1278	³⁵	u̱i	l	∅	∅	∅	∅	_	U	L	∅	∅	∅	∅	0	7	5	∅	∅	∅	∅																																																																			1279	³	ui	ˀl	∅	∅	∅	∅	_	Y	L	∅	∅	∅	∅	0	7	5	∅	∅	∅	∅																																												
1	0.2500	4	1.0000	826																							1280	l	∅	∅	∅	i̱	ŋ	⁵¹	L	∅	∅	∅	I	N	_	5	∅	∅	∅	7	4	0	1281	l	∅	∅	∅	a̱	ŋ	⁵⁵	L	∅	∅	∅	A	N	_	5	∅	∅	∅	7	4	0	1282	l	∅	∅	∅	ə̱	ŋ	³³	L	∅	∅	∅	E	N	_	5	∅	∅	∅	7	4	0	1283	l	∅	∅	∅	a̱	ŋ	³¹	L	∅	∅	∅	A	N	_	5	∅	∅	∅	7	4	0																																																																			1284	l	∅	∅	∅	ai	-	⁵⁵	L	∅	∅	∅	A	_	_	5	∅	∅	∅	7	0	0
2	0.5000	3	0.7500	826																							1280	i̱	l	∅	∅	ŋ	⁵¹	∅	I	L	∅	∅	N	_	∅	7	5	∅	∅	4	0	∅	1281	a̱	l	∅	∅	ŋ	⁵⁵	∅	A	L	∅	∅	N	_	∅	7	5	∅	∅	4	0	∅	1282	ə̱	l	∅	∅	ŋ	³³	∅	E	L	∅	∅	N	_	∅	7	5	∅	∅	4	0	∅	1283	a̱	l	∅	∅	ŋ	³¹	∅	A	L	∅	∅	N	_	∅	7	5	∅	∅	4	0	∅																																																																			1284	ai	l	∅	∅	-	⁵⁵	∅	A	L	∅	∅	_	_	∅	7	5	∅	∅	0	0	∅
3	0.7500	2	0.5000	826																							1280	ŋ	i̱	l	∅	⁵¹	∅	∅	N	I	L	∅	_	∅	∅	4	7	5	∅	0	∅	∅	1281	ŋ	a̱	l	∅	⁵⁵	∅	∅	N	A	L	∅	_	∅	∅	4	7	5	∅	0	∅	∅	1282	ŋ	ə̱	l	∅	³³	∅	∅	N	E	L	∅	_	∅	∅	4	7	5	∅	0	∅	∅	1283	ŋ	a̱	l	∅	³¹	∅	∅	N	A	L	∅	_	∅	∅	4	7	5	∅	0	∅	∅																																																																			1284	-	ai	l	∅	⁵⁵	∅	∅	_	A	L	∅	_	∅	∅	0	7	5	∅	0	∅	∅
4	1.0000	1	0.2500	826																							1280	⁵¹	ŋ	i̱	l	∅	∅	∅	_	N	I	L	∅	∅	∅	0	4	7	5	∅	∅	∅	1281	⁵⁵	ŋ	a̱	l	∅	∅	∅	_	N	A	L	∅	∅	∅	0	4	7	5	∅	∅	∅	1282	³³	ŋ	ə̱	l	∅	∅	∅	_	N	E	L	∅	∅	∅	0	4	7	5	∅	∅	∅	1283	³¹	ŋ	a̱	l	∅	∅	∅	_	N	A	L	∅	∅	∅	0	4	7	5	∅	∅	∅																																																																			1284	⁵⁵	-	ai	l	∅	∅	∅	_	_	A	L	∅	∅	∅	0	0	7	5	∅	∅	∅
1	0.3333	3	1.0000	828	1285	l	∅	∅	∅	ui	⁵⁵	∅	L	∅	∅	∅	Y	_	∅	5	∅	∅	∅	7	0	∅																																																																																																															1286	l	∅	∅	∅	ui	¹	∅	L	∅	∅	∅	Y	_	∅	5	∅	∅	∅	7	0	∅																																												
2	0.6667	2	0.6667	828	1285	ui	l	∅	∅	⁵⁵	∅	∅	Y	L	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅																																																																																																															1286	ui	l	∅	∅	¹	∅	∅	Y	L	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅																																												
3	1.0000	1	0.3333	828	1285	⁵⁵	ui	l	∅	∅	∅	∅	_	Y	L	∅	∅	∅	∅	0	7	5	∅	∅	∅	∅																																																																																																															1286	¹	ui	l	∅	∅	∅	∅	_	Y	L	∅	∅	∅	∅	0	7	5	∅	∅	∅	∅																																												
1	0.3333	3	1.0000	829																																													1287	m	∅	∅	∅	a̱i	⁵⁵	∅	M	∅	∅	∅	A	_	∅	4	∅	∅	∅	7	0	∅																							1288	m	∅	∅	∅	a̱i	³¹	∅	M	∅	∅	∅	A	_	∅	4	∅	∅	∅	7	0	∅																							1289	ˀm	∅	∅	∅	ai	¹	∅	M	∅	∅	∅	A	_	∅	4	∅	∅	∅	7	0	∅																																												
2	0.6667	2	0.6667	829																																													1287	a̱i	m	∅	∅	⁵⁵	∅	∅	A	M	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅																							1288	a̱i	m	∅	∅	³¹	∅	∅	A	M	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅																							1289	ai	ˀm	∅	∅	¹	∅	∅	A	M	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅																																												
